Line_No,Process_ID,Local_Process_Desc,WC_ID,Station_No,Linked_Asset_ID,Product_Ref,Material_Ref
L10,PR-0012,UNDERBODY SEAM SEALING,WU54,S02,000150000052,MER-VEH-SUV-0001,MER-GEAR-SET-0034
L10,PR-0006,CATHODIC DIP COATING,WU55,S03,,MER-VEH-SUV-0001,MER-HOOD-0005
L10,PR-0126,ASSEMBLY - REAR AXLE,WU56,S04,000150000053,MER-VEH-SUV-0001,MER-CYLINDER-HEAD-0028
L11,PR-0107,PACKING - FUEL RAIL,WU57,S01,000150000054,MER-VEH-COMPACT-0001,MER-DOOR-PANELS-0019
L11,PR-0021,CUSHION MOLDING,WU58,S02,000150000055,MER-VEH-COMPACT-0001,MER-LOW-VOLTAGE-BATT-0023
L11,PR-0164,TRUNK LID CUTTING,WU59,S02,000150000056,MER-VEH-COMPACT-0001,
L11,PR-0005,PRESSURE DECAY TEST,WU60,S02,000150000057,MER-VEH-COMPACT-0001,
L12,PR-0001,BEAD APPLICATION,WU61,S01,000150000058,MER-VEH-COMPACT-0001,MER-CLUTCH-ASSEMBLY-0033
L12,PR-0001,BEAD APPLICATION,WU62,S01,000150000059,MER-VEH-COMPACT-0001,MER-FRONT-SUSPENSION-0010
L12,PR-0075,FUSING - DOOR MODULE,WU63,S01,000150000060,MER-VEH-COMPACT-0001,MER-BODY-SHELL-0003
L12,PR-0005,PRESSURE DECAY TEST,WU64,S02,000150000061,MER-VEH-COMPACT-0001,
L12,PR-0088,ROOF RAIL DRILLING,WU65,S02,,MER-VEH-COMPACT-0001,
L13,PR-0008,CLEAR COAT SPRAY,WU66,S01,000150000062,MER-VEH-SUV-0001,MER-REAR-SUSPENSION-0011
L13,PR-0001,BEAD APPLICATION,WU67,S01,000150000063,MER-VEH-SUV-0001,MER-GEAR-SET-0034
L13,PR-0013,DOOR MOUNTING,WU68,S02,000150000064,MER-VEH-SUV-0001,MER-INFOTAINMENT-UNI-0025
L13,PR-0018,DRAW FORMING,WU69,S02,000150000065,MER-VEH-SUV-0001,MER-CATALYTIC-CONVER-0040
L13,PR-0008,CLEAR COAT SPRAY,WU70,S02,000150000066,MER-VEH-SUV-0001,MER-FUEL-TANK-0036
L13,PR-0077,FASTENING - EXHAUST MANIFOLD,WU71,S03,000150000067,MER-VEH-SUV-0001,MER-FENDERS-0008
L14,PR-0025,CELL FORMATION,WU72,S01,000150000068,MER-VEH-SUV-0001,
L14,PR-0005,PRESSURE DECAY TEST,WU73,S01,000150000069,MER-VEH-SUV-0001,
L14,PR-0038,SETTING - BODY PANEL,WU74,S02,000150000070,MER-VEH-SUV-0001,
L14,PR-0004,AOI CHECK,WU75,S02,000150000071,MER-VEH-SUV-0001,
L15,PR-0078,ASSEMBLY - FLOOR PAN,WU76,S01,000150000072,MER-VEH-SUV-0001,MER-DOORS-0004
L15,PR-0003,BOLT TORQUING,WU77,S01,000150000073,MER-VEH-SUV-0001,
L15,PR-0028,GEAR HOBBING,WU78,S01,000150000074,MER-VEH-SUV-0001,
L15,PR-0006,CATHODIC DIP COATING,WU79,S02,000150000075,MER-VEH-SUV-0001,MER-BODY-SHELL-0003
L15,PR-0001,BEAD APPLICATION,WU80,S02,000150000076,MER-VEH-SUV-0001,MER-FRONT-SUSPENSION-0010
L15,PR-0023,INTERIOR FITTING,WU81,S03,000150000077,MER-VEH-SUV-0001,MER-HEADLINER-0020
L16,PR-0005,PRESSURE DECAY TEST,WU82,S01,000150000078,MER-VEH-SUV-0001,
L16,PR-0023,INTERIOR FITTING,WU83,S01,,MER-VEH-SUV-0001,MER-BODY-SHELL-0003
L16,PR-0013,DOOR MOUNTING,WU84,S01,,MER-VEH-SUV-0001,MER-FUEL-PUMP-0037
L16,PR-0001,BEAD APPLICATION,WU85,S02,000150000079,MER-VEH-SUV-0001,MER-HEADLINER-0020
L17,PR-0002,RESISTANCE WELDING,WU86,S01,000150000080,MER-VEH-COMPACT-0001,MER-GEARBOX-HOUSING-0032
L17,PR-0034,CHASSIS FRAME MOLDING,WU87,S01,000150000081,MER-VEH-COMPACT-0001,MER-FUEL-PUMP-0037
L17,PR-0009,STACKING OPERATION,WU88,S02,000150000082,MER-VEH-COMPACT-0001,MER-DOORS-0004
L17,PR-0009,STACKING OPERATION,WU89,S02,000150000083,MER-VEH-COMPACT-0001,MER-DOOR-PANELS-0019
L17,PR-0001,BEAD APPLICATION,WU90,S02,000150000084,MER-VEH-COMPACT-0001,MER-CRANKSHAFT-0029
L17,PR-0003,BOLT TORQUING,WU91,S03,,MER-VEH-COMPACT-0001,
L17,PR-0029,CONNECTOR TERMINATION,WU92,S03,000150000085,MER-VEH-COMPACT-0001,MER-EXHAUST-PIPE-0042
L17,PR-0103,DISPENSING - FUEL RAIL,WU93,S03,000150000086,MER-VEH-COMPACT-0001,MER-GEAR-SET-0034
L18,PR-0016,SHEET METAL FORMING,WU94,S01,000150000087,MER-VEH-SUV-0001,MER-REAR-SUSPENSION-0011
L18,PR-0013,DOOR MOUNTING,WU95,S02,000150000088,MER-VEH-SUV-0001,MER-BRAKE-SYSTEM-0012
L18,PR-0009,STACKING OPERATION,WU96,S02,000150000089,MER-VEH-SUV-0001,MER-GEAR-SET-0034
L18,PR-0030,BLOCK MACHINING,WU97,S03,000150000090,MER-VEH-SUV-0001,
L18,PR-0061,SUSPENSION ARM CUTTING,WU98,S03,000150000091,MER-VEH-SUV-0001,
L19,PR-0002,RESISTANCE WELDING,WU99,S01,000150000092,MER-VEH-SUV-0001,MER-CYLINDER-HEAD-0028
L19,PR-0037,INSPECTION - GLASS PANEL,WU100,S01,000150000093,MER-VEH-SUV-0001,
L19,PR-0002,RESISTANCE WELDING,WU101,S02,000150000094,MER-VEH-SUV-0001,MER-BRAKE-SYSTEM-0012
L20,PR-0001,BEAD APPLICATION,WU102,S01,000150000095,MER-VEH-SUV-0001,MER-WIRING-HARNESS-0022
L20,PR-0001,BEAD APPLICATION,WU103,S01,000150000096,MER-VEH-SUV-0001,MER-CATALYTIC-CONVER-0040
L20,PR-0001,BEAD APPLICATION,WU104,S01,000150000097,MER-VEH-SUV-0001,MER-FRONT-SUSPENSION-0010
L20,PR-0003,BOLT TORQUING,WU105,S02,000150000098,MER-VEH-SUV-0001,
L20,PR-0001,BEAD APPLICATION,WU106,S02,000150000099,MER-VEH-SUV-0001,MER-WHEELS-0014
L20,PR-0001,BEAD APPLICATION,WU107,S02,000150000100,MER-VEH-SUV-0001,MER-FUEL-INJECTOR-0038
L20,PR-0001,BEAD APPLICATION,WU108,S03,000150000101,MER-VEH-SUV-0001,MER-CRANKSHAFT-0029
L21,PR-0001,BEAD APPLICATION,WU109,S01,000150000102,MER-VEH-SUV-0001,MER-REAR-SUSPENSION-0011
L21,PR-0004,AOI CHECK,WU110,S02,000150000103,MER-VEH-SUV-0001,
L21,PR-0071,ALIGNMENT - SEAT FRAME,WU111,S02,000150000104,MER-VEH-SUV-0001,
L21,PR-0015,MOTOR COIL WINDING,WU112,S03,000150000105,MER-VEH-SUV-0001,MER-STEERING-SYSTEM-0013
L21,PR-0001,BEAD APPLICATION,WU113,S04,000150000106,MER-VEH-SUV-0001,MER-FUEL-TANK-0036
L22,PR-0005,PRESSURE DECAY TEST,WU114,S01,,MER-VEH-SUV-0001,
L22,PR-0007,BASE COAT SPRAY,WU115,S02,000150000107,MER-VEH-SUV-0001,MER-STEERING-SYSTEM-0013
L22,PR-0002,RESISTANCE WELDING,WU116,S02,000150000108,MER-VEH-SUV-0001,MER-PISTONS-0030
L22,PR-0005,PRESSURE DECAY TEST,WU117,S02,000150000109,MER-VEH-SUV-0001,
L23,PR-0004,AOI CHECK,WU118,S01,000150000110,MER-VEH-SUV-0001,
L23,PR-0010,CABLE ROUTING,WU119,S01,000150000111,MER-VEH-SUV-0001,MER-WIRING-HARNESS-0022
L23,PR-0034,CHASSIS FRAME MOLDING,WU120,S02,,MER-VEH-SUV-0001,MER-REAR-SUSPENSION-0011
L23,PR-0009,STACKING OPERATION,WU121,S02,000150000112,MER-VEH-SUV-0001,MER-DASHBOARD-0017
L23,PR-0001,BEAD APPLICATION,WU122,S02,000150000113,MER-VEH-SUV-0001,MER-PISTONS-0030
L24,PR-0001,BEAD APPLICATION,WU123,S01,000150000114,MER-VEH-COMPACT-0001,MER-GEAR-SET-0034
L24,PR-0104,WELDING - DASHBOARD ASSEMBLY,WU124,S01,000150000115,MER-VEH-COMPACT-0001,MER-BODY-SHELL-0003
L24,PR-0033,CUTTING OPERATION - GLASS PANEL,WU125,S01,000150000116,MER-VEH-COMPACT-0001,
L24,PR-0027,CRANK GRINDING,WU126,S02,000150000117,MER-VEH-COMPACT-0001,
L24,PR-0120,PACKING - REAR AXLE,WU127,S03,000150000118,MER-VEH-COMPACT-0001,MER-FUEL-INJECTOR-0038
L24,PR-0014,ALIGNMENT CHECK,WU128,S03,000150000119,MER-VEH-COMPACT-0001,
L24,PR-0001,BEAD APPLICATION,WU129,S03,000150000120,MER-VEH-COMPACT-0001,MER-REAR-SUSPENSION-0011
L24,PR-0037,INSPECTION - GLASS PANEL,WU130,S04,000150000121,MER-VEH-COMPACT-0001,
L24,PR-0001,BEAD APPLICATION,WU131,S04,000150000122,MER-VEH-COMPACT-0001,MER-CYLINDER-HEAD-0028
L25,PR-0028,GEAR HOBBING,WU132,S01,000150000123,MER-VEH-COMPACT-0001,
L25,PR-0006,CATHODIC DIP COATING,WU133,S01,000150000124,MER-VEH-COMPACT-0001,MER-STEERING-SYSTEM-0013
L25,PR-0001,BEAD APPLICATION,WU134,S02,000150000125,MER-VEH-COMPACT-0001,MER-BRAKE-SYSTEM-0012
L25,PR-0001,BEAD APPLICATION,WU135,S02,000150000126,MER-VEH-COMPACT-0001,MER-FUEL-INJECTOR-0038
L25,PR-0006,CATHODIC DIP COATING,WU136,S02,000150000127,MER-VEH-COMPACT-0001,MER-PISTONS-0030
L26,PR-0018,DRAW FORMING,WU137,S01,000150000128,MER-VEH-COMPACT-0001,MER-CATALYTIC-CONVER-0040
L26,PR-0002,RESISTANCE WELDING,WU138,S02,000150000129,MER-VEH-COMPACT-0001,MER-BODY-SHELL-0003
L26,PR-0001,BEAD APPLICATION,WU139,S02,000150000130,MER-VEH-COMPACT-0001,MER-BRAKE-SYSTEM-0012
L26,PR-0005,PRESSURE DECAY TEST,WU140,S02,000150000131,MER-VEH-COMPACT-0001,
L26,PR-0063,GRINDING - BODY PANEL,WU141,S03,000150000132,MER-VEH-COMPACT-0001,
L26,PR-0056,BUMPER FASCIA CURING,WU142,S03,000150000133,MER-VEH-COMPACT-0001,
L26,PR-0031,TRANSMISSION HOUSING STAMPING,WU143,S03,000150000134,MER-VEH-COMPACT-0001,MER-DOORS-0004
L27,PR-0007,BASE COAT SPRAY,WU144,S01,000150000135,MER-VEH-SUV-0001,MER-HEADLINER-0020
L27,PR-0008,CLEAR COAT SPRAY,WU145,S01,000150000136,MER-VEH-SUV-0001,MER-HEADLINER-0020
L27,PR-0002,RESISTANCE WELDING,WU146,S01,000150000137,MER-VEH-SUV-0001,MER-EXHAUST-PIPE-0042
L27,PR-0001,BEAD APPLICATION,WU147,S02,000150000138,MER-VEH-SUV-0001,MER-REAR-SUSPENSION-0011
L27,PR-0001,BEAD APPLICATION,WU148,S02,000150000139,MER-VEH-SUV-0001,MER-CYLINDER-HEAD-0028
L27,PR-0088,ROOF RAIL DRILLING,WU149,S02,000150000140,MER-VEH-SUV-0001,
L27,PR-0010,CABLE ROUTING,WU150,S03,000150000141,MER-VEH-SUV-0001,MER-EXHAUST-PIPE-0042
L27,PR-0001,BEAD APPLICATION,WU151,S03,000150000142,MER-VEH-SUV-0001,MER-HOOD-0005
L27,PR-0013,DOOR MOUNTING,WU152,S04,000150000143,MER-VEH-SUV-0001,MER-DOOR-PANELS-0019
L28,PR-0003,BOLT TORQUING,WU153,S01,000150000144,MER-VEH-SUV-0001,
L28,PR-0007,BASE COAT SPRAY,WU154,S02,000150000145,MER-VEH-SUV-0001,MER-DASHBOARD-0017
L28,PR-0029,CONNECTOR TERMINATION,WU155,S02,000150000146,MER-VEH-SUV-0001,MER-BODY-SHELL-0003
L28,PR-0066,MILLING - RADIATOR CORE,WU156,S03,,MER-VEH-SUV-0001,
L28,PR-0034,CHASSIS FRAME MOLDING,WU157,S03,000150000147,MER-VEH-SUV-0001,MER-CENTER-CONSOLE-0018
L29,PR-0109,FUSING - WHEEL HUB,WU158,S01,000150000148,MER-VEH-COMPACT-0001,MER-BRAKE-SYSTEM-0012
L29,PR-0002,RESISTANCE WELDING,WU159,S02,000150000149,MER-VEH-COMPACT-0001,MER-WHEELS-0014
L29,PR-0027,CRANK GRINDING,WU160,S03,,MER-VEH-COMPACT-0001,
L29,PR-0105,EXHAUST MANIFOLD FORMING,WU161,S03,,MER-VEH-COMPACT-0001,MER-REAR-SUSPENSION-0011
L29,PR-0003,BOLT TORQUING,WU162,S03,000150000150,MER-VEH-COMPACT-0001,
L29,PR-0062,TRIMMING - WHEEL HUB,WU163,S04,000150000151,MER-VEH-COMPACT-0001,
L30,PR-0141,SUSPENSION ARM FASTENING,WU164,S01,000150000152,MER-VEH-SUV-0001,MER-LOW-VOLTAGE-BATT-0023
L30,PR-0025,CELL FORMATION,WU165,S01,000150000153,MER-VEH-SUV-0001,
L30,PR-0001,BEAD APPLICATION,WU166,S01,,MER-VEH-SUV-0001,MER-CENTER-CONSOLE-0018
L30,PR-0003,BOLT TORQUING,WU167,S02,000150000154,MER-VEH-SUV-0001,
L30,PR-0031,TRANSMISSION HOUSING STAMPING,WU168,S02,000150000155,MER-VEH-SUV-0001,MER-GEARBOX-HOUSING-0032
L30,PR-0091,BATTERY MODULE COATING,WU169,S03,000150000156,MER-VEH-SUV-0001,MER-SEATS-0016
L30,PR-0001,BEAD APPLICATION,WU170,S03,000150000157,MER-VEH-SUV-0001,MER-CRANKSHAFT-0029
L31,PR-0004,AOI CHECK,WU171,S01,000150000158,MER-VEH-SUV-0001,
L31,PR-0002,RESISTANCE WELDING,WU172,S01,000150000159,MER-VEH-SUV-0001,MER-LOW-VOLTAGE-BATT-0023
L31,PR-0007,BASE COAT SPRAY,WU173,S02,000150000160,MER-VEH-SUV-0001,MER-SEATS-0016
L31,PR-0051,BATTERY MODULE DISPENSING,WU174,S02,000150000161,MER-VEH-SUV-0001,MER-FUEL-TANK-0036
L31,PR-0011,EOL FUNCTIONAL CHECK,WU175,S02,000150000162,MER-VEH-SUV-0001,
L31,PR-0012,UNDERBODY SEAM SEALING,WU176,S03,000150000163,MER-VEH-SUV-0001,MER-GEARBOX-HOUSING-0032
L31,PR-0020,WIRE CRIMPING,WU177,S03,000150000164,MER-VEH-SUV-0001,MER-LOW-VOLTAGE-BATT-0023
L31,PR-0012,UNDERBODY SEAM SEALING,WU178,S04,000150000165,MER-VEH-SUV-0001,MER-LOW-VOLTAGE-BATT-0023
L32,PR-0032,TESTING - FUEL RAIL,WU179,S01,000150000166,MER-VEH-COMPACT-0001,
L32,PR-0001,BEAD APPLICATION,WU180,S02,000150000167,MER-VEH-COMPACT-0001,MER-CLUTCH-ASSEMBLY-0033
L32,PR-0001,BEAD APPLICATION,WU181,S02,000150000168,MER-VEH-COMPACT-0001,MER-CLUTCH-ASSEMBLY-0033
L32,PR-0072,CALIBRATION - BATTERY MODULE,WU182,S02,000150000169,MER-VEH-COMPACT-0001,
L32,PR-0009,STACKING OPERATION,WU183,S03,000150000170,MER-VEH-COMPACT-0001,MER-PISTONS-0030
L32,PR-0003,BOLT TORQUING,WU184,S03,000150000171,MER-VEH-COMPACT-0001,
L33,PR-0008,CLEAR COAT SPRAY,WU185,S01,000150000172,MER-VEH-COMPACT-0001,MER-BUMPER-FRONT-0006
L33,PR-0026,CAMSHAFT FITTING,WU186,S01,000150000173,MER-VEH-COMPACT-0001,MER-REAR-SUSPENSION-0011
L33,PR-0001,BEAD APPLICATION,WU187,S02,000150000174,MER-VEH-COMPACT-0001,MER-CENTER-CONSOLE-0018
L33,PR-0012,UNDERBODY SEAM SEALING,WU188,S02,,MER-VEH-COMPACT-0001,MER-LIGHTING-SYSTEM-0024
L33,PR-0001,BEAD APPLICATION,WU189,S03,000150000175,MER-VEH-COMPACT-0001,MER-CENTER-CONSOLE-0018
L34,PR-0088,ROOF RAIL DRILLING,WU190,S01,000150000176,MER-VEH-SUV-0001,
L34,PR-0015,MOTOR COIL WINDING,WU191,S01,000150000177,MER-VEH-SUV-0001,MER-FUEL-TANK-0036
L34,PR-0066,MILLING - RADIATOR CORE,WU192,S02,000150000178,MER-VEH-SUV-0001,
L35,PR-0039,COATING - HOOD PANEL,WU193,S01,000150000179,MER-VEH-COMPACT-0001,MER-SEATS-0016
L35,PR-0068,PACKAGING - DASHBOARD ASSEMBLY,WU194,S02,000150000180,MER-VEH-COMPACT-0001,MER-LOW-VOLTAGE-BATT-0023
L35,PR-0004,AOI CHECK,WU195,S02,000150000181,MER-VEH-COMPACT-0001,
L35,PR-0001,BEAD APPLICATION,WU196,S02,000150000182,MER-VEH-COMPACT-0001,MER-PISTONS-0030
L35,PR-0106,FASTENING - BRAKE CALIPER,WU197,S03,000150000183,MER-VEH-COMPACT-0001,MER-DASHBOARD-0017
L35,PR-0102,COATING - SEAT FRAME,WU198,S03,,MER-VEH-COMPACT-0001,MER-LIGHTING-SYSTEM-0024
L35,PR-0101,SEALING - REAR AXLE,WU199,S04,,MER-VEH-COMPACT-0001,MER-PISTONS-0030
L35,PR-0188,INSPECTION - FLOOR PAN,WU200,S04,000150000184,MER-VEH-COMPACT-0001,
L36,PR-0019,PIERCING STATION,WU201,S01,000150000185,MER-VEH-SUV-0001,
L36,PR-0011,EOL FUNCTIONAL CHECK,WU202,S01,000150000186,MER-VEH-SUV-0001,
L36,PR-0061,SUSPENSION ARM CUTTING,WU203,S02,000150000187,MER-VEH-SUV-0001,
L36,PR-0001,BEAD APPLICATION,WU204,S02,000150000188,MER-VEH-SUV-0001,MER-DASHBOARD-0017
L36,PR-0056,BUMPER FASCIA CURING,WU205,S02,000150000189,MER-VEH-SUV-0001,
L37,PR-0066,MILLING - RADIATOR CORE,WU206,S01,000150000190,MER-VEH-SUV-0001,
L37,PR-0017,BLANKING OPERATION,WU207,S02,000150000191,MER-VEH-SUV-0001,
L37,PR-0005,PRESSURE DECAY TEST,WU208,S02,000150000192,MER-VEH-SUV-0001,
L38,PR-0027,CRANK GRINDING,WU209,S01,000150000193,MER-VEH-SUV-0001,
L38,PR-0122,HOOD PANEL FASTENING,WU210,S02,000150000194,MER-VEH-SUV-0001,MER-EXHAUST-PIPE-0042
L38,PR-0001,BEAD APPLICATION,WU211,S02,000150000195,MER-VEH-SUV-0001,MER-LOW-VOLTAGE-BATT-0023
L39,PR-0003,BOLT TORQUING,WU212,S01,,MER-VEH-COMPACT-0001,
L39,PR-0029,CONNECTOR TERMINATION,WU213,S01,000150000196,MER-VEH-COMPACT-0001,MER-CLUTCH-ASSEMBLY-0033
L39,PR-0075,FUSING - DOOR MODULE,WU214,S02,000150000197,MER-VEH-COMPACT-0001,MER-PISTONS-0030
L39,PR-0026,CAMSHAFT FITTING,WU215,S02,,MER-VEH-COMPACT-0001,MER-GEAR-SET-0034
L39,PR-0018,DRAW FORMING,WU216,S02,000150000198,MER-VEH-COMPACT-0001,MER-CRANKSHAFT-0029
L39,PR-0001,BEAD APPLICATION,WU217,S03,000150000199,MER-VEH-COMPACT-0001,MER-LOW-VOLTAGE-BATT-0023
L39,PR-0007,BASE COAT SPRAY,WU218,S03,000150000200,MER-VEH-COMPACT-0001,MER-CLUTCH-ASSEMBLY-0033
L39,PR-0105,EXHAUST MANIFOLD FORMING,WU219,S03,000150000201,MER-VEH-COMPACT-0001,MER-HEADLINER-0020
L40,PR-0005,PRESSURE DECAY TEST,WU220,S01,000150000202,MER-VEH-SUV-0001,
L40,PR-0005,PRESSURE DECAY TEST,WU221,S01,000150000203,MER-VEH-SUV-0001,
L40,PR-0005,PRESSURE DECAY TEST,WU222,S02,000150000204,MER-VEH-SUV-0001,
L41,PR-0005,PRESSURE DECAY TEST,WU223,S01,000150000205,MER-VEH-COMPACT-0001,
L41,PR-0006,CATHODIC DIP COATING,WU224,S02,000150000206,MER-VEH-COMPACT-0001,MER-FUEL-PUMP-0037
L41,PR-0053,PRESS FORMING - DOOR MODULE,WU225,S02,000150000207,MER-VEH-COMPACT-0001,MER-WIRING-HARNESS-0022
L42,PR-0008,CLEAR COAT SPRAY,WU226,S01,000150000208,MER-VEH-COMPACT-0001,MER-GEARBOX-HOUSING-0032
L42,PR-0020,WIRE CRIMPING,WU227,S01,000150000209,MER-VEH-COMPACT-0001,MER-FRONT-SUSPENSION-0010
L42,PR-0008,CLEAR COAT SPRAY,WU228,S01,000150000210,MER-VEH-COMPACT-0001,MER-FENDERS-0008
L42,PR-0096,STEERING COLUMN ALIGNMENT,WU229,S02,000150000211,MER-VEH-COMPACT-0001,
L42,PR-0002,RESISTANCE WELDING,WU230,S02,000150000212,MER-VEH-COMPACT-0001,MER-LIGHTING-SYSTEM-0024
L42,PR-0001,BEAD APPLICATION,WU231,S03,000150000213,MER-VEH-COMPACT-0001,MER-FUEL-TANK-0036
L42,PR-0006,CATHODIC DIP COATING,WU232,S03,000150000214,MER-VEH-COMPACT-0001,MER-GEARBOX-HOUSING-0032
