CharacteristicID,StationID,MeasuredValue,USL,LSL,Cpk
K1138,S02,78.635,80.643,76.429,1.52
K1139,S02,171.33,173.055,168.504,1.74
K1139,S02,169.954,173.055,168.504,1.74
K1139,S02,170.652,173.055,168.504,1.74
K1139,S02,170.527,173.055,168.504,1.74
K1139,S02,170.358,173.055,168.504,1.74
K1140,S03,96.695,101.006,91.763,1.36
K1140,S03,96.098,101.006,91.763,1.36
K1140,S03,97.488,101.006,91.763,1.36
K1140,S03,96.02,101.006,91.763,1.36
K1140,S03,94.28,101.006,91.763,1.36
K1141,S03,99.69,100.378,98.071,1.8
K1141,S03,99.097,100.378,98.071,1.8
K1141,S03,99.34,100.378,98.071,1.8
K1141,S03,98.706,100.378,98.071,1.8
K1142,S03,107.47,108.12,106.106,2.18
K1142,S03,107.186,108.12,106.106,2.18
K1142,S03,106.914,108.12,106.106,2.18
K1142,S03,106.881,108.12,106.106,2.18
K1143,S04,145.187,151.052,144.335,0.8
K1143,S04,150.027,151.052,144.335,0.8
K1143,S04,148.606,151.052,144.335,0.8
K1143,S04,147.751,151.052,144.335,0.8
K1144,S04,64.774,66.463,62.916,1.52
K1144,S04,64.96,66.463,62.916,1.52
K1145,S01,10.306,11.625,8.852,1.67
K1145,S01,10.331,11.625,8.852,1.67
K1145,S01,10.447,11.625,8.852,1.67
K1145,S01,10.149,11.625,8.852,1.67
K1145,S01,10.224,11.625,8.852,1.67
K1146,S02,53.432,55.134,52.249,1.36
K1146,S02,53.489,55.134,52.249,1.36
K1146,S02,53.938,55.134,52.249,1.36
K1147,S02,117.79,123.055,114.981,2.15
K1147,S02,119.541,123.055,114.981,2.15
K1147,S02,118.414,123.055,114.981,2.15
K1147,S02,118.592,123.055,114.981,2.15
K1148,S02,56.031,60.581,54.136,0.88
K1148,S02,57.83,60.581,54.136,0.88
K1148,S02,57.275,60.581,54.136,0.88
K1148,S02,57.748,60.581,54.136,0.88
K1148,S02,55.402,60.581,54.136,0.88
K1149,S01,88.274,90.085,86.323,1.67
K1149,S01,87.975,90.085,86.323,1.67
K1149,S01,87.876,90.085,86.323,1.67
K1149,S01,88.349,90.085,86.323,1.67
K1149,S01,87.753,90.085,86.323,1.67
K1150,S01,35.391,40.051,32.281,2.11
K1150,S01,37.104,40.051,32.281,2.11
K1150,S01,36.81,40.051,32.281,2.11
K1150,S01,36.423,40.051,32.281,2.11
K1150,S01,37.059,40.051,32.281,2.11
K1151,S02,153.432,157.119,149.569,0.72
K1151,S02,152.895,157.119,149.569,0.72
K1152,S02,103.846,109.159,100.119,1.42
K1152,S02,105.956,109.159,100.119,1.42
K1152,S02,105.131,109.159,100.119,1.42
K1152,S02,104.886,109.159,100.119,1.42
K1152,S02,104.346,109.159,100.119,1.42
K1153,S02,73.944,75.452,72.74,1.28
K1153,S02,73.911,75.452,72.74,1.28
K1153,S02,74.062,75.452,72.74,1.28
K1153,S02,73.972,75.452,72.74,1.28
K1154,S03,194.678,195.745,192.661,1.59
K1154,S03,194.168,195.745,192.661,1.59
K1155,S01,48.602,52.985,44.066,1.88
K1155,S01,49.25,52.985,44.066,1.88
K1155,S01,49.085,52.985,44.066,1.88
K1155,S01,47.854,52.985,44.066,1.88
K1155,S01,48.735,52.985,44.066,1.88
K1156,S01,104.495,105.356,103.702,1.75
K1156,S01,104.247,105.356,103.702,1.75
K1157,S02,106.727,110.604,101.008,0.96
K1157,S02,108.133,110.604,101.008,0.96
K1157,S02,106.204,110.604,101.008,0.96
K1157,S02,107.38,110.604,101.008,0.96
K1157,S02,105.453,110.604,101.008,0.96
K1158,S02,187.667,189.326,185.485,1.84
K1158,S02,187.144,189.326,185.485,1.84
K1158,S02,187.42,189.326,185.485,1.84
K1158,S02,187.468,189.326,185.485,1.84
K1159,S02,152.339,154.836,149.073,1.83
K1159,S02,151.652,154.836,149.073,1.83
K1159,S02,151.043,154.836,149.073,1.83
K1159,S02,151.863,154.836,149.073,1.83
K1159,S02,151.913,154.836,149.073,1.83
K1160,S03,36.352,39.427,31.751,1.19
K1160,S03,37.32,39.427,31.751,1.19
K1161,S03,148.558,152.997,145.507,1.95
K1161,S03,148.337,152.997,145.507,1.95
K1162,S04,25.885,29.968,23.308,1.34
K1162,S04,25.51,29.968,23.308,1.34
K1163,S01,148.197,152.245,142.937,1.42
K1163,S01,147.622,152.245,142.937,1.42
K1163,S01,148.524,152.245,142.937,1.42
K1163,S01,145.152,152.245,142.937,1.42
K1163,S01,146.121,152.245,142.937,1.42
K1164,S02,163.28,166.372,159.83,1.32
K1164,S02,161.939,166.372,159.83,1.32
K1165,S03,60.623,61.391,59.822,2.01
K1165,S03,60.54,61.391,59.822,2.01
K1166,S03,169.746,170.489,168.76,1.93
K1166,S03,169.974,170.489,168.76,1.93
K1166,S03,169.536,170.489,168.76,1.93
K1166,S03,169.566,170.489,168.76,1.93
K1167,S03,54.142,55.707,52.467,1.21
K1167,S03,54.053,55.707,52.467,1.21
K1167,S03,54.812,55.707,52.467,1.21
K1167,S03,53.814,55.707,52.467,1.21
K1167,S03,53.923,55.707,52.467,1.21
K1168,S01,139.544,140.148,138.936,0.89
K1168,S01,139.519,140.148,138.936,0.89
K1168,S01,139.346,140.148,138.936,0.89
K1169,S01,85.749,87.936,84.504,1.04
K1169,S01,86.888,87.936,84.504,1.04
K1169,S01,86.235,87.936,84.504,1.04
K1169,S01,86.43,87.936,84.504,1.04
K1170,S01,97.062,98.333,95.792,1.02
K1170,S01,96.557,98.333,95.792,1.02
K1170,S01,96.899,98.333,95.792,1.02
K1170,S01,97.401,98.333,95.792,1.02
K1170,S01,97.561,98.333,95.792,1.02
K1171,S02,115.436,116.423,114.755,1.62
K1171,S02,115.51,116.423,114.755,1.62
K1171,S02,115.627,116.423,114.755,1.62
K1171,S02,115.591,116.423,114.755,1.62
K1171,S02,115.186,116.423,114.755,1.62
K1172,S03,66.845,69.046,63.018,0.87
K1172,S03,64.466,69.046,63.018,0.87
K1172,S03,65.784,69.046,63.018,0.87
K1173,S03,36.392,37.319,34.971,1.96
K1173,S03,36.196,37.319,34.971,1.96
K1174,S03,184.225,186.755,182.523,1.82
K1174,S03,184.656,186.755,182.523,1.82
K1174,S03,184.132,186.755,182.523,1.82
K1174,S03,184.998,186.755,182.523,1.82
K1174,S03,184.487,186.755,182.523,1.82
K1175,S04,124.458,128.466,120.715,1.19
K1175,S04,123.158,128.466,120.715,1.19
K1175,S04,124.082,128.466,120.715,1.19
K1175,S04,125.386,128.466,120.715,1.19
