NCRNumber,Component,FailureMode,DetectionPoint,Disposition,PPMRate
NCR-MX-00047,MER-LIGHTING-SYSTEM-0024,ELEC-SHORT-CIRCUIT,ASY-S03,Use-As-Is,216
NCR-MX-00048,MER-CRANKSHAFT-0029,ASSY-CROSS-THREAD,ASY-S04,Rework,251
NCR-MX-00049,MER-BRAKE-SYSTEM-0012,MATERIAL-CONTAMINATION,ASY-S03,Rework,191
NCR-MX-00050,MER-CYLINDER-BLOCK-0027,PAINT-BLISTER,ASY-S01,Scrap,401
NCR-MX-00051,MER-BODY-SHELL-0003,ELEC-OPEN-CIRCUIT,ASY-S03,Rework,396
NCR-MX-00052,MER-FUEL-INJECTOR-0038,ELEC-SHORT-CIRCUIT,ASY-S03,Use-As-Is,31
NCR-MX-00053,MER-EXHAUST-PIPE-0042,PAINT-ORANGE-PEEL,ASY-S01,Rework,254
NCR-MX-00054,MER-CRANKSHAFT-0029,PAINT-BLISTER,ASY-S04,Rework,24
NCR-MX-00055,MER-HOOD-0005,WELD-UNDERCUT,ASY-S02,Scrap,144
NCR-MX-00056,MER-FRONT-SUSPENSION-0010,ASSY-MISSING-FASTENER,ASY-S03,Scrap,142
NCR-MX-00057,MER-FENDERS-0008,DIM-GAP-FLUSH,ASY-S02,Rework,484
NCR-MX-00058,MER-FRONT-SUSPENSION-0010,ELEC-OPEN-CIRCUIT,ASY-S01,Rework,286
NCR-MX-00059,MER-WHEELS-0014,PAINT-RUNS,ASY-S03,Scrap,173
NCR-MX-00060,MER-FUEL-TANK-0036,ELEC-OPEN-CIRCUIT,ASY-S02,Rework,247
NCR-MX-00061,MER-DOOR-PANELS-0019,PAINT-BLISTER,ASY-S01,Rework,317
NCR-MX-00062,MER-HEADLINER-0020,ELEC-OPEN-CIRCUIT,ASY-S04,Use-As-Is,333
NCR-MX-00063,MER-BRAKE-SYSTEM-0012,DIM-OUT-OF-TOLERANCE,ASY-S01,Use-As-Is,343
NCR-MX-00064,MER-CATALYTIC-CONVER-0040,ELEC-CONNECTOR-MISMATE,ASY-S01,Use-As-Is,95
NCR-MX-00065,MER-BODY-SHELL-0003,WELD-UNDERCUT,ASY-S04,Use-As-Is,53
NCR-MX-00066,MER-HEADLINER-0020,PAINT-BLISTER,ASY-S01,Scrap,299
NCR-MX-00067,MER-DASHBOARD-0017,SURFACE-SCRATCH,ASY-S04,Scrap,60
NCR-MX-00068,MER-GEARBOX-HOUSING-0032,SURFACE-SCRATCH,ASY-S01,Rework,368
NCR-MX-00069,MER-FUEL-PUMP-0037,ELEC-CONNECTOR-MISMATE,ASY-S02,Rework,51
NCR-MX-00070,MER-CYLINDER-BLOCK-0027,WELD-POROSITY,ASY-S03,Scrap,454
NCR-MX-00071,MER-FUEL-INJECTOR-0038,DIM-OUT-OF-TOLERANCE,ASY-S01,Rework,277
NCR-MX-00072,MER-HOOD-0005,PAINT-ORANGE-PEEL,ASY-S02,Rework,434
NCR-MX-00073,MER-WHEELS-0014,SURFACE-SCRATCH,ASY-S03,Scrap,404
NCR-MX-00074,MER-GEARBOX-HOUSING-0032,SEAL-LEAK,ASY-S01,Scrap,446
NCR-MX-00075,MER-CATALYTIC-CONVER-0040,ELEC-SHORT-CIRCUIT,ASY-S02,Use-As-Is,479
NCR-MX-00076,MER-EXHAUST-PIPE-0042,ELEC-SHORT-CIRCUIT,ASY-S02,Scrap,129
NCR-MX-00077,MER-FRONT-SUSPENSION-0010,SEAL-LEAK,ASY-S01,Rework,468
NCR-MX-00078,MER-REAR-SUSPENSION-0011,SURFACE-SCRATCH,ASY-S01,Use-As-Is,406
NCR-MX-00079,MER-CLUTCH-ASSEMBLY-0033,ASSY-CROSS-THREAD,ASY-S02,Scrap,243
NCR-MX-00080,MER-CYLINDER-BLOCK-0027,WELD-POROSITY,ASY-S04,Rework,229
NCR-MX-00081,MER-GEARBOX-HOUSING-0032,WELD-MISALIGN,ASY-S04,Rework,222
NCR-MX-00082,MER-PISTONS-0030,DIM-GAP-FLUSH,ASY-S02,Rework,194
NCR-MX-00083,MER-DASHBOARD-0017,ELEC-OPEN-CIRCUIT,ASY-S02,Rework,95
NCR-MX-00084,MER-DOORS-0004,WELD-POROSITY,ASY-S02,Scrap,205
NCR-MX-00085,MER-MUFFLER-0041,SEAL-LEAK,ASY-S02,Use-As-Is,231
NCR-MX-00086,MER-DOOR-PANELS-0019,ASSY-CROSS-THREAD,ASY-S01,Rework,339
NCR-MX-00087,MER-SEATS-0016,MATERIAL-CONTAMINATION,ASY-S01,Scrap,20
NCR-MX-00088,MER-GEARBOX-HOUSING-0032,ELEC-OPEN-CIRCUIT,ASY-S02,Scrap,474
NCR-MX-00089,MER-DOORS-0004,DIM-OUT-OF-TOLERANCE,ASY-S01,Rework,216
NCR-MX-00090,MER-PISTONS-0030,ELEC-CONNECTOR-MISMATE,ASY-S02,Scrap,312
NCR-MX-00091,MER-BODY-SHELL-0003,ELEC-OPEN-CIRCUIT,ASY-S03,Scrap,496
NCR-MX-00092,MER-EXHAUST-PIPE-0042,MATERIAL-CONTAMINATION,ASY-S01,Rework,41
NCR-MX-00093,MER-HOOD-0005,ELEC-SHORT-CIRCUIT,ASY-S04,Rework,306
NCR-MX-00094,MER-GEARBOX-HOUSING-0032,ASSY-CROSS-THREAD,ASY-S02,Scrap,83
NCR-MX-00095,MER-DOOR-PANELS-0019,DIM-GAP-FLUSH,ASY-S03,Rework,148
NCR-MX-00096,MER-FUEL-TANK-0036,WELD-UNDERCUT,ASY-S04,Scrap,315
NCR-MX-00097,MER-CYLINDER-HEAD-0028,WELD-POROSITY,ASY-S02,Rework,51
NCR-MX-00098,MER-WHEELS-0014,ELEC-OPEN-CIRCUIT,ASY-S04,Rework,422
NCR-MX-00099,MER-CLUTCH-ASSEMBLY-0033,ASSY-CROSS-THREAD,ASY-S04,Scrap,392
NCR-MX-00100,MER-WHEELS-0014,DIM-OUT-OF-TOLERANCE,ASY-S03,Scrap,49
NCR-MX-00101,MER-FENDERS-0008,ASSY-CROSS-THREAD,ASY-S02,Rework,104
NCR-MX-00102,MER-SEATS-0016,ELEC-OPEN-CIRCUIT,ASY-S03,Rework,293
NCR-MX-00103,MER-CLUTCH-ASSEMBLY-0033,ELEC-CONNECTOR-MISMATE,ASY-S03,Scrap,320
NCR-MX-00104,MER-INFOTAINMENT-UNI-0025,PAINT-RUNS,ASY-S01,Rework,325
NCR-MX-00105,MER-GEARBOX-HOUSING-0032,PAINT-ORANGE-PEEL,ASY-S03,Scrap,417
NCR-MX-00106,MER-LOW-VOLTAGE-BATT-0023,ASSY-CROSS-THREAD,ASY-S03,Scrap,209
NCR-MX-00107,MER-CYLINDER-HEAD-0028,SEAL-LEAK,ASY-S02,Rework,295
NCR-MX-00108,MER-DOOR-PANELS-0019,PAINT-RUNS,ASY-S03,Scrap,456
NCR-MX-00109,MER-GEAR-SET-0034,ASSY-WRONG-PART,ASY-S04,Rework,278
NCR-MX-00110,MER-BODY-SHELL-0003,ASSY-CROSS-THREAD,ASY-S04,Rework,161
NCR-MX-00111,MER-VEH-COMPACT-0001,MATERIAL-CONTAMINATION,ASY-S03,Scrap,82
NCR-MX-00112,MER-CYLINDER-HEAD-0028,PAINT-RUNS,ASY-S02,Scrap,184
NCR-MX-00113,MER-PISTONS-0030,PAINT-RUNS,ASY-S02,Use-As-Is,109
NCR-MX-00114,MER-HEADLINER-0020,ASSY-MISSING-FASTENER,ASY-S01,Scrap,173
NCR-MX-00115,MER-EXHAUST-PIPE-0042,ASSY-MISSING-FASTENER,ASY-S01,Rework,172
NCR-MX-00116,MER-SEATS-0016,PAINT-ORANGE-PEEL,ASY-S02,Rework,195
NCR-MX-00117,MER-CATALYTIC-CONVER-0040,ASSY-MISSING-FASTENER,ASY-S02,Rework,225
NCR-MX-00118,MER-CATALYTIC-CONVER-0040,DIM-GAP-FLUSH,ASY-S02,Use-As-Is,85
NCR-MX-00119,MER-EXHAUST-PIPE-0042,WELD-MISALIGN,ASY-S02,Use-As-Is,38
NCR-MX-00120,MER-VEH-COMPACT-0001,ASSY-MISSING-FASTENER,ASY-S02,Rework,183
NCR-MX-00121,MER-BODY-SHELL-0003,PAINT-RUNS,ASY-S04,Scrap,265
NCR-MX-00122,MER-LIGHTING-SYSTEM-0024,WELD-MISALIGN,ASY-S01,Rework,89
NCR-MX-00123,MER-FUEL-INJECTOR-0038,PAINT-ORANGE-PEEL,ASY-S02,Rework,160
NCR-MX-00124,MER-WIRING-HARNESS-0022,WELD-POROSITY,ASY-S02,Rework,353
NCR-MX-00125,MER-CYLINDER-BLOCK-0027,SURFACE-SCRATCH,ASY-S03,Use-As-Is,151
NCR-MX-00126,MER-BODY-SHELL-0003,ASSY-WRONG-PART,ASY-S01,Rework,164
NCR-MX-00127,MER-DOORS-0004,ASSY-MISSING-FASTENER,ASY-S01,Scrap,233
NCR-MX-00128,MER-HOOD-0005,ELEC-CONNECTOR-MISMATE,ASY-S03,Use-As-Is,315
NCR-MX-00129,MER-WHEELS-0014,MATERIAL-CONTAMINATION,ASY-S03,Scrap,255
NCR-MX-00130,MER-CRANKSHAFT-0029,ASSY-WRONG-PART,ASY-S03,Scrap,342
NCR-MX-00131,MER-SEATS-0016,PAINT-RUNS,ASY-S01,Rework,119
NCR-MX-00132,MER-DOORS-0004,ASSY-CROSS-THREAD,ASY-S01,Rework,73
NCR-MX-00133,MER-VEH-SUV-0001,WELD-UNDERCUT,ASY-S02,Rework,22
NCR-MX-00134,MER-CYLINDER-HEAD-0028,ELEC-CONNECTOR-MISMATE,ASY-S01,Scrap,322
NCR-MX-00135,MER-REAR-SUSPENSION-0011,ASSY-WRONG-PART,ASY-S01,Rework,188
NCR-MX-00136,MER-CATALYTIC-CONVER-0040,WELD-POROSITY,ASY-S01,Rework,499
NCR-MX-00137,MER-CATALYTIC-CONVER-0040,ASSY-MISSING-FASTENER,ASY-S01,Use-As-Is,100
NCR-MX-00138,MER-BRAKE-SYSTEM-0012,WELD-MISALIGN,ASY-S04,Rework,49
NCR-MX-00139,MER-PISTONS-0030,MATERIAL-CONTAMINATION,ASY-S02,Rework,312
NCR-MX-00140,MER-CRANKSHAFT-0029,DIM-OUT-OF-TOLERANCE,ASY-S04,Rework,80
NCR-MX-00141,MER-FRONT-SUSPENSION-0010,ASSY-WRONG-PART,ASY-S04,Scrap,371
NCR-MX-00142,MER-BRAKE-SYSTEM-0012,ELEC-SHORT-CIRCUIT,ASY-S02,Rework,361
NCR-MX-00143,MER-BUMPER-REAR-0007,WELD-POROSITY,ASY-S02,Scrap,483
NCR-MX-00144,MER-REAR-SUSPENSION-0011,SEAL-LEAK,ASY-S01,Rework,96
NCR-MX-00145,MER-BODY-SHELL-0003,ASSY-WRONG-PART,ASY-S04,Scrap,70
NCR-MX-00146,MER-VEH-SUV-0001,ELEC-SHORT-CIRCUIT,ASY-S02,Use-As-Is,244
NCR-MX-00147,MER-FUEL-PUMP-0037,WELD-POROSITY,ASY-S02,Rework,360
NCR-MX-00148,MER-DOOR-PANELS-0019,WELD-POROSITY,ASY-S03,Scrap,472
NCR-MX-00149,MER-CRANKSHAFT-0029,SURFACE-SCRATCH,ASY-S01,Scrap,427
NCR-MX-00150,MER-FUEL-TANK-0036,SURFACE-SCRATCH,ASY-S03,Rework,294
NCR-MX-00151,MER-DASHBOARD-0017,WELD-POROSITY,ASY-S03,Use-As-Is,169
NCR-MX-00152,MER-INFOTAINMENT-UNI-0025,WELD-UNDERCUT,ASY-S02,Rework,386
NCR-MX-00153,MER-CATALYTIC-CONVER-0040,PAINT-RUNS,ASY-S01,Rework,77
NCR-MX-00154,MER-VEH-SUV-0001,SURFACE-SCRATCH,ASY-S02,Scrap,165
NCR-MX-00155,MER-CRANKSHAFT-0029,PAINT-ORANGE-PEEL,ASY-S01,Scrap,224
NCR-MX-00156,MER-HEADLINER-0020,ELEC-OPEN-CIRCUIT,ASY-S04,Scrap,34
NCR-MX-00157,MER-LOW-VOLTAGE-BATT-0023,ELEC-SHORT-CIRCUIT,ASY-S02,Rework,332
NCR-MX-00158,MER-FUEL-PUMP-0037,ASSY-MISSING-FASTENER,ASY-S01,Use-As-Is,495
NCR-MX-00159,MER-BRAKE-SYSTEM-0012,ELEC-OPEN-CIRCUIT,ASY-S02,Scrap,26
NCR-MX-00160,MER-BUMPER-REAR-0007,SURFACE-SCRATCH,ASY-S02,Rework,410
NCR-MX-00161,MER-EXHAUST-PIPE-0042,ELEC-SHORT-CIRCUIT,ASY-S01,Rework,201
NCR-MX-00162,MER-INFOTAINMENT-UNI-0025,SEAL-LEAK,ASY-S01,Scrap,457
NCR-MX-00163,MER-FENDERS-0008,ELEC-CONNECTOR-MISMATE,ASY-S02,Rework,456
NCR-MX-00164,MER-CYLINDER-HEAD-0028,ELEC-SHORT-CIRCUIT,ASY-S02,Rework,284
NCR-MX-00165,MER-CLUTCH-ASSEMBLY-0033,SURFACE-SCRATCH,ASY-S01,Use-As-Is,448
NCR-MX-00166,MER-SEATS-0016,SURFACE-SCRATCH,ASY-S02,Use-As-Is,264
NCR-MX-00167,MER-EXHAUST-PIPE-0042,ASSY-WRONG-PART,ASY-S01,Rework,473
NCR-MX-00168,MER-HOOD-0005,PAINT-BLISTER,ASY-S01,Scrap,328
NCR-MX-00169,MER-CYLINDER-BLOCK-0027,ELEC-OPEN-CIRCUIT,ASY-S04,Use-As-Is,59
NCR-MX-00170,MER-DASHBOARD-0017,ELEC-OPEN-CIRCUIT,ASY-S01,Rework,83
NCR-MX-00171,MER-CRANKSHAFT-0029,DIM-GAP-FLUSH,ASY-S02,Rework,115
NCR-MX-00172,MER-WIRING-HARNESS-0022,ELEC-CONNECTOR-MISMATE,ASY-S04,Rework,412
NCR-MX-00173,MER-FENDERS-0008,WELD-MISALIGN,ASY-S01,Rework,300
NCR-MX-00174,MER-BUMPER-FRONT-0006,SEAL-LEAK,ASY-S02,Rework,108
NCR-MX-00175,MER-SEATS-0016,ELEC-SHORT-CIRCUIT,ASY-S03,Rework,118
NCR-MX-00176,MER-BUMPER-REAR-0007,WELD-MISALIGN,ASY-S04,Rework,105
NCR-MX-00177,MER-WIRING-HARNESS-0022,WELD-UNDERCUT,ASY-S03,Scrap,372
NCR-MX-00178,MER-REAR-SUSPENSION-0011,MATERIAL-CONTAMINATION,ASY-S01,Scrap,494
NCR-MX-00179,MER-CENTER-CONSOLE-0018,SEAL-LEAK,ASY-S03,Scrap,467
NCR-MX-00180,MER-SEATS-0016,ELEC-OPEN-CIRCUIT,ASY-S03,Scrap,90
NCR-MX-00181,MER-FRONT-SUSPENSION-0010,MATERIAL-CONTAMINATION,ASY-S02,Use-As-Is,439
NCR-MX-00182,MER-CYLINDER-BLOCK-0027,SURFACE-SCRATCH,ASY-S02,Use-As-Is,65
NCR-MX-00183,MER-FRONT-SUSPENSION-0010,WELD-POROSITY,ASY-S01,Scrap,105
NCR-MX-00184,MER-BODY-SHELL-0003,ELEC-CONNECTOR-MISMATE,ASY-S01,Scrap,431
NCR-MX-00185,MER-CATALYTIC-CONVER-0040,WELD-UNDERCUT,ASY-S02,Scrap,446
NCR-MX-00186,MER-HOOD-0005,ELEC-CONNECTOR-MISMATE,ASY-S04,Scrap,232
NCR-MX-00187,MER-WHEELS-0014,ELEC-SHORT-CIRCUIT,ASY-S02,Rework,50
NCR-MX-00188,MER-SEATS-0016,WELD-MISALIGN,ASY-S04,Rework,440
