Material_No,Bin_Location,Quantity,Kanban_ID,Ship_From,Ship_To
MAT-555897,D-24-5,4465,KANBAN-00055,Engine Plant DE,Assembly Plant MX
MAT-701531,A-25-5,4323,KANBAN-00056,Engine Plant DE,Assembly Plant MX
MAT-497710,E-09-1,1904,KANBAN-00057,Engine Plant DE,Assembly Plant MX
MAT-276681,C-23-1,4236,KANBAN-00058,Engine Plant DE,Assembly Plant MX
MAT-895102,G-10-5,146,KANBAN-00059,Engine Plant DE,Assembly Plant MX
MAT-862131,A-14-5,4435,KANBAN-00060,Engine Plant DE,Assembly Plant MX
MAT-785109,F-21-1,3281,KANBAN-00061,Engine Plant DE,Assembly Plant MX
MAT-698759,B-20-1,3916,KANBAN-00062,Engine Plant DE,Assembly Plant MX
MAT-965348,B-18-5,2453,KANBAN-00063,Engine Plant DE,Assembly Plant MX
MAT-136150,H-02-5,4647,KANBAN-00064,Engine Plant DE,Assembly Plant MX
MAT-895597,F-28-4,546,KANBAN-00065,Engine Plant DE,Assembly Plant MX
MAT-849883,D-27-3,3685,KANBAN-00066,Engine Plant DE,Assembly Plant MX
MAT-278592,F-21-5,3358,KANBAN-00067,Engine Plant DE,Assembly Plant MX
MAT-159780,B-10-3,3926,KANBAN-00068,Engine Plant DE,Assembly Plant MX
MAT-654489,G-22-2,764,KANBAN-00069,Engine Plant DE,Assembly Plant MX
MAT-935160,B-01-4,3798,KANBAN-00070,Engine Plant DE,Assembly Plant MX
MAT-176238,A-06-1,3894,KANBAN-00071,Engine Plant DE,Assembly Plant MX
MAT-952439,E-25-3,4773,KANBAN-00072,Engine Plant DE,Assembly Plant MX
MAT-367749,F-15-1,3779,KANBAN-00073,Engine Plant DE,Assembly Plant MX
MAT-996151,D-13-4,331,KANBAN-00074,Engine Plant DE,Assembly Plant MX
MAT-933347,B-26-3,2519,KANBAN-00075,Engine Plant DE,Assembly Plant MX
MAT-691293,B-14-4,4343,KANBAN-00076,Engine Plant DE,Assembly Plant MX
MAT-125210,F-13-2,1111,KANBAN-00077,Engine Plant DE,Assembly Plant MX
MAT-165076,G-29-5,534,KANBAN-00078,Engine Plant DE,Assembly Plant MX
MAT-947017,A-17-2,3366,KANBAN-00079,Engine Plant DE,Assembly Plant MX
MAT-705536,H-18-1,2095,KANBAN-00080,Engine Plant DE,Assembly Plant MX
MAT-860620,B-29-1,2602,KANBAN-00081,Engine Plant DE,Assembly Plant MX
MAT-117797,H-09-4,2068,KANBAN-00082,Engine Plant DE,Assembly Plant MX
MAT-679914,D-22-1,337,KANBAN-00083,Engine Plant DE,Assembly Plant MX
MAT-475637,B-26-4,196,KANBAN-00084,Engine Plant DE,Assembly Plant MX
MAT-184920,B-03-3,3308,KANBAN-00085,Engine Plant DE,Assembly Plant MX
MAT-547865,A-23-4,3702,KANBAN-00086,Engine Plant DE,Assembly Plant MX
MAT-322390,G-28-4,986,KANBAN-00087,Engine Plant DE,Assembly Plant MX
MAT-281765,G-28-4,4705,KANBAN-00088,Engine Plant DE,Assembly Plant MX
MAT-480245,B-25-3,3175,KANBAN-00089,Engine Plant DE,Assembly Plant MX
MAT-905596,A-03-5,109,KANBAN-00090,Engine Plant DE,Assembly Plant MX
MAT-756733,D-19-4,3512,KANBAN-00091,Engine Plant DE,Assembly Plant MX
MAT-198145,A-07-4,1770,KANBAN-00092,Engine Plant DE,Assembly Plant MX
MAT-184251,H-16-4,2297,KANBAN-00093,Engine Plant DE,Assembly Plant MX
MAT-255436,D-15-3,1498,KANBAN-00094,Engine Plant DE,Assembly Plant MX
MAT-571029,G-11-4,4448,KANBAN-00095,Engine Plant DE,Assembly Plant MX
MAT-607687,C-29-1,2954,KANBAN-00096,Engine Plant DE,Assembly Plant MX
MAT-342421,E-16-1,2039,KANBAN-00097,Engine Plant DE,Assembly Plant MX
MAT-553716,F-14-5,1898,KANBAN-00098,Engine Plant DE,Assembly Plant MX
MAT-373955,E-03-2,1491,KANBAN-00099,Engine Plant DE,Assembly Plant MX
MAT-986604,G-16-5,4723,KANBAN-00100,Engine Plant DE,Assembly Plant MX
MAT-763826,B-22-4,1112,KANBAN-00101,Engine Plant DE,Assembly Plant MX
MAT-978932,G-02-3,4375,KANBAN-00102,Engine Plant DE,Assembly Plant MX
MAT-453402,A-20-2,4895,KANBAN-00103,Engine Plant DE,Assembly Plant MX
MAT-730667,B-15-2,4185,KANBAN-00104,Engine Plant DE,Assembly Plant MX
MAT-973416,D-17-1,3158,KANBAN-00105,Engine Plant DE,Assembly Plant MX
MAT-331808,F-06-2,1443,KANBAN-00106,Engine Plant DE,Assembly Plant MX
MAT-775043,H-28-3,4838,KANBAN-00107,Engine Plant DE,Assembly Plant MX
MAT-855109,H-21-5,117,KANBAN-00108,Engine Plant DE,Assembly Plant MX
MAT-604466,H-19-1,517,KANBAN-00109,Engine Plant DE,Assembly Plant MX
MAT-492746,F-22-3,263,KANBAN-00110,Engine Plant DE,Assembly Plant MX
MAT-661088,D-26-3,3994,KANBAN-00111,Engine Plant DE,Assembly Plant MX
MAT-577701,H-15-4,1945,KANBAN-00112,Engine Plant DE,Assembly Plant MX
MAT-412763,C-29-5,3280,KANBAN-00113,Engine Plant DE,Assembly Plant MX
MAT-595559,B-11-3,2519,KANBAN-00114,Engine Plant DE,Assembly Plant MX
MAT-446318,A-04-4,56,KANBAN-00115,Engine Plant DE,Assembly Plant MX
MAT-153242,C-04-2,3683,KANBAN-00116,Engine Plant DE,Assembly Plant MX
MAT-629630,G-07-4,3203,KANBAN-00117,Engine Plant DE,Assembly Plant MX
MAT-317539,F-05-2,1750,KANBAN-00118,Engine Plant DE,Assembly Plant MX
MAT-954608,H-08-4,4243,KANBAN-00119,Engine Plant DE,Assembly Plant MX
MAT-985720,B-17-3,433,KANBAN-00120,Engine Plant DE,Assembly Plant MX
MAT-655627,F-07-4,257,KANBAN-00121,Engine Plant DE,Assembly Plant MX
MAT-195137,G-16-2,392,KANBAN-00122,Engine Plant DE,Assembly Plant MX
MAT-823697,G-11-1,627,KANBAN-00123,Engine Plant DE,Assembly Plant MX
MAT-424901,B-07-5,677,KANBAN-00124,Engine Plant DE,Assembly Plant MX
MAT-561146,G-20-4,4913,KANBAN-00125,Engine Plant DE,Assembly Plant MX
MAT-918684,F-04-3,4537,KANBAN-00126,Engine Plant DE,Assembly Plant MX
MAT-497631,A-12-4,2763,KANBAN-00127,Engine Plant DE,Assembly Plant MX
MAT-815032,D-15-4,1729,KANBAN-00128,Engine Plant DE,Assembly Plant MX
MAT-117737,H-04-4,3897,KANBAN-00129,Engine Plant DE,Assembly Plant MX
MAT-300599,A-18-3,4294,KANBAN-00130,Engine Plant DE,Assembly Plant MX
MAT-873585,A-20-5,296,KANBAN-00131,Engine Plant DE,Assembly Plant MX
MAT-242184,F-11-3,4238,KANBAN-00132,Engine Plant DE,Assembly Plant MX
MAT-785365,C-16-3,4105,KANBAN-00133,Engine Plant DE,Assembly Plant MX
MAT-198602,F-19-2,780,KANBAN-00134,Engine Plant DE,Assembly Plant MX
MAT-206187,H-24-4,905,KANBAN-00135,Engine Plant DE,Assembly Plant MX
MAT-634132,C-05-4,3154,KANBAN-00136,Engine Plant DE,Assembly Plant MX
MAT-736549,E-22-4,392,KANBAN-00137,Engine Plant DE,Assembly Plant MX
MAT-999685,F-17-4,951,KANBAN-00138,Engine Plant DE,Assembly Plant MX
MAT-303403,E-06-3,4574,KANBAN-00139,Engine Plant DE,Assembly Plant MX
MAT-955967,B-24-5,411,KANBAN-00140,Engine Plant DE,Assembly Plant MX
MAT-918237,B-14-1,3568,KANBAN-00141,Engine Plant DE,Assembly Plant MX
MAT-170198,D-08-3,3495,KANBAN-00142,Engine Plant DE,Assembly Plant MX
MAT-442192,H-03-4,3060,KANBAN-00143,Engine Plant DE,Assembly Plant MX
MAT-792429,G-07-5,4172,KANBAN-00144,Engine Plant DE,Assembly Plant MX
MAT-643444,H-21-5,3470,KANBAN-00145,Engine Plant DE,Assembly Plant MX
MAT-550364,B-13-5,2810,KANBAN-00146,Engine Plant DE,Assembly Plant MX
MAT-738017,D-12-2,424,KANBAN-00147,Engine Plant DE,Assembly Plant MX
MAT-195239,D-22-2,574,KANBAN-00148,Engine Plant DE,Assembly Plant MX
MAT-950441,A-01-1,770,KANBAN-00149,Engine Plant DE,Assembly Plant MX
MAT-720816,E-29-5,3828,KANBAN-00150,Engine Plant DE,Assembly Plant MX
MAT-657397,D-01-2,4679,KANBAN-00151,Engine Plant DE,Assembly Plant MX
MAT-572878,H-14-3,3314,KANBAN-00152,Engine Plant DE,Assembly Plant MX
MAT-725747,B-14-4,4405,KANBAN-00153,Engine Plant DE,Assembly Plant MX
MAT-457033,F-01-4,2727,KANBAN-00154,Engine Plant DE,Assembly Plant MX
MAT-482619,A-10-1,3812,KANBAN-00155,Engine Plant DE,Assembly Plant MX
MAT-443377,E-26-1,2122,KANBAN-00156,Engine Plant DE,Assembly Plant MX
MAT-884398,F-09-3,4744,KANBAN-00157,Engine Plant DE,Assembly Plant MX
MAT-577668,G-14-4,3669,KANBAN-00158,Engine Plant DE,Assembly Plant MX
MAT-367157,F-25-1,4696,KANBAN-00159,Engine Plant DE,Assembly Plant MX
MAT-382623,F-25-3,555,KANBAN-00160,Engine Plant DE,Assembly Plant MX
MAT-793364,G-04-2,4594,KANBAN-00161,Engine Plant DE,Assembly Plant MX
MAT-725316,G-25-2,3853,KANBAN-00162,Engine Plant DE,Assembly Plant MX
MAT-559786,D-07-1,4114,KANBAN-00001,Engine Plant US,Assembly Plant MX
MAT-971765,F-20-4,4892,KANBAN-00002,Engine Plant US,Assembly Plant MX
MAT-614774,F-20-5,630,KANBAN-00003,Engine Plant US,Assembly Plant MX
MAT-369688,A-21-1,4527,KANBAN-00004,Engine Plant US,Assembly Plant MX
MAT-464311,B-15-2,3669,KANBAN-00005,Engine Plant US,Assembly Plant MX
MAT-217823,H-18-5,3048,KANBAN-00006,Engine Plant US,Assembly Plant MX
MAT-163360,H-15-3,4272,KANBAN-00007,Engine Plant US,Assembly Plant MX
MAT-847954,G-10-5,4240,KANBAN-00008,Engine Plant US,Assembly Plant MX
MAT-508471,G-27-1,2091,KANBAN-00009,Engine Plant US,Assembly Plant MX
MAT-123729,C-03-4,973,KANBAN-00010,Engine Plant US,Assembly Plant MX
MAT-334041,H-29-5,3885,KANBAN-00011,Engine Plant US,Assembly Plant MX
MAT-417912,H-12-1,2179,KANBAN-00012,Engine Plant US,Assembly Plant MX
MAT-393538,A-23-2,2772,KANBAN-00013,Engine Plant US,Assembly Plant MX
MAT-513910,G-28-1,3907,KANBAN-00014,Engine Plant US,Assembly Plant MX
MAT-330410,C-24-1,1363,KANBAN-00015,Engine Plant US,Assembly Plant MX
MAT-114870,A-21-5,2647,KANBAN-00016,Engine Plant US,Assembly Plant MX
MAT-511487,H-25-4,1093,KANBAN-00017,Engine Plant US,Assembly Plant MX
MAT-652372,C-13-2,2407,KANBAN-00018,Engine Plant US,Assembly Plant MX
MAT-921958,F-12-4,3602,KANBAN-00019,Engine Plant US,Assembly Plant MX
MAT-930089,G-25-3,4382,KANBAN-00020,Engine Plant US,Assembly Plant MX
MAT-186850,A-07-1,2366,KANBAN-00021,Engine Plant US,Assembly Plant MX
MAT-574517,D-27-3,1574,KANBAN-00022,Engine Plant US,Assembly Plant MX
MAT-671175,C-19-1,3327,KANBAN-00023,Engine Plant US,Assembly Plant MX
MAT-553955,B-12-1,2192,KANBAN-00024,Engine Plant US,Assembly Plant MX
MAT-311109,B-11-1,3130,KANBAN-00025,Engine Plant US,Assembly Plant MX
MAT-623573,E-09-3,1755,KANBAN-00026,Engine Plant US,Assembly Plant MX
MAT-223358,B-24-5,1076,KANBAN-00027,Engine Plant US,Assembly Plant MX
MAT-743834,H-05-2,4056,KANBAN-00028,Engine Plant US,Assembly Plant MX
MAT-595484,C-23-4,2914,KANBAN-00029,Engine Plant US,Assembly Plant MX
MAT-424098,A-20-5,3638,KANBAN-00030,Engine Plant US,Assembly Plant MX
MAT-698341,D-16-1,3996,KANBAN-00031,Engine Plant US,Assembly Plant MX
MAT-524303,B-24-4,1807,KANBAN-00032,Engine Plant US,Assembly Plant MX
MAT-957512,B-24-1,3192,KANBAN-00033,Engine Plant US,Assembly Plant MX
MAT-343804,G-28-5,402,KANBAN-00034,Engine Plant US,Assembly Plant MX
MAT-731741,E-27-2,3845,KANBAN-00035,Engine Plant US,Assembly Plant MX
MAT-196074,A-08-5,2318,KANBAN-00036,Engine Plant US,Assembly Plant MX
MAT-751759,E-14-3,2544,KANBAN-00037,Engine Plant US,Assembly Plant MX
MAT-933959,G-09-5,3940,KANBAN-00038,Engine Plant US,Assembly Plant MX
MAT-888274,E-07-3,4133,KANBAN-00039,Engine Plant US,Assembly Plant MX
MAT-840130,C-28-4,2923,KANBAN-00040,Engine Plant US,Assembly Plant MX
MAT-577744,E-14-5,2642,KANBAN-00041,Engine Plant US,Assembly Plant MX
MAT-784091,E-10-5,4242,KANBAN-00042,Engine Plant US,Assembly Plant MX
MAT-953929,F-09-3,4685,KANBAN-00043,Engine Plant US,Assembly Plant MX
MAT-391511,C-03-1,4746,KANBAN-00044,Engine Plant US,Assembly Plant MX
MAT-188052,G-17-5,89,KANBAN-00045,Engine Plant US,Assembly Plant MX
MAT-958773,D-03-3,607,KANBAN-00046,Engine Plant US,Assembly Plant MX
MAT-213182,F-16-2,1842,KANBAN-00047,Engine Plant US,Assembly Plant MX
MAT-208576,D-13-4,1075,KANBAN-00048,Engine Plant US,Assembly Plant MX
MAT-106246,E-06-1,664,KANBAN-00049,Engine Plant US,Assembly Plant MX
MAT-860002,E-25-2,3399,KANBAN-00050,Engine Plant US,Assembly Plant MX
MAT-252927,F-06-3,1982,KANBAN-00051,Engine Plant US,Assembly Plant MX
MAT-934094,C-23-1,3799,KANBAN-00052,Engine Plant US,Assembly Plant MX
MAT-587238,D-29-3,2375,KANBAN-00053,Engine Plant US,Assembly Plant MX
MAT-322174,F-02-2,433,KANBAN-00054,Engine Plant US,Assembly Plant MX
MAT-743030,E-08-3,1875,KANBAN-00055,Engine Plant US,Assembly Plant MX
MAT-166280,C-12-2,4198,KANBAN-00056,Engine Plant US,Assembly Plant MX
MAT-154527,F-28-5,339,KANBAN-00057,Engine Plant US,Assembly Plant MX
MAT-900406,E-11-2,4324,KANBAN-00058,Engine Plant US,Assembly Plant MX
MAT-346055,C-13-4,4237,KANBAN-00059,Engine Plant US,Assembly Plant MX
MAT-553552,F-16-2,2202,KANBAN-00060,Engine Plant US,Assembly Plant MX
MAT-132713,C-03-5,597,KANBAN-00061,Engine Plant US,Assembly Plant MX
MAT-644936,E-18-5,2177,KANBAN-00062,Engine Plant US,Assembly Plant MX
MAT-866447,D-20-1,2561,KANBAN-00063,Engine Plant US,Assembly Plant MX
MAT-211760,B-15-3,3451,KANBAN-00064,Engine Plant US,Assembly Plant MX
MAT-254594,D-07-1,1041,KANBAN-00065,Engine Plant US,Assembly Plant MX
MAT-356789,H-16-2,2551,KANBAN-00066,Engine Plant US,Assembly Plant MX
MAT-323312,D-23-4,2350,KANBAN-00067,Engine Plant US,Assembly Plant MX
MAT-203024,H-08-2,4172,KANBAN-00068,Engine Plant US,Assembly Plant MX
MAT-338515,F-14-1,1519,KANBAN-00069,Engine Plant US,Assembly Plant MX
MAT-190163,F-24-4,445,KANBAN-00070,Engine Plant US,Assembly Plant MX
MAT-759374,B-23-1,2937,KANBAN-00071,Engine Plant US,Assembly Plant MX
MAT-730377,B-29-1,4191,KANBAN-00072,Engine Plant US,Assembly Plant MX
MAT-240958,E-23-2,92,KANBAN-00073,Engine Plant US,Assembly Plant MX
MAT-203760,F-02-2,162,KANBAN-00074,Engine Plant US,Assembly Plant MX
MAT-293670,B-06-4,2040,KANBAN-00075,Engine Plant US,Assembly Plant MX
MAT-837941,H-24-3,2410,KANBAN-00076,Engine Plant US,Assembly Plant MX
MAT-254146,A-12-4,4628,KANBAN-00077,Engine Plant US,Assembly Plant MX
MAT-354750,C-09-5,424,KANBAN-00078,Engine Plant US,Assembly Plant MX
MAT-813621,G-27-5,115,KANBAN-00079,Engine Plant US,Assembly Plant MX
MAT-212835,E-07-4,1707,KANBAN-00080,Engine Plant US,Assembly Plant MX
MAT-244248,E-27-1,3550,KANBAN-00081,Engine Plant US,Assembly Plant MX
MAT-169846,H-07-3,1393,KANBAN-00082,Engine Plant US,Assembly Plant MX
MAT-440695,C-21-1,3673,KANBAN-00083,Engine Plant US,Assembly Plant MX
MAT-278270,B-22-2,4798,KANBAN-00084,Engine Plant US,Assembly Plant MX
MAT-812430,F-05-1,1589,KANBAN-00085,Engine Plant US,Assembly Plant MX
MAT-780291,E-12-2,3025,KANBAN-00086,Engine Plant US,Assembly Plant MX
MAT-473393,B-03-5,3527,KANBAN-00087,Engine Plant US,Assembly Plant MX
MAT-516048,G-26-5,1117,KANBAN-00088,Engine Plant US,Assembly Plant MX
MAT-703171,D-25-5,3116,KANBAN-00089,Engine Plant US,Assembly Plant MX
MAT-541686,A-20-5,255,KANBAN-00090,Engine Plant US,Assembly Plant MX
MAT-461853,C-28-1,1481,KANBAN-00091,Engine Plant US,Assembly Plant MX
MAT-823818,H-09-4,2307,KANBAN-00092,Engine Plant US,Assembly Plant MX
MAT-952550,F-29-1,4670,KANBAN-00093,Engine Plant US,Assembly Plant MX
MAT-901429,C-01-1,2278,KANBAN-00094,Engine Plant US,Assembly Plant MX
MAT-547547,H-07-1,1758,KANBAN-00095,Engine Plant US,Assembly Plant MX
MAT-956497,G-10-4,1697,KANBAN-00096,Engine Plant US,Assembly Plant MX
MAT-977022,C-23-3,4728,KANBAN-00097,Engine Plant US,Assembly Plant MX
MAT-221562,B-25-2,4449,KANBAN-00098,Engine Plant US,Assembly Plant MX
MAT-704615,D-01-2,3432,KANBAN-00099,Engine Plant US,Assembly Plant MX
MAT-934685,F-15-1,3976,KANBAN-00100,Engine Plant US,Assembly Plant MX
MAT-956357,C-20-5,342,KANBAN-00101,Engine Plant US,Assembly Plant MX
MAT-163610,C-21-5,2091,KANBAN-00102,Engine Plant US,Assembly Plant MX
MAT-259643,H-04-2,3457,KANBAN-00103,Engine Plant US,Assembly Plant MX
MAT-238565,G-02-4,3487,KANBAN-00104,Engine Plant US,Assembly Plant MX
MAT-333194,B-15-4,876,KANBAN-00105,Engine Plant US,Assembly Plant MX
MAT-698138,B-03-1,2579,KANBAN-00106,Engine Plant US,Assembly Plant MX
MAT-672021,B-15-5,4674,KANBAN-00107,Engine Plant US,Assembly Plant MX
MAT-937568,F-16-3,3356,KANBAN-00108,Engine Plant US,Assembly Plant MX
MAT-344378,D-20-2,4235,KANBAN-00109,Engine Plant US,Assembly Plant MX
MAT-958613,G-04-5,2540,KANBAN-00110,Engine Plant US,Assembly Plant MX
MAT-103605,B-06-4,655,KANBAN-00111,Engine Plant US,Assembly Plant MX
MAT-159234,G-26-1,4788,KANBAN-00112,Engine Plant US,Assembly Plant MX
MAT-421295,G-14-4,527,KANBAN-00113,Engine Plant US,Assembly Plant MX
MAT-205132,E-02-3,3967,KANBAN-00114,Engine Plant US,Assembly Plant MX
MAT-593413,C-19-3,1332,KANBAN-00115,Engine Plant US,Assembly Plant MX
MAT-829401,G-24-2,1063,KANBAN-00116,Engine Plant US,Assembly Plant MX
MAT-859886,C-21-5,116,KANBAN-00117,Engine Plant US,Assembly Plant MX
MAT-315823,E-10-5,1265,KANBAN-00118,Engine Plant US,Assembly Plant MX
MAT-161952,H-22-3,2394,KANBAN-00119,Engine Plant US,Assembly Plant MX
MAT-147520,F-10-5,4740,KANBAN-00120,Engine Plant US,Assembly Plant MX
MAT-287834,D-27-4,1021,KANBAN-00121,Engine Plant US,Assembly Plant MX
MAT-162876,B-06-3,3726,KANBAN-00122,Engine Plant US,Assembly Plant MX
MAT-686965,C-20-1,3056,KANBAN-00123,Engine Plant US,Assembly Plant MX
MAT-901077,E-24-2,760,KANBAN-00124,Engine Plant US,Assembly Plant MX
MAT-886477,E-13-2,4369,KANBAN-00125,Engine Plant US,Assembly Plant MX
MAT-600419,H-26-2,326,KANBAN-00126,Engine Plant US,Assembly Plant MX
MAT-145589,A-21-2,2564,KANBAN-00127,Engine Plant US,Assembly Plant MX
MAT-578501,G-28-5,1746,KANBAN-00128,Engine Plant US,Assembly Plant MX
MAT-242456,D-01-4,2595,KANBAN-00129,Engine Plant US,Assembly Plant MX
MAT-864670,E-10-1,3696,KANBAN-00130,Engine Plant US,Assembly Plant MX
MAT-712024,C-03-1,4306,KANBAN-00131,Engine Plant US,Assembly Plant MX
MAT-388035,C-21-2,1799,KANBAN-00132,Engine Plant US,Assembly Plant MX
MAT-809877,G-16-3,1038,KANBAN-00133,Engine Plant US,Assembly Plant MX
MAT-537806,C-06-2,4120,KANBAN-00134,Engine Plant US,Assembly Plant MX
MAT-352886,H-19-1,2561,KANBAN-00135,Engine Plant US,Assembly Plant MX
MAT-951717,A-07-2,1724,KANBAN-00136,Engine Plant US,Assembly Plant MX
MAT-196421,D-29-3,3811,KANBAN-00137,Engine Plant US,Assembly Plant MX
MAT-523024,D-09-5,4520,KANBAN-00138,Engine Plant US,Assembly Plant MX
MAT-925800,E-12-2,4395,KANBAN-00139,Engine Plant US,Assembly Plant MX
MAT-361135,D-01-5,1794,KANBAN-00140,Engine Plant US,Assembly Plant MX
MAT-731322,F-03-5,1750,KANBAN-00141,Engine Plant US,Assembly Plant MX
MAT-317813,G-24-4,2188,KANBAN-00142,Engine Plant US,Assembly Plant MX
MAT-642563,F-01-1,458,KANBAN-00143,Engine Plant US,Assembly Plant MX
MAT-455690,G-01-1,207,KANBAN-00001,Paint Shop DE,Assembly Plant MX
MAT-220207,G-27-2,3205,KANBAN-00002,Paint Shop DE,Assembly Plant MX
MAT-927020,B-17-5,3431,KANBAN-00003,Paint Shop DE,Assembly Plant MX
MAT-898134,E-03-5,4060,KANBAN-00004,Paint Shop DE,Assembly Plant MX
MAT-578213,B-27-3,2447,KANBAN-00005,Paint Shop DE,Assembly Plant MX
MAT-644146,A-22-1,2340,KANBAN-00006,Paint Shop DE,Assembly Plant MX
MAT-371564,B-27-2,1741,KANBAN-00007,Paint Shop DE,Assembly Plant MX
MAT-444555,E-05-1,988,KANBAN-00008,Paint Shop DE,Assembly Plant MX
MAT-787689,H-07-3,3567,KANBAN-00009,Paint Shop DE,Assembly Plant MX
MAT-651517,E-22-3,3642,KANBAN-00010,Paint Shop DE,Assembly Plant MX
MAT-973234,C-09-1,2637,KANBAN-00011,Paint Shop DE,Assembly Plant MX
MAT-967939,C-14-3,1043,KANBAN-00012,Paint Shop DE,Assembly Plant MX
MAT-740201,C-07-4,521,KANBAN-00013,Paint Shop DE,Assembly Plant MX
MAT-546456,D-28-1,1272,KANBAN-00014,Paint Shop DE,Assembly Plant MX
MAT-480098,H-05-5,70,KANBAN-00015,Paint Shop DE,Assembly Plant MX
MAT-923123,D-09-5,2442,KANBAN-00016,Paint Shop DE,Assembly Plant MX
