QualityRecordID,Part_No,Defect_Type,Station_Ref,DispositionCode,PPM,EightD_Stage
NCR-PL-00063,MER-DOOR-PANELS-0019,DIM-GAP-FLUSH,SEAT-S01,Use-As-Is,26,Closed
NCR-PL-00064,MER-CLUTCH-ASSEMBLY-0033,ELEC-SHORT-CIRCUIT,SEAT-S02,Rework,431,Closed
NCR-PL-00065,MER-ONBOARD-CHARGER-0037,ASSY-CROSS-THREAD,SEAT-S03,Scrap,104,Open-D5
NCR-PL-00066,MER-EXHAUST-PIPE-0042,ASSY-WRONG-PART,SEAT-S02,Scrap,320,Closed
NCR-PL-00067,MER-FUEL-PUMP-0037,ELEC-CONNECTOR-MISMATE,SEAT-S03,Scrap,191,Closed
NCR-PL-00068,MER-FUEL-TANK-0036,ASSY-WRONG-PART,SEAT-S01,Rework,274,Open-D6
NCR-PL-00069,MER-BUMPER-REAR-0007,PAINT-BLISTER,SEAT-S04,Rework,73,Open-D5
NCR-PL-00070,MER-BODY-SHELL-0003,WELD-UNDERCUT,SEAT-S01,Scrap,443,Closed
NCR-PL-00071,MER-REAR-SUSPENSION-0011,WELD-POROSITY,SEAT-S02,Use-As-Is,29,Closed
NCR-PL-00072,MER-STEERING-SYSTEM-0013,ELEC-CONNECTOR-MISMATE,SEAT-S03,Rework,190,Closed
NCR-PL-00073,MER-CRANKSHAFT-0029,DIM-OUT-OF-TOLERANCE,SEAT-S02,Use-As-Is,77,Closed
NCR-PL-00074,MER-HEADLINER-0020,ELEC-SHORT-CIRCUIT,SEAT-S02,Rework,158,Closed
NCR-PL-00075,MER-STEERING-SYSTEM-0013,ELEC-CONNECTOR-MISMATE,SEAT-S01,Rework,302,Open-D1
NCR-PL-00076,MER-CYLINDER-BLOCK-0027,DIM-OUT-OF-TOLERANCE,SEAT-S02,Rework,287,Open-D8
NCR-PL-00077,MER-SEATS-0016,ELEC-OPEN-CIRCUIT,SEAT-S03,Rework,276,Closed
NCR-PL-00078,MER-STEERING-SYSTEM-0013,ELEC-OPEN-CIRCUIT,SEAT-S01,Rework,219,Closed
NCR-PL-00079,MER-FENDERS-0008,SURFACE-SCRATCH,SEAT-S01,Rework,325,Open-D2
NCR-PL-00080,MER-DASHBOARD-0017,DIM-OUT-OF-TOLERANCE,SEAT-S02,Use-As-Is,121,Open-D5
NCR-PL-00081,MER-SEATS-0016,WELD-UNDERCUT,SEAT-S03,Scrap,371,Closed
NCR-PL-00082,MER-SEATS-0016,ASSY-MISSING-FASTENER,SEAT-S03,Rework,358,Open-D3
NCR-PL-00083,MER-BUMPER-REAR-0007,ELEC-SHORT-CIRCUIT,SEAT-S02,Rework,194,Open-D4
NCR-PL-00084,MER-GEAR-SET-0034,PAINT-BLISTER,SEAT-S01,Scrap,76,Closed
NCR-PL-00085,MER-BRAKE-SYSTEM-0012,PAINT-RUNS,SEAT-S02,Rework,497,Open-D7
NCR-PL-00086,MER-CYLINDER-BLOCK-0027,WELD-POROSITY,SEAT-S02,Use-As-Is,237,Closed
NCR-PL-00087,MER-CENTER-CONSOLE-0018,PAINT-BLISTER,SEAT-S02,Scrap,343,Closed
NCR-PL-00088,MER-WIRING-HARNESS-0022,WELD-UNDERCUT,SEAT-S02,Rework,364,Open-D7
NCR-PL-00089,MER-CRANKSHAFT-0029,ASSY-CROSS-THREAD,SEAT-S01,Scrap,258,Closed
NCR-PL-00090,MER-INVERTER-0035,SEAL-LEAK,SEAT-S02,Rework,171,Closed
NCR-PL-00091,MER-BRAKE-SYSTEM-0012,WELD-POROSITY,SEAT-S01,Use-As-Is,301,Closed
NCR-PL-00092,MER-ROTOR-0032,ELEC-OPEN-CIRCUIT,SEAT-S03,Rework,222,Closed
NCR-PL-00093,MER-VEH-SUV-0001,SEAL-LEAK,SEAT-S01,Rework,492,Open-D1
NCR-PL-00094,MER-HOOD-0005,DIM-GAP-FLUSH,SEAT-S02,Rework,180,Open-D2
NCR-PL-00095,MER-FUEL-INJECTOR-0038,PAINT-BLISTER,SEAT-S03,Rework,94,Closed
NCR-PL-00096,MER-CENTER-CONSOLE-0018,DIM-GAP-FLUSH,SEAT-S01,Use-As-Is,133,Closed
NCR-PL-00097,MER-INVERTER-0035,MATERIAL-CONTAMINATION,SEAT-S01,Rework,322,Open-D7
NCR-PL-00098,MER-SEATS-0016,ELEC-CONNECTOR-MISMATE,SEAT-S04,Rework,437,Closed
NCR-PL-00099,MER-CRANKSHAFT-0029,DIM-GAP-FLUSH,SEAT-S02,Rework,195,Open-D4
NCR-PL-00100,MER-BATTERY-MANAGEME-0028,ASSY-CROSS-THREAD,SEAT-S01,Rework,333,Closed
NCR-PL-00101,MER-LIGHTING-SYSTEM-0024,WELD-POROSITY,SEAT-S02,Scrap,460,Open-D3
NCR-PL-00102,MER-REAR-SUSPENSION-0011,PAINT-RUNS,SEAT-S03,Use-As-Is,237,Closed
NCR-PL-00103,MER-CATALYTIC-CONVER-0040,MATERIAL-CONTAMINATION,SEAT-S02,Rework,349,Closed
NCR-PL-00104,MER-CYLINDER-BLOCK-0027,ASSY-WRONG-PART,SEAT-S04,Rework,101,Closed
NCR-PL-00105,MER-CYLINDER-BLOCK-0027,PAINT-RUNS,SEAT-S03,Scrap,483,Closed
NCR-PL-00106,MER-LOW-VOLTAGE-BATT-0023,DIM-OUT-OF-TOLERANCE,SEAT-S02,Rework,92,Open-D2
NCR-PL-00107,MER-HOOD-0005,DIM-GAP-FLUSH,SEAT-S02,Rework,436,Closed
NCR-PL-00108,MER-CLUTCH-ASSEMBLY-0033,SEAL-LEAK,SEAT-S04,Rework,398,Closed
NCR-PL-00109,MER-BODY-SHELL-0003,ASSY-MISSING-FASTENER,SEAT-S04,Scrap,143,Open-D1
NCR-PL-00110,MER-DASHBOARD-0017,PAINT-BLISTER,SEAT-S01,Use-As-Is,172,Closed
NCR-PL-00111,MER-EXHAUST-PIPE-0042,PAINT-RUNS,SEAT-S02,Scrap,204,Open-D2
NCR-PL-00112,MER-VEH-SUV-0001,WELD-POROSITY,SEAT-S02,Rework,26,Open-D6
NCR-PL-00113,MER-FRONT-SUSPENSION-0010,ASSY-MISSING-FASTENER,SEAT-S02,Scrap,196,Closed
NCR-PL-00114,MER-BRAKE-SYSTEM-0012,PAINT-RUNS,SEAT-S01,Rework,249,Closed
NCR-PL-00115,MER-SEATS-0016,PAINT-ORANGE-PEEL,SEAT-S03,Use-As-Is,140,Open-D1
NCR-PL-00116,MER-EXHAUST-PIPE-0042,PAINT-RUNS,SEAT-S01,Rework,420,Closed
NCR-PL-00117,MER-DOORS-0004,ELEC-OPEN-CIRCUIT,SEAT-S04,Scrap,97,Closed
NCR-PL-00118,MER-INFOTAINMENT-UNI-0025,ASSY-WRONG-PART,SEAT-S01,Use-As-Is,338,Closed
NCR-PL-00119,MER-DOOR-PANELS-0019,MATERIAL-CONTAMINATION,SEAT-S03,Rework,180,Closed
NCR-PL-00120,MER-BUMPER-FRONT-0006,ELEC-OPEN-CIRCUIT,SEAT-S03,Rework,422,Open-D4
NCR-PL-00121,MER-DASHBOARD-0017,PAINT-ORANGE-PEEL,SEAT-S01,Rework,82,Closed
NCR-PL-00122,MER-HOOD-0005,ASSY-CROSS-THREAD,SEAT-S01,Scrap,161,Closed
NCR-PL-00123,MER-BODY-SHELL-0003,PAINT-BLISTER,SEAT-S02,Rework,449,Open-D4
NCR-PL-00124,MER-WIRING-HARNESS-0022,SURFACE-SCRATCH,SEAT-S01,Rework,462,Closed
NCR-PL-00125,MER-LOW-VOLTAGE-BATT-0023,ELEC-SHORT-CIRCUIT,SEAT-S01,Rework,488,Closed
NCR-PL-00126,MER-WHEELS-0014,SURFACE-SCRATCH,SEAT-S02,Scrap,347,Closed
NCR-PL-00127,MER-CYLINDER-BLOCK-0027,ELEC-SHORT-CIRCUIT,SEAT-S01,Rework,496,Closed
NCR-PL-00128,MER-CHARGE-PORT-0039,DIM-OUT-OF-TOLERANCE,SEAT-S02,Scrap,78,Closed
NCR-PL-00129,MER-REAR-SUSPENSION-0011,ELEC-CONNECTOR-MISMATE,SEAT-S02,Rework,89,Closed
NCR-PL-00130,MER-WHEELS-0014,WELD-UNDERCUT,SEAT-S03,Rework,128,Closed
NCR-PL-00131,MER-CENTER-CONSOLE-0018,ELEC-SHORT-CIRCUIT,SEAT-S03,Scrap,394,Open-D4
NCR-PL-00132,MER-DASHBOARD-0017,MATERIAL-CONTAMINATION,SEAT-S04,Rework,376,Open-D3
NCR-PL-00133,MER-WIRING-HARNESS-0022,WELD-UNDERCUT,SEAT-S02,Use-As-Is,271,Closed
NCR-PL-00134,MER-PISTONS-0030,MATERIAL-CONTAMINATION,SEAT-S02,Rework,467,Closed
NCR-PL-00135,MER-CHARGING-CABLE-0040,PAINT-RUNS,SEAT-S01,Rework,290,Closed
NCR-PL-00136,MER-FRONT-SUSPENSION-0010,ELEC-SHORT-CIRCUIT,SEAT-S02,Rework,453,Open-D7
NCR-PL-00137,MER-STEERING-SYSTEM-0013,SURFACE-SCRATCH,SEAT-S02,Use-As-Is,495,Closed
NCR-PL-00138,MER-CENTER-CONSOLE-0018,MATERIAL-CONTAMINATION,SEAT-S02,Use-As-Is,29,Open-D1
NCR-PL-00139,MER-FRONT-SUSPENSION-0010,PAINT-RUNS,SEAT-S02,Rework,91,Closed
NCR-PL-00140,MER-CLUTCH-ASSEMBLY-0033,SEAL-LEAK,SEAT-S03,Scrap,104,Closed
NCR-PL-00141,MER-REAR-SUSPENSION-0011,SURFACE-SCRATCH,SEAT-S03,Rework,234,Closed
NCR-PL-00142,MER-CHARGING-CABLE-0040,PAINT-RUNS,SEAT-S02,Scrap,397,Closed
NCR-PL-00143,MER-FRONT-SUSPENSION-0010,ELEC-CONNECTOR-MISMATE,SEAT-S01,Scrap,207,Open-D2
NCR-PL-00144,MER-DOORS-0004,SURFACE-SCRATCH,SEAT-S01,Scrap,224,Closed
NCR-PL-00145,MER-VEH-COMPACT-0001,PAINT-RUNS,SEAT-S03,Scrap,345,Open-D5
NCR-PL-00146,MER-WIRING-HARNESS-0022,ASSY-CROSS-THREAD,SEAT-S03,Scrap,167,Open-D7
NCR-PL-00147,MER-ROTOR-0032,PAINT-ORANGE-PEEL,SEAT-S01,Rework,277,Closed
NCR-PL-00148,MER-MOTOR-HOUSING-0033,ASSY-WRONG-PART,SEAT-S01,Rework,209,Open-D5
NCR-PL-00149,MER-MUFFLER-0041,ASSY-CROSS-THREAD,SEAT-S02,Rework,425,Closed
NCR-PL-00150,MER-CRANKSHAFT-0029,DIM-OUT-OF-TOLERANCE,SEAT-S02,Rework,224,Closed
NCR-PL-00151,MER-CLUTCH-ASSEMBLY-0033,ASSY-MISSING-FASTENER,SEAT-S01,Rework,320,Closed
NCR-PL-00152,MER-CENTER-CONSOLE-0018,ELEC-CONNECTOR-MISMATE,SEAT-S03,Rework,237,Open-D7
NCR-PL-00153,MER-BUMPER-FRONT-0006,ASSY-CROSS-THREAD,SEAT-S02,Rework,283,Closed
NCR-PL-00154,MER-BATTERY-MANAGEME-0028,PAINT-BLISTER,SEAT-S03,Scrap,339,Open-D1
NCR-PL-00155,MER-DOOR-PANELS-0019,ASSY-WRONG-PART,SEAT-S02,Rework,238,Closed
NCR-PL-00156,MER-MOTOR-HOUSING-0033,WELD-POROSITY,SEAT-S01,Rework,282,Closed
NCR-PL-00157,MER-HEADLINER-0020,PAINT-ORANGE-PEEL,SEAT-S01,Rework,420,Closed
NCR-PL-00158,MER-HOOD-0005,MATERIAL-CONTAMINATION,SEAT-S01,Use-As-Is,289,Closed
NCR-PL-00159,MER-CHARGE-PORT-0039,PAINT-ORANGE-PEEL,SEAT-S02,Rework,362,Open-D2
NCR-PL-00160,MER-CENTER-CONSOLE-0018,ASSY-CROSS-THREAD,SEAT-S01,Use-As-Is,326,Open-D3
NCR-PL-00161,MER-BUMPER-REAR-0007,DIM-GAP-FLUSH,SEAT-S02,Rework,160,Open-D4
NCR-PL-00162,MER-BRAKE-SYSTEM-0012,SURFACE-SCRATCH,SEAT-S02,Scrap,113,Closed
NCR-PL-00163,MER-FUEL-TANK-0036,ELEC-CONNECTOR-MISMATE,SEAT-S02,Scrap,182,Open-D3
NCR-PL-00164,MER-CENTER-CONSOLE-0018,ASSY-CROSS-THREAD,SEAT-S03,Rework,331,Open-D8
NCR-PL-00165,MER-WHEELS-0014,DIM-GAP-FLUSH,SEAT-S01,Rework,35,Open-D5
NCR-PL-00166,MER-VEH-EV-0001,ASSY-CROSS-THREAD,SEAT-S02,Use-As-Is,159,Open-D2
NCR-PL-00167,MER-SEATS-0016,PAINT-RUNS,SEAT-S03,Rework,168,Closed
NCR-PL-00168,MER-CLUTCH-ASSEMBLY-0033,DIM-OUT-OF-TOLERANCE,SEAT-S01,Scrap,294,Closed
NCR-PL-00169,MER-REAR-SUSPENSION-0011,ASSY-WRONG-PART,SEAT-S03,Scrap,108,Open-D5
NCR-PL-00170,MER-CYLINDER-HEAD-0028,ASSY-MISSING-FASTENER,SEAT-S02,Scrap,66,Closed
