WO_Number,Asset_ID,MaintenanceType,Failure_Reason,Downtime_Min,MTBF_Hrs,ERP_Asset_Ref
WO-2090030,ASSET-00007,Corrective,DIE-WEAR,44,672,000090000006
WO-2090031,ASSET-00007,Corrective,DIE-WEAR,36,818,000090000006
WO-2090032,ASSET-00007,Preventive,,0,,000090000006
WO-2090033,ASSET-00007,Preventive,,0,,000090000006
WO-2090034,ASSET-00008,Preventive,,0,,000090000007
WO-2090035,ASSET-00008,Preventive,,0,,000090000007
WO-2090036,ASSET-00008,Preventive,,0,,000090000007
WO-2090037,ASSET-00008,Emergency,BEARING-FAILURE,316,1216,000090000007
WO-2090038,ASSET-00008,Preventive,,0,,000090000007
WO-2090039,ASSET-00008,Corrective,DIE-WEAR,69,1199,000090000007
WO-2090040,ASSET-00009,Preventive,,0,,000090000008
WO-2090041,ASSET-00009,Preventive,,0,,000090000008
WO-2090042,ASSET-00009,Corrective,CONTROLLER-FAULT,147,1366,000090000008
WO-2090043,ASSET-00009,Corrective,CALIBRATION-DRIFT,117,1309,000090000008
WO-2090044,ASSET-00009,Preventive,,0,,000090000008
WO-2090045,ASSET-00009,Corrective,DIE-WEAR,177,411,000090000008
WO-2090046,ASSET-00010,Emergency,PNEUMATIC-LEAK,294,1081,000090000009
WO-2090047,ASSET-00010,Corrective,CALIBRATION-DRIFT,215,1143,000090000009
WO-2090048,ASSET-00010,Preventive,,0,,000090000009
WO-2090049,ASSET-00010,Preventive,,0,,000090000009
WO-2090050,ASSET-00011,Preventive,,0,,000090000010
WO-2090051,ASSET-00011,Corrective,PNEUMATIC-LEAK,237,404,000090000010
WO-2090052,ASSET-00011,Preventive,,0,,000090000010
WO-2090053,ASSET-00011,Preventive,,0,,000090000010
WO-2090054,ASSET-00012,Corrective,PNEUMATIC-LEAK,157,528,000090000011
WO-2090055,ASSET-00012,Emergency,MOTOR-BURNOUT,459,1806,000090000011
WO-2090056,ASSET-00012,Preventive,,0,,000090000011
WO-2090057,ASSET-00012,Corrective,HYDRAULIC-LEAK,62,937,000090000011
WO-2090058,ASSET-00012,Corrective,BELT-FAILURE,179,1892,000090000011
WO-2090059,ASSET-00013,Preventive,,0,,000090000012
WO-2090060,ASSET-00013,Preventive,,0,,000090000012
WO-2090061,ASSET-00013,Preventive,,0,,000090000012
WO-2090062,ASSET-00013,Preventive,,0,,000090000012
WO-2090063,ASSET-00013,Corrective,SENSOR-FAULT,102,763,000090000012
WO-2090064,ASSET-00013,Corrective,CALIBRATION-DRIFT,59,612,000090000012
WO-2090065,ASSET-00013,Corrective,CALIBRATION-DRIFT,70,1581,000090000012
WO-2090066,ASSET-00014,Preventive,,0,,000090000013
WO-2090067,ASSET-00014,Preventive,,0,,000090000013
WO-2090068,ASSET-00014,Preventive,,0,,000090000013
WO-2090069,ASSET-00014,Corrective,CALIBRATION-DRIFT,185,1941,000090000013
WO-2090070,ASSET-00014,Preventive,,0,,000090000013
WO-2090071,ASSET-00015,Emergency,HYDRAULIC-LEAK,210,1379,000090000014
WO-2090072,ASSET-00015,Preventive,,0,,000090000014
WO-2090073,ASSET-00015,Preventive,,0,,000090000014
WO-2090074,ASSET-00016,Preventive,,0,,000090000015
WO-2090075,ASSET-00016,Emergency,MOTOR-BURNOUT,529,1446,000090000015
WO-2090076,ASSET-00016,Preventive,,0,,000090000015
WO-2090077,ASSET-00016,Preventive,,0,,000090000015
WO-2090078,ASSET-00016,Preventive,,0,,000090000015
WO-2090079,ASSET-00016,Corrective,PNEUMATIC-LEAK,85,248,000090000015
WO-2090080,ASSET-00016,Preventive,,0,,000090000015
WO-2090081,ASSET-00017,Emergency,BELT-FAILURE,439,995,000090000016
WO-2090082,ASSET-00017,Preventive,,0,,000090000016
WO-2090083,ASSET-00017,Corrective,BEARING-FAILURE,240,1039,000090000016
WO-2090084,ASSET-00017,Preventive,,0,,000090000016
WO-2090085,ASSET-00017,Emergency,DIE-WEAR,301,756,000090000016
WO-2090086,ASSET-00018,Preventive,,0,,000090000017
WO-2090087,ASSET-00018,Corrective,SPINDLE-SEIZURE,62,1425,000090000017
WO-2090088,ASSET-00018,Preventive,,0,,000090000017
WO-2090089,ASSET-00019,Preventive,,0,,000090000018
WO-2090090,ASSET-00019,Corrective,SPINDLE-SEIZURE,68,233,000090000018
WO-2090091,ASSET-00019,Preventive,,0,,000090000018
WO-2090092,ASSET-00019,Preventive,,0,,000090000018
WO-2090093,ASSET-00019,Preventive,,0,,000090000018
WO-2090094,ASSET-00019,Corrective,SENSOR-FAULT,134,1800,000090000018
WO-2090095,ASSET-00019,Corrective,BELT-FAILURE,180,714,000090000018
WO-2090096,ASSET-00020,Preventive,,0,,
WO-2090097,ASSET-00020,Preventive,,0,,
WO-2090098,ASSET-00020,Corrective,BEARING-FAILURE,231,1909,
WO-2090099,ASSET-00021,Corrective,BELT-FAILURE,237,271,000090000019
WO-2090100,ASSET-00021,Emergency,SENSOR-FAULT,179,1432,000090000019
WO-2090101,ASSET-00021,Preventive,,0,,000090000019
WO-2090102,ASSET-00021,Preventive,,0,,000090000019
WO-2090103,ASSET-00021,Preventive,,0,,000090000019
WO-2090104,ASSET-00021,Preventive,,0,,000090000019
WO-2090105,ASSET-00022,Preventive,,0,,000090000020
WO-2090106,ASSET-00022,Preventive,,0,,000090000020
WO-2090107,ASSET-00022,Corrective,MOTOR-BURNOUT,45,1863,000090000020
WO-2090108,ASSET-00022,Corrective,CONTROLLER-FAULT,57,1718,000090000020
WO-2090109,ASSET-00022,Corrective,SPINDLE-SEIZURE,240,567,000090000020
WO-2090110,ASSET-00022,Corrective,BEARING-FAILURE,59,659,000090000020
WO-2090111,ASSET-00023,Preventive,,0,,000090000021
WO-2090112,ASSET-00023,Preventive,,0,,000090000021
WO-2090113,ASSET-00023,Corrective,BELT-FAILURE,186,1978,000090000021
WO-2090114,ASSET-00023,Preventive,,0,,000090000021
WO-2090115,ASSET-00023,Preventive,,0,,000090000021
WO-2090116,ASSET-00023,Preventive,,0,,000090000021
WO-2090117,ASSET-00024,Corrective,SPINDLE-SEIZURE,78,1024,000090000022
WO-2090118,ASSET-00024,Preventive,,0,,000090000022
WO-2090119,ASSET-00024,Preventive,,0,,000090000022
WO-2090120,ASSET-00024,Corrective,MOTOR-BURNOUT,205,428,000090000022
WO-2090121,ASSET-00024,Preventive,,0,,000090000022
WO-2090122,ASSET-00024,Preventive,,0,,000090000022
WO-2090123,ASSET-00024,Corrective,DIE-WEAR,135,1701,000090000022
WO-2090124,ASSET-00024,Preventive,,0,,000090000022
WO-2090125,ASSET-00025,Corrective,HYDRAULIC-LEAK,97,1974,000090000023
WO-2090126,ASSET-00025,Preventive,,0,,000090000023
WO-2090127,ASSET-00026,Preventive,,0,,000090000024
WO-2090128,ASSET-00026,Corrective,BEARING-FAILURE,133,1551,000090000024
WO-2090129,ASSET-00027,Corrective,MOTOR-BURNOUT,62,338,000090000025
WO-2090130,ASSET-00027,Preventive,,0,,000090000025
WO-2090131,ASSET-00027,Corrective,CALIBRATION-DRIFT,134,1017,000090000025
WO-2090132,ASSET-00027,Corrective,CONTROLLER-FAULT,75,1934,000090000025
WO-2090133,ASSET-00027,Preventive,,0,,000090000025
WO-2090134,ASSET-00028,Corrective,DIE-WEAR,56,1870,000090000026
WO-2090135,ASSET-00028,Corrective,CONTROLLER-FAULT,119,1433,000090000026
WO-2090136,ASSET-00028,Corrective,SENSOR-FAULT,92,1923,000090000026
WO-2090137,ASSET-00028,Preventive,,0,,000090000026
WO-2090138,ASSET-00028,Preventive,,0,,000090000026
WO-2090139,ASSET-00029,Preventive,,0,,000090000027
WO-2090140,ASSET-00029,Preventive,,0,,000090000027
WO-2090141,ASSET-00029,Corrective,CONTROLLER-FAULT,121,915,000090000027
WO-2090142,ASSET-00029,Preventive,,0,,000090000027
WO-2090143,ASSET-00029,Preventive,,0,,000090000027
WO-2090144,ASSET-00029,Preventive,,0,,000090000027
WO-2090145,ASSET-00029,Preventive,,0,,000090000027
WO-2090146,ASSET-00029,Preventive,,0,,000090000027
WO-2090147,ASSET-00030,Preventive,,0,,000090000028
WO-2090148,ASSET-00030,Emergency,CALIBRATION-DRIFT,61,1765,000090000028
WO-2090149,ASSET-00030,Preventive,,0,,000090000028
WO-2090150,ASSET-00030,Preventive,,0,,000090000028
WO-2090151,ASSET-00031,Preventive,,0,,
WO-2090152,ASSET-00031,Preventive,,0,,
WO-2090153,ASSET-00031,Corrective,BEARING-FAILURE,217,1977,
WO-2090154,ASSET-00031,Corrective,PNEUMATIC-LEAK,88,1287,
WO-2090155,ASSET-00031,Corrective,BELT-FAILURE,107,1707,
WO-2090156,ASSET-00031,Preventive,,0,,
WO-2090157,ASSET-00031,Corrective,BELT-FAILURE,73,1651,
WO-2090158,ASSET-00032,Preventive,,0,,
WO-2090159,ASSET-00032,Preventive,,0,,
WO-2090160,ASSET-00032,Emergency,BEARING-FAILURE,572,586,
WO-2090161,ASSET-00032,Preventive,,0,,
WO-2090162,ASSET-00032,Corrective,DIE-WEAR,125,1556,
WO-2090163,ASSET-00032,Preventive,,0,,
WO-2090164,ASSET-00032,Corrective,CALIBRATION-DRIFT,114,904,
WO-2090165,ASSET-00033,Emergency,DIE-WEAR,450,1548,000090000029
WO-2090166,ASSET-00033,Preventive,,0,,000090000029
WO-2090167,ASSET-00033,Preventive,,0,,000090000029
WO-2090168,ASSET-00033,Corrective,MOTOR-BURNOUT,65,768,000090000029
WO-2090169,ASSET-00033,Preventive,,0,,000090000029
WO-2090170,ASSET-00033,Preventive,,0,,000090000029
WO-2090171,ASSET-00033,Preventive,,0,,000090000029
WO-2090172,ASSET-00033,Emergency,MOTOR-BURNOUT,250,985,000090000029
WO-2090173,ASSET-00034,Preventive,,0,,000090000030
WO-2090174,ASSET-00034,Corrective,BEARING-FAILURE,195,202,000090000030
WO-2090175,ASSET-00035,Emergency,BELT-FAILURE,70,326,000090000031
WO-2090176,ASSET-00035,Preventive,,0,,000090000031
WO-2090177,ASSET-00035,Preventive,,0,,000090000031
WO-2090178,ASSET-00035,Preventive,,0,,000090000031
WO-2090179,ASSET-00035,Corrective,CALIBRATION-DRIFT,169,1787,000090000031
WO-2090180,ASSET-00036,Preventive,,0,,000090000032
WO-2090181,ASSET-00036,Preventive,,0,,000090000032
WO-2090182,ASSET-00036,Preventive,,0,,000090000032
WO-2090183,ASSET-00036,Preventive,,0,,000090000032
WO-2090184,ASSET-00036,Preventive,,0,,000090000032
WO-2090185,ASSET-00037,Preventive,,0,,000090000033
WO-2090186,ASSET-00037,Preventive,,0,,000090000033
WO-2090187,ASSET-00037,Preventive,,0,,000090000033
WO-2090188,ASSET-00037,Corrective,CONTROLLER-FAULT,145,952,000090000033
WO-2090189,ASSET-00038,Corrective,CALIBRATION-DRIFT,147,332,
WO-2090190,ASSET-00038,Preventive,,0,,
WO-2090191,ASSET-00038,Preventive,,0,,
WO-2090192,ASSET-00038,Corrective,SPINDLE-SEIZURE,93,875,
WO-2090193,ASSET-00038,Preventive,,0,,
WO-2090194,ASSET-00038,Emergency,HYDRAULIC-LEAK,211,1502,
WO-2090195,ASSET-00038,Preventive,,0,,
WO-2090196,ASSET-00039,Corrective,BEARING-FAILURE,161,203,000090000034
WO-2090197,ASSET-00039,Preventive,,0,,000090000034
WO-2090198,ASSET-00039,Preventive,,0,,000090000034
WO-2090199,ASSET-00039,Corrective,BELT-FAILURE,80,472,000090000034
WO-2090200,ASSET-00039,Corrective,BELT-FAILURE,229,1483,000090000034
WO-2090201,ASSET-00039,Emergency,CONTROLLER-FAULT,163,1443,000090000034
WO-2090202,ASSET-00040,Corrective,SENSOR-FAULT,209,1098,000090000035
WO-2090203,ASSET-00040,Preventive,,0,,000090000035
WO-2090204,ASSET-00040,Corrective,SPINDLE-SEIZURE,30,942,000090000035
WO-2090205,ASSET-00040,Preventive,,0,,000090000035
WO-2090206,ASSET-00040,Corrective,PNEUMATIC-LEAK,67,1573,000090000035
WO-2090207,ASSET-00041,Preventive,,0,,000090000036
WO-2090208,ASSET-00041,Preventive,,0,,000090000036
WO-2090209,ASSET-00041,Emergency,MOTOR-BURNOUT,564,436,000090000036
WO-2090210,ASSET-00041,Corrective,BELT-FAILURE,62,1127,000090000036
WO-2090211,ASSET-00041,Emergency,DIE-WEAR,267,771,000090000036
WO-2090212,ASSET-00041,Preventive,,0,,000090000036
WO-2090213,ASSET-00041,Preventive,,0,,000090000036
WO-2090214,ASSET-00042,Preventive,,0,,000090000037
WO-2090215,ASSET-00042,Preventive,,0,,000090000037
WO-2090216,ASSET-00042,Preventive,,0,,000090000037
WO-2090217,ASSET-00042,Corrective,SENSOR-FAULT,32,963,000090000037
WO-2090218,ASSET-00042,Emergency,CONTROLLER-FAULT,356,1157,000090000037
WO-2090219,ASSET-00042,Preventive,,0,,000090000037
WO-2090220,ASSET-00042,Preventive,,0,,000090000037
WO-2090221,ASSET-00042,Emergency,CALIBRATION-DRIFT,179,256,000090000037
WO-2090222,ASSET-00042,Preventive,,0,,000090000037
WO-2090223,ASSET-00042,Emergency,SPINDLE-SEIZURE,130,1537,000090000037
WO-2090224,ASSET-00042,Preventive,,0,,000090000037
WO-2090225,ASSET-00043,Preventive,,0,,000090000038
WO-2090226,ASSET-00043,Preventive,,0,,000090000038
WO-2090227,ASSET-00043,Corrective,DIE-WEAR,85,459,000090000038
WO-2090228,ASSET-00043,Corrective,HYDRAULIC-LEAK,169,917,000090000038
WO-2090229,ASSET-00043,Corrective,MOTOR-BURNOUT,147,1574,000090000038
WO-2090230,ASSET-00044,Corrective,PNEUMATIC-LEAK,144,319,000090000039
WO-2090231,ASSET-00044,Preventive,,0,,000090000039
WO-2090232,ASSET-00044,Corrective,CALIBRATION-DRIFT,165,1009,000090000039
WO-2090233,ASSET-00045,Corrective,DIE-WEAR,213,398,000090000040
WO-2090234,ASSET-00045,Preventive,,0,,000090000040
WO-2090235,ASSET-00045,Emergency,CALIBRATION-DRIFT,437,590,000090000040
WO-2090236,ASSET-00045,Preventive,,0,,000090000040
WO-2090237,ASSET-00046,Preventive,,0,,000090000041
WO-2090238,ASSET-00046,Preventive,,0,,000090000041
WO-2090239,ASSET-00046,Preventive,,0,,000090000041
WO-2090240,ASSET-00047,Preventive,,0,,000090000042
WO-2090241,ASSET-00047,Preventive,,0,,000090000042
WO-2090242,ASSET-00047,Preventive,,0,,000090000042
WO-2090243,ASSET-00047,Preventive,,0,,000090000042
WO-2090244,ASSET-00047,Corrective,PNEUMATIC-LEAK,33,1105,000090000042
WO-2090245,ASSET-00047,Corrective,PNEUMATIC-LEAK,67,1580,000090000042
WO-2090246,ASSET-00048,Preventive,,0,,000090000043
WO-2090247,ASSET-00048,Preventive,,0,,000090000043
WO-2090248,ASSET-00048,Preventive,,0,,000090000043
WO-2090249,ASSET-00048,Preventive,,0,,000090000043
WO-2090250,ASSET-00048,Preventive,,0,,000090000043
WO-2090251,ASSET-00048,Preventive,,0,,000090000043
WO-2090252,ASSET-00048,Corrective,DIE-WEAR,127,206,000090000043
WO-2090253,ASSET-00048,Corrective,CONTROLLER-FAULT,114,1308,000090000043
WO-2090254,ASSET-00048,Corrective,BEARING-FAILURE,143,1813,000090000043
WO-2090255,ASSET-00048,Preventive,,0,,000090000043
WO-2090256,ASSET-00049,Corrective,MOTOR-BURNOUT,188,1321,000090000044
WO-2090257,ASSET-00049,Corrective,CALIBRATION-DRIFT,127,219,000090000044
WO-2090258,ASSET-00049,Corrective,BEARING-FAILURE,91,887,000090000044
WO-2090259,ASSET-00049,Corrective,BELT-FAILURE,132,453,000090000044
WO-2090260,ASSET-00050,Preventive,,0,,000090000045
WO-2090261,ASSET-00050,Corrective,SPINDLE-SEIZURE,133,1356,000090000045
WO-2090262,ASSET-00050,Preventive,,0,,000090000045
WO-2090263,ASSET-00050,Preventive,,0,,000090000045
WO-2090264,ASSET-00051,Preventive,,0,,000090000046
WO-2090265,ASSET-00051,Preventive,,0,,000090000046
WO-2090266,ASSET-00051,Preventive,,0,,000090000046
WO-2090267,ASSET-00051,Preventive,,0,,000090000046
WO-2090268,ASSET-00051,Emergency,CONTROLLER-FAULT,259,543,000090000046
WO-2090269,ASSET-00051,Preventive,,0,,000090000046
WO-2090270,ASSET-00051,Preventive,,0,,000090000046
WO-2090271,ASSET-00051,Preventive,,0,,000090000046
WO-2090272,ASSET-00052,Corrective,DIE-WEAR,146,1388,000090000047
WO-2090273,ASSET-00052,Preventive,,0,,000090000047
WO-2090274,ASSET-00052,Preventive,,0,,000090000047
WO-2090275,ASSET-00052,Preventive,,0,,000090000047
WO-2090276,ASSET-00052,Preventive,,0,,000090000047
WO-2090277,ASSET-00053,Emergency,MOTOR-BURNOUT,222,1969,000090000048
WO-2090278,ASSET-00053,Corrective,BEARING-FAILURE,226,1512,000090000048
WO-2090279,ASSET-00053,Preventive,,0,,000090000048
WO-2090280,ASSET-00053,Emergency,HYDRAULIC-LEAK,417,1192,000090000048
WO-2090281,ASSET-00054,Corrective,CALIBRATION-DRIFT,125,1557,000090000049
WO-2090282,ASSET-00054,Preventive,,0,,000090000049
WO-2090283,ASSET-00055,Corrective,HYDRAULIC-LEAK,126,1244,000090000051
WO-2090284,ASSET-00056,Corrective,DIE-WEAR,220,774,
WO-2090285,ASSET-00056,Preventive,,0,,
WO-2090286,ASSET-00056,Corrective,SENSOR-FAULT,133,1941,
WO-2090287,ASSET-00056,Corrective,SPINDLE-SEIZURE,178,724,
WO-2090288,ASSET-00056,Corrective,PNEUMATIC-LEAK,118,954,
WO-2090289,ASSET-00056,Preventive,,0,,
WO-2090290,ASSET-00056,Corrective,CONTROLLER-FAULT,38,975,
WO-2090291,ASSET-00056,Preventive,,0,,
WO-2090292,ASSET-00057,Corrective,CONTROLLER-FAULT,213,1979,000090000052
WO-2090293,ASSET-00057,Preventive,,0,,000090000052
WO-2090294,ASSET-00057,Preventive,,0,,000090000052
WO-2090295,ASSET-00057,Preventive,,0,,000090000052
WO-2090296,ASSET-00058,Corrective,HYDRAULIC-LEAK,195,1505,
WO-2090297,ASSET-00058,Preventive,,0,,
WO-2090298,ASSET-00058,Preventive,,0,,
WO-2090299,ASSET-00058,Corrective,CONTROLLER-FAULT,103,1054,
WO-2090300,ASSET-00058,Corrective,MOTOR-BURNOUT,81,411,
WO-2090301,ASSET-00058,Preventive,,0,,
WO-2090302,ASSET-00058,Preventive,,0,,
WO-2090303,ASSET-00058,Corrective,HYDRAULIC-LEAK,166,658,
WO-2090304,ASSET-00058,Corrective,CALIBRATION-DRIFT,164,715,
WO-2090305,ASSET-00058,Corrective,SPINDLE-SEIZURE,240,1411,
WO-2090306,ASSET-00059,Preventive,,0,,000090000053
WO-2090307,ASSET-00059,Preventive,,0,,000090000053
WO-2090308,ASSET-00059,Preventive,,0,,000090000053
WO-2090309,ASSET-00060,Corrective,SPINDLE-SEIZURE,55,1043,000090000054
WO-2090310,ASSET-00060,Preventive,,0,,000090000054
WO-2090311,ASSET-00060,Preventive,,0,,000090000054
WO-2090312,ASSET-00060,Corrective,HYDRAULIC-LEAK,134,1722,000090000054
WO-2090313,ASSET-00060,Preventive,,0,,000090000054
WO-2090314,ASSET-00060,Preventive,,0,,000090000054
WO-2090315,ASSET-00060,Corrective,BEARING-FAILURE,60,870,000090000054
WO-2090316,ASSET-00060,Corrective,BELT-FAILURE,101,1135,000090000054
WO-2090317,ASSET-00060,Corrective,HYDRAULIC-LEAK,63,1817,000090000054
WO-2090318,ASSET-00061,Corrective,CALIBRATION-DRIFT,174,275,000090000055
WO-2090319,ASSET-00061,Preventive,,0,,000090000055
WO-2090320,ASSET-00061,Preventive,,0,,000090000055
WO-2090321,ASSET-00062,Preventive,,0,,000090000056
WO-2090322,ASSET-00062,Corrective,SPINDLE-SEIZURE,97,1505,000090000056
WO-2090323,ASSET-00062,Preventive,,0,,000090000056
WO-2090324,ASSET-00062,Emergency,DIE-WEAR,397,1126,000090000056
WO-2090325,ASSET-00062,Preventive,,0,,000090000056
WO-2090326,ASSET-00062,Preventive,,0,,000090000056
WO-2090327,ASSET-00063,Preventive,,0,,
WO-2090328,ASSET-00063,Preventive,,0,,
WO-2090329,ASSET-00063,Preventive,,0,,
WO-2090330,ASSET-00064,Preventive,,0,,000090000057
WO-2090331,ASSET-00064,Corrective,HYDRAULIC-LEAK,176,936,000090000057
WO-2090332,ASSET-00064,Corrective,CONTROLLER-FAULT,94,1718,000090000057
WO-2090333,ASSET-00064,Preventive,,0,,000090000057
WO-2090334,ASSET-00064,Preventive,,0,,000090000057
WO-2090335,ASSET-00065,Corrective,BELT-FAILURE,104,374,
WO-2090336,ASSET-00065,Preventive,,0,,
WO-2090337,ASSET-00066,Preventive,,0,,000090000058
WO-2090338,ASSET-00066,Corrective,PNEUMATIC-LEAK,198,1773,000090000058
WO-2090339,ASSET-00066,Emergency,MOTOR-BURNOUT,367,1107,000090000058
WO-2090340,ASSET-00066,Corrective,CALIBRATION-DRIFT,145,1386,000090000058
WO-2090341,ASSET-00067,Emergency,SPINDLE-SEIZURE,117,1714,000090000059
WO-2090342,ASSET-00067,Corrective,MOTOR-BURNOUT,80,1059,000090000059
WO-2090343,ASSET-00067,Preventive,,0,,000090000059
WO-2090344,ASSET-00067,Corrective,CONTROLLER-FAULT,154,1800,000090000059
WO-2090345,ASSET-00068,Corrective,BEARING-FAILURE,200,1155,000090000060
WO-2090346,ASSET-00068,Preventive,,0,,000090000060
WO-2090347,ASSET-00068,Preventive,,0,,000090000060
WO-2090348,ASSET-00068,Emergency,HYDRAULIC-LEAK,338,239,000090000060
WO-2090349,ASSET-00068,Preventive,,0,,000090000060
WO-2090350,ASSET-00069,Preventive,,0,,000090000061
WO-2090351,ASSET-00069,Preventive,,0,,000090000061
WO-2090352,ASSET-00069,Preventive,,0,,000090000061
WO-2090353,ASSET-00069,Preventive,,0,,000090000061
WO-2090354,ASSET-00069,Emergency,MOTOR-BURNOUT,434,1416,000090000061
WO-2090355,ASSET-00070,Corrective,HYDRAULIC-LEAK,152,654,000090000062
WO-2090356,ASSET-00070,Corrective,HYDRAULIC-LEAK,50,1428,000090000062
WO-2090357,ASSET-00070,Corrective,CONTROLLER-FAULT,42,1598,000090000062
WO-2090358,ASSET-00070,Preventive,,0,,000090000062
WO-2090359,ASSET-00071,Corrective,CALIBRATION-DRIFT,184,1190,
WO-2090360,ASSET-00071,Corrective,PNEUMATIC-LEAK,196,1955,
WO-2090361,ASSET-00071,Corrective,CONTROLLER-FAULT,223,1600,
WO-2090362,ASSET-00071,Emergency,BELT-FAILURE,247,1553,
WO-2090363,ASSET-00072,Preventive,,0,,
WO-2090364,ASSET-00073,Preventive,,0,,000090000063
WO-2090365,ASSET-00073,Corrective,PNEUMATIC-LEAK,107,659,000090000063
WO-2090366,ASSET-00073,Corrective,SENSOR-FAULT,231,554,000090000063
WO-2090367,ASSET-00073,Preventive,,0,,000090000063
WO-2090368,ASSET-00074,Corrective,MOTOR-BURNOUT,202,456,000090000064
WO-2090369,ASSET-00074,Preventive,,0,,000090000064
WO-2090370,ASSET-00075,Preventive,,0,,000090000065
WO-2090371,ASSET-00075,Preventive,,0,,000090000065
WO-2090372,ASSET-00075,Emergency,BEARING-FAILURE,202,1625,000090000065
WO-2090373,ASSET-00075,Preventive,,0,,000090000065
WO-2090374,ASSET-00075,Preventive,,0,,000090000065
WO-2090375,ASSET-00076,Preventive,,0,,000090000066
WO-2090376,ASSET-00076,Preventive,,0,,000090000066
WO-2090377,ASSET-00077,Preventive,,0,,000090000067
WO-2090378,ASSET-00077,Corrective,PNEUMATIC-LEAK,68,616,000090000067
WO-2090379,ASSET-00077,Corrective,BEARING-FAILURE,82,1876,000090000067
WO-2090380,ASSET-00077,Preventive,,0,,000090000067
WO-2090381,ASSET-00077,Corrective,MOTOR-BURNOUT,182,1882,000090000067
WO-2090382,ASSET-00078,Corrective,DIE-WEAR,101,1441,000090000068
WO-2090383,ASSET-00078,Corrective,BELT-FAILURE,222,1693,000090000068
WO-2090384,ASSET-00078,Preventive,,0,,000090000068
WO-2090385,ASSET-00079,Corrective,SPINDLE-SEIZURE,134,1017,000090000069
WO-2090386,ASSET-00079,Corrective,BEARING-FAILURE,37,931,000090000069
WO-2090387,ASSET-00079,Emergency,SENSOR-FAULT,141,1164,000090000069
WO-2090388,ASSET-00079,Preventive,,0,,000090000069
WO-2090389,ASSET-00080,Corrective,CALIBRATION-DRIFT,227,1177,000090000070
WO-2090390,ASSET-00080,Preventive,,0,,000090000070
WO-2090391,ASSET-00080,Preventive,,0,,000090000070
WO-2090392,ASSET-00080,Preventive,,0,,000090000070
WO-2090393,ASSET-00080,Preventive,,0,,000090000070
WO-2090394,ASSET-00080,Corrective,BEARING-FAILURE,137,1949,000090000070
WO-2090395,ASSET-00080,Corrective,DIE-WEAR,193,723,000090000070
WO-2090396,ASSET-00081,Emergency,CONTROLLER-FAULT,417,624,000090000071
WO-2090397,ASSET-00081,Corrective,DIE-WEAR,93,552,000090000071
WO-2090398,ASSET-00081,Corrective,CALIBRATION-DRIFT,59,481,000090000071
WO-2090399,ASSET-00082,Preventive,,0,,000090000072
WO-2090400,ASSET-00082,Preventive,,0,,000090000072
WO-2090401,ASSET-00083,Preventive,,0,,000090000073
WO-2090402,ASSET-00083,Preventive,,0,,000090000073
WO-2090403,ASSET-00083,Corrective,DIE-WEAR,121,992,000090000073
WO-2090404,ASSET-00084,Preventive,,0,,
WO-2090405,ASSET-00084,Corrective,DIE-WEAR,171,1194,
WO-2090406,ASSET-00084,Preventive,,0,,
WO-2090407,ASSET-00084,Corrective,CALIBRATION-DRIFT,177,216,
