CharacteristicID,StationID,MeasuredValue,USL,LSL,Cpk
K1038,S03,78.192,81.367,72.427,0.94
K1039,S01,31.383,33.312,28.427,1.99
K1039,S01,30.482,33.312,28.427,1.99
K1039,S01,30.848,33.312,28.427,1.99
K1039,S01,30.323,33.312,28.427,1.99
K1039,S01,30.339,33.312,28.427,1.99
K1040,S01,54.611,57.281,52.204,1.38
K1040,S01,54.397,57.281,52.204,1.38
K1040,S01,55.239,57.281,52.204,1.38
K1040,S01,54.568,57.281,52.204,1.38
K1040,S01,55.948,57.281,52.204,1.38
K1041,S01,72.317,76.36,68.678,0.96
K1041,S01,75.915,76.36,68.678,0.96
K1041,S01,71.711,76.36,68.678,0.96
K1041,S01,71.258,76.36,68.678,0.96
K1042,S02,144.202,147.663,142.708,0.67
K1042,S02,143.254,147.663,142.708,0.67
K1043,S02,110.591,111.803,108.585,2.03
K1043,S02,109.992,111.803,108.585,2.03
K1043,S02,109.841,111.803,108.585,2.03
K1043,S02,109.93,111.803,108.585,2.03
K1043,S02,110.015,111.803,108.585,2.03
K1044,S03,165.641,168.045,162.217,1.21
K1044,S03,165.577,168.045,162.217,1.21
K1044,S03,164.142,168.045,162.217,1.21
K1044,S03,166.602,168.045,162.217,1.21
K1045,S04,22.138,22.621,19.751,0.8
K1045,S04,22.469,22.621,19.751,0.8
K1045,S04,20.862,22.621,19.751,0.8
K1045,S04,21.147,22.621,19.751,0.8
K1045,S04,21.355,22.621,19.751,0.8
K1046,S04,89.159,93.074,84.315,2.11
K1046,S04,89.922,93.074,84.315,2.11
K1046,S04,88.871,93.074,84.315,2.11
K1047,S04,133.353,137.244,129.017,1.55
K1047,S04,133.052,137.244,129.017,1.55
K1048,S01,198.092,199.926,197.178,1.49
K1048,S01,198.368,199.926,197.178,1.49
K1049,S01,86.786,87.948,85.791,1.32
K1049,S01,86.955,87.948,85.791,1.32
K1049,S01,86.921,87.948,85.791,1.32
K1049,S01,87.042,87.948,85.791,1.32
K1050,S01,163.223,164.306,162.408,1.0
K1050,S01,163.726,164.306,162.408,1.0
K1050,S01,163.173,164.306,162.408,1.0
K1050,S01,163.765,164.306,162.408,1.0
K1050,S01,163.592,164.306,162.408,1.0
K1051,S02,189.544,191.547,187.63,1.47
K1051,S02,189.575,191.547,187.63,1.47
K1051,S02,189.73,191.547,187.63,1.47
K1051,S02,190.131,191.547,187.63,1.47
K1051,S02,190.264,191.547,187.63,1.47
K1052,S03,128.84,129.56,128.357,0.93
K1052,S03,129.056,129.56,128.357,0.93
K1052,S03,128.998,129.56,128.357,0.93
K1052,S03,128.894,129.56,128.357,0.93
K1052,S03,128.864,129.56,128.357,0.93
K1053,S03,106.552,111.713,101.953,1.86
K1053,S03,106.762,111.713,101.953,1.86
K1053,S03,108.018,111.713,101.953,1.86
K1054,S04,83.272,89.371,82.452,0.91
K1054,S04,85.582,89.371,82.452,0.91
K1054,S04,86.167,89.371,82.452,0.91
K1055,S04,103.893,106.178,102.314,2.07
K1055,S04,103.933,106.178,102.314,2.07
K1055,S04,104.962,106.178,102.314,2.07
K1055,S04,104.124,106.178,102.314,2.07
K1055,S04,104.226,106.178,102.314,2.07
K1056,S01,169.146,169.756,166.872,1.17
K1056,S01,167.669,169.756,166.872,1.17
K1056,S01,168.96,169.756,166.872,1.17
K1056,S01,168.294,169.756,166.872,1.17
K1057,S02,194.596,197.988,188.983,1.67
K1057,S02,192.523,197.988,188.983,1.67
K1057,S02,193.658,197.988,188.983,1.67
K1057,S02,193.195,197.988,188.983,1.67
K1057,S02,192.128,197.988,188.983,1.67
K1058,S02,196.452,199.492,194.913,0.63
K1058,S02,197.299,199.492,194.913,0.63
K1058,S02,194.669,199.492,194.913,0.63
K1058,S02,195.811,199.492,194.913,0.63
K1059,S02,45.999,47.637,44.886,1.81
K1059,S02,45.863,47.637,44.886,1.81
K1059,S02,45.943,47.637,44.886,1.81
K1060,S03,52.408,52.845,50.531,0.65
K1060,S03,51.749,52.845,50.531,0.65
K1061,S03,142.883,149.086,139.135,0.65
K1061,S03,140.314,149.086,139.135,0.65
K1062,S03,129.889,134.947,125.044,0.9
K1062,S03,127.602,134.947,125.044,0.9
K1063,S01,103.22,103.483,100.724,0.71
K1063,S01,102.412,103.483,100.724,0.71
K1064,S01,71.52,75.302,67.812,0.84
K1064,S01,71.649,75.302,67.812,0.84
K1065,S02,80.336,83.698,75.144,1.61
K1065,S02,80.51,83.698,75.144,1.61
K1065,S02,78.306,83.698,75.144,1.61
K1065,S02,79.088,83.698,75.144,1.61
K1066,S02,146.723,147.757,145.911,1.67
K1066,S02,146.706,147.757,145.911,1.67
K1066,S02,146.689,147.757,145.911,1.67
K1066,S02,147.151,147.757,145.911,1.67
K1066,S02,147.023,147.757,145.911,1.67
K1067,S02,23.666,25.501,22.512,1.14
K1067,S02,24.843,25.501,22.512,1.14
K1067,S02,24.423,25.501,22.512,1.14
K1067,S02,23.599,25.501,22.512,1.14
K1068,S03,76.784,78.718,74.026,1.13
K1068,S03,76.342,78.718,74.026,1.13
K1069,S03,107.955,111.036,105.954,1.64
K1069,S03,109.024,111.036,105.954,1.64
K1069,S03,108.373,111.036,105.954,1.64
K1069,S03,107.902,111.036,105.954,1.64
K1070,S04,77.548,82.317,75.705,1.31
K1070,S04,78.289,82.317,75.705,1.31
K1071,S01,35.417,37.513,34.353,1.19
K1071,S01,35.724,37.513,34.353,1.19
K1071,S01,35.454,37.513,34.353,1.19
K1071,S01,36.107,37.513,34.353,1.19
K1072,S01,25.375,29.752,21.005,1.37
K1072,S01,25.959,29.752,21.005,1.37
K1072,S01,24.877,29.752,21.005,1.37
K1073,S01,143.705,144.743,142.412,1.52
K1073,S01,143.886,144.743,142.412,1.52
K1073,S01,143.956,144.743,142.412,1.52
K1073,S01,143.712,144.743,142.412,1.52
K1073,S01,143.866,144.743,142.412,1.52
K1074,S02,13.939,14.77,9.543,0.71
K1074,S02,12.692,14.77,9.543,0.71
K1075,S03,193.916,197.412,188.155,1.35
K1075,S03,191.571,197.412,188.155,1.35
K1076,S01,151.7,156.509,148.65,1.83
K1076,S01,151.242,156.509,148.65,1.83
K1076,S01,154.206,156.509,148.65,1.83
K1077,S02,195.296,199.169,191.969,1.17
K1077,S02,193.983,199.169,191.969,1.17
K1078,S02,168.937,173.017,163.083,0.67
K1078,S02,165.873,173.017,163.083,0.67
K1079,S02,44.735,45.229,44.187,2.17
K1079,S02,44.585,45.229,44.187,2.17
K1079,S02,44.825,45.229,44.187,2.17
K1079,S02,44.66,45.229,44.187,2.17
K1079,S02,44.775,45.229,44.187,2.17
K1080,S03,86.232,90.085,82.905,1.21
K1080,S03,85.679,90.085,82.905,1.21
K1080,S03,88.138,90.085,82.905,1.21
K1081,S01,116.169,117.421,113.961,0.7
K1081,S01,117.542,117.421,113.961,0.7
K1082,S02,176.178,178.878,173.561,0.61
K1082,S02,178.219,178.878,173.561,0.61
K1083,S02,34.681,36.237,33.514,1.64
K1083,S02,35.025,36.237,33.514,1.64
K1083,S02,34.855,36.237,33.514,1.64
K1083,S02,35.282,36.237,33.514,1.64
K1083,S02,35.392,36.237,33.514,1.64
K1084,S02,23.659,27.346,21.955,0.61
K1084,S02,25.403,27.346,21.955,0.61
K1084,S02,25.691,27.346,21.955,0.61
K1085,S01,181.818,184.412,178.689,1.63
K1085,S01,181.062,184.412,178.689,1.63
K1085,S01,182.408,184.412,178.689,1.63
K1086,S01,54.131,59.533,52.016,1.21
K1086,S01,55.422,59.533,52.016,1.21
K1086,S01,58.182,59.533,52.016,1.21
K1086,S01,55.023,59.533,52.016,1.21
K1086,S01,56.602,59.533,52.016,1.21
K1087,S02,151.193,154.364,149.86,0.85
K1087,S02,151.367,154.364,149.86,0.85
K1087,S02,151.657,154.364,149.86,0.85
K1087,S02,151.792,154.364,149.86,0.85
K1087,S02,150.975,154.364,149.86,0.85
K1088,S01,30.824,33.435,29.273,0.94
K1088,S01,30.361,33.435,29.273,0.94
K1088,S01,31.433,33.435,29.273,0.94
K1088,S01,30.895,33.435,29.273,0.94
K1088,S01,30.994,33.435,29.273,0.94
K1089,S01,85.35,88.791,82.425,1.48
K1089,S01,86.549,88.791,82.425,1.48
K1089,S01,85.427,88.791,82.425,1.48
K1090,S01,59.534,64.898,54.903,2.05
K1090,S01,59.938,64.898,54.903,2.05
K1091,S02,168.816,169.42,166.63,0.74
K1091,S02,168.502,169.42,166.63,0.74
K1091,S02,168.654,169.42,166.63,0.74
K1091,S02,167.162,169.42,166.63,0.74
K1092,S02,158.666,161.364,155.667,1.69
K1092,S02,158.653,161.364,155.667,1.69
K1092,S02,158.076,161.364,155.667,1.69
K1092,S02,158.345,161.364,155.667,1.69
K1092,S02,157.946,161.364,155.667,1.69
K1093,S02,32.292,34.71,30.393,0.93
K1093,S02,31.831,34.71,30.393,0.93
K1094,S01,73.254,76.011,70.7,2.16
K1094,S01,74.23,76.011,70.7,2.16
K1094,S01,73.494,76.011,70.7,2.16
K1094,S01,73.46,76.011,70.7,2.16
K1094,S01,73.407,76.011,70.7,2.16
K1095,S02,133.661,136.89,129.208,1.68
K1095,S02,134.695,136.89,129.208,1.68
K1095,S02,134.26,136.89,129.208,1.68
K1096,S02,123.503,124.265,119.596,0.74
K1096,S02,122.914,124.265,119.596,0.74
K1097,S03,175.887,176.907,173.997,0.78
K1097,S03,175.164,176.907,173.997,0.78
K1098,S03,128.623,131.163,125.363,0.7
K1098,S03,128.791,131.163,125.363,0.7
K1099,S03,93.785,96.353,90.372,1.79
K1099,S03,93.149,96.353,90.372,1.79
K1099,S03,93.191,96.353,90.372,1.79
K1099,S03,94.109,96.353,90.372,1.79
K1099,S03,93.114,96.353,90.372,1.79
K1100,S01,184.601,186.392,180.901,0.68
K1100,S01,180.94,186.392,180.901,0.68
K1100,S01,185.418,186.392,180.901,0.68
K1100,S01,183.821,186.392,180.901,0.68
K1101,S01,25.484,30.669,20.934,1.48
K1101,S01,26.735,30.669,20.934,1.48
K1101,S01,26.019,30.669,20.934,1.48
K1102,S01,73.427,74.742,72.312,1.97
K1102,S01,73.496,74.742,72.312,1.97
K1102,S01,73.667,74.742,72.312,1.97
K1102,S01,73.717,74.742,72.312,1.97
K1103,S02,122.679,123.823,121.631,1.58
K1103,S02,122.854,123.823,121.631,1.58
K1104,S02,106.514,108.818,102.516,1.92
K1104,S02,105.408,108.818,102.516,1.92
K1104,S02,105.071,108.818,102.516,1.92
K1105,S02,38.539,40.806,37.02,0.67
K1105,S02,39.007,40.806,37.02,0.67
K1106,S03,127.408,129.443,123.313,1.12
K1106,S03,127.01,129.443,123.313,1.12
K1107,S01,86.9,88.566,82.909,1.29
K1107,S01,86.232,88.566,82.909,1.29
K1108,S02,37.629,39.084,35.718,0.98
K1108,S02,37.959,39.084,35.718,0.98
K1108,S02,37.43,39.084,35.718,0.98
K1108,S02,36.395,39.084,35.718,0.98
K1109,S03,158.306,160.213,157.092,1.92
K1109,S03,158.54,160.213,157.092,1.92
K1110,S03,46.302,50.068,43.112,1.82
K1110,S03,46.349,50.068,43.112,1.82
K1111,S03,48.631,51.634,44.418,1.14
K1111,S03,47.228,51.634,44.418,1.14
K1112,S04,188.201,191.485,186.601,1.63
K1112,S04,189.256,191.485,186.601,1.63
K1112,S04,189.373,191.485,186.601,1.63
K1112,S04,188.91,191.485,186.601,1.63
K1112,S04,188.214,191.485,186.601,1.63
K1113,S04,111.05,111.862,110.034,1.35
K1113,S04,110.958,111.862,110.034,1.35
K1113,S04,110.77,111.862,110.034,1.35
K1113,S04,111.08,111.862,110.034,1.35
K1113,S04,111.263,111.862,110.034,1.35
