WO_Number,Asset_ID,MaintenanceType,Failure_Reason,Downtime_Min,MTBF_Hrs,ERP_Asset_Ref
WO-2110037,ASSET-00007,Preventive,,0,,
WO-2110038,ASSET-00007,Preventive,,0,,
WO-2110039,ASSET-00007,Preventive,,0,,
WO-2110040,ASSET-00007,Corrective,BELT-FAILURE,48,1216,
WO-2110041,ASSET-00008,Corrective,MOTOR-BURNOUT,233,1880,000110000006
WO-2110042,ASSET-00008,Corrective,PNEUMATIC-LEAK,69,1689,000110000006
WO-2110043,ASSET-00008,Preventive,,0,,000110000006
WO-2110044,ASSET-00008,Preventive,,0,,000110000006
WO-2110045,ASSET-00009,Emergency,CALIBRATION-DRIFT,449,782,000110000007
WO-2110046,ASSET-00009,Preventive,,0,,000110000007
WO-2110047,ASSET-00009,Preventive,,0,,000110000007
WO-2110048,ASSET-00009,Preventive,,0,,000110000007
WO-2110049,ASSET-00009,Preventive,,0,,000110000007
WO-2110050,ASSET-00010,Corrective,BEARING-FAILURE,87,1296,000110000008
WO-2110051,ASSET-00010,Preventive,,0,,000110000008
WO-2110052,ASSET-00010,Preventive,,0,,000110000008
WO-2110053,ASSET-00010,Corrective,DIE-WEAR,208,1122,000110000008
WO-2110054,ASSET-00010,Corrective,BEARING-FAILURE,96,453,000110000008
WO-2110055,ASSET-00010,Emergency,CALIBRATION-DRIFT,430,984,000110000008
WO-2110056,ASSET-00010,Corrective,PNEUMATIC-LEAK,226,1305,000110000008
WO-2110057,ASSET-00011,Preventive,,0,,000110000009
WO-2110058,ASSET-00011,Corrective,HYDRAULIC-LEAK,104,1233,000110000009
WO-2110059,ASSET-00011,Preventive,,0,,000110000009
WO-2110060,ASSET-00011,Preventive,,0,,000110000009
WO-2110061,ASSET-00011,Preventive,,0,,000110000009
WO-2110062,ASSET-00011,Corrective,HYDRAULIC-LEAK,118,624,000110000009
WO-2110063,ASSET-00012,Corrective,CONTROLLER-FAULT,63,1023,000110000010
WO-2110064,ASSET-00012,Corrective,HYDRAULIC-LEAK,136,1230,000110000010
WO-2110065,ASSET-00012,Emergency,DIE-WEAR,347,1076,000110000010
WO-2110066,ASSET-00012,Preventive,,0,,000110000010
WO-2110067,ASSET-00012,Preventive,,0,,000110000010
WO-2110068,ASSET-00012,Preventive,,0,,000110000010
WO-2110069,ASSET-00012,Preventive,,0,,000110000010
WO-2110070,ASSET-00012,Preventive,,0,,000110000010
WO-2110071,ASSET-00013,Corrective,BELT-FAILURE,30,335,000110000011
WO-2110072,ASSET-00014,Corrective,SPINDLE-SEIZURE,220,571,000110000013
WO-2110073,ASSET-00014,Corrective,SENSOR-FAULT,130,925,000110000013
WO-2110074,ASSET-00014,Preventive,,0,,000110000013
WO-2110075,ASSET-00014,Corrective,BELT-FAILURE,215,1464,000110000013
WO-2110076,ASSET-00014,Preventive,,0,,000110000013
WO-2110077,ASSET-00015,Preventive,,0,,000110000014
WO-2110078,ASSET-00015,Corrective,MOTOR-BURNOUT,94,1882,000110000014
WO-2110079,ASSET-00015,Preventive,,0,,000110000014
WO-2110080,ASSET-00015,Preventive,,0,,000110000014
WO-2110081,ASSET-00015,Preventive,,0,,000110000014
WO-2110082,ASSET-00015,Preventive,,0,,000110000014
WO-2110083,ASSET-00015,Corrective,BEARING-FAILURE,112,597,000110000014
WO-2110084,ASSET-00016,Preventive,,0,,000110000015
WO-2110085,ASSET-00016,Preventive,,0,,000110000015
WO-2110086,ASSET-00016,Preventive,,0,,000110000015
WO-2110087,ASSET-00016,Preventive,,0,,000110000015
WO-2110088,ASSET-00016,Preventive,,0,,000110000015
WO-2110089,ASSET-00016,Emergency,CONTROLLER-FAULT,171,1185,000110000015
WO-2110090,ASSET-00016,Preventive,,0,,000110000015
WO-2110091,ASSET-00017,Corrective,CALIBRATION-DRIFT,64,436,000110000016
WO-2110092,ASSET-00017,Corrective,SENSOR-FAULT,85,1338,000110000016
WO-2110093,ASSET-00017,Corrective,MOTOR-BURNOUT,168,930,000110000016
WO-2110094,ASSET-00018,Preventive,,0,,000110000017
WO-2110095,ASSET-00018,Corrective,PNEUMATIC-LEAK,203,551,000110000017
WO-2110096,ASSET-00018,Corrective,BELT-FAILURE,99,851,000110000017
WO-2110097,ASSET-00018,Preventive,,0,,000110000017
WO-2110098,ASSET-00018,Preventive,,0,,000110000017
WO-2110099,ASSET-00018,Preventive,,0,,000110000017
WO-2110100,ASSET-00018,Preventive,,0,,000110000017
WO-2110101,ASSET-00019,Preventive,,0,,000110000018
WO-2110102,ASSET-00019,Preventive,,0,,000110000018
WO-2110103,ASSET-00019,Corrective,SENSOR-FAULT,124,1340,000110000018
WO-2110104,ASSET-00019,Corrective,CALIBRATION-DRIFT,158,337,000110000018
WO-2110105,ASSET-00019,Corrective,MOTOR-BURNOUT,136,1485,000110000018
WO-2110106,ASSET-00020,Corrective,BEARING-FAILURE,88,505,
WO-2110107,ASSET-00020,Preventive,,0,,
WO-2110108,ASSET-00020,Emergency,SENSOR-FAULT,95,353,
WO-2110109,ASSET-00020,Corrective,DIE-WEAR,143,287,
WO-2110110,ASSET-00020,Preventive,,0,,
WO-2110111,ASSET-00020,Preventive,,0,,
WO-2110112,ASSET-00021,Corrective,BEARING-FAILURE,72,1513,000110000019
WO-2110113,ASSET-00021,Preventive,,0,,000110000019
WO-2110114,ASSET-00021,Preventive,,0,,000110000019
WO-2110115,ASSET-00021,Emergency,SENSOR-FAULT,269,288,000110000019
WO-2110116,ASSET-00021,Corrective,SPINDLE-SEIZURE,181,1575,000110000019
WO-2110117,ASSET-00022,Corrective,CONTROLLER-FAULT,175,1503,000110000020
WO-2110118,ASSET-00022,Corrective,HYDRAULIC-LEAK,221,1027,000110000020
WO-2110119,ASSET-00022,Preventive,,0,,000110000020
WO-2110120,ASSET-00022,Preventive,,0,,000110000020
WO-2110121,ASSET-00023,Preventive,,0,,
WO-2110122,ASSET-00023,Preventive,,0,,
WO-2110123,ASSET-00023,Corrective,SPINDLE-SEIZURE,170,966,
WO-2110124,ASSET-00023,Corrective,PNEUMATIC-LEAK,198,981,
WO-2110125,ASSET-00023,Corrective,SENSOR-FAULT,59,1379,
WO-2110126,ASSET-00023,Corrective,SENSOR-FAULT,42,1536,
WO-2110127,ASSET-00023,Preventive,,0,,
WO-2110128,ASSET-00023,Corrective,CALIBRATION-DRIFT,212,1048,
WO-2110129,ASSET-00024,Preventive,,0,,000110000021
WO-2110130,ASSET-00024,Corrective,CALIBRATION-DRIFT,213,1746,000110000021
WO-2110131,ASSET-00024,Emergency,BELT-FAILURE,123,574,000110000021
WO-2110132,ASSET-00024,Corrective,HYDRAULIC-LEAK,136,1569,000110000021
WO-2110133,ASSET-00024,Preventive,,0,,000110000021
WO-2110134,ASSET-00024,Corrective,SPINDLE-SEIZURE,216,1931,000110000021
WO-2110135,ASSET-00024,Corrective,HYDRAULIC-LEAK,70,209,000110000021
WO-2110136,ASSET-00025,Preventive,,0,,000110000022
WO-2110137,ASSET-00025,Corrective,PNEUMATIC-LEAK,173,1012,000110000022
WO-2110138,ASSET-00025,Preventive,,0,,000110000022
WO-2110139,ASSET-00025,Preventive,,0,,000110000022
WO-2110140,ASSET-00025,Preventive,,0,,000110000022
WO-2110141,ASSET-00025,Corrective,MOTOR-BURNOUT,110,1933,000110000022
WO-2110142,ASSET-00025,Corrective,SENSOR-FAULT,142,1610,000110000022
WO-2110143,ASSET-00026,Corrective,MOTOR-BURNOUT,171,609,000110000023
WO-2110144,ASSET-00027,Corrective,MOTOR-BURNOUT,207,302,000110000024
WO-2110145,ASSET-00027,Corrective,CALIBRATION-DRIFT,229,1969,000110000024
WO-2110146,ASSET-00027,Corrective,SENSOR-FAULT,51,1892,000110000024
WO-2110147,ASSET-00027,Preventive,,0,,000110000024
WO-2110148,ASSET-00027,Preventive,,0,,000110000024
WO-2110149,ASSET-00027,Preventive,,0,,000110000024
WO-2110150,ASSET-00028,Preventive,,0,,000110000025
WO-2110151,ASSET-00028,Preventive,,0,,000110000025
WO-2110152,ASSET-00028,Preventive,,0,,000110000025
WO-2110153,ASSET-00028,Emergency,HYDRAULIC-LEAK,148,1150,000110000025
WO-2110154,ASSET-00029,Corrective,MOTOR-BURNOUT,119,1140,000110000026
WO-2110155,ASSET-00029,Preventive,,0,,000110000026
WO-2110156,ASSET-00029,Preventive,,0,,000110000026
WO-2110157,ASSET-00029,Corrective,SENSOR-FAULT,228,1138,000110000026
WO-2110158,ASSET-00030,Emergency,SENSOR-FAULT,87,423,000110000027
WO-2110159,ASSET-00030,Preventive,,0,,000110000027
WO-2110160,ASSET-00030,Preventive,,0,,000110000027
WO-2110161,ASSET-00030,Preventive,,0,,000110000027
WO-2110162,ASSET-00030,Corrective,SENSOR-FAULT,219,434,000110000027
WO-2110163,ASSET-00030,Preventive,,0,,000110000027
WO-2110164,ASSET-00031,Preventive,,0,,000110000028
WO-2110165,ASSET-00031,Corrective,PNEUMATIC-LEAK,203,938,000110000028
WO-2110166,ASSET-00032,Preventive,,0,,000110000029
WO-2110167,ASSET-00032,Preventive,,0,,000110000029
WO-2110168,ASSET-00032,Emergency,SENSOR-FAULT,320,264,000110000029
WO-2110169,ASSET-00032,Preventive,,0,,000110000029
WO-2110170,ASSET-00032,Preventive,,0,,000110000029
WO-2110171,ASSET-00033,Preventive,,0,,000110000030
WO-2110172,ASSET-00033,Corrective,PNEUMATIC-LEAK,230,813,000110000030
WO-2110173,ASSET-00033,Corrective,HYDRAULIC-LEAK,207,358,000110000030
WO-2110174,ASSET-00033,Emergency,SPINDLE-SEIZURE,117,688,000110000030
WO-2110175,ASSET-00033,Preventive,,0,,000110000030
WO-2110176,ASSET-00033,Corrective,PNEUMATIC-LEAK,57,1303,000110000030
WO-2110177,ASSET-00033,Corrective,MOTOR-BURNOUT,122,1794,000110000030
WO-2110178,ASSET-00034,Preventive,,0,,000110000031
WO-2110179,ASSET-00034,Preventive,,0,,000110000031
WO-2110180,ASSET-00034,Corrective,HYDRAULIC-LEAK,106,463,000110000031
WO-2110181,ASSET-00034,Corrective,BELT-FAILURE,178,463,000110000031
WO-2110182,ASSET-00034,Preventive,,0,,000110000031
WO-2110183,ASSET-00035,Corrective,PNEUMATIC-LEAK,131,1641,000110000032
WO-2110184,ASSET-00035,Preventive,,0,,000110000032
WO-2110185,ASSET-00035,Preventive,,0,,000110000032
WO-2110186,ASSET-00035,Emergency,BELT-FAILURE,255,684,000110000032
WO-2110187,ASSET-00035,Preventive,,0,,000110000032
WO-2110188,ASSET-00035,Corrective,BELT-FAILURE,115,878,000110000032
WO-2110189,ASSET-00035,Corrective,DIE-WEAR,147,1436,000110000032
WO-2110190,ASSET-00035,Preventive,,0,,000110000032
WO-2110191,ASSET-00036,Emergency,SPINDLE-SEIZURE,456,544,000110000033
WO-2110192,ASSET-00036,Corrective,BEARING-FAILURE,30,412,000110000033
WO-2110193,ASSET-00036,Corrective,HYDRAULIC-LEAK,215,1909,000110000033
WO-2110194,ASSET-00036,Preventive,,0,,000110000033
WO-2110195,ASSET-00036,Corrective,MOTOR-BURNOUT,194,680,000110000033
WO-2110196,ASSET-00036,Preventive,,0,,000110000033
WO-2110197,ASSET-00036,Preventive,,0,,000110000033
WO-2110198,ASSET-00037,Corrective,SENSOR-FAULT,192,1143,000110000034
WO-2110199,ASSET-00037,Preventive,,0,,000110000034
WO-2110200,ASSET-00037,Corrective,HYDRAULIC-LEAK,85,387,000110000034
WO-2110201,ASSET-00037,Preventive,,0,,000110000034
WO-2110202,ASSET-00037,Corrective,CONTROLLER-FAULT,220,247,000110000034
WO-2110203,ASSET-00038,Preventive,,0,,000110000035
WO-2110204,ASSET-00038,Preventive,,0,,000110000035
WO-2110205,ASSET-00038,Corrective,SPINDLE-SEIZURE,168,1495,000110000035
WO-2110206,ASSET-00038,Corrective,BEARING-FAILURE,161,387,000110000035
WO-2110207,ASSET-00038,Corrective,DIE-WEAR,180,1684,000110000035
WO-2110208,ASSET-00038,Preventive,,0,,000110000035
WO-2110209,ASSET-00038,Corrective,HYDRAULIC-LEAK,53,908,000110000035
WO-2110210,ASSET-00038,Corrective,HYDRAULIC-LEAK,148,1349,000110000035
WO-2110211,ASSET-00039,Preventive,,0,,000110000036
WO-2110212,ASSET-00039,Corrective,CALIBRATION-DRIFT,49,441,000110000036
WO-2110213,ASSET-00039,Preventive,,0,,000110000036
WO-2110214,ASSET-00040,Corrective,BEARING-FAILURE,178,643,000110000037
WO-2110215,ASSET-00040,Corrective,DIE-WEAR,71,1429,000110000037
WO-2110216,ASSET-00040,Preventive,,0,,000110000037
WO-2110217,ASSET-00040,Preventive,,0,,000110000037
WO-2110218,ASSET-00041,Corrective,SENSOR-FAULT,106,1856,000110000038
WO-2110219,ASSET-00042,Preventive,,0,,000110000039
WO-2110220,ASSET-00042,Corrective,CALIBRATION-DRIFT,115,1849,000110000039
WO-2110221,ASSET-00042,Preventive,,0,,000110000039
WO-2110222,ASSET-00042,Preventive,,0,,000110000039
WO-2110223,ASSET-00042,Corrective,BEARING-FAILURE,181,1145,000110000039
WO-2110224,ASSET-00042,Corrective,BEARING-FAILURE,44,931,000110000039
WO-2110225,ASSET-00042,Preventive,,0,,000110000039
WO-2110226,ASSET-00042,Preventive,,0,,000110000039
WO-2110227,ASSET-00043,Preventive,,0,,000110000040
WO-2110228,ASSET-00043,Preventive,,0,,000110000040
WO-2110229,ASSET-00044,Corrective,CONTROLLER-FAULT,204,1853,000110000041
WO-2110230,ASSET-00044,Preventive,,0,,000110000041
WO-2110231,ASSET-00044,Preventive,,0,,000110000041
WO-2110232,ASSET-00044,Emergency,CONTROLLER-FAULT,69,668,000110000041
WO-2110233,ASSET-00044,Preventive,,0,,000110000041
WO-2110234,ASSET-00044,Preventive,,0,,000110000041
WO-2110235,ASSET-00045,Corrective,BEARING-FAILURE,184,444,000110000042
WO-2110236,ASSET-00045,Corrective,DIE-WEAR,68,735,000110000042
WO-2110237,ASSET-00045,Preventive,,0,,000110000042
WO-2110238,ASSET-00045,Emergency,DIE-WEAR,494,1899,000110000042
WO-2110239,ASSET-00046,Preventive,,0,,000110000043
WO-2110240,ASSET-00046,Preventive,,0,,000110000043
WO-2110241,ASSET-00046,Corrective,MOTOR-BURNOUT,191,1513,000110000043
WO-2110242,ASSET-00046,Preventive,,0,,000110000043
WO-2110243,ASSET-00046,Preventive,,0,,000110000043
WO-2110244,ASSET-00046,Emergency,DIE-WEAR,422,211,000110000043
WO-2110245,ASSET-00046,Preventive,,0,,000110000043
WO-2110246,ASSET-00046,Corrective,BELT-FAILURE,30,1346,000110000043
WO-2110247,ASSET-00047,Preventive,,0,,000110000044
WO-2110248,ASSET-00047,Preventive,,0,,000110000044
WO-2110249,ASSET-00047,Corrective,PNEUMATIC-LEAK,233,1981,000110000044
WO-2110250,ASSET-00047,Corrective,HYDRAULIC-LEAK,151,1280,000110000044
WO-2110251,ASSET-00047,Preventive,,0,,000110000044
WO-2110252,ASSET-00047,Preventive,,0,,000110000044
WO-2110253,ASSET-00047,Preventive,,0,,000110000044
WO-2110254,ASSET-00048,Preventive,,0,,000110000045
WO-2110255,ASSET-00048,Preventive,,0,,000110000045
WO-2110256,ASSET-00048,Preventive,,0,,000110000045
WO-2110257,ASSET-00049,Corrective,BEARING-FAILURE,192,1571,000110000046
WO-2110258,ASSET-00049,Emergency,BELT-FAILURE,218,402,000110000046
WO-2110259,ASSET-00049,Corrective,SENSOR-FAULT,215,762,000110000046
WO-2110260,ASSET-00049,Preventive,,0,,000110000046
WO-2110261,ASSET-00050,Emergency,DIE-WEAR,588,1197,000110000047
WO-2110262,ASSET-00050,Preventive,,0,,000110000047
WO-2110263,ASSET-00050,Preventive,,0,,000110000047
WO-2110264,ASSET-00050,Preventive,,0,,000110000047
WO-2110265,ASSET-00050,Emergency,BEARING-FAILURE,501,1753,000110000047
WO-2110266,ASSET-00051,Emergency,BEARING-FAILURE,474,1320,000110000048
WO-2110267,ASSET-00051,Preventive,,0,,000110000048
WO-2110268,ASSET-00051,Corrective,BEARING-FAILURE,229,1154,000110000048
WO-2110269,ASSET-00051,Corrective,BELT-FAILURE,98,846,000110000048
WO-2110270,ASSET-00052,Preventive,,0,,000110000049
WO-2110271,ASSET-00052,Preventive,,0,,000110000049
WO-2110272,ASSET-00052,Corrective,CALIBRATION-DRIFT,163,1597,000110000049
WO-2110273,ASSET-00052,Corrective,BEARING-FAILURE,100,679,000110000049
WO-2110274,ASSET-00052,Preventive,,0,,000110000049
WO-2110275,ASSET-00052,Corrective,DIE-WEAR,160,1340,000110000049
WO-2110276,ASSET-00052,Corrective,DIE-WEAR,34,1701,000110000049
WO-2110277,ASSET-00052,Preventive,,0,,000110000049
WO-2110278,ASSET-00053,Preventive,,0,,000110000050
WO-2110279,ASSET-00053,Preventive,,0,,000110000050
WO-2110280,ASSET-00054,Preventive,,0,,000110000051
WO-2110281,ASSET-00054,Preventive,,0,,000110000051
WO-2110282,ASSET-00054,Preventive,,0,,000110000051
WO-2110283,ASSET-00054,Corrective,BEARING-FAILURE,207,828,000110000051
WO-2110284,ASSET-00054,Preventive,,0,,000110000051
WO-2110285,ASSET-00054,Corrective,CALIBRATION-DRIFT,117,1788,000110000051
WO-2110286,ASSET-00055,Preventive,,0,,000110000052
WO-2110287,ASSET-00055,Preventive,,0,,000110000052
WO-2110288,ASSET-00055,Emergency,MOTOR-BURNOUT,189,1912,000110000052
WO-2110289,ASSET-00055,Corrective,SENSOR-FAULT,100,745,000110000052
WO-2110290,ASSET-00055,Corrective,DIE-WEAR,92,1477,000110000052
WO-2110291,ASSET-00055,Preventive,,0,,000110000052
WO-2110292,ASSET-00055,Preventive,,0,,000110000052
WO-2110293,ASSET-00055,Preventive,,0,,000110000052
WO-2110294,ASSET-00056,Corrective,DIE-WEAR,118,1472,000110000053
WO-2110295,ASSET-00056,Preventive,,0,,000110000053
WO-2110296,ASSET-00056,Preventive,,0,,000110000053
WO-2110297,ASSET-00056,Emergency,MOTOR-BURNOUT,277,956,000110000053
WO-2110298,ASSET-00056,Corrective,DIE-WEAR,171,854,000110000053
WO-2110299,ASSET-00056,Preventive,,0,,000110000053
WO-2110300,ASSET-00057,Emergency,BEARING-FAILURE,214,938,000110000054
WO-2110301,ASSET-00057,Corrective,MOTOR-BURNOUT,93,450,000110000054
WO-2110302,ASSET-00057,Corrective,MOTOR-BURNOUT,171,755,000110000054
WO-2110303,ASSET-00057,Preventive,,0,,000110000054
WO-2110304,ASSET-00057,Preventive,,0,,000110000054
WO-2110305,ASSET-00057,Emergency,SPINDLE-SEIZURE,362,1741,000110000054
WO-2110306,ASSET-00058,Corrective,CALIBRATION-DRIFT,219,1138,000110000055
WO-2110307,ASSET-00058,Emergency,BEARING-FAILURE,430,979,000110000055
WO-2110308,ASSET-00058,Preventive,,0,,000110000055
WO-2110309,ASSET-00058,Corrective,SPINDLE-SEIZURE,157,1394,000110000055
WO-2110310,ASSET-00058,Preventive,,0,,000110000055
WO-2110311,ASSET-00059,Preventive,,0,,000110000056
WO-2110312,ASSET-00059,Preventive,,0,,000110000056
WO-2110313,ASSET-00059,Preventive,,0,,000110000056
WO-2110314,ASSET-00059,Preventive,,0,,000110000056
WO-2110315,ASSET-00059,Preventive,,0,,000110000056
WO-2110316,ASSET-00059,Preventive,,0,,000110000056
WO-2110317,ASSET-00059,Corrective,BEARING-FAILURE,216,518,000110000056
WO-2110318,ASSET-00059,Preventive,,0,,000110000056
WO-2110319,ASSET-00060,Preventive,,0,,000110000057
WO-2110320,ASSET-00060,Corrective,DIE-WEAR,138,1093,000110000057
WO-2110321,ASSET-00060,Preventive,,0,,000110000057
WO-2110322,ASSET-00060,Corrective,SPINDLE-SEIZURE,107,1662,000110000057
WO-2110323,ASSET-00061,Emergency,HYDRAULIC-LEAK,160,532,000110000058
WO-2110324,ASSET-00061,Preventive,,0,,000110000058
WO-2110325,ASSET-00061,Preventive,,0,,000110000058
WO-2110326,ASSET-00061,Preventive,,0,,000110000058
WO-2110327,ASSET-00061,Preventive,,0,,000110000058
WO-2110328,ASSET-00062,Corrective,BEARING-FAILURE,150,354,000110000059
WO-2110329,ASSET-00062,Emergency,SENSOR-FAULT,198,1900,000110000059
WO-2110330,ASSET-00062,Corrective,BEARING-FAILURE,50,368,000110000059
WO-2110331,ASSET-00063,Corrective,BEARING-FAILURE,70,1314,000110000060
WO-2110332,ASSET-00063,Preventive,,0,,000110000060
WO-2110333,ASSET-00063,Corrective,SENSOR-FAULT,74,904,000110000060
WO-2110334,ASSET-00063,Preventive,,0,,000110000060
WO-2110335,ASSET-00064,Preventive,,0,,000110000061
WO-2110336,ASSET-00064,Corrective,HYDRAULIC-LEAK,121,1733,000110000061
WO-2110337,ASSET-00064,Corrective,SENSOR-FAULT,225,1616,000110000061
WO-2110338,ASSET-00064,Preventive,,0,,000110000061
WO-2110339,ASSET-00065,Emergency,SENSOR-FAULT,316,1071,000110000062
WO-2110340,ASSET-00065,Preventive,,0,,000110000062
WO-2110341,ASSET-00065,Emergency,HYDRAULIC-LEAK,441,897,000110000062
WO-2110342,ASSET-00065,Preventive,,0,,000110000062
WO-2110343,ASSET-00065,Preventive,,0,,000110000062
WO-2110344,ASSET-00065,Preventive,,0,,000110000062
WO-2110345,ASSET-00065,Corrective,HYDRAULIC-LEAK,177,1297,000110000062
WO-2110346,ASSET-00065,Preventive,,0,,000110000062
WO-2110347,ASSET-00066,Preventive,,0,,000110000063
WO-2110348,ASSET-00066,Emergency,CONTROLLER-FAULT,537,1851,000110000063
WO-2110349,ASSET-00066,Corrective,BEARING-FAILURE,184,1752,000110000063
WO-2110350,ASSET-00066,Corrective,SPINDLE-SEIZURE,124,813,000110000063
WO-2110351,ASSET-00066,Preventive,,0,,000110000063
WO-2110352,ASSET-00066,Preventive,,0,,000110000063
WO-2110353,ASSET-00066,Preventive,,0,,000110000063
WO-2110354,ASSET-00067,Corrective,BELT-FAILURE,166,1644,000110000064
WO-2110355,ASSET-00067,Emergency,DIE-WEAR,427,1302,000110000064
WO-2110356,ASSET-00067,Preventive,,0,,000110000064
WO-2110357,ASSET-00067,Preventive,,0,,000110000064
WO-2110358,ASSET-00067,Preventive,,0,,000110000064
WO-2110359,ASSET-00068,Preventive,,0,,000110000065
WO-2110360,ASSET-00068,Preventive,,0,,000110000065
WO-2110361,ASSET-00068,Corrective,PNEUMATIC-LEAK,183,796,000110000065
WO-2110362,ASSET-00068,Preventive,,0,,000110000065
WO-2110363,ASSET-00069,Preventive,,0,,000110000066
WO-2110364,ASSET-00069,Emergency,SENSOR-FAULT,362,1160,000110000066
WO-2110365,ASSET-00069,Corrective,SPINDLE-SEIZURE,145,844,000110000066
WO-2110366,ASSET-00069,Emergency,PNEUMATIC-LEAK,82,865,000110000066
WO-2110367,ASSET-00069,Preventive,,0,,000110000066
WO-2110368,ASSET-00069,Preventive,,0,,000110000066
WO-2110369,ASSET-00070,Preventive,,0,,000110000068
WO-2110370,ASSET-00070,Preventive,,0,,000110000068
WO-2110371,ASSET-00070,Preventive,,0,,000110000068
WO-2110372,ASSET-00070,Preventive,,0,,000110000068
WO-2110373,ASSET-00070,Corrective,PNEUMATIC-LEAK,76,378,000110000068
WO-2110374,ASSET-00070,Preventive,,0,,000110000068
WO-2110375,ASSET-00070,Corrective,SENSOR-FAULT,165,1829,000110000068
WO-2110376,ASSET-00071,Preventive,,0,,000110000069
WO-2110377,ASSET-00071,Corrective,MOTOR-BURNOUT,83,607,000110000069
WO-2110378,ASSET-00071,Corrective,SPINDLE-SEIZURE,190,1578,000110000069
WO-2110379,ASSET-00071,Preventive,,0,,000110000069
WO-2110380,ASSET-00072,Corrective,DIE-WEAR,184,1836,000110000070
WO-2110381,ASSET-00072,Preventive,,0,,000110000070
WO-2110382,ASSET-00072,Corrective,CONTROLLER-FAULT,80,790,000110000070
WO-2110383,ASSET-00072,Preventive,,0,,000110000070
WO-2110384,ASSET-00072,Emergency,SENSOR-FAULT,296,891,000110000070
WO-2110385,ASSET-00073,Preventive,,0,,000110000071
WO-2110386,ASSET-00073,Corrective,DIE-WEAR,115,280,000110000071
WO-2110387,ASSET-00073,Preventive,,0,,000110000071
WO-2110388,ASSET-00073,Corrective,SENSOR-FAULT,89,842,000110000071
WO-2110389,ASSET-00073,Preventive,,0,,000110000071
WO-2110390,ASSET-00073,Preventive,,0,,000110000071
WO-2110391,ASSET-00074,Preventive,,0,,000110000072
WO-2110392,ASSET-00074,Corrective,DIE-WEAR,77,1565,000110000072
WO-2110393,ASSET-00074,Preventive,,0,,000110000072
WO-2110394,ASSET-00074,Preventive,,0,,000110000072
WO-2110395,ASSET-00075,Emergency,DIE-WEAR,166,205,000110000073
WO-2110396,ASSET-00075,Corrective,PNEUMATIC-LEAK,78,1866,000110000073
WO-2110397,ASSET-00075,Preventive,,0,,000110000073
WO-2110398,ASSET-00075,Preventive,,0,,000110000073
WO-2110399,ASSET-00075,Preventive,,0,,000110000073
WO-2110400,ASSET-00076,Preventive,,0,,000110000074
WO-2110401,ASSET-00076,Corrective,CALIBRATION-DRIFT,185,1005,000110000074
WO-2110402,ASSET-00076,Preventive,,0,,000110000074
WO-2110403,ASSET-00076,Preventive,,0,,000110000074
WO-2110404,ASSET-00076,Corrective,BEARING-FAILURE,236,578,000110000074
