Werk,Anlagennummer,Anlagenbezeichnung,Kostenstelle,Anschaffungswert,Hersteller
P1100,000110000079,Riveting Station,CC-4295,43127.14,ABB ROBOTICS
P1100,000110000080,Palletizing Robot,CC-4296,172028.99,AIDA Engineering
P1100,000110000081,Paint Application Robot,CC-4297,312314.70,KUKA AG
P1100,000110000082,Conveyor System,CC-4294,77720.89,KUKA
P1100,000110000083,Hydraulic Press,CC-4295,363449.13,Lincoln Electric
P1100,000110000084,Hydraulic Press,CC-4296,164264.30,KUKA AG
P1100,000110000085,Injection Molding Machine,CC-4295,254686.12,ABB Robotics
P1100,000110000086,Paint Application Robot,CC-4297,207735.63,AIDA
P1100,000110000087,CNC Machining Center,CC-4295,349670.64,KUKA AG
P1100,000110000088,Coil Winding Machine,CC-4296,97848.24,Mazak
P1100,000110000089,Riveting Station,CC-4296,61124.46,bosch rexroth
P1100,000110000090,Riveting Station,CC-4295,26717.37,DMG MORI
P1100,000110000091,,CC-4297,89107.00,ABB Robotics
P1100,000110000092,Induction Heating Unit,CC-4294,69188.21,FANUC Corporation
P1100,000110000093,Final Functional Test Bench,CC-4294,112117.38,KUKA AG
P1100,000110000094,Stamping Press,CC-4297,453682.71,AIDA Engineering
P1100,000110000095,CNC Machining Center,CC-4294,373313.07,YASKAWA MOTOMAN
P1100,000110000096,Adhesive Dispensing Unit,CC-4294,50677.22,KUKA AG
P1100,000110000097,Riveting Station,CC-4294,35183.68,AIDA
P1100,000110000098,,CC-4294,123661.25,KUKA
P1100,000110000099,Paint Application Robot,CC-4297,191802.60,Abb Robotics
P1100,000110000100,Screw Fastening Station,CC-4295,31124.36,KUKA AG
P1100,000110000101,,CC-4295,26008.80,Siemens Ag
P1100,000110000102,Overhead Gantry Loader,CC-4295,100184.78,KUKA AG
P1100,000110000103,Battery Pack Assembly Cell,CC-4295,443243.77,FANUC
P1100,000110000104,Final Functional Test Bench,CC-4296,142919.54,ABB
P1100,000110000105,Vision Inspection Station,CC-4297,44972.21,Lincoln Electric
P1100,000110000106,,CC-4297,19337.79,Mazak Corporation
P1100,000110000107,Palletizing Robot,CC-4296,129327.75,FANUC Corporation
P1100,000110000108,Adhesive Dispensing Unit,CC-4295,67971.00,Mazak Corporation
P1100,000110000109,Screw Fastening Station,CC-4295,35440.91,Atlas Copco
P1100,000110000110,Paint Application Robot,CC-4297,182503.05,Carl Zeiss Industrial Metrology
P1100,000110000111,Vision Inspection Station,CC-4297,38977.20,Fives Group
P1100,000110000112,Laser Welding Cell,CC-4296,289042.62,Dematic
P1100,000110000113,Ultrasonic Welding Station,,39153.73,Haas Automation
P1100,000110000114,Riveting Station,CC-4296,58175.68,Fives Group
P1100,000110000115,Coil Winding Machine,CC-4297,93971.38,Miller Electric
P1100,000110000116,Coil Winding Machine,CC-4295,177897.94,Miller Electric
P1100,000110000117,Wheel Alignment Rig,CC-4297,83079.41,Lincoln Electric
P1100,000110000118,Induction Heating Unit,,68309.82,Schuler Group
P1100,000110000119,Final Functional Test Bench,CC-4295,86124.34,KUKA AG
P1100,000110000120,Adhesive Dispensing Unit,CC-4297,55058.52,ABB Robotics
P1100,000110000121,Laser Welding Cell,CC-4297,391506.45,Miller Electric
P1100,000110000122,Overhead Gantry Loader,CC-4294,101779.88,Bosch Rexroth
P1100,000110000123,Leak Test Station,CC-4297,52873.69,AIDA Engineering
P1100,000110000124,Riveting Station,CC-4297,59268.25,kuka ag
P1100,000110000125,,CC-4296,154822.72,Mazak Corporation
P1100,000110000126,Screw Fastening Station,CC-4295,20428.19,Mazak Corporation
P1100,000110000127,Dimensional Measurement Arm,CC-4294,77451.31,Eisenmann SE
P1100,000110000128,Final Functional Test Bench,CC-4297,162864.43,ABB Robotics
P1100,000110000129,Conveyor System,CC-4297,87991.60,Miller Electric
P1100,000110000130,Laser Welding Cell,CC-4297,219474.76,Fanuc Corporation
P1100,000110000131,Battery Pack Assembly Cell,CC-4294,239785.59,KUKA AG
P1100,000110000132,Vision Inspection Station,CC-4295,54321.35,KUKA AG
P1100,000110000133,Assembly Torque Wrench Station,CC-4296,30290.93,mazak corporation
P1100,000110000134,,CC-4296,1045745.91,FANUC Corporation
P1100,000110000135,Injection Molding Machine,CC-4297,150057.91,Yaskawa
