OrderRef,EquipID,Type,DowntimeMinutes,MTBFHours,LinkedAssetRef
WO-2040038,ASSET-00009,Preventive,0,,000040000009
WO-2040039,ASSET-00009,Corrective,232,1299,000040000009
WO-2040040,ASSET-00010,Preventive,0,,000040000010
WO-2040041,ASSET-00010,Corrective,159,1419,000040000010
WO-2040042,ASSET-00011,Corrective,130,1055,000040000011
WO-2040043,ASSET-00011,Preventive,0,,000040000011
WO-2040044,ASSET-00011,Preventive,0,,000040000011
WO-2040045,ASSET-00011,Preventive,0,,000040000011
WO-2040046,ASSET-00011,Corrective,73,530,000040000011
WO-2040047,ASSET-00011,Corrective,107,904,000040000011
WO-2040048,ASSET-00011,Preventive,0,,000040000011
WO-2040049,ASSET-00011,Corrective,173,1603,000040000011
WO-2040050,ASSET-00012,Preventive,0,,000040000012
WO-2040051,ASSET-00012,Emergency,376,892,000040000012
WO-2040052,ASSET-00012,Corrective,212,1286,000040000012
WO-2040053,ASSET-00012,Preventive,0,,000040000012
WO-2040054,ASSET-00012,Emergency,525,858,000040000012
WO-2040055,ASSET-00012,Preventive,0,,000040000012
WO-2040056,ASSET-00013,Preventive,0,,000040000013
WO-2040057,ASSET-00013,Preventive,0,,000040000013
WO-2040058,ASSET-00013,Emergency,509,598,000040000013
WO-2040059,ASSET-00014,Corrective,217,1911,000040000014
WO-2040060,ASSET-00014,Preventive,0,,000040000014
WO-2040061,ASSET-00014,Emergency,131,697,000040000014
WO-2040062,ASSET-00014,Preventive,0,,000040000014
WO-2040063,ASSET-00014,Corrective,81,973,000040000014
WO-2040064,ASSET-00014,Preventive,0,,000040000014
WO-2040065,ASSET-00014,Emergency,250,1485,000040000014
WO-2040066,ASSET-00014,Preventive,0,,000040000014
WO-2040067,ASSET-00015,Preventive,0,,000040000015
WO-2040068,ASSET-00015,Corrective,211,516,000040000015
WO-2040069,ASSET-00016,Preventive,0,,000040000016
WO-2040070,ASSET-00016,Preventive,0,,000040000016
WO-2040071,ASSET-00016,Emergency,113,424,000040000016
WO-2040072,ASSET-00016,Preventive,0,,000040000016
WO-2040073,ASSET-00017,Preventive,0,,000040000017
WO-2040074,ASSET-00017,Preventive,0,,000040000017
WO-2040075,ASSET-00017,Preventive,0,,000040000017
WO-2040076,ASSET-00017,Preventive,0,,000040000017
WO-2040077,ASSET-00017,Preventive,0,,000040000017
WO-2040078,ASSET-00017,Emergency,96,704,000040000017
WO-2040079,ASSET-00017,Corrective,129,1495,000040000017
WO-2040080,ASSET-00017,Preventive,0,,000040000017
WO-2040081,ASSET-00018,Emergency,528,1049,000040000019
WO-2040082,ASSET-00018,Preventive,0,,000040000019
WO-2040083,ASSET-00018,Emergency,179,497,000040000019
WO-2040084,ASSET-00018,Preventive,0,,000040000019
WO-2040085,ASSET-00018,Corrective,202,597,000040000019
WO-2040086,ASSET-00019,Preventive,0,,
WO-2040087,ASSET-00019,Preventive,0,,
WO-2040088,ASSET-00019,Preventive,0,,
WO-2040089,ASSET-00019,Corrective,39,1244,
WO-2040090,ASSET-00019,Corrective,210,1603,
WO-2040091,ASSET-00019,Preventive,0,,
WO-2040092,ASSET-00019,Preventive,0,,
WO-2040093,ASSET-00020,Corrective,103,1879,000040000020
WO-2040094,ASSET-00020,Corrective,240,976,000040000020
WO-2040095,ASSET-00020,Corrective,132,1501,000040000020
WO-2040096,ASSET-00020,Preventive,0,,000040000020
WO-2040097,ASSET-00021,Emergency,514,1624,000040000021
WO-2040098,ASSET-00021,Emergency,324,1689,000040000021
WO-2040099,ASSET-00021,Preventive,0,,000040000021
WO-2040100,ASSET-00021,Corrective,73,1915,000040000021
WO-2040101,ASSET-00021,Corrective,159,424,000040000021
WO-2040102,ASSET-00021,Preventive,0,,000040000021
WO-2040103,ASSET-00021,Preventive,0,,000040000021
WO-2040104,ASSET-00021,Preventive,0,,000040000021
WO-2040105,ASSET-00022,Preventive,0,,000040000022
WO-2040106,ASSET-00022,Preventive,0,,000040000022
WO-2040107,ASSET-00022,Preventive,0,,000040000022
WO-2040108,ASSET-00022,Preventive,0,,000040000022
WO-2040109,ASSET-00022,Preventive,0,,000040000022
WO-2040110,ASSET-00022,Preventive,0,,000040000022
WO-2040111,ASSET-00022,Corrective,166,448,000040000022
WO-2040112,ASSET-00022,Preventive,0,,000040000022
WO-2040113,ASSET-00023,Preventive,0,,000040000023
WO-2040114,ASSET-00023,Preventive,0,,000040000023
WO-2040115,ASSET-00023,Preventive,0,,000040000023
WO-2040116,ASSET-00023,Preventive,0,,000040000023
WO-2040117,ASSET-00023,Preventive,0,,000040000023
WO-2040118,ASSET-00023,Corrective,63,763,000040000023
WO-2040119,ASSET-00024,Corrective,173,1982,000040000024
WO-2040120,ASSET-00024,Preventive,0,,000040000024
WO-2040121,ASSET-00024,Preventive,0,,000040000024
WO-2040122,ASSET-00024,Emergency,168,415,000040000024
WO-2040123,ASSET-00024,Preventive,0,,000040000024
WO-2040124,ASSET-00024,Corrective,150,1635,000040000024
WO-2040125,ASSET-00024,Preventive,0,,000040000024
WO-2040126,ASSET-00025,Preventive,0,,
WO-2040127,ASSET-00025,Preventive,0,,
WO-2040128,ASSET-00025,Corrective,127,1038,
WO-2040129,ASSET-00025,Corrective,235,1391,
WO-2040130,ASSET-00025,Preventive,0,,
WO-2040131,ASSET-00025,Preventive,0,,
WO-2040132,ASSET-00025,Corrective,70,841,
WO-2040133,ASSET-00025,Corrective,58,778,
WO-2040134,ASSET-00025,Preventive,0,,
WO-2040135,ASSET-00026,Preventive,0,,000040000025
WO-2040136,ASSET-00026,Preventive,0,,000040000025
WO-2040137,ASSET-00026,Corrective,224,797,000040000025
WO-2040138,ASSET-00026,Corrective,187,1254,000040000025
WO-2040139,ASSET-00027,Emergency,477,863,000040000026
WO-2040140,ASSET-00027,Preventive,0,,000040000026
WO-2040141,ASSET-00027,Emergency,439,1171,000040000026
WO-2040142,ASSET-00027,Corrective,105,1400,000040000026
WO-2040143,ASSET-00027,Emergency,354,554,000040000026
WO-2040144,ASSET-00027,Preventive,0,,000040000026
WO-2040145,ASSET-00027,Emergency,530,1976,000040000026
WO-2040146,ASSET-00027,Preventive,0,,000040000026
WO-2040147,ASSET-00028,Preventive,0,,000040000027
WO-2040148,ASSET-00028,Emergency,129,530,000040000027
WO-2040149,ASSET-00029,Preventive,0,,000040000028
WO-2040150,ASSET-00029,Corrective,184,1345,000040000028
WO-2040151,ASSET-00029,Preventive,0,,000040000028
WO-2040152,ASSET-00029,Preventive,0,,000040000028
WO-2040153,ASSET-00029,Preventive,0,,000040000028
WO-2040154,ASSET-00029,Preventive,0,,000040000028
WO-2040155,ASSET-00029,Preventive,0,,000040000028
WO-2040156,ASSET-00029,Preventive,0,,000040000028
WO-2040157,ASSET-00030,Corrective,86,1152,000040000029
WO-2040158,ASSET-00030,Corrective,111,282,000040000029
WO-2040159,ASSET-00030,Preventive,0,,000040000029
WO-2040160,ASSET-00030,Corrective,200,390,000040000029
WO-2040161,ASSET-00030,Corrective,80,1549,000040000029
WO-2040162,ASSET-00030,Preventive,0,,000040000029
WO-2040163,ASSET-00030,Preventive,0,,000040000029
WO-2040164,ASSET-00031,Corrective,138,1123,000040000030
WO-2040165,ASSET-00031,Preventive,0,,000040000030
WO-2040166,ASSET-00031,Corrective,193,1073,000040000030
WO-2040167,ASSET-00031,Corrective,60,1467,000040000030
WO-2040168,ASSET-00032,Preventive,0,,000040000031
WO-2040169,ASSET-00032,Preventive,0,,000040000031
WO-2040170,ASSET-00032,Corrective,110,1605,000040000031
WO-2040171,ASSET-00033,Preventive,0,,
WO-2040172,ASSET-00033,Corrective,156,1850,
WO-2040173,ASSET-00034,Preventive,0,,000040000032
WO-2040174,ASSET-00034,Preventive,0,,000040000032
WO-2040175,ASSET-00034,Emergency,442,1639,000040000032
WO-2040176,ASSET-00035,Preventive,0,,000040000033
WO-2040177,ASSET-00035,Preventive,0,,000040000033
WO-2040178,ASSET-00035,Corrective,224,879,000040000033
WO-2040179,ASSET-00035,Preventive,0,,000040000033
WO-2040180,ASSET-00035,Corrective,48,1778,000040000033
WO-2040181,ASSET-00035,Preventive,0,,000040000033
WO-2040182,ASSET-00035,Corrective,172,583,000040000033
WO-2040183,ASSET-00036,Preventive,0,,000040000034
WO-2040184,ASSET-00036,Preventive,0,,000040000034
WO-2040185,ASSET-00037,Preventive,0,,000040000035
WO-2040186,ASSET-00037,Corrective,86,863,000040000035
WO-2040187,ASSET-00037,Corrective,33,1129,000040000035
WO-2040188,ASSET-00037,Corrective,80,1751,000040000035
WO-2040189,ASSET-00038,Preventive,0,,000040000036
WO-2040190,ASSET-00038,Preventive,0,,000040000036
WO-2040191,ASSET-00038,Preventive,0,,000040000036
WO-2040192,ASSET-00039,Preventive,0,,000040000037
WO-2040193,ASSET-00039,Corrective,88,818,000040000037
WO-2040194,ASSET-00039,Corrective,142,357,000040000037
WO-2040195,ASSET-00039,Preventive,0,,000040000037
WO-2040196,ASSET-00039,Corrective,222,948,000040000037
WO-2040197,ASSET-00040,Preventive,0,,000040000038
WO-2040198,ASSET-00040,Corrective,191,893,000040000038
WO-2040199,ASSET-00040,Preventive,0,,000040000038
WO-2040200,ASSET-00040,Preventive,0,,000040000038
WO-2040201,ASSET-00040,Corrective,62,1112,000040000038
WO-2040202,ASSET-00040,Corrective,43,1942,000040000038
WO-2040203,ASSET-00041,Preventive,0,,000040000039
WO-2040204,ASSET-00041,Corrective,105,1682,000040000039
WO-2040205,ASSET-00041,Preventive,0,,000040000039
WO-2040206,ASSET-00041,Preventive,0,,000040000039
WO-2040207,ASSET-00041,Corrective,59,1382,000040000039
WO-2040208,ASSET-00041,Preventive,0,,000040000039
WO-2040209,ASSET-00042,Preventive,0,,000040000040
WO-2040210,ASSET-00042,Preventive,0,,000040000040
WO-2040211,ASSET-00042,Corrective,191,1825,000040000040
WO-2040212,ASSET-00042,Preventive,0,,000040000040
WO-2040213,ASSET-00043,Corrective,159,1119,000040000041
WO-2040214,ASSET-00043,Corrective,78,1362,000040000041
WO-2040215,ASSET-00043,Preventive,0,,000040000041
WO-2040216,ASSET-00044,Emergency,76,243,000040000042
WO-2040217,ASSET-00044,Preventive,0,,000040000042
WO-2040218,ASSET-00044,Corrective,139,986,000040000042
WO-2040219,ASSET-00044,Preventive,0,,000040000042
WO-2040220,ASSET-00044,Corrective,66,528,000040000042
WO-2040221,ASSET-00045,Preventive,0,,000040000043
WO-2040222,ASSET-00045,Corrective,231,1520,000040000043
WO-2040223,ASSET-00045,Emergency,405,1637,000040000043
WO-2040224,ASSET-00046,Preventive,0,,000040000044
WO-2040225,ASSET-00046,Corrective,175,1391,000040000044
WO-2040226,ASSET-00046,Emergency,583,1797,000040000044
WO-2040227,ASSET-00047,Preventive,0,,000040000045
WO-2040228,ASSET-00047,Preventive,0,,000040000045
WO-2040229,ASSET-00047,Emergency,153,1301,000040000045
WO-2040230,ASSET-00047,Preventive,0,,000040000045
WO-2040231,ASSET-00047,Corrective,107,1427,000040000045
WO-2040232,ASSET-00048,Preventive,0,,000040000046
WO-2040233,ASSET-00048,Preventive,0,,000040000046
WO-2040234,ASSET-00048,Corrective,125,1919,000040000046
WO-2040235,ASSET-00048,Corrective,183,222,000040000046
WO-2040236,ASSET-00048,Preventive,0,,000040000046
WO-2040237,ASSET-00049,Corrective,166,864,000040000047
WO-2040238,ASSET-00049,Corrective,186,1853,000040000047
WO-2040239,ASSET-00049,Corrective,50,874,000040000047
WO-2040240,ASSET-00049,Preventive,0,,000040000047
WO-2040241,ASSET-00049,Preventive,0,,000040000047
WO-2040242,ASSET-00049,Preventive,0,,000040000047
WO-2040243,ASSET-00049,Preventive,0,,000040000047
WO-2040244,ASSET-00050,Preventive,0,,000040000048
WO-2040245,ASSET-00050,Corrective,71,1485,000040000048
WO-2040246,ASSET-00050,Corrective,133,716,000040000048
WO-2040247,ASSET-00050,Preventive,0,,000040000048
WO-2040248,ASSET-00051,Corrective,175,848,000040000049
WO-2040249,ASSET-00051,Preventive,0,,000040000049
WO-2040250,ASSET-00051,Preventive,0,,000040000049
WO-2040251,ASSET-00051,Preventive,0,,000040000049
WO-2040252,ASSET-00051,Preventive,0,,000040000049
WO-2040253,ASSET-00052,Emergency,276,1534,000040000050
WO-2040254,ASSET-00052,Preventive,0,,000040000050
WO-2040255,ASSET-00052,Preventive,0,,000040000050
WO-2040256,ASSET-00052,Emergency,219,1440,000040000050
WO-2040257,ASSET-00053,Corrective,136,321,000040000051
WO-2040258,ASSET-00053,Corrective,221,407,000040000051
WO-2040259,ASSET-00053,Preventive,0,,000040000051
WO-2040260,ASSET-00054,Preventive,0,,000040000052
WO-2040261,ASSET-00054,Preventive,0,,000040000052
WO-2040262,ASSET-00054,Preventive,0,,000040000052
WO-2040263,ASSET-00054,Emergency,331,1420,000040000052
WO-2040264,ASSET-00054,Corrective,201,582,000040000052
WO-2040265,ASSET-00054,Corrective,32,996,000040000052
WO-2040266,ASSET-00054,Preventive,0,,000040000052
WO-2040267,ASSET-00054,Preventive,0,,000040000052
WO-2040268,ASSET-00055,Emergency,467,694,
WO-2040269,ASSET-00055,Corrective,161,1526,
WO-2040270,ASSET-00055,Corrective,55,788,
WO-2040271,ASSET-00055,Corrective,110,987,
WO-2040272,ASSET-00055,Emergency,284,329,
WO-2040273,ASSET-00055,Corrective,142,1289,
WO-2040274,ASSET-00056,Corrective,126,737,000040000053
WO-2040275,ASSET-00056,Preventive,0,,000040000053
WO-2040276,ASSET-00056,Preventive,0,,000040000053
WO-2040277,ASSET-00056,Corrective,193,1918,000040000053
WO-2040278,ASSET-00056,Preventive,0,,000040000053
WO-2040279,ASSET-00057,Corrective,106,1698,000040000054
WO-2040280,ASSET-00057,Corrective,173,1597,000040000054
WO-2040281,ASSET-00058,Corrective,55,849,000040000055
WO-2040282,ASSET-00058,Corrective,202,839,000040000055
WO-2040283,ASSET-00058,Corrective,230,1225,000040000055
WO-2040284,ASSET-00058,Corrective,58,1497,000040000055
WO-2040285,ASSET-00058,Preventive,0,,000040000055
WO-2040286,ASSET-00059,Preventive,0,,000040000056
WO-2040287,ASSET-00059,Preventive,0,,000040000056
WO-2040288,ASSET-00059,Corrective,181,1679,000040000056
WO-2040289,ASSET-00059,Corrective,126,670,000040000056
WO-2040290,ASSET-00059,Emergency,210,1234,000040000056
WO-2040291,ASSET-00060,Preventive,0,,000040000057
WO-2040292,ASSET-00060,Emergency,500,622,000040000057
WO-2040293,ASSET-00060,Preventive,0,,000040000057
WO-2040294,ASSET-00060,Preventive,0,,000040000057
WO-2040295,ASSET-00060,Preventive,0,,000040000057
WO-2040296,ASSET-00060,Preventive,0,,000040000057
WO-2040297,ASSET-00060,Preventive,0,,000040000057
WO-2040298,ASSET-00061,Corrective,102,353,000040000058
WO-2040299,ASSET-00061,Corrective,57,502,000040000058
WO-2040300,ASSET-00061,Preventive,0,,000040000058
WO-2040301,ASSET-00061,Preventive,0,,000040000058
WO-2040302,ASSET-00061,Preventive,0,,000040000058
WO-2040303,ASSET-00061,Preventive,0,,000040000058
WO-2040304,ASSET-00061,Preventive,0,,000040000058
WO-2040305,ASSET-00062,Corrective,199,1775,
WO-2040306,ASSET-00062,Emergency,198,619,
WO-2040307,ASSET-00062,Preventive,0,,
WO-2040308,ASSET-00062,Preventive,0,,
WO-2040309,ASSET-00062,Emergency,220,1864,
WO-2040310,ASSET-00062,Preventive,0,,
WO-2040311,ASSET-00063,Preventive,0,,000040000059
WO-2040312,ASSET-00063,Corrective,192,444,000040000059
WO-2040313,ASSET-00063,Preventive,0,,000040000059
WO-2040314,ASSET-00063,Corrective,238,1613,000040000059
WO-2040315,ASSET-00063,Emergency,65,1974,000040000059
WO-2040316,ASSET-00063,Corrective,81,1833,000040000059
WO-2040317,ASSET-00063,Preventive,0,,000040000059
WO-2040318,ASSET-00064,Preventive,0,,000040000060
WO-2040319,ASSET-00064,Preventive,0,,000040000060
WO-2040320,ASSET-00064,Corrective,103,925,000040000060
WO-2040321,ASSET-00065,Preventive,0,,000040000061
WO-2040322,ASSET-00065,Preventive,0,,000040000061
WO-2040323,ASSET-00065,Preventive,0,,000040000061
WO-2040324,ASSET-00066,Corrective,238,1813,000040000062
WO-2040325,ASSET-00066,Preventive,0,,000040000062
WO-2040326,ASSET-00066,Corrective,80,1637,000040000062
WO-2040327,ASSET-00066,Corrective,185,1447,000040000062
WO-2040328,ASSET-00066,Corrective,196,1941,000040000062
WO-2040329,ASSET-00066,Preventive,0,,000040000062
WO-2040330,ASSET-00066,Preventive,0,,000040000062
WO-2040331,ASSET-00066,Preventive,0,,000040000062
WO-2040332,ASSET-00067,Preventive,0,,000040000063
WO-2040333,ASSET-00067,Preventive,0,,000040000063
WO-2040334,ASSET-00067,Corrective,34,1188,000040000063
WO-2040335,ASSET-00067,Preventive,0,,000040000063
WO-2040336,ASSET-00068,Preventive,0,,000040000064
WO-2040337,ASSET-00068,Corrective,131,1681,000040000064
WO-2040338,ASSET-00069,Emergency,239,1656,000040000065
WO-2040339,ASSET-00069,Corrective,171,1185,000040000065
WO-2040340,ASSET-00069,Emergency,375,951,000040000065
WO-2040341,ASSET-00070,Corrective,32,467,000040000066
WO-2040342,ASSET-00070,Emergency,405,1941,000040000066
WO-2040343,ASSET-00070,Corrective,174,579,000040000066
WO-2040344,ASSET-00070,Preventive,0,,000040000066
WO-2040345,ASSET-00070,Corrective,43,1755,000040000066
WO-2040346,ASSET-00072,Preventive,0,,000040000068
WO-2040347,ASSET-00072,Emergency,482,1854,000040000068
WO-2040348,ASSET-00072,Corrective,173,1914,000040000068
WO-2040349,ASSET-00072,Emergency,397,1303,000040000068
WO-2040350,ASSET-00073,Corrective,210,1745,000040000069
WO-2040351,ASSET-00073,Preventive,0,,000040000069
WO-2040352,ASSET-00073,Preventive,0,,000040000069
WO-2040353,ASSET-00074,Emergency,504,544,000040000070
WO-2040354,ASSET-00074,Emergency,171,1720,000040000070
WO-2040355,ASSET-00074,Preventive,0,,000040000070
WO-2040356,ASSET-00074,Corrective,98,207,000040000070
WO-2040357,ASSET-00074,Preventive,0,,000040000070
WO-2040358,ASSET-00074,Preventive,0,,000040000070
WO-2040359,ASSET-00074,Preventive,0,,000040000070
WO-2040360,ASSET-00075,Preventive,0,,000040000071
WO-2040361,ASSET-00075,Preventive,0,,000040000071
WO-2040362,ASSET-00075,Corrective,144,1013,000040000071
WO-2040363,ASSET-00076,Preventive,0,,000040000072
WO-2040364,ASSET-00076,Preventive,0,,000040000072
WO-2040365,ASSET-00076,Preventive,0,,000040000072
WO-2040366,ASSET-00076,Corrective,206,837,000040000072
WO-2040367,ASSET-00077,Preventive,0,,000040000073
WO-2040368,ASSET-00077,Preventive,0,,000040000073
WO-2040369,ASSET-00077,Preventive,0,,000040000073
WO-2040370,ASSET-00077,Emergency,168,286,000040000073
WO-2040371,ASSET-00077,Preventive,0,,000040000073
WO-2040372,ASSET-00077,Preventive,0,,000040000073
WO-2040373,ASSET-00078,Preventive,0,,000040000074
WO-2040374,ASSET-00078,Emergency,569,1125,000040000074
WO-2040375,ASSET-00078,Preventive,0,,000040000074
WO-2040376,ASSET-00078,Corrective,63,1923,000040000074
WO-2040377,ASSET-00078,Preventive,0,,000040000074
WO-2040378,ASSET-00080,Preventive,0,,000040000076
WO-2040379,ASSET-00080,Corrective,85,521,000040000076
WO-2040380,ASSET-00080,Preventive,0,,000040000076
WO-2040381,ASSET-00081,Corrective,98,408,000040000077
WO-2040382,ASSET-00081,Emergency,451,360,000040000077
WO-2040383,ASSET-00081,Corrective,79,868,000040000077
WO-2040384,ASSET-00081,Corrective,127,587,000040000077
WO-2040385,ASSET-00081,Preventive,0,,000040000077
WO-2040386,ASSET-00081,Preventive,0,,000040000077
WO-2040387,ASSET-00082,Corrective,78,1627,000040000078
WO-2040388,ASSET-00082,Corrective,209,1361,000040000078
WO-2040389,ASSET-00082,Corrective,130,838,000040000078
WO-2040390,ASSET-00082,Corrective,223,449,000040000078
WO-2040391,ASSET-00082,Corrective,192,1591,000040000078
WO-2040392,ASSET-00082,Corrective,181,1103,000040000078
WO-2040393,ASSET-00083,Preventive,0,,
WO-2040394,ASSET-00083,Preventive,0,,
WO-2040395,ASSET-00083,Preventive,0,,
WO-2040396,ASSET-00083,Preventive,0,,
WO-2040397,ASSET-00083,Emergency,502,359,
WO-2040398,ASSET-00083,Preventive,0,,
WO-2040399,ASSET-00083,Preventive,0,,
WO-2040400,ASSET-00084,Preventive,0,,000040000079
WO-2040401,ASSET-00084,Preventive,0,,000040000079
WO-2040402,ASSET-00084,Preventive,0,,000040000079
WO-2040403,ASSET-00085,Preventive,0,,000040000080
WO-2040404,ASSET-00085,Preventive,0,,000040000080
WO-2040405,ASSET-00085,Preventive,0,,000040000080
WO-2040406,ASSET-00085,Emergency,137,1276,000040000080
WO-2040407,ASSET-00086,Preventive,0,,000040000081
WO-2040408,ASSET-00086,Preventive,0,,000040000081
WO-2040409,ASSET-00086,Preventive,0,,000040000081
WO-2040410,ASSET-00086,Corrective,75,845,000040000081
WO-2040411,ASSET-00086,Corrective,146,1396,000040000081
WO-2040412,ASSET-00086,Preventive,0,,000040000081
WO-2040413,ASSET-00087,Preventive,0,,000040000082
WO-2040414,ASSET-00087,Emergency,580,1387,000040000082
WO-2040415,ASSET-00087,Corrective,79,1897,000040000082
WO-2040416,ASSET-00087,Preventive,0,,000040000082
WO-2040417,ASSET-00088,Emergency,302,332,000040000083
WO-2040418,ASSET-00088,Emergency,330,1146,000040000083
WO-2040419,ASSET-00088,Preventive,0,,000040000083
WO-2040420,ASSET-00088,Preventive,0,,000040000083
WO-2040421,ASSET-00088,Preventive,0,,000040000083
WO-2040422,ASSET-00088,Preventive,0,,000040000083
WO-2040423,ASSET-00088,Preventive,0,,000040000083
WO-2040424,ASSET-00088,Preventive,0,,000040000083
WO-2040425,ASSET-00089,Preventive,0,,000040000084
WO-2040426,ASSET-00089,Corrective,82,1975,000040000084
WO-2040427,ASSET-00089,Emergency,332,736,000040000084
WO-2040428,ASSET-00089,Corrective,131,522,000040000084
WO-2040429,ASSET-00089,Preventive,0,,000040000084
WO-2040430,ASSET-00090,Preventive,0,,000040000085
WO-2040431,ASSET-00090,Preventive,0,,000040000085
WO-2040432,ASSET-00090,Preventive,0,,000040000085
WO-2040433,ASSET-00090,Preventive,0,,000040000085
WO-2040434,ASSET-00091,Preventive,0,,000040000086
WO-2040435,ASSET-00091,Preventive,0,,000040000086
WO-2040436,ASSET-00091,Preventive,0,,000040000086
WO-2040437,ASSET-00091,Preventive,0,,000040000086
WO-2040438,ASSET-00091,Corrective,98,1093,000040000086
WO-2040439,ASSET-00092,Emergency,83,1045,000040000087
WO-2040440,ASSET-00092,Emergency,513,593,000040000087
WO-2040441,ASSET-00092,Corrective,235,421,000040000087
WO-2040442,ASSET-00092,Preventive,0,,000040000087
WO-2040443,ASSET-00092,Corrective,113,1192,000040000087
WO-2040444,ASSET-00092,Emergency,345,1862,000040000087
WO-2040445,ASSET-00092,Preventive,0,,000040000087
WO-2040446,ASSET-00092,Corrective,236,592,000040000087
WO-2040447,ASSET-00093,Corrective,229,923,000040000088
WO-2040448,ASSET-00093,Preventive,0,,000040000088
WO-2040449,ASSET-00093,Preventive,0,,000040000088
WO-2040450,ASSET-00093,Corrective,54,1727,000040000088
WO-2040451,ASSET-00094,Preventive,0,,000040000089
WO-2040452,ASSET-00094,Corrective,140,1804,000040000089
WO-2040453,ASSET-00094,Corrective,117,1684,000040000089
WO-2040454,ASSET-00094,Preventive,0,,000040000089
WO-2040455,ASSET-00094,Preventive,0,,000040000089
WO-2040456,ASSET-00094,Emergency,550,411,000040000089
WO-2040457,ASSET-00094,Corrective,209,1418,000040000089
WO-2040458,ASSET-00094,Corrective,72,1055,000040000089
WO-2040459,ASSET-00094,Corrective,192,361,000040000089
WO-2040460,ASSET-00095,Preventive,0,,000040000090
WO-2040461,ASSET-00095,Preventive,0,,000040000090
WO-2040462,ASSET-00095,Preventive,0,,000040000090
WO-2040463,ASSET-00095,Preventive,0,,000040000090
WO-2040464,ASSET-00096,Preventive,0,,000040000091
WO-2040465,ASSET-00096,Preventive,0,,000040000091
WO-2040466,ASSET-00097,Emergency,86,1931,000040000092
WO-2040467,ASSET-00097,Corrective,193,479,000040000092
WO-2040468,ASSET-00097,Preventive,0,,000040000092
WO-2040469,ASSET-00097,Preventive,0,,000040000092
WO-2040470,ASSET-00097,Corrective,208,946,000040000092
WO-2040471,ASSET-00097,Corrective,164,1229,000040000092
WO-2040472,ASSET-00097,Preventive,0,,000040000092
WO-2040473,ASSET-00097,Corrective,98,416,000040000092
WO-2040474,ASSET-00098,Preventive,0,,000040000093
WO-2040475,ASSET-00098,Corrective,152,321,000040000093
WO-2040476,ASSET-00098,Preventive,0,,000040000093
WO-2040477,ASSET-00098,Preventive,0,,000040000093
WO-2040478,ASSET-00098,Preventive,0,,000040000093
WO-2040479,ASSET-00099,Corrective,82,698,000040000094
WO-2040480,ASSET-00099,Corrective,43,271,000040000094
WO-2040481,ASSET-00099,Preventive,0,,000040000094
WO-2040482,ASSET-00099,Preventive,0,,000040000094
WO-2040483,ASSET-00099,Emergency,124,1705,000040000094
WO-2040484,ASSET-00099,Corrective,127,406,000040000094
WO-2040485,ASSET-00099,Corrective,236,810,000040000094
WO-2040486,ASSET-00100,Emergency,278,832,000040000095
WO-2040487,ASSET-00100,Preventive,0,,000040000095
WO-2040488,ASSET-00101,Preventive,0,,000040000096
WO-2040489,ASSET-00101,Preventive,0,,000040000096
WO-2040490,ASSET-00101,Corrective,236,501,000040000096
