LineID,ProcessNo,ProcessName,WorkCenterID,StationID,AssetRef,ProductRef,MaterialRef
L08,PR-0002,Spot Weld,WU43,S01,000160000039,MER-VEH-COMPACT-0001,MER-BODY-SHELL-0003
L08,PR-0024,PCBA Operation,WU44,S02,000160000040,MER-VEH-COMPACT-0001,MER-EXHAUST-PIPE-0042
L08,PR-0007,Base Coat Spray,WU45,S02,000160000041,MER-VEH-COMPACT-0001,MER-REAR-SUSPENSION-0011
L08,PR-0003,Torque Tightening,WU46,S03,000160000042,MER-VEH-COMPACT-0001,
L08,PR-0027,Crankshaft Machining,WU47,S03,000160000043,MER-VEH-COMPACT-0001,
L09,PR-0005,Pressure Decay Test,WU48,S01,000160000044,MER-VEH-SUV-0001,
L09,PR-0001,Bead Application,WU49,S02,000160000045,MER-VEH-SUV-0001,MER-FENDERS-0008
L09,PR-0010,Harness Routing,WU50,S02,000160000046,MER-VEH-SUV-0001,MER-GEAR-SET-0034
L10,PR-0003,Torque Tightening,WU51,S01,000160000047,MER-VEH-COMPACT-0001,
L10,PR-0042,Assembly - Wire Harness,WU52,S01,000160000048,MER-VEH-COMPACT-0001,MER-HOOD-0005
L10,PR-0001,Bead Application,WU53,S01,000160000049,MER-VEH-COMPACT-0001,MER-CLUTCH-ASSEMBLY-0033
L10,PR-0084,Application - Engine Block,WU54,S02,000160000050,MER-VEH-COMPACT-0001,MER-SEATS-0016
L10,PR-0008,Clear Coat Spray,WU55,S02,000160000051,MER-VEH-COMPACT-0001,MER-PISTONS-0030
L10,PR-0001,Bead Application,WU56,S03,,MER-VEH-COMPACT-0001,MER-REAR-SUSPENSION-0011
L10,PR-0001,Bead Application,WU57,S03,000160000052,MER-VEH-COMPACT-0001,MER-PISTONS-0030
L10,PR-0145,Moulding - Wheel Hub,WU58,S03,000160000053,MER-VEH-COMPACT-0001,MER-EXHAUST-PIPE-0042
L11,PR-0013,Door Fitment,WU59,S01,,MER-VEH-SUV-0001,MER-WIRING-HARNESS-0022
L11,PR-0051,Battery Module Dispensing,WU60,S02,000160000054,MER-VEH-SUV-0001,MER-LIGHTING-SYSTEM-0024
L11,PR-0101,Sealing - Rear Axle,WU61,S03,,MER-VEH-SUV-0001,MER-CYLINDER-BLOCK-0027
L11,PR-0004,Camera Inspection,WU62,S03,000160000055,MER-VEH-SUV-0001,
L11,PR-0014,Alignment Check,WU63,S03,,MER-VEH-SUV-0001,
L12,PR-0026,Camshaft Fitting,WU64,S01,000160000056,MER-VEH-SUV-0001,MER-SEATS-0016
L12,PR-0079,Trunk Lid Assembly,WU65,S02,,MER-VEH-SUV-0001,MER-LIGHTING-SYSTEM-0024
L12,PR-0007,Base Coat Spray,WU66,S02,000160000057,MER-VEH-SUV-0001,MER-CYLINDER-HEAD-0028
L12,PR-0151,Shaping - Fuel Rail,WU67,S03,000160000058,MER-VEH-SUV-0001,MER-BODY-SHELL-0003
L12,PR-0020,Wire Crimping,WU68,S03,000160000059,MER-VEH-SUV-0001,MER-DOOR-PANELS-0019
L12,PR-0096,Steering Column Alignment,WU69,S03,000160000060,MER-VEH-SUV-0001,
L13,PR-0001,Bead Application,WU70,S01,000160000061,MER-VEH-SUV-0001,MER-LOW-VOLTAGE-BATT-0023
L13,PR-0009,Cell Stack Assembly,WU71,S02,000160000062,MER-VEH-SUV-0001,MER-FRONT-SUSPENSION-0010
L13,PR-0002,Spot Weld,WU72,S03,000160000063,MER-VEH-SUV-0001,MER-HEADLINER-0020
L13,PR-0119,Fender Panel Trimming,WU73,S03,000160000064,MER-VEH-SUV-0001,
L13,PR-0002,Spot Weld,WU74,S03,,MER-VEH-SUV-0001,MER-CENTER-CONSOLE-0018
L14,PR-0037,Inspection - Glass Panel,WU75,S01,000160000065,MER-VEH-SUV-0001,
L14,PR-0001,Bead Application,WU76,S01,000160000066,MER-VEH-SUV-0001,MER-LIGHTING-SYSTEM-0024
L14,PR-0002,Spot Weld,WU77,S01,,MER-VEH-SUV-0001,MER-STEERING-SYSTEM-0013
L14,PR-0004,Camera Inspection,WU78,S02,000160000067,MER-VEH-SUV-0001,
L14,PR-0056,Bumper Fascia Curing,WU79,S02,000160000068,MER-VEH-SUV-0001,
L14,PR-0002,Spot Weld,WU80,S02,000160000069,MER-VEH-SUV-0001,MER-FUEL-INJECTOR-0038
L14,PR-0068,Packaging - Dashboard Assembly,WU81,S03,000160000070,MER-VEH-SUV-0001,MER-CYLINDER-HEAD-0028
L14,PR-0058,Transmission Housing Molding,WU82,S04,000160000071,MER-VEH-SUV-0001,MER-CYLINDER-BLOCK-0027
L15,PR-0192,Adjustment - Transmission Housing,WU83,S01,000160000072,MER-VEH-SUV-0001,
L15,PR-0030,Block Machining,WU84,S02,000160000073,MER-VEH-SUV-0001,
L15,PR-0024,PCBA Operation,WU85,S02,000160000074,MER-VEH-SUV-0001,MER-GEAR-SET-0034
L15,PR-0019,Trim and Pierce Operation,WU86,S02,000160000075,MER-VEH-SUV-0001,
L16,PR-0001,Bead Application,WU87,S01,000160000076,MER-VEH-SUV-0001,MER-BODY-SHELL-0003
L16,PR-0011,EOL Functional Check,WU88,S02,000160000077,MER-VEH-SUV-0001,
L16,PR-0084,Application - Engine Block,WU89,S02,000160000078,MER-VEH-SUV-0001,MER-BRAKE-SYSTEM-0012
L16,PR-0001,Bead Application,WU90,S02,000160000079,MER-VEH-SUV-0001,MER-FENDERS-0008
L16,PR-0001,Bead Application,WU91,S03,000160000080,MER-VEH-SUV-0001,MER-CYLINDER-BLOCK-0027
L16,PR-0019,Trim and Pierce Operation,WU92,S03,,MER-VEH-SUV-0001,
L16,PR-0082,Curing - Steering Column,WU93,S04,000160000081,MER-VEH-SUV-0001,
L17,PR-0003,Torque Tightening,WU94,S01,000160000082,MER-VEH-COMPACT-0001,
L17,PR-0094,Grinding - Chassis Frame,WU95,S01,000160000083,MER-VEH-COMPACT-0001,
L17,PR-0004,Camera Inspection,WU96,S01,000160000084,MER-VEH-COMPACT-0001,
L17,PR-0009,Cell Stack Assembly,WU97,S02,000160000085,MER-VEH-COMPACT-0001,MER-SEATS-0016
L17,PR-0152,Stamping - Battery Module,WU98,S02,000160000086,MER-VEH-COMPACT-0001,MER-PISTONS-0030
L17,PR-0007,Base Coat Spray,WU99,S03,000160000087,MER-VEH-COMPACT-0001,MER-MUFFLER-0041
L17,PR-0019,Trim and Pierce Operation,WU100,S03,000160000089,MER-VEH-COMPACT-0001,
L17,PR-0137,Packaging - Chassis Frame,WU101,S03,000160000090,MER-VEH-COMPACT-0001,MER-DASHBOARD-0017
L17,PR-0003,Torque Tightening,WU102,S04,,MER-VEH-COMPACT-0001,
L17,PR-0001,Bead Application,WU103,S04,000160000091,MER-VEH-COMPACT-0001,MER-WHEELS-0014
L18,PR-0157,Cutting - Fuel Rail,WU104,S01,000160000092,MER-VEH-COMPACT-0001,
L18,PR-0015,Motor Coil Winding,WU105,S01,000160000093,MER-VEH-COMPACT-0001,MER-WIRING-HARNESS-0022
L18,PR-0164,Trunk Lid Cutting,WU106,S02,000160000094,MER-VEH-COMPACT-0001,
L18,PR-0092,Drilling - Fender Panel,WU107,S02,000160000095,MER-VEH-COMPACT-0001,
L18,PR-0019,Trim and Pierce Operation,WU108,S02,000160000096,MER-VEH-COMPACT-0001,
L18,PR-0009,Cell Stack Assembly,WU109,S03,,MER-VEH-COMPACT-0001,MER-WIRING-HARNESS-0022
L18,PR-0009,Cell Stack Assembly,WU110,S04,000160000097,MER-VEH-COMPACT-0001,MER-SEATS-0016
L19,PR-0001,Bead Application,WU111,S01,000160000098,MER-VEH-COMPACT-0001,MER-SEATS-0016
L19,PR-0008,Clear Coat Spray,WU112,S02,000160000099,MER-VEH-COMPACT-0001,MER-DASHBOARD-0017
L19,PR-0070,Application - Seat Frame,WU113,S03,000160000100,MER-VEH-COMPACT-0001,MER-WIRING-HARNESS-0022
L19,PR-0188,Inspection - Floor Pan,WU114,S03,000160000101,MER-VEH-COMPACT-0001,
L19,PR-0159,Brake Caliper Drilling,WU115,S03,000160000102,MER-VEH-COMPACT-0001,
L19,PR-0161,Securing - Glass Panel,WU116,S04,000160000103,MER-VEH-COMPACT-0001,MER-DOOR-PANELS-0019
L20,PR-0001,Bead Application,WU117,S01,000160000104,MER-VEH-SUV-0001,MER-HEADLINER-0020
L20,PR-0012,Underbody Seam Sealing,WU118,S02,000160000105,MER-VEH-SUV-0001,MER-STEERING-SYSTEM-0013
L20,PR-0002,Spot Weld,WU119,S03,000160000106,MER-VEH-SUV-0001,MER-CYLINDER-BLOCK-0027
L20,PR-0021,Cushion Molding,WU120,S03,000160000107,MER-VEH-SUV-0001,MER-WIRING-HARNESS-0022
L20,PR-0146,Deflashing - Seat Frame,WU121,S03,000160000108,MER-VEH-SUV-0001,
L21,PR-0097,Die Stamping - Rear Axle,WU122,S01,000160000109,MER-VEH-SUV-0001,MER-REAR-SUSPENSION-0011
L21,PR-0092,Drilling - Fender Panel,WU123,S02,000160000110,MER-VEH-SUV-0001,
L21,PR-0005,Pressure Decay Test,WU124,S02,000160000111,MER-VEH-SUV-0001,
L21,PR-0011,EOL Functional Check,WU125,S02,,MER-VEH-SUV-0001,
L22,PR-0003,Torque Tightening,WU126,S01,000160000112,MER-VEH-COMPACT-0001,
L22,PR-0015,Motor Coil Winding,WU127,S02,000160000113,MER-VEH-COMPACT-0001,MER-GEARBOX-HOUSING-0032
L22,PR-0003,Torque Tightening,WU128,S02,000160000114,MER-VEH-COMPACT-0001,
L22,PR-0065,Seat Frame Curing,WU129,S02,000160000115,MER-VEH-COMPACT-0001,
L22,PR-0009,Cell Stack Assembly,WU130,S03,000160000116,MER-VEH-COMPACT-0001,MER-FUEL-INJECTOR-0038
L22,PR-0034,Chassis Frame Molding,WU131,S03,000160000117,MER-VEH-COMPACT-0001,MER-CENTER-CONSOLE-0018
L22,PR-0095,Dispensing - Floor Pan,WU132,S04,000160000118,MER-VEH-COMPACT-0001,MER-LOW-VOLTAGE-BATT-0023
L22,PR-0003,Torque Tightening,WU133,S04,000160000119,MER-VEH-COMPACT-0001,
L22,PR-0022,Trim Sewing,WU134,S04,000160000120,MER-VEH-COMPACT-0001,MER-MUFFLER-0041
L23,PR-0081,Dispensing - Steering Column,WU135,S01,000160000121,MER-VEH-SUV-0001,MER-WHEELS-0014
L23,PR-0150,Packaging - Seat Frame,WU136,S01,000160000122,MER-VEH-SUV-0001,MER-REAR-SUSPENSION-0011
L23,PR-0001,Bead Application,WU137,S01,000160000123,MER-VEH-SUV-0001,MER-SEATS-0016
L23,PR-0031,Transmission Housing Stamping,WU138,S02,000160000124,MER-VEH-SUV-0001,MER-DOOR-PANELS-0019
L23,PR-0007,Base Coat Spray,WU139,S02,000160000125,MER-VEH-SUV-0001,MER-DOOR-PANELS-0019
L24,PR-0003,Torque Tightening,WU140,S01,000160000126,MER-VEH-COMPACT-0001,
L24,PR-0001,Bead Application,WU141,S01,000160000127,MER-VEH-COMPACT-0001,MER-INFOTAINMENT-UNI-0025
L24,PR-0018,Draw Forming,WU142,S02,000160000128,MER-VEH-COMPACT-0001,MER-STEERING-SYSTEM-0013
L24,PR-0004,Camera Inspection,WU143,S02,000160000129,MER-VEH-COMPACT-0001,
L24,PR-0028,Gear Hobbing,WU144,S02,000160000130,MER-VEH-COMPACT-0001,
L24,PR-0003,Torque Tightening,WU145,S03,000160000131,MER-VEH-COMPACT-0001,
L24,PR-0001,Bead Application,WU146,S03,000160000132,MER-VEH-COMPACT-0001,MER-LOW-VOLTAGE-BATT-0023
L24,PR-0051,Battery Module Dispensing,WU147,S04,000160000133,MER-VEH-COMPACT-0001,MER-BUMPER-FRONT-0006
L25,PR-0001,Bead Application,WU148,S01,000160000134,MER-VEH-SUV-0001,MER-MUFFLER-0041
L25,PR-0002,Spot Weld,WU149,S01,000160000135,MER-VEH-SUV-0001,MER-STEERING-SYSTEM-0013
L25,PR-0002,Spot Weld,WU150,S01,000160000136,MER-VEH-SUV-0001,MER-WHEELS-0014
L25,PR-0004,Camera Inspection,WU151,S02,000160000137,MER-VEH-SUV-0001,
L25,PR-0010,Harness Routing,WU152,S03,000160000138,MER-VEH-SUV-0001,MER-FENDERS-0008
L25,PR-0067,Shaping - Engine Block,WU153,S03,,MER-VEH-SUV-0001,MER-DASHBOARD-0017
L25,PR-0026,Camshaft Fitting,WU154,S04,000160000139,MER-VEH-SUV-0001,MER-EXHAUST-PIPE-0042
L25,PR-0001,Bead Application,WU155,S04,000160000140,MER-VEH-SUV-0001,MER-INFOTAINMENT-UNI-0025
L26,PR-0002,Spot Weld,WU156,S01,000160000141,MER-VEH-SUV-0001,MER-CRANKSHAFT-0029
L26,PR-0082,Curing - Steering Column,WU157,S01,000160000142,MER-VEH-SUV-0001,
L26,PR-0002,Spot Weld,WU158,S01,000160000143,MER-VEH-SUV-0001,MER-INFOTAINMENT-UNI-0025
L26,PR-0002,Spot Weld,WU159,S02,000160000144,MER-VEH-SUV-0001,MER-SEATS-0016
L26,PR-0001,Bead Application,WU160,S02,000160000146,MER-VEH-SUV-0001,MER-CLUTCH-ASSEMBLY-0033
L26,PR-0053,Press Forming - Door Module,WU161,S02,000160000147,MER-VEH-SUV-0001,MER-SEATS-0016
L26,PR-0043,Inspection - Door Module,WU162,S03,000160000148,MER-VEH-SUV-0001,
L27,PR-0004,Camera Inspection,WU163,S01,000160000149,MER-VEH-SUV-0001,
L27,PR-0001,Bead Application,WU164,S01,,MER-VEH-SUV-0001,MER-GEAR-SET-0034
L27,PR-0057,Transmission Housing Trimming,WU165,S02,000160000150,MER-VEH-SUV-0001,
L27,PR-0001,Bead Application,WU166,S02,000160000151,MER-VEH-SUV-0001,MER-EXHAUST-PIPE-0042
L27,PR-0008,Clear Coat Spray,WU167,S02,000160000152,MER-VEH-SUV-0001,MER-BODY-SHELL-0003
L27,PR-0078,Assembly - Floor Pan,WU168,S03,000160000153,MER-VEH-SUV-0001,MER-FENDERS-0008
L27,PR-0002,Spot Weld,WU169,S03,000160000154,MER-VEH-SUV-0001,MER-CLUTCH-ASSEMBLY-0033
L27,PR-0005,Pressure Decay Test,WU170,S03,000160000155,MER-VEH-SUV-0001,
L27,PR-0027,Crankshaft Machining,WU171,S04,000160000156,MER-VEH-SUV-0001,
L27,PR-0029,Connector Termination,WU172,S04,000160000157,MER-VEH-SUV-0001,MER-BUMPER-FRONT-0006
L28,PR-0009,Cell Stack Assembly,WU173,S01,,MER-VEH-COMPACT-0001,MER-PISTONS-0030
L28,PR-0007,Base Coat Spray,WU174,S01,000160000158,MER-VEH-COMPACT-0001,MER-BRAKE-SYSTEM-0012
L28,PR-0007,Base Coat Spray,WU175,S02,000160000159,MER-VEH-COMPACT-0001,MER-INFOTAINMENT-UNI-0025
L28,PR-0010,Harness Routing,WU176,S02,000160000160,MER-VEH-COMPACT-0001,MER-CYLINDER-HEAD-0028
L28,PR-0004,Camera Inspection,WU177,S02,000160000161,MER-VEH-COMPACT-0001,
L28,PR-0003,Torque Tightening,WU178,S03,000160000162,MER-VEH-COMPACT-0001,
L28,PR-0004,Camera Inspection,WU179,S03,000160000163,MER-VEH-COMPACT-0001,
L29,PR-0009,Cell Stack Assembly,WU180,S01,000160000164,MER-VEH-COMPACT-0001,MER-WHEELS-0014
L29,PR-0005,Pressure Decay Test,WU181,S01,000160000165,MER-VEH-COMPACT-0001,
L29,PR-0018,Draw Forming,WU182,S02,000160000166,MER-VEH-COMPACT-0001,MER-FUEL-PUMP-0037
L30,PR-0023,Interior Fitting,WU183,S01,000160000167,MER-VEH-SUV-0001,MER-FUEL-INJECTOR-0038
L30,PR-0196,Fitting - Fuel Rail,WU184,S02,000160000168,MER-VEH-SUV-0001,MER-REAR-SUSPENSION-0011
L30,PR-0021,Cushion Molding,WU185,S03,000160000169,MER-VEH-SUV-0001,MER-GEARBOX-HOUSING-0032
L30,PR-0042,Assembly - Wire Harness,WU186,S03,000160000170,MER-VEH-SUV-0001,MER-CRANKSHAFT-0029
L30,PR-0001,Bead Application,WU187,S03,,MER-VEH-SUV-0001,MER-BRAKE-SYSTEM-0012
L31,PR-0049,Door Module Grinding,WU188,S01,000160000171,MER-VEH-SUV-0001,
L31,PR-0011,EOL Functional Check,WU189,S01,000160000172,MER-VEH-SUV-0001,
L31,PR-0092,Drilling - Fender Panel,WU190,S02,000160000173,MER-VEH-SUV-0001,
L31,PR-0169,Wire Harness Calibration,WU191,S02,000160000174,MER-VEH-SUV-0001,
L31,PR-0002,Spot Weld,WU192,S02,000160000175,MER-VEH-SUV-0001,MER-GEAR-SET-0034
L32,PR-0132,Suspension Arm Trimming,WU193,S01,000160000176,MER-VEH-SUV-0001,
L32,PR-0029,Connector Termination,WU194,S01,,MER-VEH-SUV-0001,MER-WHEELS-0014
L32,PR-0043,Inspection - Door Module,WU195,S02,000160000177,MER-VEH-SUV-0001,
L32,PR-0009,Cell Stack Assembly,WU196,S03,000160000178,MER-VEH-SUV-0001,MER-BRAKE-SYSTEM-0012
L32,PR-0005,Pressure Decay Test,WU197,S03,000160000179,MER-VEH-SUV-0001,
L32,PR-0062,Trimming - Wheel Hub,WU198,S03,000160000180,MER-VEH-SUV-0001,
L32,PR-0001,Bead Application,WU199,S04,000160000181,MER-VEH-SUV-0001,MER-PISTONS-0030
L32,PR-0013,Door Fitment,WU200,S04,000160000182,MER-VEH-SUV-0001,MER-BUMPER-FRONT-0006
L32,PR-0001,Bead Application,WU201,S04,000160000183,MER-VEH-SUV-0001,MER-CATALYTIC-CONVER-0040
L33,PR-0002,Spot Weld,WU202,S01,000160000184,MER-VEH-COMPACT-0001,MER-DASHBOARD-0017
L33,PR-0040,Glass Panel Forming,WU203,S02,000160000185,MER-VEH-COMPACT-0001,MER-WIRING-HARNESS-0022
L33,PR-0047,Sealing - Engine Block,WU204,S03,000160000186,MER-VEH-COMPACT-0001,MER-CRANKSHAFT-0029
L34,PR-0104,Welding - Dashboard Assembly,WU205,S01,000160000187,MER-VEH-COMPACT-0001,MER-FUEL-INJECTOR-0038
L34,PR-0038,Body Panel Alignment,WU206,S01,000160000188,MER-VEH-COMPACT-0001,
L34,PR-0030,Block Machining,WU207,S01,,MER-VEH-COMPACT-0001,
L34,PR-0145,Moulding - Wheel Hub,WU208,S02,000160000189,MER-VEH-COMPACT-0001,MER-CLUTCH-ASSEMBLY-0033
L35,PR-0013,Door Fitment,WU209,S01,000160000190,MER-VEH-COMPACT-0001,MER-DASHBOARD-0017
L35,PR-0026,Camshaft Fitting,WU210,S01,000160000191,MER-VEH-COMPACT-0001,MER-GEARBOX-HOUSING-0032
L35,PR-0092,Drilling - Fender Panel,WU211,S01,000160000192,MER-VEH-COMPACT-0001,
L35,PR-0050,QC Review - Steering Column,WU212,S02,000160000193,MER-VEH-COMPACT-0001,
L35,PR-0052,Fitting - Engine Block,WU213,S02,000160000194,MER-VEH-COMPACT-0001,MER-CENTER-CONSOLE-0018
L35,PR-0013,Door Fitment,WU214,S02,000160000195,MER-VEH-COMPACT-0001,MER-LOW-VOLTAGE-BATT-0023
L36,PR-0012,Underbody Seam Sealing,WU215,S01,000160000196,MER-VEH-SUV-0001,MER-CRANKSHAFT-0029
L36,PR-0025,Formation Cycling,WU216,S01,000160000197,MER-VEH-SUV-0001,
L36,PR-0034,Chassis Frame Molding,WU217,S02,000160000198,MER-VEH-SUV-0001,MER-LIGHTING-SYSTEM-0024
L36,PR-0014,Alignment Check,WU218,S02,000160000199,MER-VEH-SUV-0001,
L37,PR-0002,Spot Weld,WU219,S01,000160000200,MER-VEH-COMPACT-0001,MER-DOORS-0004
L37,PR-0002,Spot Weld,WU220,S01,000160000201,MER-VEH-COMPACT-0001,MER-DOORS-0004
L37,PR-0010,Harness Routing,WU221,S01,000160000202,MER-VEH-COMPACT-0001,MER-BUMPER-REAR-0007
L37,PR-0002,Spot Weld,WU222,S02,000160000203,MER-VEH-COMPACT-0001,MER-HOOD-0005
L37,PR-0007,Base Coat Spray,WU223,S02,000160000204,MER-VEH-COMPACT-0001,MER-GEARBOX-HOUSING-0032
L37,PR-0001,Bead Application,WU224,S02,000160000205,MER-VEH-COMPACT-0001,MER-FRONT-SUSPENSION-0010
L37,PR-0001,Bead Application,WU225,S03,,MER-VEH-COMPACT-0001,MER-REAR-SUSPENSION-0011
L37,PR-0080,Sealing - Dashboard Assembly,WU226,S03,000160000206,MER-VEH-COMPACT-0001,MER-WHEELS-0014
L37,PR-0014,Alignment Check,WU227,S03,000160000207,MER-VEH-COMPACT-0001,
L38,PR-0055,Adjustment - Engine Block,WU228,S01,000160000208,MER-VEH-COMPACT-0001,
L38,PR-0001,Bead Application,WU229,S02,000160000209,MER-VEH-COMPACT-0001,MER-FENDERS-0008
L38,PR-0003,Torque Tightening,WU230,S02,000160000210,MER-VEH-COMPACT-0001,
L39,PR-0001,Bead Application,WU231,S01,000160000211,MER-VEH-COMPACT-0001,MER-FUEL-PUMP-0037
L39,PR-0001,Bead Application,WU232,S01,000160000212,MER-VEH-COMPACT-0001,MER-HOOD-0005
L39,PR-0001,Bead Application,WU233,S02,000160000213,MER-VEH-COMPACT-0001,MER-FRONT-SUSPENSION-0010
L40,PR-0012,Underbody Seam Sealing,WU234,S01,000160000214,MER-VEH-SUV-0001,MER-REAR-SUSPENSION-0011
L40,PR-0001,Bead Application,WU235,S02,000160000215,MER-VEH-SUV-0001,MER-HOOD-0005
L40,PR-0061,Trimming Operation - Suspension Arm,WU236,S03,000160000216,MER-VEH-SUV-0001,
L40,PR-0012,Underbody Seam Sealing,WU237,S04,000160000217,MER-VEH-SUV-0001,MER-BRAKE-SYSTEM-0012
L41,PR-0002,Spot Weld,WU238,S01,000160000218,MER-VEH-SUV-0001,MER-FRONT-SUSPENSION-0010
L41,PR-0078,Assembly - Floor Pan,WU239,S01,000160000219,MER-VEH-SUV-0001,MER-SEATS-0016
L41,PR-0011,EOL Functional Check,WU240,S02,000160000220,MER-VEH-SUV-0001,
L41,PR-0004,Camera Inspection,WU241,S02,000160000221,MER-VEH-SUV-0001,
L41,PR-0016,Sheet Metal Forming,WU242,S02,000160000222,MER-VEH-SUV-0001,MER-FENDERS-0008
L41,PR-0029,Connector Termination,WU243,S03,000160000223,MER-VEH-SUV-0001,MER-CATALYTIC-CONVER-0040
L42,PR-0015,Motor Coil Winding,WU244,S01,000160000224,MER-VEH-SUV-0001,MER-CLUTCH-ASSEMBLY-0033
L42,PR-0135,Door Module Fastening,WU245,S01,000160000225,MER-VEH-SUV-0001,MER-CYLINDER-HEAD-0028
L42,PR-0004,Camera Inspection,WU246,S02,000160000226,MER-VEH-SUV-0001,
L42,PR-0006,Cathodic Dip Coating,WU247,S02,000160000227,MER-VEH-SUV-0001,MER-INFOTAINMENT-UNI-0025
L42,PR-0087,Trimming Operation - Rear Axle,WU248,S03,000160000228,MER-VEH-SUV-0001,
L42,PR-0024,PCBA Operation,WU249,S03,000160000229,MER-VEH-SUV-0001,MER-CRANKSHAFT-0029
L42,PR-0164,Trunk Lid Cutting,WU250,S03,000160000230,MER-VEH-SUV-0001,
