Werk,Anlagennummer,Anlagenbezeichnung,Kostenstelle,Anschaffungswert,Hersteller
P1150,000160000160,Wheel Alignment Rig,CC-4680,55305.23,ABB Robotics
P1150,000160000161,Dimensional Measurement Arm,CC-4681,128541.50,Mazak Corporation
P1150,000160000162,Overhead Gantry Loader,CC-4682,179195.79,Lincoln
P1150,000160000163,Hydraulic Press,CC-4682,235359.19,Atlas Copco
P1150,000160000164,Assembly Torque Wrench Station,CC-4682,14795.45,Atlas Copco
P1150,000160000165,Paint Application Robot,,262493.78,KUKA AG
P1150,000160000166,Overhead Gantry Loader,CC-4680,93348.44,Schuler Group
P1150,000160000167,Screw Fastening Station,CC-4682,19665.29,ABB Robotics
P1150,000160000168,Robotic Welding Cell,CC-4680,156884.25,Yaskawa
P1150,000160000169,Dimensional Measurement Arm,CC-4682,106081.49,Comau
P1150,000160000170,Dimensional Measurement Arm,CC-4680,86838.13,Yaskawa
P1150,000160000171,Wheel Alignment Rig,CC-4682,57038.29,DMG MORI
P1150,000160000172,Assembly Torque Wrench Station,CC-4681,10134.84,DMG MORI
P1150,000160000173,Ultrasonic Welding Station,CC-4681,44075.40,KUKA
P1150,000160000174,Torque Application Unit,CC-4682,33969.98,Miller Electric
P1150,000160000175,Wheel Alignment Rig,CC-4683,49494.28,Mazak
P1150,000160000176,Stamping Press,CC-4682,821849.67,Mazak Corporation
P1150,000160000177,,CC-4681,418252.70,Yaskawa
P1150,000160000178,Adhesive Dispensing Unit,CC-4682,30874.19,KUKA AG
P1150,000160000179,Leak Test Station,CC-4680,47036.66,Mazak Corporation
P1150,000160000180,Leak Test Station,CC-4683,46472.14,KUKA
P1150,000160000181,Laser Welding Cell,CC-4681,234484.60,Schuler Group
P1150,000160000182,Palletizing Robot,CC-4681,138759.34,FANUC
P1150,000160000183,Overhead Gantry Loader,CC-4682,129903.98,Bosch Rexroth
P1150,000160000184,Automated Guided Vehicle,CC-4680,54914.88,Yaskawa Motoman
P1150,000160000185,Robotic Welding Cell,CC-4680,124569.71,ABB Robotics
P1150,000160000186,Leak Test Station,CC-4681,31267.15,ABB ROBOTICS
P1150,000160000187,Wheel Alignment Rig,CC-4683,76856.00,KUKA
P1150,000160000188,Laser Welding Cell,CC-4681,274366.16,Schneider
P1150,000160000189,Final Functional Test Bench,CC-4681,97694.07,ABB
P1150,000160000190,Robotic Welding Cell,CC-4680,151775.90,Fanuc Corporation
P1150,000160000191,Vision Inspection Station,CC-4680,45585.02,Dematic
P1150,000160000192,Conveyor System,CC-4683,81858.98,Dematic
P1150,000160000193,CNC Machining Center,,308099.04,Hexagon AB
P1150,000160000194,Robotic Welding Cell,CC-4682,237168.14,Hexagon AB
P1150,000160000195,Robotic Welding Cell,CC-4681,270365.24,Ingersoll Rand
P1150,000160000196,Palletizing Robot,CC-4680,127498.93,DMG MORI
P1150,000160000197,CNC Machining Center,CC-4683,341841.71,Mazak Corporation
P1150,000160000198,Hydraulic Press,CC-4683,121559.66,DMG MORI
P1150,000160000199,Hydraulic Press,CC-4681,379086.86,Comau
P1150,000160000200,Final Functional Test Bench,,92120.46,Yaskawa Motoman
P1150,000160000201,,CC-4681,37030.44,KUKA AG
P1150,000160000202,,CC-4683,51764.38,Fives Group
P1150,000160000203,Battery Pack Assembly Cell,CC-4682,511894.63,KUKA
P1150,000160000204,Adhesive Dispensing Unit,CC-4683,68272.25,ABB Robotics
P1150,000160000205,Final Functional Test Bench,,127303.68,Haas Automation
P1150,000160000206,Robotic Welding Cell,CC-4683,176532.64,Haas Automation
P1150,000160000207,Automated Guided Vehicle,CC-4682,87880.66,KUKA AG
P1150,000160000208,Adhesive Dispensing Unit,CC-4680,38859.18,Eisenmann
P1150,000160000209,Palletizing Robot,CC-4680,73738.37,DMG MORI
P1150,000160000210,Injection Molding Machine,CC-4680,236620.21,Schneider Electric
P1150,000160000211,Induction Heating Unit,CC-4682,54030.90,Siemens Ag
P1150,000160000212,Robotic Welding Cell,CC-4682,249686.54,KUKA AG
P1150,000160000213,CNC Machining Center,CC-4682,239984.57,Ingersoll Rand
P1150,000160000214,Overhead Gantry Loader,CC-4681,105231.07,kuka ag
P1150,000160000215,Final Functional Test Bench,CC-4680,76770.26,Rockwell Automation
P1150,000160000216,Conveyor System,CC-4683,68742.39,Mazak Corporation
P1150,000160000217,Automated Guided Vehicle,CC-4681,114412.07,KUKA
P1150,000160000218,Overhead Gantry Loader,CC-4683,165798.38,KUKA
P1150,000160000219,Screw Fastening Station,CC-4682,12068.34,Bosch Rexroth
P1150,000160000220,Screw Fastening Station,CC-4680,21122.47,Schuler Group
P1150,000160000221,Paint Application Robot,CC-4682,150873.76,ABB Robotics
P1150,000160000222,Overhead Gantry Loader,CC-4682,94051.23,ABB Robotics
P1150,000160000223,Overhead Gantry Loader,CC-4681,166028.68,ABB Robotics
P1150,000160000224,Paint Application Robot,CC-4681,208802.21,Yaskawa Motoman
P1150,000160000225,Overhead Gantry Loader,CC-4681,145318.93,Yaskawa Motoman
P1150,000160000226,Automated Guided Vehicle,CC-4682,46903.70,FANUC
P1150,000160000227,Ultrasonic Welding Station,CC-4682,63996.69,Haas Automation
P1150,000160000228,Riveting Station,CC-4683,69212.52,Fanuc Corporation
P1150,000160000229,Laser Welding Cell,CC-4682,186590.78,KUKA AG
P1150,000160000230,Automated Guided Vehicle,CC-4680,62864.86,KUKA AG
P1150,000160000231,Laser Welding Cell,CC-4681,388877.39,Atlas Copco
P1150,000160000232,Automated Guided Vehicle,CC-4680,103666.21,KUKA AG
P1150,000160000233,Induction Heating Unit,CC-4681,75349.43,Schneider
P1150,000160000234,Robotic Welding Cell,CC-4681,250094.42,KUKA
P1150,000160000235,Riveting Station,CC-4682,37500.26,FANUC Corporation
P1150,000160000236,Ultrasonic Welding Station,CC-4681,62896.04,KUKA
P1150,000160000237,Coil Winding Machine,CC-4680,195643.86,atlas copco
P1150,000160000238,Assembly Torque Wrench Station,CC-4680,23281.10,Yaskawa Motoman
P1150,000160000239,CNC Machining Center,CC-4682,390747.09,Kuka Ag
P1150,000160000240,Coil Winding Machine,CC-4681,121279.28,FANUC Corporation
P1150,000160000241,,CC-4681,164568.11,Mazak
P1150,000160000242,Screw Fastening Station,CC-4683,19551.99,Atlas Copco
P1150,000160000243,Vision Inspection Station,CC-4682,66411.04,KUKA
P1150,000160000244,Dimensional Measurement Arm,CC-4683,144538.77,ABB Robotics
P1150,000160000245,Overhead Gantry Loader,CC-4682,95430.61,ABB Robotics
P1150,000160000246,Paint Application Robot,CC-4681,184848.98,Yaskawa Motoman
P1150,000160000247,Induction Heating Unit,CC-4680,45389.95,ABB Robotics
P1150,000160000248,Induction Heating Unit,CC-4683,81852.16,FANUC
P1150,000160000249,Battery Pack Assembly Cell,CC-4680,477388.84,ABB Robotics
P1150,000160000250,Stamping Press,CC-4681,1040873.76,ABB Robotics
P1150,000160000251,Dimensional Measurement Arm,CC-4683,92369.82,KUKA AG
P1150,000160000252,Wheel Alignment Rig,CC-4681,34154.22,KUKA AG
P1150,000160000253,Assembly Torque Wrench Station,CC-4681,33292.10,Mazak Corporation
P1150,000160000254,Palletizing Robot,CC-4683,90200.50,KUKA AG
P1150,000160000255,Stamping Press,CC-4683,319386.25,Mazak Corporation
P1150,000160000256,Leak Test Station,CC-4681,20578.89,Mazak
P1150,000160000257,Palletizing Robot,CC-4682,146421.69,KUKA
P1150,000160000258,Dimensional Measurement Arm,CC-4683,100054.58,KUKA AG
P1150,000160000259,Screw Fastening Station,,39955.77,Comau
P1150,000160000260,Automated Guided Vehicle,CC-4681,56304.85,Fives
P1150,000160000261,Palletizing Robot,CC-4683,143612.63,KUKA AG
P1150,000160000262,CNC Machining Center,CC-4680,258640.34,KUKA AG
P1150,000160000263,Coil Winding Machine,CC-4681,81388.90,Mazak
P1150,000160000264,Injection Molding Machine,CC-4680,266163.65,haas automation
P1150,000160000265,Coil Winding Machine,CC-4682,169112.53,KUKA AG
P1150,000160000266,Conveyor System,CC-4681,114774.76,Schneider Electric
P1150,000160000267,Stamping Press,CC-4681,1016610.41,Fives Group
P1150,000160000268,Conveyor System,CC-4680,85063.86,Mazak Corporation
P1150,000160000269,Robotic Welding Cell,CC-4682,166999.44,KUKA AG
P1150,000160000270,Robotic Welding Cell,CC-4680,188948.91,KUKA
P1150,000160000271,Overhead Gantry Loader,CC-4683,117424.15,Mazak
P1150,000160000272,Overhead Gantry Loader,CC-4681,62328.40,KUKA AG
P1150,000160000273,Final Functional Test Bench,CC-4680,95162.07,DMG MORI
P1150,000160000274,Final Functional Test Bench,CC-4682,87442.32,KUKA AG
P1150,000160000275,Battery Pack Assembly Cell,CC-4683,568951.75,ABB Robotics
P1150,000160000276,Induction Heating Unit,CC-4683,70812.92,Miller Electric
P1150,000160000277,Injection Molding Machine,CC-4682,355237.48,KUKA AG
P1150,000160000278,Paint Application Robot,CC-4682,255507.43,KUKA AG
P1150,000160000279,Dimensional Measurement Arm,CC-4683,123339.48,ABB Robotics
P1150,000160000280,Robotic Welding Cell,CC-4682,265901.92,Fives
P1150,000160000281,Leak Test Station,CC-4680,61328.44,HEXAGON AB
P1150,000160000282,Overhead Gantry Loader,CC-4681,124374.94,DMG MORI
P1150,000160000283,Coil Winding Machine,CC-4683,117563.51,Lincoln Electric
P1150,000160000284,Overhead Gantry Loader,CC-4683,139803.70,KUKA AG
P1150,000160000285,Screw Fastening Station,CC-4682,34792.62,ABB ROBOTICS
P1150,000160000286,Adhesive Dispensing Unit,CC-4681,79659.56,FANUC
P1150,000160000287,Overhead Gantry Loader,CC-4681,149539.97,ABB
P1150,000160000288,,CC-4680,13190.51,KUKA AG
P1150,000160000289,Battery Pack Assembly Cell,CC-4682,586782.55,KUKA
P1150,000160000290,Dimensional Measurement Arm,CC-4680,81125.22,ABB Robotics
P1150,000160000291,Final Functional Test Bench,CC-4680,163104.78,Haas Automation
P1150,000160000292,Induction Heating Unit,CC-4682,78031.70,Siemens AG
P1150,000160000293,Conveyor System,CC-4680,76599.44,DMG MORI
P1150,000160000294,Robotic Welding Cell,CC-4683,270913.57,KUKA AG
P1150,000160000295,Palletizing Robot,CC-4683,124960.03,KUKA AG
P1150,000160000296,Induction Heating Unit,CC-4681,63957.70,KUKA AG
P1150,000160000297,CNC Machining Center,CC-4683,351114.76,KUKA AG
P1150,000160000298,Riveting Station,CC-4682,61821.27,Yaskawa
P1150,000160000299,Vision Inspection Station,CC-4683,62164.04,KUKA
P1150,000160000300,Riveting Station,CC-4682,50647.64,Dematic
P1150,000160000301,Robotic Welding Cell,CC-4680,279239.84,Miller Electric
P1150,000160000302,Hydraulic Press,CC-4683,326632.23,FANUC
P1150,000160000303,Robotic Welding Cell,CC-4681,249776.36,Carl Zeiss Industrial Metrology
P1150,000160000304,Coil Winding Machine,CC-4682,205294.79,FANUC
P1150,000160000305,Dimensional Measurement Arm,CC-4683,87961.11,Atlas
P1150,000160000306,Induction Heating Unit,CC-4683,64911.48,Bosch Rexroth
P1150,000160000307,Stamping Press,CC-4683,1003004.86,Schuler Group
P1150,000160000308,,CC-4681,63879.15,Ingersoll Rand
P1150,000160000309,Assembly Torque Wrench Station,CC-4683,24611.37,kuka ag
P1150,000160000310,Battery Pack Assembly Cell,CC-4683,274937.28,Schuler Group
P1150,000160000311,,CC-4681,296612.68,Schuler
P1150,000160000312,CNC Machining Center,CC-4683,209536.62,KUKA AG
P1150,000160000313,Riveting Station,CC-4683,41711.99,ABB Robotics
P1150,000160000314,,CC-4680,141873.89,Rockwell Automation
P1150,000160000315,Automated Guided Vehicle,CC-4681,66143.59,FANUC Corporation
P1150,000160000316,Laser Welding Cell,CC-4680,277813.66,carl zeiss industrial metrology
P1150,000160000317,Automated Guided Vehicle,CC-4682,95466.45,Dematic
P1150,000160000318,Leak Test Station,CC-4680,56034.57,Miller Electric
P1150,000160000319,Stamping Press,,788924.57,Schuler Group
P1150,000160000320,Screw Fastening Station,CC-4683,16232.15,Eisenmann Se
P1150,000160000321,Torque Application Unit,CC-4682,40325.81,Bosch
P1150,000160000322,Torque Application Unit,CC-4683,31680.65,FANUC Corporation
P1150,000160000323,Overhead Gantry Loader,CC-4683,134618.89,Fanuc Corporation
P1150,000160000324,Adhesive Dispensing Unit,CC-4681,56915.79,Haas Automation
P1150,000160000325,Automated Guided Vehicle,CC-4680,114591.63,DMG MORI
P1150,000160000326,Battery Pack Assembly Cell,CC-4683,292174.15,KUKA
P1150,000160000327,Laser Welding Cell,CC-4681,304828.23,Miller Electric
P1150,000160000328,Leak Test Station,,34614.02,KUKA AG
P1150,000160000329,Screw Fastening Station,CC-4681,25224.91,Ingersoll Rand
P1150,000160000330,Hydraulic Press,CC-4682,358996.81,AIDA Engineering
P1150,000160000331,Final Functional Test Bench,CC-4681,182004.92,DMG MORI
P1150,000160000332,Vision Inspection Station,CC-4680,85861.66,Mazak Corporation
P1150,000160000333,Screw Fastening Station,CC-4683,20048.78,LINCOLN ELECTRIC
P1150,000160000334,CNC Machining Center,CC-4683,423074.62,Carl Zeiss Industrial Metrology
P1150,000160000335,Induction Heating Unit,CC-4682,49987.98,FANUC Corporation
P1150,000160000336,Final Functional Test Bench,CC-4683,114355.76,miller electric
P1150,000160000337,Palletizing Robot,CC-4681,139679.96,Siemens AG
P1150,000160000338,CNC Machining Center,CC-4680,186744.05,Schuler Group
P1150,000160000339,Assembly Torque Wrench Station,CC-4680,32756.48,Ingersoll Rand
P1150,000160000340,Dimensional Measurement Arm,CC-4681,84330.79,Bosch Rexroth
P1150,000160000341,Ultrasonic Welding Station,CC-4680,31981.49,AIDA Engineering
P1150,000160000342,Leak Test Station,CC-4681,40688.15,FANUC Corporation
P1150,000160000343,Torque Application Unit,CC-4681,19079.02,Bosch Rexroth
P1150,000160000344,Automated Guided Vehicle,CC-4680,44337.67,Mazak Corporation
P1150,000160000345,Coil Winding Machine,,213159.43,Schneider Electric
P1150,000160000346,Dimensional Measurement Arm,CC-4680,106860.64,Yaskawa Motoman
P1150,000160000347,Palletizing Robot,CC-4682,142829.61,KUKA AG
P1150,000160000348,Torque Application Unit,CC-4681,29299.74,Mazak Corporation
P1150,000160000349,Induction Heating Unit,CC-4680,48179.14,KUKA
P1150,000160000350,Conveyor System,CC-4681,80764.62,Yaskawa Motoman
P1150,000160000351,Injection Molding Machine,CC-4683,423020.17,Carl Zeiss Industrial Metrology
P1150,000160000352,,CC-4683,63401.46,KUKA
P1150,000160000353,CNC Machining Center,CC-4680,388692.17,KUKA
P1150,000160000354,Induction Heating Unit,CC-4680,68198.22,FANUC
P1150,000160000355,Paint Application Robot,CC-4681,331932.42,Hexagon AB
P1150,000160000356,Ultrasonic Welding Station,CC-4681,44723.77,KUKA AG
P1150,000160000357,Vision Inspection Station,CC-4680,53517.85,Atlas Copco
P1150,000160000358,Overhead Gantry Loader,CC-4683,105632.58,Siemens AG
P1150,000160000359,Robotic Welding Cell,CC-4680,240150.60,ABB ROBOTICS
P1150,000160000360,Induction Heating Unit,CC-4682,67231.53,Lincoln Electric
P1150,000160000361,CNC Machining Center,CC-4683,392535.47,KUKA AG
P1150,000160000362,Ultrasonic Welding Station,CC-4680,67294.95,KUKA AG
P1150,000160000363,Adhesive Dispensing Unit,CC-4683,60912.47,KUKA AG
P1150,000160000364,Torque Application Unit,CC-4682,43478.81,Bosch Rexroth
P1150,000160000365,Robotic Welding Cell,CC-4680,138130.09,Yaskawa Motoman
P1150,000160000366,Overhead Gantry Loader,CC-4680,113468.31,KUKA AG
P1150,000160000367,Overhead Gantry Loader,CC-4682,82155.90,KUKA AG
P1150,000160000368,Hydraulic Press,CC-4682,360850.99,Abb Robotics
P1150,000160000369,Palletizing Robot,CC-4683,71913.68,AIDA Engineering
P1150,000160000370,Ultrasonic Welding Station,CC-4680,57719.57,FANUC Corporation
P1150,000160000371,Palletizing Robot,CC-4680,155103.83,Mazak
