PartNo,Bin,OnHandQty,IssuingPlant,ReceivingPlant
MAT-650064,G-22-2,4926,Engine Plant US,Assembly Plant US
MAT-247671,B-25-1,2856,Engine Plant US,Assembly Plant US
MAT-660701,A-29-1,4914,Engine Plant US,Assembly Plant US
MAT-381308,G-13-5,348,Engine Plant US,Assembly Plant US
MAT-580960,H-24-4,1331,Engine Plant US,Assembly Plant US
MAT-200370,A-01-4,3199,Engine Plant US,Assembly Plant US
MAT-990245,A-10-5,1652,Engine Plant US,Assembly Plant US
MAT-473182,D-29-5,1807,Engine Plant US,Assembly Plant US
MAT-520086,A-21-1,4398,Engine Plant US,Assembly Plant US
MAT-875028,A-27-4,3442,Engine Plant US,Assembly Plant US
MAT-930835,B-04-4,4197,Engine Plant US,Assembly Plant US
MAT-719065,B-02-3,354,Engine Plant US,Assembly Plant US
MAT-103617,D-21-4,880,Engine Plant US,Assembly Plant US
MAT-894820,A-24-3,2016,Engine Plant US,Assembly Plant US
MAT-774252,H-05-4,3439,Engine Plant US,Assembly Plant US
MAT-398388,G-27-4,456,Engine Plant US,Assembly Plant US
MAT-167921,E-27-1,983,Engine Plant US,Assembly Plant US
MAT-629459,A-11-2,2983,Engine Plant US,Assembly Plant US
MAT-349487,E-18-4,1365,Engine Plant US,Assembly Plant US
MAT-792859,D-19-4,3415,Engine Plant US,Assembly Plant US
MAT-655127,B-09-3,615,Engine Plant US,Assembly Plant US
MAT-456717,A-13-5,831,Engine Plant US,Assembly Plant US
MAT-503529,H-19-5,4786,Engine Plant US,Assembly Plant US
MAT-729488,D-05-1,3514,Engine Plant US,Assembly Plant US
MAT-716218,D-03-2,1050,Engine Plant US,Assembly Plant US
MAT-769571,E-10-2,1276,Engine Plant US,Assembly Plant US
MAT-248503,C-13-2,1697,Engine Plant US,Assembly Plant US
MAT-558963,B-15-1,1931,Engine Plant US,Assembly Plant US
MAT-527852,A-03-4,3622,Engine Plant US,Assembly Plant US
MAT-674170,E-22-4,2983,Engine Plant US,Assembly Plant US
MAT-855156,E-05-1,1285,Engine Plant US,Assembly Plant US
MAT-453467,D-24-3,4396,Engine Plant US,Assembly Plant US
MAT-219357,E-07-5,1863,Engine Plant US,Assembly Plant US
MAT-220940,B-29-3,4513,Engine Plant US,Assembly Plant US
MAT-888472,H-14-2,1158,Engine Plant US,Assembly Plant US
MAT-893003,B-28-2,3715,Engine Plant US,Assembly Plant US
MAT-904657,F-08-4,4908,Engine Plant US,Assembly Plant US
MAT-885308,B-25-1,4516,Engine Plant US,Assembly Plant US
MAT-584152,H-19-2,3161,Engine Plant US,Assembly Plant US
MAT-862313,H-21-4,978,Engine Plant US,Assembly Plant US
MAT-234574,C-10-5,1451,Engine Plant US,Assembly Plant US
MAT-419202,G-13-3,944,Engine Plant US,Assembly Plant US
MAT-257476,G-18-3,949,Engine Plant US,Assembly Plant US
MAT-594519,F-08-3,255,Engine Plant US,Assembly Plant US
MAT-729362,H-06-2,3728,Engine Plant US,Assembly Plant US
MAT-805471,B-14-4,3253,Engine Plant US,Assembly Plant US
MAT-770871,F-29-5,3935,Engine Plant US,Assembly Plant US
MAT-566682,F-02-5,4166,Engine Plant US,Assembly Plant US
MAT-298775,E-14-3,1322,Engine Plant US,Assembly Plant US
MAT-703632,D-17-4,3744,Engine Plant US,Assembly Plant US
MAT-819191,C-11-4,4796,Engine Plant US,Assembly Plant US
MAT-918288,C-12-5,3472,Engine Plant US,Assembly Plant US
MAT-719489,C-08-4,2569,Engine Plant US,Assembly Plant US
MAT-774906,H-19-5,1149,Engine Plant US,Assembly Plant US
MAT-245289,H-12-1,4599,Engine Plant US,Assembly Plant US
MAT-772099,G-18-4,3411,Engine Plant US,Assembly Plant US
MAT-819782,E-02-4,1630,Engine Plant US,Assembly Plant US
MAT-994340,B-16-4,2586,Engine Plant US,Assembly Plant US
MAT-692013,B-03-5,4631,Engine Plant US,Assembly Plant US
MAT-269328,E-26-3,2274,Engine Plant US,Assembly Plant US
MAT-506670,D-11-5,3443,Engine Plant US,Assembly Plant US
MAT-599950,A-11-4,1101,Engine Plant US,Assembly Plant US
MAT-611381,G-29-1,2575,Engine Plant US,Assembly Plant US
MAT-933555,B-22-1,2315,Engine Plant US,Assembly Plant US
MAT-843871,H-05-1,1082,Engine Plant US,Assembly Plant US
MAT-213706,H-21-5,1742,Engine Plant US,Assembly Plant US
MAT-438783,B-24-4,4109,Engine Plant US,Assembly Plant US
MAT-375769,F-24-5,559,Engine Plant US,Assembly Plant US
MAT-363237,H-17-2,4523,Engine Plant US,Assembly Plant US
MAT-206081,F-25-2,238,Engine Plant US,Assembly Plant US
MAT-282641,H-21-3,4291,Engine Plant US,Assembly Plant US
MAT-740519,B-04-4,1087,Engine Plant US,Assembly Plant US
MAT-964996,B-23-1,4906,Engine Plant US,Assembly Plant US
MAT-816573,B-21-4,3777,Engine Plant US,Assembly Plant US
MAT-353506,F-02-3,4962,Engine Plant US,Assembly Plant US
MAT-833945,A-08-1,4852,Engine Plant US,Assembly Plant US
MAT-222824,F-29-4,4251,Engine Plant US,Assembly Plant US
MAT-645741,B-17-3,748,Engine Plant US,Assembly Plant US
MAT-220281,F-12-1,4120,Engine Plant US,Assembly Plant US
MAT-120643,A-02-4,4521,Engine Plant US,Assembly Plant US
MAT-794060,B-27-1,475,Engine Plant US,Assembly Plant US
MAT-702038,B-29-2,2078,Engine Plant US,Assembly Plant US
MAT-109368,H-12-1,2707,Engine Plant US,Assembly Plant US
MAT-567779,G-15-3,2682,Engine Plant US,Assembly Plant US
MAT-500526,E-21-5,3787,Engine Plant US,Assembly Plant US
MAT-536334,A-02-3,3839,Engine Plant US,Assembly Plant US
MAT-805657,B-09-2,1245,Engine Plant US,Assembly Plant US
MAT-315058,B-29-4,3594,Engine Plant US,Assembly Plant US
MAT-286132,C-21-5,2478,Engine Plant US,Assembly Plant US
MAT-655404,A-28-1,1643,Engine Plant US,Assembly Plant US
MAT-551934,C-27-1,2051,Engine Plant US,Assembly Plant US
MAT-756723,C-21-2,3699,Engine Plant US,Assembly Plant US
MAT-822041,B-21-1,2423,Engine Plant US,Assembly Plant US
MAT-827120,C-27-3,2419,Engine Plant US,Assembly Plant US
MAT-470261,E-08-1,3710,Engine Plant US,Assembly Plant US
MAT-557636,F-03-2,4889,Engine Plant US,Assembly Plant US
MAT-968814,G-11-3,2640,Engine Plant US,Assembly Plant US
MAT-254585,A-09-2,3796,Engine Plant US,Assembly Plant US
MAT-339657,G-07-3,2378,Paint Shop DE,Assembly Plant US
MAT-380046,H-16-2,4570,Paint Shop DE,Assembly Plant US
MAT-870129,H-19-3,56,Paint Shop DE,Assembly Plant US
MAT-662647,C-27-5,2782,Paint Shop DE,Assembly Plant US
MAT-839581,C-03-3,379,Paint Shop DE,Assembly Plant US
MAT-567772,F-16-4,2305,Paint Shop DE,Assembly Plant US
MAT-744163,A-10-2,4878,Paint Shop DE,Assembly Plant US
MAT-552750,C-09-2,3784,Paint Shop DE,Assembly Plant US
MAT-138867,A-22-5,4674,Paint Shop DE,Assembly Plant US
MAT-613279,D-13-5,793,Paint Shop DE,Assembly Plant US
MAT-486757,G-04-4,1563,Paint Shop DE,Assembly Plant US
MAT-882547,B-16-1,3829,Paint Shop DE,Assembly Plant US
MAT-427549,B-23-4,1897,Paint Shop DE,Assembly Plant US
MAT-537175,D-12-1,1105,Paint Shop DE,Assembly Plant US
MAT-684473,G-12-1,1163,Paint Shop DE,Assembly Plant US
MAT-796408,B-27-5,1388,Paint Shop DE,Assembly Plant US
MAT-523833,E-29-4,381,Paint Shop DE,Assembly Plant US
MAT-556455,H-14-5,2560,Paint Shop DE,Assembly Plant US
MAT-232812,C-17-4,2840,Paint Shop DE,Assembly Plant US
MAT-833243,E-09-3,1436,Paint Shop DE,Assembly Plant US
MAT-535771,F-27-3,3976,Paint Shop DE,Assembly Plant US
MAT-122294,G-07-5,4744,Paint Shop DE,Assembly Plant US
MAT-637772,G-04-3,1562,Paint Shop DE,Assembly Plant US
MAT-421601,E-05-3,1386,Paint Shop DE,Assembly Plant US
MAT-633240,C-10-5,803,Paint Shop DE,Assembly Plant US
MAT-770898,G-23-1,3292,Paint Shop DE,Assembly Plant US
MAT-312275,H-02-4,4207,Paint Shop DE,Assembly Plant US
MAT-686084,G-14-5,345,Paint Shop DE,Assembly Plant US
MAT-615879,H-19-3,1475,Paint Shop DE,Assembly Plant US
MAT-255097,F-25-3,3237,Paint Shop DE,Assembly Plant US
MAT-836784,G-16-1,870,Paint Shop DE,Assembly Plant US
MAT-804495,B-11-2,2353,Paint Shop DE,Assembly Plant US
MAT-730287,A-21-3,3100,Paint Shop DE,Assembly Plant US
MAT-977220,E-14-2,510,Paint Shop DE,Assembly Plant US
MAT-755347,B-11-4,3147,Paint Shop DE,Assembly Plant US
MAT-898149,G-25-3,232,Paint Shop DE,Assembly Plant US
MAT-194759,A-05-4,3501,Paint Shop DE,Assembly Plant US
MAT-492040,B-25-2,4353,Paint Shop DE,Assembly Plant US
MAT-579778,H-18-2,4956,Paint Shop DE,Assembly Plant US
MAT-843805,A-10-2,616,Paint Shop DE,Assembly Plant US
MAT-168342,F-04-2,2025,Paint Shop DE,Assembly Plant US
MAT-157167,H-01-3,3373,Paint Shop DE,Assembly Plant US
MAT-879893,H-29-5,2218,Paint Shop DE,Assembly Plant US
MAT-787586,B-26-3,2146,Paint Shop DE,Assembly Plant US
MAT-414400,C-03-5,4094,Paint Shop DE,Assembly Plant US
MAT-316530,H-09-1,380,Paint Shop DE,Assembly Plant US
MAT-360886,E-17-3,652,Paint Shop DE,Assembly Plant US
MAT-688871,F-26-4,1280,Paint Shop DE,Assembly Plant US
MAT-192218,H-10-4,1052,Paint Shop DE,Assembly Plant US
MAT-525659,E-10-1,3327,Paint Shop DE,Assembly Plant US
MAT-895391,C-11-4,4298,Paint Shop DE,Assembly Plant US
MAT-334152,B-18-5,4945,Paint Shop DE,Assembly Plant US
MAT-355790,D-24-3,146,Paint Shop DE,Assembly Plant US
MAT-991596,F-12-2,4501,Paint Shop DE,Assembly Plant US
MAT-269080,C-14-4,3071,Paint Shop DE,Assembly Plant US
MAT-417212,G-20-5,1339,Paint Shop DE,Assembly Plant US
MAT-437501,B-18-3,1432,Paint Shop DE,Assembly Plant US
MAT-856613,D-05-4,3911,Paint Shop DE,Assembly Plant US
MAT-643587,E-14-4,4730,Paint Shop DE,Assembly Plant US
MAT-640124,F-14-2,3668,Paint Shop DE,Assembly Plant US
MAT-118898,H-18-3,4020,Paint Shop DE,Assembly Plant US
MAT-293102,E-13-4,2187,Paint Shop DE,Assembly Plant US
MAT-906611,B-24-3,3403,Paint Shop DE,Assembly Plant US
MAT-297237,A-26-3,1342,Paint Shop DE,Assembly Plant US
MAT-468889,C-11-4,4108,Paint Shop DE,Assembly Plant US
MAT-164906,B-24-2,78,Paint Shop DE,Assembly Plant US
MAT-284660,B-12-5,2868,Paint Shop DE,Assembly Plant US
MAT-544112,H-03-4,4191,Paint Shop DE,Assembly Plant US
MAT-422969,F-27-3,579,Paint Shop DE,Assembly Plant US
MAT-777322,A-22-4,3637,Paint Shop DE,Assembly Plant US
MAT-847613,G-05-2,289,Paint Shop DE,Assembly Plant US
MAT-105490,H-15-4,715,Paint Shop DE,Assembly Plant US
MAT-562789,F-02-2,361,Paint Shop DE,Assembly Plant US
MAT-593384,A-12-3,4088,Paint Shop DE,Assembly Plant US
MAT-190357,E-03-2,2730,Paint Shop DE,Assembly Plant US
MAT-806222,E-28-2,2935,Paint Shop DE,Assembly Plant US
MAT-205922,A-15-1,2174,Paint Shop DE,Assembly Plant US
MAT-637313,C-15-5,1198,Paint Shop DE,Assembly Plant US
MAT-753375,H-16-1,2577,Paint Shop DE,Assembly Plant US
MAT-369054,G-15-5,1462,Paint Shop DE,Assembly Plant US
MAT-311000,A-14-3,4651,Paint Shop DE,Assembly Plant US
MAT-923934,D-20-2,1084,Paint Shop DE,Assembly Plant US
MAT-483346,H-09-2,3343,Paint Shop DE,Assembly Plant US
MAT-636496,D-21-2,1947,Paint Shop DE,Assembly Plant US
MAT-290501,H-20-2,3678,Paint Shop DE,Assembly Plant US
MAT-441218,E-21-4,2017,Paint Shop DE,Assembly Plant US
MAT-610586,G-17-1,744,Paint Shop DE,Assembly Plant US
MAT-597598,C-06-3,2524,Paint Shop DE,Assembly Plant US
MAT-500871,C-23-3,2690,Paint Shop DE,Assembly Plant US
MAT-737337,F-29-1,3805,Paint Shop DE,Assembly Plant US
MAT-132513,F-05-1,2819,Paint Shop DE,Assembly Plant US
MAT-548577,H-03-1,1332,Paint Shop DE,Assembly Plant US
MAT-359711,D-01-4,4053,Paint Shop DE,Assembly Plant US
MAT-969575,D-27-3,3102,Paint Shop DE,Assembly Plant US
MAT-675701,E-17-1,1988,Paint Shop DE,Assembly Plant US
MAT-207468,E-17-2,2118,Paint Shop DE,Assembly Plant US
MAT-560116,B-19-2,1002,Paint Shop DE,Assembly Plant US
MAT-709006,B-25-3,816,Paint Shop DE,Assembly Plant US
MAT-426972,D-24-4,1495,Paint Shop DE,Assembly Plant US
MAT-126169,C-28-3,1955,Paint Shop DE,Assembly Plant US
MAT-671896,E-17-1,4073,Paint Shop DE,Assembly Plant US
MAT-431201,G-23-4,4765,Paint Shop DE,Assembly Plant US
MAT-989959,B-07-4,2835,Paint Shop DE,Assembly Plant US
MAT-627110,B-20-4,4290,Paint Shop DE,Assembly Plant US
MAT-364025,F-02-5,629,Paint Shop DE,Assembly Plant US
MAT-925528,A-18-4,2220,Paint Shop DE,Assembly Plant US
MAT-480426,E-14-2,735,Paint Shop DE,Assembly Plant US
MAT-724458,B-23-3,4404,Paint Shop DE,Assembly Plant US
MAT-476068,D-03-1,2959,Paint Shop DE,Assembly Plant US
MAT-968286,B-26-5,87,Paint Shop DE,Assembly Plant US
MAT-641131,A-03-5,3975,Paint Shop DE,Assembly Plant US
MAT-226572,H-17-1,3076,Paint Shop DE,Assembly Plant US
MAT-584091,E-15-5,3989,Paint Shop DE,Assembly Plant US
MAT-728311,B-06-3,1544,Paint Shop DE,Assembly Plant US
MAT-117626,E-09-4,883,Paint Shop DE,Assembly Plant US
MAT-828467,E-14-4,366,Paint Shop DE,Assembly Plant US
MAT-476123,G-06-1,2493,Paint Shop DE,Assembly Plant US
MAT-748856,A-01-3,498,Paint Shop DE,Assembly Plant US
MAT-146460,E-26-4,4843,Paint Shop DE,Assembly Plant US
MAT-716051,G-16-4,150,Paint Shop DE,Assembly Plant US
MAT-662294,F-10-2,1612,Paint Shop DE,Assembly Plant US
MAT-346200,G-22-5,1089,Paint Shop DE,Assembly Plant US
MAT-112134,B-17-5,3957,Transmission Plant PL,Assembly Plant US
MAT-182896,H-18-5,100,Transmission Plant PL,Assembly Plant US
MAT-847107,C-03-3,3810,Transmission Plant PL,Assembly Plant US
MAT-926401,A-19-3,2556,Transmission Plant PL,Assembly Plant US
MAT-711647,H-25-1,1658,Transmission Plant PL,Assembly Plant US
MAT-518130,F-05-3,1393,Transmission Plant PL,Assembly Plant US
MAT-463910,E-21-5,270,Transmission Plant PL,Assembly Plant US
MAT-813739,D-18-5,3708,Transmission Plant PL,Assembly Plant US
MAT-164177,C-16-4,2401,Transmission Plant PL,Assembly Plant US
MAT-526414,F-29-5,845,Transmission Plant PL,Assembly Plant US
MAT-688004,H-10-3,3331,Transmission Plant PL,Assembly Plant US
MAT-376605,G-23-2,4053,Transmission Plant PL,Assembly Plant US
MAT-996206,C-08-3,4092,Transmission Plant PL,Assembly Plant US
MAT-551176,G-17-2,2256,Transmission Plant PL,Assembly Plant US
MAT-654668,F-23-5,2325,Transmission Plant PL,Assembly Plant US
MAT-300980,C-14-4,2602,Transmission Plant PL,Assembly Plant US
MAT-958160,C-01-1,4892,Transmission Plant PL,Assembly Plant US
MAT-398626,B-05-3,2841,Transmission Plant PL,Assembly Plant US
MAT-730075,B-14-4,4047,Transmission Plant PL,Assembly Plant US
MAT-433343,B-01-2,1510,Transmission Plant PL,Assembly Plant US
MAT-339722,F-15-2,4912,Transmission Plant PL,Assembly Plant US
MAT-420478,B-08-1,3177,Transmission Plant PL,Assembly Plant US
MAT-803190,A-19-4,3252,Transmission Plant PL,Assembly Plant US
MAT-299389,F-21-1,3015,Transmission Plant PL,Assembly Plant US
MAT-703208,G-20-4,356,Transmission Plant PL,Assembly Plant US
MAT-306143,B-19-2,1499,Transmission Plant PL,Assembly Plant US
MAT-356015,H-09-5,984,Transmission Plant PL,Assembly Plant US
MAT-405726,H-22-2,2289,Transmission Plant PL,Assembly Plant US
