NCRNumber,Component,FailureMode,DetectionPoint,Disposition,PPMRate
NCR-DE-00035,MER-STEERING-SYSTEM-0013,SEAL-LEAK,STMP-S01,Scrap,230
NCR-DE-00036,MER-INFOTAINMENT-UNI-0025,WELD-UNDERCUT,STMP-S01,Scrap,379
NCR-DE-00037,MER-DOOR-PANELS-0019,WELD-POROSITY,STMP-S03,Scrap,191
NCR-DE-00038,MER-PISTONS-0030,WELD-UNDERCUT,STMP-S04,Scrap,463
NCR-DE-00039,MER-EXHAUST-PIPE-0042,WELD-MISALIGN,STMP-S01,Rework,117
NCR-DE-00040,MER-INFOTAINMENT-UNI-0025,ELEC-SHORT-CIRCUIT,STMP-S02,Rework,162
NCR-DE-00041,MER-CENTER-CONSOLE-0018,PAINT-ORANGE-PEEL,STMP-S01,Use-As-Is,452
NCR-DE-00042,MER-MUFFLER-0041,ELEC-CONNECTOR-MISMATE,STMP-S02,Rework,147
NCR-DE-00043,MER-GEAR-SET-0034,WELD-MISALIGN,STMP-S01,Rework,93
NCR-DE-00044,MER-HOOD-0005,MATERIAL-CONTAMINATION,STMP-S02,Scrap,270
NCR-DE-00045,MER-HEADLINER-0020,DIM-OUT-OF-TOLERANCE,STMP-S03,Scrap,428
NCR-DE-00046,MER-DOOR-PANELS-0019,ASSY-MISSING-FASTENER,STMP-S03,Rework,262
NCR-DE-00047,MER-ROTOR-0032,ELEC-SHORT-CIRCUIT,STMP-S01,Rework,150
NCR-DE-00048,MER-DOORS-0004,ELEC-SHORT-CIRCUIT,STMP-S04,Rework,116
NCR-DE-00049,MER-CYLINDER-BLOCK-0027,WELD-MISALIGN,STMP-S02,Scrap,84
NCR-DE-00050,MER-FUEL-TANK-0036,ASSY-WRONG-PART,STMP-S02,Scrap,470
NCR-DE-00051,MER-VEH-SUV-0001,DIM-OUT-OF-TOLERANCE,STMP-S03,Scrap,273
NCR-DE-00052,MER-DOORS-0004,ASSY-CROSS-THREAD,STMP-S03,Scrap,266
NCR-DE-00053,MER-FENDERS-0008,PAINT-BLISTER,STMP-S02,Scrap,259
NCR-DE-00054,MER-CATALYTIC-CONVER-0040,WELD-POROSITY,STMP-S02,Scrap,489
NCR-DE-00055,MER-ROTOR-0032,WELD-MISALIGN,STMP-S03,Use-As-Is,111
NCR-DE-00056,MER-DASHBOARD-0017,SEAL-LEAK,STMP-S01,Use-As-Is,424
NCR-DE-00057,MER-CLUTCH-ASSEMBLY-0033,DIM-OUT-OF-TOLERANCE,STMP-S01,Use-As-Is,353
NCR-DE-00058,MER-REAR-SUSPENSION-0011,SEAL-LEAK,STMP-S02,Rework,186
NCR-DE-00059,MER-STATOR-0031,DIM-OUT-OF-TOLERANCE,STMP-S02,Rework,328
NCR-DE-00060,MER-INVERTER-0035,WELD-UNDERCUT,STMP-S03,Use-As-Is,495
NCR-DE-00061,MER-ONBOARD-CHARGER-0037,SURFACE-SCRATCH,STMP-S02,Rework,124
NCR-DE-00062,MER-FUEL-TANK-0036,ELEC-OPEN-CIRCUIT,STMP-S01,Rework,88
NCR-DE-00063,MER-FUEL-PUMP-0037,DIM-OUT-OF-TOLERANCE,STMP-S02,Rework,496
NCR-DE-00064,MER-HOOD-0005,DIM-GAP-FLUSH,STMP-S01,Scrap,471
NCR-DE-00065,MER-DASHBOARD-0017,SURFACE-SCRATCH,STMP-S02,Rework,177
NCR-DE-00066,MER-BODY-SHELL-0003,WELD-POROSITY,STMP-S01,Scrap,195
NCR-DE-00067,MER-VEH-EV-0001,PAINT-ORANGE-PEEL,STMP-S01,Rework,229
NCR-DE-00068,MER-BUMPER-FRONT-0006,PAINT-BLISTER,STMP-S01,Rework,40
NCR-DE-00069,MER-WIRING-HARNESS-0022,ELEC-OPEN-CIRCUIT,STMP-S01,Scrap,172
NCR-DE-00070,MER-BATTERY-HOUSING-0029,ASSY-CROSS-THREAD,STMP-S02,Rework,175
NCR-DE-00071,MER-CENTER-CONSOLE-0018,ELEC-SHORT-CIRCUIT,STMP-S02,Use-As-Is,255
NCR-DE-00072,MER-PISTONS-0030,DIM-OUT-OF-TOLERANCE,STMP-S02,Rework,278
NCR-DE-00073,MER-LOW-VOLTAGE-BATT-0023,SEAL-LEAK,STMP-S01,Rework,33
NCR-DE-00074,MER-HEADLINER-0020,PAINT-BLISTER,STMP-S04,Rework,123
NCR-DE-00075,MER-WIRING-HARNESS-0022,WELD-MISALIGN,STMP-S03,Scrap,426
NCR-DE-00076,MER-BRAKE-SYSTEM-0012,ELEC-OPEN-CIRCUIT,STMP-S02,Rework,63
NCR-DE-00077,MER-BUMPER-REAR-0007,ASSY-CROSS-THREAD,STMP-S01,Scrap,148
NCR-DE-00078,MER-FUEL-INJECTOR-0038,ELEC-CONNECTOR-MISMATE,STMP-S02,Scrap,249
NCR-DE-00079,MER-BRAKE-SYSTEM-0012,PAINT-RUNS,STMP-S01,Rework,77
NCR-DE-00080,MER-INFOTAINMENT-UNI-0025,WELD-MISALIGN,STMP-S01,Scrap,174
NCR-DE-00081,MER-INFOTAINMENT-UNI-0025,ASSY-CROSS-THREAD,STMP-S02,Rework,498
NCR-DE-00082,MER-BATTERY-CELL-MOD-0027,ASSY-MISSING-FASTENER,STMP-S01,Use-As-Is,487
NCR-DE-00083,MER-REAR-SUSPENSION-0011,ASSY-CROSS-THREAD,STMP-S02,Rework,265
NCR-DE-00084,MER-LIGHTING-SYSTEM-0024,SEAL-LEAK,STMP-S04,Use-As-Is,462
NCR-DE-00085,MER-BUMPER-REAR-0007,DIM-OUT-OF-TOLERANCE,STMP-S01,Scrap,225
NCR-DE-00086,MER-HEADLINER-0020,WELD-MISALIGN,STMP-S04,Rework,360
NCR-DE-00087,MER-BRAKE-SYSTEM-0012,SURFACE-SCRATCH,STMP-S01,Use-As-Is,66
NCR-DE-00088,MER-CYLINDER-BLOCK-0027,DIM-GAP-FLUSH,STMP-S03,Scrap,97
NCR-DE-00089,MER-CLUTCH-ASSEMBLY-0033,WELD-MISALIGN,STMP-S02,Scrap,474
NCR-DE-00090,MER-GEARBOX-HOUSING-0032,WELD-POROSITY,STMP-S01,Rework,264
NCR-DE-00091,MER-HEADLINER-0020,DIM-GAP-FLUSH,STMP-S01,Rework,252
NCR-DE-00092,MER-HEADLINER-0020,ELEC-OPEN-CIRCUIT,STMP-S04,Use-As-Is,87
NCR-DE-00093,MER-WIRING-HARNESS-0022,PAINT-ORANGE-PEEL,STMP-S01,Use-As-Is,464
