Site_ID,Asset_Tag,Equipment_Description,CostCtr,Book_Value_USD,OEM_Name
P1040,000050000074,Robotic Welding Cell,CC-4608,138554.50,ABB Robotics
P1040,000050000075,Battery Pack Assembly Cell,CC-4608,200540.71,KUKA
P1040,000050000076,Vision Inspection Station,CC-4609,84350.82,DMG MORI
P1040,000050000077,Robotic Welding Cell,,174236.88,Mazak Corporation
P1040,000050000078,Screw Fastening Station,CC-4611,35582.92,Eisenmann Se
P1040,000050000079,Wheel Alignment Rig,CC-4611,49755.83,lincoln electric
P1040,000050000080,Leak Test Station,CC-4610,62527.49,Yaskawa Motoman
P1040,000050000081,Ultrasonic Welding Station,CC-4610,42837.24,Abb Robotics
P1040,000050000082,Palletizing Robot,CC-4609,91063.11,Lincoln Electric
P1040,000050000083,Overhead Gantry Loader,CC-4611,69004.36,DMG MORI
P1040,000050000084,Screw Fastening Station,CC-4609,32939.89,KUKA
P1040,000050000085,CNC Machining Center,CC-4610,411915.81,LINCOLN ELECTRIC
P1040,000050000086,Final Functional Test Bench,CC-4609,153282.86,ABB Robotics
P1040,000050000087,Vision Inspection Station,CC-4611,60281.93,abb robotics
P1040,000050000088,Adhesive Dispensing Unit,CC-4608,49836.62,ABB Robotics
P1040,000050000089,Battery Pack Assembly Cell,CC-4608,594596.77,DMG MORI
P1040,000050000090,Wheel Alignment Rig,CC-4610,40773.06,kuka ag
P1040,000050000091,Dimensional Measurement Arm,CC-4608,141417.35,Yaskawa Motoman
P1040,000050000092,Palletizing Robot,CC-4608,74294.13,DMG MORI
P1040,000050000093,Screw Fastening Station,CC-4609,15584.86,Schuler
P1040,000050000094,Dimensional Measurement Arm,CC-4609,66724.10,KUKA AG
P1040,000050000095,Palletizing Robot,CC-4610,97149.16,DMG
P1040,000050000096,Dimensional Measurement Arm,CC-4610,68010.70,Dematic
P1040,000050000097,CNC Machining Center,CC-4611,414926.10,aida engineering
P1040,000050000098,CNC Machining Center,CC-4609,344350.32,AIDA Engineering
P1040,000050000099,Robotic Welding Cell,CC-4608,167062.57,Comau
P1040,000050000100,Assembly Torque Wrench Station,CC-4611,27906.58,ABB ROBOTICS
P1040,000050000101,Final Functional Test Bench,CC-4608,137175.17,ABB
P1040,000050000102,,CC-4611,175700.18,DMG MORI
P1040,000050000103,Riveting Station,CC-4608,52122.07,KUKA AG
P1040,000050000104,Robotic Welding Cell,CC-4609,157630.65,KUKA AG
P1040,000050000105,Vision Inspection Station,CC-4608,87417.88,EISENMANN SE
P1040,000050000106,Stamping Press,CC-4608,328095.25,AIDA Engineering
P1040,000050000107,Laser Welding Cell,CC-4609,215544.57,Miller Electric
P1040,000050000108,Injection Molding Machine,CC-4611,373270.85,Ingersoll Rand
P1040,000050000109,Torque Application Unit,CC-4608,26369.49,Miller
P1040,000050000110,Paint Application Robot,CC-4610,340715.94,DMG MORI
P1040,000050000111,Induction Heating Unit,CC-4608,79320.90,Durr AG
P1040,000050000112,Torque Application Unit,CC-4609,15480.65,Dematic
P1040,000050000113,Riveting Station,CC-4609,41843.11,KUKA AG
P1040,000050000114,Screw Fastening Station,CC-4609,20719.08,KUKA AG
P1040,000050000115,Assembly Torque Wrench Station,CC-4611,22637.29,KUKA
P1040,000050000116,Palletizing Robot,CC-4608,111792.60,KUKA
P1040,000050000117,Laser Welding Cell,CC-4610,357822.80,ABB Robotics
P1040,000050000118,CNC Machining Center,CC-4609,197531.04,KUKA AG
P1040,000050000119,Injection Molding Machine,CC-4611,234701.20,Fives Group
P1040,000050000120,Wheel Alignment Rig,CC-4608,44987.11,ABB ROBOTICS
P1040,000050000121,Conveyor System,CC-4608,55079.40,KUKA AG
P1040,000050000122,Final Functional Test Bench,CC-4610,71559.27,Mazak Corporation
P1040,000050000123,Hydraulic Press,CC-4611,346520.89,KUKA AG
P1040,000050000124,Coil Winding Machine,CC-4608,91778.22,KUKA AG
P1040,000050000125,Injection Molding Machine,CC-4608,338801.01,KUKA AG
P1040,000050000126,Palletizing Robot,CC-4609,162360.27,KUKA
P1040,000050000127,Conveyor System,CC-4611,103156.54,Durr
P1040,000050000128,CNC Machining Center,CC-4610,194518.41,Haas Automation
P1040,000050000129,Coil Winding Machine,CC-4608,104195.16,KUKA AG
P1040,000050000130,Final Functional Test Bench,CC-4610,127849.72,Rockwell Automation
P1040,000050000131,Adhesive Dispensing Unit,CC-4610,54543.90,ABB Robotics
P1040,000050000132,Injection Molding Machine,CC-4611,398248.18,Yaskawa Motoman
P1040,000050000133,Adhesive Dispensing Unit,CC-4611,42569.93,Fives
P1040,000050000134,Final Functional Test Bench,CC-4608,158752.75,ABB Robotics
P1040,000050000135,Robotic Welding Cell,CC-4609,208733.48,KUKA
P1040,000050000136,Screw Fastening Station,CC-4609,25958.95,Atlas Copco
P1040,000050000137,Leak Test Station,CC-4610,50916.35,Dmg Mori
P1040,000050000138,Dimensional Measurement Arm,CC-4610,76045.46,KUKA AG
P1040,000050000139,Stamping Press,CC-4611,897661.24,ABB
P1040,000050000140,Laser Welding Cell,CC-4609,364361.36,Lincoln Electric
P1040,000050000141,CNC Machining Center,CC-4611,245293.97,FANUC Corporation
P1040,000050000142,Ultrasonic Welding Station,CC-4608,33630.51,Haas
P1040,000050000143,Assembly Torque Wrench Station,CC-4611,27325.41,AIDA Engineering
P1040,000050000144,Coil Winding Machine,,135474.84,KUKA
P1040,000050000145,Leak Test Station,CC-4608,30799.85,KUKA
P1040,000050000146,Vision Inspection Station,CC-4609,42883.56,DEMATIC
P1040,000050000147,Screw Fastening Station,CC-4611,18390.52,AIDA Engineering
P1040,000050000148,Induction Heating Unit,CC-4611,77850.05,mazak corporation
P1040,000050000149,Conveyor System,CC-4611,58280.54,Miller Electric
P1040,000050000150,Final Functional Test Bench,,68460.70,KUKA AG
P1040,000050000151,Overhead Gantry Loader,CC-4608,163355.24,FANUC Corporation
P1040,000050000152,Injection Molding Machine,CC-4610,248368.96,BOSCH REXROTH
P1040,000050000153,CNC Machining Center,CC-4609,193441.56,Haas Automation
P1040,000050000154,Leak Test Station,CC-4609,27891.97,FANUC CORPORATION
P1040,000050000155,Ultrasonic Welding Station,CC-4608,67662.80,KUKA AG
P1040,000050000156,Palletizing Robot,CC-4610,96210.16,ABB Robotics
P1040,000050000157,Dimensional Measurement Arm,CC-4611,61954.24,DMG MORI
P1040,000050000158,Adhesive Dispensing Unit,CC-4608,58913.54,ABB Robotics
P1040,000050000159,Final Functional Test Bench,CC-4611,175444.40,Mazak Corporation
P1040,000050000160,Battery Pack Assembly Cell,CC-4608,384093.99,ABB Robotics
P1040,000050000161,Riveting Station,CC-4611,66315.30,Rockwell Automation
P1040,000050000162,Robotic Welding Cell,CC-4611,162073.53,Haas Automation
P1040,000050000163,Riveting Station,CC-4610,62642.73,Dematic
P1040,000050000164,Coil Winding Machine,CC-4610,170000.46,ABB
P1040,000050000165,Riveting Station,CC-4610,45704.45,Rockwell Automation
P1040,000050000166,,CC-4609,160444.50,ABB Robotics
P1040,000050000167,Palletizing Robot,CC-4610,124686.89,ABB Robotics
P1040,000050000168,Battery Pack Assembly Cell,CC-4611,343192.29,Atlas Copco
P1040,000050000169,Battery Pack Assembly Cell,CC-4610,579632.09,fanuc corporation
P1040,000050000170,Final Functional Test Bench,CC-4610,180409.96,KUKA AG
P1040,000050000171,Coil Winding Machine,CC-4611,115845.43,ABB Robotics
P1040,000050000172,Injection Molding Machine,CC-4610,308888.98,KUKA AG
P1040,000050000173,Palletizing Robot,CC-4611,168945.15,Lincoln Electric
P1040,000050000174,Adhesive Dispensing Unit,CC-4609,71864.97,FANUC
P1040,000050000175,Battery Pack Assembly Cell,CC-4609,225533.48,Schuler
P1040,000050000176,Riveting Station,CC-4611,32335.51,Atlas Copco
P1040,000050000177,Adhesive Dispensing Unit,CC-4609,59495.31,ABB Robotics
P1040,000050000178,Leak Test Station,CC-4608,31994.47,Miller Electric
P1040,000050000179,Torque Application Unit,CC-4611,24137.67,DMG MORI
P1040,000050000180,Palletizing Robot,CC-4610,86519.80,Schneider Electric
P1040,000050000181,Stamping Press,CC-4611,393967.32,Dematic
P1040,000050000182,Dimensional Measurement Arm,CC-4608,114935.16,Atlas
P1040,000050000183,Stamping Press,CC-4610,701363.58,KUKA AG
P1040,000050000184,Battery Pack Assembly Cell,CC-4608,298564.51,DMG MORI
P1040,000050000185,Robotic Welding Cell,CC-4608,185753.22,Hexagon AB
P1040,000050000186,Automated Guided Vehicle,CC-4609,67781.31,Lincoln Electric
P1040,000050000187,Coil Winding Machine,CC-4610,219845.67,Yaskawa
P1040,000050000188,Coil Winding Machine,CC-4609,150587.40,Yaskawa Motoman
P1040,000050000189,Vision Inspection Station,CC-4609,75121.19,Yaskawa Motoman
P1040,000050000190,Paint Application Robot,CC-4608,297750.77,MILLER ELECTRIC
P1040,000050000191,Stamping Press,CC-4611,519032.49,abb robotics
P1040,000050000192,Screw Fastening Station,CC-4608,36730.82,KUKA AG
P1040,000050000193,Riveting Station,CC-4611,42596.69,Carl Zeiss Industrial Metrology
P1040,000050000194,Dimensional Measurement Arm,CC-4610,107329.22,KUKA AG
P1040,000050000195,Assembly Torque Wrench Station,CC-4608,18208.50,Lincoln Electric
P1040,000050000196,CNC Machining Center,CC-4610,446491.83,KUKA
P1040,000050000197,Automated Guided Vehicle,CC-4611,73829.65,KUKA AG
P1040,000050000198,Riveting Station,CC-4611,64110.74,KUKA AG
P1040,000050000199,Coil Winding Machine,CC-4609,189563.73,Yaskawa Motoman
P1040,000050000200,Robotic Welding Cell,CC-4610,123179.50,DMG MORI
P1040,000050000201,Leak Test Station,CC-4609,21822.20,Aida Engineering
P1040,000050000202,Battery Pack Assembly Cell,CC-4609,417646.74,KUKA
P1040,000050000203,Battery Pack Assembly Cell,CC-4608,326577.57,KUKA AG
P1040,000050000204,Ultrasonic Welding Station,CC-4608,42269.42,Lincoln Electric
P1040,000050000205,Adhesive Dispensing Unit,CC-4609,44255.30,abb robotics
P1040,000050000206,Final Functional Test Bench,CC-4610,190391.34,Mazak Corporation
P1040,000050000207,Adhesive Dispensing Unit,CC-4610,65760.93,KUKA AG
P1040,000050000208,Final Functional Test Bench,CC-4608,175904.60,Yaskawa
P1040,000050000209,Final Functional Test Bench,CC-4608,173129.54,HAAS AUTOMATION
P1040,000050000210,Dimensional Measurement Arm,CC-4609,101396.73,Dematic
P1040,000050000211,Screw Fastening Station,CC-4611,33148.54,Lincoln Electric
P1040,000050000212,Coil Winding Machine,CC-4609,113852.49,KUKA
P1040,000050000213,Ultrasonic Welding Station,CC-4609,26354.46,Yaskawa Motoman
P1040,000050000214,Overhead Gantry Loader,CC-4610,127262.24,Haas Automation
P1040,000050000215,Conveyor System,CC-4611,61317.29,KUKA
P1040,000050000216,Ultrasonic Welding Station,CC-4611,71275.01,KUKA
P1040,000050000217,Torque Application Unit,CC-4608,17981.22,ABB ROBOTICS
P1040,000050000218,Automated Guided Vehicle,CC-4609,92055.81,KUKA AG
P1040,000050000219,Riveting Station,CC-4609,68299.75,Mazak
P1040,000050000220,Laser Welding Cell,CC-4609,325834.72,abb robotics
P1040,000050000221,Assembly Torque Wrench Station,CC-4610,33022.37,FANUC
P1040,000050000222,Torque Application Unit,CC-4609,33554.44,DMG MORI
P1040,000050000223,Automated Guided Vehicle,CC-4609,74836.19,Lincoln Electric
P1040,000050000224,Overhead Gantry Loader,CC-4610,104650.59,FANUC Corporation
P1040,000050000225,CNC Machining Center,CC-4610,322173.75,Durr
P1040,000050000226,Final Functional Test Bench,CC-4610,175132.63,AIDA Engineering
P1040,000050000227,Injection Molding Machine,,269909.78,Yaskawa Motoman
P1040,000050000228,Adhesive Dispensing Unit,CC-4608,41894.73,Atlas Copco
P1040,000050000229,Hydraulic Press,CC-4608,314721.14,YASKAWA MOTOMAN
P1040,000050000230,Assembly Torque Wrench Station,CC-4610,17796.03,FANUC Corporation
P1040,000050000231,Adhesive Dispensing Unit,CC-4610,52081.60,Lincoln Electric
P1040,000050000232,Conveyor System,CC-4609,50777.98,Yaskawa Motoman
P1040,000050000233,Stamping Press,CC-4608,1046049.95,DMG MORI
P1040,000050000234,Overhead Gantry Loader,CC-4610,103475.90,Carl Zeiss Industrial Metrology
P1040,000050000235,Riveting Station,CC-4609,60692.80,Atlas
P1040,000050000236,Screw Fastening Station,CC-4611,23920.65,KUKA
P1040,000050000237,Conveyor System,CC-4609,149049.21,Lincoln
P1040,000050000238,Adhesive Dispensing Unit,CC-4610,86338.53,ABB Robotics
P1040,000050000239,Coil Winding Machine,CC-4611,216474.22,Mazak Corporation
P1040,000050000240,Robotic Welding Cell,CC-4611,128120.97,lincoln electric
P1040,000050000241,Ultrasonic Welding Station,CC-4608,42063.51,KUKA
P1040,000050000242,Paint Application Robot,CC-4611,338934.97,Hexagon AB
P1040,000050000243,Wheel Alignment Rig,CC-4611,72736.08,AIDA Engineering
P1040,000050000244,,CC-4610,95785.36,DMG MORI
P1040,000050000245,Conveyor System,CC-4609,64614.08,ABB Robotics
P1040,000050000246,Ultrasonic Welding Station,CC-4610,52099.73,Bosch Rexroth
P1040,000050000247,Hydraulic Press,CC-4609,295726.93,MAZAK CORPORATION
P1040,000050000248,CNC Machining Center,CC-4609,363426.71,Lincoln Electric
P1040,000050000249,Assembly Torque Wrench Station,CC-4609,20398.46,Eisenmann SE
P1040,000050000250,Induction Heating Unit,CC-4610,31363.90,FANUC
P1040,000050000251,Wheel Alignment Rig,CC-4608,43796.89,Durr Ag
P1040,000050000252,Palletizing Robot,CC-4611,146697.85,Yaskawa Motoman
P1040,000050000253,Palletizing Robot,CC-4608,138874.00,KUKA AG
P1040,000050000254,Paint Application Robot,CC-4611,298754.04,KUKA
P1040,000050000255,Laser Welding Cell,CC-4609,209100.95,ABB Robotics
P1040,000050000256,Induction Heating Unit,CC-4610,47168.83,FANUC
P1040,000050000257,Riveting Station,CC-4611,65534.61,ABB Robotics
P1040,000050000258,CNC Machining Center,CC-4611,395964.16,Ingersoll Rand
P1040,000050000259,Automated Guided Vehicle,CC-4611,81617.88,FANUC CORPORATION
P1040,000050000260,Induction Heating Unit,CC-4611,40739.51,KUKA AG
P1040,000050000261,Final Functional Test Bench,CC-4608,125084.53,ABB Robotics
P1040,000050000262,Laser Welding Cell,CC-4610,257861.57,Miller Electric
P1040,000050000263,Assembly Torque Wrench Station,CC-4609,31806.70,Comau
P1040,000050000264,Hydraulic Press,CC-4610,139755.35,ABB Robotics
P1040,000050000265,Torque Application Unit,CC-4610,43113.57,kuka ag
P1040,000050000266,Leak Test Station,CC-4611,41934.45,ABB Robotics
P1040,000050000267,Wheel Alignment Rig,CC-4608,51185.66,ABB Robotics
P1040,000050000268,Final Functional Test Bench,CC-4608,106455.69,Mazak
P1040,000050000269,Automated Guided Vehicle,CC-4608,81253.39,KUKA AG
P1040,000050000270,Injection Molding Machine,,226368.73,Yaskawa
P1040,000050000271,Conveyor System,CC-4610,130225.80,Ingersoll Rand
P1040,000050000272,Induction Heating Unit,CC-4608,70982.65,ABB Robotics
P1040,000050000273,Induction Heating Unit,CC-4611,69724.84,ABB Robotics
P1040,000050000274,Leak Test Station,CC-4609,25857.74,KUKA AG
P1040,000050000275,Hydraulic Press,CC-4608,123282.53,KUKA
P1040,000050000276,Overhead Gantry Loader,CC-4610,105117.69,Rockwell Automation
P1040,000050000277,Screw Fastening Station,CC-4608,30151.41,Yaskawa Motoman
P1040,000050000278,Vision Inspection Station,CC-4610,85428.58,Lincoln Electric
P1040,000050000279,Adhesive Dispensing Unit,CC-4609,63799.32,ABB Robotics
P1040,000050000280,Induction Heating Unit,CC-4608,77505.33,FANUC
P1040,000050000281,Adhesive Dispensing Unit,CC-4611,64340.63,eisenmann se
P1040,000050000282,Stamping Press,CC-4609,356045.55,KUKA
P1040,000050000283,Palletizing Robot,CC-4611,156996.19,KUKA
P1040,000050000284,Screw Fastening Station,CC-4611,26537.64,Carl Zeiss Industrial Metrology
P1040,000050000285,Robotic Welding Cell,CC-4609,202572.80,ABB Robotics
P1040,000050000286,Robotic Welding Cell,CC-4608,220411.79,Yaskawa Motoman
P1040,000050000287,Automated Guided Vehicle,,88285.97,Yaskawa Motoman
P1040,000050000288,Wheel Alignment Rig,CC-4609,34769.68,KUKA AG
P1040,000050000289,Battery Pack Assembly Cell,CC-4611,500374.15,FANUC Corporation
P1040,000050000290,Hydraulic Press,CC-4608,253792.01,ABB ROBOTICS
P1040,000050000291,Conveyor System,CC-4611,62690.21,Siemens AG
P1040,000050000292,Conveyor System,CC-4608,136240.88,KUKA AG
P1040,000050000293,Ultrasonic Welding Station,CC-4608,38963.25,Yaskawa Motoman
P1040,000050000294,Injection Molding Machine,CC-4610,293570.96,KUKA
P1040,000050000295,,CC-4611,148850.15,KUKA AG
P1040,000050000296,,CC-4611,69169.70,KUKA
P1040,000050000297,Wheel Alignment Rig,CC-4610,53526.99,atlas copco
P1040,000050000298,Automated Guided Vehicle,CC-4610,76124.13,ABB Robotics
P1040,000050000299,Paint Application Robot,CC-4610,169885.73,Schneider Electric
P1040,000050000300,Adhesive Dispensing Unit,CC-4611,62880.43,Yaskawa Motoman
P1040,000050000301,Induction Heating Unit,CC-4611,32417.69,ABB
P1040,000050000302,Palletizing Robot,,169632.39,Yaskawa Motoman
P1040,000050000303,Induction Heating Unit,CC-4608,31058.13,Rockwell
P1040,000050000304,Laser Welding Cell,CC-4609,280674.96,DMG MORI
P1040,000050000305,Leak Test Station,CC-4610,34894.37,Schuler
P1040,000050000306,Paint Application Robot,CC-4608,308057.40,KUKA AG
P1040,000050000307,Assembly Torque Wrench Station,CC-4611,28940.80,Haas
P1040,000050000308,Torque Application Unit,CC-4611,34604.83,KUKA AG
P1040,000050000309,Conveyor System,CC-4611,129770.37,FANUC CORPORATION
P1040,000050000310,Laser Welding Cell,,229823.12,Kuka Ag
P1040,000050000311,,CC-4609,61788.02,ABB Robotics
P1040,000050000312,Injection Molding Machine,CC-4609,175074.01,miller electric
P1040,000050000313,Laser Welding Cell,CC-4610,236205.89,Schneider Electric
P1040,000050000314,Final Functional Test Bench,CC-4611,98244.49,DMG MORI
P1040,000050000315,Riveting Station,CC-4610,45953.57,Bosch Rexroth
P1040,000050000316,Hydraulic Press,CC-4610,241753.71,Lincoln Electric
P1040,000050000317,Battery Pack Assembly Cell,CC-4608,249062.82,KUKA
P1040,000050000318,Coil Winding Machine,CC-4609,134908.04,KUKA
P1040,000050000319,Battery Pack Assembly Cell,CC-4609,595085.43,KUKA AG
P1040,000050000320,Induction Heating Unit,CC-4610,33475.99,Durr
P1040,000050000321,Induction Heating Unit,CC-4609,62809.12,Lincoln
P1040,000050000322,Induction Heating Unit,CC-4611,65023.94,KUKA AG
P1040,000050000323,Assembly Torque Wrench Station,CC-4610,29820.21,Mazak Corporation
P1040,000050000324,Adhesive Dispensing Unit,CC-4611,45691.85,FANUC
P1040,000050000325,Hydraulic Press,CC-4609,226188.72,KUKA AG
P1040,000050000326,Torque Application Unit,CC-4611,39548.00,FANUC
P1040,000050000327,Leak Test Station,CC-4608,40627.03,Rockwell Automation
P1040,000050000328,Hydraulic Press,CC-4608,378137.92,MILLER ELECTRIC
P1040,000050000329,Adhesive Dispensing Unit,CC-4609,70710.70,KUKA
P1040,000050000330,Paint Application Robot,CC-4611,227461.33,FANUC
P1040,000050000331,Riveting Station,CC-4611,27056.79,KUKA AG
P1040,000050000332,Adhesive Dispensing Unit,,43153.16,Siemens
P1040,000050000333,CNC Machining Center,CC-4610,206303.79,KUKA AG
P1040,000050000334,Vision Inspection Station,CC-4608,44464.84,AIDA
P1040,000050000335,Final Functional Test Bench,CC-4608,117847.69,KUKA AG
P1040,000050000336,Palletizing Robot,CC-4609,122087.25,ABB Robotics
P1040,000050000337,Coil Winding Machine,CC-4608,120768.93,ABB
P1040,000050000338,Battery Pack Assembly Cell,CC-4611,589127.78,fanuc corporation
P1040,000050000339,Assembly Torque Wrench Station,CC-4611,12737.68,FANUC Corporation
P1040,000050000340,Vision Inspection Station,CC-4610,25886.48,Yaskawa Motoman
P1040,000050000341,Paint Application Robot,CC-4610,227466.71,Yaskawa
P1040,000050000342,Robotic Welding Cell,CC-4608,235932.53,ABB Robotics
P1040,000050000343,Dimensional Measurement Arm,CC-4608,105757.81,KUKA
P1040,000050000344,Stamping Press,CC-4611,941594.01,KUKA AG
P1040,000050000345,Coil Winding Machine,CC-4609,203524.98,Siemens AG
P1040,000050000346,Torque Application Unit,CC-4610,44129.01,Schuler
P1040,000050000347,Automated Guided Vehicle,CC-4608,46616.87,Eisenmann SE
P1040,000050000348,Induction Heating Unit,CC-4608,71914.35,ABB Robotics
P1040,000050000349,Coil Winding Machine,CC-4608,198417.14,Haas Automation
P1040,000050000350,Riveting Station,CC-4611,35347.59,Yaskawa
P1040,000050000351,Assembly Torque Wrench Station,CC-4609,19420.85,KUKA AG
P1040,000050000352,Hydraulic Press,CC-4608,372856.79,Yaskawa Motoman
P1040,000050000353,Automated Guided Vehicle,CC-4610,98599.69,Rockwell Automation
P1040,000050000354,CNC Machining Center,CC-4608,223624.27,Mazak Corporation
P1040,000050000355,Overhead Gantry Loader,CC-4608,123340.12,DMG
P1040,000050000356,Automated Guided Vehicle,CC-4611,76187.15,KUKA AG
P1040,000050000357,Ultrasonic Welding Station,CC-4610,34665.06,Lincoln Electric
P1040,000050000358,Coil Winding Machine,CC-4608,108403.54,Ingersoll Rand
P1040,000050000359,Hydraulic Press,CC-4609,143069.54,ABB Robotics
P1040,000050000360,Laser Welding Cell,CC-4611,204067.02,KUKA AG
P1040,000050000361,Wheel Alignment Rig,CC-4608,54925.80,FANUC Corporation
P1040,000050000362,Stamping Press,CC-4610,516882.52,KUKA AG
P1040,000050000363,Overhead Gantry Loader,CC-4610,166957.72,AIDA Engineering
P1040,000050000364,Screw Fastening Station,CC-4608,23025.70,ABB Robotics
P1040,000050000365,Ultrasonic Welding Station,CC-4610,39268.59,KUKA AG
P1040,000050000366,Overhead Gantry Loader,CC-4609,95034.83,ABB
P1040,000050000367,Induction Heating Unit,CC-4608,75076.23,ABB Robotics
P1040,000050000368,Adhesive Dispensing Unit,CC-4609,37394.51,YASKAWA MOTOMAN
P1040,000050000369,Conveyor System,CC-4608,59689.59,KUKA AG
