Site_ID,Asset_Tag,Equipment_Description,CostCtr,Book_Value_USD,OEM_Name
P1050,000060000039,Injection Molding Machine,CC-4102,406787.70,ABB
P1050,000060000040,Final Functional Test Bench,CC-4102,129056.49,KUKA AG
P1050,000060000041,Battery Pack Assembly Cell,CC-4101,545780.38,Ingersoll Rand
P1050,000060000042,Screw Fastening Station,CC-4099,21095.24,Fives Group
P1050,000060000043,Screw Fastening Station,CC-4101,14851.21,KUKA AG
P1050,000060000044,Wheel Alignment Rig,CC-4102,84335.19,Fanuc Corporation
P1050,000060000045,Automated Guided Vehicle,CC-4101,99832.82,ABB ROBOTICS
P1050,000060000046,Palletizing Robot,CC-4099,92087.70,dmg mori
P1050,000060000047,Dimensional Measurement Arm,CC-4100,104078.42,kuka ag
P1050,000060000048,Paint Application Robot,CC-4101,226138.92,FANUC
P1050,000060000049,CNC Machining Center,CC-4099,289224.86,Lincoln Electric
P1050,000060000050,Leak Test Station,CC-4100,63580.54,DMG MORI
P1050,000060000051,Robotic Welding Cell,CC-4102,143726.98,KUKA
P1050,000060000052,Hydraulic Press,CC-4101,188911.97,ABB Robotics
P1050,000060000053,Conveyor System,CC-4099,103824.43,KUKA
P1050,000060000054,Conveyor System,CC-4102,128606.23,Mazak Corporation
P1050,000060000055,Paint Application Robot,CC-4099,348837.28,ABB
P1050,000060000056,Overhead Gantry Loader,CC-4100,145890.29,Yaskawa Motoman
P1050,000060000057,Riveting Station,CC-4099,68589.58,KUKA
P1050,000060000058,Wheel Alignment Rig,CC-4101,82817.78,FANUC
P1050,000060000059,Leak Test Station,CC-4102,54253.47,Eisenmann SE
P1050,000060000060,Automated Guided Vehicle,CC-4099,44900.72,Mazak Corporation
P1050,000060000061,Screw Fastening Station,CC-4102,31176.05,KUKA AG
P1050,000060000062,Palletizing Robot,CC-4102,154939.20,Haas Automation
P1050,000060000063,Adhesive Dispensing Unit,CC-4099,60968.73,KUKA
P1050,000060000064,Torque Application Unit,CC-4099,16487.89,siemens ag
P1050,000060000065,Stamping Press,CC-4102,615976.52,Kuka Ag
P1050,000060000066,Paint Application Robot,CC-4101,303178.68,Dematic
P1050,000060000067,Hydraulic Press,CC-4102,338567.27,KUKA AG
P1050,000060000068,Laser Welding Cell,CC-4100,395230.64,KUKA AG
P1050,000060000069,Ultrasonic Welding Station,CC-4101,74398.56,Eisenmann SE
P1050,000060000070,Palletizing Robot,CC-4101,154286.42,Rockwell
P1050,000060000071,Screw Fastening Station,CC-4101,38383.65,FANUC Corporation
P1050,000060000072,Assembly Torque Wrench Station,CC-4101,12587.64,Eisenmann SE
P1050,000060000073,Wheel Alignment Rig,CC-4101,48772.54,Comau
P1050,000060000074,Ultrasonic Welding Station,CC-4100,42249.73,KUKA
P1050,000060000075,Wheel Alignment Rig,CC-4101,88630.54,Siemens AG
P1050,000060000076,Automated Guided Vehicle,,118514.41,Atlas Copco
P1050,000060000077,Riveting Station,CC-4100,50544.62,Siemens AG
P1050,000060000078,Robotic Welding Cell,CC-4100,224374.60,ABB Robotics
P1050,000060000079,Stamping Press,CC-4099,527509.33,FANUC Corporation
P1050,000060000080,Conveyor System,CC-4099,119585.67,Siemens AG
P1050,000060000081,Laser Welding Cell,CC-4102,343703.75,Eisenmann
P1050,000060000082,Vision Inspection Station,CC-4102,36592.53,KUKA
P1050,000060000083,Ultrasonic Welding Station,CC-4102,68391.44,Lincoln Electric
P1050,000060000084,Laser Welding Cell,CC-4101,323846.76,Dematic
P1050,000060000085,Dimensional Measurement Arm,CC-4101,51668.57,DMG MORI
P1050,000060000086,Final Functional Test Bench,CC-4102,145701.52,Lincoln Electric
P1050,000060000087,Automated Guided Vehicle,CC-4099,53750.09,ABB Robotics
P1050,000060000088,CNC Machining Center,CC-4102,249743.52,KUKA AG
P1050,000060000089,CNC Machining Center,CC-4099,333136.38,KUKA AG
P1050,000060000090,Adhesive Dispensing Unit,CC-4101,46085.82,Mazak
P1050,000060000091,Paint Application Robot,,227645.47,KUKA
P1050,000060000092,Wheel Alignment Rig,CC-4101,67070.71,FANUC Corporation
P1050,000060000093,Vision Inspection Station,CC-4099,40467.96,Yaskawa Motoman
P1050,000060000094,Assembly Torque Wrench Station,CC-4099,29565.90,Miller Electric
P1050,000060000095,Final Functional Test Bench,CC-4102,94344.86,DMG MORI
P1050,000060000096,Riveting Station,CC-4099,28753.00,ABB Robotics
P1050,000060000097,Riveting Station,CC-4102,68922.50,ABB Robotics
P1050,000060000098,CNC Machining Center,CC-4101,381187.71,Ingersoll Rand
P1050,000060000099,Battery Pack Assembly Cell,CC-4100,505966.80,Yaskawa Motoman
P1050,000060000100,Torque Application Unit,CC-4102,36596.48,Bosch Rexroth
P1050,000060000101,Paint Application Robot,CC-4099,221019.18,FANUC Corporation
P1050,000060000102,Dimensional Measurement Arm,CC-4100,102318.61,FANUC Corporation
P1050,000060000103,Wheel Alignment Rig,CC-4102,84507.48,KUKA AG
P1050,000060000104,Overhead Gantry Loader,CC-4099,107500.91,Fives Group
P1050,000060000105,Assembly Torque Wrench Station,CC-4102,18048.26,Schuler Group
P1050,000060000106,Screw Fastening Station,CC-4099,29102.21,Lincoln Electric
P1050,000060000107,Wheel Alignment Rig,CC-4102,82067.71,DMG MORI
P1050,000060000108,Riveting Station,CC-4100,61682.70,ABB Robotics
P1050,000060000109,Overhead Gantry Loader,CC-4100,129714.66,Durr
P1050,000060000110,Automated Guided Vehicle,CC-4100,103713.87,KUKA AG
P1050,000060000111,Laser Welding Cell,,248169.21,Schuler Group
P1050,000060000112,Wheel Alignment Rig,CC-4099,30763.68,KUKA AG
P1050,000060000113,Stamping Press,CC-4101,329844.76,FANUC
P1050,000060000114,Battery Pack Assembly Cell,CC-4099,571121.03,Yaskawa Motoman
P1050,000060000115,Conveyor System,CC-4101,73548.95,FANUC
P1050,000060000116,Final Functional Test Bench,CC-4100,117391.18,Yaskawa Motoman
P1050,000060000117,CNC Machining Center,CC-4101,234002.94,KUKA AG
P1050,000060000118,Conveyor System,CC-4099,58952.70,Mazak Corporation
P1050,000060000119,Robotic Welding Cell,CC-4100,264984.25,DMG
P1050,000060000120,Stamping Press,CC-4099,328228.16,Dematic
P1050,000060000121,Wheel Alignment Rig,CC-4102,37024.89,KUKA AG
P1050,000060000122,Coil Winding Machine,CC-4099,158783.39,KUKA AG
P1050,000060000123,Adhesive Dispensing Unit,CC-4100,72974.41,KUKA AG
P1050,000060000124,Vision Inspection Station,CC-4099,70918.70,SCHNEIDER ELECTRIC
P1050,000060000125,Robotic Welding Cell,CC-4100,243275.70,Atlas Copco
P1050,000060000126,Robotic Welding Cell,CC-4100,255084.95,Yaskawa Motoman
P1050,000060000127,Coil Winding Machine,CC-4101,86832.37,Hexagon
P1050,000060000128,Paint Application Robot,CC-4101,228700.36,KUKA
P1050,000060000129,Induction Heating Unit,CC-4101,82689.80,Miller Electric
P1050,000060000130,Overhead Gantry Loader,CC-4100,103296.63,KUKA AG
P1050,000060000131,Vision Inspection Station,CC-4100,45760.14,BOSCH REXROTH
P1050,000060000132,Hydraulic Press,CC-4100,146785.91,DMG
P1050,000060000133,Leak Test Station,CC-4102,46961.62,kuka ag
P1050,000060000134,Wheel Alignment Rig,CC-4099,80606.07,Miller Electric
P1050,000060000135,Stamping Press,CC-4102,505463.80,Hexagon AB
P1050,000060000136,Riveting Station,CC-4102,52835.73,ABB Robotics
P1050,000060000137,Assembly Torque Wrench Station,CC-4099,19989.22,Miller Electric
P1050,000060000138,,CC-4100,32098.81,DMG MORI
P1050,000060000139,Overhead Gantry Loader,CC-4102,166011.24,KUKA
P1050,000060000140,Wheel Alignment Rig,CC-4100,49387.69,ABB Robotics
P1050,000060000141,Battery Pack Assembly Cell,CC-4102,252602.49,Lincoln Electric
P1050,000060000142,Hydraulic Press,CC-4102,188450.94,FANUC Corporation
P1050,000060000143,Automated Guided Vehicle,CC-4100,48963.56,Eisenmann SE
P1050,000060000144,Palletizing Robot,CC-4099,158359.95,Bosch Rexroth
P1050,000060000145,Vision Inspection Station,CC-4102,77309.95,FANUC Corporation
P1050,000060000146,Laser Welding Cell,CC-4101,260977.75,KUKA
P1050,000060000147,Ultrasonic Welding Station,CC-4099,59275.89,ABB Robotics
P1050,000060000148,Leak Test Station,CC-4099,22671.12,KUKA
P1050,000060000149,Leak Test Station,CC-4100,55721.81,ABB ROBOTICS
P1050,000060000150,Hydraulic Press,CC-4099,373583.12,DMG MORI
P1050,000060000151,Hydraulic Press,CC-4102,368023.86,DMG MORI
P1050,000060000152,Vision Inspection Station,CC-4101,60245.66,KUKA AG
P1050,000060000153,Palletizing Robot,CC-4101,136591.68,KUKA AG
P1050,000060000154,Injection Molding Machine,CC-4100,429668.40,Yaskawa
P1050,000060000155,Riveting Station,CC-4102,52650.66,Durr
P1050,000060000156,Hydraulic Press,CC-4101,226475.82,Comau
P1050,000060000157,Vision Inspection Station,CC-4099,76862.58,ABB Robotics
P1050,000060000158,,CC-4101,30005.12,DMG MORI
P1050,000060000159,Conveyor System,CC-4099,65555.48,KUKA
P1050,000060000160,Assembly Torque Wrench Station,CC-4102,23280.23,Haas Automation
P1050,000060000161,Overhead Gantry Loader,CC-4102,91659.90,Comau
P1050,000060000162,Conveyor System,CC-4099,134411.12,ABB Robotics
P1050,000060000163,Final Functional Test Bench,CC-4100,170568.12,Lincoln
P1050,000060000164,Riveting Station,CC-4102,65799.87,yaskawa motoman
P1050,000060000165,Robotic Welding Cell,CC-4099,267586.54,Durr AG
P1050,000060000166,Hydraulic Press,CC-4102,211451.56,DMG MORI
P1050,000060000167,Laser Welding Cell,CC-4101,349201.71,ABB Robotics
P1050,000060000168,Vision Inspection Station,CC-4100,63667.71,Schuler Group
P1050,000060000169,Injection Molding Machine,,464332.78,KUKA AG
P1050,000060000170,Assembly Torque Wrench Station,CC-4101,30512.19,Hexagon AB
P1050,000060000171,Assembly Torque Wrench Station,CC-4101,15547.25,FANUC Corporation
P1050,000060000172,Hydraulic Press,CC-4102,360431.45,dematic
P1050,000060000173,Automated Guided Vehicle,CC-4100,88370.90,Atlas Copco
P1050,000060000174,Torque Application Unit,CC-4100,25639.43,Carl
P1050,000060000175,Screw Fastening Station,CC-4099,28237.48,Yaskawa
P1050,000060000176,Hydraulic Press,CC-4099,319195.79,KUKA
P1050,000060000177,CNC Machining Center,CC-4101,313466.83,Fives Group
P1050,000060000178,Vision Inspection Station,CC-4100,38514.58,DMG MORI
P1050,000060000179,Assembly Torque Wrench Station,CC-4099,17935.66,ABB Robotics
P1050,000060000180,Hydraulic Press,CC-4100,136384.95,Rockwell
P1050,000060000181,Battery Pack Assembly Cell,CC-4102,382441.00,Comau
P1050,000060000182,Automated Guided Vehicle,CC-4100,40563.36,Mazak Corporation
P1050,000060000183,Conveyor System,CC-4102,140730.92,KUKA AG
P1050,000060000184,Dimensional Measurement Arm,CC-4099,106469.06,DMG MORI
P1050,000060000185,Battery Pack Assembly Cell,CC-4099,483928.86,Dematic
P1050,000060000186,Leak Test Station,CC-4101,26377.84,AIDA Engineering
P1050,000060000187,Adhesive Dispensing Unit,CC-4099,70212.67,Carl Zeiss Industrial Metrology
P1050,000060000188,Vision Inspection Station,CC-4101,61551.29,KUKA
P1050,000060000189,Overhead Gantry Loader,CC-4102,131167.77,KUKA AG
P1050,000060000190,Wheel Alignment Rig,CC-4100,73255.11,haas automation
P1050,000060000191,Conveyor System,CC-4101,118005.68,KUKA AG
P1050,000060000192,Wheel Alignment Rig,CC-4100,45003.42,Mazak
P1050,000060000193,Screw Fastening Station,CC-4100,25950.97,Kuka Ag
P1050,000060000194,Wheel Alignment Rig,CC-4101,41593.22,Yaskawa Motoman
P1050,000060000195,Automated Guided Vehicle,CC-4100,103518.39,ABB Robotics
P1050,000060000196,Robotic Welding Cell,CC-4099,258057.63,Rockwell Automation
P1050,000060000197,Final Functional Test Bench,CC-4101,105348.95,ABB Robotics
P1050,000060000198,Wheel Alignment Rig,CC-4099,76608.07,KUKA
P1050,000060000199,Stamping Press,CC-4099,557834.33,KUKA AG
P1050,000060000200,Assembly Torque Wrench Station,CC-4101,10907.38,KUKA
P1050,000060000201,Assembly Torque Wrench Station,CC-4100,27140.11,KUKA AG
P1050,000060000202,Induction Heating Unit,CC-4099,78372.60,Bosch Rexroth
P1050,000060000203,Overhead Gantry Loader,CC-4102,121099.93,KUKA
P1050,000060000204,Ultrasonic Welding Station,CC-4099,72953.14,KUKA AG
P1050,000060000205,Induction Heating Unit,CC-4099,85836.34,DMG
P1050,000060000206,Assembly Torque Wrench Station,CC-4102,12668.17,KUKA
P1050,000060000207,Palletizing Robot,CC-4102,110829.53,Siemens
P1050,000060000208,Automated Guided Vehicle,CC-4102,86461.67,Rockwell Automation
P1050,000060000209,Wheel Alignment Rig,CC-4102,39653.82,KUKA
P1050,000060000210,Induction Heating Unit,CC-4102,72701.97,ABB Robotics
P1050,000060000211,Injection Molding Machine,CC-4099,178021.25,KUKA AG
P1050,000060000212,Final Functional Test Bench,CC-4101,167260.35,Miller
P1050,000060000213,Vision Inspection Station,CC-4101,73941.22,ABB Robotics
P1050,000060000214,Battery Pack Assembly Cell,CC-4099,469735.99,Miller
P1050,000060000215,Wheel Alignment Rig,CC-4100,34410.65,ABB Robotics
P1050,000060000216,Coil Winding Machine,CC-4101,196938.96,DMG MORI
P1050,000060000217,Assembly Torque Wrench Station,CC-4100,27608.13,Yaskawa Motoman
P1050,000060000218,Torque Application Unit,CC-4101,39375.53,KUKA AG
P1050,000060000219,Battery Pack Assembly Cell,CC-4100,280457.99,Carl Zeiss Industrial Metrology
P1050,000060000220,Adhesive Dispensing Unit,CC-4100,79164.31,KUKA
P1050,000060000221,Induction Heating Unit,CC-4100,72133.43,siemens ag
P1050,000060000222,Coil Winding Machine,CC-4099,162787.12,KUKA AG
P1050,000060000223,Overhead Gantry Loader,CC-4101,150765.55,FANUC
P1050,000060000224,Automated Guided Vehicle,CC-4102,90630.54,ABB Robotics
P1050,000060000225,CNC Machining Center,CC-4100,311051.04,ABB Robotics
P1050,000060000226,Overhead Gantry Loader,CC-4102,158948.80,abb robotics
P1050,000060000227,Conveyor System,CC-4099,42939.79,FANUC Corporation
P1050,000060000228,Induction Heating Unit,CC-4099,86613.13,KUKA AG
P1050,000060000229,Overhead Gantry Loader,CC-4101,117197.91,Haas Automation
P1050,000060000230,Assembly Torque Wrench Station,CC-4100,13689.50,Comau
P1050,000060000231,Screw Fastening Station,CC-4100,14875.70,ABB ROBOTICS
P1050,000060000232,CNC Machining Center,CC-4099,225633.15,ABB
P1050,000060000233,Conveyor System,CC-4100,78444.39,Yaskawa Motoman
P1050,000060000234,Screw Fastening Station,CC-4099,24838.03,Ingersoll Rand
P1050,000060000235,Leak Test Station,CC-4099,25504.57,fanuc corporation
P1050,000060000236,CNC Machining Center,CC-4102,429924.17,Yaskawa Motoman
P1050,000060000237,Robotic Welding Cell,CC-4102,160469.50,Hexagon AB
P1050,000060000238,Dimensional Measurement Arm,CC-4100,84666.44,Kuka Ag
P1050,000060000239,Overhead Gantry Loader,CC-4100,123369.49,DMG MORI
P1050,000060000240,Palletizing Robot,,161146.21,FANUC Corporation
P1050,000060000241,Paint Application Robot,CC-4099,258129.76,Mazak Corporation
P1050,000060000242,Torque Application Unit,CC-4102,34153.53,DMG
P1050,000060000243,Conveyor System,CC-4099,80691.72,Haas Automation
P1050,000060000244,Palletizing Robot,,108652.19,KUKA
P1050,000060000245,Battery Pack Assembly Cell,CC-4102,242035.15,Miller Electric
P1050,000060000246,Paint Application Robot,CC-4101,208820.76,DMG MORI
P1050,000060000247,Automated Guided Vehicle,CC-4100,91886.66,ABB ROBOTICS
P1050,000060000248,Palletizing Robot,CC-4101,142396.98,Yaskawa Motoman
P1050,000060000249,Hydraulic Press,CC-4099,209878.82,KUKA
P1050,000060000250,CNC Machining Center,CC-4102,340388.13,Kuka Ag
P1050,000060000251,Screw Fastening Station,CC-4101,12811.32,Durr AG
P1050,000060000252,Palletizing Robot,CC-4101,95683.66,KUKA
P1050,000060000253,Laser Welding Cell,CC-4101,371442.77,AIDA Engineering
P1050,000060000254,Automated Guided Vehicle,CC-4099,78630.35,KUKA AG
P1050,000060000255,Screw Fastening Station,CC-4101,32991.75,KUKA
P1050,000060000256,Paint Application Robot,CC-4102,307753.62,Eisenmann SE
P1050,000060000257,Injection Molding Machine,CC-4099,168120.47,ABB Robotics
P1050,000060000258,Laser Welding Cell,CC-4100,262091.21,FIVES GROUP
P1050,000060000259,Torque Application Unit,CC-4102,15074.22,Schuler Group
P1050,000060000260,Torque Application Unit,CC-4099,41888.69,Schuler Group
P1050,000060000261,Adhesive Dispensing Unit,CC-4101,35120.45,KUKA AG
P1050,000060000262,Battery Pack Assembly Cell,CC-4101,442409.28,Yaskawa Motoman
P1050,000060000263,Conveyor System,CC-4099,41766.38,FANUC
P1050,000060000264,Hydraulic Press,CC-4100,208202.17,DMG MORI
P1050,000060000265,Induction Heating Unit,CC-4102,35333.13,Bosch Rexroth
P1050,000060000266,Battery Pack Assembly Cell,CC-4102,426855.91,FANUC
P1050,000060000267,Injection Molding Machine,CC-4102,286356.27,DMG MORI
P1050,000060000268,Torque Application Unit,CC-4099,19255.64,ABB
P1050,000060000269,Paint Application Robot,CC-4100,175966.03,ABB Robotics
P1050,000060000270,Final Functional Test Bench,CC-4099,116031.03,DMG MORI
P1050,000060000271,,CC-4099,424917.29,DMG MORI
P1050,000060000272,Automated Guided Vehicle,CC-4099,99711.44,Fanuc Corporation
P1050,000060000273,Coil Winding Machine,CC-4099,110157.22,Lincoln Electric
P1050,000060000274,Robotic Welding Cell,CC-4099,148161.57,Yaskawa Motoman
P1050,000060000275,Laser Welding Cell,CC-4101,196806.54,Schuler Group
P1050,000060000276,Final Functional Test Bench,CC-4101,167335.31,AIDA Engineering
P1050,000060000277,Injection Molding Machine,CC-4099,392786.04,KUKA
P1050,000060000278,Riveting Station,CC-4100,41755.85,Bosch
P1050,000060000279,Wheel Alignment Rig,CC-4101,77203.73,Bosch
P1050,000060000280,Paint Application Robot,CC-4100,236719.49,Lincoln Electric
P1050,000060000281,Screw Fastening Station,CC-4099,36699.49,Haas Automation
P1050,000060000282,Overhead Gantry Loader,CC-4102,143716.27,Yaskawa Motoman
P1050,000060000283,Hydraulic Press,CC-4101,156085.23,ABB Robotics
P1050,000060000284,Torque Application Unit,CC-4101,40343.30,Bosch Rexroth
P1050,000060000285,Wheel Alignment Rig,CC-4101,72272.29,Atlas Copco
P1050,000060000286,Adhesive Dispensing Unit,CC-4099,68243.64,KUKA
P1050,000060000287,Leak Test Station,CC-4100,47252.93,Atlas Copco
P1050,000060000288,Automated Guided Vehicle,CC-4100,86778.01,Comau
P1050,000060000289,Adhesive Dispensing Unit,CC-4101,60936.90,Yaskawa Motoman
P1050,000060000290,Ultrasonic Welding Station,CC-4099,27330.11,KUKA AG
P1050,000060000291,Final Functional Test Bench,CC-4101,78307.58,dmg mori
P1050,000060000292,CNC Machining Center,CC-4100,372665.67,KUKA
P1050,000060000293,Screw Fastening Station,CC-4100,12084.10,MAZAK CORPORATION
P1050,000060000294,Ultrasonic Welding Station,CC-4099,39456.14,AIDA Engineering
P1050,000060000295,Battery Pack Assembly Cell,CC-4100,509585.84,aida engineering
P1050,000060000296,Wheel Alignment Rig,CC-4102,81333.06,KUKA AG
P1050,000060000297,Ultrasonic Welding Station,CC-4101,75892.30,ABB Robotics
P1050,000060000298,Adhesive Dispensing Unit,CC-4102,50180.13,fanuc corporation
P1050,000060000299,Dimensional Measurement Arm,CC-4099,86772.72,KUKA AG
P1050,000060000300,Battery Pack Assembly Cell,CC-4099,237422.73,Haas Automation
P1050,000060000301,Torque Application Unit,CC-4101,30296.30,AIDA Engineering
P1050,000060000302,Wheel Alignment Rig,CC-4101,60091.63,KUKA AG
P1050,000060000303,Stamping Press,CC-4101,1012499.30,Comau
P1050,000060000304,Paint Application Robot,CC-4100,234113.85,KUKA AG
P1050,000060000305,Wheel Alignment Rig,CC-4101,82604.75,durr ag
P1050,000060000306,Automated Guided Vehicle,CC-4102,95549.82,Yaskawa Motoman
P1050,000060000307,Screw Fastening Station,CC-4099,27566.17,Haas
P1050,000060000308,Automated Guided Vehicle,CC-4101,68686.98,Atlas Copco
P1050,000060000309,Automated Guided Vehicle,CC-4100,100209.38,Yaskawa Motoman
P1050,000060000310,Assembly Torque Wrench Station,CC-4099,34582.00,Yaskawa
P1050,000060000311,Laser Welding Cell,CC-4101,311352.06,Abb Robotics
P1050,000060000312,Coil Winding Machine,CC-4099,144733.65,Dematic
P1050,000060000313,Battery Pack Assembly Cell,CC-4100,420689.49,KUKA AG
P1050,000060000314,Leak Test Station,CC-4099,23457.81,KUKA AG
P1050,000060000315,,CC-4099,60853.48,FANUC
P1050,000060000316,Leak Test Station,CC-4101,31132.97,Dematic
P1050,000060000317,CNC Machining Center,CC-4100,192650.26,KUKA AG
P1050,000060000318,Palletizing Robot,CC-4099,136703.06,Yaskawa
P1050,000060000319,Ultrasonic Welding Station,CC-4102,72544.46,Bosch Rexroth
P1050,000060000320,Wheel Alignment Rig,,62164.45,KUKA AG
P1050,000060000321,Ultrasonic Welding Station,CC-4099,40035.21,Lincoln Electric
P1050,000060000322,Ultrasonic Welding Station,CC-4100,71348.38,Lincoln Electric
P1050,000060000323,Conveyor System,CC-4100,85474.44,Hexagon Ab
P1050,000060000324,Battery Pack Assembly Cell,CC-4101,426408.02,Durr AG
P1050,000060000325,Hydraulic Press,CC-4100,211571.48,Yaskawa Motoman
P1050,000060000326,Stamping Press,CC-4102,710694.61,Carl Zeiss Industrial Metrology
P1050,000060000327,Laser Welding Cell,CC-4101,375200.95,KUKA AG
P1050,000060000328,CNC Machining Center,CC-4100,420812.14,AIDA
P1050,000060000329,Paint Application Robot,CC-4099,309490.25,DMG MORI
P1050,000060000330,Overhead Gantry Loader,CC-4100,151551.79,ABB Robotics
P1050,000060000331,Riveting Station,,36289.35,KUKA AG
P1050,000060000332,Wheel Alignment Rig,CC-4099,32950.24,Atlas Copco
P1050,000060000333,Leak Test Station,CC-4101,37013.69,Yaskawa
P1050,000060000334,Injection Molding Machine,CC-4101,382541.49,Rockwell
P1050,000060000335,Assembly Torque Wrench Station,CC-4099,19841.37,DMG MORI
P1050,000060000336,Wheel Alignment Rig,CC-4102,42899.60,KUKA AG
P1050,000060000337,Laser Welding Cell,CC-4099,376616.25,KUKA
P1050,000060000338,Hydraulic Press,CC-4100,109578.82,ABB Robotics
P1050,000060000339,Final Functional Test Bench,CC-4099,193626.93,FANUC CORPORATION
P1050,000060000340,Stamping Press,CC-4100,946828.01,Bosch Rexroth
P1050,000060000341,Palletizing Robot,CC-4099,129624.78,Lincoln Electric
P1050,000060000342,Induction Heating Unit,CC-4101,33872.29,KUKA AG
P1050,000060000343,Automated Guided Vehicle,CC-4102,54597.60,KUKA
P1050,000060000344,Paint Application Robot,CC-4102,252744.65,Hexagon AB
P1050,000060000345,Induction Heating Unit,CC-4102,41348.39,KUKA AG
P1050,000060000346,Torque Application Unit,CC-4099,44276.60,Siemens AG
P1050,000060000347,Torque Application Unit,CC-4100,21132.34,KUKA
P1050,000060000348,Paint Application Robot,CC-4102,316932.93,KUKA AG
P1050,000060000349,Leak Test Station,CC-4099,37172.72,Comau
P1050,000060000350,Adhesive Dispensing Unit,CC-4102,79892.96,Yaskawa Motoman
P1050,000060000351,Induction Heating Unit,CC-4100,62314.05,Yaskawa Motoman
P1050,000060000352,Induction Heating Unit,CC-4099,62459.15,Haas Automation
P1050,000060000353,Hydraulic Press,CC-4100,288455.75,Haas Automation
P1050,000060000354,Ultrasonic Welding Station,CC-4101,56057.03,Lincoln Electric
P1050,000060000355,Ultrasonic Welding Station,CC-4099,71975.71,KUKA AG
P1050,000060000356,Automated Guided Vehicle,CC-4100,47687.42,Miller Electric
P1050,000060000357,Leak Test Station,CC-4101,36368.97,Ingersoll Rand
P1050,000060000358,Leak Test Station,CC-4099,53148.79,KUKA
P1050,000060000359,Dimensional Measurement Arm,CC-4100,149995.04,KUKA AG
P1050,000060000360,Battery Pack Assembly Cell,CC-4101,421526.08,ABB
P1050,000060000361,Screw Fastening Station,CC-4100,19221.62,FANUC Corporation
P1050,000060000362,Overhead Gantry Loader,CC-4100,178265.74,AIDA Engineering
P1050,000060000363,Hydraulic Press,CC-4100,186741.60,Siemens AG
P1050,000060000364,Palletizing Robot,CC-4102,152418.27,FANUC Corporation
P1050,000060000365,,CC-4101,33117.81,Yaskawa Motoman
P1050,000060000366,CNC Machining Center,CC-4100,199666.43,Kuka Ag
P1050,000060000367,Hydraulic Press,,306071.75,Kuka Ag
P1050,000060000368,,CC-4099,33050.81,ABB Robotics
P1050,000060000369,Laser Welding Cell,CC-4101,240895.67,Kuka Ag
P1050,000060000370,Dimensional Measurement Arm,CC-4102,87597.16,ABB Robotics
