NCRNumber,Component,FailureMode,DetectionPoint,Disposition,PPMRate
NCR-DE-00128,MER-DOOR-PANELS-0019,DIM-GAP-FLUSH,BIW-S02,Scrap,415
NCR-DE-00129,MER-CENTER-CONSOLE-0018,DIM-OUT-OF-TOLERANCE,BIW-S01,Use-As-Is,47
NCR-DE-00130,MER-ROTOR-0032,DIM-GAP-FLUSH,BIW-S01,Use-As-Is,370
NCR-DE-00131,MER-HOOD-0005,WELD-UNDERCUT,BIW-S03,Use-As-Is,340
NCR-DE-00132,MER-INFOTAINMENT-UNI-0025,ASSY-MISSING-FASTENER,BIW-S01,Rework,476
NCR-DE-00133,MER-INFOTAINMENT-UNI-0025,SURFACE-SCRATCH,BIW-S03,Use-As-Is,74
NCR-DE-00134,MER-INFOTAINMENT-UNI-0025,PAINT-RUNS,BIW-S03,Rework,433
NCR-DE-00135,MER-BUMPER-FRONT-0006,ASSY-CROSS-THREAD,BIW-S02,Scrap,395
NCR-DE-00136,MER-VEH-COMPACT-0001,ASSY-MISSING-FASTENER,BIW-S01,Scrap,462
NCR-DE-00137,MER-CENTER-CONSOLE-0018,SEAL-LEAK,BIW-S03,Rework,67
NCR-DE-00138,MER-REAR-SUSPENSION-0011,ELEC-CONNECTOR-MISMATE,BIW-S04,Rework,403
NCR-DE-00139,MER-BATTERY-HOUSING-0029,WELD-UNDERCUT,BIW-S02,Scrap,472
NCR-DE-00140,MER-BUMPER-FRONT-0006,WELD-MISALIGN,BIW-S02,Rework,436
NCR-DE-00141,MER-WIRING-HARNESS-0022,PAINT-BLISTER,BIW-S03,Rework,109
NCR-DE-00142,MER-CHARGING-CABLE-0040,PAINT-BLISTER,BIW-S01,Scrap,259
NCR-DE-00143,MER-CRANKSHAFT-0029,WELD-UNDERCUT,BIW-S03,Use-As-Is,92
NCR-DE-00144,MER-EXHAUST-PIPE-0042,DIM-OUT-OF-TOLERANCE,BIW-S01,Use-As-Is,445
NCR-DE-00145,MER-INVERTER-0035,ELEC-OPEN-CIRCUIT,BIW-S03,Rework,180
NCR-DE-00146,MER-CLUTCH-ASSEMBLY-0033,DIM-OUT-OF-TOLERANCE,BIW-S01,Rework,354
NCR-DE-00147,MER-REAR-SUSPENSION-0011,WELD-MISALIGN,BIW-S03,Use-As-Is,307
NCR-DE-00148,MER-BUMPER-REAR-0007,WELD-MISALIGN,BIW-S01,Scrap,57
NCR-DE-00149,MER-HOOD-0005,ELEC-OPEN-CIRCUIT,BIW-S01,Scrap,157
NCR-DE-00150,MER-INFOTAINMENT-UNI-0025,ASSY-WRONG-PART,BIW-S02,Rework,109
NCR-DE-00151,MER-BODY-SHELL-0003,MATERIAL-CONTAMINATION,BIW-S03,Rework,152
NCR-DE-00152,MER-DASHBOARD-0017,PAINT-RUNS,BIW-S02,Rework,137
NCR-DE-00153,MER-DOOR-PANELS-0019,ASSY-WRONG-PART,BIW-S02,Scrap,344
NCR-DE-00154,MER-DASHBOARD-0017,ELEC-OPEN-CIRCUIT,BIW-S03,Rework,165
NCR-DE-00155,MER-BUMPER-FRONT-0006,PAINT-RUNS,BIW-S01,Scrap,185
NCR-DE-00156,MER-HEADLINER-0020,SURFACE-SCRATCH,BIW-S01,Scrap,40
NCR-DE-00157,MER-LOW-VOLTAGE-BATT-0023,ASSY-CROSS-THREAD,BIW-S03,Rework,170
NCR-DE-00158,MER-BUMPER-REAR-0007,DIM-GAP-FLUSH,BIW-S03,Use-As-Is,454
NCR-DE-00159,MER-INVERTER-0035,ASSY-CROSS-THREAD,BIW-S02,Rework,280
NCR-DE-00160,MER-HOOD-0005,WELD-MISALIGN,BIW-S01,Rework,372
NCR-DE-00161,MER-CYLINDER-HEAD-0028,ELEC-SHORT-CIRCUIT,BIW-S02,Rework,190
NCR-DE-00162,MER-WHEELS-0014,WELD-POROSITY,BIW-S03,Scrap,121
NCR-DE-00163,MER-STATOR-0031,ELEC-OPEN-CIRCUIT,BIW-S01,Scrap,398
NCR-DE-00164,MER-WIRING-HARNESS-0022,ELEC-SHORT-CIRCUIT,BIW-S03,Rework,216
NCR-DE-00165,MER-BATTERY-CELL-MOD-0027,ELEC-OPEN-CIRCUIT,BIW-S02,Rework,210
NCR-DE-00166,MER-MOTOR-HOUSING-0033,WELD-UNDERCUT,BIW-S02,Scrap,381
NCR-DE-00167,MER-STEERING-SYSTEM-0013,ELEC-CONNECTOR-MISMATE,BIW-S01,Rework,22
NCR-DE-00168,MER-HEADLINER-0020,MATERIAL-CONTAMINATION,BIW-S03,Rework,244
NCR-DE-00169,MER-MOTOR-HOUSING-0033,ELEC-CONNECTOR-MISMATE,BIW-S03,Rework,91
NCR-DE-00170,MER-CATALYTIC-CONVER-0040,SEAL-LEAK,BIW-S02,Rework,110
NCR-DE-00171,MER-BODY-SHELL-0003,ASSY-MISSING-FASTENER,BIW-S03,Rework,251
NCR-DE-00172,MER-SEATS-0016,MATERIAL-CONTAMINATION,BIW-S02,Rework,207
NCR-DE-00173,MER-BUMPER-FRONT-0006,PAINT-BLISTER,BIW-S03,Use-As-Is,405
NCR-DE-00174,MER-HEADLINER-0020,SEAL-LEAK,BIW-S01,Rework,240
NCR-DE-00175,MER-HEADLINER-0020,ELEC-SHORT-CIRCUIT,BIW-S01,Use-As-Is,172
NCR-DE-00176,MER-BATTERY-CELL-MOD-0027,ELEC-SHORT-CIRCUIT,BIW-S01,Use-As-Is,203
NCR-DE-00177,MER-CYLINDER-HEAD-0028,SEAL-LEAK,BIW-S03,Rework,197
NCR-DE-00178,MER-WHEELS-0014,ELEC-CONNECTOR-MISMATE,BIW-S01,Use-As-Is,466
NCR-DE-00179,MER-CENTER-CONSOLE-0018,MATERIAL-CONTAMINATION,BIW-S02,Scrap,211
NCR-DE-00180,MER-FUEL-PUMP-0037,SURFACE-SCRATCH,BIW-S02,Use-As-Is,221
NCR-DE-00181,MER-BUMPER-REAR-0007,PAINT-RUNS,BIW-S03,Use-As-Is,390
NCR-DE-00182,MER-DOOR-PANELS-0019,WELD-UNDERCUT,BIW-S02,Rework,411
NCR-DE-00183,MER-BODY-SHELL-0003,ELEC-OPEN-CIRCUIT,BIW-S01,Rework,431
NCR-DE-00184,MER-CYLINDER-BLOCK-0027,ASSY-MISSING-FASTENER,BIW-S01,Rework,142
NCR-DE-00185,MER-ROTOR-0032,SURFACE-SCRATCH,BIW-S03,Use-As-Is,53
NCR-DE-00186,MER-EXHAUST-PIPE-0042,WELD-POROSITY,BIW-S01,Rework,213
NCR-DE-00187,MER-FUEL-PUMP-0037,ASSY-MISSING-FASTENER,BIW-S01,Rework,343
NCR-DE-00188,MER-FENDERS-0008,WELD-POROSITY,BIW-S02,Rework,301
NCR-DE-00189,MER-DASHBOARD-0017,ASSY-CROSS-THREAD,BIW-S03,Use-As-Is,59
NCR-DE-00190,MER-INFOTAINMENT-UNI-0025,PAINT-ORANGE-PEEL,BIW-S04,Rework,161
NCR-DE-00191,MER-BATTERY-HOUSING-0029,PAINT-ORANGE-PEEL,BIW-S01,Scrap,407
NCR-DE-00192,MER-VEH-SUV-0001,DIM-OUT-OF-TOLERANCE,BIW-S02,Rework,472
NCR-DE-00193,MER-HOOD-0005,SURFACE-SCRATCH,BIW-S04,Rework,401
