MaterialNumber,StorageBin,QtyOnHand,KanbanCardID,IssuingPlant,ReceivingPlant
MAT-924791,F-09-4,562,KANBAN-00038,BIW/Welding Plant DE,Paint Shop DE
MAT-626006,F-03-5,232,KANBAN-00039,BIW/Welding Plant DE,Paint Shop DE
MAT-458336,G-14-5,1897,KANBAN-00040,BIW/Welding Plant DE,Paint Shop DE
MAT-901609,A-11-1,1970,KANBAN-00041,BIW/Welding Plant DE,Paint Shop DE
MAT-662658,C-01-1,3334,KANBAN-00042,BIW/Welding Plant DE,Paint Shop DE
MAT-986653,G-07-1,417,KANBAN-00043,BIW/Welding Plant DE,Paint Shop DE
MAT-799414,C-23-5,204,KANBAN-00044,BIW/Welding Plant DE,Paint Shop DE
MAT-894933,E-05-4,3642,KANBAN-00045,BIW/Welding Plant DE,Paint Shop DE
MAT-784811,H-16-1,4282,KANBAN-00046,BIW/Welding Plant DE,Paint Shop DE
MAT-150429,D-16-1,2112,KANBAN-00047,BIW/Welding Plant DE,Paint Shop DE
MAT-528197,G-29-1,2739,KANBAN-00048,BIW/Welding Plant DE,Paint Shop DE
MAT-391231,E-27-1,2097,KANBAN-00049,BIW/Welding Plant DE,Paint Shop DE
MAT-678759,G-23-3,400,KANBAN-00050,BIW/Welding Plant DE,Paint Shop DE
MAT-496875,C-12-3,884,KANBAN-00051,BIW/Welding Plant DE,Paint Shop DE
MAT-679088,B-07-4,2490,KANBAN-00052,BIW/Welding Plant DE,Paint Shop DE
MAT-762536,D-02-2,3183,KANBAN-00053,BIW/Welding Plant DE,Paint Shop DE
MAT-549637,A-07-4,4260,KANBAN-00054,BIW/Welding Plant DE,Paint Shop DE
MAT-577511,A-03-1,836,KANBAN-00055,BIW/Welding Plant DE,Paint Shop DE
MAT-781377,F-07-2,4502,KANBAN-00056,BIW/Welding Plant DE,Paint Shop DE
MAT-620346,E-10-2,1457,KANBAN-00057,BIW/Welding Plant DE,Paint Shop DE
MAT-941926,C-03-3,1212,KANBAN-00058,BIW/Welding Plant DE,Paint Shop DE
MAT-249651,D-26-4,1859,KANBAN-00059,BIW/Welding Plant DE,Paint Shop DE
MAT-845367,C-21-5,4425,KANBAN-00060,BIW/Welding Plant DE,Paint Shop DE
MAT-206447,C-23-2,4522,KANBAN-00061,BIW/Welding Plant DE,Paint Shop DE
MAT-748407,F-07-1,2289,KANBAN-00062,BIW/Welding Plant DE,Paint Shop DE
MAT-902365,E-26-1,3115,KANBAN-00063,BIW/Welding Plant DE,Paint Shop DE
MAT-392558,C-03-5,4400,KANBAN-00064,BIW/Welding Plant DE,Paint Shop DE
MAT-568950,E-17-4,4739,KANBAN-00065,BIW/Welding Plant DE,Paint Shop DE
MAT-715236,C-07-3,2239,KANBAN-00066,BIW/Welding Plant DE,Paint Shop DE
MAT-593115,F-16-4,2361,KANBAN-00067,BIW/Welding Plant DE,Paint Shop DE
MAT-880488,E-05-2,2695,KANBAN-00068,BIW/Welding Plant DE,Paint Shop DE
MAT-172137,F-08-3,1833,KANBAN-00069,BIW/Welding Plant DE,Paint Shop DE
MAT-708456,D-02-5,1620,KANBAN-00070,BIW/Welding Plant DE,Paint Shop DE
MAT-758856,G-13-4,1896,KANBAN-00071,BIW/Welding Plant DE,Paint Shop DE
MAT-169843,C-05-3,4067,KANBAN-00072,BIW/Welding Plant DE,Paint Shop DE
MAT-364824,D-25-4,2367,KANBAN-00073,BIW/Welding Plant DE,Paint Shop DE
MAT-954292,E-15-2,1771,KANBAN-00074,BIW/Welding Plant DE,Paint Shop DE
MAT-973160,F-16-3,1493,KANBAN-00075,BIW/Welding Plant DE,Paint Shop DE
MAT-970707,H-29-5,2089,KANBAN-00076,BIW/Welding Plant DE,Paint Shop DE
MAT-233223,H-14-4,3447,KANBAN-00077,BIW/Welding Plant DE,Paint Shop DE
MAT-164380,E-02-4,1689,KANBAN-00078,BIW/Welding Plant DE,Paint Shop DE
MAT-582804,E-08-3,1647,KANBAN-00079,BIW/Welding Plant DE,Paint Shop DE
MAT-821801,D-03-5,2535,KANBAN-00080,BIW/Welding Plant DE,Paint Shop DE
MAT-222916,B-12-5,761,KANBAN-00081,BIW/Welding Plant DE,Paint Shop DE
MAT-459209,B-15-4,1762,KANBAN-00082,BIW/Welding Plant DE,Paint Shop DE
MAT-990051,G-20-3,862,KANBAN-00083,BIW/Welding Plant DE,Paint Shop DE
MAT-719387,G-05-4,3754,KANBAN-00084,BIW/Welding Plant DE,Paint Shop DE
MAT-394136,H-22-1,409,KANBAN-00085,BIW/Welding Plant DE,Paint Shop DE
MAT-532629,C-11-5,1699,KANBAN-00086,BIW/Welding Plant DE,Paint Shop DE
MAT-814159,F-22-4,3237,KANBAN-00087,BIW/Welding Plant DE,Paint Shop DE
MAT-627341,D-14-1,1688,KANBAN-00088,BIW/Welding Plant DE,Paint Shop DE
MAT-816774,F-02-3,1004,KANBAN-00089,BIW/Welding Plant DE,Paint Shop DE
MAT-365487,C-14-4,3543,KANBAN-00090,BIW/Welding Plant DE,Paint Shop DE
MAT-407023,E-15-5,4682,KANBAN-00091,BIW/Welding Plant DE,Paint Shop DE
MAT-607986,H-24-4,250,KANBAN-00092,BIW/Welding Plant DE,Paint Shop DE
MAT-967675,G-20-4,4633,KANBAN-00093,BIW/Welding Plant DE,Paint Shop DE
MAT-159324,G-24-4,3317,KANBAN-00094,BIW/Welding Plant DE,Paint Shop DE
MAT-314845,G-07-3,4529,KANBAN-00095,BIW/Welding Plant DE,Paint Shop DE
MAT-641387,G-28-3,862,KANBAN-00096,BIW/Welding Plant DE,Paint Shop DE
MAT-298089,E-07-5,2109,KANBAN-00097,BIW/Welding Plant DE,Paint Shop DE
MAT-224510,A-20-3,594,KANBAN-00098,BIW/Welding Plant DE,Paint Shop DE
MAT-178999,C-01-3,4888,KANBAN-00099,BIW/Welding Plant DE,Paint Shop DE
MAT-456475,F-04-5,1635,KANBAN-00100,BIW/Welding Plant DE,Paint Shop DE
MAT-927968,A-11-4,2934,KANBAN-00101,BIW/Welding Plant DE,Paint Shop DE
MAT-226544,G-11-3,2163,KANBAN-00102,BIW/Welding Plant DE,Paint Shop DE
MAT-185481,C-08-2,934,KANBAN-00103,BIW/Welding Plant DE,Paint Shop DE
MAT-460684,F-28-5,875,KANBAN-00104,BIW/Welding Plant DE,Paint Shop DE
MAT-559721,D-02-1,3069,KANBAN-00105,BIW/Welding Plant DE,Paint Shop DE
MAT-899435,E-03-5,907,KANBAN-00106,BIW/Welding Plant DE,Paint Shop DE
MAT-767084,D-26-5,2895,KANBAN-00107,BIW/Welding Plant DE,Paint Shop DE
MAT-691757,C-20-4,2402,KANBAN-00108,BIW/Welding Plant DE,Paint Shop DE
MAT-872172,C-20-1,2099,KANBAN-00109,BIW/Welding Plant DE,Paint Shop DE
MAT-954340,A-13-3,1186,KANBAN-00110,BIW/Welding Plant DE,Paint Shop DE
MAT-295421,D-14-2,4164,KANBAN-00111,BIW/Welding Plant DE,Paint Shop DE
MAT-963685,E-19-1,1663,KANBAN-00112,BIW/Welding Plant DE,Paint Shop DE
MAT-232612,H-15-4,4396,KANBAN-00113,BIW/Welding Plant DE,Paint Shop DE
MAT-146635,A-26-1,775,KANBAN-00114,BIW/Welding Plant DE,Paint Shop DE
MAT-789545,D-19-4,1116,KANBAN-00115,BIW/Welding Plant DE,Paint Shop DE
MAT-851976,A-13-1,4250,KANBAN-00116,BIW/Welding Plant DE,Paint Shop DE
MAT-495940,A-19-2,2695,KANBAN-00117,BIW/Welding Plant DE,Paint Shop DE
MAT-677588,H-25-1,3637,KANBAN-00118,BIW/Welding Plant DE,Paint Shop DE
MAT-792143,C-02-3,4703,KANBAN-00119,BIW/Welding Plant DE,Paint Shop DE
MAT-533248,E-08-4,418,KANBAN-00120,BIW/Welding Plant DE,Paint Shop DE
MAT-504015,G-22-3,3532,KANBAN-00121,BIW/Welding Plant DE,Paint Shop DE
MAT-835669,G-10-2,3293,KANBAN-00122,BIW/Welding Plant DE,Paint Shop DE
MAT-824595,B-03-3,4604,KANBAN-00123,BIW/Welding Plant DE,Paint Shop DE
MAT-362811,C-23-1,4685,KANBAN-00124,BIW/Welding Plant DE,Paint Shop DE
MAT-864078,E-03-1,2987,KANBAN-00125,BIW/Welding Plant DE,Paint Shop DE
MAT-654223,G-07-3,2959,KANBAN-00126,BIW/Welding Plant DE,Paint Shop DE
MAT-140086,E-11-4,700,KANBAN-00127,BIW/Welding Plant DE,Paint Shop DE
MAT-940354,H-10-3,1962,KANBAN-00128,BIW/Welding Plant DE,Paint Shop DE
MAT-154456,H-26-5,1220,KANBAN-00129,BIW/Welding Plant DE,Paint Shop DE
MAT-475252,B-13-4,1983,KANBAN-00130,BIW/Welding Plant DE,Paint Shop DE
MAT-513885,B-16-5,2197,KANBAN-00131,BIW/Welding Plant DE,Paint Shop DE
MAT-180251,B-28-4,2054,KANBAN-00132,BIW/Welding Plant DE,Paint Shop DE
MAT-603363,E-20-2,3519,KANBAN-00133,BIW/Welding Plant DE,Paint Shop DE
MAT-596522,D-06-2,342,KANBAN-00134,BIW/Welding Plant DE,Paint Shop DE
MAT-995532,G-10-5,3532,KANBAN-00135,BIW/Welding Plant DE,Paint Shop DE
MAT-610259,B-04-4,138,KANBAN-00136,BIW/Welding Plant DE,Paint Shop DE
MAT-747068,E-05-4,1423,KANBAN-00137,BIW/Welding Plant DE,Paint Shop DE
MAT-118235,C-08-3,1425,KANBAN-00138,BIW/Welding Plant DE,Paint Shop DE
MAT-230391,F-12-3,2172,KANBAN-00139,BIW/Welding Plant DE,Paint Shop DE
MAT-977195,D-02-5,4977,KANBAN-00140,BIW/Welding Plant DE,Paint Shop DE
MAT-669047,E-28-3,1448,KANBAN-00141,BIW/Welding Plant DE,Paint Shop DE
MAT-979578,H-17-2,4908,KANBAN-00142,BIW/Welding Plant DE,Paint Shop DE
MAT-258076,C-01-2,1200,KANBAN-00143,BIW/Welding Plant DE,Paint Shop DE
MAT-462587,G-02-3,614,KANBAN-00144,BIW/Welding Plant DE,Paint Shop DE
MAT-318986,G-08-3,1468,KANBAN-00145,BIW/Welding Plant DE,Paint Shop DE
MAT-513142,H-29-2,401,KANBAN-00146,BIW/Welding Plant DE,Paint Shop DE
MAT-420999,E-16-3,2141,KANBAN-00147,BIW/Welding Plant DE,Paint Shop DE
MAT-583186,F-24-4,2330,KANBAN-00148,BIW/Welding Plant DE,Paint Shop DE
MAT-261475,G-07-5,1342,KANBAN-00149,BIW/Welding Plant DE,Paint Shop DE
MAT-863568,F-18-5,2417,KANBAN-00150,BIW/Welding Plant DE,Paint Shop DE
MAT-562013,F-17-5,3506,KANBAN-00151,BIW/Welding Plant DE,Paint Shop DE
MAT-449956,E-03-5,1671,KANBAN-00152,BIW/Welding Plant DE,Paint Shop DE
MAT-795445,E-20-1,4881,KANBAN-00153,BIW/Welding Plant DE,Paint Shop DE
MAT-134119,D-18-5,2975,KANBAN-00154,BIW/Welding Plant DE,Paint Shop DE
MAT-136332,C-24-5,3594,KANBAN-00155,BIW/Welding Plant DE,Paint Shop DE
MAT-699430,D-18-2,4082,KANBAN-00156,BIW/Welding Plant DE,Paint Shop DE
MAT-156881,C-18-4,1406,KANBAN-00157,BIW/Welding Plant DE,Paint Shop DE
MAT-864557,C-02-4,767,KANBAN-00158,BIW/Welding Plant DE,Paint Shop DE
MAT-709808,G-07-1,1400,KANBAN-00159,BIW/Welding Plant DE,Paint Shop DE
MAT-206972,D-25-4,3669,KANBAN-00160,BIW/Welding Plant DE,Paint Shop DE
MAT-751385,B-08-2,4475,KANBAN-00161,BIW/Welding Plant DE,Paint Shop DE
MAT-207555,C-04-2,112,KANBAN-00001,Stamping Plant DE,BIW/Welding Plant DE
MAT-397754,B-01-4,4940,KANBAN-00002,Stamping Plant DE,BIW/Welding Plant DE
MAT-895661,G-03-4,2669,KANBAN-00003,Stamping Plant DE,BIW/Welding Plant DE
MAT-519366,F-24-1,2726,KANBAN-00004,Stamping Plant DE,BIW/Welding Plant DE
MAT-251543,G-24-2,2661,KANBAN-00005,Stamping Plant DE,BIW/Welding Plant DE
MAT-739074,C-20-4,4062,KANBAN-00006,Stamping Plant DE,BIW/Welding Plant DE
MAT-742699,F-15-5,1544,KANBAN-00007,Stamping Plant DE,BIW/Welding Plant DE
MAT-802540,B-04-3,3973,KANBAN-00008,Stamping Plant DE,BIW/Welding Plant DE
MAT-216653,A-27-4,2004,KANBAN-00009,Stamping Plant DE,BIW/Welding Plant DE
MAT-815414,H-07-1,2423,KANBAN-00010,Stamping Plant DE,BIW/Welding Plant DE
MAT-635865,C-06-2,2290,KANBAN-00011,Stamping Plant DE,BIW/Welding Plant DE
MAT-368968,H-02-1,1566,KANBAN-00012,Stamping Plant DE,BIW/Welding Plant DE
MAT-218079,C-16-3,2438,KANBAN-00013,Stamping Plant DE,BIW/Welding Plant DE
MAT-821318,H-21-4,3646,KANBAN-00014,Stamping Plant DE,BIW/Welding Plant DE
MAT-474176,H-20-2,4144,KANBAN-00015,Stamping Plant DE,BIW/Welding Plant DE
MAT-566694,F-07-3,2100,KANBAN-00016,Stamping Plant DE,BIW/Welding Plant DE
MAT-630747,F-05-4,1182,KANBAN-00017,Stamping Plant DE,BIW/Welding Plant DE
MAT-529055,A-06-1,1988,KANBAN-00018,Stamping Plant DE,BIW/Welding Plant DE
MAT-130390,G-13-1,4291,KANBAN-00019,Stamping Plant DE,BIW/Welding Plant DE
MAT-419704,F-26-5,1785,KANBAN-00020,Stamping Plant DE,BIW/Welding Plant DE
MAT-585302,E-07-3,99,KANBAN-00021,Stamping Plant DE,BIW/Welding Plant DE
MAT-489387,C-19-2,1541,KANBAN-00022,Stamping Plant DE,BIW/Welding Plant DE
MAT-604521,B-08-2,136,KANBAN-00023,Stamping Plant DE,BIW/Welding Plant DE
MAT-161297,D-25-5,2266,KANBAN-00024,Stamping Plant DE,BIW/Welding Plant DE
MAT-197769,A-23-3,1534,KANBAN-00025,Stamping Plant DE,BIW/Welding Plant DE
MAT-971365,F-03-5,3105,KANBAN-00026,Stamping Plant DE,BIW/Welding Plant DE
MAT-623468,C-19-4,290,KANBAN-00027,Stamping Plant DE,BIW/Welding Plant DE
MAT-291573,G-07-3,2135,KANBAN-00028,Stamping Plant DE,BIW/Welding Plant DE
MAT-762770,C-25-1,1471,KANBAN-00029,Stamping Plant DE,BIW/Welding Plant DE
MAT-650976,G-06-3,199,KANBAN-00030,Stamping Plant DE,BIW/Welding Plant DE
MAT-660519,D-26-4,2533,KANBAN-00031,Stamping Plant DE,BIW/Welding Plant DE
MAT-813589,F-18-1,4777,KANBAN-00032,Stamping Plant DE,BIW/Welding Plant DE
MAT-707673,D-13-5,4995,KANBAN-00033,Stamping Plant DE,BIW/Welding Plant DE
MAT-202802,D-12-4,3821,KANBAN-00034,Stamping Plant DE,BIW/Welding Plant DE
MAT-522970,B-21-4,2776,KANBAN-00035,Stamping Plant DE,BIW/Welding Plant DE
MAT-365121,E-06-1,4772,KANBAN-00036,Stamping Plant DE,BIW/Welding Plant DE
MAT-885776,H-17-4,2225,KANBAN-00037,Stamping Plant DE,BIW/Welding Plant DE
MAT-947133,F-12-1,3769,KANBAN-00038,Stamping Plant DE,BIW/Welding Plant DE
MAT-307163,D-19-2,804,KANBAN-00039,Stamping Plant DE,BIW/Welding Plant DE
MAT-114575,H-21-1,2082,KANBAN-00040,Stamping Plant DE,BIW/Welding Plant DE
MAT-310673,F-27-5,4501,KANBAN-00041,Stamping Plant DE,BIW/Welding Plant DE
MAT-320256,D-20-5,2682,KANBAN-00042,Stamping Plant DE,BIW/Welding Plant DE
MAT-987694,C-13-3,1861,KANBAN-00043,Stamping Plant DE,BIW/Welding Plant DE
MAT-449167,B-20-5,3219,KANBAN-00044,Stamping Plant DE,BIW/Welding Plant DE
MAT-187998,B-09-3,874,KANBAN-00045,Stamping Plant DE,BIW/Welding Plant DE
MAT-109269,C-09-1,1647,KANBAN-00046,Stamping Plant DE,BIW/Welding Plant DE
MAT-308940,E-29-1,4318,KANBAN-00047,Stamping Plant DE,BIW/Welding Plant DE
MAT-555917,G-02-3,4492,KANBAN-00048,Stamping Plant DE,BIW/Welding Plant DE
MAT-982093,E-16-4,1934,KANBAN-00049,Stamping Plant DE,BIW/Welding Plant DE
MAT-557902,D-02-2,4556,KANBAN-00050,Stamping Plant DE,BIW/Welding Plant DE
MAT-257677,B-15-1,4021,KANBAN-00051,Stamping Plant DE,BIW/Welding Plant DE
MAT-585043,C-05-5,2714,KANBAN-00052,Stamping Plant DE,BIW/Welding Plant DE
MAT-713073,C-27-1,3513,KANBAN-00053,Stamping Plant DE,BIW/Welding Plant DE
MAT-865927,B-12-1,3751,KANBAN-00054,Stamping Plant DE,BIW/Welding Plant DE
MAT-260069,F-12-1,1598,KANBAN-00055,Stamping Plant DE,BIW/Welding Plant DE
MAT-250495,F-12-3,3574,KANBAN-00056,Stamping Plant DE,BIW/Welding Plant DE
MAT-586499,F-17-1,4056,KANBAN-00057,Stamping Plant DE,BIW/Welding Plant DE
MAT-815249,D-03-1,4204,KANBAN-00058,Stamping Plant DE,BIW/Welding Plant DE
MAT-309994,G-09-1,1212,KANBAN-00059,Stamping Plant DE,BIW/Welding Plant DE
MAT-247895,A-26-3,3898,KANBAN-00060,Stamping Plant DE,BIW/Welding Plant DE
MAT-427987,B-22-3,3755,KANBAN-00061,Stamping Plant DE,BIW/Welding Plant DE
MAT-682908,B-26-2,3078,KANBAN-00062,Stamping Plant DE,BIW/Welding Plant DE
MAT-857754,H-01-3,2377,KANBAN-00063,Stamping Plant DE,BIW/Welding Plant DE
MAT-829054,D-18-1,1541,KANBAN-00064,Stamping Plant DE,BIW/Welding Plant DE
MAT-361030,A-02-4,3796,KANBAN-00065,Stamping Plant DE,BIW/Welding Plant DE
MAT-558403,A-01-1,546,KANBAN-00066,Stamping Plant DE,BIW/Welding Plant DE
MAT-293812,D-11-5,245,KANBAN-00067,Stamping Plant DE,BIW/Welding Plant DE
MAT-452262,H-24-3,2433,KANBAN-00068,Stamping Plant DE,BIW/Welding Plant DE
MAT-521179,G-15-5,3462,KANBAN-00069,Stamping Plant DE,BIW/Welding Plant DE
MAT-327454,B-19-5,3267,KANBAN-00070,Stamping Plant DE,BIW/Welding Plant DE
MAT-662318,D-17-5,1784,KANBAN-00071,Stamping Plant DE,BIW/Welding Plant DE
MAT-481220,F-10-4,3470,KANBAN-00072,Stamping Plant DE,BIW/Welding Plant DE
MAT-939524,C-04-5,1274,KANBAN-00073,Stamping Plant DE,BIW/Welding Plant DE
MAT-986572,B-24-1,763,KANBAN-00074,Stamping Plant DE,BIW/Welding Plant DE
MAT-585903,B-17-1,1574,KANBAN-00075,Stamping Plant DE,BIW/Welding Plant DE
MAT-760150,D-02-5,1960,KANBAN-00076,Stamping Plant DE,BIW/Welding Plant DE
MAT-441023,G-17-2,382,KANBAN-00077,Stamping Plant DE,BIW/Welding Plant DE
MAT-416698,B-15-2,4393,KANBAN-00078,Stamping Plant DE,BIW/Welding Plant DE
MAT-366939,C-11-1,4204,KANBAN-00079,Stamping Plant DE,BIW/Welding Plant DE
MAT-290981,E-23-1,2007,KANBAN-00080,Stamping Plant DE,BIW/Welding Plant DE
MAT-143655,D-07-5,3519,KANBAN-00081,Stamping Plant DE,BIW/Welding Plant DE
MAT-316516,H-16-2,3848,KANBAN-00082,Stamping Plant DE,BIW/Welding Plant DE
MAT-653543,D-11-4,2318,KANBAN-00083,Stamping Plant DE,BIW/Welding Plant DE
MAT-790377,F-24-5,557,KANBAN-00084,Stamping Plant DE,BIW/Welding Plant DE
MAT-761707,G-25-2,3841,KANBAN-00085,Stamping Plant DE,BIW/Welding Plant DE
MAT-610295,G-05-3,2529,KANBAN-00086,Stamping Plant DE,BIW/Welding Plant DE
MAT-509624,B-01-1,2800,KANBAN-00087,Stamping Plant DE,BIW/Welding Plant DE
MAT-725121,H-11-1,998,KANBAN-00088,Stamping Plant DE,BIW/Welding Plant DE
MAT-552370,C-27-1,4662,KANBAN-00089,Stamping Plant DE,BIW/Welding Plant DE
MAT-445316,C-18-4,4865,KANBAN-00090,Stamping Plant DE,BIW/Welding Plant DE
MAT-166617,D-29-3,4954,KANBAN-00091,Stamping Plant DE,BIW/Welding Plant DE
MAT-744150,D-15-1,840,KANBAN-00092,Stamping Plant DE,BIW/Welding Plant DE
MAT-898470,H-15-1,2550,KANBAN-00093,Stamping Plant DE,BIW/Welding Plant DE
MAT-648098,F-11-1,1058,KANBAN-00094,Stamping Plant DE,BIW/Welding Plant DE
MAT-923516,A-08-5,1251,KANBAN-00095,Stamping Plant DE,BIW/Welding Plant DE
MAT-958533,C-05-3,215,KANBAN-00096,Stamping Plant DE,BIW/Welding Plant DE
MAT-789210,B-16-1,665,KANBAN-00097,Stamping Plant DE,BIW/Welding Plant DE
MAT-853378,B-04-5,4754,KANBAN-00098,Stamping Plant DE,BIW/Welding Plant DE
MAT-374177,D-04-4,1765,KANBAN-00099,Stamping Plant DE,BIW/Welding Plant DE
MAT-648163,F-29-2,1269,KANBAN-00100,Stamping Plant DE,BIW/Welding Plant DE
MAT-756537,G-28-5,4083,KANBAN-00101,Stamping Plant DE,BIW/Welding Plant DE
MAT-577564,H-29-2,1530,KANBAN-00102,Stamping Plant DE,BIW/Welding Plant DE
MAT-574968,H-03-5,3965,KANBAN-00103,Stamping Plant DE,BIW/Welding Plant DE
MAT-790464,D-06-2,2550,KANBAN-00104,Stamping Plant DE,BIW/Welding Plant DE
MAT-966078,A-15-2,1719,KANBAN-00105,Stamping Plant DE,BIW/Welding Plant DE
MAT-869323,G-03-4,3168,KANBAN-00106,Stamping Plant DE,BIW/Welding Plant DE
MAT-553445,H-05-5,927,KANBAN-00107,Stamping Plant DE,BIW/Welding Plant DE
MAT-424636,G-02-2,2274,KANBAN-00108,Stamping Plant DE,BIW/Welding Plant DE
MAT-775764,H-25-1,3955,KANBAN-00109,Stamping Plant DE,BIW/Welding Plant DE
MAT-808522,C-02-1,4481,KANBAN-00110,Stamping Plant DE,BIW/Welding Plant DE
MAT-308669,C-22-4,1394,KANBAN-00111,Stamping Plant DE,BIW/Welding Plant DE
MAT-429970,G-04-4,1509,KANBAN-00112,Stamping Plant DE,BIW/Welding Plant DE
MAT-843577,B-28-1,887,KANBAN-00113,Stamping Plant DE,BIW/Welding Plant DE
MAT-560699,C-06-2,422,KANBAN-00114,Stamping Plant DE,BIW/Welding Plant DE
MAT-396676,G-03-1,2517,KANBAN-00115,Stamping Plant DE,BIW/Welding Plant DE
MAT-982878,A-05-5,2331,KANBAN-00116,Stamping Plant DE,BIW/Welding Plant DE
MAT-562228,C-04-1,539,KANBAN-00117,Stamping Plant DE,BIW/Welding Plant DE
MAT-820341,D-04-4,4928,KANBAN-00118,Stamping Plant DE,BIW/Welding Plant DE
MAT-723907,A-05-4,1911,KANBAN-00119,Stamping Plant DE,BIW/Welding Plant DE
MAT-436012,F-16-4,703,KANBAN-00120,Stamping Plant DE,BIW/Welding Plant DE
MAT-352253,H-06-5,3569,KANBAN-00121,Stamping Plant DE,BIW/Welding Plant DE
MAT-612101,F-14-3,4882,KANBAN-00122,Stamping Plant DE,BIW/Welding Plant DE
MAT-186333,G-18-5,1677,KANBAN-00123,Stamping Plant DE,BIW/Welding Plant DE
MAT-284005,F-22-3,4961,KANBAN-00124,Stamping Plant DE,BIW/Welding Plant DE
MAT-844091,H-09-2,3030,KANBAN-00125,Stamping Plant DE,BIW/Welding Plant DE
MAT-968340,G-13-3,2488,KANBAN-00126,Stamping Plant DE,BIW/Welding Plant DE
MAT-257889,D-05-1,4463,KANBAN-00127,Stamping Plant DE,BIW/Welding Plant DE
MAT-813099,F-10-1,4060,KANBAN-00128,Stamping Plant DE,BIW/Welding Plant DE
MAT-711257,A-12-4,1025,KANBAN-00129,Stamping Plant DE,BIW/Welding Plant DE
MAT-951955,E-20-1,1202,KANBAN-00130,Stamping Plant DE,BIW/Welding Plant DE
MAT-688184,E-29-5,1648,KANBAN-00131,Stamping Plant DE,BIW/Welding Plant DE
MAT-875428,B-28-2,454,KANBAN-00132,Stamping Plant DE,BIW/Welding Plant DE
MAT-506580,G-17-4,497,KANBAN-00133,Stamping Plant DE,BIW/Welding Plant DE
