OrderRef,EquipID,Type,DowntimeMinutes,MTBFHours,LinkedAssetRef
WO-2060069,ASSET-00013,Corrective,57,872,000060000012
WO-2060070,ASSET-00014,Corrective,88,445,000060000013
WO-2060071,ASSET-00014,Emergency,234,1492,000060000013
WO-2060072,ASSET-00015,Emergency,236,958,000060000014
WO-2060073,ASSET-00015,Emergency,386,1622,000060000014
WO-2060074,ASSET-00016,Preventive,0,,
WO-2060075,ASSET-00016,Corrective,207,264,
WO-2060076,ASSET-00016,Corrective,167,497,
WO-2060077,ASSET-00016,Preventive,0,,
WO-2060078,ASSET-00016,Emergency,474,1188,
WO-2060079,ASSET-00016,Preventive,0,,
WO-2060080,ASSET-00017,Preventive,0,,000060000015
WO-2060081,ASSET-00017,Corrective,107,1128,000060000015
WO-2060082,ASSET-00017,Preventive,0,,000060000015
WO-2060083,ASSET-00018,Preventive,0,,000060000016
WO-2060084,ASSET-00018,Preventive,0,,000060000016
WO-2060085,ASSET-00018,Preventive,0,,000060000016
WO-2060086,ASSET-00018,Emergency,223,1716,000060000016
WO-2060087,ASSET-00018,Preventive,0,,000060000016
WO-2060088,ASSET-00018,Corrective,160,526,000060000016
WO-2060089,ASSET-00019,Corrective,217,1678,000060000017
WO-2060090,ASSET-00019,Corrective,211,553,000060000017
WO-2060091,ASSET-00019,Corrective,203,356,000060000017
WO-2060092,ASSET-00019,Preventive,0,,000060000017
WO-2060093,ASSET-00019,Preventive,0,,000060000017
WO-2060094,ASSET-00020,Corrective,75,1401,000060000018
WO-2060095,ASSET-00020,Corrective,144,1690,000060000018
WO-2060096,ASSET-00020,Corrective,152,1241,000060000018
WO-2060097,ASSET-00020,Preventive,0,,000060000018
WO-2060098,ASSET-00021,Corrective,209,1702,000060000019
WO-2060099,ASSET-00021,Preventive,0,,000060000019
WO-2060100,ASSET-00021,Preventive,0,,000060000019
WO-2060101,ASSET-00021,Corrective,142,1951,000060000019
WO-2060102,ASSET-00021,Emergency,487,1467,000060000019
WO-2060103,ASSET-00022,Preventive,0,,
WO-2060104,ASSET-00022,Corrective,98,1764,
WO-2060105,ASSET-00022,Emergency,553,631,
WO-2060106,ASSET-00022,Corrective,31,1831,
WO-2060107,ASSET-00023,Preventive,0,,000060000020
WO-2060108,ASSET-00023,Corrective,199,970,000060000020
WO-2060109,ASSET-00024,Corrective,102,1653,000060000021
WO-2060110,ASSET-00024,Preventive,0,,000060000021
WO-2060111,ASSET-00024,Emergency,419,1929,000060000021
WO-2060112,ASSET-00024,Preventive,0,,000060000021
WO-2060113,ASSET-00024,Corrective,171,1781,000060000021
WO-2060114,ASSET-00024,Corrective,118,1993,000060000021
WO-2060115,ASSET-00025,Preventive,0,,000060000022
WO-2060116,ASSET-00025,Emergency,352,1684,000060000022
WO-2060117,ASSET-00025,Preventive,0,,000060000022
WO-2060118,ASSET-00025,Corrective,114,1910,000060000022
WO-2060119,ASSET-00025,Preventive,0,,000060000022
WO-2060120,ASSET-00025,Preventive,0,,000060000022
WO-2060121,ASSET-00025,Corrective,195,1811,000060000022
WO-2060122,ASSET-00025,Preventive,0,,000060000022
WO-2060123,ASSET-00025,Preventive,0,,000060000022
WO-2060124,ASSET-00026,Emergency,269,398,000060000023
WO-2060125,ASSET-00026,Preventive,0,,000060000023
WO-2060126,ASSET-00026,Preventive,0,,000060000023
WO-2060127,ASSET-00026,Preventive,0,,000060000023
WO-2060128,ASSET-00026,Corrective,127,341,000060000023
WO-2060129,ASSET-00027,Corrective,154,274,
WO-2060130,ASSET-00027,Corrective,118,1710,
WO-2060131,ASSET-00027,Preventive,0,,
WO-2060132,ASSET-00028,Preventive,0,,000060000024
WO-2060133,ASSET-00028,Preventive,0,,000060000024
WO-2060134,ASSET-00028,Preventive,0,,000060000024
WO-2060135,ASSET-00028,Preventive,0,,000060000024
WO-2060136,ASSET-00028,Corrective,127,1544,000060000024
WO-2060137,ASSET-00028,Emergency,253,1891,000060000024
WO-2060138,ASSET-00029,Emergency,476,1763,000060000025
WO-2060139,ASSET-00029,Preventive,0,,000060000025
WO-2060140,ASSET-00029,Corrective,169,755,000060000025
WO-2060141,ASSET-00030,Preventive,0,,000060000026
WO-2060142,ASSET-00030,Preventive,0,,000060000026
WO-2060143,ASSET-00030,Preventive,0,,000060000026
WO-2060144,ASSET-00030,Corrective,118,1162,000060000026
WO-2060145,ASSET-00030,Preventive,0,,000060000026
WO-2060146,ASSET-00030,Preventive,0,,000060000026
WO-2060147,ASSET-00031,Preventive,0,,000060000027
WO-2060148,ASSET-00031,Emergency,243,426,000060000027
WO-2060149,ASSET-00031,Preventive,0,,000060000027
WO-2060150,ASSET-00031,Corrective,148,1678,000060000027
WO-2060151,ASSET-00031,Corrective,143,295,000060000027
WO-2060152,ASSET-00031,Preventive,0,,000060000027
WO-2060153,ASSET-00032,Corrective,103,1250,000060000028
WO-2060154,ASSET-00032,Emergency,184,903,000060000028
WO-2060155,ASSET-00032,Emergency,273,1881,000060000028
WO-2060156,ASSET-00032,Preventive,0,,000060000028
WO-2060157,ASSET-00032,Corrective,128,1439,000060000028
WO-2060158,ASSET-00032,Corrective,85,1391,000060000028
WO-2060159,ASSET-00032,Corrective,118,439,000060000028
WO-2060160,ASSET-00032,Corrective,125,1212,000060000028
WO-2060161,ASSET-00032,Preventive,0,,000060000028
WO-2060162,ASSET-00033,Preventive,0,,000060000029
WO-2060163,ASSET-00033,Preventive,0,,000060000029
WO-2060164,ASSET-00033,Preventive,0,,000060000029
WO-2060165,ASSET-00033,Corrective,221,1302,000060000029
WO-2060166,ASSET-00033,Corrective,69,1918,000060000029
WO-2060167,ASSET-00033,Corrective,172,923,000060000029
WO-2060168,ASSET-00033,Corrective,153,971,000060000029
WO-2060169,ASSET-00033,Preventive,0,,000060000029
WO-2060170,ASSET-00034,Corrective,87,1591,000060000030
WO-2060171,ASSET-00034,Corrective,139,1271,000060000030
WO-2060172,ASSET-00034,Corrective,220,1589,000060000030
WO-2060173,ASSET-00035,Preventive,0,,000060000031
WO-2060174,ASSET-00035,Preventive,0,,000060000031
WO-2060175,ASSET-00035,Corrective,205,310,000060000031
WO-2060176,ASSET-00035,Corrective,124,639,000060000031
WO-2060177,ASSET-00036,Preventive,0,,
WO-2060178,ASSET-00036,Preventive,0,,
WO-2060179,ASSET-00037,Preventive,0,,000060000032
WO-2060180,ASSET-00037,Corrective,212,247,000060000032
WO-2060181,ASSET-00037,Preventive,0,,000060000032
WO-2060182,ASSET-00037,Corrective,42,1007,000060000032
WO-2060183,ASSET-00037,Preventive,0,,000060000032
WO-2060184,ASSET-00038,Emergency,90,1416,
WO-2060185,ASSET-00038,Preventive,0,,
WO-2060186,ASSET-00039,Preventive,0,,000060000033
WO-2060187,ASSET-00039,Preventive,0,,000060000033
WO-2060188,ASSET-00039,Preventive,0,,000060000033
WO-2060189,ASSET-00039,Emergency,349,599,000060000033
WO-2060190,ASSET-00040,Preventive,0,,000060000034
WO-2060191,ASSET-00040,Preventive,0,,000060000034
WO-2060192,ASSET-00040,Preventive,0,,000060000034
WO-2060193,ASSET-00040,Preventive,0,,000060000034
WO-2060194,ASSET-00040,Preventive,0,,000060000034
WO-2060195,ASSET-00040,Corrective,66,1428,000060000034
WO-2060196,ASSET-00041,Corrective,173,1351,000060000035
WO-2060197,ASSET-00041,Preventive,0,,000060000035
WO-2060198,ASSET-00041,Preventive,0,,000060000035
WO-2060199,ASSET-00041,Preventive,0,,000060000035
WO-2060200,ASSET-00041,Corrective,144,1055,000060000035
WO-2060201,ASSET-00041,Corrective,186,267,000060000035
WO-2060202,ASSET-00041,Preventive,0,,000060000035
WO-2060203,ASSET-00041,Preventive,0,,000060000035
WO-2060204,ASSET-00042,Corrective,58,1310,000060000036
WO-2060205,ASSET-00042,Preventive,0,,000060000036
WO-2060206,ASSET-00042,Emergency,519,990,000060000036
WO-2060207,ASSET-00042,Preventive,0,,000060000036
WO-2060208,ASSET-00043,Corrective,165,777,
WO-2060209,ASSET-00043,Preventive,0,,
WO-2060210,ASSET-00043,Preventive,0,,
WO-2060211,ASSET-00043,Preventive,0,,
WO-2060212,ASSET-00043,Preventive,0,,
WO-2060213,ASSET-00043,Preventive,0,,
WO-2060214,ASSET-00044,Preventive,0,,000060000037
WO-2060215,ASSET-00044,Preventive,0,,000060000037
WO-2060216,ASSET-00044,Preventive,0,,000060000037
WO-2060217,ASSET-00044,Preventive,0,,000060000037
WO-2060218,ASSET-00044,Emergency,449,738,000060000037
WO-2060219,ASSET-00044,Emergency,183,829,000060000037
WO-2060220,ASSET-00044,Preventive,0,,000060000037
WO-2060221,ASSET-00045,Preventive,0,,000060000038
WO-2060222,ASSET-00045,Corrective,85,1520,000060000038
WO-2060223,ASSET-00045,Preventive,0,,000060000038
WO-2060224,ASSET-00045,Preventive,0,,000060000038
WO-2060225,ASSET-00046,Preventive,0,,000060000039
WO-2060226,ASSET-00046,Corrective,161,1962,000060000039
WO-2060227,ASSET-00046,Corrective,190,1450,000060000039
WO-2060228,ASSET-00046,Corrective,55,1377,000060000039
WO-2060229,ASSET-00046,Preventive,0,,000060000039
WO-2060230,ASSET-00046,Preventive,0,,000060000039
WO-2060231,ASSET-00046,Preventive,0,,000060000039
WO-2060232,ASSET-00046,Preventive,0,,000060000039
WO-2060233,ASSET-00047,Preventive,0,,000060000040
WO-2060234,ASSET-00047,Corrective,79,790,000060000040
WO-2060235,ASSET-00047,Preventive,0,,000060000040
WO-2060236,ASSET-00047,Preventive,0,,000060000040
WO-2060237,ASSET-00047,Preventive,0,,000060000040
WO-2060238,ASSET-00047,Corrective,211,1086,000060000040
WO-2060239,ASSET-00047,Corrective,61,835,000060000040
WO-2060240,ASSET-00048,Preventive,0,,000060000041
WO-2060241,ASSET-00048,Preventive,0,,000060000041
WO-2060242,ASSET-00049,Corrective,189,450,000060000042
WO-2060243,ASSET-00049,Corrective,111,1860,000060000042
WO-2060244,ASSET-00049,Corrective,93,1990,000060000042
WO-2060245,ASSET-00049,Preventive,0,,000060000042
WO-2060246,ASSET-00050,Corrective,169,1580,000060000043
WO-2060247,ASSET-00050,Corrective,30,805,000060000043
WO-2060248,ASSET-00051,Corrective,156,1680,000060000044
WO-2060249,ASSET-00051,Preventive,0,,000060000044
WO-2060250,ASSET-00051,Corrective,191,378,000060000044
WO-2060251,ASSET-00051,Preventive,0,,000060000044
WO-2060252,ASSET-00051,Emergency,135,1472,000060000044
WO-2060253,ASSET-00051,Corrective,38,1213,000060000044
WO-2060254,ASSET-00051,Preventive,0,,000060000044
WO-2060255,ASSET-00051,Preventive,0,,000060000044
WO-2060256,ASSET-00052,Preventive,0,,000060000045
WO-2060257,ASSET-00052,Corrective,136,883,000060000045
WO-2060258,ASSET-00052,Preventive,0,,000060000045
WO-2060259,ASSET-00052,Corrective,90,1105,000060000045
WO-2060260,ASSET-00053,Preventive,0,,000060000046
WO-2060261,ASSET-00053,Corrective,96,910,000060000046
WO-2060262,ASSET-00053,Preventive,0,,000060000046
WO-2060263,ASSET-00054,Corrective,153,1532,000060000047
WO-2060264,ASSET-00054,Corrective,181,288,000060000047
WO-2060265,ASSET-00054,Corrective,112,340,000060000047
WO-2060266,ASSET-00054,Preventive,0,,000060000047
WO-2060267,ASSET-00054,Emergency,398,331,000060000047
WO-2060268,ASSET-00055,Corrective,214,1164,000060000048
WO-2060269,ASSET-00055,Preventive,0,,000060000048
WO-2060270,ASSET-00055,Preventive,0,,000060000048
WO-2060271,ASSET-00055,Corrective,69,1604,000060000048
WO-2060272,ASSET-00056,Corrective,82,1075,000060000049
WO-2060273,ASSET-00056,Preventive,0,,000060000049
WO-2060274,ASSET-00056,Preventive,0,,000060000049
WO-2060275,ASSET-00057,Preventive,0,,000060000050
WO-2060276,ASSET-00057,Preventive,0,,000060000050
WO-2060277,ASSET-00057,Corrective,193,1441,000060000050
WO-2060278,ASSET-00057,Emergency,325,1476,000060000050
WO-2060279,ASSET-00057,Preventive,0,,000060000050
WO-2060280,ASSET-00058,Preventive,0,,000060000051
WO-2060281,ASSET-00058,Emergency,338,1206,000060000051
WO-2060282,ASSET-00058,Preventive,0,,000060000051
WO-2060283,ASSET-00058,Preventive,0,,000060000051
WO-2060284,ASSET-00059,Corrective,58,1282,000060000052
WO-2060285,ASSET-00059,Preventive,0,,000060000052
WO-2060286,ASSET-00060,Preventive,0,,000060000053
WO-2060287,ASSET-00060,Preventive,0,,000060000053
WO-2060288,ASSET-00060,Preventive,0,,000060000053
WO-2060289,ASSET-00060,Preventive,0,,000060000053
WO-2060290,ASSET-00060,Preventive,0,,000060000053
WO-2060291,ASSET-00061,Preventive,0,,000060000054
WO-2060292,ASSET-00061,Preventive,0,,000060000054
WO-2060293,ASSET-00061,Corrective,73,864,000060000054
WO-2060294,ASSET-00061,Emergency,75,347,000060000054
WO-2060295,ASSET-00062,Corrective,64,676,000060000055
WO-2060296,ASSET-00062,Preventive,0,,000060000055
WO-2060297,ASSET-00062,Preventive,0,,000060000055
WO-2060298,ASSET-00063,Preventive,0,,000060000056
WO-2060299,ASSET-00063,Preventive,0,,000060000056
WO-2060300,ASSET-00064,Preventive,0,,000060000057
WO-2060301,ASSET-00064,Preventive,0,,000060000057
WO-2060302,ASSET-00064,Emergency,315,1185,000060000057
WO-2060303,ASSET-00064,Corrective,177,1972,000060000057
WO-2060304,ASSET-00064,Corrective,96,1458,000060000057
WO-2060305,ASSET-00064,Emergency,570,257,000060000057
WO-2060306,ASSET-00064,Preventive,0,,000060000057
WO-2060307,ASSET-00065,Preventive,0,,000060000058
WO-2060308,ASSET-00065,Preventive,0,,000060000058
WO-2060309,ASSET-00065,Preventive,0,,000060000058
WO-2060310,ASSET-00065,Preventive,0,,000060000058
WO-2060311,ASSET-00065,Preventive,0,,000060000058
WO-2060312,ASSET-00066,Corrective,240,1776,000060000059
WO-2060313,ASSET-00066,Preventive,0,,000060000059
WO-2060314,ASSET-00066,Corrective,101,1345,000060000059
WO-2060315,ASSET-00066,Emergency,107,1123,000060000059
WO-2060316,ASSET-00066,Preventive,0,,000060000059
WO-2060317,ASSET-00066,Corrective,30,868,000060000059
WO-2060318,ASSET-00066,Preventive,0,,000060000059
WO-2060319,ASSET-00067,Preventive,0,,000060000060
WO-2060320,ASSET-00067,Corrective,218,257,000060000060
WO-2060321,ASSET-00067,Corrective,152,789,000060000060
WO-2060322,ASSET-00068,Corrective,90,527,000060000061
WO-2060323,ASSET-00069,Corrective,120,943,000060000062
WO-2060324,ASSET-00069,Corrective,39,1367,000060000062
WO-2060325,ASSET-00069,Corrective,30,809,000060000062
WO-2060326,ASSET-00069,Preventive,0,,000060000062
WO-2060327,ASSET-00070,Emergency,275,1478,000060000063
WO-2060328,ASSET-00070,Emergency,278,1027,000060000063
WO-2060329,ASSET-00070,Preventive,0,,000060000063
WO-2060330,ASSET-00070,Preventive,0,,000060000063
WO-2060331,ASSET-00071,Preventive,0,,000060000064
WO-2060332,ASSET-00071,Emergency,184,1830,000060000064
WO-2060333,ASSET-00071,Preventive,0,,000060000064
WO-2060334,ASSET-00071,Corrective,47,364,000060000064
WO-2060335,ASSET-00072,Preventive,0,,000060000065
WO-2060336,ASSET-00072,Preventive,0,,000060000065
WO-2060337,ASSET-00072,Preventive,0,,000060000065
WO-2060338,ASSET-00073,Preventive,0,,
WO-2060339,ASSET-00073,Emergency,82,930,
WO-2060340,ASSET-00073,Preventive,0,,
WO-2060341,ASSET-00073,Preventive,0,,
WO-2060342,ASSET-00073,Preventive,0,,
WO-2060343,ASSET-00074,Preventive,0,,000060000066
WO-2060344,ASSET-00074,Preventive,0,,000060000066
WO-2060345,ASSET-00074,Corrective,79,202,000060000066
WO-2060346,ASSET-00074,Corrective,164,1260,000060000066
WO-2060347,ASSET-00074,Preventive,0,,000060000066
WO-2060348,ASSET-00074,Preventive,0,,000060000066
WO-2060349,ASSET-00074,Corrective,52,1672,000060000066
WO-2060350,ASSET-00074,Preventive,0,,000060000066
WO-2060351,ASSET-00074,Preventive,0,,000060000066
WO-2060352,ASSET-00075,Corrective,228,1629,
WO-2060353,ASSET-00075,Preventive,0,,
WO-2060354,ASSET-00075,Preventive,0,,
WO-2060355,ASSET-00075,Corrective,77,470,
WO-2060356,ASSET-00075,Corrective,180,1203,
WO-2060357,ASSET-00076,Preventive,0,,
WO-2060358,ASSET-00076,Preventive,0,,
WO-2060359,ASSET-00076,Corrective,84,1203,
WO-2060360,ASSET-00076,Preventive,0,,
WO-2060361,ASSET-00076,Preventive,0,,
WO-2060362,ASSET-00077,Corrective,74,789,000060000067
WO-2060363,ASSET-00077,Preventive,0,,000060000067
WO-2060364,ASSET-00077,Preventive,0,,000060000067
WO-2060365,ASSET-00077,Corrective,32,1792,000060000067
WO-2060366,ASSET-00077,Corrective,166,1413,000060000067
WO-2060367,ASSET-00078,Corrective,51,1691,000060000068
WO-2060368,ASSET-00078,Preventive,0,,000060000068
WO-2060369,ASSET-00078,Preventive,0,,000060000068
WO-2060370,ASSET-00078,Corrective,95,722,000060000068
WO-2060371,ASSET-00079,Corrective,99,1857,000060000069
WO-2060372,ASSET-00079,Corrective,64,1786,000060000069
WO-2060373,ASSET-00079,Corrective,228,424,000060000069
WO-2060374,ASSET-00079,Preventive,0,,000060000069
WO-2060375,ASSET-00079,Preventive,0,,000060000069
WO-2060376,ASSET-00080,Emergency,198,1949,000060000070
WO-2060377,ASSET-00080,Corrective,180,835,000060000070
WO-2060378,ASSET-00080,Preventive,0,,000060000070
WO-2060379,ASSET-00080,Corrective,151,1094,000060000070
WO-2060380,ASSET-00081,Preventive,0,,000060000071
WO-2060381,ASSET-00081,Preventive,0,,000060000071
WO-2060382,ASSET-00081,Preventive,0,,000060000071
WO-2060383,ASSET-00081,Corrective,172,638,000060000071
WO-2060384,ASSET-00081,Preventive,0,,000060000071
WO-2060385,ASSET-00081,Preventive,0,,000060000071
WO-2060386,ASSET-00081,Corrective,98,1582,000060000071
WO-2060387,ASSET-00081,Preventive,0,,000060000071
WO-2060388,ASSET-00081,Corrective,225,255,000060000071
WO-2060389,ASSET-00082,Preventive,0,,000060000072
WO-2060390,ASSET-00082,Preventive,0,,000060000072
WO-2060391,ASSET-00082,Preventive,0,,000060000072
WO-2060392,ASSET-00082,Preventive,0,,000060000072
WO-2060393,ASSET-00083,Preventive,0,,000060000073
WO-2060394,ASSET-00083,Emergency,452,762,000060000073
WO-2060395,ASSET-00083,Preventive,0,,000060000073
WO-2060396,ASSET-00083,Corrective,130,392,000060000073
WO-2060397,ASSET-00084,Corrective,240,1617,000060000074
WO-2060398,ASSET-00084,Corrective,117,1350,000060000074
WO-2060399,ASSET-00085,Preventive,0,,000060000075
WO-2060400,ASSET-00085,Preventive,0,,000060000075
WO-2060401,ASSET-00085,Emergency,215,1968,000060000075
WO-2060402,ASSET-00085,Preventive,0,,000060000075
WO-2060403,ASSET-00085,Preventive,0,,000060000075
WO-2060404,ASSET-00085,Corrective,206,823,000060000075
WO-2060405,ASSET-00085,Emergency,260,788,000060000075
WO-2060406,ASSET-00086,Preventive,0,,000060000076
WO-2060407,ASSET-00086,Corrective,175,569,000060000076
WO-2060408,ASSET-00086,Preventive,0,,000060000076
WO-2060409,ASSET-00086,Preventive,0,,000060000076
WO-2060410,ASSET-00087,Preventive,0,,000060000077
WO-2060411,ASSET-00087,Corrective,187,920,000060000077
WO-2060412,ASSET-00087,Corrective,185,984,000060000077
WO-2060413,ASSET-00088,Preventive,0,,
WO-2060414,ASSET-00088,Preventive,0,,
WO-2060415,ASSET-00088,Preventive,0,,
WO-2060416,ASSET-00088,Emergency,573,1921,
WO-2060417,ASSET-00088,Preventive,0,,
WO-2060418,ASSET-00089,Corrective,57,1223,000060000078
WO-2060419,ASSET-00089,Preventive,0,,000060000078
WO-2060420,ASSET-00089,Preventive,0,,000060000078
WO-2060421,ASSET-00089,Preventive,0,,000060000078
WO-2060422,ASSET-00089,Preventive,0,,000060000078
WO-2060423,ASSET-00089,Preventive,0,,000060000078
WO-2060424,ASSET-00089,Preventive,0,,000060000078
WO-2060425,ASSET-00089,Preventive,0,,000060000078
WO-2060426,ASSET-00089,Preventive,0,,000060000078
WO-2060427,ASSET-00089,Corrective,197,1144,000060000078
WO-2060428,ASSET-00089,Preventive,0,,000060000078
WO-2060429,ASSET-00090,Preventive,0,,000060000079
WO-2060430,ASSET-00090,Preventive,0,,000060000079
WO-2060431,ASSET-00090,Preventive,0,,000060000079
WO-2060432,ASSET-00090,Corrective,133,1783,000060000079
WO-2060433,ASSET-00090,Corrective,134,1902,000060000079
WO-2060434,ASSET-00091,Corrective,130,1512,000060000080
WO-2060435,ASSET-00091,Preventive,0,,000060000080
WO-2060436,ASSET-00091,Preventive,0,,000060000080
WO-2060437,ASSET-00091,Emergency,319,1252,000060000080
WO-2060438,ASSET-00091,Corrective,58,391,000060000080
WO-2060439,ASSET-00091,Preventive,0,,000060000080
WO-2060440,ASSET-00091,Preventive,0,,000060000080
WO-2060441,ASSET-00091,Emergency,383,622,000060000080
WO-2060442,ASSET-00092,Corrective,166,507,000060000081
WO-2060443,ASSET-00092,Preventive,0,,000060000081
WO-2060444,ASSET-00093,Corrective,202,1594,000060000082
WO-2060445,ASSET-00093,Preventive,0,,000060000082
WO-2060446,ASSET-00093,Corrective,189,438,000060000082
WO-2060447,ASSET-00093,Preventive,0,,000060000082
WO-2060448,ASSET-00094,Corrective,30,1517,000060000083
WO-2060449,ASSET-00094,Emergency,236,1553,000060000083
WO-2060450,ASSET-00094,Preventive,0,,000060000083
WO-2060451,ASSET-00094,Corrective,63,786,000060000083
WO-2060452,ASSET-00094,Emergency,89,718,000060000083
WO-2060453,ASSET-00095,Corrective,98,883,000060000084
WO-2060454,ASSET-00095,Preventive,0,,000060000084
WO-2060455,ASSET-00095,Corrective,130,446,000060000084
WO-2060456,ASSET-00095,Preventive,0,,000060000084
WO-2060457,ASSET-00096,Emergency,323,395,000060000085
WO-2060458,ASSET-00096,Corrective,100,1877,000060000085
WO-2060459,ASSET-00096,Preventive,0,,000060000085
WO-2060460,ASSET-00096,Preventive,0,,000060000085
WO-2060461,ASSET-00097,Corrective,211,1520,000060000086
WO-2060462,ASSET-00097,Preventive,0,,000060000086
WO-2060463,ASSET-00097,Corrective,68,1155,000060000086
WO-2060464,ASSET-00097,Corrective,141,545,000060000086
WO-2060465,ASSET-00097,Preventive,0,,000060000086
WO-2060466,ASSET-00098,Corrective,231,469,000060000087
WO-2060467,ASSET-00098,Corrective,123,1669,000060000087
WO-2060468,ASSET-00098,Emergency,479,1949,000060000087
WO-2060469,ASSET-00098,Preventive,0,,000060000087
WO-2060470,ASSET-00099,Preventive,0,,000060000088
WO-2060471,ASSET-00099,Preventive,0,,000060000088
WO-2060472,ASSET-00099,Preventive,0,,000060000088
WO-2060473,ASSET-00099,Preventive,0,,000060000088
WO-2060474,ASSET-00100,Corrective,122,1285,
WO-2060475,ASSET-00100,Preventive,0,,
WO-2060476,ASSET-00100,Preventive,0,,
WO-2060477,ASSET-00100,Emergency,429,1554,
WO-2060478,ASSET-00100,Preventive,0,,
WO-2060479,ASSET-00100,Corrective,90,1040,
WO-2060480,ASSET-00101,Corrective,193,1935,000060000090
WO-2060481,ASSET-00101,Preventive,0,,000060000090
WO-2060482,ASSET-00101,Preventive,0,,000060000090
WO-2060483,ASSET-00101,Preventive,0,,000060000090
WO-2060484,ASSET-00102,Preventive,0,,000060000091
WO-2060485,ASSET-00102,Corrective,196,1806,000060000091
WO-2060486,ASSET-00102,Corrective,192,869,000060000091
WO-2060487,ASSET-00102,Corrective,114,1433,000060000091
WO-2060488,ASSET-00102,Corrective,212,1039,000060000091
WO-2060489,ASSET-00102,Corrective,197,1021,000060000091
WO-2060490,ASSET-00102,Preventive,0,,000060000091
WO-2060491,ASSET-00102,Preventive,0,,000060000091
WO-2060492,ASSET-00103,Preventive,0,,000060000092
