WO_Number,Asset_ID,MaintenanceType,Failure_Reason,Downtime_Min,MTBF_Hrs,ERP_Asset_Ref
WO-2010124,ASSET-00023,Preventive,,0,,000010000024
WO-2010125,ASSET-00023,Corrective,SENSOR-FAULT,177,1963,000010000024
WO-2010126,ASSET-00023,Corrective,PNEUMATIC-LEAK,42,699,000010000024
WO-2010127,ASSET-00023,Corrective,MOTOR-BURNOUT,99,647,000010000024
WO-2010128,ASSET-00024,Emergency,BEARING-FAILURE,195,784,000010000025
WO-2010129,ASSET-00024,Preventive,,0,,000010000025
WO-2010130,ASSET-00024,Preventive,,0,,000010000025
WO-2010131,ASSET-00025,Emergency,HYDRAULIC-LEAK,343,912,000010000026
WO-2010132,ASSET-00025,Preventive,,0,,000010000026
WO-2010133,ASSET-00025,Preventive,,0,,000010000026
WO-2010134,ASSET-00025,Preventive,,0,,000010000026
WO-2010135,ASSET-00025,Preventive,,0,,000010000026
WO-2010136,ASSET-00025,Corrective,BEARING-FAILURE,119,618,000010000026
WO-2010137,ASSET-00026,Emergency,PNEUMATIC-LEAK,382,1740,
WO-2010138,ASSET-00026,Corrective,HYDRAULIC-LEAK,39,965,
WO-2010139,ASSET-00026,Preventive,,0,,
WO-2010140,ASSET-00026,Preventive,,0,,
WO-2010141,ASSET-00026,Corrective,SPINDLE-SEIZURE,221,441,
WO-2010142,ASSET-00026,Preventive,,0,,
WO-2010143,ASSET-00026,Corrective,MOTOR-BURNOUT,91,1655,
WO-2010144,ASSET-00026,Corrective,BEARING-FAILURE,168,1930,
WO-2010145,ASSET-00027,Preventive,,0,,000010000027
WO-2010146,ASSET-00027,Corrective,PNEUMATIC-LEAK,45,1927,000010000027
WO-2010147,ASSET-00027,Preventive,,0,,000010000027
WO-2010148,ASSET-00027,Preventive,,0,,000010000027
WO-2010149,ASSET-00027,Emergency,SENSOR-FAULT,327,1028,000010000027
WO-2010150,ASSET-00027,Preventive,,0,,000010000027
WO-2010151,ASSET-00028,Corrective,CALIBRATION-DRIFT,149,1011,000010000028
WO-2010152,ASSET-00028,Preventive,,0,,000010000028
WO-2010153,ASSET-00028,Preventive,,0,,000010000028
WO-2010154,ASSET-00028,Preventive,,0,,000010000028
WO-2010155,ASSET-00028,Corrective,DIE-WEAR,151,1493,000010000028
WO-2010156,ASSET-00028,Preventive,,0,,000010000028
WO-2010157,ASSET-00028,Preventive,,0,,000010000028
WO-2010158,ASSET-00028,Preventive,,0,,000010000028
WO-2010159,ASSET-00028,Preventive,,0,,000010000028
WO-2010160,ASSET-00029,Emergency,BELT-FAILURE,289,1365,000010000029
WO-2010161,ASSET-00029,Preventive,,0,,000010000029
WO-2010162,ASSET-00029,Emergency,DIE-WEAR,505,458,000010000029
WO-2010163,ASSET-00029,Corrective,MOTOR-BURNOUT,209,1648,000010000029
WO-2010164,ASSET-00029,Preventive,,0,,000010000029
WO-2010165,ASSET-00030,Preventive,,0,,000010000030
WO-2010166,ASSET-00030,Corrective,CONTROLLER-FAULT,125,423,000010000030
WO-2010167,ASSET-00030,Preventive,,0,,000010000030
WO-2010168,ASSET-00031,Preventive,,0,,000010000031
WO-2010169,ASSET-00031,Corrective,MOTOR-BURNOUT,36,858,000010000031
WO-2010170,ASSET-00031,Preventive,,0,,000010000031
WO-2010171,ASSET-00031,Preventive,,0,,000010000031
WO-2010172,ASSET-00032,Preventive,,0,,000010000032
WO-2010173,ASSET-00032,Preventive,,0,,000010000032
WO-2010174,ASSET-00032,Preventive,,0,,000010000032
WO-2010175,ASSET-00032,Preventive,,0,,000010000032
WO-2010176,ASSET-00032,Preventive,,0,,000010000032
WO-2010177,ASSET-00032,Preventive,,0,,000010000032
WO-2010178,ASSET-00032,Preventive,,0,,000010000032
WO-2010179,ASSET-00033,Preventive,,0,,000010000033
WO-2010180,ASSET-00033,Preventive,,0,,000010000033
WO-2010181,ASSET-00033,Preventive,,0,,000010000033
WO-2010182,ASSET-00033,Preventive,,0,,000010000033
WO-2010183,ASSET-00033,Preventive,,0,,000010000033
WO-2010184,ASSET-00034,Corrective,SPINDLE-SEIZURE,134,953,000010000034
WO-2010185,ASSET-00034,Corrective,SENSOR-FAULT,202,850,000010000034
WO-2010186,ASSET-00034,Emergency,SPINDLE-SEIZURE,221,615,000010000034
WO-2010187,ASSET-00034,Preventive,,0,,000010000034
WO-2010188,ASSET-00034,Corrective,DIE-WEAR,191,1843,000010000034
WO-2010189,ASSET-00034,Preventive,,0,,000010000034
WO-2010190,ASSET-00035,Preventive,,0,,000010000035
WO-2010191,ASSET-00035,Preventive,,0,,000010000035
WO-2010192,ASSET-00035,Preventive,,0,,000010000035
WO-2010193,ASSET-00035,Preventive,,0,,000010000035
WO-2010194,ASSET-00035,Emergency,CALIBRATION-DRIFT,196,598,000010000035
WO-2010195,ASSET-00036,Corrective,SENSOR-FAULT,190,698,000010000036
WO-2010196,ASSET-00036,Corrective,MOTOR-BURNOUT,87,1746,000010000036
WO-2010197,ASSET-00036,Preventive,,0,,000010000036
WO-2010198,ASSET-00036,Preventive,,0,,000010000036
WO-2010199,ASSET-00036,Preventive,,0,,000010000036
WO-2010200,ASSET-00036,Emergency,DIE-WEAR,86,723,000010000036
WO-2010201,ASSET-00036,Corrective,SENSOR-FAULT,131,1778,000010000036
WO-2010202,ASSET-00036,Corrective,BELT-FAILURE,194,1074,000010000036
WO-2010203,ASSET-00036,Preventive,,0,,000010000036
WO-2010204,ASSET-00037,Preventive,,0,,000010000037
WO-2010205,ASSET-00037,Corrective,CALIBRATION-DRIFT,168,1721,000010000037
WO-2010206,ASSET-00038,Preventive,,0,,000010000038
WO-2010207,ASSET-00038,Preventive,,0,,000010000038
WO-2010208,ASSET-00038,Corrective,CONTROLLER-FAULT,102,736,000010000038
WO-2010209,ASSET-00038,Preventive,,0,,000010000038
WO-2010210,ASSET-00038,Emergency,SPINDLE-SEIZURE,119,1465,000010000038
WO-2010211,ASSET-00038,Emergency,SENSOR-FAULT,447,576,000010000038
WO-2010212,ASSET-00038,Preventive,,0,,000010000038
WO-2010213,ASSET-00038,Preventive,,0,,000010000038
WO-2010214,ASSET-00038,Preventive,,0,,000010000038
WO-2010215,ASSET-00039,Corrective,PNEUMATIC-LEAK,113,692,000010000039
WO-2010216,ASSET-00039,Corrective,BEARING-FAILURE,63,1853,000010000039
WO-2010217,ASSET-00039,Preventive,,0,,000010000039
WO-2010218,ASSET-00039,Preventive,,0,,000010000039
WO-2010219,ASSET-00039,Preventive,,0,,000010000039
WO-2010220,ASSET-00039,Corrective,CALIBRATION-DRIFT,178,1985,000010000039
WO-2010221,ASSET-00040,Corrective,CALIBRATION-DRIFT,128,1012,000010000040
WO-2010222,ASSET-00040,Preventive,,0,,000010000040
WO-2010223,ASSET-00041,Corrective,PNEUMATIC-LEAK,171,736,000010000041
WO-2010224,ASSET-00041,Emergency,BEARING-FAILURE,517,562,000010000041
WO-2010225,ASSET-00041,Preventive,,0,,000010000041
WO-2010226,ASSET-00041,Preventive,,0,,000010000041
WO-2010227,ASSET-00042,Preventive,,0,,000010000042
WO-2010228,ASSET-00042,Corrective,SPINDLE-SEIZURE,153,748,000010000042
WO-2010229,ASSET-00042,Corrective,SPINDLE-SEIZURE,75,1794,000010000042
WO-2010230,ASSET-00042,Corrective,CONTROLLER-FAULT,52,1783,000010000042
WO-2010231,ASSET-00042,Corrective,SENSOR-FAULT,132,522,000010000042
WO-2010232,ASSET-00042,Preventive,,0,,000010000042
WO-2010233,ASSET-00042,Preventive,,0,,000010000042
WO-2010234,ASSET-00042,Corrective,BEARING-FAILURE,196,1709,000010000042
WO-2010235,ASSET-00043,Preventive,,0,,000010000043
WO-2010236,ASSET-00043,Preventive,,0,,000010000043
WO-2010237,ASSET-00043,Emergency,PNEUMATIC-LEAK,290,1825,000010000043
WO-2010238,ASSET-00043,Corrective,HYDRAULIC-LEAK,52,1152,000010000043
WO-2010239,ASSET-00043,Corrective,CONTROLLER-FAULT,120,1080,000010000043
WO-2010240,ASSET-00043,Emergency,PNEUMATIC-LEAK,518,435,000010000043
WO-2010241,ASSET-00044,Corrective,BEARING-FAILURE,145,769,000010000044
WO-2010242,ASSET-00044,Preventive,,0,,000010000044
WO-2010243,ASSET-00044,Corrective,BEARING-FAILURE,128,1033,000010000044
WO-2010244,ASSET-00044,Preventive,,0,,000010000044
WO-2010245,ASSET-00044,Preventive,,0,,000010000044
WO-2010246,ASSET-00044,Preventive,,0,,000010000044
WO-2010247,ASSET-00045,Preventive,,0,,000010000045
WO-2010248,ASSET-00045,Preventive,,0,,000010000045
WO-2010249,ASSET-00045,Emergency,PNEUMATIC-LEAK,589,1872,000010000045
WO-2010250,ASSET-00045,Corrective,SENSOR-FAULT,77,1095,000010000045
WO-2010251,ASSET-00045,Emergency,DIE-WEAR,147,424,000010000045
WO-2010252,ASSET-00045,Preventive,,0,,000010000045
WO-2010253,ASSET-00045,Preventive,,0,,000010000045
WO-2010254,ASSET-00046,Preventive,,0,,000010000046
WO-2010255,ASSET-00046,Preventive,,0,,000010000046
WO-2010256,ASSET-00046,Corrective,CONTROLLER-FAULT,177,329,000010000046
WO-2010257,ASSET-00046,Preventive,,0,,000010000046
WO-2010258,ASSET-00047,Preventive,,0,,000010000047
WO-2010259,ASSET-00047,Preventive,,0,,000010000047
WO-2010260,ASSET-00048,Preventive,,0,,000010000048
WO-2010261,ASSET-00048,Preventive,,0,,000010000048
WO-2010262,ASSET-00049,Emergency,DIE-WEAR,321,460,000010000049
WO-2010263,ASSET-00049,Preventive,,0,,000010000049
WO-2010264,ASSET-00049,Preventive,,0,,000010000049
WO-2010265,ASSET-00049,Preventive,,0,,000010000049
WO-2010266,ASSET-00050,Corrective,CALIBRATION-DRIFT,92,1025,000010000050
WO-2010267,ASSET-00050,Emergency,HYDRAULIC-LEAK,324,1869,000010000050
WO-2010268,ASSET-00050,Preventive,,0,,000010000050
WO-2010269,ASSET-00050,Emergency,BEARING-FAILURE,248,1375,000010000050
WO-2010270,ASSET-00050,Corrective,BELT-FAILURE,178,1080,000010000050
WO-2010271,ASSET-00050,Preventive,,0,,000010000050
WO-2010272,ASSET-00050,Preventive,,0,,000010000050
WO-2010273,ASSET-00050,Preventive,,0,,000010000050
WO-2010274,ASSET-00051,Preventive,,0,,000010000051
WO-2010275,ASSET-00051,Emergency,HYDRAULIC-LEAK,436,1841,000010000051
WO-2010276,ASSET-00051,Emergency,CALIBRATION-DRIFT,498,1288,000010000051
WO-2010277,ASSET-00051,Corrective,CONTROLLER-FAULT,212,1479,000010000051
WO-2010278,ASSET-00051,Corrective,SENSOR-FAULT,189,452,000010000051
WO-2010279,ASSET-00051,Corrective,MOTOR-BURNOUT,210,710,000010000051
WO-2010280,ASSET-00052,Corrective,SPINDLE-SEIZURE,227,1999,000010000052
WO-2010281,ASSET-00052,Emergency,CONTROLLER-FAULT,514,1918,000010000052
WO-2010282,ASSET-00052,Preventive,,0,,000010000052
WO-2010283,ASSET-00052,Preventive,,0,,000010000052
WO-2010284,ASSET-00053,Emergency,CALIBRATION-DRIFT,120,363,000010000053
WO-2010285,ASSET-00053,Emergency,DIE-WEAR,332,374,000010000053
WO-2010286,ASSET-00053,Corrective,CALIBRATION-DRIFT,97,754,000010000053
WO-2010287,ASSET-00053,Corrective,PNEUMATIC-LEAK,159,1846,000010000053
WO-2010288,ASSET-00053,Preventive,,0,,000010000053
WO-2010289,ASSET-00053,Preventive,,0,,000010000053
WO-2010290,ASSET-00055,Preventive,,0,,000010000055
WO-2010291,ASSET-00055,Corrective,MOTOR-BURNOUT,173,388,000010000055
WO-2010292,ASSET-00055,Corrective,SPINDLE-SEIZURE,155,1033,000010000055
WO-2010293,ASSET-00055,Preventive,,0,,000010000055
WO-2010294,ASSET-00055,Corrective,DIE-WEAR,199,782,000010000055
WO-2010295,ASSET-00055,Corrective,HYDRAULIC-LEAK,227,1745,000010000055
WO-2010296,ASSET-00056,Emergency,HYDRAULIC-LEAK,515,863,000010000056
WO-2010297,ASSET-00056,Preventive,,0,,000010000056
WO-2010298,ASSET-00056,Preventive,,0,,000010000056
WO-2010299,ASSET-00056,Corrective,DIE-WEAR,158,1565,000010000056
WO-2010300,ASSET-00056,Preventive,,0,,000010000056
WO-2010301,ASSET-00057,Preventive,,0,,000010000057
WO-2010302,ASSET-00057,Corrective,DIE-WEAR,40,851,000010000057
WO-2010303,ASSET-00058,Preventive,,0,,000010000058
WO-2010304,ASSET-00058,Corrective,CONTROLLER-FAULT,111,609,000010000058
WO-2010305,ASSET-00058,Preventive,,0,,000010000058
WO-2010306,ASSET-00058,Preventive,,0,,000010000058
WO-2010307,ASSET-00058,Corrective,SPINDLE-SEIZURE,133,1249,000010000058
WO-2010308,ASSET-00058,Preventive,,0,,000010000058
WO-2010309,ASSET-00058,Preventive,,0,,000010000058
WO-2010310,ASSET-00058,Corrective,PNEUMATIC-LEAK,234,1617,000010000058
WO-2010311,ASSET-00059,Emergency,MOTOR-BURNOUT,214,992,000010000059
WO-2010312,ASSET-00059,Corrective,MOTOR-BURNOUT,205,249,000010000059
WO-2010313,ASSET-00059,Corrective,PNEUMATIC-LEAK,113,896,000010000059
WO-2010314,ASSET-00059,Emergency,MOTOR-BURNOUT,365,1898,000010000059
WO-2010315,ASSET-00059,Preventive,,0,,000010000059
WO-2010316,ASSET-00060,Corrective,DIE-WEAR,120,1463,000010000060
WO-2010317,ASSET-00060,Preventive,,0,,000010000060
WO-2010318,ASSET-00060,Preventive,,0,,000010000060
WO-2010319,ASSET-00060,Preventive,,0,,000010000060
WO-2010320,ASSET-00061,Preventive,,0,,000010000061
WO-2010321,ASSET-00061,Emergency,DIE-WEAR,529,1504,000010000061
WO-2010322,ASSET-00061,Preventive,,0,,000010000061
WO-2010323,ASSET-00061,Preventive,,0,,000010000061
WO-2010324,ASSET-00061,Preventive,,0,,000010000061
WO-2010325,ASSET-00061,Emergency,DIE-WEAR,438,352,000010000061
WO-2010326,ASSET-00061,Preventive,,0,,000010000061
WO-2010327,ASSET-00061,Corrective,CALIBRATION-DRIFT,54,729,000010000061
WO-2010328,ASSET-00062,Emergency,DIE-WEAR,428,1147,000010000062
WO-2010329,ASSET-00062,Corrective,BELT-FAILURE,129,947,000010000062
WO-2010330,ASSET-00062,Corrective,CONTROLLER-FAULT,42,415,000010000062
WO-2010331,ASSET-00062,Emergency,SPINDLE-SEIZURE,445,859,000010000062
WO-2010332,ASSET-00062,Preventive,,0,,000010000062
WO-2010333,ASSET-00062,Corrective,PNEUMATIC-LEAK,207,1971,000010000062
WO-2010334,ASSET-00063,Preventive,,0,,000010000063
WO-2010335,ASSET-00063,Corrective,SPINDLE-SEIZURE,37,340,000010000063
WO-2010336,ASSET-00063,Preventive,,0,,000010000063
WO-2010337,ASSET-00064,Emergency,HYDRAULIC-LEAK,506,587,000010000064
WO-2010338,ASSET-00064,Preventive,,0,,000010000064
WO-2010339,ASSET-00064,Corrective,BEARING-FAILURE,188,906,000010000064
WO-2010340,ASSET-00064,Emergency,SENSOR-FAULT,129,1394,000010000064
WO-2010341,ASSET-00065,Preventive,,0,,000010000065
WO-2010342,ASSET-00065,Preventive,,0,,000010000065
WO-2010343,ASSET-00065,Corrective,PNEUMATIC-LEAK,180,981,000010000065
WO-2010344,ASSET-00065,Preventive,,0,,000010000065
WO-2010345,ASSET-00065,Preventive,,0,,000010000065
WO-2010346,ASSET-00065,Emergency,BEARING-FAILURE,538,1962,000010000065
WO-2010347,ASSET-00066,Corrective,CONTROLLER-FAULT,111,1993,000010000066
WO-2010348,ASSET-00066,Preventive,,0,,000010000066
WO-2010349,ASSET-00066,Preventive,,0,,000010000066
WO-2010350,ASSET-00067,Preventive,,0,,000010000067
WO-2010351,ASSET-00067,Preventive,,0,,000010000067
WO-2010352,ASSET-00067,Preventive,,0,,000010000067
WO-2010353,ASSET-00067,Corrective,BELT-FAILURE,126,392,000010000067
WO-2010354,ASSET-00067,Preventive,,0,,000010000067
WO-2010355,ASSET-00067,Corrective,BEARING-FAILURE,231,1337,000010000067
WO-2010356,ASSET-00067,Corrective,CONTROLLER-FAULT,40,221,000010000067
WO-2010357,ASSET-00067,Preventive,,0,,000010000067
WO-2010358,ASSET-00068,Corrective,CALIBRATION-DRIFT,137,1623,000010000068
WO-2010359,ASSET-00068,Preventive,,0,,000010000068
WO-2010360,ASSET-00068,Preventive,,0,,000010000068
WO-2010361,ASSET-00068,Emergency,PNEUMATIC-LEAK,510,1551,000010000068
WO-2010362,ASSET-00068,Preventive,,0,,000010000068
WO-2010363,ASSET-00068,Corrective,MOTOR-BURNOUT,48,800,000010000068
WO-2010364,ASSET-00069,Corrective,PNEUMATIC-LEAK,99,404,
WO-2010365,ASSET-00069,Preventive,,0,,
WO-2010366,ASSET-00069,Corrective,DIE-WEAR,233,1691,
WO-2010367,ASSET-00069,Preventive,,0,,
WO-2010368,ASSET-00069,Corrective,MOTOR-BURNOUT,63,839,
WO-2010369,ASSET-00070,Corrective,PNEUMATIC-LEAK,168,425,000010000069
WO-2010370,ASSET-00070,Preventive,,0,,000010000069
WO-2010371,ASSET-00070,Corrective,CALIBRATION-DRIFT,184,289,000010000069
WO-2010372,ASSET-00070,Corrective,MOTOR-BURNOUT,63,471,000010000069
WO-2010373,ASSET-00070,Corrective,SPINDLE-SEIZURE,101,1128,000010000069
WO-2010374,ASSET-00071,Preventive,,0,,
WO-2010375,ASSET-00071,Preventive,,0,,
WO-2010376,ASSET-00071,Preventive,,0,,
WO-2010377,ASSET-00071,Preventive,,0,,
WO-2010378,ASSET-00072,Emergency,SENSOR-FAULT,527,709,000010000070
WO-2010379,ASSET-00072,Preventive,,0,,000010000070
WO-2010380,ASSET-00072,Corrective,PNEUMATIC-LEAK,32,677,000010000070
WO-2010381,ASSET-00072,Preventive,,0,,000010000070
WO-2010382,ASSET-00072,Preventive,,0,,000010000070
WO-2010383,ASSET-00073,Preventive,,0,,000010000071
WO-2010384,ASSET-00073,Corrective,CALIBRATION-DRIFT,65,1063,000010000071
WO-2010385,ASSET-00073,Preventive,,0,,000010000071
WO-2010386,ASSET-00073,Preventive,,0,,000010000071
WO-2010387,ASSET-00073,Corrective,HYDRAULIC-LEAK,227,1986,000010000071
WO-2010388,ASSET-00073,Preventive,,0,,000010000071
WO-2010389,ASSET-00073,Preventive,,0,,000010000071
WO-2010390,ASSET-00074,Corrective,SPINDLE-SEIZURE,140,585,000010000072
WO-2010391,ASSET-00074,Corrective,HYDRAULIC-LEAK,194,438,000010000072
WO-2010392,ASSET-00074,Preventive,,0,,000010000072
WO-2010393,ASSET-00074,Corrective,DIE-WEAR,124,1279,000010000072
WO-2010394,ASSET-00074,Emergency,CONTROLLER-FAULT,339,1590,000010000072
WO-2010395,ASSET-00075,Corrective,BEARING-FAILURE,116,977,000010000073
WO-2010396,ASSET-00075,Preventive,,0,,000010000073
WO-2010397,ASSET-00075,Corrective,SPINDLE-SEIZURE,111,1379,000010000073
WO-2010398,ASSET-00075,Preventive,,0,,000010000073
WO-2010399,ASSET-00075,Preventive,,0,,000010000073
WO-2010400,ASSET-00075,Emergency,BEARING-FAILURE,573,1088,000010000073
