QualityRecordID,Part_No,Defect_Type,Station_Ref,DispositionCode,PPM,EightD_Stage
NCR-DE-00027,MER-FENDERS-0008,DIM-GAP-FLUSH,EN-S03,Use-As-Is,293,Closed
NCR-DE-00028,MER-FUEL-PUMP-0037,ASSY-WRONG-PART,EN-S03,Rework,145,Closed
NCR-DE-00029,MER-PISTONS-0030,WELD-UNDERCUT,EN-S03,Scrap,366,Closed
NCR-DE-00030,MER-CENTER-CONSOLE-0018,ELEC-SHORT-CIRCUIT,EN-S04,Rework,383,Closed
NCR-DE-00031,MER-STEERING-SYSTEM-0013,WELD-MISALIGN,EN-S03,Rework,453,Closed
NCR-DE-00032,MER-FUEL-PUMP-0037,ELEC-CONNECTOR-MISMATE,EN-S01,Rework,300,Open-D1
NCR-DE-00033,MER-SEATS-0016,ASSY-WRONG-PART,EN-S04,Rework,409,Closed
NCR-DE-00034,MER-HEADLINER-0020,DIM-OUT-OF-TOLERANCE,EN-S03,Rework,28,Closed
NCR-DE-00035,MER-GEAR-SET-0034,DIM-GAP-FLUSH,EN-S01,Rework,275,Closed
NCR-DE-00036,MER-STEERING-SYSTEM-0013,WELD-MISALIGN,EN-S01,Scrap,216,Closed
NCR-DE-00037,MER-FUEL-TANK-0036,DIM-GAP-FLUSH,EN-S03,Rework,52,Open-D4
NCR-DE-00038,MER-BODY-SHELL-0003,ASSY-WRONG-PART,EN-S03,Rework,388,Open-D4
NCR-DE-00039,MER-SEATS-0016,DIM-GAP-FLUSH,EN-S03,Use-As-Is,224,Closed
NCR-DE-00040,MER-FUEL-PUMP-0037,PAINT-BLISTER,EN-S04,Scrap,140,Closed
NCR-DE-00041,MER-FENDERS-0008,PAINT-RUNS,EN-S01,Use-As-Is,280,Open-D4
NCR-DE-00042,MER-SEATS-0016,PAINT-ORANGE-PEEL,EN-S01,Rework,216,Closed
NCR-DE-00043,MER-GEARBOX-HOUSING-0032,ELEC-CONNECTOR-MISMATE,EN-S04,Use-As-Is,97,Closed
NCR-DE-00044,MER-EXHAUST-PIPE-0042,DIM-OUT-OF-TOLERANCE,EN-S01,Use-As-Is,211,Closed
NCR-DE-00045,MER-GEAR-SET-0034,DIM-OUT-OF-TOLERANCE,EN-S04,Scrap,108,Closed
NCR-DE-00046,MER-FUEL-INJECTOR-0038,WELD-MISALIGN,EN-S01,Scrap,86,Closed
NCR-DE-00047,MER-LIGHTING-SYSTEM-0024,ASSY-WRONG-PART,EN-S04,Rework,64,Open-D6
NCR-DE-00048,MER-DOOR-PANELS-0019,PAINT-RUNS,EN-S02,Scrap,180,Open-D5
NCR-DE-00049,MER-BUMPER-REAR-0007,ELEC-CONNECTOR-MISMATE,EN-S03,Rework,58,Closed
NCR-DE-00050,MER-CLUTCH-ASSEMBLY-0033,ASSY-WRONG-PART,EN-S02,Scrap,275,Open-D5
NCR-DE-00051,MER-BUMPER-FRONT-0006,ASSY-MISSING-FASTENER,EN-S04,Rework,43,Closed
NCR-DE-00052,MER-CENTER-CONSOLE-0018,ASSY-WRONG-PART,EN-S01,Scrap,419,Open-D5
NCR-DE-00053,MER-DOORS-0004,ASSY-WRONG-PART,EN-S03,Rework,172,Closed
NCR-DE-00054,MER-CLUTCH-ASSEMBLY-0033,SEAL-LEAK,EN-S03,Scrap,426,Closed
NCR-DE-00055,MER-HEADLINER-0020,ASSY-CROSS-THREAD,EN-S01,Rework,246,Closed
NCR-DE-00056,MER-DASHBOARD-0017,ASSY-CROSS-THREAD,EN-S02,Rework,490,Closed
NCR-DE-00057,MER-HEADLINER-0020,ASSY-WRONG-PART,EN-S02,Scrap,125,Open-D3
NCR-DE-00058,MER-DASHBOARD-0017,WELD-UNDERCUT,EN-S03,Rework,385,Closed
NCR-DE-00059,MER-EXHAUST-PIPE-0042,ASSY-WRONG-PART,EN-S03,Scrap,123,Closed
NCR-DE-00060,MER-WIRING-HARNESS-0022,ELEC-OPEN-CIRCUIT,EN-S01,Use-As-Is,128,Closed
NCR-DE-00061,MER-CYLINDER-HEAD-0028,ASSY-WRONG-PART,EN-S01,Rework,176,Closed
NCR-DE-00062,MER-DOORS-0004,DIM-OUT-OF-TOLERANCE,EN-S03,Scrap,498,Closed
NCR-DE-00063,MER-CRANKSHAFT-0029,ASSY-CROSS-THREAD,EN-S02,Use-As-Is,184,Closed
NCR-DE-00064,MER-HOOD-0005,DIM-OUT-OF-TOLERANCE,EN-S03,Use-As-Is,350,Closed
NCR-DE-00065,MER-BUMPER-FRONT-0006,DIM-GAP-FLUSH,EN-S02,Scrap,465,Closed
NCR-DE-00066,MER-CLUTCH-ASSEMBLY-0033,ELEC-OPEN-CIRCUIT,EN-S02,Rework,91,Open-D5
NCR-DE-00067,MER-VEH-COMPACT-0001,WELD-MISALIGN,EN-S04,Rework,75,Open-D1
NCR-DE-00068,MER-DASHBOARD-0017,WELD-POROSITY,EN-S04,Rework,99,Closed
NCR-DE-00069,MER-LOW-VOLTAGE-BATT-0023,SURFACE-SCRATCH,EN-S02,Scrap,454,Open-D7
NCR-DE-00070,MER-CRANKSHAFT-0029,MATERIAL-CONTAMINATION,EN-S02,Scrap,157,Closed
NCR-DE-00071,MER-REAR-SUSPENSION-0011,MATERIAL-CONTAMINATION,EN-S02,Scrap,52,Closed
NCR-DE-00072,MER-FUEL-INJECTOR-0038,SEAL-LEAK,EN-S01,Scrap,427,Open-D5
NCR-DE-00073,MER-CYLINDER-BLOCK-0027,ELEC-OPEN-CIRCUIT,EN-S01,Rework,137,Open-D3
NCR-DE-00074,MER-DOOR-PANELS-0019,ELEC-SHORT-CIRCUIT,EN-S04,Use-As-Is,253,Open-D3
NCR-DE-00075,MER-WHEELS-0014,PAINT-RUNS,EN-S02,Rework,364,Open-D1
NCR-DE-00076,MER-FRONT-SUSPENSION-0010,ASSY-WRONG-PART,EN-S03,Rework,324,Open-D3
NCR-DE-00077,MER-FUEL-INJECTOR-0038,DIM-OUT-OF-TOLERANCE,EN-S01,Scrap,404,Closed
NCR-DE-00078,MER-FUEL-PUMP-0037,MATERIAL-CONTAMINATION,EN-S04,Scrap,468,Open-D5
NCR-DE-00079,MER-HEADLINER-0020,WELD-UNDERCUT,EN-S02,Rework,338,Closed
NCR-DE-00080,MER-REAR-SUSPENSION-0011,ASSY-WRONG-PART,EN-S02,Use-As-Is,190,Closed
NCR-DE-00081,MER-CATALYTIC-CONVER-0040,SEAL-LEAK,EN-S02,Scrap,349,Closed
NCR-DE-00082,MER-SEATS-0016,DIM-GAP-FLUSH,EN-S02,Rework,384,Open-D6
NCR-DE-00083,MER-WHEELS-0014,WELD-MISALIGN,EN-S01,Rework,291,Closed
NCR-DE-00084,MER-GEAR-SET-0034,WELD-POROSITY,EN-S02,Rework,363,Closed
NCR-DE-00085,MER-DOOR-PANELS-0019,PAINT-ORANGE-PEEL,EN-S01,Rework,348,Closed
NCR-DE-00086,MER-HEADLINER-0020,MATERIAL-CONTAMINATION,EN-S01,Rework,44,Closed
NCR-DE-00087,MER-LOW-VOLTAGE-BATT-0023,ELEC-OPEN-CIRCUIT,EN-S03,Scrap,32,Closed
NCR-DE-00088,MER-STEERING-SYSTEM-0013,PAINT-BLISTER,EN-S01,Use-As-Is,220,Closed
NCR-DE-00089,MER-CYLINDER-HEAD-0028,WELD-MISALIGN,EN-S02,Scrap,462,Closed
NCR-DE-00090,MER-MUFFLER-0041,ELEC-CONNECTOR-MISMATE,EN-S04,Scrap,196,Closed
NCR-DE-00091,MER-FUEL-TANK-0036,ELEC-OPEN-CIRCUIT,EN-S04,Rework,74,Open-D5
NCR-DE-00092,MER-CATALYTIC-CONVER-0040,DIM-OUT-OF-TOLERANCE,EN-S02,Rework,74,Closed
NCR-DE-00093,MER-HOOD-0005,WELD-UNDERCUT,EN-S02,Rework,214,Closed
NCR-DE-00094,MER-CRANKSHAFT-0029,ASSY-WRONG-PART,EN-S04,Rework,294,Open-D4
NCR-DE-00095,MER-FENDERS-0008,ASSY-MISSING-FASTENER,EN-S02,Scrap,178,Closed
NCR-DE-00096,MER-CATALYTIC-CONVER-0040,ELEC-OPEN-CIRCUIT,EN-S02,Scrap,367,Open-D8
NCR-DE-00097,MER-GEARBOX-HOUSING-0032,PAINT-ORANGE-PEEL,EN-S04,Scrap,222,Closed
NCR-DE-00098,MER-BRAKE-SYSTEM-0012,DIM-OUT-OF-TOLERANCE,EN-S02,Rework,333,Closed
NCR-DE-00099,MER-BUMPER-FRONT-0006,WELD-POROSITY,EN-S01,Scrap,218,Closed
NCR-DE-00100,MER-HEADLINER-0020,ELEC-CONNECTOR-MISMATE,EN-S04,Rework,108,Closed
NCR-DE-00101,MER-FENDERS-0008,ELEC-CONNECTOR-MISMATE,EN-S03,Rework,118,Open-D2
NCR-DE-00102,MER-WHEELS-0014,ASSY-WRONG-PART,EN-S02,Use-As-Is,108,Closed
NCR-DE-00103,MER-BRAKE-SYSTEM-0012,ASSY-WRONG-PART,EN-S04,Use-As-Is,287,Closed
NCR-DE-00104,MER-FUEL-INJECTOR-0038,WELD-MISALIGN,EN-S02,Rework,479,Open-D6
NCR-DE-00105,MER-LOW-VOLTAGE-BATT-0023,ASSY-CROSS-THREAD,EN-S02,Scrap,177,Closed
NCR-DE-00106,MER-SEATS-0016,DIM-GAP-FLUSH,EN-S03,Scrap,489,Open-D2
NCR-DE-00107,MER-DOORS-0004,ELEC-OPEN-CIRCUIT,EN-S02,Scrap,495,Closed
NCR-DE-00108,MER-EXHAUST-PIPE-0042,ELEC-OPEN-CIRCUIT,EN-S02,Rework,179,Open-D1
NCR-DE-00109,MER-DOORS-0004,PAINT-RUNS,EN-S01,Scrap,314,Open-D8
NCR-DE-00110,MER-FUEL-PUMP-0037,ELEC-SHORT-CIRCUIT,EN-S01,Rework,229,Closed
NCR-DE-00111,MER-CYLINDER-HEAD-0028,ELEC-SHORT-CIRCUIT,EN-S02,Scrap,209,Closed
NCR-DE-00112,MER-WHEELS-0014,PAINT-BLISTER,EN-S01,Rework,245,Open-D3
NCR-DE-00113,MER-BUMPER-FRONT-0006,ELEC-SHORT-CIRCUIT,EN-S01,Rework,113,Closed
NCR-DE-00114,MER-BRAKE-SYSTEM-0012,SEAL-LEAK,EN-S03,Scrap,472,Closed
NCR-DE-00115,MER-WIRING-HARNESS-0022,DIM-OUT-OF-TOLERANCE,EN-S02,Rework,228,Closed
NCR-DE-00116,MER-DASHBOARD-0017,DIM-OUT-OF-TOLERANCE,EN-S01,Rework,262,Open-D5
NCR-DE-00117,MER-CRANKSHAFT-0029,DIM-GAP-FLUSH,EN-S02,Rework,215,Closed
NCR-DE-00118,MER-CATALYTIC-CONVER-0040,ASSY-CROSS-THREAD,EN-S02,Scrap,449,Closed
NCR-DE-00119,MER-WHEELS-0014,MATERIAL-CONTAMINATION,EN-S03,Rework,307,Closed
NCR-DE-00120,MER-FENDERS-0008,PAINT-RUNS,EN-S02,Rework,164,Closed
NCR-DE-00121,MER-LOW-VOLTAGE-BATT-0023,ASSY-WRONG-PART,EN-S01,Rework,494,Closed
NCR-DE-00122,MER-STEERING-SYSTEM-0013,ELEC-CONNECTOR-MISMATE,EN-S01,Rework,204,Closed
NCR-DE-00123,MER-LIGHTING-SYSTEM-0024,ASSY-CROSS-THREAD,EN-S03,Rework,164,Open-D1
NCR-DE-00124,MER-FUEL-PUMP-0037,MATERIAL-CONTAMINATION,EN-S02,Rework,444,Closed
NCR-DE-00125,MER-LOW-VOLTAGE-BATT-0023,ELEC-CONNECTOR-MISMATE,EN-S01,Rework,138,Closed
NCR-DE-00126,MER-HOOD-0005,PAINT-ORANGE-PEEL,EN-S02,Rework,206,Closed
NCR-DE-00127,MER-EXHAUST-PIPE-0042,ELEC-SHORT-CIRCUIT,EN-S04,Rework,338,Closed
NCR-DE-00128,MER-LIGHTING-SYSTEM-0024,WELD-UNDERCUT,EN-S03,Rework,376,Open-D4
NCR-DE-00129,MER-BUMPER-REAR-0007,SEAL-LEAK,EN-S04,Use-As-Is,58,Closed
NCR-DE-00130,MER-CATALYTIC-CONVER-0040,WELD-POROSITY,EN-S02,Use-As-Is,106,Closed
NCR-DE-00131,MER-CENTER-CONSOLE-0018,MATERIAL-CONTAMINATION,EN-S01,Rework,274,Closed
NCR-DE-00132,MER-CYLINDER-HEAD-0028,WELD-POROSITY,EN-S04,Use-As-Is,325,Open-D3
NCR-DE-00133,MER-CYLINDER-HEAD-0028,WELD-MISALIGN,EN-S01,Rework,266,Open-D1
NCR-DE-00134,MER-FENDERS-0008,PAINT-BLISTER,EN-S03,Rework,440,Open-D6
NCR-DE-00135,MER-HOOD-0005,WELD-MISALIGN,EN-S02,Scrap,318,Closed
