CharacteristicID,StationID,MeasuredValue,USL,LSL,Cpk
K1023,S03,53.455,57.544,49.385,1.67
K1023,S03,52.9,57.544,49.385,1.67
K1023,S03,52.791,57.544,49.385,1.67
K1023,S03,55.11,57.544,49.385,1.67
K1024,S03,13.181,16.064,8.347,1.29
K1024,S03,13.364,16.064,8.347,1.29
K1024,S03,11.793,16.064,8.347,1.29
K1024,S03,14.263,16.064,8.347,1.29
K1024,S03,11.245,16.064,8.347,1.29
K1025,S04,158.654,160.975,155.85,1.6
K1025,S04,158.011,160.975,155.85,1.6
K1025,S04,158.091,160.975,155.85,1.6
K1025,S04,159.271,160.975,155.85,1.6
K1025,S04,157.788,160.975,155.85,1.6
K1026,S04,43.39,47.751,40.933,0.85
K1026,S04,43.435,47.751,40.933,0.85
K1026,S04,44.704,47.751,40.933,0.85
K1027,S01,29.593,31.334,27.247,2.13
K1027,S01,29.331,31.334,27.247,2.13
K1027,S01,29.054,31.334,27.247,2.13
K1028,S02,74.824,75.804,73.809,1.84
K1028,S02,74.625,75.804,73.809,1.84
K1028,S02,74.73,75.804,73.809,1.84
K1028,S02,75.174,75.804,73.809,1.84
K1029,S02,102.197,104.888,98.357,1.39
K1029,S02,100.913,104.888,98.357,1.39
K1030,S01,199.115,201.701,193.095,1.43
K1030,S01,199.085,201.701,193.095,1.43
K1030,S01,198.966,201.701,193.095,1.43
K1030,S01,198.104,201.701,193.095,1.43
K1030,S01,197.326,201.701,193.095,1.43
K1031,S01,51.648,53.632,50.588,0.78
K1031,S01,51.352,53.632,50.588,0.78
K1032,S02,168.187,168.763,167.653,1.19
K1032,S02,168.28,168.763,167.653,1.19
K1033,S02,17.018,20.262,11.998,1.82
K1033,S02,16.268,20.262,11.998,1.82
K1033,S02,17.215,20.262,11.998,1.82
K1034,S03,72.043,77.549,67.628,1.07
K1034,S03,72.272,77.549,67.628,1.07
K1035,S03,116.078,117.401,113.153,0.93
K1035,S03,115.552,117.401,113.153,0.93
K1036,S03,97.917,98.994,97.045,1.94
K1036,S03,98.04,98.994,97.045,1.94
K1036,S03,98.118,98.994,97.045,1.94
K1036,S03,97.743,98.994,97.045,1.94
K1037,S01,120.935,126.135,116.594,2.0
K1037,S01,121.16,126.135,116.594,2.0
K1037,S01,119.76,126.135,116.594,2.0
K1037,S01,121.265,126.135,116.594,2.0
K1037,S01,121.654,126.135,116.594,2.0
K1038,S01,72.707,76.575,69.826,2.03
K1038,S01,73.182,76.575,69.826,2.03
K1038,S01,74.147,76.575,69.826,2.03
K1038,S01,73.56,76.575,69.826,2.03
K1038,S01,73.591,76.575,69.826,2.03
K1039,S01,60.765,63.671,55.802,1.25
K1039,S01,59.241,63.671,55.802,1.25
K1040,S02,68.879,71.525,67.349,1.63
K1040,S02,68.982,71.525,67.349,1.63
K1041,S02,138.593,142.624,134.633,1.28
K1041,S02,139.33,142.624,134.633,1.28
K1041,S02,139.013,142.624,134.633,1.28
K1042,S02,115.828,118.982,113.857,2.16
K1042,S02,117.14,118.982,113.857,2.16
K1042,S02,117.135,118.982,113.857,2.16
K1042,S02,116.711,118.982,113.857,2.16
K1043,S03,117.959,124.379,115.287,0.97
K1043,S03,121.519,124.379,115.287,0.97
K1043,S03,122.784,124.379,115.287,0.97
K1044,S03,44.165,45.305,42.089,0.8
K1044,S03,43.235,45.305,42.089,0.8
K1044,S03,43.753,45.305,42.089,0.8
K1044,S03,42.867,45.305,42.089,0.8
K1045,S03,152.222,153.644,150.053,1.74
K1045,S03,151.426,153.644,150.053,1.74
K1045,S03,151.204,153.644,150.053,1.74
K1046,S04,122.091,124.026,121.245,1.4
K1046,S04,122.359,124.026,121.245,1.4
K1046,S04,122.824,124.026,121.245,1.4
K1047,S01,50.26,53.27,48.636,0.61
K1047,S01,50.012,53.27,48.636,0.61
K1047,S01,50.099,53.27,48.636,0.61
K1047,S01,52.056,53.27,48.636,0.61
K1048,S02,164.55,167.544,161.656,1.2
K1048,S02,164.578,167.544,161.656,1.2
K1048,S02,164.612,167.544,161.656,1.2
K1048,S02,165.47,167.544,161.656,1.2
K1049,S02,23.742,27.613,19.663,1.85
K1049,S02,24.57,27.613,19.663,1.85
K1049,S02,23.73,27.613,19.663,1.85
K1049,S02,23.527,27.613,19.663,1.85
K1049,S02,23.8,27.613,19.663,1.85
K1050,S03,184.911,186.421,183.695,1.89
K1050,S03,184.712,186.421,183.695,1.89
K1051,S03,145.922,149.348,139.567,0.85
K1051,S03,145.387,149.348,139.567,0.85
K1051,S03,147.278,149.348,139.567,0.85
K1052,S03,54.381,56.226,52.137,1.09
K1052,S03,53.621,56.226,52.137,1.09
K1052,S03,54.943,56.226,52.137,1.09
K1052,S03,53.35,56.226,52.137,1.09
K1053,S01,82.189,84.871,81.292,0.93
K1053,S01,83.249,84.871,81.292,0.93
K1053,S01,82.979,84.871,81.292,0.93
K1054,S02,184.498,189.115,181.397,0.99
K1054,S02,185.344,189.115,181.397,0.99
K1054,S02,184.632,189.115,181.397,0.99
K1054,S02,184.965,189.115,181.397,0.99
K1054,S02,185.419,189.115,181.397,0.99
K1055,S02,139.219,142.207,135.857,1.66
K1055,S02,139.01,142.207,135.857,1.66
K1055,S02,139.364,142.207,135.857,1.66
K1055,S02,138.989,142.207,135.857,1.66
K1055,S02,139.989,142.207,135.857,1.66
K1056,S02,114.539,116.649,108.661,0.66
K1056,S02,113.574,116.649,108.661,0.66
K1056,S02,113.342,116.649,108.661,0.66
K1056,S02,108.408,116.649,108.661,0.66
K1057,S03,12.861,16.843,8.053,1.81
K1057,S03,12.573,16.843,8.053,1.81
K1058,S03,105.702,110.227,101.545,2.12
K1058,S03,106.103,110.227,101.545,2.12
K1059,S01,45.711,46.581,44.933,1.93
K1059,S01,45.612,46.581,44.933,1.93
K1059,S01,45.636,46.581,44.933,1.93
K1059,S01,45.818,46.581,44.933,1.93
K1060,S02,63.562,65.913,61.913,1.45
K1060,S02,63.735,65.913,61.913,1.45
K1060,S02,63.8,65.913,61.913,1.45
K1061,S03,170.673,171.705,169.001,0.8
K1061,S03,170.901,171.705,169.001,0.8
K1061,S03,169.732,171.705,169.001,0.8
K1062,S03,192.604,197.255,189.074,1.37
K1062,S03,191.353,197.255,189.074,1.37
K1062,S03,194.055,197.255,189.074,1.37
K1062,S03,192.059,197.255,189.074,1.37
K1062,S03,192.916,197.255,189.074,1.37
K1063,S03,150.695,152.195,149.186,0.96
K1063,S03,150.772,152.195,149.186,0.96
K1063,S03,150.704,152.195,149.186,0.96
K1063,S03,150.547,152.195,149.186,0.96
K1063,S03,151.016,152.195,149.186,0.96
K1064,S04,170.916,171.911,169.686,0.84
K1064,S04,171.174,171.911,169.686,0.84
K1065,S04,125.69,126.842,124.617,1.1
K1065,S04,126.154,126.842,124.617,1.1
K1066,S01,197.055,197.698,196.094,1.75
K1066,S01,196.742,197.698,196.094,1.75
K1066,S01,196.93,197.698,196.094,1.75
K1067,S01,16.539,18.873,15.108,1.36
K1067,S01,17.209,18.873,15.108,1.36
K1068,S02,31.607,35.508,25.84,1.6
K1068,S02,29.612,35.508,25.84,1.6
K1069,S03,119.408,121.446,115.579,1.82
K1069,S03,119.211,121.446,115.579,1.82
K1069,S03,118.611,121.446,115.579,1.82
K1069,S03,118.271,121.446,115.579,1.82
K1070,S04,168.383,171.943,165.651,2.07
K1070,S04,168.712,171.943,165.651,2.07
K1070,S04,168.679,171.943,165.651,2.07
K1070,S04,168.52,171.943,165.651,2.07
K1071,S04,39.843,42.355,36.504,1.37
K1071,S04,39.87,42.355,36.504,1.37
K1071,S04,38.389,42.355,36.504,1.37
K1071,S04,37.881,42.355,36.504,1.37
K1071,S04,39.97,42.355,36.504,1.37
K1072,S04,131.429,135.094,127.707,1.56
K1072,S04,130.816,135.094,127.707,1.56
K1073,S01,155.387,156.37,155.014,0.74
K1073,S01,155.952,156.37,155.014,0.74
K1073,S01,156.199,156.37,155.014,0.74
K1073,S01,155.835,156.37,155.014,0.74
K1074,S01,15.84,18.294,14.799,0.63
K1074,S01,15.058,18.294,14.799,0.63
K1074,S01,18.466,18.294,14.799,0.63
K1074,S01,14.951,18.294,14.799,0.63
K1074,S01,15.671,18.294,14.799,0.63
K1075,S01,54.879,56.843,53.302,1.65
K1075,S01,55.579,56.843,53.302,1.65
K1076,S02,26.652,27.893,23.966,1.25
K1076,S02,25.982,27.893,23.966,1.25
K1076,S02,25.222,27.893,23.966,1.25
K1077,S02,174.687,176.858,174.272,0.69
K1077,S02,176.495,176.858,174.272,0.69
K1077,S02,175.825,176.858,174.272,0.69
K1077,S02,177.38,176.858,174.272,0.69
K1077,S02,175.419,176.858,174.272,0.69
K1078,S02,140.772,142.611,137.255,1.9
K1078,S02,139.47,142.611,137.255,1.9
K1078,S02,140.293,142.611,137.255,1.9
K1078,S02,139.415,142.611,137.255,1.9
K1078,S02,140.244,142.611,137.255,1.9
K1079,S03,62.884,68.947,59.606,1.03
K1079,S03,64.282,68.947,59.606,1.03
K1079,S03,61.791,68.947,59.606,1.03
K1079,S03,64.009,68.947,59.606,1.03
K1080,S04,27.885,33.604,26.545,0.65
K1080,S04,30.6,33.604,26.545,0.65
K1081,S01,10.555,15.027,5.344,1.8
K1081,S01,9.9,15.027,5.344,1.8
K1081,S01,10.827,15.027,5.344,1.8
K1081,S01,9.842,15.027,5.344,1.8
K1081,S01,8.4,15.027,5.344,1.8
K1082,S02,17.961,21.547,13.345,1.73
K1082,S02,18.153,21.547,13.345,1.73
K1082,S02,17.494,21.547,13.345,1.73
K1082,S02,17.315,21.547,13.345,1.73
K1083,S02,30.554,33.718,23.861,2.05
K1083,S02,29.602,33.718,23.861,2.05
K1083,S02,28.715,33.718,23.861,2.05
K1083,S02,29.227,33.718,23.861,2.05
K1084,S02,176.654,177.693,175.96,2.09
K1084,S02,177.025,177.693,175.96,2.09
K1084,S02,176.878,177.693,175.96,2.09
K1085,S03,191.612,196.484,187.144,1.33
K1085,S03,192.078,196.484,187.144,1.33
K1086,S03,14.981,19.681,12.802,1.99
K1086,S03,16.753,19.681,12.802,1.99
K1086,S03,17.305,19.681,12.802,1.99
K1086,S03,16.577,19.681,12.802,1.99
K1087,S01,92.898,96.925,89.308,1.93
K1087,S01,92.453,96.925,89.308,1.93
K1087,S01,92.89,96.925,89.308,1.93
K1088,S02,172.391,175.711,169.667,0.85
K1088,S02,173.301,175.711,169.667,0.85
K1088,S02,172.051,175.711,169.667,0.85
K1088,S02,171.838,175.711,169.667,0.85
K1088,S02,170.852,175.711,169.667,0.85
K1089,S03,103.051,105.776,99.926,1.83
K1089,S03,102.636,105.776,99.926,1.83
K1090,S03,108.251,112.898,105.422,1.78
K1090,S03,109.793,112.898,105.422,1.78
K1090,S03,109.26,112.898,105.422,1.78
K1090,S03,110.136,112.898,105.422,1.78
K1091,S01,39.93,40.615,39.172,1.66
K1091,S01,39.845,40.615,39.172,1.66
K1091,S01,39.951,40.615,39.172,1.66
K1092,S01,84.008,87.397,81.066,1.14
K1092,S01,84.084,87.397,81.066,1.14
K1092,S01,83.51,87.397,81.066,1.14
K1093,S01,167.228,168.358,163.967,1.93
K1093,S01,166.164,168.358,163.967,1.93
K1093,S01,165.779,168.358,163.967,1.93
K1093,S01,165.727,168.358,163.967,1.93
K1093,S01,165.958,168.358,163.967,1.93
K1094,S02,24.699,25.688,22.577,0.78
K1094,S02,24.459,25.688,22.577,0.78
K1094,S02,24.769,25.688,22.577,0.78
K1095,S03,63.758,67.456,58.913,1.84
K1095,S03,63.807,67.456,58.913,1.84
K1095,S03,63.282,67.456,58.913,1.84
K1095,S03,63.492,67.456,58.913,1.84
K1096,S04,107.395,109.042,105.707,1.37
K1096,S04,107.816,109.042,105.707,1.37
K1096,S04,106.99,109.042,105.707,1.37
K1096,S04,107.384,109.042,105.707,1.37
K1096,S04,107.663,109.042,105.707,1.37
K1097,S04,174.462,177.526,171.435,1.48
K1097,S04,172.847,177.526,171.435,1.48
K1098,S01,141.702,144.477,138.774,1.81
K1098,S01,142.402,144.477,138.774,1.81
K1098,S01,142.092,144.477,138.774,1.81
K1098,S01,142.239,144.477,138.774,1.81
K1099,S01,160.309,164.492,158.14,1.75
K1099,S01,161.193,164.492,158.14,1.75
K1099,S01,161.358,164.492,158.14,1.75
K1100,S02,138.175,140.103,135.39,1.54
K1100,S02,136.864,140.103,135.39,1.54
K1100,S02,137.042,140.103,135.39,1.54
K1101,S01,110.849,111.327,109.951,1.13
K1101,S01,110.483,111.327,109.951,1.13
K1101,S01,110.822,111.327,109.951,1.13
K1101,S01,110.816,111.327,109.951,1.13
K1102,S01,129.031,129.968,127.913,1.79
K1102,S01,129.21,129.968,127.913,1.79
K1103,S01,65.949,68.72,61.305,1.92
K1103,S01,65.573,68.72,61.305,1.92
K1103,S01,64.125,68.72,61.305,1.92
K1103,S01,65.457,68.72,61.305,1.92
K1103,S01,65.471,68.72,61.305,1.92
K1104,S02,15.85,18.485,13.852,2.12
K1104,S02,15.331,18.485,13.852,2.12
K1104,S02,16.42,18.485,13.852,2.12
K1104,S02,16.678,18.485,13.852,2.12
K1104,S02,16.13,18.485,13.852,2.12
K1105,S02,108.77,111.915,105.152,1.08
K1105,S02,109.366,111.915,105.152,1.08
K1105,S02,107.823,111.915,105.152,1.08
K1105,S02,107.952,111.915,105.152,1.08
K1105,S02,107.753,111.915,105.152,1.08
K1106,S02,10.387,16.476,9.121,0.88
K1106,S02,13.413,16.476,9.121,0.88
K1107,S01,156.795,158.914,153.639,0.83
K1107,S01,157.681,158.914,153.639,0.83
K1107,S01,157.32,158.914,153.639,0.83
K1107,S01,156.072,158.914,153.639,0.83
K1107,S01,156.068,158.914,153.639,0.83
K1108,S01,169.973,171.225,167.448,1.18
K1108,S01,170.17,171.225,167.448,1.18
K1108,S01,169.929,171.225,167.448,1.18
K1109,S01,13.856,14.349,13.299,1.47
K1109,S01,13.78,14.349,13.299,1.47
K1109,S01,13.836,14.349,13.299,1.47
K1110,S02,125.848,130.805,122.959,1.46
K1110,S02,127.025,130.805,122.959,1.46
K1110,S02,127.481,130.805,122.959,1.46
K1111,S02,49.918,52.913,43.227,1.25
K1111,S02,47.33,52.913,43.227,1.25
K1112,S02,159.956,162.056,156.961,1.73
K1112,S02,159.532,162.056,156.961,1.73
K1113,S01,106.886,109.813,106.028,0.9
K1113,S01,107.747,109.813,106.028,0.9
K1113,S01,107.433,109.813,106.028,0.9
K1114,S01,16.869,18.22,15.602,1.3
K1114,S01,17.104,18.22,15.602,1.3
K1114,S01,16.87,18.22,15.602,1.3
K1115,S02,102.486,105.011,97.972,1.55
K1115,S02,101.212,105.011,97.972,1.55
K1115,S02,101.117,105.011,97.972,1.55
K1116,S02,115.98,120.926,114.486,1.13
K1116,S02,115.815,120.926,114.486,1.13
K1116,S02,117.673,120.926,114.486,1.13
K1117,S02,20.824,21.5,19.702,1.75
K1117,S02,20.359,21.5,19.702,1.75
K1118,S03,63.213,64.081,62.615,1.91
K1118,S03,63.445,64.081,62.615,1.91
K1119,S03,37.262,39.533,35.566,1.91
K1119,S03,36.739,39.533,35.566,1.91
K1119,S03,37.433,39.533,35.566,1.91
K1119,S03,37.274,39.533,35.566,1.91
K1119,S03,38.154,39.533,35.566,1.91
K1120,S04,166.08,169.102,164.408,0.77
K1120,S04,168.034,169.102,164.408,0.77
K1120,S04,167.286,169.102,164.408,0.77
K1121,S01,40.147,43.483,38.12,1.51
K1121,S01,41.246,43.483,38.12,1.51
K1121,S01,40.911,43.483,38.12,1.51
K1122,S01,129.28,131.192,127.198,0.92
K1122,S01,129.374,131.192,127.198,0.92
K1123,S01,125.847,131.387,122.286,1.77
K1123,S01,127.588,131.387,122.286,1.77
K1124,S02,136.047,136.505,135.417,1.02
K1124,S02,135.998,136.505,135.417,1.02
K1124,S02,136.108,136.505,135.417,1.02
K1124,S02,135.868,136.505,135.417,1.02
K1125,S02,101.87,102.773,99.199,1.08
K1125,S02,101.017,102.773,99.199,1.08
K1126,S03,16.067,18.015,13.662,0.82
K1126,S03,15.738,18.015,13.662,0.82
K1126,S03,16.293,18.015,13.662,0.82
K1127,S04,70.716,71.863,69.342,1.62
K1127,S04,71.27,71.863,69.342,1.62
K1127,S04,70.341,71.863,69.342,1.62
K1128,S04,59.91,62.446,59.106,0.77
K1128,S04,60.623,62.446,59.106,0.77
K1128,S04,60.708,62.446,59.106,0.77
K1129,S04,107.727,109.106,105.829,1.49
K1129,S04,106.867,109.106,105.829,1.49
K1130,S01,86.007,88.491,79.145,1.16
K1130,S01,83.887,88.491,79.145,1.16
K1130,S01,83.07,88.491,79.145,1.16
K1130,S01,85.317,88.491,79.145,1.16
K1130,S01,87.761,88.491,79.145,1.16
K1131,S01,92.804,95.31,90.921,1.0
K1131,S01,93.127,95.31,90.921,1.0
K1131,S01,93.168,95.31,90.921,1.0
K1131,S01,92.862,95.31,90.921,1.0
K1131,S01,93.004,95.31,90.921,1.0
K1132,S01,36.483,39.096,35.359,1.08
K1132,S01,36.838,39.096,35.359,1.08
K1132,S01,36.715,39.096,35.359,1.08
K1132,S01,36.968,39.096,35.359,1.08
K1133,S02,26.42,31.681,22.269,1.26
K1133,S02,26.073,31.681,22.269,1.26
K1133,S02,26.364,31.681,22.269,1.26
K1133,S02,28.385,31.681,22.269,1.26
K1134,S02,103.653,106.793,99.488,1.96
K1134,S02,103.65,106.793,99.488,1.96
K1134,S02,103.027,106.793,99.488,1.96
K1135,S02,100.646,101.704,100.02,0.76
K1135,S02,101.24,101.704,100.02,0.76
K1135,S02,100.231,101.704,100.02,0.76
K1135,S02,100.48,101.704,100.02,0.76
K1136,S03,89.923,90.46,89.309,1.86
K1136,S03,89.706,90.46,89.309,1.86
K1136,S03,89.771,90.46,89.309,1.86
K1137,S01,37.843,39.046,35.371,1.79
K1137,S01,37.555,39.046,35.371,1.79
K1137,S01,37.617,39.046,35.371,1.79
K1137,S01,37.493,39.046,35.371,1.79
K1138,S02,43.747,47.431,41.95,1.71
K1138,S02,44.798,47.431,41.95,1.71
K1138,S02,44.919,47.431,41.95,1.71
K1138,S02,44.888,47.431,41.95,1.71
K1138,S02,44.473,47.431,41.95,1.71
K1139,S02,73.905,76.456,68.029,1.09
K1139,S02,72.028,76.456,68.029,1.09
K1139,S02,71.241,76.456,68.029,1.09
K1140,S03,113.135,118.648,110.089,1.36
K1140,S03,116.207,118.648,110.089,1.36
K1141,S03,76.056,80.843,72.187,1.54
K1141,S03,76.753,80.843,72.187,1.54
K1141,S03,77.225,80.843,72.187,1.54
K1141,S03,77.687,80.843,72.187,1.54
K1141,S03,76.663,80.843,72.187,1.54
K1142,S03,130.66,132.397,128.903,1.81
K1142,S03,131.108,132.397,128.903,1.81
K1143,S04,119.469,124.793,115.408,1.13
K1143,S04,120.929,124.793,115.408,1.13
K1143,S04,115.132,124.793,115.408,1.13
K1144,S04,126.077,126.96,124.697,1.83
K1144,S04,126.085,126.96,124.697,1.83
K1144,S04,125.627,126.96,124.697,1.83
K1144,S04,125.814,126.96,124.697,1.83
K1145,S01,174.839,176.418,171.151,1.57
K1145,S01,173.133,176.418,171.151,1.57
K1145,S01,173.585,176.418,171.151,1.57
K1145,S01,172.254,176.418,171.151,1.57
K1146,S01,24.329,28.34,20.242,1.28
K1146,S01,26.469,28.34,20.242,1.28
K1146,S01,25.185,28.34,20.242,1.28
K1147,S01,77.352,79.887,74.828,1.54
K1147,S01,77.886,79.887,74.828,1.54
K1147,S01,76.516,79.887,74.828,1.54
K1148,S02,92.461,96.666,88.203,1.02
K1148,S02,90.975,96.666,88.203,1.02
K1148,S02,94.602,96.666,88.203,1.02
K1148,S02,91.708,96.666,88.203,1.02
K1149,S03,154.519,158.186,152.961,1.77
K1149,S03,156.253,158.186,152.961,1.77
K1149,S03,155.848,158.186,152.961,1.77
K1149,S03,156.378,158.186,152.961,1.77
K1150,S03,113.085,116.647,108.526,1.19
K1150,S03,111.542,116.647,108.526,1.19
K1150,S03,111.58,116.647,108.526,1.19
K1151,S03,128.526,129.373,127.381,1.86
K1151,S03,128.528,129.373,127.381,1.86
K1151,S03,128.178,129.373,127.381,1.86
K1151,S03,128.363,129.373,127.381,1.86
K1152,S01,12.551,16.004,9.154,2.19
K1152,S01,12.552,16.004,9.154,2.19
K1152,S01,12.956,16.004,9.154,2.19
K1152,S01,12.989,16.004,9.154,2.19
K1153,S02,124.782,126.225,120.91,0.66
K1153,S02,123.647,126.225,120.91,0.66
K1153,S02,126.078,126.225,120.91,0.66
K1153,S02,121.747,126.225,120.91,0.66
K1153,S02,124.505,126.225,120.91,0.66
K1154,S02,61.84,65.541,58.523,1.56
K1154,S02,62.245,65.541,58.523,1.56
K1154,S02,61.405,65.541,58.523,1.56
K1154,S02,62.508,65.541,58.523,1.56
K1154,S02,62.514,65.541,58.523,1.56
K1155,S03,15.411,17.463,12.341,1.61
K1155,S03,14.471,17.463,12.341,1.61
K1156,S03,65.438,69.087,61.624,1.9
K1156,S03,64.797,69.087,61.624,1.9
K1156,S03,65.059,69.087,61.624,1.9
K1156,S03,64.643,69.087,61.624,1.9
K1156,S03,65.265,69.087,61.624,1.9
K1157,S03,39.676,41.176,36.759,0.94
K1157,S03,39.158,41.176,36.759,0.94
K1157,S03,37.314,41.176,36.759,0.94
K1157,S03,40.032,41.176,36.759,0.94
K1158,S04,156.48,158.197,153.249,0.61
K1158,S04,156.667,158.197,153.249,0.61
K1158,S04,155.201,158.197,153.249,0.61
K1158,S04,156.332,158.197,153.249,0.61
K1159,S04,156.413,157.37,155.043,2.14
K1159,S04,156.351,157.37,155.043,2.14
K1159,S04,156.301,157.37,155.043,2.14
K1159,S04,156.177,157.37,155.043,2.14
K1159,S04,156.003,157.37,155.043,2.14
K1160,S01,198.85,200.648,196.96,1.5
K1160,S01,197.876,200.648,196.96,1.5
K1160,S01,199.007,200.648,196.96,1.5
K1161,S02,112.608,114.279,111.19,1.81
K1161,S02,113.293,114.279,111.19,1.81
K1161,S02,112.685,114.279,111.19,1.81
K1162,S02,135.814,137.694,129.702,0.75
K1162,S02,133.658,137.694,129.702,0.75
K1162,S02,133.95,137.694,129.702,0.75
K1163,S02,135.783,137.434,133.596,0.79
K1163,S02,135.034,137.434,133.596,0.79
K1163,S02,136.247,137.434,133.596,0.79
K1164,S03,42.483,46.464,40.52,2.15
K1164,S03,44.848,46.464,40.52,2.15
K1164,S03,43.334,46.464,40.52,2.15
K1164,S03,43.744,46.464,40.52,2.15
K1165,S03,86.219,90.182,80.959,1.92
K1165,S03,84.919,90.182,80.959,1.92
K1165,S03,86.467,90.182,80.959,1.92
K1165,S03,85.843,90.182,80.959,1.92
K1165,S03,85.461,90.182,80.959,1.92
K1166,S04,168.231,171.597,165.984,1.4
K1166,S04,168.946,171.597,165.984,1.4
K1167,S01,75.431,78.682,71.561,1.01
K1167,S01,74.757,78.682,71.561,1.01
K1167,S01,77.561,78.682,71.561,1.01
K1167,S01,77.707,78.682,71.561,1.01
K1168,S01,28.874,31.17,23.836,0.99
K1168,S01,26.734,31.17,23.836,0.99
K1168,S01,28.331,31.17,23.836,0.99
K1168,S01,28.344,31.17,23.836,0.99
K1168,S01,26.393,31.17,23.836,0.99
K1169,S01,10.367,14.724,7.12,1.56
K1169,S01,10.559,14.724,7.12,1.56
K1169,S01,11.72,14.724,7.12,1.56
K1170,S02,105.231,110.171,101.701,2.13
K1170,S02,105.148,110.171,101.701,2.13
K1170,S02,105.697,110.171,101.701,2.13
K1170,S02,105.896,110.171,101.701,2.13
K1170,S02,105.873,110.171,101.701,2.13
K1171,S03,130.311,132.316,127.817,1.57
K1171,S03,129.461,132.316,127.817,1.57
K1171,S03,130.462,132.316,127.817,1.57
K1171,S03,130.291,132.316,127.817,1.57
K1172,S03,23.115,26.869,18.056,0.71
K1172,S03,19.983,26.869,18.056,0.71
K1172,S03,22.348,26.869,18.056,0.71
K1172,S03,20.859,26.869,18.056,0.71
K1173,S03,108.23,108.781,105.875,0.9
K1173,S03,107.443,108.781,105.875,0.9
K1173,S03,108.077,108.781,105.875,0.9
K1173,S03,107.561,108.781,105.875,0.9
K1173,S03,106.985,108.781,105.875,0.9
