Material_No,Bin_Location,Quantity,Kanban_ID,Ship_From,Ship_To
MAT-319565,B-03-2,2277,KANBAN-00034,Engine Plant DE,Assembly Plant IN
MAT-940033,B-12-4,2245,KANBAN-00035,Engine Plant DE,Assembly Plant IN
MAT-788850,A-29-5,1117,KANBAN-00036,Engine Plant DE,Assembly Plant IN
MAT-575548,A-04-3,2892,KANBAN-00037,Engine Plant DE,Assembly Plant IN
MAT-831912,D-27-1,3558,KANBAN-00038,Engine Plant DE,Assembly Plant IN
MAT-252787,G-29-4,4806,KANBAN-00039,Engine Plant DE,Assembly Plant IN
MAT-570264,H-29-2,1788,KANBAN-00040,Engine Plant DE,Assembly Plant IN
MAT-275091,C-11-3,2859,KANBAN-00041,Engine Plant DE,Assembly Plant IN
MAT-948419,B-11-1,3101,KANBAN-00042,Engine Plant DE,Assembly Plant IN
MAT-789809,B-21-4,2104,KANBAN-00043,Engine Plant DE,Assembly Plant IN
MAT-734536,C-08-1,2696,KANBAN-00044,Engine Plant DE,Assembly Plant IN
MAT-838422,H-22-5,355,KANBAN-00045,Engine Plant DE,Assembly Plant IN
MAT-615276,G-02-5,3664,KANBAN-00046,Engine Plant DE,Assembly Plant IN
MAT-631753,A-28-3,2157,KANBAN-00047,Engine Plant DE,Assembly Plant IN
MAT-823732,C-29-4,225,KANBAN-00048,Engine Plant DE,Assembly Plant IN
MAT-612690,G-05-4,710,KANBAN-00049,Engine Plant DE,Assembly Plant IN
MAT-722881,A-09-3,2334,KANBAN-00050,Engine Plant DE,Assembly Plant IN
MAT-363876,A-27-5,4959,KANBAN-00051,Engine Plant DE,Assembly Plant IN
MAT-709809,B-25-3,3897,KANBAN-00052,Engine Plant DE,Assembly Plant IN
MAT-957998,E-04-4,1287,KANBAN-00053,Engine Plant DE,Assembly Plant IN
MAT-208992,B-07-1,1334,KANBAN-00054,Engine Plant DE,Assembly Plant IN
MAT-852874,F-24-5,2048,KANBAN-00055,Engine Plant DE,Assembly Plant IN
MAT-169727,G-21-5,4654,KANBAN-00056,Engine Plant DE,Assembly Plant IN
MAT-702186,F-24-3,2968,KANBAN-00057,Engine Plant DE,Assembly Plant IN
MAT-407172,F-09-3,3305,KANBAN-00058,Engine Plant DE,Assembly Plant IN
MAT-851041,G-28-5,1413,KANBAN-00059,Engine Plant DE,Assembly Plant IN
MAT-424889,E-22-5,549,KANBAN-00060,Engine Plant DE,Assembly Plant IN
MAT-549599,A-17-2,2605,KANBAN-00061,Engine Plant DE,Assembly Plant IN
MAT-760628,A-11-2,3827,KANBAN-00062,Engine Plant DE,Assembly Plant IN
MAT-976743,D-16-2,1588,KANBAN-00063,Engine Plant DE,Assembly Plant IN
MAT-544965,G-17-4,465,KANBAN-00064,Engine Plant DE,Assembly Plant IN
MAT-174009,H-26-2,799,KANBAN-00065,Engine Plant DE,Assembly Plant IN
MAT-673841,H-10-4,1043,KANBAN-00066,Engine Plant DE,Assembly Plant IN
MAT-644590,F-18-4,1475,KANBAN-00067,Engine Plant DE,Assembly Plant IN
MAT-866742,H-28-3,4858,KANBAN-00068,Engine Plant DE,Assembly Plant IN
MAT-551398,G-05-3,3082,KANBAN-00069,Engine Plant DE,Assembly Plant IN
MAT-415073,F-29-1,1925,KANBAN-00070,Engine Plant DE,Assembly Plant IN
MAT-487596,G-24-1,4770,KANBAN-00071,Engine Plant DE,Assembly Plant IN
MAT-327607,E-20-3,1871,KANBAN-00072,Engine Plant DE,Assembly Plant IN
MAT-146665,F-28-3,317,KANBAN-00073,Engine Plant DE,Assembly Plant IN
MAT-478322,C-17-2,1569,KANBAN-00074,Engine Plant DE,Assembly Plant IN
MAT-271326,B-03-4,3104,KANBAN-00075,Engine Plant DE,Assembly Plant IN
MAT-390721,C-10-1,1492,KANBAN-00076,Engine Plant DE,Assembly Plant IN
MAT-126633,E-20-3,4066,KANBAN-00077,Engine Plant DE,Assembly Plant IN
MAT-463769,H-26-1,3283,KANBAN-00078,Engine Plant DE,Assembly Plant IN
MAT-942717,B-08-4,4314,KANBAN-00079,Engine Plant DE,Assembly Plant IN
MAT-232089,B-07-1,1752,KANBAN-00080,Engine Plant DE,Assembly Plant IN
MAT-800118,G-21-2,2184,KANBAN-00081,Engine Plant DE,Assembly Plant IN
MAT-835296,D-08-4,4299,KANBAN-00082,Engine Plant DE,Assembly Plant IN
MAT-196790,D-02-2,4175,KANBAN-00083,Engine Plant DE,Assembly Plant IN
MAT-345326,G-29-1,4969,KANBAN-00084,Engine Plant DE,Assembly Plant IN
MAT-142018,E-21-1,1892,KANBAN-00085,Engine Plant DE,Assembly Plant IN
MAT-206788,D-24-3,1193,KANBAN-00086,Engine Plant DE,Assembly Plant IN
MAT-310035,F-16-5,3980,KANBAN-00087,Engine Plant DE,Assembly Plant IN
MAT-306057,A-07-3,1302,KANBAN-00088,Engine Plant DE,Assembly Plant IN
MAT-438968,F-13-1,3041,KANBAN-00089,Engine Plant DE,Assembly Plant IN
MAT-988016,G-22-2,302,KANBAN-00090,Engine Plant DE,Assembly Plant IN
MAT-877415,H-24-2,1045,KANBAN-00091,Engine Plant DE,Assembly Plant IN
MAT-585651,E-04-5,3428,KANBAN-00092,Engine Plant DE,Assembly Plant IN
MAT-281154,D-26-1,2796,KANBAN-00093,Engine Plant DE,Assembly Plant IN
MAT-371331,B-04-5,4061,KANBAN-00094,Engine Plant DE,Assembly Plant IN
MAT-264642,C-01-4,4882,KANBAN-00095,Engine Plant DE,Assembly Plant IN
MAT-304966,G-28-3,3095,KANBAN-00096,Engine Plant DE,Assembly Plant IN
MAT-864710,H-12-1,1769,KANBAN-00097,Engine Plant DE,Assembly Plant IN
MAT-685897,F-29-1,1892,KANBAN-00098,Engine Plant DE,Assembly Plant IN
MAT-175963,H-27-2,2488,KANBAN-00099,Engine Plant DE,Assembly Plant IN
MAT-436965,C-21-2,3181,KANBAN-00100,Engine Plant DE,Assembly Plant IN
MAT-587384,A-19-3,710,KANBAN-00101,Engine Plant DE,Assembly Plant IN
MAT-126114,D-29-4,2201,KANBAN-00102,Engine Plant DE,Assembly Plant IN
MAT-637294,H-27-3,2858,KANBAN-00103,Engine Plant DE,Assembly Plant IN
MAT-481593,G-29-2,1460,KANBAN-00104,Engine Plant DE,Assembly Plant IN
MAT-361664,C-14-2,1006,KANBAN-00105,Engine Plant DE,Assembly Plant IN
MAT-414119,E-16-1,310,KANBAN-00106,Engine Plant DE,Assembly Plant IN
MAT-420982,H-13-1,3349,KANBAN-00107,Engine Plant DE,Assembly Plant IN
MAT-776730,D-26-1,3733,KANBAN-00108,Engine Plant DE,Assembly Plant IN
MAT-251617,D-15-4,58,KANBAN-00109,Engine Plant DE,Assembly Plant IN
MAT-623744,E-28-3,3942,KANBAN-00110,Engine Plant DE,Assembly Plant IN
MAT-662047,F-18-3,3173,KANBAN-00111,Engine Plant DE,Assembly Plant IN
MAT-488423,F-02-5,3149,KANBAN-00112,Engine Plant DE,Assembly Plant IN
MAT-656920,G-21-1,2674,KANBAN-00113,Engine Plant DE,Assembly Plant IN
MAT-508700,D-03-5,366,KANBAN-00114,Engine Plant DE,Assembly Plant IN
MAT-497342,A-24-1,3494,KANBAN-00115,Engine Plant DE,Assembly Plant IN
MAT-770458,H-22-2,1012,KANBAN-00116,Engine Plant DE,Assembly Plant IN
MAT-419074,H-15-4,4244,KANBAN-00117,Engine Plant DE,Assembly Plant IN
MAT-936158,A-17-3,4515,KANBAN-00118,Engine Plant DE,Assembly Plant IN
MAT-635699,D-23-2,3345,KANBAN-00119,Engine Plant DE,Assembly Plant IN
MAT-465123,C-20-3,4309,KANBAN-00120,Engine Plant DE,Assembly Plant IN
MAT-538406,H-20-1,939,KANBAN-00121,Engine Plant DE,Assembly Plant IN
MAT-235694,C-08-3,1307,KANBAN-00122,Engine Plant DE,Assembly Plant IN
MAT-419193,B-21-2,1193,KANBAN-00123,Engine Plant DE,Assembly Plant IN
MAT-551855,A-28-3,1649,KANBAN-00124,Engine Plant DE,Assembly Plant IN
MAT-547372,G-23-4,2328,KANBAN-00125,Engine Plant DE,Assembly Plant IN
MAT-524897,A-03-1,3389,KANBAN-00126,Engine Plant DE,Assembly Plant IN
MAT-479456,A-03-1,4558,KANBAN-00127,Engine Plant DE,Assembly Plant IN
MAT-187467,F-02-4,4750,KANBAN-00128,Engine Plant DE,Assembly Plant IN
MAT-545053,H-05-1,3273,KANBAN-00129,Engine Plant DE,Assembly Plant IN
MAT-747897,D-09-2,811,KANBAN-00130,Engine Plant DE,Assembly Plant IN
MAT-906559,B-11-1,1679,KANBAN-00131,Engine Plant DE,Assembly Plant IN
MAT-146519,B-03-3,3169,KANBAN-00132,Engine Plant DE,Assembly Plant IN
MAT-856415,A-14-3,270,KANBAN-00133,Engine Plant DE,Assembly Plant IN
MAT-800863,B-24-2,2574,KANBAN-00134,Engine Plant DE,Assembly Plant IN
MAT-937757,F-10-2,4961,KANBAN-00135,Engine Plant DE,Assembly Plant IN
MAT-729043,C-04-3,392,KANBAN-00136,Engine Plant DE,Assembly Plant IN
MAT-715727,A-29-2,2050,KANBAN-00137,Engine Plant DE,Assembly Plant IN
MAT-673642,A-29-2,2197,KANBAN-00138,Engine Plant DE,Assembly Plant IN
MAT-881987,A-04-5,2704,KANBAN-00139,Engine Plant DE,Assembly Plant IN
MAT-471577,H-26-2,2037,KANBAN-00140,Engine Plant DE,Assembly Plant IN
MAT-298980,D-20-2,4367,KANBAN-00141,Engine Plant DE,Assembly Plant IN
MAT-702371,D-08-2,2002,KANBAN-00142,Engine Plant DE,Assembly Plant IN
MAT-347185,C-28-5,995,KANBAN-00143,Engine Plant DE,Assembly Plant IN
MAT-740134,A-20-5,2463,KANBAN-00144,Engine Plant DE,Assembly Plant IN
MAT-863191,H-13-3,4938,KANBAN-00145,Engine Plant DE,Assembly Plant IN
MAT-796371,B-24-5,2013,KANBAN-00146,Engine Plant DE,Assembly Plant IN
MAT-419550,A-04-3,722,KANBAN-00147,Engine Plant DE,Assembly Plant IN
MAT-929119,C-01-1,843,KANBAN-00148,Engine Plant DE,Assembly Plant IN
MAT-226720,D-09-3,390,KANBAN-00149,Engine Plant DE,Assembly Plant IN
MAT-195054,H-19-2,1999,KANBAN-00150,Engine Plant DE,Assembly Plant IN
MAT-612322,G-19-1,4638,KANBAN-00151,Engine Plant DE,Assembly Plant IN
MAT-463846,C-06-4,126,KANBAN-00152,Engine Plant DE,Assembly Plant IN
MAT-205197,H-22-1,1307,KANBAN-00153,Engine Plant DE,Assembly Plant IN
MAT-371471,F-17-3,3522,KANBAN-00154,Engine Plant DE,Assembly Plant IN
MAT-759258,F-28-5,977,KANBAN-00155,Engine Plant DE,Assembly Plant IN
MAT-950469,H-20-3,4809,KANBAN-00156,Engine Plant DE,Assembly Plant IN
MAT-906357,H-20-3,2076,KANBAN-00157,Engine Plant DE,Assembly Plant IN
MAT-236333,F-16-4,1097,KANBAN-00158,Engine Plant DE,Assembly Plant IN
MAT-754555,F-06-5,1021,KANBAN-00159,Engine Plant DE,Assembly Plant IN
MAT-794640,F-01-1,1187,KANBAN-00160,Engine Plant DE,Assembly Plant IN
MAT-209075,D-21-5,4120,KANBAN-00161,Engine Plant DE,Assembly Plant IN
MAT-202587,D-28-5,2625,KANBAN-00162,Engine Plant DE,Assembly Plant IN
MAT-730779,G-18-1,1996,KANBAN-00163,Engine Plant DE,Assembly Plant IN
MAT-497707,E-04-1,1049,KANBAN-00164,Engine Plant DE,Assembly Plant IN
MAT-434084,G-18-2,4154,KANBAN-00165,Engine Plant DE,Assembly Plant IN
MAT-558343,H-11-3,2847,KANBAN-00166,Engine Plant DE,Assembly Plant IN
MAT-705992,F-14-4,643,KANBAN-00167,Engine Plant DE,Assembly Plant IN
MAT-970413,C-23-2,2008,KANBAN-00168,Engine Plant DE,Assembly Plant IN
MAT-418948,C-22-3,4619,KANBAN-00169,Engine Plant DE,Assembly Plant IN
MAT-286568,A-14-4,1456,KANBAN-00170,Engine Plant DE,Assembly Plant IN
MAT-660144,F-14-5,792,KANBAN-00171,Engine Plant DE,Assembly Plant IN
MAT-131644,D-04-1,2551,KANBAN-00172,Engine Plant DE,Assembly Plant IN
MAT-348519,F-18-5,1458,KANBAN-00173,Engine Plant DE,Assembly Plant IN
MAT-663526,C-28-1,663,KANBAN-00174,Engine Plant DE,Assembly Plant IN
MAT-913077,F-21-2,4793,KANBAN-00175,Engine Plant DE,Assembly Plant IN
MAT-554142,B-13-3,903,KANBAN-00176,Engine Plant DE,Assembly Plant IN
MAT-167225,E-18-4,4404,KANBAN-00177,Engine Plant DE,Assembly Plant IN
MAT-842289,D-19-5,563,KANBAN-00178,Engine Plant DE,Assembly Plant IN
MAT-792345,A-15-1,727,KANBAN-00179,Engine Plant DE,Assembly Plant IN
MAT-570535,B-02-2,360,KANBAN-00180,Engine Plant DE,Assembly Plant IN
MAT-850425,C-10-4,1396,KANBAN-00181,Engine Plant DE,Assembly Plant IN
MAT-963102,E-05-4,3533,KANBAN-00182,Engine Plant DE,Assembly Plant IN
MAT-223075,E-04-1,905,KANBAN-00183,Engine Plant DE,Assembly Plant IN
MAT-548507,F-17-3,4790,KANBAN-00184,Engine Plant DE,Assembly Plant IN
MAT-457509,F-29-1,3196,KANBAN-00185,Engine Plant DE,Assembly Plant IN
MAT-222134,B-08-1,1721,KANBAN-00186,Engine Plant DE,Assembly Plant IN
MAT-433669,G-01-1,4826,KANBAN-00187,Engine Plant DE,Assembly Plant IN
MAT-804637,B-21-2,4171,KANBAN-00188,Engine Plant DE,Assembly Plant IN
MAT-400075,G-15-4,640,KANBAN-00189,Engine Plant DE,Assembly Plant IN
MAT-190897,H-13-4,4825,KANBAN-00190,Engine Plant DE,Assembly Plant IN
MAT-556911,D-06-5,616,KANBAN-00191,Engine Plant DE,Assembly Plant IN
MAT-321432,D-26-5,261,KANBAN-00192,Engine Plant DE,Assembly Plant IN
MAT-154103,H-08-3,3126,KANBAN-00193,Engine Plant DE,Assembly Plant IN
MAT-921951,H-02-3,2853,KANBAN-00194,Engine Plant DE,Assembly Plant IN
MAT-856610,G-10-2,688,KANBAN-00195,Engine Plant DE,Assembly Plant IN
MAT-250808,C-15-3,373,KANBAN-00196,Engine Plant DE,Assembly Plant IN
MAT-899312,H-25-4,625,KANBAN-00197,Engine Plant DE,Assembly Plant IN
MAT-408197,C-03-3,3564,KANBAN-00198,Engine Plant DE,Assembly Plant IN
MAT-353234,E-11-2,2031,KANBAN-00001,Engine Plant DE,Assembly Plant MX
MAT-913825,E-07-4,176,KANBAN-00002,Engine Plant DE,Assembly Plant MX
MAT-360879,G-28-3,4915,KANBAN-00003,Engine Plant DE,Assembly Plant MX
MAT-973966,E-01-1,3237,KANBAN-00004,Engine Plant DE,Assembly Plant MX
MAT-119398,F-03-1,372,KANBAN-00005,Engine Plant DE,Assembly Plant MX
MAT-282679,E-07-1,2687,KANBAN-00006,Engine Plant DE,Assembly Plant MX
MAT-714121,F-15-5,1988,KANBAN-00007,Engine Plant DE,Assembly Plant MX
MAT-903807,C-01-1,1735,KANBAN-00008,Engine Plant DE,Assembly Plant MX
MAT-127209,C-19-3,3427,KANBAN-00009,Engine Plant DE,Assembly Plant MX
MAT-907301,D-12-1,3193,KANBAN-00010,Engine Plant DE,Assembly Plant MX
MAT-697570,D-26-5,936,KANBAN-00011,Engine Plant DE,Assembly Plant MX
MAT-343671,B-17-5,681,KANBAN-00012,Engine Plant DE,Assembly Plant MX
MAT-104331,A-01-1,1770,KANBAN-00013,Engine Plant DE,Assembly Plant MX
MAT-816929,H-18-3,2169,KANBAN-00014,Engine Plant DE,Assembly Plant MX
MAT-197888,E-17-4,358,KANBAN-00015,Engine Plant DE,Assembly Plant MX
MAT-639638,H-15-1,4458,KANBAN-00016,Engine Plant DE,Assembly Plant MX
MAT-134453,B-24-1,1513,KANBAN-00017,Engine Plant DE,Assembly Plant MX
MAT-533820,D-16-2,1302,KANBAN-00018,Engine Plant DE,Assembly Plant MX
MAT-214607,B-09-3,1286,KANBAN-00019,Engine Plant DE,Assembly Plant MX
MAT-401912,F-28-3,4975,KANBAN-00020,Engine Plant DE,Assembly Plant MX
MAT-876823,A-23-3,776,KANBAN-00021,Engine Plant DE,Assembly Plant MX
MAT-283459,C-08-3,2123,KANBAN-00022,Engine Plant DE,Assembly Plant MX
MAT-882537,E-27-1,1266,KANBAN-00023,Engine Plant DE,Assembly Plant MX
MAT-526267,F-21-1,4842,KANBAN-00024,Engine Plant DE,Assembly Plant MX
MAT-493604,D-02-5,3218,KANBAN-00025,Engine Plant DE,Assembly Plant MX
MAT-946104,H-21-2,2123,KANBAN-00026,Engine Plant DE,Assembly Plant MX
MAT-458774,C-12-5,3074,KANBAN-00027,Engine Plant DE,Assembly Plant MX
MAT-822235,A-12-1,1553,KANBAN-00028,Engine Plant DE,Assembly Plant MX
MAT-549257,E-23-1,3345,KANBAN-00029,Engine Plant DE,Assembly Plant MX
MAT-343266,D-21-1,2393,KANBAN-00030,Engine Plant DE,Assembly Plant MX
MAT-135526,D-07-3,3461,KANBAN-00031,Engine Plant DE,Assembly Plant MX
MAT-162735,D-03-1,2760,KANBAN-00032,Engine Plant DE,Assembly Plant MX
MAT-739335,H-25-4,674,KANBAN-00033,Engine Plant DE,Assembly Plant MX
MAT-658554,B-22-4,635,KANBAN-00034,Engine Plant DE,Assembly Plant MX
MAT-822561,E-10-3,2713,KANBAN-00035,Engine Plant DE,Assembly Plant MX
MAT-439515,H-27-1,3162,KANBAN-00036,Engine Plant DE,Assembly Plant MX
MAT-892348,E-17-3,1863,KANBAN-00037,Engine Plant DE,Assembly Plant MX
MAT-652734,C-25-2,1820,KANBAN-00038,Engine Plant DE,Assembly Plant MX
MAT-656842,D-12-4,1786,KANBAN-00039,Engine Plant DE,Assembly Plant MX
MAT-113751,D-08-4,3414,KANBAN-00040,Engine Plant DE,Assembly Plant MX
MAT-647514,B-14-5,3378,KANBAN-00041,Engine Plant DE,Assembly Plant MX
MAT-570758,H-03-5,645,KANBAN-00042,Engine Plant DE,Assembly Plant MX
MAT-239550,B-21-5,1391,KANBAN-00043,Engine Plant DE,Assembly Plant MX
MAT-477528,G-16-2,3831,KANBAN-00044,Engine Plant DE,Assembly Plant MX
MAT-555339,C-23-2,2447,KANBAN-00045,Engine Plant DE,Assembly Plant MX
MAT-141493,E-04-4,760,KANBAN-00046,Engine Plant DE,Assembly Plant MX
MAT-652540,A-15-2,2749,KANBAN-00047,Engine Plant DE,Assembly Plant MX
MAT-949501,E-02-2,884,KANBAN-00048,Engine Plant DE,Assembly Plant MX
MAT-659955,G-22-2,2114,KANBAN-00049,Engine Plant DE,Assembly Plant MX
MAT-326674,F-05-2,2343,KANBAN-00050,Engine Plant DE,Assembly Plant MX
MAT-277847,H-13-4,2454,KANBAN-00051,Engine Plant DE,Assembly Plant MX
MAT-751389,D-23-2,4285,KANBAN-00052,Engine Plant DE,Assembly Plant MX
MAT-934693,E-14-5,4347,KANBAN-00053,Engine Plant DE,Assembly Plant MX
MAT-835905,H-22-5,2175,KANBAN-00054,Engine Plant DE,Assembly Plant MX
MAT-743313,B-18-1,1768,KANBAN-00055,Engine Plant DE,Assembly Plant MX
MAT-525600,D-12-5,542,KANBAN-00056,Engine Plant DE,Assembly Plant MX
MAT-613778,E-14-4,893,KANBAN-00057,Engine Plant DE,Assembly Plant MX
MAT-339888,B-07-4,2286,KANBAN-00058,Engine Plant DE,Assembly Plant MX
MAT-223018,D-12-2,4849,KANBAN-00059,Engine Plant DE,Assembly Plant MX
MAT-385858,A-01-3,3139,KANBAN-00060,Engine Plant DE,Assembly Plant MX
MAT-318692,H-27-1,2531,KANBAN-00061,Engine Plant DE,Assembly Plant MX
MAT-981438,G-17-4,347,KANBAN-00062,Engine Plant DE,Assembly Plant MX
MAT-475011,D-16-4,2457,KANBAN-00063,Engine Plant DE,Assembly Plant MX
MAT-500978,A-19-1,3672,KANBAN-00064,Engine Plant DE,Assembly Plant MX
MAT-624519,B-04-2,3302,KANBAN-00065,Engine Plant DE,Assembly Plant MX
MAT-234974,F-14-1,4927,KANBAN-00066,Engine Plant DE,Assembly Plant MX
MAT-133157,A-07-4,2874,KANBAN-00067,Engine Plant DE,Assembly Plant MX
MAT-545896,E-13-2,3937,KANBAN-00068,Engine Plant DE,Assembly Plant MX
MAT-843646,G-09-4,3955,KANBAN-00069,Engine Plant DE,Assembly Plant MX
MAT-301385,D-01-2,435,KANBAN-00070,Engine Plant DE,Assembly Plant MX
MAT-746293,D-27-5,1493,KANBAN-00071,Engine Plant DE,Assembly Plant MX
MAT-636508,A-26-5,1729,KANBAN-00072,Engine Plant DE,Assembly Plant MX
MAT-484064,H-29-1,2610,KANBAN-00073,Engine Plant DE,Assembly Plant MX
MAT-297111,E-24-3,4221,KANBAN-00074,Engine Plant DE,Assembly Plant MX
MAT-146884,F-02-3,2827,KANBAN-00075,Engine Plant DE,Assembly Plant MX
MAT-499340,A-20-3,1264,KANBAN-00076,Engine Plant DE,Assembly Plant MX
MAT-355016,D-07-3,2277,KANBAN-00077,Engine Plant DE,Assembly Plant MX
MAT-709099,A-05-2,4080,KANBAN-00078,Engine Plant DE,Assembly Plant MX
MAT-297766,B-07-2,2357,KANBAN-00079,Engine Plant DE,Assembly Plant MX
MAT-254266,D-06-3,1174,KANBAN-00080,Engine Plant DE,Assembly Plant MX
MAT-327193,H-22-5,4108,KANBAN-00081,Engine Plant DE,Assembly Plant MX
MAT-617366,G-22-5,3972,KANBAN-00082,Engine Plant DE,Assembly Plant MX
MAT-851125,D-13-5,1465,KANBAN-00083,Engine Plant DE,Assembly Plant MX
MAT-698798,F-24-2,1666,KANBAN-00084,Engine Plant DE,Assembly Plant MX
MAT-217674,C-14-1,660,KANBAN-00085,Engine Plant DE,Assembly Plant MX
MAT-822213,F-28-2,485,KANBAN-00086,Engine Plant DE,Assembly Plant MX
MAT-867482,B-09-5,997,KANBAN-00087,Engine Plant DE,Assembly Plant MX
MAT-316915,F-19-2,981,KANBAN-00088,Engine Plant DE,Assembly Plant MX
MAT-320889,H-09-5,82,KANBAN-00089,Engine Plant DE,Assembly Plant MX
MAT-233068,G-11-3,1340,KANBAN-00090,Engine Plant DE,Assembly Plant MX
MAT-375330,D-02-1,3388,KANBAN-00091,Engine Plant DE,Assembly Plant MX
MAT-417762,A-28-5,2439,KANBAN-00092,Engine Plant DE,Assembly Plant MX
MAT-572182,H-02-1,2099,KANBAN-00093,Engine Plant DE,Assembly Plant MX
MAT-549940,B-01-5,2716,KANBAN-00094,Engine Plant DE,Assembly Plant MX
MAT-484430,G-29-1,3153,KANBAN-00095,Engine Plant DE,Assembly Plant MX
MAT-603108,H-12-5,2135,KANBAN-00096,Engine Plant DE,Assembly Plant MX
MAT-442574,H-18-4,2923,KANBAN-00097,Engine Plant DE,Assembly Plant MX
MAT-983777,G-29-1,1821,KANBAN-00098,Engine Plant DE,Assembly Plant MX
MAT-289973,E-16-5,4327,KANBAN-00099,Engine Plant DE,Assembly Plant MX
MAT-626507,F-13-1,886,KANBAN-00100,Engine Plant DE,Assembly Plant MX
MAT-422367,F-27-5,2762,KANBAN-00101,Engine Plant DE,Assembly Plant MX
MAT-606631,H-14-2,836,KANBAN-00102,Engine Plant DE,Assembly Plant MX
MAT-844572,H-05-3,3028,KANBAN-00103,Engine Plant DE,Assembly Plant MX
MAT-615101,B-07-2,203,KANBAN-00104,Engine Plant DE,Assembly Plant MX
MAT-871475,A-07-1,3429,KANBAN-00105,Engine Plant DE,Assembly Plant MX
MAT-471848,D-24-3,1449,KANBAN-00106,Engine Plant DE,Assembly Plant MX
MAT-793010,A-25-4,344,KANBAN-00107,Engine Plant DE,Assembly Plant MX
MAT-317228,E-08-5,3220,KANBAN-00108,Engine Plant DE,Assembly Plant MX
MAT-585534,C-02-5,3793,KANBAN-00109,Engine Plant DE,Assembly Plant MX
MAT-805765,G-27-4,4351,KANBAN-00110,Engine Plant DE,Assembly Plant MX
MAT-582108,C-08-4,1129,KANBAN-00111,Engine Plant DE,Assembly Plant MX
MAT-112671,G-20-1,2699,KANBAN-00112,Engine Plant DE,Assembly Plant MX
MAT-191289,H-01-2,2003,KANBAN-00113,Engine Plant DE,Assembly Plant MX
MAT-830526,D-13-2,3835,KANBAN-00114,Engine Plant DE,Assembly Plant MX
MAT-860552,B-06-5,2916,KANBAN-00115,Engine Plant DE,Assembly Plant MX
MAT-305485,A-04-1,3324,KANBAN-00116,Engine Plant DE,Assembly Plant MX
MAT-991034,B-22-2,482,KANBAN-00117,Engine Plant DE,Assembly Plant MX
MAT-355511,D-22-4,4073,KANBAN-00118,Engine Plant DE,Assembly Plant MX
MAT-465514,F-02-4,3982,KANBAN-00119,Engine Plant DE,Assembly Plant MX
MAT-140401,C-02-3,3005,KANBAN-00120,Engine Plant DE,Assembly Plant MX
