MaterialNumber,StorageBin,QtyOnHand,KanbanCardID,IssuingPlant,ReceivingPlant
MAT-605891,A-08-4,4854,KANBAN-00062,Paint Shop DE,Assembly Plant DE
MAT-730902,C-11-1,3643,KANBAN-00063,Paint Shop DE,Assembly Plant DE
MAT-979204,E-01-3,2585,KANBAN-00064,Paint Shop DE,Assembly Plant DE
MAT-491092,G-29-1,3540,KANBAN-00065,Paint Shop DE,Assembly Plant DE
MAT-396433,F-08-2,4213,KANBAN-00066,Paint Shop DE,Assembly Plant DE
MAT-373205,H-11-5,4322,KANBAN-00067,Paint Shop DE,Assembly Plant DE
MAT-472883,H-22-1,575,KANBAN-00068,Paint Shop DE,Assembly Plant DE
MAT-960671,D-21-3,724,KANBAN-00069,Paint Shop DE,Assembly Plant DE
MAT-665915,A-18-3,4863,KANBAN-00070,Paint Shop DE,Assembly Plant DE
MAT-665087,F-03-3,4292,KANBAN-00071,Paint Shop DE,Assembly Plant DE
MAT-497698,A-07-3,4907,KANBAN-00072,Paint Shop DE,Assembly Plant DE
MAT-449187,B-22-2,334,KANBAN-00073,Paint Shop DE,Assembly Plant DE
MAT-243371,E-25-4,1144,KANBAN-00074,Paint Shop DE,Assembly Plant DE
MAT-948975,C-19-1,4957,KANBAN-00075,Paint Shop DE,Assembly Plant DE
MAT-774177,G-02-5,4258,KANBAN-00076,Paint Shop DE,Assembly Plant DE
MAT-557841,H-09-1,3869,KANBAN-00077,Paint Shop DE,Assembly Plant DE
MAT-821609,F-29-1,4747,KANBAN-00078,Paint Shop DE,Assembly Plant DE
MAT-520292,A-03-5,1650,KANBAN-00079,Paint Shop DE,Assembly Plant DE
MAT-624229,C-04-4,221,KANBAN-00080,Paint Shop DE,Assembly Plant DE
MAT-681392,F-13-4,2459,KANBAN-00081,Paint Shop DE,Assembly Plant DE
MAT-175771,E-20-4,554,KANBAN-00082,Paint Shop DE,Assembly Plant DE
MAT-564567,B-19-5,4818,KANBAN-00083,Paint Shop DE,Assembly Plant DE
MAT-760282,D-26-4,4150,KANBAN-00084,Paint Shop DE,Assembly Plant DE
MAT-859102,G-23-4,3179,KANBAN-00085,Paint Shop DE,Assembly Plant DE
MAT-535406,E-05-1,2442,KANBAN-00086,Paint Shop DE,Assembly Plant DE
MAT-485786,F-26-2,634,KANBAN-00001,Paint Shop DE,Assembly Plant IN
MAT-484279,B-01-2,4924,KANBAN-00002,Paint Shop DE,Assembly Plant IN
MAT-369681,D-19-5,2637,KANBAN-00003,Paint Shop DE,Assembly Plant IN
MAT-922565,F-23-2,500,KANBAN-00004,Paint Shop DE,Assembly Plant IN
MAT-741806,D-22-4,2118,KANBAN-00005,Paint Shop DE,Assembly Plant IN
MAT-994969,E-25-5,3191,KANBAN-00006,Paint Shop DE,Assembly Plant IN
MAT-785285,A-10-5,2427,KANBAN-00007,Paint Shop DE,Assembly Plant IN
MAT-427935,C-17-5,4093,KANBAN-00008,Paint Shop DE,Assembly Plant IN
MAT-699868,D-25-5,3336,KANBAN-00009,Paint Shop DE,Assembly Plant IN
MAT-687680,F-05-1,4161,KANBAN-00010,Paint Shop DE,Assembly Plant IN
MAT-933177,A-13-1,1873,KANBAN-00011,Paint Shop DE,Assembly Plant IN
MAT-488247,E-13-3,3232,KANBAN-00012,Paint Shop DE,Assembly Plant IN
MAT-808958,C-04-5,3341,KANBAN-00013,Paint Shop DE,Assembly Plant IN
MAT-158750,B-27-2,3102,KANBAN-00014,Paint Shop DE,Assembly Plant IN
MAT-853914,F-05-3,325,KANBAN-00015,Paint Shop DE,Assembly Plant IN
MAT-399705,B-12-3,1210,KANBAN-00016,Paint Shop DE,Assembly Plant IN
MAT-317445,E-25-5,1222,KANBAN-00017,Paint Shop DE,Assembly Plant IN
MAT-852375,G-02-3,3950,KANBAN-00018,Paint Shop DE,Assembly Plant IN
MAT-865660,H-27-1,2201,KANBAN-00019,Paint Shop DE,Assembly Plant IN
MAT-501824,G-21-2,1335,KANBAN-00020,Paint Shop DE,Assembly Plant IN
MAT-548894,F-27-5,1197,KANBAN-00021,Paint Shop DE,Assembly Plant IN
MAT-617847,H-23-5,3494,KANBAN-00022,Paint Shop DE,Assembly Plant IN
MAT-515618,G-27-1,565,KANBAN-00023,Paint Shop DE,Assembly Plant IN
MAT-626267,F-13-4,4800,KANBAN-00024,Paint Shop DE,Assembly Plant IN
MAT-340494,B-17-5,621,KANBAN-00025,Paint Shop DE,Assembly Plant IN
MAT-145111,E-01-5,3536,KANBAN-00026,Paint Shop DE,Assembly Plant IN
MAT-960240,H-28-1,1746,KANBAN-00027,Paint Shop DE,Assembly Plant IN
MAT-288636,B-05-4,2738,KANBAN-00028,Paint Shop DE,Assembly Plant IN
MAT-714034,E-18-5,3875,KANBAN-00029,Paint Shop DE,Assembly Plant IN
MAT-905498,D-18-1,4327,KANBAN-00030,Paint Shop DE,Assembly Plant IN
MAT-518526,B-01-5,599,KANBAN-00031,Paint Shop DE,Assembly Plant IN
MAT-215114,G-27-2,1315,KANBAN-00032,Paint Shop DE,Assembly Plant IN
MAT-307620,B-29-5,1327,KANBAN-00033,Paint Shop DE,Assembly Plant IN
MAT-480602,D-03-5,4883,KANBAN-00034,Paint Shop DE,Assembly Plant IN
MAT-220464,B-25-4,203,KANBAN-00035,Paint Shop DE,Assembly Plant IN
MAT-607349,B-20-3,173,KANBAN-00036,Paint Shop DE,Assembly Plant IN
MAT-480243,A-21-5,4888,KANBAN-00037,Paint Shop DE,Assembly Plant IN
MAT-998619,D-06-2,2844,KANBAN-00038,Paint Shop DE,Assembly Plant IN
MAT-585814,H-19-3,4548,KANBAN-00039,Paint Shop DE,Assembly Plant IN
MAT-189655,B-06-4,687,KANBAN-00040,Paint Shop DE,Assembly Plant IN
MAT-218368,F-08-1,435,KANBAN-00041,Paint Shop DE,Assembly Plant IN
MAT-380968,A-03-1,4677,KANBAN-00042,Paint Shop DE,Assembly Plant IN
MAT-781722,B-21-4,4278,KANBAN-00043,Paint Shop DE,Assembly Plant IN
MAT-524158,H-06-3,3088,KANBAN-00044,Paint Shop DE,Assembly Plant IN
MAT-998700,E-10-2,883,KANBAN-00045,Paint Shop DE,Assembly Plant IN
MAT-709567,H-24-1,3075,KANBAN-00046,Paint Shop DE,Assembly Plant IN
MAT-855119,A-05-1,3319,KANBAN-00047,Paint Shop DE,Assembly Plant IN
MAT-754713,B-21-2,845,KANBAN-00048,Paint Shop DE,Assembly Plant IN
MAT-417538,B-26-2,2606,KANBAN-00049,Paint Shop DE,Assembly Plant IN
MAT-337696,F-14-3,931,KANBAN-00050,Paint Shop DE,Assembly Plant IN
MAT-699800,H-23-1,3635,KANBAN-00051,Paint Shop DE,Assembly Plant IN
MAT-250557,A-23-4,1608,KANBAN-00052,Paint Shop DE,Assembly Plant IN
MAT-704234,C-12-3,1691,KANBAN-00053,Paint Shop DE,Assembly Plant IN
MAT-712310,H-10-3,4659,KANBAN-00054,Paint Shop DE,Assembly Plant IN
MAT-739685,D-16-4,607,KANBAN-00055,Paint Shop DE,Assembly Plant IN
MAT-499102,B-20-1,111,KANBAN-00056,Paint Shop DE,Assembly Plant IN
MAT-389082,F-20-1,3245,KANBAN-00057,Paint Shop DE,Assembly Plant IN
MAT-377068,H-24-2,2793,KANBAN-00058,Paint Shop DE,Assembly Plant IN
MAT-534948,F-24-3,4158,KANBAN-00059,Paint Shop DE,Assembly Plant IN
MAT-537058,A-21-3,1182,KANBAN-00060,Paint Shop DE,Assembly Plant IN
MAT-907714,E-11-2,1012,KANBAN-00061,Paint Shop DE,Assembly Plant IN
MAT-820440,A-17-2,2165,KANBAN-00062,Paint Shop DE,Assembly Plant IN
MAT-353133,F-02-3,1132,KANBAN-00063,Paint Shop DE,Assembly Plant IN
MAT-749878,F-23-2,1834,KANBAN-00064,Paint Shop DE,Assembly Plant IN
MAT-142802,A-17-4,2697,KANBAN-00065,Paint Shop DE,Assembly Plant IN
MAT-163633,D-27-5,2489,KANBAN-00066,Paint Shop DE,Assembly Plant IN
MAT-539000,F-15-3,2093,KANBAN-00067,Paint Shop DE,Assembly Plant IN
MAT-761148,A-22-5,1191,KANBAN-00068,Paint Shop DE,Assembly Plant IN
MAT-756474,H-17-5,3886,KANBAN-00069,Paint Shop DE,Assembly Plant IN
MAT-454156,G-13-4,806,KANBAN-00070,Paint Shop DE,Assembly Plant IN
MAT-890121,C-14-2,1702,KANBAN-00071,Paint Shop DE,Assembly Plant IN
MAT-406200,G-21-5,1051,KANBAN-00072,Paint Shop DE,Assembly Plant IN
MAT-714718,E-16-5,1230,KANBAN-00073,Paint Shop DE,Assembly Plant IN
MAT-361938,B-28-3,1584,KANBAN-00074,Paint Shop DE,Assembly Plant IN
MAT-491701,H-02-5,922,KANBAN-00075,Paint Shop DE,Assembly Plant IN
MAT-848988,H-24-5,343,KANBAN-00076,Paint Shop DE,Assembly Plant IN
MAT-883900,C-08-2,1700,KANBAN-00077,Paint Shop DE,Assembly Plant IN
MAT-152923,H-10-4,1452,KANBAN-00078,Paint Shop DE,Assembly Plant IN
MAT-121319,C-14-5,2130,KANBAN-00079,Paint Shop DE,Assembly Plant IN
MAT-119823,H-06-1,3132,KANBAN-00080,Paint Shop DE,Assembly Plant IN
MAT-217068,C-26-1,226,KANBAN-00081,Paint Shop DE,Assembly Plant IN
MAT-167068,G-26-4,3241,KANBAN-00082,Paint Shop DE,Assembly Plant IN
MAT-468226,B-01-2,3935,KANBAN-00083,Paint Shop DE,Assembly Plant IN
MAT-955661,H-20-2,4589,KANBAN-00084,Paint Shop DE,Assembly Plant IN
MAT-396655,F-16-2,2281,KANBAN-00085,Paint Shop DE,Assembly Plant IN
MAT-148222,G-22-2,1247,KANBAN-00086,Paint Shop DE,Assembly Plant IN
MAT-399016,D-22-1,2425,KANBAN-00087,Paint Shop DE,Assembly Plant IN
MAT-172243,B-07-4,3098,KANBAN-00088,Paint Shop DE,Assembly Plant IN
MAT-865035,D-20-4,774,KANBAN-00089,Paint Shop DE,Assembly Plant IN
MAT-393073,H-14-3,709,KANBAN-00090,Paint Shop DE,Assembly Plant IN
MAT-399327,G-16-3,3706,KANBAN-00091,Paint Shop DE,Assembly Plant IN
MAT-636499,E-20-3,1574,KANBAN-00092,Paint Shop DE,Assembly Plant IN
MAT-868319,B-22-2,3853,KANBAN-00093,Paint Shop DE,Assembly Plant IN
MAT-488697,A-19-4,513,KANBAN-00094,Paint Shop DE,Assembly Plant IN
MAT-431859,H-12-5,3396,KANBAN-00095,Paint Shop DE,Assembly Plant IN
MAT-992463,B-27-4,968,KANBAN-00096,Paint Shop DE,Assembly Plant IN
MAT-542743,D-06-3,3553,KANBAN-00097,Paint Shop DE,Assembly Plant IN
MAT-957518,D-19-4,872,KANBAN-00098,Paint Shop DE,Assembly Plant IN
MAT-505913,H-23-2,4831,KANBAN-00099,Paint Shop DE,Assembly Plant IN
MAT-915474,G-26-1,3532,KANBAN-00100,Paint Shop DE,Assembly Plant IN
MAT-633120,C-23-3,3455,KANBAN-00101,Paint Shop DE,Assembly Plant IN
MAT-248551,D-13-4,1934,KANBAN-00102,Paint Shop DE,Assembly Plant IN
MAT-383922,E-09-1,4264,KANBAN-00103,Paint Shop DE,Assembly Plant IN
MAT-887921,H-01-3,4975,KANBAN-00104,Paint Shop DE,Assembly Plant IN
MAT-171400,H-01-2,2590,KANBAN-00105,Paint Shop DE,Assembly Plant IN
MAT-809133,E-26-1,2426,KANBAN-00106,Paint Shop DE,Assembly Plant IN
MAT-848487,C-14-5,4317,KANBAN-00107,Paint Shop DE,Assembly Plant IN
MAT-822435,A-13-5,4380,KANBAN-00108,Paint Shop DE,Assembly Plant IN
MAT-527057,H-20-4,4475,KANBAN-00109,Paint Shop DE,Assembly Plant IN
MAT-897694,H-29-3,2812,KANBAN-00001,Paint Shop DE,Assembly Plant MX
MAT-752202,D-04-5,1315,KANBAN-00002,Paint Shop DE,Assembly Plant MX
MAT-835102,D-14-2,3115,KANBAN-00003,Paint Shop DE,Assembly Plant MX
MAT-605985,H-15-5,257,KANBAN-00004,Paint Shop DE,Assembly Plant MX
MAT-303690,C-24-2,2938,KANBAN-00005,Paint Shop DE,Assembly Plant MX
MAT-922741,D-12-2,3652,KANBAN-00006,Paint Shop DE,Assembly Plant MX
MAT-899304,B-12-2,2032,KANBAN-00007,Paint Shop DE,Assembly Plant MX
MAT-710683,C-06-3,1227,KANBAN-00008,Paint Shop DE,Assembly Plant MX
MAT-178118,D-10-5,688,KANBAN-00009,Paint Shop DE,Assembly Plant MX
MAT-865810,B-04-4,3909,KANBAN-00010,Paint Shop DE,Assembly Plant MX
MAT-809851,E-24-5,1171,KANBAN-00011,Paint Shop DE,Assembly Plant MX
MAT-983319,B-01-1,4701,KANBAN-00012,Paint Shop DE,Assembly Plant MX
MAT-115262,B-06-4,498,KANBAN-00013,Paint Shop DE,Assembly Plant MX
MAT-662741,G-22-2,184,KANBAN-00014,Paint Shop DE,Assembly Plant MX
MAT-357489,H-16-5,903,KANBAN-00015,Paint Shop DE,Assembly Plant MX
MAT-364532,B-25-5,3102,KANBAN-00016,Paint Shop DE,Assembly Plant MX
MAT-540583,C-22-4,366,KANBAN-00017,Paint Shop DE,Assembly Plant MX
MAT-855392,B-21-4,3738,KANBAN-00018,Paint Shop DE,Assembly Plant MX
MAT-899749,D-26-1,2160,KANBAN-00019,Paint Shop DE,Assembly Plant MX
MAT-559178,B-14-4,3781,KANBAN-00020,Paint Shop DE,Assembly Plant MX
MAT-605419,G-28-3,3289,KANBAN-00021,Paint Shop DE,Assembly Plant MX
MAT-606772,G-05-3,2242,KANBAN-00022,Paint Shop DE,Assembly Plant MX
MAT-862638,D-21-1,1561,KANBAN-00023,Paint Shop DE,Assembly Plant MX
MAT-355450,F-26-2,531,KANBAN-00024,Paint Shop DE,Assembly Plant MX
MAT-451543,D-02-1,3682,KANBAN-00025,Paint Shop DE,Assembly Plant MX
MAT-130619,B-05-3,3944,KANBAN-00026,Paint Shop DE,Assembly Plant MX
MAT-674255,D-03-5,3935,KANBAN-00027,Paint Shop DE,Assembly Plant MX
MAT-744733,A-04-3,1417,KANBAN-00028,Paint Shop DE,Assembly Plant MX
MAT-651934,H-08-4,3383,KANBAN-00029,Paint Shop DE,Assembly Plant MX
MAT-710585,E-13-2,2144,KANBAN-00030,Paint Shop DE,Assembly Plant MX
MAT-415342,A-24-1,1993,KANBAN-00031,Paint Shop DE,Assembly Plant MX
MAT-112753,G-09-1,3576,KANBAN-00032,Paint Shop DE,Assembly Plant MX
MAT-137041,H-22-3,1286,KANBAN-00033,Paint Shop DE,Assembly Plant MX
MAT-609601,F-15-1,4366,KANBAN-00034,Paint Shop DE,Assembly Plant MX
MAT-166589,H-02-5,1944,KANBAN-00035,Paint Shop DE,Assembly Plant MX
MAT-782659,A-03-5,2589,KANBAN-00036,Paint Shop DE,Assembly Plant MX
MAT-714774,E-05-1,1793,KANBAN-00037,Paint Shop DE,Assembly Plant MX
MAT-783309,B-14-2,4826,KANBAN-00038,Paint Shop DE,Assembly Plant MX
MAT-523557,E-05-3,889,KANBAN-00039,Paint Shop DE,Assembly Plant MX
MAT-707613,C-20-4,2454,KANBAN-00040,Paint Shop DE,Assembly Plant MX
MAT-937650,D-17-3,4736,KANBAN-00041,Paint Shop DE,Assembly Plant MX
MAT-965582,E-21-4,1040,KANBAN-00042,Paint Shop DE,Assembly Plant MX
MAT-577839,C-09-3,4692,KANBAN-00043,Paint Shop DE,Assembly Plant MX
MAT-650413,H-03-2,3067,KANBAN-00044,Paint Shop DE,Assembly Plant MX
MAT-126868,G-05-1,1848,KANBAN-00045,Paint Shop DE,Assembly Plant MX
MAT-651188,C-02-4,2797,KANBAN-00046,Paint Shop DE,Assembly Plant MX
MAT-663975,C-01-5,1120,KANBAN-00047,Paint Shop DE,Assembly Plant MX
MAT-805456,C-21-5,3247,KANBAN-00048,Paint Shop DE,Assembly Plant MX
MAT-390602,H-24-2,1391,KANBAN-00049,Paint Shop DE,Assembly Plant MX
MAT-119558,H-22-5,3572,KANBAN-00050,Paint Shop DE,Assembly Plant MX
MAT-197115,A-11-4,3588,KANBAN-00051,Paint Shop DE,Assembly Plant MX
MAT-298203,G-06-2,4101,KANBAN-00052,Paint Shop DE,Assembly Plant MX
MAT-333285,F-18-2,1288,KANBAN-00053,Paint Shop DE,Assembly Plant MX
MAT-827752,D-18-3,2487,KANBAN-00054,Paint Shop DE,Assembly Plant MX
MAT-421841,B-23-5,2871,KANBAN-00055,Paint Shop DE,Assembly Plant MX
MAT-449313,E-21-2,547,KANBAN-00056,Paint Shop DE,Assembly Plant MX
MAT-528938,F-17-3,818,KANBAN-00057,Paint Shop DE,Assembly Plant MX
MAT-669763,G-14-2,458,KANBAN-00058,Paint Shop DE,Assembly Plant MX
MAT-438797,A-11-1,3181,KANBAN-00059,Paint Shop DE,Assembly Plant MX
MAT-299259,H-18-5,4399,KANBAN-00060,Paint Shop DE,Assembly Plant MX
MAT-721148,B-14-2,1378,KANBAN-00061,Paint Shop DE,Assembly Plant MX
MAT-471977,G-11-5,164,KANBAN-00062,Paint Shop DE,Assembly Plant MX
MAT-222800,B-21-5,1351,KANBAN-00063,Paint Shop DE,Assembly Plant MX
MAT-775209,E-05-1,2614,KANBAN-00064,Paint Shop DE,Assembly Plant MX
MAT-114641,E-26-1,1731,KANBAN-00065,Paint Shop DE,Assembly Plant MX
MAT-387020,F-17-4,2972,KANBAN-00066,Paint Shop DE,Assembly Plant MX
MAT-463213,A-25-3,947,KANBAN-00067,Paint Shop DE,Assembly Plant MX
MAT-459683,F-09-2,3417,KANBAN-00068,Paint Shop DE,Assembly Plant MX
MAT-860624,G-20-4,3991,KANBAN-00069,Paint Shop DE,Assembly Plant MX
MAT-533219,C-16-2,1407,KANBAN-00070,Paint Shop DE,Assembly Plant MX
MAT-902093,H-13-4,1824,KANBAN-00071,Paint Shop DE,Assembly Plant MX
MAT-932082,H-04-1,4032,KANBAN-00072,Paint Shop DE,Assembly Plant MX
MAT-144465,C-17-2,683,KANBAN-00073,Paint Shop DE,Assembly Plant MX
MAT-559054,H-02-4,4906,KANBAN-00074,Paint Shop DE,Assembly Plant MX
MAT-793850,B-13-4,575,KANBAN-00075,Paint Shop DE,Assembly Plant MX
MAT-991979,H-08-3,957,KANBAN-00076,Paint Shop DE,Assembly Plant MX
MAT-933604,A-24-5,3021,KANBAN-00077,Paint Shop DE,Assembly Plant MX
MAT-206239,C-29-3,393,KANBAN-00078,Paint Shop DE,Assembly Plant MX
MAT-696359,D-20-2,3158,KANBAN-00079,Paint Shop DE,Assembly Plant MX
MAT-487330,B-29-2,1261,KANBAN-00080,Paint Shop DE,Assembly Plant MX
MAT-935549,D-27-4,3121,KANBAN-00081,Paint Shop DE,Assembly Plant MX
MAT-506237,D-13-3,741,KANBAN-00082,Paint Shop DE,Assembly Plant MX
MAT-598375,C-17-2,157,KANBAN-00083,Paint Shop DE,Assembly Plant MX
MAT-743485,D-02-4,3203,KANBAN-00084,Paint Shop DE,Assembly Plant MX
MAT-897438,D-02-4,4281,KANBAN-00085,Paint Shop DE,Assembly Plant MX
MAT-803799,B-15-3,4413,KANBAN-00086,Paint Shop DE,Assembly Plant MX
MAT-781310,A-10-1,1453,KANBAN-00087,Paint Shop DE,Assembly Plant MX
MAT-797892,A-05-4,1952,KANBAN-00088,Paint Shop DE,Assembly Plant MX
MAT-460350,C-16-5,2843,KANBAN-00089,Paint Shop DE,Assembly Plant MX
MAT-962408,A-08-1,2105,KANBAN-00090,Paint Shop DE,Assembly Plant MX
MAT-832566,E-09-2,1648,KANBAN-00091,Paint Shop DE,Assembly Plant MX
MAT-752007,C-01-1,3258,KANBAN-00092,Paint Shop DE,Assembly Plant MX
MAT-476494,C-07-1,188,KANBAN-00093,Paint Shop DE,Assembly Plant MX
MAT-205685,G-11-1,3436,KANBAN-00094,Paint Shop DE,Assembly Plant MX
MAT-525667,B-23-3,506,KANBAN-00095,Paint Shop DE,Assembly Plant MX
MAT-844946,D-03-4,4766,KANBAN-00096,Paint Shop DE,Assembly Plant MX
MAT-341970,A-13-1,3843,KANBAN-00097,Paint Shop DE,Assembly Plant MX
MAT-240554,F-29-3,2386,KANBAN-00098,Paint Shop DE,Assembly Plant MX
MAT-293269,H-23-5,1370,KANBAN-00099,Paint Shop DE,Assembly Plant MX
MAT-276590,H-19-1,1164,KANBAN-00100,Paint Shop DE,Assembly Plant MX
MAT-609993,C-03-1,3871,KANBAN-00101,Paint Shop DE,Assembly Plant MX
MAT-287631,D-28-1,885,KANBAN-00102,Paint Shop DE,Assembly Plant MX
MAT-955091,C-04-1,4106,KANBAN-00103,Paint Shop DE,Assembly Plant MX
MAT-106791,H-18-1,4255,KANBAN-00104,Paint Shop DE,Assembly Plant MX
MAT-182257,B-20-2,1097,KANBAN-00105,Paint Shop DE,Assembly Plant MX
MAT-386762,A-17-5,232,KANBAN-00106,Paint Shop DE,Assembly Plant MX
MAT-508899,F-08-3,3789,KANBAN-00107,Paint Shop DE,Assembly Plant MX
MAT-916935,H-03-4,1530,KANBAN-00108,Paint Shop DE,Assembly Plant MX
MAT-407920,H-15-5,3446,KANBAN-00109,Paint Shop DE,Assembly Plant MX
MAT-254205,C-18-4,978,KANBAN-00110,Paint Shop DE,Assembly Plant MX
MAT-907859,F-09-3,1360,KANBAN-00111,Paint Shop DE,Assembly Plant MX
MAT-270044,E-01-1,585,KANBAN-00112,Paint Shop DE,Assembly Plant MX
MAT-975547,B-05-1,284,KANBAN-00113,Paint Shop DE,Assembly Plant MX
MAT-169288,B-09-3,486,KANBAN-00114,Paint Shop DE,Assembly Plant MX
MAT-238052,G-19-5,3708,KANBAN-00115,Paint Shop DE,Assembly Plant MX
MAT-844411,H-08-5,1053,KANBAN-00116,Paint Shop DE,Assembly Plant MX
MAT-851169,D-21-2,782,KANBAN-00117,Paint Shop DE,Assembly Plant MX
MAT-793119,F-02-5,4408,KANBAN-00118,Paint Shop DE,Assembly Plant MX
MAT-265605,H-08-2,2668,KANBAN-00119,Paint Shop DE,Assembly Plant MX
MAT-425611,G-08-4,2034,KANBAN-00120,Paint Shop DE,Assembly Plant MX
MAT-202503,C-01-1,3419,KANBAN-00121,Paint Shop DE,Assembly Plant MX
MAT-304047,C-10-2,3780,KANBAN-00122,Paint Shop DE,Assembly Plant MX
