OrderRef,EquipID,Type,DowntimeMinutes,MTBFHours,LinkedAssetRef
WO-2070052,ASSET-00010,Preventive,0,,000070000009
WO-2070053,ASSET-00010,Preventive,0,,000070000009
WO-2070054,ASSET-00010,Preventive,0,,000070000009
WO-2070055,ASSET-00010,Corrective,70,423,000070000009
WO-2070056,ASSET-00010,Preventive,0,,000070000009
WO-2070057,ASSET-00010,Preventive,0,,000070000009
WO-2070058,ASSET-00011,Emergency,391,234,000070000010
WO-2070059,ASSET-00011,Preventive,0,,000070000010
WO-2070060,ASSET-00011,Preventive,0,,000070000010
WO-2070061,ASSET-00011,Preventive,0,,000070000010
WO-2070062,ASSET-00011,Emergency,369,1098,000070000010
WO-2070063,ASSET-00011,Preventive,0,,000070000010
WO-2070064,ASSET-00012,Corrective,44,1252,000070000011
WO-2070065,ASSET-00012,Corrective,113,404,000070000011
WO-2070066,ASSET-00012,Corrective,102,353,000070000011
WO-2070067,ASSET-00013,Preventive,0,,000070000012
WO-2070068,ASSET-00013,Preventive,0,,000070000012
WO-2070069,ASSET-00013,Preventive,0,,000070000012
WO-2070070,ASSET-00013,Corrective,202,866,000070000012
WO-2070071,ASSET-00014,Corrective,115,360,000070000013
WO-2070072,ASSET-00014,Corrective,144,590,000070000013
WO-2070073,ASSET-00014,Emergency,494,373,000070000013
WO-2070074,ASSET-00014,Preventive,0,,000070000013
WO-2070075,ASSET-00014,Corrective,36,514,000070000013
WO-2070076,ASSET-00014,Emergency,105,1972,000070000013
WO-2070077,ASSET-00014,Preventive,0,,000070000013
WO-2070078,ASSET-00015,Preventive,0,,000070000014
WO-2070079,ASSET-00015,Corrective,136,1834,000070000014
WO-2070080,ASSET-00015,Corrective,139,818,000070000014
WO-2070081,ASSET-00015,Preventive,0,,000070000014
WO-2070082,ASSET-00015,Preventive,0,,000070000014
WO-2070083,ASSET-00015,Corrective,209,923,000070000014
WO-2070084,ASSET-00016,Preventive,0,,000070000015
WO-2070085,ASSET-00016,Emergency,554,845,000070000015
WO-2070086,ASSET-00016,Corrective,239,649,000070000015
WO-2070087,ASSET-00016,Preventive,0,,000070000015
WO-2070088,ASSET-00016,Preventive,0,,000070000015
WO-2070089,ASSET-00017,Preventive,0,,000070000016
WO-2070090,ASSET-00017,Corrective,147,1024,000070000016
WO-2070091,ASSET-00017,Preventive,0,,000070000016
WO-2070092,ASSET-00017,Corrective,40,889,000070000016
WO-2070093,ASSET-00017,Corrective,189,687,000070000016
WO-2070094,ASSET-00018,Preventive,0,,000070000018
WO-2070095,ASSET-00018,Preventive,0,,000070000018
WO-2070096,ASSET-00018,Corrective,77,637,000070000018
WO-2070097,ASSET-00018,Emergency,146,824,000070000018
WO-2070098,ASSET-00018,Preventive,0,,000070000018
WO-2070099,ASSET-00018,Corrective,64,761,000070000018
WO-2070100,ASSET-00018,Preventive,0,,000070000018
WO-2070101,ASSET-00019,Preventive,0,,000070000019
WO-2070102,ASSET-00019,Corrective,101,1748,000070000019
WO-2070103,ASSET-00019,Preventive,0,,000070000019
WO-2070104,ASSET-00020,Preventive,0,,000070000020
WO-2070105,ASSET-00020,Preventive,0,,000070000020
WO-2070106,ASSET-00020,Corrective,182,1355,000070000020
WO-2070107,ASSET-00020,Corrective,164,1092,000070000020
WO-2070108,ASSET-00021,Corrective,155,1793,000070000021
WO-2070109,ASSET-00021,Preventive,0,,000070000021
WO-2070110,ASSET-00021,Corrective,173,1964,000070000021
WO-2070111,ASSET-00021,Preventive,0,,000070000021
WO-2070112,ASSET-00021,Preventive,0,,000070000021
WO-2070113,ASSET-00021,Preventive,0,,000070000021
WO-2070114,ASSET-00022,Corrective,185,1998,000070000022
WO-2070115,ASSET-00022,Preventive,0,,000070000022
WO-2070116,ASSET-00022,Preventive,0,,000070000022
WO-2070117,ASSET-00023,Corrective,200,633,000070000023
WO-2070118,ASSET-00023,Preventive,0,,000070000023
WO-2070119,ASSET-00023,Preventive,0,,000070000023
WO-2070120,ASSET-00023,Preventive,0,,000070000023
WO-2070121,ASSET-00023,Preventive,0,,000070000023
WO-2070122,ASSET-00023,Preventive,0,,000070000023
WO-2070123,ASSET-00023,Preventive,0,,000070000023
WO-2070124,ASSET-00024,Emergency,438,1655,000070000024
WO-2070125,ASSET-00024,Preventive,0,,000070000024
WO-2070126,ASSET-00024,Preventive,0,,000070000024
WO-2070127,ASSET-00025,Corrective,170,230,000070000025
WO-2070128,ASSET-00025,Preventive,0,,000070000025
WO-2070129,ASSET-00025,Preventive,0,,000070000025
WO-2070130,ASSET-00026,Preventive,0,,000070000026
WO-2070131,ASSET-00026,Corrective,150,829,000070000026
WO-2070132,ASSET-00026,Preventive,0,,000070000026
WO-2070133,ASSET-00026,Corrective,220,1132,000070000026
WO-2070134,ASSET-00026,Preventive,0,,000070000026
WO-2070135,ASSET-00027,Corrective,211,1420,
WO-2070136,ASSET-00027,Preventive,0,,
WO-2070137,ASSET-00027,Preventive,0,,
WO-2070138,ASSET-00027,Preventive,0,,
WO-2070139,ASSET-00027,Corrective,72,1677,
WO-2070140,ASSET-00027,Preventive,0,,
WO-2070141,ASSET-00028,Preventive,0,,
WO-2070142,ASSET-00028,Corrective,207,968,
WO-2070143,ASSET-00028,Preventive,0,,
WO-2070144,ASSET-00028,Preventive,0,,
WO-2070145,ASSET-00028,Preventive,0,,
WO-2070146,ASSET-00029,Preventive,0,,
WO-2070147,ASSET-00029,Corrective,107,1345,
WO-2070148,ASSET-00029,Corrective,72,422,
WO-2070149,ASSET-00029,Preventive,0,,
WO-2070150,ASSET-00030,Corrective,168,1452,000070000027
WO-2070151,ASSET-00030,Preventive,0,,000070000027
WO-2070152,ASSET-00030,Corrective,117,491,000070000027
WO-2070153,ASSET-00031,Corrective,42,457,000070000028
WO-2070154,ASSET-00031,Preventive,0,,000070000028
WO-2070155,ASSET-00031,Preventive,0,,000070000028
WO-2070156,ASSET-00031,Preventive,0,,000070000028
WO-2070157,ASSET-00031,Preventive,0,,000070000028
WO-2070158,ASSET-00031,Preventive,0,,000070000028
WO-2070159,ASSET-00031,Preventive,0,,000070000028
WO-2070160,ASSET-00032,Preventive,0,,000070000029
WO-2070161,ASSET-00032,Corrective,132,264,000070000029
WO-2070162,ASSET-00032,Emergency,84,488,000070000029
WO-2070163,ASSET-00032,Preventive,0,,000070000029
WO-2070164,ASSET-00032,Preventive,0,,000070000029
WO-2070165,ASSET-00033,Preventive,0,,000070000030
WO-2070166,ASSET-00033,Preventive,0,,000070000030
WO-2070167,ASSET-00034,Corrective,231,1464,000070000031
WO-2070168,ASSET-00034,Preventive,0,,000070000031
WO-2070169,ASSET-00034,Preventive,0,,000070000031
WO-2070170,ASSET-00034,Preventive,0,,000070000031
WO-2070171,ASSET-00034,Preventive,0,,000070000031
WO-2070172,ASSET-00035,Preventive,0,,000070000032
WO-2070173,ASSET-00035,Preventive,0,,000070000032
WO-2070174,ASSET-00036,Preventive,0,,000070000033
WO-2070175,ASSET-00036,Preventive,0,,000070000033
WO-2070176,ASSET-00036,Corrective,39,1992,000070000033
WO-2070177,ASSET-00036,Corrective,78,1593,000070000033
WO-2070178,ASSET-00036,Preventive,0,,000070000033
WO-2070179,ASSET-00037,Preventive,0,,000070000034
WO-2070180,ASSET-00037,Preventive,0,,000070000034
WO-2070181,ASSET-00038,Preventive,0,,000070000035
WO-2070182,ASSET-00038,Preventive,0,,000070000035
WO-2070183,ASSET-00038,Preventive,0,,000070000035
WO-2070184,ASSET-00038,Corrective,219,1127,000070000035
WO-2070185,ASSET-00038,Emergency,207,499,000070000035
WO-2070186,ASSET-00039,Corrective,189,1693,000070000036
WO-2070187,ASSET-00039,Preventive,0,,000070000036
WO-2070188,ASSET-00039,Preventive,0,,000070000036
WO-2070189,ASSET-00039,Preventive,0,,000070000036
WO-2070190,ASSET-00039,Preventive,0,,000070000036
WO-2070191,ASSET-00039,Preventive,0,,000070000036
WO-2070192,ASSET-00040,Preventive,0,,000070000037
WO-2070193,ASSET-00040,Corrective,112,386,000070000037
WO-2070194,ASSET-00041,Preventive,0,,000070000038
WO-2070195,ASSET-00041,Preventive,0,,000070000038
WO-2070196,ASSET-00041,Preventive,0,,000070000038
WO-2070197,ASSET-00041,Preventive,0,,000070000038
WO-2070198,ASSET-00042,Preventive,0,,000070000039
WO-2070199,ASSET-00042,Corrective,196,1449,000070000039
WO-2070200,ASSET-00042,Preventive,0,,000070000039
WO-2070201,ASSET-00042,Preventive,0,,000070000039
WO-2070202,ASSET-00042,Corrective,215,289,000070000039
WO-2070203,ASSET-00043,Corrective,128,1404,
WO-2070204,ASSET-00043,Preventive,0,,
WO-2070205,ASSET-00043,Preventive,0,,
WO-2070206,ASSET-00044,Corrective,104,801,000070000040
WO-2070207,ASSET-00044,Corrective,145,789,000070000040
WO-2070208,ASSET-00044,Preventive,0,,000070000040
WO-2070209,ASSET-00044,Corrective,152,1910,000070000040
WO-2070210,ASSET-00044,Preventive,0,,000070000040
WO-2070211,ASSET-00044,Emergency,587,1574,000070000040
WO-2070212,ASSET-00044,Corrective,235,957,000070000040
WO-2070213,ASSET-00044,Preventive,0,,000070000040
WO-2070214,ASSET-00044,Preventive,0,,000070000040
WO-2070215,ASSET-00044,Corrective,82,691,000070000040
WO-2070216,ASSET-00045,Preventive,0,,000070000041
WO-2070217,ASSET-00045,Preventive,0,,000070000041
WO-2070218,ASSET-00045,Corrective,204,373,000070000041
WO-2070219,ASSET-00045,Preventive,0,,000070000041
WO-2070220,ASSET-00046,Corrective,223,410,000070000042
WO-2070221,ASSET-00046,Corrective,93,401,000070000042
WO-2070222,ASSET-00046,Corrective,90,697,000070000042
WO-2070223,ASSET-00046,Preventive,0,,000070000042
WO-2070224,ASSET-00046,Corrective,236,1057,000070000042
WO-2070225,ASSET-00046,Preventive,0,,000070000042
WO-2070226,ASSET-00047,Preventive,0,,000070000043
WO-2070227,ASSET-00048,Preventive,0,,000070000044
WO-2070228,ASSET-00048,Corrective,168,1169,000070000044
WO-2070229,ASSET-00048,Preventive,0,,000070000044
WO-2070230,ASSET-00048,Preventive,0,,000070000044
WO-2070231,ASSET-00049,Preventive,0,,000070000045
WO-2070232,ASSET-00049,Preventive,0,,000070000045
WO-2070233,ASSET-00049,Preventive,0,,000070000045
WO-2070234,ASSET-00050,Preventive,0,,
WO-2070235,ASSET-00050,Preventive,0,,
WO-2070236,ASSET-00050,Preventive,0,,
WO-2070237,ASSET-00050,Corrective,106,1702,
WO-2070238,ASSET-00051,Corrective,185,1795,000070000046
WO-2070239,ASSET-00051,Preventive,0,,000070000046
WO-2070240,ASSET-00051,Emergency,414,1523,000070000046
WO-2070241,ASSET-00051,Preventive,0,,000070000046
WO-2070242,ASSET-00051,Emergency,582,1100,000070000046
WO-2070243,ASSET-00051,Emergency,323,499,000070000046
WO-2070244,ASSET-00051,Preventive,0,,000070000046
WO-2070245,ASSET-00052,Emergency,322,859,000070000047
WO-2070246,ASSET-00052,Emergency,525,1019,000070000047
WO-2070247,ASSET-00052,Preventive,0,,000070000047
WO-2070248,ASSET-00052,Preventive,0,,000070000047
WO-2070249,ASSET-00052,Corrective,112,1666,000070000047
WO-2070250,ASSET-00052,Preventive,0,,000070000047
WO-2070251,ASSET-00052,Preventive,0,,000070000047
WO-2070252,ASSET-00052,Preventive,0,,000070000047
WO-2070253,ASSET-00052,Preventive,0,,000070000047
WO-2070254,ASSET-00052,Preventive,0,,000070000047
WO-2070255,ASSET-00053,Corrective,149,877,000070000048
WO-2070256,ASSET-00053,Preventive,0,,000070000048
WO-2070257,ASSET-00054,Preventive,0,,000070000049
WO-2070258,ASSET-00054,Preventive,0,,000070000049
WO-2070259,ASSET-00054,Preventive,0,,000070000049
WO-2070260,ASSET-00054,Corrective,134,1623,000070000049
WO-2070261,ASSET-00054,Preventive,0,,000070000049
WO-2070262,ASSET-00055,Preventive,0,,000070000050
WO-2070263,ASSET-00055,Corrective,33,418,000070000050
WO-2070264,ASSET-00055,Preventive,0,,000070000050
WO-2070265,ASSET-00055,Corrective,65,452,000070000050
WO-2070266,ASSET-00055,Corrective,107,1356,000070000050
WO-2070267,ASSET-00056,Preventive,0,,000070000051
WO-2070268,ASSET-00056,Preventive,0,,000070000051
WO-2070269,ASSET-00056,Preventive,0,,000070000051
WO-2070270,ASSET-00056,Preventive,0,,000070000051
WO-2070271,ASSET-00056,Corrective,219,1163,000070000051
WO-2070272,ASSET-00056,Corrective,193,1429,000070000051
WO-2070273,ASSET-00056,Corrective,81,1087,000070000051
WO-2070274,ASSET-00057,Emergency,363,1608,000070000052
WO-2070275,ASSET-00057,Preventive,0,,000070000052
WO-2070276,ASSET-00057,Preventive,0,,000070000052
WO-2070277,ASSET-00057,Corrective,34,1901,000070000052
WO-2070278,ASSET-00057,Corrective,120,1482,000070000052
WO-2070279,ASSET-00057,Preventive,0,,000070000052
WO-2070280,ASSET-00058,Corrective,125,1004,000070000053
WO-2070281,ASSET-00058,Preventive,0,,000070000053
WO-2070282,ASSET-00058,Preventive,0,,000070000053
WO-2070283,ASSET-00058,Preventive,0,,000070000053
WO-2070284,ASSET-00058,Preventive,0,,000070000053
WO-2070285,ASSET-00058,Preventive,0,,000070000053
WO-2070286,ASSET-00059,Preventive,0,,000070000054
WO-2070287,ASSET-00059,Preventive,0,,000070000054
WO-2070288,ASSET-00059,Corrective,94,1469,000070000054
WO-2070289,ASSET-00059,Emergency,188,1010,000070000054
WO-2070290,ASSET-00059,Preventive,0,,000070000054
WO-2070291,ASSET-00060,Corrective,177,1506,000070000055
WO-2070292,ASSET-00060,Preventive,0,,000070000055
WO-2070293,ASSET-00060,Preventive,0,,000070000055
WO-2070294,ASSET-00060,Corrective,70,1051,000070000055
WO-2070295,ASSET-00061,Preventive,0,,000070000056
WO-2070296,ASSET-00061,Preventive,0,,000070000056
WO-2070297,ASSET-00061,Preventive,0,,000070000056
WO-2070298,ASSET-00062,Corrective,154,1551,000070000057
WO-2070299,ASSET-00062,Emergency,361,1527,000070000057
WO-2070300,ASSET-00062,Preventive,0,,000070000057
WO-2070301,ASSET-00062,Corrective,192,1637,000070000057
WO-2070302,ASSET-00063,Preventive,0,,000070000058
WO-2070303,ASSET-00063,Corrective,203,1163,000070000058
WO-2070304,ASSET-00063,Corrective,58,691,000070000058
WO-2070305,ASSET-00063,Emergency,561,1121,000070000058
WO-2070306,ASSET-00063,Preventive,0,,000070000058
WO-2070307,ASSET-00063,Preventive,0,,000070000058
WO-2070308,ASSET-00064,Preventive,0,,
WO-2070309,ASSET-00064,Corrective,98,814,
WO-2070310,ASSET-00064,Preventive,0,,
WO-2070311,ASSET-00064,Preventive,0,,
WO-2070312,ASSET-00064,Corrective,170,1944,
WO-2070313,ASSET-00065,Preventive,0,,
WO-2070314,ASSET-00065,Preventive,0,,
WO-2070315,ASSET-00065,Preventive,0,,
WO-2070316,ASSET-00066,Corrective,237,791,
WO-2070317,ASSET-00066,Preventive,0,,
WO-2070318,ASSET-00066,Corrective,217,1534,
WO-2070319,ASSET-00066,Preventive,0,,
WO-2070320,ASSET-00066,Corrective,32,1668,
WO-2070321,ASSET-00067,Preventive,0,,000070000059
WO-2070322,ASSET-00067,Corrective,221,483,000070000059
WO-2070323,ASSET-00067,Preventive,0,,000070000059
WO-2070324,ASSET-00067,Preventive,0,,000070000059
WO-2070325,ASSET-00068,Corrective,239,1478,000070000060
WO-2070326,ASSET-00068,Corrective,213,1731,000070000060
WO-2070327,ASSET-00068,Preventive,0,,000070000060
WO-2070328,ASSET-00068,Corrective,70,534,000070000060
WO-2070329,ASSET-00068,Corrective,151,775,000070000060
WO-2070330,ASSET-00069,Preventive,0,,000070000061
WO-2070331,ASSET-00069,Preventive,0,,000070000061
WO-2070332,ASSET-00069,Preventive,0,,000070000061
WO-2070333,ASSET-00069,Corrective,182,278,000070000061
WO-2070334,ASSET-00069,Preventive,0,,000070000061
WO-2070335,ASSET-00069,Preventive,0,,000070000061
WO-2070336,ASSET-00069,Preventive,0,,000070000061
WO-2070337,ASSET-00069,Preventive,0,,000070000061
WO-2070338,ASSET-00069,Preventive,0,,000070000061
WO-2070339,ASSET-00070,Preventive,0,,000070000062
WO-2070340,ASSET-00070,Preventive,0,,000070000062
WO-2070341,ASSET-00070,Preventive,0,,000070000062
WO-2070342,ASSET-00070,Preventive,0,,000070000062
WO-2070343,ASSET-00071,Corrective,133,1384,000070000063
WO-2070344,ASSET-00071,Corrective,218,1823,000070000063
WO-2070345,ASSET-00071,Preventive,0,,000070000063
WO-2070346,ASSET-00071,Corrective,222,1400,000070000063
WO-2070347,ASSET-00072,Preventive,0,,000070000064
WO-2070348,ASSET-00072,Corrective,81,1031,000070000064
WO-2070349,ASSET-00072,Corrective,87,307,000070000064
WO-2070350,ASSET-00072,Corrective,111,1608,000070000064
WO-2070351,ASSET-00072,Preventive,0,,000070000064
WO-2070352,ASSET-00072,Preventive,0,,000070000064
WO-2070353,ASSET-00073,Corrective,74,1497,000070000065
WO-2070354,ASSET-00073,Corrective,212,1879,000070000065
WO-2070355,ASSET-00073,Emergency,241,1701,000070000065
WO-2070356,ASSET-00073,Corrective,235,1448,000070000065
WO-2070357,ASSET-00073,Preventive,0,,000070000065
WO-2070358,ASSET-00073,Preventive,0,,000070000065
WO-2070359,ASSET-00073,Preventive,0,,000070000065
WO-2070360,ASSET-00073,Emergency,209,978,000070000065
WO-2070361,ASSET-00074,Corrective,195,1296,000070000066
WO-2070362,ASSET-00074,Corrective,95,1986,000070000066
WO-2070363,ASSET-00074,Preventive,0,,000070000066
WO-2070364,ASSET-00074,Preventive,0,,000070000066
WO-2070365,ASSET-00074,Preventive,0,,000070000066
WO-2070366,ASSET-00075,Preventive,0,,000070000067
WO-2070367,ASSET-00075,Preventive,0,,000070000067
WO-2070368,ASSET-00076,Preventive,0,,000070000068
WO-2070369,ASSET-00076,Preventive,0,,000070000068
WO-2070370,ASSET-00076,Preventive,0,,000070000068
WO-2070371,ASSET-00076,Corrective,189,1070,000070000068
WO-2070372,ASSET-00076,Preventive,0,,000070000068
WO-2070373,ASSET-00076,Preventive,0,,000070000068
WO-2070374,ASSET-00076,Corrective,83,1640,000070000068
WO-2070375,ASSET-00077,Preventive,0,,000070000069
WO-2070376,ASSET-00077,Corrective,238,302,000070000069
WO-2070377,ASSET-00077,Corrective,113,1202,000070000069
WO-2070378,ASSET-00077,Corrective,169,819,000070000069
WO-2070379,ASSET-00077,Preventive,0,,000070000069
WO-2070380,ASSET-00077,Preventive,0,,000070000069
WO-2070381,ASSET-00077,Preventive,0,,000070000069
WO-2070382,ASSET-00077,Corrective,45,844,000070000069
WO-2070383,ASSET-00077,Preventive,0,,000070000069
WO-2070384,ASSET-00077,Preventive,0,,000070000069
WO-2070385,ASSET-00077,Corrective,125,602,000070000069
WO-2070386,ASSET-00078,Corrective,180,1271,000070000070
WO-2070387,ASSET-00078,Corrective,152,1828,000070000070
WO-2070388,ASSET-00078,Preventive,0,,000070000070
WO-2070389,ASSET-00078,Corrective,206,344,000070000070
WO-2070390,ASSET-00078,Preventive,0,,000070000070
WO-2070391,ASSET-00078,Preventive,0,,000070000070
WO-2070392,ASSET-00078,Preventive,0,,000070000070
WO-2070393,ASSET-00078,Corrective,60,253,000070000070
WO-2070394,ASSET-00078,Corrective,179,238,000070000070
WO-2070395,ASSET-00079,Corrective,58,861,000070000071
WO-2070396,ASSET-00079,Preventive,0,,000070000071
WO-2070397,ASSET-00079,Corrective,240,656,000070000071
WO-2070398,ASSET-00079,Preventive,0,,000070000071
WO-2070399,ASSET-00079,Corrective,204,472,000070000071
WO-2070400,ASSET-00079,Corrective,60,1985,000070000071
WO-2070401,ASSET-00079,Corrective,44,757,000070000071
WO-2070402,ASSET-00080,Corrective,60,777,000070000072
WO-2070403,ASSET-00080,Corrective,152,1776,000070000072
WO-2070404,ASSET-00080,Corrective,199,1840,000070000072
WO-2070405,ASSET-00080,Corrective,157,622,000070000072
WO-2070406,ASSET-00080,Preventive,0,,000070000072
WO-2070407,ASSET-00080,Corrective,184,1014,000070000072
WO-2070408,ASSET-00080,Preventive,0,,000070000072
WO-2070409,ASSET-00080,Corrective,226,1483,000070000072
WO-2070410,ASSET-00081,Preventive,0,,000070000073
WO-2070411,ASSET-00081,Preventive,0,,000070000073
WO-2070412,ASSET-00082,Corrective,70,1218,000070000074
WO-2070413,ASSET-00082,Preventive,0,,000070000074
WO-2070414,ASSET-00082,Emergency,302,1078,000070000074
WO-2070415,ASSET-00082,Corrective,80,1835,000070000074
WO-2070416,ASSET-00083,Corrective,106,594,000070000075
WO-2070417,ASSET-00084,Preventive,0,,000070000076
WO-2070418,ASSET-00084,Corrective,202,1726,000070000076
WO-2070419,ASSET-00084,Corrective,173,1670,000070000076
WO-2070420,ASSET-00084,Emergency,183,867,000070000076
WO-2070421,ASSET-00084,Corrective,199,784,000070000076
WO-2070422,ASSET-00084,Preventive,0,,000070000076
WO-2070423,ASSET-00085,Preventive,0,,
WO-2070424,ASSET-00085,Corrective,65,832,
WO-2070425,ASSET-00085,Corrective,77,405,
WO-2070426,ASSET-00085,Corrective,133,351,
WO-2070427,ASSET-00085,Preventive,0,,
WO-2070428,ASSET-00086,Preventive,0,,000070000077
WO-2070429,ASSET-00086,Preventive,0,,000070000077
WO-2070430,ASSET-00086,Corrective,174,1200,000070000077
WO-2070431,ASSET-00086,Preventive,0,,000070000077
WO-2070432,ASSET-00086,Preventive,0,,000070000077
WO-2070433,ASSET-00086,Preventive,0,,000070000077
WO-2070434,ASSET-00086,Preventive,0,,000070000077
WO-2070435,ASSET-00087,Corrective,62,1319,000070000078
WO-2070436,ASSET-00087,Corrective,238,1722,000070000078
WO-2070437,ASSET-00087,Preventive,0,,000070000078
WO-2070438,ASSET-00087,Corrective,131,287,000070000078
WO-2070439,ASSET-00087,Emergency,572,1797,000070000078
WO-2070440,ASSET-00087,Preventive,0,,000070000078
WO-2070441,ASSET-00088,Corrective,74,1538,000070000079
WO-2070442,ASSET-00088,Preventive,0,,000070000079
WO-2070443,ASSET-00088,Preventive,0,,000070000079
WO-2070444,ASSET-00088,Corrective,78,1589,000070000079
WO-2070445,ASSET-00088,Corrective,118,1635,000070000079
WO-2070446,ASSET-00088,Emergency,396,420,000070000079
WO-2070447,ASSET-00088,Corrective,217,492,000070000079
WO-2070448,ASSET-00088,Preventive,0,,000070000079
WO-2070449,ASSET-00089,Preventive,0,,000070000080
WO-2070450,ASSET-00089,Preventive,0,,000070000080
WO-2070451,ASSET-00089,Preventive,0,,000070000080
WO-2070452,ASSET-00089,Corrective,56,1941,000070000080
WO-2070453,ASSET-00090,Preventive,0,,000070000081
WO-2070454,ASSET-00090,Corrective,67,500,000070000081
WO-2070455,ASSET-00090,Emergency,191,1451,000070000081
WO-2070456,ASSET-00090,Preventive,0,,000070000081
WO-2070457,ASSET-00091,Preventive,0,,000070000082
WO-2070458,ASSET-00091,Emergency,523,1605,000070000082
WO-2070459,ASSET-00091,Preventive,0,,000070000082
WO-2070460,ASSET-00091,Preventive,0,,000070000082
WO-2070461,ASSET-00092,Preventive,0,,000070000083
WO-2070462,ASSET-00092,Corrective,194,1979,000070000083
WO-2070463,ASSET-00092,Corrective,171,1090,000070000083
WO-2070464,ASSET-00092,Preventive,0,,000070000083
WO-2070465,ASSET-00092,Preventive,0,,000070000083
WO-2070466,ASSET-00092,Preventive,0,,000070000083
WO-2070467,ASSET-00092,Corrective,170,940,000070000083
WO-2070468,ASSET-00093,Preventive,0,,000070000084
WO-2070469,ASSET-00093,Emergency,280,1305,000070000084
WO-2070470,ASSET-00093,Emergency,308,1094,000070000084
WO-2070471,ASSET-00093,Corrective,173,1781,000070000084
WO-2070472,ASSET-00094,Corrective,59,701,000070000085
WO-2070473,ASSET-00094,Preventive,0,,000070000085
WO-2070474,ASSET-00094,Emergency,410,1415,000070000085
WO-2070475,ASSET-00094,Preventive,0,,000070000085
WO-2070476,ASSET-00095,Preventive,0,,000070000086
WO-2070477,ASSET-00095,Preventive,0,,000070000086
WO-2070478,ASSET-00095,Corrective,56,725,000070000086
WO-2070479,ASSET-00095,Preventive,0,,000070000086
WO-2070480,ASSET-00095,Preventive,0,,000070000086
WO-2070481,ASSET-00095,Preventive,0,,000070000086
WO-2070482,ASSET-00096,Preventive,0,,000070000087
WO-2070483,ASSET-00096,Corrective,58,455,000070000087
WO-2070484,ASSET-00096,Corrective,31,1810,000070000087
WO-2070485,ASSET-00097,Preventive,0,,000070000088
WO-2070486,ASSET-00097,Preventive,0,,000070000088
WO-2070487,ASSET-00097,Preventive,0,,000070000088
WO-2070488,ASSET-00098,Preventive,0,,000070000089
WO-2070489,ASSET-00098,Preventive,0,,000070000089
WO-2070490,ASSET-00098,Preventive,0,,000070000089
WO-2070491,ASSET-00098,Preventive,0,,000070000089
WO-2070492,ASSET-00098,Preventive,0,,000070000089
