QualityRecordID,Part_No,Defect_Type,Station_Ref,DispositionCode,PPM,EightD_Stage
NCR-DE-00026,MER-HEADLINER-0020,DIM-OUT-OF-TOLERANCE,PS-S01,Rework,44,Closed
NCR-DE-00027,MER-CLUTCH-ASSEMBLY-0033,PAINT-BLISTER,PS-S02,Rework,408,Closed
NCR-DE-00028,MER-PISTONS-0030,PAINT-RUNS,PS-S02,Rework,127,Closed
NCR-DE-00029,MER-EXHAUST-PIPE-0042,PAINT-RUNS,PS-S03,Scrap,342,Open-D8
NCR-DE-00030,MER-MUFFLER-0041,DIM-OUT-OF-TOLERANCE,PS-S02,Rework,450,Open-D6
NCR-DE-00031,MER-INFOTAINMENT-UNI-0025,ELEC-SHORT-CIRCUIT,PS-S03,Rework,343,Open-D1
NCR-DE-00032,MER-BUMPER-REAR-0007,PAINT-BLISTER,PS-S03,Rework,212,Open-D3
NCR-DE-00033,MER-BODY-SHELL-0003,ELEC-CONNECTOR-MISMATE,PS-S02,Rework,421,Closed
NCR-DE-00034,MER-ROTOR-0032,PAINT-BLISTER,PS-S02,Rework,312,Closed
NCR-DE-00035,MER-HOOD-0005,DIM-GAP-FLUSH,PS-S02,Use-As-Is,420,Open-D5
NCR-DE-00036,MER-LOW-VOLTAGE-BATT-0023,ASSY-CROSS-THREAD,PS-S03,Rework,81,Closed
NCR-DE-00037,MER-BUMPER-FRONT-0006,SEAL-LEAK,PS-S01,Rework,481,Closed
NCR-DE-00038,MER-FENDERS-0008,ASSY-MISSING-FASTENER,PS-S04,Scrap,38,Closed
NCR-DE-00039,MER-DASHBOARD-0017,SEAL-LEAK,PS-S03,Rework,195,Closed
NCR-DE-00040,MER-INFOTAINMENT-UNI-0025,WELD-POROSITY,PS-S01,Scrap,234,Closed
NCR-DE-00041,MER-CLUTCH-ASSEMBLY-0033,WELD-POROSITY,PS-S03,Rework,332,Open-D3
NCR-DE-00042,MER-HEADLINER-0020,SEAL-LEAK,PS-S03,Rework,341,Open-D7
NCR-DE-00043,MER-BRAKE-SYSTEM-0012,ELEC-OPEN-CIRCUIT,PS-S03,Scrap,439,Open-D6
NCR-DE-00044,MER-DOOR-PANELS-0019,ASSY-MISSING-FASTENER,PS-S01,Rework,486,Open-D6
NCR-DE-00045,MER-CRANKSHAFT-0029,WELD-MISALIGN,PS-S03,Rework,409,Closed
NCR-DE-00046,MER-CATALYTIC-CONVER-0040,ASSY-MISSING-FASTENER,PS-S03,Use-As-Is,211,Closed
NCR-DE-00047,MER-CYLINDER-BLOCK-0027,ELEC-CONNECTOR-MISMATE,PS-S02,Rework,383,Closed
NCR-DE-00048,MER-DOORS-0004,ELEC-OPEN-CIRCUIT,PS-S04,Scrap,111,Open-D2
NCR-DE-00049,MER-DOORS-0004,PAINT-BLISTER,PS-S03,Rework,448,Open-D4
NCR-DE-00050,MER-FENDERS-0008,SURFACE-SCRATCH,PS-S01,Scrap,204,Open-D3
NCR-DE-00051,MER-HEADLINER-0020,MATERIAL-CONTAMINATION,PS-S02,Rework,248,Closed
NCR-DE-00052,MER-SEATS-0016,DIM-OUT-OF-TOLERANCE,PS-S01,Scrap,260,Open-D4
NCR-DE-00053,MER-BUMPER-REAR-0007,PAINT-RUNS,PS-S02,Scrap,44,Open-D5
NCR-DE-00054,MER-GEARBOX-HOUSING-0032,ASSY-CROSS-THREAD,PS-S01,Rework,226,Closed
NCR-DE-00055,MER-CYLINDER-BLOCK-0027,WELD-UNDERCUT,PS-S02,Rework,351,Closed
NCR-DE-00056,MER-REAR-SUSPENSION-0011,ELEC-OPEN-CIRCUIT,PS-S01,Rework,488,Closed
NCR-DE-00057,MER-CATALYTIC-CONVER-0040,DIM-OUT-OF-TOLERANCE,PS-S01,Rework,342,Open-D1
NCR-DE-00058,MER-STEERING-SYSTEM-0013,MATERIAL-CONTAMINATION,PS-S02,Rework,375,Open-D3
NCR-DE-00059,MER-LIGHTING-SYSTEM-0024,MATERIAL-CONTAMINATION,PS-S01,Rework,150,Closed
NCR-DE-00060,MER-BODY-SHELL-0003,ELEC-SHORT-CIRCUIT,PS-S02,Scrap,462,Closed
NCR-DE-00061,MER-LOW-VOLTAGE-BATT-0023,SEAL-LEAK,PS-S04,Rework,345,Closed
NCR-DE-00062,MER-SEATS-0016,WELD-UNDERCUT,PS-S03,Rework,173,Open-D4
NCR-DE-00063,MER-WHEELS-0014,WELD-POROSITY,PS-S02,Scrap,235,Closed
NCR-DE-00064,MER-CHARGE-PORT-0039,MATERIAL-CONTAMINATION,PS-S02,Rework,68,Closed
NCR-DE-00065,MER-CYLINDER-BLOCK-0027,WELD-UNDERCUT,PS-S02,Use-As-Is,236,Open-D6
NCR-DE-00066,MER-BUMPER-FRONT-0006,ELEC-SHORT-CIRCUIT,PS-S01,Rework,401,Closed
NCR-DE-00067,MER-LOW-VOLTAGE-BATT-0023,DIM-OUT-OF-TOLERANCE,PS-S02,Scrap,231,Closed
NCR-DE-00068,MER-HEADLINER-0020,WELD-POROSITY,PS-S02,Rework,264,Closed
NCR-DE-00069,MER-DOOR-PANELS-0019,WELD-UNDERCUT,PS-S02,Use-As-Is,100,Closed
NCR-DE-00070,MER-MOTOR-HOUSING-0033,SURFACE-SCRATCH,PS-S01,Rework,416,Closed
NCR-DE-00071,MER-SEATS-0016,ELEC-CONNECTOR-MISMATE,PS-S01,Rework,472,Closed
NCR-DE-00072,MER-FUEL-INJECTOR-0038,WELD-MISALIGN,PS-S04,Scrap,286,Closed
NCR-DE-00073,MER-HEADLINER-0020,WELD-UNDERCUT,PS-S04,Rework,431,Open-D5
NCR-DE-00074,MER-PISTONS-0030,PAINT-BLISTER,PS-S01,Rework,426,Closed
NCR-DE-00075,MER-FRONT-SUSPENSION-0010,DIM-OUT-OF-TOLERANCE,PS-S01,Scrap,193,Closed
NCR-DE-00076,MER-GEAR-SET-0034,ELEC-OPEN-CIRCUIT,PS-S01,Rework,417,Closed
NCR-DE-00077,MER-FENDERS-0008,DIM-OUT-OF-TOLERANCE,PS-S02,Rework,390,Closed
NCR-DE-00078,MER-LOW-VOLTAGE-BATT-0023,ASSY-WRONG-PART,PS-S01,Rework,267,Open-D5
NCR-DE-00079,MER-ONBOARD-CHARGER-0037,DIM-OUT-OF-TOLERANCE,PS-S02,Scrap,66,Closed
NCR-DE-00080,MER-BATTERY-CELL-MOD-0027,ELEC-CONNECTOR-MISMATE,PS-S03,Rework,322,Open-D2
NCR-DE-00081,MER-FUEL-INJECTOR-0038,WELD-POROSITY,PS-S02,Use-As-Is,248,Open-D5
NCR-DE-00082,MER-GEARBOX-HOUSING-0032,SEAL-LEAK,PS-S01,Scrap,226,Closed
NCR-DE-00083,MER-SEATS-0016,WELD-MISALIGN,PS-S02,Rework,122,Closed
NCR-DE-00084,MER-DASHBOARD-0017,PAINT-ORANGE-PEEL,PS-S02,Scrap,449,Open-D6
NCR-DE-00085,MER-INFOTAINMENT-UNI-0025,PAINT-RUNS,PS-S01,Rework,60,Closed
NCR-DE-00086,MER-DOOR-PANELS-0019,ELEC-SHORT-CIRCUIT,PS-S02,Rework,260,Open-D1
NCR-DE-00087,MER-HEADLINER-0020,ELEC-CONNECTOR-MISMATE,PS-S01,Rework,446,Closed
NCR-DE-00088,MER-DOORS-0004,ASSY-MISSING-FASTENER,PS-S01,Scrap,106,Closed
NCR-DE-00089,MER-CATALYTIC-CONVER-0040,ASSY-MISSING-FASTENER,PS-S01,Rework,446,Closed
NCR-DE-00090,MER-BODY-SHELL-0003,ELEC-SHORT-CIRCUIT,PS-S01,Scrap,447,Closed
NCR-DE-00091,MER-FUEL-INJECTOR-0038,WELD-UNDERCUT,PS-S02,Rework,436,Open-D8
NCR-DE-00092,MER-HOOD-0005,DIM-OUT-OF-TOLERANCE,PS-S02,Use-As-Is,223,Open-D5
NCR-DE-00093,MER-LOW-VOLTAGE-BATT-0023,ELEC-OPEN-CIRCUIT,PS-S03,Rework,445,Open-D7
NCR-DE-00094,MER-BUMPER-REAR-0007,ASSY-CROSS-THREAD,PS-S02,Rework,57,Closed
NCR-DE-00095,MER-LIGHTING-SYSTEM-0024,MATERIAL-CONTAMINATION,PS-S01,Scrap,412,Closed
NCR-DE-00096,MER-STEERING-SYSTEM-0013,DIM-OUT-OF-TOLERANCE,PS-S03,Rework,183,Open-D5
NCR-DE-00097,MER-MOTOR-HOUSING-0033,PAINT-RUNS,PS-S01,Scrap,323,Closed
NCR-DE-00098,MER-HEADLINER-0020,SEAL-LEAK,PS-S02,Scrap,128,Open-D7
NCR-DE-00099,MER-PISTONS-0030,ELEC-OPEN-CIRCUIT,PS-S01,Rework,274,Closed
