PROD_LINE,PROC_NUMBER,PROC_NAME_LOCAL,STATION_ID,EQUIP_REF,PRODUCT_REF,MATERIAL_REF
L08,PR-0058,Moulding - Transmission Housing,S03,000070000040,,
L08,PR-0001,Bead Application,S03,000070000041,,
L08,PR-0004,AOI Check,S03,000070000042,,
L08,PR-0027,Crankshaft Machining,S04,000070000043,,
L09,PR-0054,Verification - Chassis Frame,S01,000070000044,,
L09,PR-0018,Draw Forming,S01,000070000045,,
L09,PR-0093,Drilling - Chassis Frame,S02,,,
L09,PR-0070,Application - Seat Frame,S02,000070000046,,
L09,PR-0021,Cushion Molding,S02,000070000047,,
L10,PR-0004,AOI Check,S01,000070000048,,
L10,PR-0005,Leak Test,S01,000070000049,,
L10,PR-0021,Cushion Molding,S02,000070000050,,
L10,PR-0027,Crankshaft Machining,S02,000070000051,,
L11,PR-0006,Electrocoat Dip,S01,000070000052,,
L11,PR-0006,Electrocoat Dip,S01,000070000053,,
L11,PR-0002,RSW Operation,S01,000070000054,,
L11,PR-0001,Bead Application,S02,000070000055,,
L11,PR-0008,Clearcoat Application,S03,000070000056,,
L11,PR-0074,Radiator Core Alignment,S03,000070000057,,
L11,PR-0051,Battery Module Dispensing,S03,000070000058,,
L12,PR-0193,Exhaust Manifold Drilling,S01,,,
L12,PR-0029,Connector Fitment,S01,,,
L12,PR-0002,RSW Operation,S01,,,
L12,PR-0030,Cylinder Boring,S02,000070000059,,
L12,PR-0073,Battery Module Sealing,S02,000070000060,,
L12,PR-0024,Circuit Board Assembly,S03,000070000061,,
L13,PR-0010,Harness Routing,S01,000070000062,,
L13,PR-0021,Cushion Molding,S01,000070000063,,
L13,PR-0001,Bead Application,S01,000070000064,,
L13,PR-0003,Torque Tightening,S02,000070000065,,
L13,PR-0001,Bead Application,S03,000070000066,,
L13,PR-0006,Electrocoat Dip,S03,000070000067,,
L13,PR-0107,Fuel Rail Packaging,S03,000070000068,,
L13,PR-0002,RSW Operation,S04,000070000069,,
L13,PR-0001,Bead Application,S04,000070000070,,
L13,PR-0054,Verification - Chassis Frame,S04,000070000071,,
L14,PR-0092,Drilling - Fender Panel,S01,000070000072,,
L14,PR-0013,Door Fitment,S01,000070000073,,
L14,PR-0005,Leak Test,S01,000070000074,,
L14,PR-0007,Colour Coat Application,S02,000070000075,,
L14,PR-0027,Crankshaft Machining,S02,000070000076,,
L14,PR-0074,Radiator Core Alignment,S03,,,
L14,PR-0002,RSW Operation,S03,000070000077,,
L15,PR-0113,Trimming Operation - Body Panel,S01,000070000078,,
L15,PR-0027,Crankshaft Machining,S01,000070000079,,
L15,PR-0043,Inspection - Door Module,S01,000070000080,,
L15,PR-0001,Bead Application,S02,000070000081,,
L16,PR-0124,Inspection - Dashboard Assembly,S01,000070000082,,
L16,PR-0013,Door Fitment,S01,000070000083,,
L16,PR-0005,Leak Test,S02,000070000084,,
L16,PR-0006,Electrocoat Dip,S02,000070000085,,
L16,PR-0003,Torque Tightening,S03,000070000086,,
L16,PR-0001,Bead Application,S04,000070000087,,
L16,PR-0001,Bead Application,S04,000070000088,,
L16,PR-0003,Torque Tightening,S04,000070000089,,
L17,PR-0010,Harness Routing,S01,000070000090,,
L17,PR-0028,Gear Hobbing,S01,000070000091,,
L17,PR-0042,Assembly - Wire Harness,S02,000070000092,,
L17,PR-0019,Trim and Pierce Operation,S02,000070000093,,
L17,PR-0001,Bead Application,S02,000070000094,,
L18,PR-0007,Colour Coat Application,S01,000070000095,,
L18,PR-0028,Gear Hobbing,S01,000070000096,,
L18,PR-0044,Cutting Operation - Wheel Hub,S01,,,
L18,PR-0004,AOI Check,S02,000070000097,,
L18,PR-0132,Suspension Arm Trimming,S02,000070000098,,
L18,PR-0060,Grinding - Rear Axle,S02,000070000099,,
L18,PR-0084,Application - Engine Block,S03,000070000100,,
L18,PR-0028,Gear Hobbing,S03,000070000101,,
L18,PR-0006,Electrocoat Dip,S04,000070000102,,
L19,PR-0136,Dispensing - Fender Panel,S01,000070000103,,
L19,PR-0112,Molding - Glass Panel,S01,000070000104,,
L19,PR-0073,Battery Module Sealing,S01,000070000105,,
L19,PR-0106,Fastening - Brake Caliper,S02,000070000107,,
L19,PR-0123,Trimming - Door Module,S02,000070000108,,
L19,PR-0045,Stamping - Center Console,S02,000070000109,,
L19,PR-0002,RSW Operation,S03,000070000110,,
L19,PR-0013,Door Fitment,S03,000070000111,,
L19,PR-0021,Cushion Molding,S04,000070000112,,
L20,PR-0053,Press Forming - Door Module,S01,000070000113,,
L20,PR-0010,Harness Routing,S01,000070000114,,
L20,PR-0011,EOL Functional Check,S02,,,
L20,PR-0195,Milling - Center Console,S02,000070000115,,
L20,PR-0008,Clearcoat Application,S02,000070000116,,
L20,PR-0001,Bead Application,S03,000070000117,,
L20,PR-0036,Molding - Hood Panel,S03,000070000118,,
L21,PR-0005,Leak Test,S01,000070000119,,
L21,PR-0002,RSW Operation,S02,000070000120,,
L21,PR-0023,Trim Fitment,S02,000070000121,,
L21,PR-0153,Suspension Arm Drilling,S02,000070000123,,
L22,PR-0004,AOI Check,S01,000070000124,,
L22,PR-0005,Leak Test,S02,000070000125,,
L22,PR-0009,Cell Stack Assembly,S02,000070000126,,
L22,PR-0032,Testing - Fuel Rail,S03,000070000127,,
L22,PR-0006,Electrocoat Dip,S03,000070000128,,
L22,PR-0007,Colour Coat Application,S04,000070000129,,
L22,PR-0035,Seal Application - Transmission Housing,S04,000070000130,,
L23,PR-0184,Alignment - Door Module,S01,,,
L23,PR-0004,AOI Check,S02,000070000131,,
L23,PR-0018,Draw Forming,S03,000070000132,,
L23,PR-0060,Grinding - Rear Axle,S04,,,
L24,PR-0002,RSW Operation,S01,,,
L24,PR-0069,Inspection - Roof Rail,S01,000070000133,,
L24,PR-0005,Leak Test,S01,000070000134,,
L24,PR-0001,Bead Application,S02,000070000135,,
L24,PR-0001,Bead Application,S03,000070000136,,
L24,PR-0001,Bead Application,S03,000070000137,,
L24,PR-0061,Suspension Arm Cutting,S04,000070000138,,
L25,PR-0030,Cylinder Boring,S01,000070000139,,
L25,PR-0060,Grinding - Rear Axle,S02,000070000140,,
L26,PR-0047,Sealing - Engine Block,S01,000070000141,,
L26,PR-0005,Leak Test,S01,000070000142,,
L26,PR-0135,Securing - Door Module,S01,000070000143,,
L26,PR-0098,Drilling - Battery Module,S02,000070000144,,
L26,PR-0004,AOI Check,S02,000070000145,,
L26,PR-0053,Press Forming - Door Module,S03,,,
L26,PR-0069,Inspection - Roof Rail,S03,,,
L26,PR-0010,Harness Routing,S03,000070000146,,
L27,PR-0001,Bead Application,S01,000070000147,,
L27,PR-0004,AOI Check,S02,000070000148,,
L27,PR-0188,Inspection - Floor Pan,S03,000070000149,,
L28,PR-0038,Setting - Body Panel,S01,000070000150,,
L28,PR-0053,Press Forming - Door Module,S01,000070000151,,
L28,PR-0119,Deflashing - Fender Panel,S01,000070000152,,
L28,PR-0002,RSW Operation,S02,000070000153,,
L28,PR-0167,Deflashing - Wire Harness,S02,000070000154,,
L28,PR-0012,Underbody Seam Sealing,S02,000070000155,,
L29,PR-0045,Stamping - Center Console,S01,000070000156,,
L29,PR-0004,AOI Check,S01,000070000157,,
L29,PR-0004,AOI Check,S02,000070000158,,
L29,PR-0005,Leak Test,S02,000070000159,,
L29,PR-0004,AOI Check,S03,000070000160,,
L29,PR-0001,Bead Application,S03,000070000162,,
L29,PR-0003,Torque Tightening,S04,000070000163,,
L29,PR-0025,Formation Cycling,S04,000070000164,,
L30,PR-0113,Trimming Operation - Body Panel,S01,000070000165,,
L30,PR-0001,Bead Application,S01,000070000166,,
L30,PR-0001,Bead Application,S01,000070000167,,
L30,PR-0018,Draw Forming,S02,000070000168,,
L30,PR-0034,Moulding - Chassis Frame,S02,000070000169,,
L30,PR-0020,Crimp Termination,S02,000070000170,,
L30,PR-0171,Drilling - Seat Frame,S03,,,
L30,PR-0002,RSW Operation,S03,000070000171,,
L30,PR-0009,Cell Stack Assembly,S04,000070000172,,
L31,PR-0122,Hood Panel Fastening,S01,000070000173,,
L31,PR-0021,Cushion Molding,S01,000070000174,,
L31,PR-0017,Blank Cutting,S02,000070000175,,
L31,PR-0135,Securing - Door Module,S02,000070000176,,
L31,PR-0004,AOI Check,S02,000070000177,,
L31,PR-0001,Bead Application,S03,000070000178,,
L31,PR-0001,Bead Application,S03,000070000179,,
L31,PR-0070,Application - Seat Frame,S04,000070000180,,
L31,PR-0086,Steering Column Drilling,S04,000070000181,,
L31,PR-0002,RSW Operation,S04,000070000182,,
L32,PR-0008,Clearcoat Application,S01,000070000183,,
L32,PR-0017,Blank Cutting,S01,000070000184,,
L32,PR-0001,Bead Application,S01,000070000185,,
L32,PR-0082,Curing - Steering Column,S02,000070000186,,
L32,PR-0007,Colour Coat Application,S02,000070000187,,
L32,PR-0090,Testing - Wire Harness,S02,000070000188,,
L32,PR-0049,Abrasive Finishing - Door Module,S03,,,
L33,PR-0003,Torque Tightening,S01,000070000189,,
L33,PR-0038,Setting - Body Panel,S01,000070000190,,
L33,PR-0044,Cutting Operation - Wheel Hub,S02,000070000191,,
L33,PR-0003,Torque Tightening,S02,000070000192,,
L33,PR-0002,RSW Operation,S02,000070000193,,
L33,PR-0071,Alignment - Seat Frame,S03,000070000194,,
L33,PR-0030,Cylinder Boring,S03,,,
L33,PR-0043,Inspection - Door Module,S03,,,
