Site_ID,Asset_Tag,Equipment_Description,CostCtr,Book_Value_USD,OEM_Name
P1130,000140000031,,CC-4356,101810.55,Durr
P1130,000140000032,Automated Guided Vehicle,CC-4358,45868.52,DMG MORI
P1130,000140000033,Automated Guided Vehicle,CC-4359,114848.02,DMG MORI
P1130,000140000034,Hydraulic Press,CC-4356,223155.15,KUKA
P1130,000140000035,Torque Application Unit,,30569.80,Schneider Electric
P1130,000140000036,Adhesive Dispensing Unit,CC-4359,58255.70,ABB Robotics
P1130,000140000037,Coil Winding Machine,CC-4357,125257.87,AIDA Engineering
P1130,000140000038,Injection Molding Machine,CC-4357,369133.37,KUKA AG
P1130,000140000039,Injection Molding Machine,CC-4358,237821.49,KUKA
P1130,000140000040,Conveyor System,CC-4359,56783.22,fanuc corporation
P1130,000140000041,Paint Application Robot,CC-4358,270864.96,Yaskawa
P1130,000140000042,Coil Winding Machine,CC-4357,102661.95,Siemens
P1130,000140000043,Torque Application Unit,CC-4357,37584.53,DMG MORI
P1130,000140000044,Induction Heating Unit,CC-4357,78836.74,kuka ag
P1130,000140000045,Hydraulic Press,CC-4358,342166.48,Ingersoll
P1130,000140000046,Ultrasonic Welding Station,CC-4357,33882.71,Hexagon AB
P1130,000140000047,Induction Heating Unit,CC-4358,68192.49,abb robotics
P1130,000140000048,Wheel Alignment Rig,CC-4357,50111.26,KUKA AG
P1130,000140000049,Riveting Station,CC-4356,58688.35,Schuler Group
P1130,000140000050,Dimensional Measurement Arm,CC-4356,95784.82,Carl Zeiss Industrial Metrology
P1130,000140000051,Torque Application Unit,CC-4357,44752.08,Miller Electric
P1130,000140000052,Conveyor System,CC-4356,87580.66,AIDA
P1130,000140000053,,CC-4358,168879.82,KUKA AG
P1130,000140000054,Palletizing Robot,CC-4356,161950.50,FANUC
P1130,000140000055,Laser Welding Cell,CC-4358,183543.17,Comau
P1130,000140000056,Automated Guided Vehicle,CC-4359,85954.25,DMG
P1130,000140000057,CNC Machining Center,CC-4359,391150.55,KUKA
P1130,000140000058,,CC-4358,77357.45,Yaskawa
P1130,000140000059,Overhead Gantry Loader,CC-4357,118413.53,KUKA
P1130,000140000060,Hydraulic Press,CC-4359,370888.83,Carl
P1130,000140000061,Paint Application Robot,CC-4356,263254.53,Haas Automation
P1130,000140000062,Robotic Welding Cell,CC-4359,177904.92,Yaskawa Motoman
P1130,000140000063,Induction Heating Unit,CC-4356,36511.48,kuka ag
P1130,000140000064,Adhesive Dispensing Unit,CC-4357,70968.75,Ingersoll Rand
P1130,000140000065,Conveyor System,,70682.83,Miller Electric
P1130,000140000066,Torque Application Unit,CC-4356,36845.72,Siemens
P1130,000140000067,Injection Molding Machine,CC-4359,173326.90,Miller Electric
P1130,000140000068,Conveyor System,CC-4358,41836.39,KUKA
P1130,000140000069,Induction Heating Unit,CC-4358,35217.60,Haas Automation
P1130,000140000070,Vision Inspection Station,CC-4358,27763.16,Miller Electric
P1130,000140000071,Injection Molding Machine,CC-4359,466399.89,abb robotics
P1130,000140000072,Ultrasonic Welding Station,CC-4357,49444.17,MAZAK CORPORATION
P1130,000140000073,Laser Welding Cell,CC-4359,381720.99,Hexagon AB
P1130,000140000074,Palletizing Robot,CC-4357,146509.08,ABB Robotics
P1130,000140000075,Coil Winding Machine,CC-4359,177234.48,Rockwell
P1130,000140000076,Vision Inspection Station,CC-4358,45180.26,ABB Robotics
P1130,000140000077,Dimensional Measurement Arm,CC-4358,63074.67,Hexagon AB
P1130,000140000078,Dimensional Measurement Arm,CC-4357,72689.19,Hexagon AB
P1130,000140000079,Screw Fastening Station,CC-4357,35582.06,KUKA AG
P1130,000140000080,Battery Pack Assembly Cell,CC-4357,508382.68,ABB Robotics
P1130,000140000081,Laser Welding Cell,CC-4357,337350.66,DMG MORI
P1130,000140000082,Conveyor System,CC-4357,85422.98,KUKA AG
P1130,000140000083,Palletizing Robot,CC-4357,165150.86,KUKA AG
P1130,000140000084,Injection Molding Machine,CC-4359,488659.16,KUKA AG
P1130,000140000085,Leak Test Station,CC-4359,51008.80,ABB Robotics
P1130,000140000086,Overhead Gantry Loader,CC-4359,66450.27,FANUC Corporation
P1130,000140000087,Leak Test Station,CC-4357,57522.09,Bosch Rexroth
P1130,000140000088,Torque Application Unit,,40014.95,Schuler Group
P1130,000140000089,Vision Inspection Station,CC-4358,73526.85,Carl Zeiss Industrial Metrology
P1130,000140000090,CNC Machining Center,CC-4357,182805.60,DMG
P1130,000140000091,Hydraulic Press,CC-4357,223447.76,DMG MORI
P1130,000140000092,Palletizing Robot,CC-4358,72464.20,KUKA AG
P1130,000140000093,Battery Pack Assembly Cell,CC-4357,403575.41,Ingersoll Rand
P1130,000140000094,Screw Fastening Station,,18886.21,yaskawa motoman
P1130,000140000095,Laser Welding Cell,CC-4357,238848.18,Schuler Group
P1130,000140000096,Ultrasonic Welding Station,CC-4356,70240.67,Durr AG
P1130,000140000097,Dimensional Measurement Arm,CC-4357,143988.45,FANUC CORPORATION
P1130,000140000098,Automated Guided Vehicle,CC-4356,113224.40,FANUC Corporation
P1130,000140000099,Torque Application Unit,CC-4356,29165.98,Dematic
P1130,000140000100,Hydraulic Press,CC-4358,102423.03,KUKA AG
P1130,000140000101,Automated Guided Vehicle,CC-4359,41209.23,ABB Robotics
P1130,000140000102,Induction Heating Unit,CC-4358,72633.14,Yaskawa Motoman
P1130,000140000103,CNC Machining Center,CC-4358,352005.43,DMG MORI
P1130,000140000104,CNC Machining Center,CC-4358,398996.44,Hexagon AB
P1130,000140000105,Vision Inspection Station,CC-4357,40956.21,Ingersoll Rand
P1130,000140000106,CNC Machining Center,CC-4356,249531.27,KUKA AG
P1130,000140000107,Coil Winding Machine,CC-4356,82161.16,Schuler
P1130,000140000108,Wheel Alignment Rig,CC-4358,45464.97,Yaskawa Motoman
P1130,000140000109,Adhesive Dispensing Unit,CC-4357,80748.35,KUKA AG
P1130,000140000110,Riveting Station,,65273.92,ABB Robotics
P1130,000140000111,Screw Fastening Station,CC-4359,14728.03,FANUC
P1130,000140000112,Ultrasonic Welding Station,CC-4356,45183.56,Atlas Copco
P1130,000140000113,Torque Application Unit,CC-4357,35814.77,FANUC Corporation
P1130,000140000114,Screw Fastening Station,CC-4358,20911.20,FANUC Corporation
P1130,000140000115,Screw Fastening Station,CC-4357,21244.74,FANUC CORPORATION
P1130,000140000116,Conveyor System,CC-4357,45087.48,Durr AG
P1130,000140000117,Adhesive Dispensing Unit,CC-4356,57201.48,Yaskawa Motoman
P1130,000140000118,Robotic Welding Cell,CC-4356,203190.46,KUKA
P1130,000140000119,Battery Pack Assembly Cell,CC-4357,355172.48,ABB Robotics
P1130,000140000120,Hydraulic Press,CC-4357,335459.24,KUKA
P1130,000140000121,,CC-4359,345051.82,KUKA
P1130,000140000122,Coil Winding Machine,CC-4359,219840.46,KUKA AG
P1130,000140000123,Stamping Press,CC-4358,1198098.44,Dmg Mori
P1130,000140000124,Induction Heating Unit,CC-4359,50025.05,Haas Automation
P1130,000140000125,Vision Inspection Station,CC-4357,26759.49,Atlas Copco
P1130,000140000126,Conveyor System,CC-4359,115527.65,KUKA AG
P1130,000140000127,Coil Winding Machine,CC-4358,94532.75,KUKA
P1130,000140000128,Overhead Gantry Loader,CC-4356,151673.89,ABB Robotics
P1130,000140000129,Overhead Gantry Loader,CC-4357,64345.42,ABB Robotics
P1130,000140000130,Stamping Press,CC-4357,1123361.48,KUKA
P1130,000140000131,Stamping Press,CC-4356,381898.50,FANUC Corporation
P1130,000140000132,Leak Test Station,CC-4359,33022.91,Dmg Mori
P1130,000140000133,Wheel Alignment Rig,CC-4356,51215.67,Ingersoll Rand
P1130,000140000134,Riveting Station,CC-4356,25015.52,FANUC Corporation
P1130,000140000135,Overhead Gantry Loader,,156744.60,Carl Zeiss Industrial Metrology
P1130,000140000136,Injection Molding Machine,CC-4359,153967.96,KUKA AG
P1130,000140000137,Ultrasonic Welding Station,CC-4357,34569.49,KUKA
P1130,000140000138,Ultrasonic Welding Station,CC-4356,42226.80,Kuka Ag
P1130,000140000139,Torque Application Unit,CC-4356,30853.45,AIDA Engineering
P1130,000140000140,Overhead Gantry Loader,CC-4357,104917.66,DMG MORI
P1130,000140000141,Palletizing Robot,CC-4356,131954.46,Atlas
P1130,000140000142,Coil Winding Machine,CC-4358,120272.40,Schneider Electric
P1130,000140000143,Adhesive Dispensing Unit,CC-4359,88574.71,KUKA AG
P1130,000140000144,Dimensional Measurement Arm,CC-4357,133616.60,FANUC Corporation
P1130,000140000145,Dimensional Measurement Arm,,100965.26,KUKA AG
P1130,000140000146,Torque Application Unit,CC-4358,40540.36,KUKA
P1130,000140000147,Hydraulic Press,CC-4358,228692.93,Bosch Rexroth
P1130,000140000148,Battery Pack Assembly Cell,CC-4356,243102.59,KUKA
P1130,000140000149,Assembly Torque Wrench Station,CC-4359,15719.95,ABB Robotics
P1130,000140000150,Automated Guided Vehicle,CC-4358,83624.84,Haas Automation
P1130,000140000151,Torque Application Unit,CC-4356,34655.35,FANUC Corporation
P1130,000140000152,Automated Guided Vehicle,CC-4356,108317.25,KUKA AG
P1130,000140000153,Battery Pack Assembly Cell,CC-4359,532044.42,Mazak
P1130,000140000154,Battery Pack Assembly Cell,CC-4359,462941.81,KUKA AG
P1130,000140000155,Conveyor System,CC-4357,140880.59,AIDA Engineering
P1130,000140000156,Vision Inspection Station,CC-4356,68836.55,Dematic
P1130,000140000157,Coil Winding Machine,CC-4358,80320.99,FANUC Corporation
P1130,000140000158,Ultrasonic Welding Station,CC-4356,27234.85,ABB Robotics
P1130,000140000159,Automated Guided Vehicle,CC-4358,64486.82,FANUC Corporation
P1130,000140000160,Palletizing Robot,CC-4356,154039.25,fanuc corporation
P1130,000140000161,Battery Pack Assembly Cell,CC-4356,386513.12,ABB Robotics
P1130,000140000162,Torque Application Unit,CC-4357,22357.35,Eisenmann SE
P1130,000140000163,CNC Machining Center,CC-4359,288158.07,Yaskawa Motoman
P1130,000140000164,Robotic Welding Cell,,193141.96,AIDA Engineering
P1130,000140000165,Conveyor System,CC-4359,123362.70,DMG MORI
P1130,000140000166,Screw Fastening Station,CC-4358,19998.57,Haas Automation
P1130,000140000167,Paint Application Robot,CC-4358,221754.06,AIDA ENGINEERING
P1130,000140000168,Injection Molding Machine,CC-4356,460610.54,Dematic
P1130,000140000169,Battery Pack Assembly Cell,CC-4356,563408.29,Schuler Group
P1130,000140000170,Battery Pack Assembly Cell,CC-4356,412519.00,Schuler Group
P1130,000140000171,Overhead Gantry Loader,CC-4358,143951.43,FANUC Corporation
P1130,000140000172,Adhesive Dispensing Unit,CC-4356,62312.89,Miller Electric
P1130,000140000173,Adhesive Dispensing Unit,CC-4358,51131.08,Ingersoll Rand
P1130,000140000174,Leak Test Station,CC-4359,61575.67,KUKA AG
P1130,000140000175,Stamping Press,CC-4357,1056456.03,KUKA AG
P1130,000140000176,Final Functional Test Bench,CC-4359,138497.00,Yaskawa Motoman
P1130,000140000177,Final Functional Test Bench,CC-4358,150276.81,Yaskawa Motoman
P1130,000140000178,Induction Heating Unit,CC-4356,50754.56,Schuler Group
P1130,000140000179,Adhesive Dispensing Unit,CC-4358,59648.78,AIDA Engineering
P1130,000140000180,Overhead Gantry Loader,CC-4358,159131.38,FANUC Corporation
P1130,000140000181,Dimensional Measurement Arm,CC-4359,68495.34,KUKA AG
P1130,000140000182,Induction Heating Unit,CC-4359,35331.65,ABB
P1130,000140000183,Riveting Station,CC-4358,29640.58,durr ag
P1130,000140000184,Hydraulic Press,CC-4358,251404.46,KUKA
P1130,000140000185,Induction Heating Unit,CC-4359,67307.72,Hexagon
P1130,000140000186,Automated Guided Vehicle,CC-4359,102965.89,Ingersoll Rand
P1130,000140000187,Palletizing Robot,CC-4357,171684.86,Ingersoll Rand
P1130,000140000188,Dimensional Measurement Arm,CC-4358,117329.04,Eisenmann
P1130,000140000189,Stamping Press,CC-4359,785712.19,kuka ag
P1130,000140000190,Adhesive Dispensing Unit,CC-4359,55881.40,Schuler Group
P1130,000140000191,Dimensional Measurement Arm,CC-4359,137613.48,DMG MORI
P1130,000140000192,Torque Application Unit,CC-4357,41010.35,ABB Robotics
P1130,000140000193,Dimensional Measurement Arm,CC-4356,75753.53,ABB Robotics
P1130,000140000194,Torque Application Unit,CC-4357,32717.62,ABB
P1130,000140000195,Palletizing Robot,CC-4356,83498.13,Yaskawa Motoman
P1130,000140000196,Paint Application Robot,CC-4357,311064.05,ABB Robotics
P1130,000140000197,Wheel Alignment Rig,CC-4357,41540.19,FANUC
P1130,000140000198,Coil Winding Machine,CC-4358,90950.91,KUKA AG
P1130,000140000199,Leak Test Station,CC-4358,24657.17,Dematic
P1130,000140000200,Ultrasonic Welding Station,CC-4359,27795.77,FANUC Corporation
P1130,000140000201,Screw Fastening Station,CC-4356,20881.09,ABB Robotics
P1130,000140000202,Dimensional Measurement Arm,CC-4359,144347.47,KUKA
P1130,000140000203,Adhesive Dispensing Unit,CC-4357,37824.77,Atlas Copco
P1130,000140000204,Screw Fastening Station,CC-4356,24901.59,Schuler
P1130,000140000205,Automated Guided Vehicle,CC-4359,62234.23,dematic
P1130,000140000206,Overhead Gantry Loader,CC-4359,61792.34,KUKA AG
P1130,000140000207,Riveting Station,,33717.12,Durr AG
P1130,000140000208,Coil Winding Machine,CC-4357,177642.86,KUKA
P1130,000140000209,Conveyor System,CC-4358,144388.32,Atlas Copco
P1130,000140000210,CNC Machining Center,CC-4358,224277.92,INGERSOLL RAND
P1130,000140000211,Robotic Welding Cell,,169206.27,ABB Robotics
P1130,000140000212,Palletizing Robot,CC-4357,117453.04,FANUC Corporation
P1130,000140000213,Palletizing Robot,CC-4358,167889.14,KUKA
P1130,000140000214,Injection Molding Machine,CC-4357,217443.71,DMG MORI
P1130,000140000215,Screw Fastening Station,CC-4359,20979.50,KUKA
P1130,000140000216,Adhesive Dispensing Unit,CC-4359,66176.61,Haas Automation
P1130,000140000217,Final Functional Test Bench,CC-4356,149190.43,Atlas Copco
P1130,000140000218,Dimensional Measurement Arm,CC-4359,100906.92,Yaskawa Motoman
P1130,000140000219,Riveting Station,,59902.62,Atlas Copco
P1130,000140000220,Dimensional Measurement Arm,CC-4358,129990.70,Dematic
P1130,000140000221,Palletizing Robot,CC-4359,123384.50,Durr AG
P1130,000140000222,Torque Application Unit,CC-4358,19673.92,ABB
P1130,000140000223,Final Functional Test Bench,CC-4356,187967.86,yaskawa motoman
P1130,000140000224,Paint Application Robot,CC-4358,203032.76,Yaskawa Motoman
P1130,000140000225,,CC-4358,69119.92,Bosch Rexroth
P1130,000140000226,Coil Winding Machine,CC-4356,151195.00,KUKA
P1130,000140000227,Screw Fastening Station,CC-4356,39964.45,KUKA AG
P1130,000140000228,Hydraulic Press,CC-4356,383467.11,DMG MORI
P1130,000140000229,Hydraulic Press,CC-4359,181863.30,DMG MORI
P1130,000140000230,Overhead Gantry Loader,CC-4356,117966.75,mazak corporation
P1130,000140000231,Torque Application Unit,CC-4358,22641.56,ABB Robotics
P1130,000140000232,Laser Welding Cell,CC-4359,340270.84,ABB Robotics
P1130,000140000233,Ultrasonic Welding Station,CC-4356,58898.66,Abb Robotics
P1130,000140000234,Palletizing Robot,CC-4357,143328.66,KUKA AG
P1130,000140000235,Ultrasonic Welding Station,CC-4357,45507.47,KUKA AG
P1130,000140000236,Laser Welding Cell,CC-4358,288753.03,ABB Robotics
P1130,000140000237,Hydraulic Press,CC-4356,297585.78,KUKA
P1130,000140000238,Ultrasonic Welding Station,CC-4358,66204.90,DMG MORI
P1130,000140000239,Hydraulic Press,CC-4358,197250.44,Bosch Rexroth
P1130,000140000240,Conveyor System,CC-4357,74774.79,Mazak
P1130,000140000241,Assembly Torque Wrench Station,CC-4359,18694.20,Miller Electric
P1130,000140000242,CNC Machining Center,CC-4357,217705.35,FANUC Corporation
P1130,000140000243,Automated Guided Vehicle,CC-4357,90627.62,FANUC Corporation
P1130,000140000244,Conveyor System,CC-4357,90431.83,FANUC Corporation
P1130,000140000245,Dimensional Measurement Arm,CC-4359,71688.27,KUKA
P1130,000140000246,Assembly Torque Wrench Station,CC-4358,32782.12,Schneider Electric
P1130,000140000247,Screw Fastening Station,CC-4356,13644.79,KUKA AG
P1130,000140000248,Laser Welding Cell,CC-4358,250037.27,KUKA AG
P1130,000140000249,Wheel Alignment Rig,CC-4358,35335.86,FANUC Corporation
P1130,000140000250,Riveting Station,CC-4356,46983.06,KUKA
P1130,000140000251,Ultrasonic Welding Station,CC-4357,57634.00,Yaskawa Motoman
P1130,000140000252,Paint Application Robot,CC-4358,299149.40,KUKA AG
P1130,000140000253,Battery Pack Assembly Cell,CC-4358,231478.31,AIDA
P1130,000140000254,Robotic Welding Cell,CC-4356,127444.62,AIDA Engineering
P1130,000140000255,Riveting Station,CC-4357,69308.38,KUKA AG
P1130,000140000256,Vision Inspection Station,CC-4357,70583.14,Schuler Group
P1130,000140000257,Battery Pack Assembly Cell,CC-4358,459895.15,DMG MORI
P1130,000140000258,Coil Winding Machine,CC-4357,125238.63,ABB Robotics
P1130,000140000259,Torque Application Unit,CC-4357,21553.61,Siemens
P1130,000140000260,Final Functional Test Bench,CC-4357,102414.97,ABB Robotics
P1130,000140000261,Wheel Alignment Rig,CC-4357,45939.85,KUKA AG
P1130,000140000262,Final Functional Test Bench,CC-4357,88127.73,Bosch
P1130,000140000263,Conveyor System,CC-4356,128531.75,DMG MORI
P1130,000140000264,Ultrasonic Welding Station,CC-4358,63764.50,ABB Robotics
P1130,000140000265,Adhesive Dispensing Unit,CC-4356,70485.45,Mazak Corporation
P1130,000140000266,Stamping Press,CC-4357,370489.50,KUKA AG
P1130,000140000267,Vision Inspection Station,CC-4359,57896.09,miller electric
P1130,000140000268,Assembly Torque Wrench Station,CC-4358,19800.21,Yaskawa Motoman
P1130,000140000269,Paint Application Robot,CC-4359,335536.59,KUKA
P1130,000140000270,Automated Guided Vehicle,CC-4359,42709.96,KUKA
P1130,000140000271,Automated Guided Vehicle,CC-4359,41363.72,FANUC
P1130,000140000272,Automated Guided Vehicle,CC-4357,72511.70,ABB Robotics
P1130,000140000273,Dimensional Measurement Arm,CC-4358,109940.99,KUKA AG
P1130,000140000274,Screw Fastening Station,CC-4357,15797.04,ABB Robotics
P1130,000140000275,Robotic Welding Cell,CC-4358,211588.87,DMG MORI
P1130,000140000276,Palletizing Robot,CC-4357,168673.59,AIDA Engineering
P1130,000140000277,Hydraulic Press,CC-4359,245435.85,Fives
P1130,000140000278,Palletizing Robot,CC-4357,85248.13,KUKA AG
P1130,000140000279,Paint Application Robot,CC-4356,335795.19,KUKA AG
P1130,000140000280,Adhesive Dispensing Unit,CC-4356,75550.00,ABB ROBOTICS
P1130,000140000281,Leak Test Station,CC-4356,37224.88,DMG MORI
P1130,000140000282,Induction Heating Unit,CC-4358,82791.09,Hexagon AB
P1130,000140000283,Torque Application Unit,CC-4359,25097.73,KUKA
P1130,000140000284,Riveting Station,CC-4356,30282.75,KUKA AG
P1130,000140000285,Assembly Torque Wrench Station,CC-4358,21514.43,Mazak
P1130,000140000286,Ultrasonic Welding Station,CC-4358,77408.90,kuka ag
P1130,000140000287,,CC-4357,114593.57,Mazak Corporation
P1130,000140000288,Induction Heating Unit,CC-4358,55314.25,Schuler Group
P1130,000140000289,Conveyor System,CC-4356,108873.06,mazak corporation
P1130,000140000290,Automated Guided Vehicle,CC-4358,98436.47,ABB
P1130,000140000291,Coil Winding Machine,CC-4359,219978.69,FANUC
P1130,000140000292,Ultrasonic Welding Station,CC-4358,45062.07,KUKA
P1130,000140000293,Injection Molding Machine,CC-4357,264567.71,KUKA AG
P1130,000140000294,Automated Guided Vehicle,CC-4359,101572.58,Haas Automation
P1130,000140000295,Injection Molding Machine,CC-4358,286206.43,Yaskawa Motoman
P1130,000140000296,Injection Molding Machine,CC-4357,308785.25,Yaskawa Motoman
P1130,000140000297,Leak Test Station,CC-4356,49929.45,ABB Robotics
P1130,000140000298,Induction Heating Unit,CC-4359,51348.38,KUKA AG
P1130,000140000299,Ultrasonic Welding Station,CC-4358,62913.24,Haas Automation
P1130,000140000300,Injection Molding Machine,CC-4358,451320.58,KUKA AG
P1130,000140000301,Screw Fastening Station,CC-4356,30157.80,Haas Automation
P1130,000140000302,Hydraulic Press,CC-4358,211641.83,Miller Electric
P1130,000140000303,Leak Test Station,CC-4358,46888.19,DMG MORI
P1130,000140000304,Palletizing Robot,CC-4356,108420.45,KUKA
P1130,000140000305,Palletizing Robot,CC-4358,158323.80,KUKA
P1130,000140000306,Wheel Alignment Rig,CC-4356,42735.92,Durr
P1130,000140000307,Final Functional Test Bench,CC-4357,169213.82,Dematic
P1130,000140000308,Leak Test Station,CC-4356,47552.03,dmg mori
P1130,000140000309,Stamping Press,CC-4359,1035211.15,Schuler
P1130,000140000310,Stamping Press,CC-4357,926722.81,Ingersoll
P1130,000140000311,Vision Inspection Station,,27048.85,KUKA AG
P1130,000140000312,,CC-4356,172153.20,Lincoln Electric
P1130,000140000313,Paint Application Robot,CC-4359,323470.73,KUKA AG
P1130,000140000314,Paint Application Robot,CC-4356,166099.48,ABB Robotics
P1130,000140000315,Wheel Alignment Rig,CC-4359,45886.46,Yaskawa
P1130,000140000316,Vision Inspection Station,CC-4358,81848.01,KUKA AG
P1130,000140000317,CNC Machining Center,CC-4356,313848.51,ABB Robotics
P1130,000140000318,Torque Application Unit,CC-4357,40045.83,KUKA
P1130,000140000319,Torque Application Unit,CC-4356,42288.04,ABB Robotics
P1130,000140000320,Induction Heating Unit,CC-4356,46919.71,KUKA AG
P1130,000140000321,Automated Guided Vehicle,CC-4357,55870.76,Mazak
P1130,000140000322,Ultrasonic Welding Station,CC-4358,38787.82,Ingersoll Rand
P1130,000140000323,Final Functional Test Bench,CC-4359,65095.16,Dematic
P1130,000140000324,Stamping Press,CC-4356,1018737.93,SIEMENS AG
P1130,000140000325,,CC-4357,84487.39,KUKA
P1130,000140000326,Paint Application Robot,CC-4357,262507.69,HEXAGON AB
P1130,000140000327,Stamping Press,CC-4358,499126.53,AIDA Engineering
P1130,000140000328,Battery Pack Assembly Cell,CC-4357,288930.36,Miller Electric
P1130,000140000329,Torque Application Unit,CC-4356,40780.71,Miller Electric
P1130,000140000330,Injection Molding Machine,CC-4359,186457.37,Eisenmann SE
P1130,000140000331,Paint Application Robot,CC-4358,166681.41,KUKA
P1130,000140000332,Paint Application Robot,CC-4356,160150.03,KUKA
P1130,000140000333,Final Functional Test Bench,CC-4359,184861.41,KUKA AG
P1130,000140000334,Conveyor System,CC-4357,128466.89,Dematic
P1130,000140000335,Vision Inspection Station,CC-4357,65213.79,KUKA AG
P1130,000140000336,Automated Guided Vehicle,CC-4356,116285.88,FANUC Corporation
P1130,000140000337,Palletizing Robot,CC-4358,144951.98,Mazak Corporation
P1130,000140000338,Leak Test Station,CC-4356,26664.13,DMG MORI
P1130,000140000339,Dimensional Measurement Arm,CC-4358,57230.07,ABB ROBOTICS
P1130,000140000340,Induction Heating Unit,CC-4356,78929.53,FANUC
P1130,000140000341,Laser Welding Cell,CC-4357,316509.19,Miller Electric
P1130,000140000342,Robotic Welding Cell,CC-4357,241494.67,FANUC Corporation
P1130,000140000343,Torque Application Unit,CC-4356,15431.07,Miller
P1130,000140000344,Hydraulic Press,CC-4359,277661.06,ABB Robotics
P1130,000140000345,Robotic Welding Cell,CC-4358,167267.45,Hexagon AB
P1130,000140000346,Leak Test Station,CC-4358,57484.16,ABB Robotics
P1130,000140000347,Torque Application Unit,CC-4356,15909.40,DMG
P1130,000140000348,Vision Inspection Station,CC-4356,43062.83,Atlas Copco
P1130,000140000349,Overhead Gantry Loader,CC-4358,148838.49,KUKA AG
P1130,000140000350,Riveting Station,CC-4356,29791.86,KUKA AG
P1130,000140000351,CNC Machining Center,CC-4357,341340.65,Mazak Corporation
P1130,000140000352,Conveyor System,CC-4356,123450.99,Eisenmann SE
P1130,000140000353,Riveting Station,CC-4356,54960.15,KUKA
P1130,000140000354,Final Functional Test Bench,CC-4359,76220.73,Yaskawa Motoman
P1130,000140000355,Paint Application Robot,CC-4357,220443.80,Yaskawa Motoman
P1130,000140000356,Wheel Alignment Rig,CC-4356,55540.86,FANUC
P1130,000140000357,,CC-4357,531963.57,FANUC CORPORATION
P1130,000140000358,Leak Test Station,CC-4356,63071.61,KUKA AG
P1130,000140000359,Riveting Station,CC-4358,45202.21,Durr AG
P1130,000140000360,Induction Heating Unit,CC-4356,81324.28,KUKA AG
P1130,000140000361,Battery Pack Assembly Cell,,302119.09,KUKA AG
P1130,000140000362,Leak Test Station,CC-4359,34444.97,Haas Automation
P1130,000140000363,Leak Test Station,CC-4359,53857.71,Bosch Rexroth
P1130,000140000364,Screw Fastening Station,CC-4359,35609.30,Haas Automation
P1130,000140000365,Screw Fastening Station,CC-4359,26632.81,Dematic
P1130,000140000366,Riveting Station,CC-4359,50146.66,ABB ROBOTICS
P1130,000140000367,Leak Test Station,CC-4357,58367.41,Ingersoll Rand
P1130,000140000368,Robotic Welding Cell,CC-4358,144922.86,Siemens AG
P1130,000140000369,Adhesive Dispensing Unit,CC-4357,53367.34,Miller Electric
P1130,000140000370,Adhesive Dispensing Unit,CC-4356,51003.42,Rockwell Automation
P1130,000140000371,CNC Machining Center,CC-4356,306745.46,ABB Robotics
P1130,000140000372,,CC-4356,103656.82,ABB Robotics
P1130,000140000373,Dimensional Measurement Arm,CC-4358,75175.62,ABB Robotics
