LineID,ProcessNo,ProcessName,WorkCenterID,StationID,AssetRef,ProductRef,MaterialRef
L10,PR-0006,Cathodic Dip Coating,WU56,S03,000140000053,MER-VEH-COMPACT-0001,MER-STEERING-SYSTEM-0013
L10,PR-0003,Torque Fastening,WU57,S03,000140000054,MER-VEH-COMPACT-0001,
L10,PR-0013,Door Fitment,WU58,S04,000140000055,MER-VEH-COMPACT-0001,MER-BODY-SHELL-0003
L10,PR-0173,Fastening - Transmission Housing,WU59,S04,000140000056,MER-VEH-COMPACT-0001,MER-FUEL-PUMP-0037
L11,PR-0003,Torque Fastening,WU60,S01,000140000057,MER-VEH-COMPACT-0001,
L11,PR-0075,Fusing - Door Module,WU61,S02,,MER-VEH-COMPACT-0001,MER-CATALYTIC-CONVER-0040
L11,PR-0078,Assembly - Floor Pan,WU62,S03,000140000058,MER-VEH-COMPACT-0001,MER-FUEL-PUMP-0037
L11,PR-0003,Torque Fastening,WU63,S04,000140000059,MER-VEH-COMPACT-0001,
L12,PR-0053,Die Stamping - Door Module,WU64,S01,000140000060,MER-VEH-COMPACT-0001,MER-HEADLINER-0020
L12,PR-0187,Molding - Bumper Fascia,WU65,S02,000140000061,MER-VEH-COMPACT-0001,MER-PISTONS-0030
L12,PR-0153,Boring - Suspension Arm,WU66,S02,000140000062,MER-VEH-COMPACT-0001,
L12,PR-0020,Wire Crimping,WU67,S02,000140000063,MER-VEH-COMPACT-0001,MER-BUMPER-REAR-0007
L13,PR-0001,Dispensing Sealing Compound,WU68,S01,000140000064,MER-VEH-COMPACT-0001,MER-CYLINDER-HEAD-0028
L13,PR-0001,Dispensing Sealing Compound,WU69,S01,000140000065,MER-VEH-COMPACT-0001,MER-INFOTAINMENT-UNI-0025
L13,PR-0003,Torque Fastening,WU70,S01,,MER-VEH-COMPACT-0001,
L13,PR-0019,Piercing Station,WU71,S02,,MER-VEH-COMPACT-0001,
L14,PR-0005,Leak Test,WU72,S01,000140000066,MER-VEH-SUV-0001,
L14,PR-0034,Moulding - Chassis Frame,WU73,S02,000140000067,MER-VEH-SUV-0001,MER-CYLINDER-BLOCK-0027
L14,PR-0058,Moulding - Transmission Housing,WU74,S02,000140000068,MER-VEH-SUV-0001,MER-CRANKSHAFT-0029
L14,PR-0002,Spot Weld,WU75,S03,000140000069,MER-VEH-SUV-0001,MER-FUEL-INJECTOR-0038
L14,PR-0115,Glass Panel Packaging,WU76,S04,000140000070,MER-VEH-SUV-0001,MER-CLUTCH-ASSEMBLY-0033
L14,PR-0001,Dispensing Sealing Compound,WU77,S04,000140000071,MER-VEH-SUV-0001,MER-DOORS-0004
L15,PR-0003,Torque Fastening,WU78,S01,000140000072,MER-VEH-COMPACT-0001,
L15,PR-0068,Packaging - Dashboard Assembly,WU79,S01,,MER-VEH-COMPACT-0001,MER-PISTONS-0030
L15,PR-0002,Spot Weld,WU80,S02,000140000073,MER-VEH-COMPACT-0001,MER-GEARBOX-HOUSING-0032
L15,PR-0002,Spot Weld,WU81,S02,000140000074,MER-VEH-COMPACT-0001,MER-LIGHTING-SYSTEM-0024
L15,PR-0174,Molding - Rear Axle,WU82,S03,000140000075,MER-VEH-COMPACT-0001,MER-CYLINDER-BLOCK-0027
L15,PR-0120,Rear Axle Packaging,WU83,S03,,MER-VEH-COMPACT-0001,MER-HOOD-0005
L16,PR-0067,Shaping - Engine Block,WU84,S01,000140000076,MER-VEH-COMPACT-0001,MER-BRAKE-SYSTEM-0012
L16,PR-0002,Spot Weld,WU85,S01,000140000077,MER-VEH-COMPACT-0001,MER-FUEL-PUMP-0037
L16,PR-0002,Spot Weld,WU86,S02,,MER-VEH-COMPACT-0001,MER-BODY-SHELL-0003
L16,PR-0002,Spot Weld,WU87,S02,000140000079,MER-VEH-COMPACT-0001,MER-EXHAUST-PIPE-0042
L16,PR-0002,Spot Weld,WU88,S03,000140000080,MER-VEH-COMPACT-0001,MER-REAR-SUSPENSION-0011
L16,PR-0169,Wire Harness Calibration,WU89,S04,000140000081,MER-VEH-COMPACT-0001,
L16,PR-0001,Dispensing Sealing Compound,WU90,S04,000140000082,MER-VEH-COMPACT-0001,MER-CLUTCH-ASSEMBLY-0033
L17,PR-0045,Stamping - Center Console,WU91,S01,000140000083,MER-VEH-COMPACT-0001,MER-REAR-SUSPENSION-0011
L17,PR-0001,Dispensing Sealing Compound,WU92,S02,000140000084,MER-VEH-COMPACT-0001,MER-DOORS-0004
L17,PR-0014,Toe & Camber Setting,WU93,S02,000140000085,MER-VEH-COMPACT-0001,
L17,PR-0001,Dispensing Sealing Compound,WU94,S02,000140000086,MER-VEH-COMPACT-0001,MER-INFOTAINMENT-UNI-0025
L18,PR-0001,Dispensing Sealing Compound,WU95,S01,000140000087,MER-VEH-COMPACT-0001,MER-GEARBOX-HOUSING-0032
L18,PR-0002,Spot Weld,WU96,S01,000140000088,MER-VEH-COMPACT-0001,MER-HOOD-0005
L18,PR-0129,Seat Frame Calibration,WU97,S02,000140000089,MER-VEH-COMPACT-0001,
L18,PR-0024,Pcba Operation,WU98,S02,000140000090,MER-VEH-COMPACT-0001,MER-BRAKE-SYSTEM-0012
L18,PR-0026,Cam Assembly,WU99,S02,000140000091,MER-VEH-COMPACT-0001,MER-WHEELS-0014
L19,PR-0003,Torque Fastening,WU100,S01,000140000092,MER-VEH-SUV-0001,
L19,PR-0039,Coating - Hood Panel,WU101,S02,000140000093,MER-VEH-SUV-0001,MER-MUFFLER-0041
L19,PR-0031,Press Forming - Transmission Housing,WU102,S03,000140000094,MER-VEH-SUV-0001,MER-WHEELS-0014
L19,PR-0008,Clearcoat Application,WU103,S03,000140000095,MER-VEH-SUV-0001,MER-HOOD-0005
L19,PR-0031,Press Forming - Transmission Housing,WU104,S04,000140000096,MER-VEH-SUV-0001,MER-EXHAUST-PIPE-0042
L19,PR-0092,Drilling - Fender Panel,WU105,S04,000140000097,MER-VEH-SUV-0001,
L20,PR-0159,Brake Caliper Drilling,WU106,S01,000140000098,MER-VEH-SUV-0001,
L20,PR-0197,Stamping - Roof Rail,WU107,S02,000140000099,MER-VEH-SUV-0001,MER-BUMPER-FRONT-0006
L20,PR-0010,Harness Routing,WU108,S03,000140000100,MER-VEH-SUV-0001,MER-WIRING-HARNESS-0022
L20,PR-0001,Dispensing Sealing Compound,WU109,S04,000140000101,MER-VEH-SUV-0001,MER-FENDERS-0008
L20,PR-0002,Spot Weld,WU110,S04,,MER-VEH-SUV-0001,MER-BRAKE-SYSTEM-0012
L20,PR-0002,Spot Weld,WU111,S04,000140000102,MER-VEH-SUV-0001,MER-GEARBOX-HOUSING-0032
L21,PR-0003,Torque Fastening,WU112,S01,000140000103,MER-VEH-SUV-0001,
L21,PR-0005,Leak Test,WU113,S01,000140000104,MER-VEH-SUV-0001,
L21,PR-0029,Connector Fitment,WU114,S02,000140000105,MER-VEH-SUV-0001,MER-BUMPER-REAR-0007
L22,PR-0012,Underbody Seam Sealing,WU115,S01,000140000106,MER-VEH-SUV-0001,MER-CYLINDER-HEAD-0028
L22,PR-0026,Cam Assembly,WU116,S01,000140000107,MER-VEH-SUV-0001,MER-LIGHTING-SYSTEM-0024
L22,PR-0170,Forming - Dashboard Assembly,WU117,S01,000140000108,MER-VEH-SUV-0001,MER-PISTONS-0030
L22,PR-0001,Dispensing Sealing Compound,WU118,S02,000140000109,MER-VEH-SUV-0001,MER-FENDERS-0008
L23,PR-0001,Dispensing Sealing Compound,WU119,S01,000140000110,MER-VEH-COMPACT-0001,MER-SEATS-0016
L23,PR-0028,Gear Hobbing,WU120,S01,000140000111,MER-VEH-COMPACT-0001,
L23,PR-0014,Toe & Camber Setting,WU121,S01,000140000112,MER-VEH-COMPACT-0001,
L23,PR-0010,Harness Routing,WU122,S02,000140000113,MER-VEH-COMPACT-0001,MER-BODY-SHELL-0003
L23,PR-0085,Brake Caliper Trimming,WU123,S02,000140000114,MER-VEH-COMPACT-0001,
L24,PR-0001,Dispensing Sealing Compound,WU124,S01,,MER-VEH-SUV-0001,MER-FUEL-INJECTOR-0038
L24,PR-0016,Panel Stamping,WU125,S01,000140000116,MER-VEH-SUV-0001,MER-EXHAUST-PIPE-0042
L24,PR-0134,Sealing - Steering Column,WU126,S02,,MER-VEH-SUV-0001,MER-DOOR-PANELS-0019
L24,PR-0008,Clearcoat Application,WU127,S02,000140000117,MER-VEH-SUV-0001,MER-LOW-VOLTAGE-BATT-0023
L24,PR-0017,Blank Cutting,WU128,S02,000140000118,MER-VEH-SUV-0001,
L25,PR-0001,Dispensing Sealing Compound,WU129,S01,000140000119,MER-VEH-COMPACT-0001,MER-BUMPER-REAR-0007
L25,PR-0004,Aoi Check,WU130,S01,000140000120,MER-VEH-COMPACT-0001,
L25,PR-0001,Dispensing Sealing Compound,WU131,S02,000140000121,MER-VEH-COMPACT-0001,MER-FUEL-PUMP-0037
L25,PR-0016,Panel Stamping,WU132,S02,000140000122,MER-VEH-COMPACT-0001,MER-CLUTCH-ASSEMBLY-0033
L25,PR-0018,Draw Forming,WU133,S03,000140000123,MER-VEH-COMPACT-0001,MER-BUMPER-FRONT-0006
L25,PR-0150,Packaging - Seat Frame,WU134,S03,000140000124,MER-VEH-COMPACT-0001,MER-LOW-VOLTAGE-BATT-0023
L26,PR-0024,Pcba Operation,WU135,S01,000140000125,MER-VEH-SUV-0001,MER-FENDERS-0008
L26,PR-0001,Dispensing Sealing Compound,WU136,S01,,MER-VEH-SUV-0001,MER-INFOTAINMENT-UNI-0025
L26,PR-0075,Fusing - Door Module,WU137,S01,000140000126,MER-VEH-SUV-0001,MER-CYLINDER-HEAD-0028
L26,PR-0004,Aoi Check,WU138,S02,000140000127,MER-VEH-SUV-0001,
L26,PR-0037,Inspection - Glass Panel,WU139,S02,000140000128,MER-VEH-SUV-0001,
L26,PR-0003,Torque Fastening,WU140,S02,000140000130,MER-VEH-SUV-0001,
L27,PR-0049,Abrasive Finishing - Door Module,WU141,S01,000140000131,MER-VEH-COMPACT-0001,
L27,PR-0131,Build - Seat Frame,WU142,S01,,MER-VEH-COMPACT-0001,MER-DASHBOARD-0017
L27,PR-0001,Dispensing Sealing Compound,WU143,S01,000140000132,MER-VEH-COMPACT-0001,MER-DOOR-PANELS-0019
L27,PR-0014,Toe & Camber Setting,WU144,S02,000140000133,MER-VEH-COMPACT-0001,
L27,PR-0013,Door Fitment,WU145,S02,000140000134,MER-VEH-COMPACT-0001,MER-PISTONS-0030
L27,PR-0003,Torque Fastening,WU146,S02,000140000135,MER-VEH-COMPACT-0001,
L28,PR-0004,Aoi Check,WU147,S01,000140000136,MER-VEH-SUV-0001,
L28,PR-0030,Block Machining,WU148,S01,000140000137,MER-VEH-SUV-0001,
L28,PR-0003,Torque Fastening,WU149,S02,000140000138,MER-VEH-SUV-0001,
L28,PR-0001,Dispensing Sealing Compound,WU150,S02,000140000139,MER-VEH-SUV-0001,MER-FENDERS-0008
L28,PR-0052,Build - Engine Block,WU151,S03,000140000140,MER-VEH-SUV-0001,MER-DOORS-0004
L28,PR-0022,Cover Stitching,WU152,S03,000140000141,MER-VEH-SUV-0001,MER-CENTER-CONSOLE-0018
L28,PR-0002,Spot Weld,WU153,S03,000140000142,MER-VEH-SUV-0001,MER-WIRING-HARNESS-0022
L28,PR-0160,Shaping - Radiator Core,WU154,S04,000140000143,MER-VEH-SUV-0001,MER-STEERING-SYSTEM-0013
L29,PR-0110,Cutting - Exhaust Manifold,WU155,S01,000140000144,MER-VEH-COMPACT-0001,
L29,PR-0163,Brake Caliper Grinding,WU156,S01,000140000145,MER-VEH-COMPACT-0001,
L29,PR-0011,Eol Functional Check,WU157,S01,000140000146,MER-VEH-COMPACT-0001,
L29,PR-0002,Spot Weld,WU158,S02,000140000147,MER-VEH-COMPACT-0001,MER-DOOR-PANELS-0019
L29,PR-0002,Spot Weld,WU159,S02,000140000148,MER-VEH-COMPACT-0001,MER-BUMPER-FRONT-0006
L29,PR-0148,Stamping - Fender Panel,WU160,S02,000140000149,MER-VEH-COMPACT-0001,MER-GEARBOX-HOUSING-0032
L29,PR-0106,Fastening - Brake Caliper,WU161,S03,000140000150,MER-VEH-COMPACT-0001,MER-CLUTCH-ASSEMBLY-0033
L29,PR-0044,Milling - Wheel Hub,WU162,S03,000140000151,MER-VEH-COMPACT-0001,
L29,PR-0011,Eol Functional Check,WU163,S04,000140000152,MER-VEH-COMPACT-0001,
L29,PR-0005,Leak Test,WU164,S04,000140000153,MER-VEH-COMPACT-0001,
L30,PR-0035,Seal Application - Transmission Housing,WU165,S01,000140000154,MER-VEH-SUV-0001,MER-BRAKE-SYSTEM-0012
L30,PR-0001,Dispensing Sealing Compound,WU166,S01,000140000155,MER-VEH-SUV-0001,MER-CYLINDER-HEAD-0028
L30,PR-0012,Underbody Seam Sealing,WU167,S01,000140000156,MER-VEH-SUV-0001,MER-REAR-SUSPENSION-0011
L30,PR-0030,Block Machining,WU168,S02,000140000157,MER-VEH-SUV-0001,
L30,PR-0047,Sealing - Engine Block,WU169,S02,000140000158,MER-VEH-SUV-0001,MER-CENTER-CONSOLE-0018
L31,PR-0008,Clearcoat Application,WU170,S01,,MER-VEH-COMPACT-0001,MER-WHEELS-0014
L31,PR-0045,Stamping - Center Console,WU171,S01,000140000159,MER-VEH-COMPACT-0001,MER-EXHAUST-PIPE-0042
L31,PR-0001,Dispensing Sealing Compound,WU172,S01,000140000160,MER-VEH-COMPACT-0001,MER-HEADLINER-0020
L31,PR-0002,Spot Weld,WU173,S02,000140000161,MER-VEH-COMPACT-0001,MER-CYLINDER-BLOCK-0027
L31,PR-0001,Dispensing Sealing Compound,WU174,S02,,MER-VEH-COMPACT-0001,MER-FRONT-SUSPENSION-0010
L32,PR-0004,Aoi Check,WU175,S01,000140000162,MER-VEH-SUV-0001,
L32,PR-0004,Aoi Check,WU176,S02,000140000163,MER-VEH-SUV-0001,
L32,PR-0005,Leak Test,WU177,S02,000140000164,MER-VEH-SUV-0001,
L32,PR-0009,Cell Stack Assembly,WU178,S02,000140000165,MER-VEH-SUV-0001,MER-CATALYTIC-CONVER-0040
L32,PR-0007,Base Coat Spray,WU179,S03,000140000166,MER-VEH-SUV-0001,MER-CRANKSHAFT-0029
L32,PR-0010,Harness Routing,WU180,S03,000140000167,MER-VEH-SUV-0001,MER-BUMPER-FRONT-0006
L33,PR-0047,Sealing - Engine Block,WU181,S01,,MER-VEH-SUV-0001,MER-WHEELS-0014
L33,PR-0001,Dispensing Sealing Compound,WU182,S01,000140000168,MER-VEH-SUV-0001,MER-WIRING-HARNESS-0022
L33,PR-0004,Aoi Check,WU183,S01,000140000169,MER-VEH-SUV-0001,
L33,PR-0001,Dispensing Sealing Compound,WU184,S02,000140000171,MER-VEH-SUV-0001,MER-CENTER-CONSOLE-0018
L33,PR-0001,Dispensing Sealing Compound,WU185,S03,000140000172,MER-VEH-SUV-0001,MER-GEAR-SET-0034
L33,PR-0020,Wire Crimping,WU186,S04,,MER-VEH-SUV-0001,MER-LIGHTING-SYSTEM-0024
L33,PR-0097,Press Forming - Rear Axle,WU187,S04,000140000173,MER-VEH-SUV-0001,MER-LIGHTING-SYSTEM-0024
L33,PR-0003,Torque Fastening,WU188,S04,000140000174,MER-VEH-SUV-0001,
L34,PR-0006,Cathodic Dip Coating,WU189,S01,000140000175,MER-VEH-SUV-0001,MER-DASHBOARD-0017
L34,PR-0002,Spot Weld,WU190,S01,000140000176,MER-VEH-SUV-0001,MER-FUEL-TANK-0036
L34,PR-0001,Dispensing Sealing Compound,WU191,S02,000140000178,MER-VEH-SUV-0001,MER-PISTONS-0030
L34,PR-0101,Sealing - Rear Axle,WU192,S03,000140000179,MER-VEH-SUV-0001,MER-PISTONS-0030
L34,PR-0016,Panel Stamping,WU193,S03,,MER-VEH-SUV-0001,MER-CYLINDER-HEAD-0028
L35,PR-0035,Seal Application - Transmission Housing,WU194,S01,000140000180,MER-VEH-COMPACT-0001,MER-CYLINDER-HEAD-0028
L35,PR-0100,Machining - Brake Caliper,WU195,S02,000140000181,MER-VEH-COMPACT-0001,
L35,PR-0018,Draw Forming,WU196,S02,000140000182,MER-VEH-COMPACT-0001,MER-GEARBOX-HOUSING-0032
L35,PR-0002,Spot Weld,WU197,S03,000140000183,MER-VEH-COMPACT-0001,MER-REAR-SUSPENSION-0011
L35,PR-0037,Inspection - Glass Panel,WU198,S03,000140000184,MER-VEH-COMPACT-0001,
L35,PR-0046,Radiator Core Packaging,WU199,S03,000140000185,MER-VEH-COMPACT-0001,MER-LOW-VOLTAGE-BATT-0023
L35,PR-0006,Cathodic Dip Coating,WU200,S04,000140000186,MER-VEH-COMPACT-0001,MER-BUMPER-REAR-0007
L36,PR-0021,Cushion Molding,WU201,S01,000140000187,MER-VEH-COMPACT-0001,MER-DASHBOARD-0017
L36,PR-0010,Harness Routing,WU202,S01,,MER-VEH-COMPACT-0001,MER-STEERING-SYSTEM-0013
L36,PR-0004,Aoi Check,WU203,S01,000140000188,MER-VEH-COMPACT-0001,
L36,PR-0029,Connector Fitment,WU204,S02,000140000189,MER-VEH-COMPACT-0001,MER-FRONT-SUSPENSION-0010
L37,PR-0002,Spot Weld,WU205,S01,000140000190,MER-VEH-SUV-0001,MER-LIGHTING-SYSTEM-0024
L37,PR-0004,Aoi Check,WU206,S01,000140000191,MER-VEH-SUV-0001,
L37,PR-0006,Cathodic Dip Coating,WU207,S02,000140000192,MER-VEH-SUV-0001,MER-DOOR-PANELS-0019
L37,PR-0021,Cushion Molding,WU208,S02,000140000193,MER-VEH-SUV-0001,MER-DOOR-PANELS-0019
L37,PR-0084,Application - Engine Block,WU209,S02,000140000194,MER-VEH-SUV-0001,MER-FUEL-PUMP-0037
L37,PR-0021,Cushion Molding,WU210,S03,000140000195,MER-VEH-SUV-0001,MER-SEATS-0016
L38,PR-0040,Shaping - Glass Panel,WU211,S01,000140000196,MER-VEH-COMPACT-0001,MER-BUMPER-FRONT-0006
L38,PR-0003,Torque Fastening,WU212,S02,000140000197,MER-VEH-COMPACT-0001,
L38,PR-0018,Draw Forming,WU213,S02,000140000198,MER-VEH-COMPACT-0001,MER-GEAR-SET-0034
L38,PR-0001,Dispensing Sealing Compound,WU214,S02,000140000199,MER-VEH-COMPACT-0001,MER-REAR-SUSPENSION-0011
L38,PR-0009,Cell Stack Assembly,WU215,S03,000140000200,MER-VEH-COMPACT-0001,MER-EXHAUST-PIPE-0042
L38,PR-0032,Testing - Fuel Rail,WU216,S03,000140000201,MER-VEH-COMPACT-0001,
L39,PR-0002,Spot Weld,WU217,S01,000140000202,MER-VEH-COMPACT-0001,MER-CYLINDER-HEAD-0028
L39,PR-0113,Trimming Operation - Body Panel,WU218,S01,000140000203,MER-VEH-COMPACT-0001,
L39,PR-0007,Base Coat Spray,WU219,S02,000140000204,MER-VEH-COMPACT-0001,MER-BRAKE-SYSTEM-0012
L39,PR-0029,Connector Fitment,WU220,S03,000140000205,MER-VEH-COMPACT-0001,MER-LIGHTING-SYSTEM-0024
L39,PR-0009,Cell Stack Assembly,WU221,S03,000140000206,MER-VEH-COMPACT-0001,MER-CATALYTIC-CONVER-0040
L39,PR-0042,Assembly - Wire Harness,WU222,S03,,MER-VEH-COMPACT-0001,MER-CATALYTIC-CONVER-0040
L40,PR-0017,Blank Cutting,WU223,S01,000140000207,MER-VEH-COMPACT-0001,
L40,PR-0001,Dispensing Sealing Compound,WU224,S02,000140000208,MER-VEH-COMPACT-0001,MER-CENTER-CONSOLE-0018
L40,PR-0129,Seat Frame Calibration,WU225,S02,000140000209,MER-VEH-COMPACT-0001,
L40,PR-0027,Crankshaft Machining,WU226,S03,000140000210,MER-VEH-COMPACT-0001,
L40,PR-0009,Cell Stack Assembly,WU227,S03,000140000211,MER-VEH-COMPACT-0001,MER-BODY-SHELL-0003
L40,PR-0030,Block Machining,WU228,S03,000140000212,MER-VEH-COMPACT-0001,
L41,PR-0003,Torque Fastening,WU229,S01,000140000213,MER-VEH-COMPACT-0001,
L41,PR-0052,Build - Engine Block,WU230,S01,000140000214,MER-VEH-COMPACT-0001,MER-HOOD-0005
L41,PR-0006,Cathodic Dip Coating,WU231,S02,000140000215,MER-VEH-COMPACT-0001,MER-FUEL-PUMP-0037
L41,PR-0064,Deflashing - Center Console,WU232,S03,000140000216,MER-VEH-COMPACT-0001,
L41,PR-0003,Torque Fastening,WU233,S03,000140000217,MER-VEH-COMPACT-0001,
L41,PR-0058,Moulding - Transmission Housing,WU234,S04,000140000218,MER-VEH-COMPACT-0001,MER-CYLINDER-HEAD-0028
L41,PR-0116,Finishing - Bumper Fascia,WU235,S04,000140000219,MER-VEH-COMPACT-0001,MER-PISTONS-0030
L42,PR-0179,Inspection - Wire Harness,WU236,S01,000140000220,MER-VEH-COMPACT-0001,
L42,PR-0054,Verification - Chassis Frame,WU237,S02,000140000221,MER-VEH-COMPACT-0001,
L42,PR-0035,Seal Application - Transmission Housing,WU238,S02,000140000222,MER-VEH-COMPACT-0001,MER-PISTONS-0030
L42,PR-0012,Underbody Seam Sealing,WU239,S03,000140000223,MER-VEH-COMPACT-0001,MER-CLUTCH-ASSEMBLY-0033
L42,PR-0001,Dispensing Sealing Compound,WU240,S03,000140000224,MER-VEH-COMPACT-0001,MER-WIRING-HARNESS-0022
L43,PR-0015,Winding Operation,WU241,S01,000140000225,MER-VEH-COMPACT-0001,MER-DASHBOARD-0017
L43,PR-0015,Winding Operation,WU242,S01,,MER-VEH-COMPACT-0001,MER-REAR-SUSPENSION-0011
L43,PR-0001,Dispensing Sealing Compound,WU243,S02,000140000226,MER-VEH-COMPACT-0001,MER-WHEELS-0014
