OrderRef,EquipID,Type,DowntimeMinutes,MTBFHours,LinkedAssetRef
WO-2140199,ASSET-00040,Preventive,0,,000140000038
WO-2140200,ASSET-00040,Preventive,0,,000140000038
WO-2140201,ASSET-00040,Preventive,0,,000140000038
WO-2140202,ASSET-00040,Corrective,106,1381,000140000038
WO-2140203,ASSET-00040,Emergency,407,1433,000140000038
WO-2140204,ASSET-00041,Preventive,0,,000140000039
WO-2140205,ASSET-00041,Preventive,0,,000140000039
WO-2140206,ASSET-00042,Preventive,0,,
WO-2140207,ASSET-00042,Emergency,486,513,
WO-2140208,ASSET-00042,Corrective,55,1430,
WO-2140209,ASSET-00042,Preventive,0,,
WO-2140210,ASSET-00042,Preventive,0,,
WO-2140211,ASSET-00042,Preventive,0,,
WO-2140212,ASSET-00042,Preventive,0,,
WO-2140213,ASSET-00042,Preventive,0,,
WO-2140214,ASSET-00042,Preventive,0,,
WO-2140215,ASSET-00043,Corrective,58,406,000140000040
WO-2140216,ASSET-00043,Preventive,0,,000140000040
WO-2140217,ASSET-00044,Corrective,184,1379,000140000041
WO-2140218,ASSET-00044,Preventive,0,,000140000041
WO-2140219,ASSET-00044,Emergency,326,1756,000140000041
WO-2140220,ASSET-00044,Preventive,0,,000140000041
WO-2140221,ASSET-00045,Preventive,0,,000140000042
WO-2140222,ASSET-00045,Corrective,135,1844,000140000042
WO-2140223,ASSET-00045,Preventive,0,,000140000042
WO-2140224,ASSET-00045,Corrective,70,1239,000140000042
WO-2140225,ASSET-00045,Corrective,44,1241,000140000042
WO-2140226,ASSET-00046,Preventive,0,,000140000043
WO-2140227,ASSET-00046,Corrective,198,385,000140000043
WO-2140228,ASSET-00046,Preventive,0,,000140000043
WO-2140229,ASSET-00046,Preventive,0,,000140000043
WO-2140230,ASSET-00047,Corrective,226,396,000140000044
WO-2140231,ASSET-00047,Preventive,0,,000140000044
WO-2140232,ASSET-00048,Preventive,0,,000140000045
WO-2140233,ASSET-00048,Corrective,121,1859,000140000045
WO-2140234,ASSET-00048,Corrective,32,1775,000140000045
WO-2140235,ASSET-00049,Preventive,0,,000140000046
WO-2140236,ASSET-00049,Emergency,411,933,000140000046
WO-2140237,ASSET-00049,Corrective,122,1217,000140000046
WO-2140238,ASSET-00049,Preventive,0,,000140000046
WO-2140239,ASSET-00050,Preventive,0,,000140000047
WO-2140240,ASSET-00050,Corrective,169,1902,000140000047
WO-2140241,ASSET-00050,Preventive,0,,000140000047
WO-2140242,ASSET-00050,Corrective,194,1961,000140000047
WO-2140243,ASSET-00050,Preventive,0,,000140000047
WO-2140244,ASSET-00051,Preventive,0,,000140000048
WO-2140245,ASSET-00051,Emergency,515,712,000140000048
WO-2140246,ASSET-00051,Preventive,0,,000140000048
WO-2140247,ASSET-00052,Preventive,0,,000140000049
WO-2140248,ASSET-00052,Preventive,0,,000140000049
WO-2140249,ASSET-00052,Emergency,502,1275,000140000049
WO-2140250,ASSET-00052,Corrective,86,443,000140000049
WO-2140251,ASSET-00052,Emergency,471,503,000140000049
WO-2140252,ASSET-00052,Corrective,82,983,000140000049
WO-2140253,ASSET-00053,Corrective,155,526,000140000050
WO-2140254,ASSET-00053,Preventive,0,,000140000050
WO-2140255,ASSET-00053,Preventive,0,,000140000050
WO-2140256,ASSET-00053,Corrective,169,1229,000140000050
WO-2140257,ASSET-00053,Corrective,188,1529,000140000050
WO-2140258,ASSET-00054,Corrective,133,273,000140000051
WO-2140259,ASSET-00054,Preventive,0,,000140000051
WO-2140260,ASSET-00054,Emergency,98,1038,000140000051
WO-2140261,ASSET-00054,Corrective,216,1134,000140000051
WO-2140262,ASSET-00054,Preventive,0,,000140000051
WO-2140263,ASSET-00054,Corrective,129,998,000140000051
WO-2140264,ASSET-00055,Emergency,154,1247,000140000052
WO-2140265,ASSET-00055,Emergency,310,1377,000140000052
WO-2140266,ASSET-00055,Preventive,0,,000140000052
WO-2140267,ASSET-00055,Corrective,130,942,000140000052
WO-2140268,ASSET-00055,Corrective,106,1296,000140000052
WO-2140269,ASSET-00056,Preventive,0,,000140000053
WO-2140270,ASSET-00056,Corrective,203,1064,000140000053
WO-2140271,ASSET-00056,Preventive,0,,000140000053
WO-2140272,ASSET-00056,Corrective,80,417,000140000053
WO-2140273,ASSET-00056,Corrective,211,220,000140000053
WO-2140274,ASSET-00056,Corrective,184,1978,000140000053
WO-2140275,ASSET-00057,Preventive,0,,000140000054
WO-2140276,ASSET-00057,Corrective,196,1164,000140000054
WO-2140277,ASSET-00057,Corrective,191,1700,000140000054
WO-2140278,ASSET-00057,Preventive,0,,000140000054
WO-2140279,ASSET-00057,Preventive,0,,000140000054
WO-2140280,ASSET-00057,Corrective,110,254,000140000054
WO-2140281,ASSET-00057,Corrective,68,609,000140000054
WO-2140282,ASSET-00057,Preventive,0,,000140000054
WO-2140283,ASSET-00058,Preventive,0,,000140000055
WO-2140284,ASSET-00058,Preventive,0,,000140000055
WO-2140285,ASSET-00058,Preventive,0,,000140000055
WO-2140286,ASSET-00058,Preventive,0,,000140000055
WO-2140287,ASSET-00059,Emergency,202,1827,000140000056
WO-2140288,ASSET-00059,Preventive,0,,000140000056
WO-2140289,ASSET-00059,Corrective,185,1832,000140000056
WO-2140290,ASSET-00059,Preventive,0,,000140000056
WO-2140291,ASSET-00059,Corrective,52,379,000140000056
WO-2140292,ASSET-00059,Preventive,0,,000140000056
WO-2140293,ASSET-00059,Corrective,199,329,000140000056
WO-2140294,ASSET-00060,Preventive,0,,000140000057
WO-2140295,ASSET-00060,Corrective,222,1226,000140000057
WO-2140296,ASSET-00060,Emergency,506,968,000140000057
WO-2140297,ASSET-00060,Preventive,0,,000140000057
WO-2140298,ASSET-00060,Corrective,46,384,000140000057
WO-2140299,ASSET-00060,Preventive,0,,000140000057
WO-2140300,ASSET-00061,Corrective,123,529,
WO-2140301,ASSET-00061,Corrective,130,1507,
WO-2140302,ASSET-00061,Preventive,0,,
WO-2140303,ASSET-00061,Preventive,0,,
WO-2140304,ASSET-00062,Corrective,234,1630,000140000058
WO-2140305,ASSET-00062,Preventive,0,,000140000058
WO-2140306,ASSET-00062,Preventive,0,,000140000058
WO-2140307,ASSET-00062,Preventive,0,,000140000058
WO-2140308,ASSET-00062,Preventive,0,,000140000058
WO-2140309,ASSET-00064,Emergency,231,1653,000140000060
WO-2140310,ASSET-00064,Emergency,409,1335,000140000060
WO-2140311,ASSET-00064,Emergency,262,798,000140000060
WO-2140312,ASSET-00064,Preventive,0,,000140000060
WO-2140313,ASSET-00064,Corrective,130,799,000140000060
WO-2140314,ASSET-00064,Preventive,0,,000140000060
WO-2140315,ASSET-00064,Corrective,151,1657,000140000060
WO-2140316,ASSET-00064,Corrective,98,1548,000140000060
WO-2140317,ASSET-00064,Corrective,137,263,000140000060
WO-2140318,ASSET-00064,Corrective,131,570,000140000060
WO-2140319,ASSET-00065,Corrective,100,1832,000140000061
WO-2140320,ASSET-00065,Corrective,109,672,000140000061
WO-2140321,ASSET-00065,Preventive,0,,000140000061
WO-2140322,ASSET-00065,Emergency,262,807,000140000061
WO-2140323,ASSET-00065,Corrective,115,1028,000140000061
WO-2140324,ASSET-00065,Preventive,0,,000140000061
WO-2140325,ASSET-00065,Corrective,62,1023,000140000061
WO-2140326,ASSET-00065,Corrective,146,1505,000140000061
WO-2140327,ASSET-00065,Corrective,65,928,000140000061
WO-2140328,ASSET-00065,Preventive,0,,000140000061
WO-2140329,ASSET-00066,Corrective,134,549,000140000062
WO-2140330,ASSET-00066,Corrective,75,211,000140000062
WO-2140331,ASSET-00066,Corrective,45,550,000140000062
WO-2140332,ASSET-00066,Corrective,199,993,000140000062
WO-2140333,ASSET-00066,Preventive,0,,000140000062
WO-2140334,ASSET-00066,Preventive,0,,000140000062
WO-2140335,ASSET-00066,Preventive,0,,000140000062
WO-2140336,ASSET-00066,Preventive,0,,000140000062
WO-2140337,ASSET-00066,Corrective,142,547,000140000062
WO-2140338,ASSET-00067,Corrective,179,240,000140000063
WO-2140339,ASSET-00067,Preventive,0,,000140000063
WO-2140340,ASSET-00067,Corrective,156,1903,000140000063
WO-2140341,ASSET-00067,Corrective,136,1535,000140000063
WO-2140342,ASSET-00067,Preventive,0,,000140000063
WO-2140343,ASSET-00067,Corrective,156,653,000140000063
WO-2140344,ASSET-00067,Corrective,33,682,000140000063
WO-2140345,ASSET-00067,Corrective,84,1941,000140000063
WO-2140346,ASSET-00067,Corrective,91,1916,000140000063
WO-2140347,ASSET-00067,Preventive,0,,000140000063
WO-2140348,ASSET-00068,Corrective,193,973,000140000064
WO-2140349,ASSET-00068,Preventive,0,,000140000064
WO-2140350,ASSET-00068,Preventive,0,,000140000064
WO-2140351,ASSET-00068,Corrective,115,888,000140000064
WO-2140352,ASSET-00068,Preventive,0,,000140000064
WO-2140353,ASSET-00069,Corrective,55,1385,000140000065
WO-2140354,ASSET-00069,Corrective,149,882,000140000065
WO-2140355,ASSET-00069,Preventive,0,,000140000065
WO-2140356,ASSET-00070,Corrective,171,681,
WO-2140357,ASSET-00070,Preventive,0,,
WO-2140358,ASSET-00070,Emergency,558,1014,
WO-2140359,ASSET-00070,Corrective,201,997,
WO-2140360,ASSET-00070,Corrective,61,1743,
WO-2140361,ASSET-00070,Preventive,0,,
WO-2140362,ASSET-00071,Corrective,93,1499,
WO-2140363,ASSET-00071,Corrective,130,391,
WO-2140364,ASSET-00071,Emergency,320,304,
WO-2140365,ASSET-00071,Preventive,0,,
WO-2140366,ASSET-00071,Corrective,217,379,
WO-2140367,ASSET-00071,Preventive,0,,
WO-2140368,ASSET-00071,Preventive,0,,
WO-2140369,ASSET-00071,Preventive,0,,
WO-2140370,ASSET-00072,Preventive,0,,000140000066
WO-2140371,ASSET-00072,Corrective,139,451,000140000066
WO-2140372,ASSET-00072,Preventive,0,,000140000066
WO-2140373,ASSET-00072,Corrective,188,342,000140000066
WO-2140374,ASSET-00072,Emergency,594,1950,000140000066
WO-2140375,ASSET-00072,Corrective,112,1709,000140000066
WO-2140376,ASSET-00072,Corrective,104,813,000140000066
WO-2140377,ASSET-00073,Preventive,0,,000140000067
WO-2140378,ASSET-00073,Corrective,40,367,000140000067
WO-2140379,ASSET-00073,Preventive,0,,000140000067
WO-2140380,ASSET-00073,Corrective,99,509,000140000067
WO-2140381,ASSET-00073,Preventive,0,,000140000067
WO-2140382,ASSET-00073,Corrective,222,780,000140000067
WO-2140383,ASSET-00073,Preventive,0,,000140000067
WO-2140384,ASSET-00074,Preventive,0,,000140000068
WO-2140385,ASSET-00074,Preventive,0,,000140000068
WO-2140386,ASSET-00074,Preventive,0,,000140000068
WO-2140387,ASSET-00074,Emergency,408,846,000140000068
WO-2140388,ASSET-00074,Emergency,164,251,000140000068
WO-2140389,ASSET-00075,Preventive,0,,000140000069
WO-2140390,ASSET-00075,Preventive,0,,000140000069
WO-2140391,ASSET-00075,Corrective,165,469,000140000069
WO-2140392,ASSET-00075,Corrective,84,571,000140000069
WO-2140393,ASSET-00075,Preventive,0,,000140000069
WO-2140394,ASSET-00075,Preventive,0,,000140000069
WO-2140395,ASSET-00076,Preventive,0,,000140000070
WO-2140396,ASSET-00076,Corrective,216,1249,000140000070
WO-2140397,ASSET-00076,Preventive,0,,000140000070
WO-2140398,ASSET-00076,Preventive,0,,000140000070
WO-2140399,ASSET-00076,Corrective,36,314,000140000070
WO-2140400,ASSET-00076,Preventive,0,,000140000070
WO-2140401,ASSET-00076,Emergency,583,1285,000140000070
WO-2140402,ASSET-00077,Emergency,250,1781,000140000071
WO-2140403,ASSET-00077,Emergency,191,211,000140000071
WO-2140404,ASSET-00077,Preventive,0,,000140000071
WO-2140405,ASSET-00077,Corrective,153,684,000140000071
WO-2140406,ASSET-00078,Emergency,428,400,000140000072
WO-2140407,ASSET-00078,Preventive,0,,000140000072
WO-2140408,ASSET-00078,Preventive,0,,000140000072
WO-2140409,ASSET-00078,Preventive,0,,000140000072
WO-2140410,ASSET-00078,Corrective,125,1507,000140000072
WO-2140411,ASSET-00078,Emergency,128,976,000140000072
WO-2140412,ASSET-00078,Preventive,0,,000140000072
WO-2140413,ASSET-00079,Preventive,0,,
WO-2140414,ASSET-00079,Preventive,0,,
WO-2140415,ASSET-00079,Preventive,0,,
WO-2140416,ASSET-00079,Emergency,148,1496,
WO-2140417,ASSET-00080,Preventive,0,,000140000073
WO-2140418,ASSET-00080,Emergency,123,390,000140000073
WO-2140419,ASSET-00080,Preventive,0,,000140000073
WO-2140420,ASSET-00080,Corrective,80,1241,000140000073
WO-2140421,ASSET-00080,Preventive,0,,000140000073
WO-2140422,ASSET-00080,Preventive,0,,000140000073
WO-2140423,ASSET-00080,Preventive,0,,000140000073
WO-2140424,ASSET-00081,Preventive,0,,000140000074
WO-2140425,ASSET-00081,Preventive,0,,000140000074
WO-2140426,ASSET-00081,Preventive,0,,000140000074
WO-2140427,ASSET-00081,Preventive,0,,000140000074
WO-2140428,ASSET-00081,Preventive,0,,000140000074
WO-2140429,ASSET-00082,Preventive,0,,000140000075
WO-2140430,ASSET-00082,Preventive,0,,000140000075
WO-2140431,ASSET-00083,Preventive,0,,
WO-2140432,ASSET-00083,Corrective,106,1545,
WO-2140433,ASSET-00083,Preventive,0,,
WO-2140434,ASSET-00084,Preventive,0,,000140000076
WO-2140435,ASSET-00084,Preventive,0,,000140000076
WO-2140436,ASSET-00084,Preventive,0,,000140000076
WO-2140437,ASSET-00084,Preventive,0,,000140000076
WO-2140438,ASSET-00084,Corrective,133,349,000140000076
WO-2140439,ASSET-00084,Emergency,248,1365,000140000076
WO-2140440,ASSET-00085,Corrective,153,657,000140000077
WO-2140441,ASSET-00085,Corrective,179,674,000140000077
WO-2140442,ASSET-00085,Corrective,53,1514,000140000077
WO-2140443,ASSET-00085,Emergency,333,1478,000140000077
WO-2140444,ASSET-00085,Corrective,176,756,000140000077
WO-2140445,ASSET-00085,Preventive,0,,000140000077
WO-2140446,ASSET-00086,Corrective,238,1453,
WO-2140447,ASSET-00086,Corrective,86,1320,
WO-2140448,ASSET-00086,Preventive,0,,
WO-2140449,ASSET-00086,Preventive,0,,
WO-2140450,ASSET-00087,Preventive,0,,000140000079
WO-2140451,ASSET-00087,Emergency,240,569,000140000079
WO-2140452,ASSET-00087,Preventive,0,,000140000079
WO-2140453,ASSET-00087,Emergency,280,956,000140000079
WO-2140454,ASSET-00087,Emergency,174,281,000140000079
WO-2140455,ASSET-00087,Corrective,177,1708,000140000079
WO-2140456,ASSET-00087,Preventive,0,,000140000079
WO-2140457,ASSET-00088,Preventive,0,,000140000080
WO-2140458,ASSET-00088,Preventive,0,,000140000080
WO-2140459,ASSET-00088,Corrective,151,1714,000140000080
WO-2140460,ASSET-00088,Preventive,0,,000140000080
WO-2140461,ASSET-00089,Corrective,143,1330,000140000081
WO-2140462,ASSET-00089,Corrective,74,1788,000140000081
WO-2140463,ASSET-00089,Corrective,65,1969,000140000081
WO-2140464,ASSET-00090,Preventive,0,,000140000082
WO-2140465,ASSET-00090,Preventive,0,,000140000082
WO-2140466,ASSET-00090,Corrective,72,1140,000140000082
WO-2140467,ASSET-00090,Preventive,0,,000140000082
WO-2140468,ASSET-00090,Preventive,0,,000140000082
WO-2140469,ASSET-00090,Preventive,0,,000140000082
WO-2140470,ASSET-00090,Preventive,0,,000140000082
WO-2140471,ASSET-00090,Corrective,38,412,000140000082
WO-2140472,ASSET-00090,Preventive,0,,000140000082
WO-2140473,ASSET-00091,Corrective,35,660,000140000083
WO-2140474,ASSET-00091,Preventive,0,,000140000083
WO-2140475,ASSET-00091,Preventive,0,,000140000083
WO-2140476,ASSET-00091,Corrective,67,571,000140000083
WO-2140477,ASSET-00091,Preventive,0,,000140000083
WO-2140478,ASSET-00091,Emergency,249,1791,000140000083
WO-2140479,ASSET-00092,Preventive,0,,000140000084
WO-2140480,ASSET-00092,Emergency,125,513,000140000084
WO-2140481,ASSET-00092,Corrective,129,390,000140000084
WO-2140482,ASSET-00093,Preventive,0,,000140000085
WO-2140483,ASSET-00093,Preventive,0,,000140000085
WO-2140484,ASSET-00093,Preventive,0,,000140000085
WO-2140485,ASSET-00093,Corrective,181,1732,000140000085
WO-2140486,ASSET-00094,Emergency,308,594,000140000086
WO-2140487,ASSET-00094,Preventive,0,,000140000086
WO-2140488,ASSET-00094,Corrective,68,1261,000140000086
WO-2140489,ASSET-00095,Corrective,232,553,000140000087
WO-2140490,ASSET-00095,Preventive,0,,000140000087
WO-2140491,ASSET-00095,Preventive,0,,000140000087
WO-2140492,ASSET-00095,Preventive,0,,000140000087
