MaterialNumber,StorageBin,QtyOnHand,KanbanCardID,IssuingPlant,ReceivingPlant
MAT-918218,H-29-1,3085,KANBAN-00044,Engine Plant DE,Assembly Plant IN
MAT-575778,E-26-2,155,KANBAN-00045,Engine Plant DE,Assembly Plant IN
MAT-975489,H-05-1,1229,KANBAN-00046,Engine Plant DE,Assembly Plant IN
MAT-300056,B-01-5,1289,KANBAN-00047,Engine Plant DE,Assembly Plant IN
MAT-725928,D-28-2,2666,KANBAN-00048,Engine Plant DE,Assembly Plant IN
MAT-273929,F-24-2,1093,KANBAN-00049,Engine Plant DE,Assembly Plant IN
MAT-701800,G-23-3,4180,KANBAN-00050,Engine Plant DE,Assembly Plant IN
MAT-267369,E-14-1,3246,KANBAN-00051,Engine Plant DE,Assembly Plant IN
MAT-577883,A-12-1,860,KANBAN-00052,Engine Plant DE,Assembly Plant IN
MAT-801021,A-19-2,2546,KANBAN-00053,Engine Plant DE,Assembly Plant IN
MAT-267882,C-05-1,1054,KANBAN-00054,Engine Plant DE,Assembly Plant IN
MAT-275397,B-28-2,1632,KANBAN-00055,Engine Plant DE,Assembly Plant IN
MAT-172502,F-22-2,3054,KANBAN-00056,Engine Plant DE,Assembly Plant IN
MAT-276938,F-05-4,1092,KANBAN-00057,Engine Plant DE,Assembly Plant IN
MAT-876210,C-28-2,469,KANBAN-00058,Engine Plant DE,Assembly Plant IN
MAT-431084,B-19-1,1037,KANBAN-00059,Engine Plant DE,Assembly Plant IN
MAT-274446,D-22-3,1374,KANBAN-00060,Engine Plant DE,Assembly Plant IN
MAT-465355,E-15-4,1526,KANBAN-00061,Engine Plant DE,Assembly Plant IN
MAT-193335,F-18-1,895,KANBAN-00062,Engine Plant DE,Assembly Plant IN
MAT-236502,H-20-2,4908,KANBAN-00063,Engine Plant DE,Assembly Plant IN
MAT-694147,G-23-3,4797,KANBAN-00064,Engine Plant DE,Assembly Plant IN
MAT-898723,H-21-5,1569,KANBAN-00065,Engine Plant DE,Assembly Plant IN
MAT-362299,D-25-2,2526,KANBAN-00066,Engine Plant DE,Assembly Plant IN
MAT-522951,H-25-5,4994,KANBAN-00067,Engine Plant DE,Assembly Plant IN
MAT-347349,G-14-4,1784,KANBAN-00068,Engine Plant DE,Assembly Plant IN
MAT-326283,B-11-4,651,KANBAN-00069,Engine Plant DE,Assembly Plant IN
MAT-321954,D-15-3,1786,KANBAN-00070,Engine Plant DE,Assembly Plant IN
MAT-310866,F-20-4,3319,KANBAN-00071,Engine Plant DE,Assembly Plant IN
MAT-670424,E-16-5,4604,KANBAN-00072,Engine Plant DE,Assembly Plant IN
MAT-671235,C-29-3,3733,KANBAN-00073,Engine Plant DE,Assembly Plant IN
MAT-291147,A-24-5,3603,KANBAN-00074,Engine Plant DE,Assembly Plant IN
MAT-160818,C-04-5,2494,KANBAN-00075,Engine Plant DE,Assembly Plant IN
MAT-898765,H-05-3,3737,KANBAN-00076,Engine Plant DE,Assembly Plant IN
MAT-554100,G-19-2,3026,KANBAN-00077,Engine Plant DE,Assembly Plant IN
MAT-127116,G-08-2,4481,KANBAN-00078,Engine Plant DE,Assembly Plant IN
MAT-256397,H-02-5,2983,KANBAN-00079,Engine Plant DE,Assembly Plant IN
MAT-669125,H-24-1,3837,KANBAN-00080,Engine Plant DE,Assembly Plant IN
MAT-782672,E-18-2,1670,KANBAN-00081,Engine Plant DE,Assembly Plant IN
MAT-956289,F-08-4,1794,KANBAN-00082,Engine Plant DE,Assembly Plant IN
MAT-355775,B-09-2,2338,KANBAN-00083,Engine Plant DE,Assembly Plant IN
MAT-126406,F-13-1,4222,KANBAN-00084,Engine Plant DE,Assembly Plant IN
MAT-302029,G-22-1,4841,KANBAN-00085,Engine Plant DE,Assembly Plant IN
MAT-611078,E-28-3,463,KANBAN-00086,Engine Plant DE,Assembly Plant IN
MAT-415232,H-15-3,2898,KANBAN-00087,Engine Plant DE,Assembly Plant IN
MAT-739681,B-11-2,2602,KANBAN-00088,Engine Plant DE,Assembly Plant IN
MAT-640313,G-18-2,1572,KANBAN-00089,Engine Plant DE,Assembly Plant IN
MAT-834595,E-16-5,2849,KANBAN-00090,Engine Plant DE,Assembly Plant IN
MAT-579358,D-16-2,420,KANBAN-00091,Engine Plant DE,Assembly Plant IN
MAT-729000,D-21-3,3891,KANBAN-00092,Engine Plant DE,Assembly Plant IN
MAT-565864,D-16-5,4779,KANBAN-00093,Engine Plant DE,Assembly Plant IN
MAT-719349,H-10-2,3547,KANBAN-00094,Engine Plant DE,Assembly Plant IN
MAT-780739,G-08-5,1251,KANBAN-00095,Engine Plant DE,Assembly Plant IN
MAT-983587,B-21-1,710,KANBAN-00096,Engine Plant DE,Assembly Plant IN
MAT-662109,C-24-3,938,KANBAN-00097,Engine Plant DE,Assembly Plant IN
MAT-720412,F-14-1,183,KANBAN-00098,Engine Plant DE,Assembly Plant IN
MAT-369894,A-06-3,83,KANBAN-00099,Engine Plant DE,Assembly Plant IN
MAT-240475,A-23-5,2314,KANBAN-00100,Engine Plant DE,Assembly Plant IN
MAT-936239,A-24-5,2846,KANBAN-00101,Engine Plant DE,Assembly Plant IN
MAT-927197,H-29-5,4597,KANBAN-00102,Engine Plant DE,Assembly Plant IN
MAT-167278,E-04-4,4907,KANBAN-00103,Engine Plant DE,Assembly Plant IN
MAT-649486,E-02-4,3998,KANBAN-00104,Engine Plant DE,Assembly Plant IN
MAT-505240,G-02-5,1570,KANBAN-00105,Engine Plant DE,Assembly Plant IN
MAT-698000,H-28-4,357,KANBAN-00106,Engine Plant DE,Assembly Plant IN
MAT-526394,G-24-3,1441,KANBAN-00107,Engine Plant DE,Assembly Plant IN
MAT-228301,F-02-4,183,KANBAN-00108,Engine Plant DE,Assembly Plant IN
MAT-189357,F-04-3,2529,KANBAN-00109,Engine Plant DE,Assembly Plant IN
MAT-585168,A-26-1,275,KANBAN-00110,Engine Plant DE,Assembly Plant IN
MAT-761767,A-16-4,2083,KANBAN-00111,Engine Plant DE,Assembly Plant IN
MAT-111982,H-04-5,3940,KANBAN-00112,Engine Plant DE,Assembly Plant IN
MAT-283139,H-07-5,696,KANBAN-00001,Engine Plant US,Assembly Plant IN
MAT-858580,A-15-1,2595,KANBAN-00002,Engine Plant US,Assembly Plant IN
MAT-734401,F-07-2,2676,KANBAN-00003,Engine Plant US,Assembly Plant IN
MAT-131621,A-27-3,2347,KANBAN-00004,Engine Plant US,Assembly Plant IN
MAT-317673,G-13-5,3253,KANBAN-00005,Engine Plant US,Assembly Plant IN
MAT-680995,G-20-5,3638,KANBAN-00006,Engine Plant US,Assembly Plant IN
MAT-129569,D-15-5,1959,KANBAN-00007,Engine Plant US,Assembly Plant IN
MAT-657564,A-13-1,1310,KANBAN-00008,Engine Plant US,Assembly Plant IN
MAT-556141,B-02-2,2736,KANBAN-00009,Engine Plant US,Assembly Plant IN
MAT-514869,H-26-1,2769,KANBAN-00010,Engine Plant US,Assembly Plant IN
MAT-960920,G-19-3,1365,KANBAN-00011,Engine Plant US,Assembly Plant IN
MAT-545127,G-01-3,4196,KANBAN-00012,Engine Plant US,Assembly Plant IN
MAT-978978,G-18-4,1563,KANBAN-00013,Engine Plant US,Assembly Plant IN
MAT-672607,E-26-1,3923,KANBAN-00014,Engine Plant US,Assembly Plant IN
MAT-838576,A-01-1,1237,KANBAN-00015,Engine Plant US,Assembly Plant IN
MAT-146386,G-18-2,1569,KANBAN-00016,Engine Plant US,Assembly Plant IN
MAT-448780,G-25-4,4081,KANBAN-00017,Engine Plant US,Assembly Plant IN
MAT-384817,E-05-2,4133,KANBAN-00018,Engine Plant US,Assembly Plant IN
MAT-851793,H-26-4,4240,KANBAN-00019,Engine Plant US,Assembly Plant IN
MAT-502793,G-16-2,3956,KANBAN-00020,Engine Plant US,Assembly Plant IN
MAT-565802,C-14-5,1962,KANBAN-00021,Engine Plant US,Assembly Plant IN
MAT-303611,G-14-1,3210,KANBAN-00022,Engine Plant US,Assembly Plant IN
MAT-474369,G-18-2,4042,KANBAN-00023,Engine Plant US,Assembly Plant IN
MAT-593741,G-01-3,570,KANBAN-00024,Engine Plant US,Assembly Plant IN
MAT-303280,F-14-2,2507,KANBAN-00025,Engine Plant US,Assembly Plant IN
MAT-154808,E-15-2,3936,KANBAN-00026,Engine Plant US,Assembly Plant IN
MAT-689637,C-28-5,3860,KANBAN-00027,Engine Plant US,Assembly Plant IN
MAT-425274,H-23-3,2083,KANBAN-00028,Engine Plant US,Assembly Plant IN
MAT-252367,G-23-3,172,KANBAN-00029,Engine Plant US,Assembly Plant IN
MAT-362427,F-11-4,4447,KANBAN-00030,Engine Plant US,Assembly Plant IN
MAT-318595,A-02-5,3692,KANBAN-00031,Engine Plant US,Assembly Plant IN
MAT-972167,G-07-2,2261,KANBAN-00032,Engine Plant US,Assembly Plant IN
MAT-945803,C-22-3,2530,KANBAN-00033,Engine Plant US,Assembly Plant IN
MAT-167117,G-04-1,3380,KANBAN-00034,Engine Plant US,Assembly Plant IN
MAT-451277,G-27-5,4953,KANBAN-00035,Engine Plant US,Assembly Plant IN
MAT-537068,H-02-2,2421,KANBAN-00036,Engine Plant US,Assembly Plant IN
MAT-475126,B-08-4,2654,KANBAN-00037,Engine Plant US,Assembly Plant IN
MAT-822832,F-28-3,2535,KANBAN-00038,Engine Plant US,Assembly Plant IN
MAT-237852,E-11-2,873,KANBAN-00039,Engine Plant US,Assembly Plant IN
MAT-537076,D-14-2,3063,KANBAN-00040,Engine Plant US,Assembly Plant IN
MAT-855859,F-25-3,759,KANBAN-00041,Engine Plant US,Assembly Plant IN
MAT-264080,H-26-1,4505,KANBAN-00042,Engine Plant US,Assembly Plant IN
MAT-433894,A-18-1,450,KANBAN-00043,Engine Plant US,Assembly Plant IN
MAT-214346,C-14-1,1959,KANBAN-00044,Engine Plant US,Assembly Plant IN
MAT-514040,F-17-3,3588,KANBAN-00045,Engine Plant US,Assembly Plant IN
MAT-128517,H-18-1,4802,KANBAN-00046,Engine Plant US,Assembly Plant IN
MAT-266802,G-05-1,3254,KANBAN-00047,Engine Plant US,Assembly Plant IN
MAT-730437,B-29-4,1901,KANBAN-00048,Engine Plant US,Assembly Plant IN
MAT-369808,A-03-2,2877,KANBAN-00049,Engine Plant US,Assembly Plant IN
MAT-842787,F-02-5,1328,KANBAN-00050,Engine Plant US,Assembly Plant IN
MAT-215442,D-03-3,4336,KANBAN-00051,Engine Plant US,Assembly Plant IN
MAT-671477,D-10-5,3025,KANBAN-00052,Engine Plant US,Assembly Plant IN
MAT-894681,B-01-2,662,KANBAN-00053,Engine Plant US,Assembly Plant IN
MAT-989875,E-23-1,1265,KANBAN-00054,Engine Plant US,Assembly Plant IN
MAT-211198,G-16-2,2758,KANBAN-00055,Engine Plant US,Assembly Plant IN
MAT-997584,G-02-4,3430,KANBAN-00056,Engine Plant US,Assembly Plant IN
MAT-921962,C-12-5,640,KANBAN-00057,Engine Plant US,Assembly Plant IN
MAT-319082,E-14-3,2159,KANBAN-00058,Engine Plant US,Assembly Plant IN
MAT-202241,B-25-4,2075,KANBAN-00059,Engine Plant US,Assembly Plant IN
MAT-158580,B-17-5,2742,KANBAN-00060,Engine Plant US,Assembly Plant IN
MAT-917858,D-05-3,3445,KANBAN-00061,Engine Plant US,Assembly Plant IN
MAT-886602,B-17-4,1047,KANBAN-00062,Engine Plant US,Assembly Plant IN
MAT-592588,F-07-4,1345,KANBAN-00063,Engine Plant US,Assembly Plant IN
MAT-711593,F-27-2,4593,KANBAN-00064,Engine Plant US,Assembly Plant IN
MAT-691296,A-25-3,3555,KANBAN-00065,Engine Plant US,Assembly Plant IN
MAT-571693,B-29-4,722,KANBAN-00066,Engine Plant US,Assembly Plant IN
MAT-482155,H-11-2,2566,KANBAN-00067,Engine Plant US,Assembly Plant IN
MAT-307331,C-25-1,528,KANBAN-00068,Engine Plant US,Assembly Plant IN
MAT-356989,G-08-2,2800,KANBAN-00069,Engine Plant US,Assembly Plant IN
MAT-877894,C-18-3,483,KANBAN-00070,Engine Plant US,Assembly Plant IN
MAT-911924,B-05-4,1465,KANBAN-00071,Engine Plant US,Assembly Plant IN
MAT-591856,A-08-3,218,KANBAN-00072,Engine Plant US,Assembly Plant IN
MAT-459904,F-29-3,4958,KANBAN-00073,Engine Plant US,Assembly Plant IN
MAT-218773,E-20-2,1844,KANBAN-00074,Engine Plant US,Assembly Plant IN
MAT-166465,A-09-2,4992,KANBAN-00075,Engine Plant US,Assembly Plant IN
MAT-353963,G-18-1,3167,KANBAN-00076,Engine Plant US,Assembly Plant IN
MAT-619558,B-26-1,3409,KANBAN-00077,Engine Plant US,Assembly Plant IN
MAT-516109,F-04-5,4130,KANBAN-00078,Engine Plant US,Assembly Plant IN
MAT-900124,E-19-1,3207,KANBAN-00079,Engine Plant US,Assembly Plant IN
MAT-212875,C-08-3,3074,KANBAN-00080,Engine Plant US,Assembly Plant IN
MAT-399765,G-01-3,3126,KANBAN-00081,Engine Plant US,Assembly Plant IN
MAT-103471,B-17-3,356,KANBAN-00082,Engine Plant US,Assembly Plant IN
MAT-708602,C-24-3,967,KANBAN-00083,Engine Plant US,Assembly Plant IN
MAT-198196,D-26-2,3944,KANBAN-00084,Engine Plant US,Assembly Plant IN
MAT-114913,H-04-2,2633,KANBAN-00085,Engine Plant US,Assembly Plant IN
MAT-873803,F-27-2,4517,KANBAN-00086,Engine Plant US,Assembly Plant IN
MAT-123673,D-19-3,4511,KANBAN-00087,Engine Plant US,Assembly Plant IN
MAT-918633,G-15-5,1600,KANBAN-00088,Engine Plant US,Assembly Plant IN
MAT-226525,F-27-4,4171,KANBAN-00089,Engine Plant US,Assembly Plant IN
MAT-206632,H-09-2,2524,KANBAN-00090,Engine Plant US,Assembly Plant IN
MAT-224216,F-11-1,4091,KANBAN-00091,Engine Plant US,Assembly Plant IN
MAT-218075,D-09-5,4307,KANBAN-00092,Engine Plant US,Assembly Plant IN
MAT-943619,G-12-2,3114,KANBAN-00093,Engine Plant US,Assembly Plant IN
MAT-680173,H-29-2,4952,KANBAN-00094,Engine Plant US,Assembly Plant IN
MAT-506859,G-20-5,988,KANBAN-00095,Engine Plant US,Assembly Plant IN
MAT-754149,D-10-2,4756,KANBAN-00096,Engine Plant US,Assembly Plant IN
MAT-765018,E-03-2,2656,KANBAN-00097,Engine Plant US,Assembly Plant IN
MAT-698521,D-27-4,1089,KANBAN-00098,Engine Plant US,Assembly Plant IN
MAT-888502,A-24-1,351,KANBAN-00099,Engine Plant US,Assembly Plant IN
MAT-713309,C-03-1,2285,KANBAN-00100,Engine Plant US,Assembly Plant IN
MAT-822816,A-26-4,3251,KANBAN-00101,Engine Plant US,Assembly Plant IN
MAT-148076,F-12-4,3249,KANBAN-00102,Engine Plant US,Assembly Plant IN
MAT-271174,G-19-4,1034,KANBAN-00103,Engine Plant US,Assembly Plant IN
MAT-417514,B-23-5,3591,KANBAN-00104,Engine Plant US,Assembly Plant IN
MAT-444204,G-29-3,4004,KANBAN-00105,Engine Plant US,Assembly Plant IN
MAT-996840,G-09-3,3687,KANBAN-00106,Engine Plant US,Assembly Plant IN
MAT-152763,H-06-4,1801,KANBAN-00107,Engine Plant US,Assembly Plant IN
MAT-165301,A-28-5,2166,KANBAN-00108,Engine Plant US,Assembly Plant IN
MAT-659884,C-11-5,845,KANBAN-00109,Engine Plant US,Assembly Plant IN
MAT-539260,E-29-1,2696,KANBAN-00110,Engine Plant US,Assembly Plant IN
MAT-779210,C-03-3,3086,KANBAN-00111,Engine Plant US,Assembly Plant IN
MAT-134452,D-13-1,3075,KANBAN-00112,Engine Plant US,Assembly Plant IN
MAT-312273,B-07-2,383,KANBAN-00113,Engine Plant US,Assembly Plant IN
MAT-205394,E-14-5,3737,KANBAN-00114,Engine Plant US,Assembly Plant IN
MAT-514574,F-19-3,2236,KANBAN-00115,Engine Plant US,Assembly Plant IN
MAT-687056,E-07-1,1352,KANBAN-00116,Engine Plant US,Assembly Plant IN
MAT-307538,F-05-2,1264,KANBAN-00117,Engine Plant US,Assembly Plant IN
MAT-365732,B-11-3,4202,KANBAN-00118,Engine Plant US,Assembly Plant IN
MAT-294588,G-12-3,4238,KANBAN-00119,Engine Plant US,Assembly Plant IN
MAT-251272,G-08-5,559,KANBAN-00120,Engine Plant US,Assembly Plant IN
MAT-292554,G-26-1,2911,KANBAN-00121,Engine Plant US,Assembly Plant IN
MAT-158781,F-03-5,3400,KANBAN-00122,Engine Plant US,Assembly Plant IN
MAT-608838,A-14-5,2814,KANBAN-00123,Engine Plant US,Assembly Plant IN
MAT-306119,E-29-4,2618,KANBAN-00124,Engine Plant US,Assembly Plant IN
MAT-185003,B-25-3,3138,KANBAN-00125,Engine Plant US,Assembly Plant IN
MAT-291452,G-11-2,3655,KANBAN-00126,Engine Plant US,Assembly Plant IN
MAT-148907,H-02-2,2313,KANBAN-00127,Engine Plant US,Assembly Plant IN
MAT-782750,D-16-5,2427,KANBAN-00128,Engine Plant US,Assembly Plant IN
MAT-674159,C-07-4,4440,KANBAN-00129,Engine Plant US,Assembly Plant IN
MAT-183083,F-02-4,2514,KANBAN-00130,Engine Plant US,Assembly Plant IN
MAT-447859,C-27-1,1694,KANBAN-00131,Engine Plant US,Assembly Plant IN
MAT-867290,H-11-2,1304,KANBAN-00132,Engine Plant US,Assembly Plant IN
MAT-723408,D-25-4,2797,KANBAN-00133,Engine Plant US,Assembly Plant IN
MAT-486325,E-29-4,4482,KANBAN-00134,Engine Plant US,Assembly Plant IN
MAT-251619,G-06-3,644,KANBAN-00135,Engine Plant US,Assembly Plant IN
MAT-934404,G-20-2,4531,KANBAN-00136,Engine Plant US,Assembly Plant IN
MAT-704106,E-07-1,1195,KANBAN-00137,Engine Plant US,Assembly Plant IN
MAT-358384,B-06-3,3277,KANBAN-00138,Engine Plant US,Assembly Plant IN
MAT-204398,H-27-4,238,KANBAN-00139,Engine Plant US,Assembly Plant IN
MAT-327846,F-06-3,4085,KANBAN-00140,Engine Plant US,Assembly Plant IN
MAT-720170,H-18-5,319,KANBAN-00141,Engine Plant US,Assembly Plant IN
MAT-621936,C-29-4,4979,KANBAN-00142,Engine Plant US,Assembly Plant IN
MAT-303748,C-22-3,3214,KANBAN-00143,Engine Plant US,Assembly Plant IN
MAT-704294,F-28-3,4545,KANBAN-00144,Engine Plant US,Assembly Plant IN
MAT-554162,H-26-2,3397,KANBAN-00145,Engine Plant US,Assembly Plant IN
MAT-300532,H-11-5,3626,KANBAN-00146,Engine Plant US,Assembly Plant IN
MAT-137157,C-18-5,2588,KANBAN-00147,Engine Plant US,Assembly Plant IN
MAT-934388,C-01-4,499,KANBAN-00148,Engine Plant US,Assembly Plant IN
MAT-618209,C-13-4,4587,KANBAN-00149,Engine Plant US,Assembly Plant IN
MAT-139623,D-11-3,4819,KANBAN-00150,Engine Plant US,Assembly Plant IN
MAT-215318,G-20-4,1176,KANBAN-00151,Engine Plant US,Assembly Plant IN
MAT-231923,D-08-4,3814,KANBAN-00152,Engine Plant US,Assembly Plant IN
MAT-884413,F-17-3,3062,KANBAN-00153,Engine Plant US,Assembly Plant IN
MAT-714503,C-17-4,3789,KANBAN-00154,Engine Plant US,Assembly Plant IN
MAT-162918,B-22-4,3617,KANBAN-00155,Engine Plant US,Assembly Plant IN
MAT-928025,A-09-2,4237,KANBAN-00156,Engine Plant US,Assembly Plant IN
MAT-914090,H-09-2,1838,KANBAN-00157,Engine Plant US,Assembly Plant IN
MAT-123144,F-18-3,3556,KANBAN-00158,Engine Plant US,Assembly Plant IN
MAT-722535,A-08-4,3836,KANBAN-00159,Engine Plant US,Assembly Plant IN
MAT-269809,D-23-3,593,KANBAN-00160,Engine Plant US,Assembly Plant IN
MAT-673163,D-04-5,4910,KANBAN-00161,Engine Plant US,Assembly Plant IN
MAT-251020,F-27-1,2400,KANBAN-00162,Engine Plant US,Assembly Plant IN
MAT-326279,F-17-1,3133,KANBAN-00163,Engine Plant US,Assembly Plant IN
MAT-873540,A-15-1,2823,KANBAN-00164,Engine Plant US,Assembly Plant IN
MAT-380130,D-18-1,4899,KANBAN-00165,Engine Plant US,Assembly Plant IN
MAT-194564,F-22-5,3557,KANBAN-00166,Engine Plant US,Assembly Plant IN
MAT-960916,A-12-1,643,KANBAN-00167,Engine Plant US,Assembly Plant IN
MAT-908410,A-14-5,3887,KANBAN-00168,Engine Plant US,Assembly Plant IN
MAT-910965,A-01-4,4722,KANBAN-00169,Engine Plant US,Assembly Plant IN
MAT-422017,F-12-3,1679,KANBAN-00170,Engine Plant US,Assembly Plant IN
MAT-594340,A-19-4,3247,KANBAN-00171,Engine Plant US,Assembly Plant IN
MAT-433138,D-08-2,3826,KANBAN-00172,Engine Plant US,Assembly Plant IN
MAT-899012,B-01-1,3818,KANBAN-00173,Engine Plant US,Assembly Plant IN
MAT-567527,F-16-4,428,KANBAN-00174,Engine Plant US,Assembly Plant IN
MAT-282982,E-21-2,4599,KANBAN-00175,Engine Plant US,Assembly Plant IN
MAT-478907,D-26-2,210,KANBAN-00176,Engine Plant US,Assembly Plant IN
MAT-288634,C-10-3,3342,KANBAN-00177,Engine Plant US,Assembly Plant IN
MAT-916642,C-27-1,2483,KANBAN-00178,Engine Plant US,Assembly Plant IN
MAT-743162,H-25-1,2044,KANBAN-00179,Engine Plant US,Assembly Plant IN
MAT-966036,E-20-5,2241,KANBAN-00180,Engine Plant US,Assembly Plant IN
MAT-594299,H-25-1,224,KANBAN-00181,Engine Plant US,Assembly Plant IN
MAT-101715,B-27-5,3834,KANBAN-00182,Engine Plant US,Assembly Plant IN
MAT-191924,F-24-5,4090,KANBAN-00183,Engine Plant US,Assembly Plant IN
MAT-134053,A-21-4,1435,KANBAN-00184,Engine Plant US,Assembly Plant IN
MAT-226307,D-26-5,3996,KANBAN-00185,Engine Plant US,Assembly Plant IN
MAT-735921,F-09-4,1447,KANBAN-00186,Engine Plant US,Assembly Plant IN
MAT-256124,B-14-2,2405,KANBAN-00187,Engine Plant US,Assembly Plant IN
MAT-629124,B-08-4,297,KANBAN-00188,Engine Plant US,Assembly Plant IN
MAT-979585,A-03-2,2319,KANBAN-00189,Engine Plant US,Assembly Plant IN
MAT-374941,D-21-1,176,KANBAN-00190,Engine Plant US,Assembly Plant IN
MAT-810256,F-07-2,3015,KANBAN-00191,Engine Plant US,Assembly Plant IN
MAT-822211,F-18-3,1182,KANBAN-00192,Engine Plant US,Assembly Plant IN
MAT-319761,E-25-1,3485,KANBAN-00193,Engine Plant US,Assembly Plant IN
MAT-995195,B-04-2,597,KANBAN-00194,Engine Plant US,Assembly Plant IN
MAT-886965,B-02-1,3870,KANBAN-00195,Engine Plant US,Assembly Plant IN
MAT-352616,D-04-4,3163,KANBAN-00196,Engine Plant US,Assembly Plant IN
MAT-559259,E-01-1,4288,KANBAN-00197,Engine Plant US,Assembly Plant IN
MAT-176711,C-20-4,197,KANBAN-00198,Engine Plant US,Assembly Plant IN
MAT-745784,H-09-2,4835,KANBAN-00199,Engine Plant US,Assembly Plant IN
MAT-257255,B-06-4,3921,KANBAN-00200,Engine Plant US,Assembly Plant IN
MAT-300408,B-10-2,3604,KANBAN-00001,Paint Shop DE,Assembly Plant IN
MAT-852080,D-01-1,4690,KANBAN-00002,Paint Shop DE,Assembly Plant IN
MAT-492452,G-03-5,2568,KANBAN-00003,Paint Shop DE,Assembly Plant IN
MAT-905932,C-28-5,559,KANBAN-00004,Paint Shop DE,Assembly Plant IN
MAT-471504,A-11-3,3488,KANBAN-00005,Paint Shop DE,Assembly Plant IN
MAT-731877,C-05-2,1418,KANBAN-00006,Paint Shop DE,Assembly Plant IN
MAT-669392,B-17-3,3680,KANBAN-00007,Paint Shop DE,Assembly Plant IN
MAT-620031,E-29-1,2102,KANBAN-00008,Paint Shop DE,Assembly Plant IN
MAT-657752,B-03-1,1142,KANBAN-00009,Paint Shop DE,Assembly Plant IN
