NCR_ID,PartNumber,DefectCode,DetectedAtStation,Disposition,PPM_Rate,EightD_Status
NCR-IN-00086,MER-BODY-SHELL-0003,PAINT-RUNS,ASY-S01,Rework,451,Open-D4
NCR-IN-00087,MER-EXHAUST-PIPE-0042,SEAL-LEAK,ASY-S01,Use-As-Is,343,Closed
NCR-IN-00088,MER-FUEL-INJECTOR-0038,PAINT-BLISTER,ASY-S01,Rework,206,Closed
NCR-IN-00089,MER-BRAKE-SYSTEM-0012,SURFACE-SCRATCH,ASY-S02,Rework,90,Open-D8
NCR-IN-00090,MER-BODY-SHELL-0003,ELEC-OPEN-CIRCUIT,ASY-S04,Use-As-Is,64,Closed
NCR-IN-00091,MER-FUEL-TANK-0036,SEAL-LEAK,ASY-S02,Use-As-Is,38,Closed
NCR-IN-00092,MER-HEADLINER-0020,WELD-UNDERCUT,ASY-S03,Rework,326,Open-D2
NCR-IN-00093,MER-STEERING-SYSTEM-0013,DIM-OUT-OF-TOLERANCE,ASY-S02,Rework,89,Open-D4
NCR-IN-00094,MER-STEERING-SYSTEM-0013,SEAL-LEAK,ASY-S02,Scrap,141,Closed
NCR-IN-00095,MER-CENTER-CONSOLE-0018,PAINT-BLISTER,ASY-S02,Rework,214,Closed
NCR-IN-00096,MER-GEAR-SET-0034,PAINT-BLISTER,ASY-S02,Rework,100,Open-D3
NCR-IN-00097,MER-BRAKE-SYSTEM-0012,ASSY-WRONG-PART,ASY-S01,Rework,494,Closed
NCR-IN-00098,MER-LIGHTING-SYSTEM-0024,DIM-OUT-OF-TOLERANCE,ASY-S01,Rework,63,Closed
NCR-IN-00099,MER-GEARBOX-HOUSING-0032,ELEC-OPEN-CIRCUIT,ASY-S02,Rework,451,Closed
NCR-IN-00100,MER-CENTER-CONSOLE-0018,PAINT-RUNS,ASY-S02,Rework,358,Closed
NCR-IN-00101,MER-CATALYTIC-CONVER-0040,PAINT-ORANGE-PEEL,ASY-S01,Rework,350,Closed
NCR-IN-00102,MER-BUMPER-REAR-0007,SEAL-LEAK,ASY-S04,Scrap,377,Closed
NCR-IN-00103,MER-LIGHTING-SYSTEM-0024,WELD-UNDERCUT,ASY-S01,Rework,311,Open-D4
NCR-IN-00104,MER-SEATS-0016,ELEC-CONNECTOR-MISMATE,ASY-S01,Scrap,338,Open-D3
NCR-IN-00105,MER-DASHBOARD-0017,PAINT-BLISTER,ASY-S02,Rework,324,Closed
NCR-IN-00106,MER-DASHBOARD-0017,MATERIAL-CONTAMINATION,ASY-S02,Rework,27,Closed
NCR-IN-00107,MER-INFOTAINMENT-UNI-0025,ASSY-MISSING-FASTENER,ASY-S01,Rework,293,Closed
NCR-IN-00108,MER-STEERING-SYSTEM-0013,PAINT-BLISTER,ASY-S01,Scrap,281,Closed
NCR-IN-00109,MER-REAR-SUSPENSION-0011,ASSY-MISSING-FASTENER,ASY-S01,Scrap,352,Closed
NCR-IN-00110,MER-LOW-VOLTAGE-BATT-0023,ASSY-WRONG-PART,ASY-S03,Use-As-Is,249,Closed
NCR-IN-00111,MER-HEADLINER-0020,PAINT-RUNS,ASY-S02,Rework,366,Closed
NCR-IN-00112,MER-PISTONS-0030,SURFACE-SCRATCH,ASY-S01,Use-As-Is,78,Closed
NCR-IN-00113,MER-GEARBOX-HOUSING-0032,ASSY-WRONG-PART,ASY-S01,Rework,136,Closed
NCR-IN-00114,MER-CENTER-CONSOLE-0018,WELD-UNDERCUT,ASY-S01,Rework,63,Closed
NCR-IN-00115,MER-HEADLINER-0020,SURFACE-SCRATCH,ASY-S02,Rework,472,Closed
NCR-IN-00116,MER-BUMPER-REAR-0007,PAINT-BLISTER,ASY-S03,Scrap,472,Closed
NCR-IN-00117,MER-FENDERS-0008,WELD-UNDERCUT,ASY-S03,Rework,470,Closed
NCR-IN-00118,MER-DOOR-PANELS-0019,DIM-GAP-FLUSH,ASY-S01,Scrap,308,Closed
NCR-IN-00119,MER-CENTER-CONSOLE-0018,DIM-GAP-FLUSH,ASY-S01,Scrap,405,Closed
NCR-IN-00120,MER-FUEL-INJECTOR-0038,WELD-MISALIGN,ASY-S04,Scrap,415,Open-D6
NCR-IN-00121,MER-HEADLINER-0020,ELEC-CONNECTOR-MISMATE,ASY-S03,Scrap,54,Closed
NCR-IN-00122,MER-FRONT-SUSPENSION-0010,ASSY-MISSING-FASTENER,ASY-S03,Rework,388,Open-D7
NCR-IN-00123,MER-CATALYTIC-CONVER-0040,WELD-MISALIGN,ASY-S03,Scrap,316,Closed
NCR-IN-00124,MER-VEH-SUV-0001,ASSY-WRONG-PART,ASY-S01,Use-As-Is,479,Open-D8
NCR-IN-00125,MER-CYLINDER-BLOCK-0027,PAINT-BLISTER,ASY-S02,Scrap,251,Closed
NCR-IN-00126,MER-LIGHTING-SYSTEM-0024,SEAL-LEAK,ASY-S01,Scrap,318,Closed
NCR-IN-00127,MER-STEERING-SYSTEM-0013,ELEC-OPEN-CIRCUIT,ASY-S02,Scrap,420,Open-D7
NCR-IN-00128,MER-CYLINDER-BLOCK-0027,WELD-POROSITY,ASY-S02,Rework,26,Closed
NCR-IN-00129,MER-LOW-VOLTAGE-BATT-0023,PAINT-ORANGE-PEEL,ASY-S02,Rework,251,Closed
NCR-IN-00130,MER-DASHBOARD-0017,SEAL-LEAK,ASY-S04,Scrap,37,Closed
NCR-IN-00131,MER-CYLINDER-BLOCK-0027,PAINT-ORANGE-PEEL,ASY-S03,Scrap,285,Open-D6
NCR-IN-00132,MER-FUEL-PUMP-0037,DIM-GAP-FLUSH,ASY-S02,Scrap,310,Open-D4
NCR-IN-00133,MER-FUEL-PUMP-0037,WELD-UNDERCUT,ASY-S01,Use-As-Is,96,Closed
NCR-IN-00134,MER-STEERING-SYSTEM-0013,DIM-GAP-FLUSH,ASY-S04,Rework,286,Closed
NCR-IN-00135,MER-DASHBOARD-0017,SURFACE-SCRATCH,ASY-S03,Rework,421,Closed
NCR-IN-00136,MER-VEH-SUV-0001,ELEC-OPEN-CIRCUIT,ASY-S01,Rework,482,Closed
NCR-IN-00137,MER-FUEL-PUMP-0037,SURFACE-SCRATCH,ASY-S03,Rework,342,Closed
NCR-IN-00138,MER-BRAKE-SYSTEM-0012,DIM-GAP-FLUSH,ASY-S03,Rework,342,Closed
NCR-IN-00139,MER-FUEL-TANK-0036,ASSY-CROSS-THREAD,ASY-S01,Use-As-Is,416,Open-D5
NCR-IN-00140,MER-SEATS-0016,PAINT-RUNS,ASY-S03,Rework,385,Open-D4
NCR-IN-00141,MER-MUFFLER-0041,ELEC-SHORT-CIRCUIT,ASY-S02,Scrap,307,Closed
NCR-IN-00142,MER-PISTONS-0030,ELEC-OPEN-CIRCUIT,ASY-S04,Scrap,364,Closed
NCR-IN-00143,MER-FRONT-SUSPENSION-0010,PAINT-RUNS,ASY-S02,Rework,295,Closed
NCR-IN-00144,MER-FENDERS-0008,ASSY-MISSING-FASTENER,ASY-S01,Rework,155,Closed
NCR-IN-00145,MER-BRAKE-SYSTEM-0012,SEAL-LEAK,ASY-S02,Rework,287,Closed
NCR-IN-00146,MER-EXHAUST-PIPE-0042,MATERIAL-CONTAMINATION,ASY-S04,Scrap,140,Open-D2
NCR-IN-00147,MER-REAR-SUSPENSION-0011,WELD-MISALIGN,ASY-S01,Scrap,113,Open-D7
NCR-IN-00148,MER-FUEL-PUMP-0037,ELEC-CONNECTOR-MISMATE,ASY-S02,Use-As-Is,491,Closed
