QualityRecordID,Part_No,Defect_Type,Station_Ref,DispositionCode,PPM,EightD_Stage
NCR-MX-00022,MER-BATTERY-MANAGEME-0028,PAINT-BLISTER,ELEC-S02,Rework,178,Closed
NCR-MX-00023,MER-FUEL-INJECTOR-0038,PAINT-ORANGE-PEEL,ELEC-S02,Use-As-Is,112,Closed
NCR-MX-00024,MER-WIRING-HARNESS-0022,ELEC-OPEN-CIRCUIT,ELEC-S03,Rework,362,Closed
NCR-MX-00025,MER-CYLINDER-HEAD-0028,WELD-UNDERCUT,ELEC-S03,Rework,206,Open-D8
NCR-MX-00026,MER-DC-DC-CONVERTER-0036,SEAL-LEAK,ELEC-S01,Rework,101,Closed
NCR-MX-00027,MER-BODY-SHELL-0003,ASSY-WRONG-PART,ELEC-S02,Scrap,271,Closed
NCR-MX-00028,MER-REAR-SUSPENSION-0011,ASSY-MISSING-FASTENER,ELEC-S02,Use-As-Is,195,Open-D5
NCR-MX-00029,MER-FRONT-SUSPENSION-0010,ASSY-CROSS-THREAD,ELEC-S02,Use-As-Is,423,Open-D3
NCR-MX-00030,MER-BUMPER-FRONT-0006,ASSY-WRONG-PART,ELEC-S03,Use-As-Is,273,Open-D4
NCR-MX-00031,MER-ROTOR-0032,PAINT-RUNS,ELEC-S03,Rework,158,Closed
NCR-MX-00032,MER-INFOTAINMENT-UNI-0025,PAINT-ORANGE-PEEL,ELEC-S02,Rework,365,Closed
NCR-MX-00033,MER-HEADLINER-0020,ASSY-CROSS-THREAD,ELEC-S03,Rework,258,Closed
NCR-MX-00034,MER-CRANKSHAFT-0029,SEAL-LEAK,ELEC-S02,Scrap,106,Open-D8
NCR-MX-00035,MER-VEH-EV-0001,DIM-GAP-FLUSH,ELEC-S01,Scrap,302,Closed
NCR-MX-00036,MER-CENTER-CONSOLE-0018,ELEC-CONNECTOR-MISMATE,ELEC-S01,Use-As-Is,289,Open-D7
NCR-MX-00037,MER-LIGHTING-SYSTEM-0024,ASSY-CROSS-THREAD,ELEC-S01,Scrap,92,Closed
NCR-MX-00038,MER-WIRING-HARNESS-0022,DIM-OUT-OF-TOLERANCE,ELEC-S01,Rework,427,Closed
NCR-MX-00039,MER-INFOTAINMENT-UNI-0025,SEAL-LEAK,ELEC-S01,Rework,449,Closed
NCR-MX-00040,MER-DOOR-PANELS-0019,ASSY-WRONG-PART,ELEC-S01,Rework,163,Closed
NCR-MX-00041,MER-INFOTAINMENT-UNI-0025,ASSY-WRONG-PART,ELEC-S01,Scrap,316,Closed
NCR-MX-00042,MER-BUMPER-FRONT-0006,MATERIAL-CONTAMINATION,ELEC-S01,Use-As-Is,257,Open-D4
NCR-MX-00043,MER-LOW-VOLTAGE-BATT-0023,SURFACE-SCRATCH,ELEC-S04,Use-As-Is,421,Open-D2
NCR-MX-00044,MER-GEARBOX-HOUSING-0032,PAINT-ORANGE-PEEL,ELEC-S03,Use-As-Is,436,Open-D6
NCR-MX-00045,MER-DOORS-0004,ELEC-CONNECTOR-MISMATE,ELEC-S02,Rework,315,Closed
NCR-MX-00046,MER-BUMPER-REAR-0007,DIM-OUT-OF-TOLERANCE,ELEC-S04,Rework,227,Closed
NCR-MX-00047,MER-MUFFLER-0041,PAINT-ORANGE-PEEL,ELEC-S01,Scrap,246,Closed
NCR-MX-00048,MER-CATALYTIC-CONVER-0040,PAINT-ORANGE-PEEL,ELEC-S01,Rework,371,Open-D4
NCR-MX-00049,MER-DASHBOARD-0017,WELD-POROSITY,ELEC-S02,Use-As-Is,334,Open-D6
NCR-MX-00050,MER-DC-DC-CONVERTER-0036,ASSY-CROSS-THREAD,ELEC-S02,Use-As-Is,436,Closed
NCR-MX-00051,MER-FUEL-INJECTOR-0038,SURFACE-SCRATCH,ELEC-S01,Rework,335,Closed
NCR-MX-00052,MER-BODY-SHELL-0003,ELEC-OPEN-CIRCUIT,ELEC-S01,Scrap,156,Closed
NCR-MX-00053,MER-WIRING-HARNESS-0022,PAINT-BLISTER,ELEC-S03,Scrap,295,Open-D7
NCR-MX-00054,MER-CENTER-CONSOLE-0018,ELEC-CONNECTOR-MISMATE,ELEC-S01,Use-As-Is,301,Closed
NCR-MX-00055,MER-HOOD-0005,ASSY-WRONG-PART,ELEC-S02,Rework,269,Closed
NCR-MX-00056,MER-FUEL-INJECTOR-0038,PAINT-ORANGE-PEEL,ELEC-S04,Use-As-Is,371,Open-D4
NCR-MX-00057,MER-BRAKE-SYSTEM-0012,PAINT-ORANGE-PEEL,ELEC-S01,Scrap,456,Open-D7
NCR-MX-00058,MER-BATTERY-CELL-MOD-0027,ASSY-CROSS-THREAD,ELEC-S02,Rework,483,Closed
NCR-MX-00059,MER-DOORS-0004,SEAL-LEAK,ELEC-S02,Rework,136,Closed
NCR-MX-00060,MER-FUEL-PUMP-0037,ELEC-OPEN-CIRCUIT,ELEC-S03,Rework,48,Closed
NCR-MX-00061,MER-BUMPER-FRONT-0006,SEAL-LEAK,ELEC-S04,Rework,108,Closed
NCR-MX-00062,MER-BATTERY-CELL-MOD-0027,WELD-UNDERCUT,ELEC-S04,Use-As-Is,395,Closed
NCR-MX-00063,MER-REAR-SUSPENSION-0011,PAINT-RUNS,ELEC-S02,Scrap,118,Closed
NCR-MX-00064,MER-FUEL-TANK-0036,ASSY-WRONG-PART,ELEC-S01,Rework,247,Open-D2
NCR-MX-00065,MER-LOW-VOLTAGE-BATT-0023,ELEC-SHORT-CIRCUIT,ELEC-S02,Scrap,103,Open-D5
NCR-MX-00066,MER-REAR-SUSPENSION-0011,WELD-POROSITY,ELEC-S03,Scrap,199,Open-D1
NCR-MX-00067,MER-HEADLINER-0020,ELEC-SHORT-CIRCUIT,ELEC-S02,Scrap,257,Open-D5
NCR-MX-00068,MER-PISTONS-0030,WELD-MISALIGN,ELEC-S01,Rework,491,Open-D8
NCR-MX-00069,MER-BUMPER-FRONT-0006,PAINT-RUNS,ELEC-S01,Rework,293,Closed
NCR-MX-00070,MER-REAR-SUSPENSION-0011,ELEC-CONNECTOR-MISMATE,ELEC-S01,Rework,344,Open-D2
NCR-MX-00071,MER-FUEL-PUMP-0037,WELD-POROSITY,ELEC-S02,Rework,183,Open-D8
NCR-MX-00072,MER-DOOR-PANELS-0019,SEAL-LEAK,ELEC-S02,Rework,283,Open-D3
NCR-MX-00073,MER-CHARGING-CABLE-0040,DIM-GAP-FLUSH,ELEC-S02,Scrap,264,Open-D8
NCR-MX-00074,MER-DOOR-PANELS-0019,DIM-OUT-OF-TOLERANCE,ELEC-S02,Rework,69,Closed
NCR-MX-00075,MER-STEERING-SYSTEM-0013,WELD-UNDERCUT,ELEC-S04,Scrap,414,Open-D7
NCR-MX-00076,MER-REAR-SUSPENSION-0011,ELEC-OPEN-CIRCUIT,ELEC-S02,Rework,65,Closed
NCR-MX-00077,MER-HOOD-0005,WELD-MISALIGN,ELEC-S03,Scrap,270,Closed
NCR-MX-00078,MER-MUFFLER-0041,SURFACE-SCRATCH,ELEC-S02,Rework,438,Closed
NCR-MX-00079,MER-REAR-SUSPENSION-0011,ASSY-CROSS-THREAD,ELEC-S03,Scrap,254,Closed
NCR-MX-00080,MER-GEARBOX-HOUSING-0032,ASSY-WRONG-PART,ELEC-S03,Rework,263,Closed
NCR-MX-00081,MER-CLUTCH-ASSEMBLY-0033,WELD-MISALIGN,ELEC-S03,Scrap,226,Open-D3
NCR-MX-00082,MER-BATTERY-HOUSING-0029,ASSY-CROSS-THREAD,ELEC-S02,Use-As-Is,387,Closed
NCR-MX-00083,MER-INFOTAINMENT-UNI-0025,ELEC-OPEN-CIRCUIT,ELEC-S03,Rework,29,Closed
NCR-MX-00084,MER-DOOR-PANELS-0019,SEAL-LEAK,ELEC-S01,Use-As-Is,159,Closed
NCR-MX-00085,MER-PISTONS-0030,ELEC-OPEN-CIRCUIT,ELEC-S01,Rework,202,Closed
NCR-MX-00086,MER-BRAKE-SYSTEM-0012,DIM-OUT-OF-TOLERANCE,ELEC-S01,Scrap,22,Closed
NCR-MX-00087,MER-BODY-SHELL-0003,WELD-UNDERCUT,ELEC-S03,Rework,186,Closed
NCR-MX-00088,MER-LIGHTING-SYSTEM-0024,WELD-POROSITY,ELEC-S01,Rework,488,Open-D5
NCR-MX-00089,MER-DOOR-PANELS-0019,MATERIAL-CONTAMINATION,ELEC-S02,Rework,384,Closed
NCR-MX-00090,MER-DOOR-PANELS-0019,ASSY-WRONG-PART,ELEC-S02,Rework,257,Closed
NCR-MX-00091,MER-DOORS-0004,ELEC-CONNECTOR-MISMATE,ELEC-S03,Rework,314,Open-D6
NCR-MX-00092,MER-STEERING-SYSTEM-0013,ELEC-CONNECTOR-MISMATE,ELEC-S02,Scrap,420,Open-D1
NCR-MX-00093,MER-GEAR-SET-0034,PAINT-ORANGE-PEEL,ELEC-S03,Rework,226,Closed
NCR-MX-00094,MER-CENTER-CONSOLE-0018,WELD-POROSITY,ELEC-S01,Rework,395,Closed
NCR-MX-00095,MER-CYLINDER-HEAD-0028,PAINT-RUNS,ELEC-S01,Scrap,70,Closed
NCR-MX-00096,MER-VEH-SUV-0001,ELEC-OPEN-CIRCUIT,ELEC-S01,Rework,381,Closed
NCR-MX-00097,MER-REAR-SUSPENSION-0011,ASSY-WRONG-PART,ELEC-S02,Scrap,193,Closed
NCR-MX-00098,MER-FRONT-SUSPENSION-0010,SURFACE-SCRATCH,ELEC-S02,Scrap,58,Closed
NCR-MX-00099,MER-FUEL-INJECTOR-0038,ASSY-WRONG-PART,ELEC-S01,Use-As-Is,409,Closed
NCR-MX-00100,MER-FUEL-INJECTOR-0038,ELEC-SHORT-CIRCUIT,ELEC-S02,Scrap,348,Open-D1
NCR-MX-00101,MER-CATALYTIC-CONVER-0040,WELD-UNDERCUT,ELEC-S02,Rework,165,Closed
NCR-MX-00102,MER-FRONT-SUSPENSION-0010,ASSY-MISSING-FASTENER,ELEC-S04,Scrap,193,Closed
NCR-MX-00103,MER-CHARGE-PORT-0039,WELD-POROSITY,ELEC-S02,Scrap,228,Closed
NCR-MX-00104,MER-LIGHTING-SYSTEM-0024,PAINT-BLISTER,ELEC-S01,Scrap,147,Open-D3
NCR-MX-00105,MER-FRONT-SUSPENSION-0010,ELEC-CONNECTOR-MISMATE,ELEC-S02,Rework,342,Closed
NCR-MX-00106,MER-HEADLINER-0020,ELEC-SHORT-CIRCUIT,ELEC-S02,Rework,448,Closed
NCR-MX-00107,MER-BUMPER-FRONT-0006,ASSY-MISSING-FASTENER,ELEC-S01,Scrap,464,Open-D6
NCR-MX-00108,MER-MUFFLER-0041,ELEC-OPEN-CIRCUIT,ELEC-S02,Rework,42,Closed
NCR-MX-00109,MER-HOOD-0005,SEAL-LEAK,ELEC-S01,Rework,199,Closed
NCR-MX-00110,MER-HEADLINER-0020,ELEC-SHORT-CIRCUIT,ELEC-S03,Rework,107,Open-D8
NCR-MX-00111,MER-LIGHTING-SYSTEM-0024,PAINT-BLISTER,ELEC-S03,Scrap,118,Closed
NCR-MX-00112,MER-VEH-SUV-0001,ASSY-WRONG-PART,ELEC-S01,Rework,54,Closed
NCR-MX-00113,MER-BODY-SHELL-0003,SEAL-LEAK,ELEC-S01,Rework,106,Closed
NCR-MX-00114,MER-PISTONS-0030,DIM-OUT-OF-TOLERANCE,ELEC-S03,Scrap,385,Closed
NCR-MX-00115,MER-CRANKSHAFT-0029,PAINT-ORANGE-PEEL,ELEC-S01,Scrap,412,Open-D5
NCR-MX-00116,MER-SEATS-0016,WELD-POROSITY,ELEC-S04,Use-As-Is,240,Closed
NCR-MX-00117,MER-WIRING-HARNESS-0022,ELEC-OPEN-CIRCUIT,ELEC-S02,Rework,394,Closed
NCR-MX-00118,MER-GEAR-SET-0034,PAINT-BLISTER,ELEC-S01,Rework,491,Closed
NCR-MX-00119,MER-VEH-COMPACT-0001,WELD-MISALIGN,ELEC-S01,Rework,50,Closed
NCR-MX-00120,MER-ONBOARD-CHARGER-0037,ELEC-SHORT-CIRCUIT,ELEC-S02,Rework,207,Open-D5
NCR-MX-00121,MER-REAR-SUSPENSION-0011,PAINT-BLISTER,ELEC-S01,Scrap,178,Open-D3
