WO_Number,Asset_ID,MaintenanceType,Failure_Reason,Downtime_Min,MTBF_Hrs,ERP_Asset_Ref
WO-2100060,ASSET-00012,Preventive,,0,,000100000012
WO-2100061,ASSET-00013,Preventive,,0,,
WO-2100062,ASSET-00013,Preventive,,0,,
WO-2100063,ASSET-00013,Preventive,,0,,
WO-2100064,ASSET-00013,Preventive,,0,,
WO-2100065,ASSET-00013,Preventive,,0,,
WO-2100066,ASSET-00014,Preventive,,0,,
WO-2100067,ASSET-00014,Emergency,CALIBRATION-DRIFT,74,274,
WO-2100068,ASSET-00014,Preventive,,0,,
WO-2100069,ASSET-00015,Preventive,,0,,000100000013
WO-2100070,ASSET-00015,Preventive,,0,,000100000013
WO-2100071,ASSET-00015,Preventive,,0,,000100000013
WO-2100072,ASSET-00015,Preventive,,0,,000100000013
WO-2100073,ASSET-00015,Preventive,,0,,000100000013
WO-2100074,ASSET-00015,Emergency,HYDRAULIC-LEAK,305,972,000100000013
WO-2100075,ASSET-00015,Emergency,MOTOR-BURNOUT,514,1332,000100000013
WO-2100076,ASSET-00015,Corrective,BEARING-FAILURE,202,1788,000100000013
WO-2100077,ASSET-00016,Preventive,,0,,
WO-2100078,ASSET-00016,Corrective,HYDRAULIC-LEAK,224,1593,
WO-2100079,ASSET-00017,Preventive,,0,,000100000014
WO-2100080,ASSET-00017,Preventive,,0,,000100000014
WO-2100081,ASSET-00017,Preventive,,0,,000100000014
WO-2100082,ASSET-00017,Emergency,SENSOR-FAULT,262,1944,000100000014
WO-2100083,ASSET-00017,Preventive,,0,,000100000014
WO-2100084,ASSET-00018,Preventive,,0,,000100000015
WO-2100085,ASSET-00018,Corrective,HYDRAULIC-LEAK,121,1475,000100000015
WO-2100086,ASSET-00018,Corrective,PNEUMATIC-LEAK,47,285,000100000015
WO-2100087,ASSET-00019,Corrective,BEARING-FAILURE,202,885,000100000017
WO-2100088,ASSET-00019,Preventive,,0,,000100000017
WO-2100089,ASSET-00019,Preventive,,0,,000100000017
WO-2100090,ASSET-00019,Corrective,PNEUMATIC-LEAK,218,1315,000100000017
WO-2100091,ASSET-00019,Corrective,CONTROLLER-FAULT,228,1904,000100000017
WO-2100092,ASSET-00019,Corrective,DIE-WEAR,89,1140,000100000017
WO-2100093,ASSET-00019,Preventive,,0,,000100000017
WO-2100094,ASSET-00019,Emergency,MOTOR-BURNOUT,518,1264,000100000017
WO-2100095,ASSET-00020,Corrective,SENSOR-FAULT,77,1132,000100000018
WO-2100096,ASSET-00020,Preventive,,0,,000100000018
WO-2100097,ASSET-00020,Corrective,BELT-FAILURE,84,1526,000100000018
WO-2100098,ASSET-00020,Preventive,,0,,000100000018
WO-2100099,ASSET-00020,Corrective,MOTOR-BURNOUT,50,322,000100000018
WO-2100100,ASSET-00020,Preventive,,0,,000100000018
WO-2100101,ASSET-00020,Preventive,,0,,000100000018
WO-2100102,ASSET-00021,Preventive,,0,,000100000019
WO-2100103,ASSET-00021,Preventive,,0,,000100000019
WO-2100104,ASSET-00021,Preventive,,0,,000100000019
WO-2100105,ASSET-00021,Corrective,BELT-FAILURE,82,1892,000100000019
WO-2100106,ASSET-00021,Preventive,,0,,000100000019
WO-2100107,ASSET-00021,Emergency,BELT-FAILURE,431,989,000100000019
WO-2100108,ASSET-00022,Corrective,MOTOR-BURNOUT,143,440,000100000020
WO-2100109,ASSET-00022,Preventive,,0,,000100000020
WO-2100110,ASSET-00022,Preventive,,0,,000100000020
WO-2100111,ASSET-00022,Corrective,SENSOR-FAULT,115,1287,000100000020
WO-2100112,ASSET-00022,Corrective,PNEUMATIC-LEAK,108,1339,000100000020
WO-2100113,ASSET-00023,Preventive,,0,,000100000021
WO-2100114,ASSET-00023,Corrective,PNEUMATIC-LEAK,190,1519,000100000021
WO-2100115,ASSET-00023,Preventive,,0,,000100000021
WO-2100116,ASSET-00023,Preventive,,0,,000100000021
WO-2100117,ASSET-00023,Preventive,,0,,000100000021
WO-2100118,ASSET-00023,Preventive,,0,,000100000021
WO-2100119,ASSET-00024,Preventive,,0,,000100000022
WO-2100120,ASSET-00024,Preventive,,0,,000100000022
WO-2100121,ASSET-00024,Preventive,,0,,000100000022
WO-2100122,ASSET-00025,Preventive,,0,,000100000023
WO-2100123,ASSET-00025,Preventive,,0,,000100000023
WO-2100124,ASSET-00025,Emergency,BEARING-FAILURE,512,989,000100000023
WO-2100125,ASSET-00025,Corrective,CONTROLLER-FAULT,104,970,000100000023
WO-2100126,ASSET-00025,Preventive,,0,,000100000023
WO-2100127,ASSET-00025,Preventive,,0,,000100000023
WO-2100128,ASSET-00026,Corrective,PNEUMATIC-LEAK,147,1374,000100000024
WO-2100129,ASSET-00026,Preventive,,0,,000100000024
WO-2100130,ASSET-00026,Corrective,PNEUMATIC-LEAK,99,665,000100000024
WO-2100131,ASSET-00026,Corrective,PNEUMATIC-LEAK,142,1972,000100000024
WO-2100132,ASSET-00026,Corrective,SENSOR-FAULT,85,1613,000100000024
WO-2100133,ASSET-00026,Corrective,CALIBRATION-DRIFT,60,1463,000100000024
WO-2100134,ASSET-00026,Preventive,,0,,000100000024
WO-2100135,ASSET-00026,Preventive,,0,,000100000024
WO-2100136,ASSET-00027,Corrective,BELT-FAILURE,62,1468,000100000025
WO-2100137,ASSET-00027,Corrective,BELT-FAILURE,162,1226,000100000025
WO-2100138,ASSET-00027,Emergency,BELT-FAILURE,210,313,000100000025
WO-2100139,ASSET-00027,Emergency,CALIBRATION-DRIFT,497,507,000100000025
WO-2100140,ASSET-00027,Preventive,,0,,000100000025
WO-2100141,ASSET-00027,Preventive,,0,,000100000025
WO-2100142,ASSET-00027,Corrective,CALIBRATION-DRIFT,92,1120,000100000025
WO-2100143,ASSET-00028,Preventive,,0,,000100000026
WO-2100144,ASSET-00028,Preventive,,0,,000100000026
WO-2100145,ASSET-00028,Preventive,,0,,000100000026
WO-2100146,ASSET-00029,Preventive,,0,,000100000027
WO-2100147,ASSET-00029,Preventive,,0,,000100000027
WO-2100148,ASSET-00029,Corrective,DIE-WEAR,59,714,000100000027
WO-2100149,ASSET-00029,Corrective,CALIBRATION-DRIFT,148,571,000100000027
WO-2100150,ASSET-00029,Emergency,BELT-FAILURE,437,1024,000100000027
WO-2100151,ASSET-00030,Preventive,,0,,000100000028
WO-2100152,ASSET-00030,Corrective,CALIBRATION-DRIFT,192,1101,000100000028
WO-2100153,ASSET-00030,Preventive,,0,,000100000028
WO-2100154,ASSET-00030,Corrective,CONTROLLER-FAULT,164,1937,000100000028
WO-2100155,ASSET-00031,Preventive,,0,,
WO-2100156,ASSET-00031,Corrective,SENSOR-FAULT,153,387,
WO-2100157,ASSET-00031,Corrective,CALIBRATION-DRIFT,195,542,
WO-2100158,ASSET-00031,Preventive,,0,,
WO-2100159,ASSET-00032,Emergency,BEARING-FAILURE,343,1736,000100000029
WO-2100160,ASSET-00032,Preventive,,0,,000100000029
WO-2100161,ASSET-00033,Preventive,,0,,000100000030
WO-2100162,ASSET-00033,Preventive,,0,,000100000030
WO-2100163,ASSET-00033,Preventive,,0,,000100000030
WO-2100164,ASSET-00033,Corrective,CALIBRATION-DRIFT,76,594,000100000030
WO-2100165,ASSET-00033,Emergency,MOTOR-BURNOUT,157,949,000100000030
WO-2100166,ASSET-00033,Preventive,,0,,000100000030
WO-2100167,ASSET-00034,Preventive,,0,,000100000031
WO-2100168,ASSET-00034,Corrective,SENSOR-FAULT,216,549,000100000031
WO-2100169,ASSET-00034,Preventive,,0,,000100000031
WO-2100170,ASSET-00034,Corrective,HYDRAULIC-LEAK,154,951,000100000031
WO-2100171,ASSET-00034,Corrective,BELT-FAILURE,169,1470,000100000031
WO-2100172,ASSET-00034,Preventive,,0,,000100000031
WO-2100173,ASSET-00035,Preventive,,0,,000100000032
WO-2100174,ASSET-00035,Preventive,,0,,000100000032
WO-2100175,ASSET-00035,Preventive,,0,,000100000032
WO-2100176,ASSET-00035,Emergency,PNEUMATIC-LEAK,378,709,000100000032
WO-2100177,ASSET-00035,Preventive,,0,,000100000032
WO-2100178,ASSET-00036,Emergency,BEARING-FAILURE,551,425,000100000033
WO-2100179,ASSET-00036,Preventive,,0,,000100000033
WO-2100180,ASSET-00036,Corrective,MOTOR-BURNOUT,97,1930,000100000033
WO-2100181,ASSET-00037,Preventive,,0,,
WO-2100182,ASSET-00037,Corrective,SPINDLE-SEIZURE,219,1967,
WO-2100183,ASSET-00037,Corrective,BELT-FAILURE,221,1886,
WO-2100184,ASSET-00037,Corrective,DIE-WEAR,137,1569,
WO-2100185,ASSET-00038,Preventive,,0,,000100000034
WO-2100186,ASSET-00038,Preventive,,0,,000100000034
WO-2100187,ASSET-00038,Preventive,,0,,000100000034
WO-2100188,ASSET-00038,Corrective,PNEUMATIC-LEAK,235,835,000100000034
WO-2100189,ASSET-00038,Corrective,PNEUMATIC-LEAK,181,444,000100000034
WO-2100190,ASSET-00039,Emergency,MOTOR-BURNOUT,268,869,000100000035
WO-2100191,ASSET-00039,Emergency,PNEUMATIC-LEAK,231,882,000100000035
WO-2100192,ASSET-00039,Corrective,SENSOR-FAULT,45,251,000100000035
WO-2100193,ASSET-00039,Preventive,,0,,000100000035
WO-2100194,ASSET-00040,Corrective,SENSOR-FAULT,123,1646,000100000036
WO-2100195,ASSET-00040,Preventive,,0,,000100000036
WO-2100196,ASSET-00040,Preventive,,0,,000100000036
WO-2100197,ASSET-00040,Preventive,,0,,000100000036
WO-2100198,ASSET-00041,Corrective,CALIBRATION-DRIFT,178,559,000100000037
WO-2100199,ASSET-00041,Corrective,HYDRAULIC-LEAK,123,526,000100000037
WO-2100200,ASSET-00041,Corrective,DIE-WEAR,47,1008,000100000037
WO-2100201,ASSET-00041,Preventive,,0,,000100000037
WO-2100202,ASSET-00041,Corrective,SPINDLE-SEIZURE,139,1329,000100000037
WO-2100203,ASSET-00041,Preventive,,0,,000100000037
WO-2100204,ASSET-00041,Corrective,SPINDLE-SEIZURE,132,530,000100000037
WO-2100205,ASSET-00042,Emergency,BELT-FAILURE,317,1938,000100000038
WO-2100206,ASSET-00042,Preventive,,0,,000100000038
WO-2100207,ASSET-00042,Preventive,,0,,000100000038
WO-2100208,ASSET-00042,Emergency,MOTOR-BURNOUT,241,1809,000100000038
WO-2100209,ASSET-00042,Emergency,SPINDLE-SEIZURE,158,1227,000100000038
WO-2100210,ASSET-00042,Preventive,,0,,000100000038
WO-2100211,ASSET-00042,Preventive,,0,,000100000038
WO-2100212,ASSET-00043,Preventive,,0,,000100000039
WO-2100213,ASSET-00043,Corrective,BEARING-FAILURE,158,886,000100000039
WO-2100214,ASSET-00043,Corrective,SENSOR-FAULT,128,1882,000100000039
WO-2100215,ASSET-00043,Corrective,DIE-WEAR,189,840,000100000039
WO-2100216,ASSET-00043,Corrective,HYDRAULIC-LEAK,107,1183,000100000039
WO-2100217,ASSET-00044,Preventive,,0,,000100000040
WO-2100218,ASSET-00044,Preventive,,0,,000100000040
WO-2100219,ASSET-00044,Preventive,,0,,000100000040
WO-2100220,ASSET-00044,Corrective,SPINDLE-SEIZURE,167,628,000100000040
WO-2100221,ASSET-00044,Preventive,,0,,000100000040
WO-2100222,ASSET-00044,Emergency,BEARING-FAILURE,347,477,000100000040
WO-2100223,ASSET-00044,Preventive,,0,,000100000040
WO-2100224,ASSET-00044,Preventive,,0,,000100000040
WO-2100225,ASSET-00044,Preventive,,0,,000100000040
WO-2100226,ASSET-00044,Preventive,,0,,000100000040
WO-2100227,ASSET-00044,Preventive,,0,,000100000040
WO-2100228,ASSET-00045,Emergency,SENSOR-FAULT,290,1372,000100000041
WO-2100229,ASSET-00045,Corrective,SENSOR-FAULT,163,1534,000100000041
WO-2100230,ASSET-00045,Preventive,,0,,000100000041
WO-2100231,ASSET-00046,Corrective,BEARING-FAILURE,34,1163,000100000042
WO-2100232,ASSET-00046,Preventive,,0,,000100000042
WO-2100233,ASSET-00047,Emergency,SPINDLE-SEIZURE,111,1224,000100000043
WO-2100234,ASSET-00047,Preventive,,0,,000100000043
WO-2100235,ASSET-00047,Preventive,,0,,000100000043
WO-2100236,ASSET-00047,Preventive,,0,,000100000043
WO-2100237,ASSET-00047,Preventive,,0,,000100000043
WO-2100238,ASSET-00048,Preventive,,0,,000100000044
WO-2100239,ASSET-00048,Corrective,MOTOR-BURNOUT,150,1663,000100000044
WO-2100240,ASSET-00048,Corrective,DIE-WEAR,45,907,000100000044
WO-2100241,ASSET-00048,Preventive,,0,,000100000044
WO-2100242,ASSET-00049,Preventive,,0,,000100000045
WO-2100243,ASSET-00049,Corrective,PNEUMATIC-LEAK,101,256,000100000045
WO-2100244,ASSET-00049,Corrective,MOTOR-BURNOUT,204,1855,000100000045
WO-2100245,ASSET-00050,Corrective,CALIBRATION-DRIFT,130,1845,000100000046
WO-2100246,ASSET-00050,Emergency,CONTROLLER-FAULT,349,1763,000100000046
WO-2100247,ASSET-00050,Preventive,,0,,000100000046
WO-2100248,ASSET-00050,Preventive,,0,,000100000046
WO-2100249,ASSET-00051,Preventive,,0,,000100000047
WO-2100250,ASSET-00051,Preventive,,0,,000100000047
WO-2100251,ASSET-00051,Corrective,PNEUMATIC-LEAK,187,418,000100000047
WO-2100252,ASSET-00051,Preventive,,0,,000100000047
WO-2100253,ASSET-00052,Corrective,BELT-FAILURE,68,700,000100000048
WO-2100254,ASSET-00052,Corrective,PNEUMATIC-LEAK,165,321,000100000048
WO-2100255,ASSET-00052,Corrective,PNEUMATIC-LEAK,163,1424,000100000048
WO-2100256,ASSET-00052,Preventive,,0,,000100000048
WO-2100257,ASSET-00052,Preventive,,0,,000100000048
WO-2100258,ASSET-00052,Preventive,,0,,000100000048
WO-2100259,ASSET-00052,Preventive,,0,,000100000048
WO-2100260,ASSET-00052,Corrective,CONTROLLER-FAULT,52,1026,000100000048
WO-2100261,ASSET-00052,Preventive,,0,,000100000048
WO-2100262,ASSET-00053,Preventive,,0,,000100000049
WO-2100263,ASSET-00053,Corrective,SENSOR-FAULT,163,1074,000100000049
WO-2100264,ASSET-00053,Preventive,,0,,000100000049
WO-2100265,ASSET-00053,Preventive,,0,,000100000049
WO-2100266,ASSET-00053,Corrective,SPINDLE-SEIZURE,186,1836,000100000049
WO-2100267,ASSET-00053,Preventive,,0,,000100000049
WO-2100268,ASSET-00053,Corrective,SPINDLE-SEIZURE,193,313,000100000049
WO-2100269,ASSET-00053,Corrective,MOTOR-BURNOUT,31,503,000100000049
WO-2100270,ASSET-00054,Corrective,HYDRAULIC-LEAK,56,1738,000100000050
WO-2100271,ASSET-00054,Preventive,,0,,000100000050
WO-2100272,ASSET-00054,Corrective,SENSOR-FAULT,125,1101,000100000050
WO-2100273,ASSET-00054,Corrective,SENSOR-FAULT,152,1009,000100000050
WO-2100274,ASSET-00054,Preventive,,0,,000100000050
WO-2100275,ASSET-00054,Corrective,BEARING-FAILURE,53,447,000100000050
WO-2100276,ASSET-00055,Preventive,,0,,000100000051
WO-2100277,ASSET-00055,Emergency,CONTROLLER-FAULT,387,1341,000100000051
WO-2100278,ASSET-00055,Preventive,,0,,000100000051
WO-2100279,ASSET-00055,Preventive,,0,,000100000051
WO-2100280,ASSET-00055,Corrective,SPINDLE-SEIZURE,233,670,000100000051
WO-2100281,ASSET-00055,Corrective,HYDRAULIC-LEAK,219,479,000100000051
WO-2100282,ASSET-00055,Preventive,,0,,000100000051
WO-2100283,ASSET-00055,Preventive,,0,,000100000051
WO-2100284,ASSET-00056,Preventive,,0,,000100000052
WO-2100285,ASSET-00056,Corrective,BELT-FAILURE,200,1418,000100000052
WO-2100286,ASSET-00057,Preventive,,0,,000100000053
WO-2100287,ASSET-00057,Corrective,HYDRAULIC-LEAK,138,1282,000100000053
WO-2100288,ASSET-00057,Corrective,CONTROLLER-FAULT,69,594,000100000053
WO-2100289,ASSET-00057,Preventive,,0,,000100000053
WO-2100290,ASSET-00057,Preventive,,0,,000100000053
WO-2100291,ASSET-00057,Corrective,PNEUMATIC-LEAK,103,822,000100000053
WO-2100292,ASSET-00057,Preventive,,0,,000100000053
WO-2100293,ASSET-00057,Corrective,MOTOR-BURNOUT,186,359,000100000053
WO-2100294,ASSET-00058,Corrective,PNEUMATIC-LEAK,232,670,000100000054
WO-2100295,ASSET-00059,Emergency,PNEUMATIC-LEAK,193,1452,000100000055
WO-2100296,ASSET-00059,Corrective,DIE-WEAR,200,1212,000100000055
WO-2100297,ASSET-00059,Preventive,,0,,000100000055
WO-2100298,ASSET-00060,Preventive,,0,,000100000056
WO-2100299,ASSET-00060,Corrective,SENSOR-FAULT,142,1020,000100000056
WO-2100300,ASSET-00060,Preventive,,0,,000100000056
WO-2100301,ASSET-00060,Emergency,BEARING-FAILURE,253,560,000100000056
WO-2100302,ASSET-00061,Preventive,,0,,000100000057
WO-2100303,ASSET-00061,Corrective,MOTOR-BURNOUT,210,1216,000100000057
WO-2100304,ASSET-00061,Preventive,,0,,000100000057
WO-2100305,ASSET-00061,Emergency,BELT-FAILURE,146,1310,000100000057
WO-2100306,ASSET-00061,Preventive,,0,,000100000057
WO-2100307,ASSET-00061,Corrective,CONTROLLER-FAULT,174,1496,000100000057
WO-2100308,ASSET-00061,Preventive,,0,,000100000057
WO-2100309,ASSET-00062,Preventive,,0,,000100000058
WO-2100310,ASSET-00062,Corrective,HYDRAULIC-LEAK,76,309,000100000058
WO-2100311,ASSET-00062,Preventive,,0,,000100000058
WO-2100312,ASSET-00062,Corrective,BEARING-FAILURE,47,1377,000100000058
WO-2100313,ASSET-00063,Corrective,PNEUMATIC-LEAK,136,1530,
WO-2100314,ASSET-00063,Corrective,DIE-WEAR,53,518,
WO-2100315,ASSET-00063,Preventive,,0,,
WO-2100316,ASSET-00063,Preventive,,0,,
WO-2100317,ASSET-00064,Preventive,,0,,
WO-2100318,ASSET-00064,Emergency,BEARING-FAILURE,447,712,
WO-2100319,ASSET-00065,Preventive,,0,,000100000059
WO-2100320,ASSET-00065,Preventive,,0,,000100000059
WO-2100321,ASSET-00065,Preventive,,0,,000100000059
WO-2100322,ASSET-00065,Corrective,SENSOR-FAULT,87,724,000100000059
WO-2100323,ASSET-00065,Preventive,,0,,000100000059
WO-2100324,ASSET-00066,Corrective,CONTROLLER-FAULT,126,623,000100000060
WO-2100325,ASSET-00066,Preventive,,0,,000100000060
WO-2100326,ASSET-00066,Corrective,BEARING-FAILURE,175,1115,000100000060
WO-2100327,ASSET-00066,Corrective,HYDRAULIC-LEAK,129,1581,000100000060
WO-2100328,ASSET-00066,Emergency,SPINDLE-SEIZURE,361,1653,000100000060
WO-2100329,ASSET-00066,Emergency,CALIBRATION-DRIFT,226,209,000100000060
WO-2100330,ASSET-00066,Preventive,,0,,000100000060
WO-2100331,ASSET-00067,Preventive,,0,,000100000061
WO-2100332,ASSET-00067,Preventive,,0,,000100000061
WO-2100333,ASSET-00068,Corrective,PNEUMATIC-LEAK,192,1814,000100000062
WO-2100334,ASSET-00068,Preventive,,0,,000100000062
WO-2100335,ASSET-00068,Preventive,,0,,000100000062
WO-2100336,ASSET-00068,Preventive,,0,,000100000062
WO-2100337,ASSET-00068,Corrective,SPINDLE-SEIZURE,131,791,000100000062
WO-2100338,ASSET-00068,Preventive,,0,,000100000062
WO-2100339,ASSET-00069,Corrective,PNEUMATIC-LEAK,109,1239,000100000063
WO-2100340,ASSET-00069,Emergency,DIE-WEAR,170,336,000100000063
WO-2100341,ASSET-00069,Preventive,,0,,000100000063
WO-2100342,ASSET-00070,Emergency,MOTOR-BURNOUT,163,1418,
WO-2100343,ASSET-00070,Corrective,PNEUMATIC-LEAK,182,1016,
WO-2100344,ASSET-00070,Preventive,,0,,
WO-2100345,ASSET-00070,Corrective,BELT-FAILURE,69,1586,
WO-2100346,ASSET-00070,Corrective,CONTROLLER-FAULT,224,726,
WO-2100347,ASSET-00070,Emergency,CONTROLLER-FAULT,495,519,
WO-2100348,ASSET-00070,Corrective,MOTOR-BURNOUT,224,271,
WO-2100349,ASSET-00070,Corrective,BEARING-FAILURE,124,541,
WO-2100350,ASSET-00070,Preventive,,0,,
WO-2100351,ASSET-00070,Preventive,,0,,
WO-2100352,ASSET-00071,Preventive,,0,,
WO-2100353,ASSET-00071,Corrective,DIE-WEAR,104,1265,
WO-2100354,ASSET-00071,Preventive,,0,,
WO-2100355,ASSET-00071,Corrective,SPINDLE-SEIZURE,98,1487,
WO-2100356,ASSET-00071,Preventive,,0,,
WO-2100357,ASSET-00071,Preventive,,0,,
WO-2100358,ASSET-00071,Preventive,,0,,
WO-2100359,ASSET-00071,Corrective,BELT-FAILURE,192,1999,
WO-2100360,ASSET-00071,Emergency,BEARING-FAILURE,97,801,
WO-2100361,ASSET-00072,Corrective,DIE-WEAR,34,1887,000100000064
WO-2100362,ASSET-00072,Preventive,,0,,000100000064
WO-2100363,ASSET-00072,Preventive,,0,,000100000064
WO-2100364,ASSET-00072,Preventive,,0,,000100000064
WO-2100365,ASSET-00072,Corrective,MOTOR-BURNOUT,179,1944,000100000064
WO-2100366,ASSET-00072,Corrective,PNEUMATIC-LEAK,60,1451,000100000064
WO-2100367,ASSET-00072,Preventive,,0,,000100000064
WO-2100368,ASSET-00073,Preventive,,0,,000100000065
WO-2100369,ASSET-00073,Preventive,,0,,000100000065
WO-2100370,ASSET-00073,Emergency,CONTROLLER-FAULT,254,1009,000100000065
WO-2100371,ASSET-00074,Corrective,HYDRAULIC-LEAK,195,829,000100000066
WO-2100372,ASSET-00074,Emergency,DIE-WEAR,297,1426,000100000066
WO-2100373,ASSET-00074,Preventive,,0,,000100000066
WO-2100374,ASSET-00074,Emergency,BEARING-FAILURE,170,436,000100000066
WO-2100375,ASSET-00074,Corrective,PNEUMATIC-LEAK,150,322,000100000066
WO-2100376,ASSET-00074,Corrective,PNEUMATIC-LEAK,234,1014,000100000066
WO-2100377,ASSET-00075,Preventive,,0,,000100000067
WO-2100378,ASSET-00075,Emergency,HYDRAULIC-LEAK,254,504,000100000067
WO-2100379,ASSET-00075,Corrective,DIE-WEAR,142,1509,000100000067
WO-2100380,ASSET-00075,Preventive,,0,,000100000067
WO-2100381,ASSET-00076,Preventive,,0,,000100000068
WO-2100382,ASSET-00076,Emergency,CALIBRATION-DRIFT,437,1266,000100000068
WO-2100383,ASSET-00077,Preventive,,0,,000100000069
WO-2100384,ASSET-00077,Preventive,,0,,000100000069
WO-2100385,ASSET-00077,Preventive,,0,,000100000069
WO-2100386,ASSET-00077,Preventive,,0,,000100000069
WO-2100387,ASSET-00078,Preventive,,0,,000100000070
WO-2100388,ASSET-00078,Preventive,,0,,000100000070
WO-2100389,ASSET-00078,Preventive,,0,,000100000070
WO-2100390,ASSET-00079,Preventive,,0,,000100000071
WO-2100391,ASSET-00079,Corrective,PNEUMATIC-LEAK,82,1084,000100000071
WO-2100392,ASSET-00079,Preventive,,0,,000100000071
WO-2100393,ASSET-00080,Corrective,MOTOR-BURNOUT,129,726,000100000072
WO-2100394,ASSET-00080,Corrective,DIE-WEAR,157,567,000100000072
WO-2100395,ASSET-00080,Corrective,DIE-WEAR,202,1642,000100000072
WO-2100396,ASSET-00080,Corrective,HYDRAULIC-LEAK,100,1117,000100000072
WO-2100397,ASSET-00081,Corrective,BELT-FAILURE,91,1407,000100000073
WO-2100398,ASSET-00081,Corrective,PNEUMATIC-LEAK,153,233,000100000073
WO-2100399,ASSET-00082,Corrective,SPINDLE-SEIZURE,94,1181,000100000074
WO-2100400,ASSET-00082,Preventive,,0,,000100000074
WO-2100401,ASSET-00082,Corrective,DIE-WEAR,75,459,000100000074
WO-2100402,ASSET-00082,Preventive,,0,,000100000074
