PartNo,Bin,OnHandQty,IssuingPlant,ReceivingPlant
MAT-916106,H-02-2,3402,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-439307,H-20-3,3435,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-580557,F-13-2,514,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-594214,D-08-3,4256,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-455173,H-20-4,3526,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-817093,B-10-4,1504,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-998757,F-12-5,2724,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-819840,G-26-4,3220,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-710226,G-04-4,1385,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-291592,G-11-2,4704,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-260882,H-14-3,1921,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-282072,B-21-5,3908,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-371197,F-19-4,261,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-212434,H-18-5,4750,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-915196,D-07-1,1373,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-552732,G-08-1,4547,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-831642,B-23-5,1519,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-449077,D-06-5,507,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-885012,A-16-4,2542,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-411533,G-09-2,1458,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-913529,C-18-4,4575,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-299511,G-22-3,459,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-407795,B-17-1,1358,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-179941,B-25-1,3308,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-590696,A-18-5,4191,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-667949,G-03-4,1320,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-951143,E-11-4,183,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-249440,A-14-3,4096,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-845647,F-13-5,291,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-187653,F-18-3,1360,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-390021,D-04-5,3743,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-900632,B-24-1,4332,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-430775,B-12-3,1255,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-326130,E-23-2,1565,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-940384,E-17-5,4428,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-421955,E-21-1,3858,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-915119,F-03-3,2397,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-520637,G-23-2,4804,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-121995,E-08-5,3391,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-961333,H-25-1,1535,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-929090,C-23-1,1668,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-391452,A-17-2,1072,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-644382,A-16-5,554,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-838188,H-04-3,4942,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-724873,E-01-3,2597,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-979835,F-05-5,4672,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-839824,H-22-3,1996,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-402350,D-17-2,324,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-644806,C-01-1,3042,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-381052,A-17-3,4354,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-822015,B-19-1,815,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-635476,E-18-3,3717,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-830541,C-07-2,2222,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-773619,F-19-5,3729,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-660210,E-23-5,4229,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-210796,C-08-2,4392,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-701056,D-01-2,190,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-638500,B-26-4,4524,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-534572,F-08-4,3518,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-189710,A-24-4,3134,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-474889,F-10-5,3146,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-559210,C-27-3,1514,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-321586,C-08-3,657,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-961462,E-27-3,2895,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-956253,D-14-3,4600,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-487435,G-06-4,127,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-307818,G-22-2,3903,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-441275,E-06-3,3576,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-543621,B-26-5,1826,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-889268,E-24-2,1570,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-452914,C-14-2,2685,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-820641,A-27-3,3207,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-450781,A-16-3,3711,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-481978,C-06-1,918,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-686626,B-25-4,3424,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-782061,A-09-4,178,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-250364,G-25-2,4423,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-727478,A-29-1,3175,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-212470,H-14-1,2203,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-798655,D-29-5,1967,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-485726,D-07-4,4711,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-838847,H-15-5,4902,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-782176,C-16-3,556,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-875562,B-19-3,4976,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-436674,A-27-1,601,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-637581,H-08-4,1860,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-912155,D-16-1,4176,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-839690,D-27-4,658,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-419246,C-07-2,4810,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-472608,G-09-2,4776,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-770919,B-23-1,55,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-256571,F-21-2,1193,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-557836,A-09-4,3504,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-368651,H-01-3,1669,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-885850,F-05-3,3662,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-867417,B-04-3,4375,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-111903,E-18-1,712,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-981333,A-18-4,2215,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-772214,H-15-5,2036,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-380812,E-26-1,2204,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-328863,F-29-2,226,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-540699,D-28-1,1578,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-298252,F-24-4,3850,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-936954,B-15-4,4420,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-151214,B-15-1,4229,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-320541,H-19-5,4608,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-176884,H-01-3,1974,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-255082,F-07-5,284,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-678225,H-14-5,3931,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-518077,B-14-5,3315,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-346581,B-06-3,2366,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-402589,G-11-5,3498,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-235668,B-08-4,2366,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-578945,H-26-1,2342,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-240078,E-21-3,482,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-625097,A-25-4,972,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-475057,D-26-2,3463,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-132577,F-20-3,3864,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-617110,B-20-2,1285,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-284370,D-19-1,2913,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-127888,E-02-5,85,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-152036,B-06-3,2288,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-153146,D-07-3,3429,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-109595,G-25-1,4946,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-431629,G-06-1,1895,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-891915,G-17-2,2034,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-913880,A-12-4,811,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-349503,G-24-2,4705,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-798439,C-20-5,709,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-892399,A-19-5,1820,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-121262,E-06-3,1339,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-410747,A-03-4,2488,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-479981,G-21-2,4495,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-347090,E-07-3,2641,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-782735,D-28-2,2830,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-275450,H-16-2,595,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-554624,D-12-5,3016,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-295477,B-13-2,1597,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-973715,F-21-2,3945,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-427341,H-01-2,2369,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-157436,E-08-2,2626,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-289203,B-18-2,4946,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-395050,C-05-3,2123,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-816190,C-08-1,4386,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-192807,F-06-1,4908,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-748846,C-01-2,1629,Electronics & Wiring Harness Plant MX,Assembly Plant DE
MAT-704887,D-14-1,3290,Electronics & Wiring Harness Plant MX,Assembly Plant IN
MAT-142602,F-14-3,4393,Electronics & Wiring Harness Plant MX,Assembly Plant IN
MAT-491404,G-07-5,3003,Electronics & Wiring Harness Plant MX,Assembly Plant IN
MAT-908211,B-25-4,3358,Electronics & Wiring Harness Plant MX,Assembly Plant IN
MAT-775972,H-14-1,4119,Electronics & Wiring Harness Plant MX,Assembly Plant IN
MAT-434148,A-02-3,716,Electronics & Wiring Harness Plant MX,Assembly Plant IN
MAT-773003,B-08-1,2917,Electronics & Wiring Harness Plant MX,Assembly Plant IN
MAT-937448,B-01-4,2932,Electronics & Wiring Harness Plant MX,Assembly Plant IN
MAT-218262,C-10-2,1487,Electronics & Wiring Harness Plant MX,Assembly Plant IN
MAT-943705,B-08-4,3590,Electronics & Wiring Harness Plant MX,Assembly Plant IN
MAT-534812,B-18-5,3383,Electronics & Wiring Harness Plant MX,Assembly Plant IN
MAT-217813,F-28-5,2184,Electronics & Wiring Harness Plant MX,Assembly Plant IN
MAT-813050,B-13-3,4310,Electronics & Wiring Harness Plant MX,Assembly Plant IN
MAT-384603,F-02-1,2664,Electronics & Wiring Harness Plant MX,Assembly Plant IN
MAT-517542,F-29-5,4365,Electronics & Wiring Harness Plant MX,Assembly Plant IN
MAT-485115,B-15-5,2414,Electronics & Wiring Harness Plant MX,Assembly Plant IN
MAT-245426,H-27-5,4371,Electronics & Wiring Harness Plant MX,Assembly Plant IN
MAT-163031,A-15-2,850,Electronics & Wiring Harness Plant MX,Assembly Plant IN
MAT-814160,H-03-3,1252,Electronics & Wiring Harness Plant MX,Assembly Plant IN
MAT-972888,B-16-5,2531,Electronics & Wiring Harness Plant MX,Assembly Plant IN
MAT-996307,F-12-3,483,Electronics & Wiring Harness Plant MX,Assembly Plant IN
MAT-819450,F-06-3,2422,Electronics & Wiring Harness Plant MX,Assembly Plant IN
MAT-289360,H-05-2,4305,Electronics & Wiring Harness Plant MX,Assembly Plant IN
MAT-474848,B-01-4,2488,Electronics & Wiring Harness Plant MX,Assembly Plant IN
MAT-922915,C-11-1,3185,Electronics & Wiring Harness Plant MX,Assembly Plant IN
MAT-341320,B-16-2,1540,Electronics & Wiring Harness Plant MX,Assembly Plant IN
MAT-113750,G-04-3,2596,Electronics & Wiring Harness Plant MX,Assembly Plant IN
MAT-687238,F-12-1,654,Electronics & Wiring Harness Plant MX,Assembly Plant IN
MAT-999867,G-24-1,1938,Electronics & Wiring Harness Plant MX,Assembly Plant IN
MAT-957454,F-05-1,4837,Electronics & Wiring Harness Plant MX,Assembly Plant IN
MAT-884532,C-26-3,260,Electronics & Wiring Harness Plant MX,Assembly Plant IN
MAT-674047,B-06-3,2224,Electronics & Wiring Harness Plant MX,Assembly Plant IN
MAT-535401,F-29-4,3265,Electronics & Wiring Harness Plant MX,Assembly Plant IN
MAT-718823,F-08-5,2755,Electronics & Wiring Harness Plant MX,Assembly Plant IN
MAT-873934,D-14-4,3592,Electronics & Wiring Harness Plant MX,Assembly Plant IN
MAT-569283,B-07-4,3417,Electronics & Wiring Harness Plant MX,Assembly Plant IN
MAT-290264,H-04-1,1050,Electronics & Wiring Harness Plant MX,Assembly Plant IN
MAT-937637,A-26-3,1901,Electronics & Wiring Harness Plant MX,Assembly Plant IN
MAT-521488,B-10-5,1524,Electronics & Wiring Harness Plant MX,Assembly Plant IN
MAT-184512,C-19-3,877,Electronics & Wiring Harness Plant MX,Assembly Plant IN
MAT-354134,F-20-1,2315,Electronics & Wiring Harness Plant MX,Assembly Plant IN
MAT-517823,C-01-3,3759,Electronics & Wiring Harness Plant MX,Assembly Plant IN
MAT-999654,F-29-5,1658,Electronics & Wiring Harness Plant MX,Assembly Plant IN
MAT-829717,C-14-4,4917,Electronics & Wiring Harness Plant MX,Assembly Plant IN
MAT-660447,F-19-3,1230,Electronics & Wiring Harness Plant MX,Assembly Plant IN
MAT-536304,G-14-3,515,Electronics & Wiring Harness Plant MX,Assembly Plant IN
MAT-200828,B-12-1,4703,Electronics & Wiring Harness Plant MX,Assembly Plant IN
MAT-542944,C-22-5,1975,Electronics & Wiring Harness Plant MX,Assembly Plant IN
MAT-296814,E-13-2,3555,Electronics & Wiring Harness Plant MX,Assembly Plant IN
MAT-406290,G-23-3,3879,Electronics & Wiring Harness Plant MX,Assembly Plant IN
MAT-987698,B-04-4,1794,Electronics & Wiring Harness Plant MX,Assembly Plant IN
MAT-268151,A-16-3,1753,Electronics & Wiring Harness Plant MX,Assembly Plant IN
MAT-778779,G-18-1,3719,Electronics & Wiring Harness Plant MX,Assembly Plant IN
MAT-384239,E-23-4,1987,Electronics & Wiring Harness Plant MX,Assembly Plant IN
MAT-423659,F-14-1,2912,Electronics & Wiring Harness Plant MX,Assembly Plant IN
MAT-103358,C-19-1,1227,Electronics & Wiring Harness Plant MX,Assembly Plant IN
MAT-136213,A-04-4,2102,Electronics & Wiring Harness Plant MX,Assembly Plant IN
MAT-571059,F-18-4,3524,Electronics & Wiring Harness Plant MX,Assembly Plant IN
MAT-151544,H-25-4,4137,Electronics & Wiring Harness Plant MX,Assembly Plant IN
MAT-438955,C-18-5,3939,Electronics & Wiring Harness Plant MX,Assembly Plant IN
MAT-275915,D-13-4,2233,Electronics & Wiring Harness Plant MX,Assembly Plant IN
MAT-175348,D-07-2,4500,Electronics & Wiring Harness Plant MX,Assembly Plant IN
MAT-621497,C-29-5,3102,Electronics & Wiring Harness Plant MX,Assembly Plant IN
MAT-354686,C-19-1,702,Electronics & Wiring Harness Plant MX,Assembly Plant IN
MAT-463413,E-26-2,663,Electronics & Wiring Harness Plant MX,Assembly Plant IN
MAT-151059,E-10-3,593,Electronics & Wiring Harness Plant MX,Assembly Plant IN
MAT-457896,D-28-4,1598,Electronics & Wiring Harness Plant MX,Assembly Plant IN
MAT-738313,E-07-4,433,Electronics & Wiring Harness Plant MX,Assembly Plant IN
MAT-316287,B-15-3,2895,Electronics & Wiring Harness Plant MX,Assembly Plant IN
MAT-684366,B-06-1,2760,Electronics & Wiring Harness Plant MX,Assembly Plant IN
MAT-312530,G-08-1,3277,Electronics & Wiring Harness Plant MX,Assembly Plant IN
MAT-998926,C-20-2,2044,Electronics & Wiring Harness Plant MX,Assembly Plant IN
MAT-414599,D-18-3,269,Electronics & Wiring Harness Plant MX,Assembly Plant IN
MAT-137690,F-25-5,1647,Electronics & Wiring Harness Plant MX,Assembly Plant IN
MAT-819518,B-25-2,3606,Electronics & Wiring Harness Plant MX,Assembly Plant IN
MAT-276219,E-10-2,2408,Electronics & Wiring Harness Plant MX,Assembly Plant IN
MAT-711551,H-05-1,762,Electronics & Wiring Harness Plant MX,Assembly Plant IN
MAT-319813,D-04-4,891,Electronics & Wiring Harness Plant MX,Assembly Plant IN
MAT-593354,E-11-4,2061,Electronics & Wiring Harness Plant MX,Assembly Plant IN
MAT-607739,C-26-1,418,Electronics & Wiring Harness Plant MX,Assembly Plant IN
MAT-743039,D-28-3,3767,Electronics & Wiring Harness Plant MX,Assembly Plant IN
MAT-388879,G-07-1,1618,Electronics & Wiring Harness Plant MX,Assembly Plant IN
MAT-778448,D-06-1,764,Electronics & Wiring Harness Plant MX,Assembly Plant IN
MAT-435556,H-25-5,4064,Electronics & Wiring Harness Plant MX,Assembly Plant IN
MAT-776040,C-28-4,1092,Electronics & Wiring Harness Plant MX,Assembly Plant IN
MAT-632421,D-07-5,253,Electronics & Wiring Harness Plant MX,Assembly Plant IN
MAT-838448,C-24-1,1274,Electronics & Wiring Harness Plant MX,Assembly Plant IN
MAT-597261,H-03-5,2295,Electronics & Wiring Harness Plant MX,Assembly Plant IN
MAT-911528,H-05-1,4832,Electronics & Wiring Harness Plant MX,Assembly Plant IN
MAT-571213,F-03-2,1429,Electronics & Wiring Harness Plant MX,Assembly Plant IN
MAT-529935,B-18-3,981,Electronics & Wiring Harness Plant MX,Assembly Plant IN
MAT-944713,G-03-4,4642,Electronics & Wiring Harness Plant MX,Assembly Plant IN
MAT-706371,F-07-2,4690,Electronics & Wiring Harness Plant MX,Assembly Plant IN
MAT-895120,H-14-4,3096,Electronics & Wiring Harness Plant MX,Assembly Plant IN
MAT-520029,C-01-5,1098,Electronics & Wiring Harness Plant MX,Assembly Plant IN
MAT-764185,E-22-3,4311,Electronics & Wiring Harness Plant MX,Assembly Plant IN
MAT-162340,C-19-2,1891,Electronics & Wiring Harness Plant MX,Assembly Plant IN
MAT-607340,F-27-3,763,Electronics & Wiring Harness Plant MX,Assembly Plant IN
MAT-314925,G-28-5,2642,Electronics & Wiring Harness Plant MX,Assembly Plant IN
MAT-283368,B-23-4,3129,Electronics & Wiring Harness Plant MX,Assembly Plant IN
MAT-710445,A-13-4,1549,Electronics & Wiring Harness Plant MX,Assembly Plant IN
MAT-785916,A-21-5,1594,Electronics & Wiring Harness Plant MX,Assembly Plant IN
MAT-190157,B-19-5,4274,Electronics & Wiring Harness Plant MX,Assembly Plant IN
MAT-757709,C-19-4,4542,Electronics & Wiring Harness Plant MX,Assembly Plant IN
MAT-948107,B-13-1,68,Electronics & Wiring Harness Plant MX,Assembly Plant IN
MAT-127138,C-08-5,3694,Electronics & Wiring Harness Plant MX,Assembly Plant IN
MAT-437252,F-10-5,935,Electronics & Wiring Harness Plant MX,Assembly Plant IN
MAT-228333,D-16-1,676,Electronics & Wiring Harness Plant MX,Assembly Plant IN
MAT-767817,G-16-5,3022,Electronics & Wiring Harness Plant MX,Assembly Plant IN
MAT-286205,G-14-1,2797,Electronics & Wiring Harness Plant MX,Assembly Plant IN
MAT-180557,F-01-3,3001,Electronics & Wiring Harness Plant MX,Assembly Plant IN
MAT-370912,G-21-3,3318,Electronics & Wiring Harness Plant MX,Assembly Plant IN
MAT-749763,G-22-2,1253,Electronics & Wiring Harness Plant MX,Assembly Plant IN
MAT-809196,E-02-4,55,Electronics & Wiring Harness Plant MX,Assembly Plant IN
MAT-636004,A-02-3,666,Electronics & Wiring Harness Plant MX,Assembly Plant IN
MAT-863170,G-01-5,4788,Electronics & Wiring Harness Plant MX,Assembly Plant IN
