Characteristic_No,Station_Ref,Value,UpperSpecLimit,LowerSpecLimit,ProcessCapability
K1016,S04,89.726,92.947,84.108,0.79
K1016,S04,87.142,92.947,84.108,0.79
K1016,S04,85.97,92.947,84.108,0.79
K1017,S04,171.615,173.369,168.661,1.67
K1017,S04,170.084,173.369,168.661,1.67
K1017,S04,170.885,173.369,168.661,1.67
K1018,S01,121.106,123.824,114.148,1.44
K1018,S01,119.927,123.824,114.148,1.44
K1018,S01,119.399,123.824,114.148,1.44
K1018,S01,117.861,123.824,114.148,1.44
K1019,S01,82.745,84.034,81.598,2.15
K1019,S01,82.456,84.034,81.598,2.15
K1019,S01,82.81,84.034,81.598,2.15
K1019,S01,82.898,84.034,81.598,2.15
K1020,S02,147.951,151.256,145.497,1.61
K1020,S02,149.377,151.256,145.497,1.61
K1020,S02,149.335,151.256,145.497,1.61
K1020,S02,148.566,151.256,145.497,1.61
K1021,S02,118.932,122.373,113.752,0.97
K1021,S02,116.747,122.373,113.752,0.97
K1021,S02,118.921,122.373,113.752,0.97
K1021,S02,118.11,122.373,113.752,0.97
K1021,S02,118.475,122.373,113.752,0.97
K1022,S03,17.158,18.972,15.993,0.97
K1022,S03,17.496,18.972,15.993,0.97
K1022,S03,18.352,18.972,15.993,0.97
K1022,S03,16.535,18.972,15.993,0.97
K1023,S03,115.301,119.595,111.837,1.92
K1023,S03,116.441,119.595,111.837,1.92
K1024,S03,15.62,19.148,13.331,1.49
K1024,S03,16.171,19.148,13.331,1.49
K1024,S03,16.478,19.148,13.331,1.49
K1025,S04,33.611,39.24,31.869,1.08
K1025,S04,35.616,39.24,31.869,1.08
K1025,S04,36.637,39.24,31.869,1.08
K1025,S04,34.208,39.24,31.869,1.08
K1025,S04,32.251,39.24,31.869,1.08
K1026,S04,101.804,106.242,97.95,1.44
K1026,S04,101.331,106.242,97.95,1.44
K1027,S01,30.913,32.298,29.594,1.86
K1027,S01,30.854,32.298,29.594,1.86
K1027,S01,31.161,32.298,29.594,1.86
K1028,S01,111.288,113.36,108.949,2.17
K1028,S01,111.343,113.36,108.949,2.17
K1028,S01,110.724,113.36,108.949,2.17
K1029,S02,184.342,190.155,180.728,1.5
K1029,S02,187.156,190.155,180.728,1.5
K1030,S01,148.682,150.754,143.648,1.58
K1030,S01,147.125,150.754,143.648,1.58
K1031,S01,41.085,44.803,38.734,0.67
K1031,S01,41.485,44.803,38.734,0.67
K1032,S02,72.849,76.516,71.498,0.73
K1032,S02,72.52,76.516,71.498,0.73
K1033,S02,196.024,198.927,191.335,0.62
K1033,S02,195.579,198.927,191.335,0.62
K1033,S02,196.067,198.927,191.335,0.62
K1033,S02,197.549,198.927,191.335,0.62
K1034,S02,120.882,123.29,118.369,2.03
K1034,S02,120.694,123.29,118.369,2.03
K1034,S02,121.512,123.29,118.369,2.03
K1034,S02,120.732,123.29,118.369,2.03
K1035,S01,171.704,178.255,169.823,0.84
K1035,S01,171.034,178.255,169.823,0.84
K1035,S01,173.425,178.255,169.823,0.84
K1035,S01,171.726,178.255,169.823,0.84
K1036,S01,188.579,191.603,184.813,0.87
K1036,S01,189.498,191.603,184.813,0.87
K1036,S01,186.793,191.603,184.813,0.87
K1037,S01,135.393,139.214,132.262,2.1
K1037,S01,135.297,139.214,132.262,2.1
K1037,S01,135.625,139.214,132.262,2.1
K1038,S02,10.438,14.9,6.494,2.11
K1038,S02,11.067,14.9,6.494,2.11
K1038,S02,11.594,14.9,6.494,2.11
K1038,S02,10.021,14.9,6.494,2.11
K1038,S02,11.517,14.9,6.494,2.11
K1039,S01,65.153,72.629,63.896,1.14
K1039,S01,67.101,72.629,63.896,1.14
K1039,S01,66.303,72.629,63.896,1.14
K1040,S01,10.748,15.002,6.068,1.31
K1040,S01,10.814,15.002,6.068,1.31
K1041,S02,12.51,15.911,9.206,1.44
K1041,S02,11.187,15.911,9.206,1.44
K1041,S02,12.451,15.911,9.206,1.44
K1041,S02,12.277,15.911,9.206,1.44
K1042,S02,156.656,160.424,151.269,2.19
K1042,S02,155.491,160.424,151.269,2.19
K1043,S02,182.751,183.623,181.649,1.65
K1043,S02,182.786,183.623,181.649,1.65
K1043,S02,182.574,183.623,181.649,1.65
K1044,S03,74.7,78.787,68.833,1.9
K1044,S03,72.965,78.787,68.833,1.9
K1044,S03,74.124,78.787,68.833,1.9
K1045,S03,187.193,187.737,186.515,2.16
K1045,S03,187.046,187.737,186.515,2.16
K1046,S04,154.47,158.02,152.002,1.64
K1046,S04,154.987,158.02,152.002,1.64
K1046,S04,154.83,158.02,152.002,1.64
K1046,S04,155.133,158.02,152.002,1.64
K1047,S01,78.87,85.586,76.067,0.76
K1047,S01,83.161,85.586,76.067,0.76
K1047,S01,81.314,85.586,76.067,0.76
K1047,S01,82.132,85.586,76.067,0.76
K1047,S01,76.762,85.586,76.067,0.76
K1048,S01,175.812,178.915,172.382,1.59
K1048,S01,175.341,178.915,172.382,1.59
K1048,S01,175.401,178.915,172.382,1.59
K1049,S02,181.289,185.129,176.238,1.57
K1049,S02,179.603,185.129,176.238,1.57
K1049,S02,180.61,185.129,176.238,1.57
K1049,S02,180.791,185.129,176.238,1.57
K1050,S02,119.653,121.236,115.378,1.74
K1050,S02,118.89,121.236,115.378,1.74
K1050,S02,116.989,121.236,115.378,1.74
K1050,S02,119.292,121.236,115.378,1.74
K1051,S02,124.441,125.983,122.265,1.04
K1051,S02,124.245,125.983,122.265,1.04
K1051,S02,124.415,125.983,122.265,1.04
K1051,S02,124.309,125.983,122.265,1.04
K1052,S01,142.6,146.306,140.958,1.27
K1052,S01,143.052,146.306,140.958,1.27
K1052,S01,143.891,146.306,140.958,1.27
K1052,S01,144.17,146.306,140.958,1.27
K1052,S01,143.518,146.306,140.958,1.27
K1053,S02,148.649,151.897,143.935,1.21
K1053,S02,148.362,151.897,143.935,1.21
K1053,S02,148.297,151.897,143.935,1.21
K1054,S02,70.782,71.027,69.703,0.93
K1054,S02,70.116,71.027,69.703,0.93
K1054,S02,69.988,71.027,69.703,0.93
K1055,S03,76.96,79.093,74.337,0.77
K1055,S03,77.433,79.093,74.337,0.77
K1055,S03,77.015,79.093,74.337,0.77
K1056,S03,171.977,174.506,168.947,2.18
K1056,S03,171.467,174.506,168.947,2.18
K1056,S03,172.399,174.506,168.947,2.18
K1057,S03,138.633,142.423,135.263,1.21
K1057,S03,136.519,142.423,135.263,1.21
K1058,S04,40.403,41.967,37.082,1.56
K1058,S04,39.367,41.967,37.082,1.56
K1058,S04,38.826,41.967,37.082,1.56
K1058,S04,39.965,41.967,37.082,1.56
K1058,S04,39.726,41.967,37.082,1.56
K1059,S01,62.977,65.936,56.468,1.29
K1059,S01,61.418,65.936,56.468,1.29
K1059,S01,61.137,65.936,56.468,1.29
K1059,S01,61.054,65.936,56.468,1.29
K1059,S01,61.494,65.936,56.468,1.29
K1060,S01,24.828,26.53,19.499,1.57
K1060,S01,23.439,26.53,19.499,1.57
K1060,S01,22.51,26.53,19.499,1.57
K1061,S02,27.466,28.846,26.833,0.86
K1061,S02,27.627,28.846,26.833,0.86
K1061,S02,27.509,28.846,26.833,0.86
K1061,S02,28.434,28.846,26.833,0.86
K1061,S02,27.587,28.846,26.833,0.86
K1062,S02,106.394,109.546,100.156,2.03
K1062,S02,104.674,109.546,100.156,2.03
K1063,S03,180.797,183.704,175.456,1.37
K1063,S03,177.902,183.704,175.456,1.37
K1063,S03,179.167,183.704,175.456,1.37
K1064,S03,53.226,57.386,51.058,1.1
K1064,S03,55.253,57.386,51.058,1.1
K1065,S04,60.625,61.607,59.962,1.96
K1065,S04,60.709,61.607,59.962,1.96
K1065,S04,60.787,61.607,59.962,1.96
K1065,S04,60.63,61.607,59.962,1.96
K1066,S04,40.713,44.324,37.818,2.04
K1066,S04,41.474,44.324,37.818,2.04
K1066,S04,41.501,44.324,37.818,2.04
K1066,S04,41.002,44.324,37.818,2.04
K1066,S04,41.399,44.324,37.818,2.04
K1067,S01,45.728,46.873,44.266,1.01
K1067,S01,45.416,46.873,44.266,1.01
K1067,S01,46.458,46.873,44.266,1.01
K1067,S01,45.581,46.873,44.266,1.01
K1067,S01,45.733,46.873,44.266,1.01
K1068,S02,17.065,18.921,11.696,0.71
K1068,S02,17.367,18.921,11.696,0.71
K1069,S03,58.193,60.968,54.683,1.07
K1069,S03,56.494,60.968,54.683,1.07
K1069,S03,57.322,60.968,54.683,1.07
K1070,S03,151.36,155.3,147.924,2.05
K1070,S03,151.38,155.3,147.924,2.05
K1070,S03,151.921,155.3,147.924,2.05
K1071,S04,97.814,103.375,94.219,1.37
K1071,S04,97.736,103.375,94.219,1.37
K1071,S04,99.72,103.375,94.219,1.37
K1071,S04,97.868,103.375,94.219,1.37
K1072,S04,141.089,142.313,140.377,0.74
K1072,S04,141.362,142.313,140.377,0.74
K1072,S04,141.439,142.313,140.377,0.74
K1072,S04,141.662,142.313,140.377,0.74
K1072,S04,140.87,142.313,140.377,0.74
K1073,S01,165.971,169.528,162.165,2.01
K1073,S01,166.352,169.528,162.165,2.01
K1074,S02,25.204,28.621,20.523,0.88
K1074,S02,25.399,28.621,20.523,0.88
K1075,S02,149.996,154.125,144.773,2.07
K1075,S02,149.285,154.125,144.773,2.07
K1075,S02,149.485,154.125,144.773,2.07
K1075,S02,148.128,154.125,144.773,2.07
K1076,S03,143.993,146.312,141.787,1.23
K1076,S03,144.796,146.312,141.787,1.23
K1077,S01,28.809,32.477,26.055,1.49
K1077,S01,29.151,32.477,26.055,1.49
K1077,S01,28.669,32.477,26.055,1.49
K1077,S01,28.92,32.477,26.055,1.49
K1077,S01,29.964,32.477,26.055,1.49
K1078,S01,132.517,136.042,126.949,1.37
K1078,S01,132.038,136.042,126.949,1.37
K1078,S01,132.956,136.042,126.949,1.37
K1079,S01,166.467,170.431,163.32,0.86
K1079,S01,167.254,170.431,163.32,0.86
K1079,S01,169.108,170.431,163.32,0.86
K1079,S01,167.557,170.431,163.32,0.86
K1080,S02,84.679,86.355,76.713,0.72
K1080,S02,82.688,86.355,76.713,0.72
K1080,S02,80.732,86.355,76.713,0.72
K1080,S02,81.815,86.355,76.713,0.72
K1081,S01,178.685,181.214,176.074,0.95
K1081,S01,178.478,181.214,176.074,0.95
K1081,S01,178.396,181.214,176.074,0.95
K1082,S01,16.969,17.481,16.404,1.2
K1082,S01,16.866,17.481,16.404,1.2
K1082,S01,16.978,17.481,16.404,1.2
K1083,S02,109.565,114.602,105.468,2.19
K1083,S02,110.872,114.602,105.468,2.19
K1084,S03,197.019,198.652,195.664,1.63
K1084,S03,197.097,198.652,195.664,1.63
K1085,S03,111.909,117.353,107.615,1.4
K1085,S03,114.046,117.353,107.615,1.4
K1085,S03,114.161,117.353,107.615,1.4
K1085,S03,113.969,117.353,107.615,1.4
K1085,S03,112.373,117.353,107.615,1.4
K1086,S01,15.0,19.678,12.191,1.32
K1086,S01,16.285,19.678,12.191,1.32
K1086,S01,14.965,19.678,12.191,1.32
K1087,S02,92.267,92.599,91.16,0.81
K1087,S02,91.114,92.599,91.16,0.81
K1087,S02,91.929,92.599,91.16,0.81
K1087,S02,91.814,92.599,91.16,0.81
K1088,S03,74.981,77.032,74.259,1.46
K1088,S03,75.163,77.032,74.259,1.46
K1088,S03,75.756,77.032,74.259,1.46
K1089,S01,98.613,100.104,96.714,0.65
K1089,S01,98.847,100.104,96.714,0.65
K1089,S01,98.58,100.104,96.714,0.65
K1089,S01,99.615,100.104,96.714,0.65
K1089,S01,98.702,100.104,96.714,0.65
K1090,S02,142.008,145.205,138.56,1.66
K1090,S02,142.574,145.205,138.56,1.66
K1090,S02,142.422,145.205,138.56,1.66
K1090,S02,140.61,145.205,138.56,1.66
K1090,S02,142.003,145.205,138.56,1.66
K1091,S02,52.972,56.577,51.192,1.8
K1091,S02,53.447,56.577,51.192,1.8
K1091,S02,52.999,56.577,51.192,1.8
K1091,S02,53.456,56.577,51.192,1.8
K1091,S02,53.473,56.577,51.192,1.8
K1092,S02,112.03,113.737,110.876,1.01
K1092,S02,112.189,113.737,110.876,1.01
K1092,S02,111.732,113.737,110.876,1.01
K1093,S01,77.218,82.72,74.444,1.21
K1093,S01,79.135,82.72,74.444,1.21
K1093,S01,78.66,82.72,74.444,1.21
K1094,S01,22.604,24.123,17.572,0.68
K1094,S01,19.97,24.123,17.572,0.68
K1094,S01,21.452,24.123,17.572,0.68
K1094,S01,19.89,24.123,17.572,0.68
K1094,S01,20.618,24.123,17.572,0.68
K1095,S02,141.015,141.417,140.154,1.41
K1095,S02,140.762,141.417,140.154,1.41
K1095,S02,140.832,141.417,140.154,1.41
K1095,S02,140.99,141.417,140.154,1.41
K1096,S03,170.014,175.677,165.922,1.9
K1096,S03,171.254,175.677,165.922,1.9
K1096,S03,169.335,175.677,165.922,1.9
K1096,S03,171.136,175.677,165.922,1.9
K1097,S03,49.582,52.399,43.744,1.64
K1097,S03,47.803,52.399,43.744,1.64
K1097,S03,47.539,52.399,43.744,1.64
K1098,S03,33.723,35.55,31.555,1.64
K1098,S03,33.133,35.55,31.555,1.64
K1098,S03,34.502,35.55,31.555,1.64
K1099,S04,122.402,124.478,119.944,1.39
K1099,S04,122.441,124.478,119.944,1.39
K1099,S04,122.132,124.478,119.944,1.39
K1099,S04,122.581,124.478,119.944,1.39
K1099,S04,122.579,124.478,119.944,1.39
K1100,S01,102.304,104.157,98.677,1.77
K1100,S01,102.003,104.157,98.677,1.77
K1100,S01,101.955,104.157,98.677,1.77
K1101,S01,86.453,89.079,83.723,1.24
K1101,S01,86.209,89.079,83.723,1.24
K1101,S01,86.395,89.079,83.723,1.24
K1101,S01,85.547,89.079,83.723,1.24
K1101,S01,86.692,89.079,83.723,1.24
K1102,S01,178.834,179.97,177.596,1.18
K1102,S01,178.235,179.97,177.596,1.18
K1103,S02,47.189,51.102,43.033,2.04
K1103,S02,48.031,51.102,43.033,2.04
K1103,S02,46.684,51.102,43.033,2.04
K1104,S02,36.241,41.564,33.508,1.11
K1104,S02,38.379,41.564,33.508,1.11
K1104,S02,38.161,41.564,33.508,1.11
K1104,S02,37.886,41.564,33.508,1.11
K1105,S01,114.516,117.199,112.309,1.93
K1105,S01,114.987,117.199,112.309,1.93
K1105,S01,113.508,117.199,112.309,1.93
K1105,S01,114.782,117.199,112.309,1.93
K1106,S02,82.642,84.218,81.464,0.77
K1106,S02,83.9,84.218,81.464,0.77
K1106,S02,82.413,84.218,81.464,0.77
K1106,S02,82.638,84.218,81.464,0.77
K1106,S02,82.306,84.218,81.464,0.77
K1107,S03,191.261,192.557,190.03,1.41
K1107,S03,190.7,192.557,190.03,1.41
K1107,S03,191.156,192.557,190.03,1.41
K1107,S03,191.15,192.557,190.03,1.41
K1108,S03,111.412,113.462,110.127,0.68
K1108,S03,112.263,113.462,110.127,0.68
K1108,S03,112.254,113.462,110.127,0.68
K1108,S03,111.347,113.462,110.127,0.68
K1108,S03,112.314,113.462,110.127,0.68
K1109,S04,174.751,177.728,173.143,0.89
K1109,S04,175.597,177.728,173.143,0.89
