LineID,ProcessNo,ProcessName,WorkCenterID,StationID,AssetRef,ProductRef,MaterialRef
L11,PR-0008,Clear Coat Spray,WU65,S02,000100000059,,
L11,PR-0002,Spot Weld,WU66,S03,000100000060,,
L11,PR-0007,Base Coat Spray,WU67,S04,000100000061,,
L11,PR-0019,Trim and Pierce Operation,WU68,S04,000100000062,,
L11,PR-0001,Bead Application,WU69,S04,000100000063,,
L12,PR-0003,Torque Fastening,WU70,S01,,,
L12,PR-0013,Door Fitment,WU71,S02,,,
L12,PR-0033,Milling - Glass Panel,WU72,S03,000100000064,,
L12,PR-0004,AOI Check,WU73,S03,000100000065,,
L13,PR-0006,Cathodic Dip Coating,WU74,S01,000100000066,,
L13,PR-0002,Spot Weld,WU75,S02,000100000067,,
L13,PR-0003,Torque Fastening,WU76,S02,000100000068,,
L14,PR-0032,Testing - Fuel Rail,WU77,S01,000100000069,,
L14,PR-0004,AOI Check,WU78,S02,000100000070,,
L14,PR-0003,Torque Fastening,WU79,S02,000100000071,,
L14,PR-0003,Torque Fastening,WU80,S02,000100000072,,
L14,PR-0021,Foam Molding,WU81,S03,000100000073,,
L14,PR-0015,Motor Coil Winding,WU82,S03,000100000074,,
L14,PR-0006,Cathodic Dip Coating,WU83,S03,000100000075,,
L15,PR-0023,Trim Fitment,WU84,S01,000100000076,,
L15,PR-0025,Cell Formation,WU85,S01,000100000077,,
L15,PR-0001,Bead Application,WU86,S01,000100000078,,
L15,PR-0004,AOI Check,WU87,S02,,,
L15,PR-0002,Spot Weld,WU88,S02,000100000079,,
L15,PR-0073,Battery Module Sealing,WU89,S03,000100000080,,
L16,PR-0003,Torque Fastening,WU90,S01,,,
L16,PR-0004,AOI Check,WU91,S01,000100000081,,
L16,PR-0013,Door Fitment,WU92,S01,000100000082,,
L16,PR-0014,Toe & Camber Setting,WU93,S02,000100000083,,
L16,PR-0066,Radiator Core Machining,WU94,S02,000100000084,,
L16,PR-0005,Pressure Decay Test,WU95,S02,000100000085,,
L17,PR-0003,Torque Fastening,WU96,S01,000100000086,,
L17,PR-0020,Wire Crimping,WU97,S02,000100000087,,
L17,PR-0041,Body Panel Coating,WU98,S03,000100000088,,
L17,PR-0192,Adjustment - Transmission Housing,WU99,S04,000100000089,,
L18,PR-0021,Foam Molding,WU100,S01,000100000090,,
L18,PR-0010,Harness Routing,WU101,S01,000100000091,,
L18,PR-0001,Bead Application,WU102,S02,000100000092,,
L19,PR-0186,Finishing - Glass Panel,WU103,S01,000100000093,,
L19,PR-0031,Die Stamping - Transmission Housing,WU104,S01,000100000094,,
L19,PR-0001,Bead Application,WU105,S02,000100000095,,
L19,PR-0008,Clear Coat Spray,WU106,S03,000100000096,,
L19,PR-0015,Motor Coil Winding,WU107,S03,000100000097,,
L19,PR-0002,Spot Weld,WU108,S04,,,
L19,PR-0042,Assembly - Wire Harness,WU109,S04,000100000098,,
L19,PR-0026,Camshaft Fitting,WU110,S04,000100000099,,
