PROD_LINE,PROC_NUMBER,PROC_NAME_LOCAL,STATION_ID,EQUIP_REF,PRODUCT_REF,MATERIAL_REF
L07,PR-0055,ENGINE BLOCK CALIBRATION,S03,000130000041,MER-VEH-EV-0001,
L07,PR-0021,FOAM MOLDING,S03,000130000042,MER-VEH-EV-0001,MER-DC-DC-CONVERTER-0036
L07,PR-0001,DISPENSING SEALING COMPOUND,S04,000130000043,MER-VEH-EV-0001,MER-CHARGE-PORT-0039
L08,PR-0001,DISPENSING SEALING COMPOUND,S01,,MER-VEH-EV-0001,MER-FRONT-SUSPENSION-0010
L08,PR-0062,TRIMMING - WHEEL HUB,S02,000130000044,MER-VEH-EV-0001,
L08,PR-0010,CABLE ROUTING,S02,000130000045,MER-VEH-EV-0001,MER-FRONT-SUSPENSION-0010
L08,PR-0157,CUTTING - FUEL RAIL,S02,000130000046,MER-VEH-EV-0001,
L09,PR-0006,ELECTROCOAT DIP,S01,000130000047,MER-VEH-EV-0001,MER-STATOR-0031
L09,PR-0070,SEAT FRAME DISPENSING,S01,000130000048,MER-VEH-EV-0001,MER-SEATS-0016
L09,PR-0001,DISPENSING SEALING COMPOUND,S02,,MER-VEH-EV-0001,MER-DOORS-0004
L09,PR-0079,BUILD - TRUNK LID,S02,000130000049,MER-VEH-EV-0001,MER-STATOR-0031
L09,PR-0088,BORING - ROOF RAIL,S02,000130000050,MER-VEH-EV-0001,
L09,PR-0005,LEAK TEST,S03,000130000051,MER-VEH-EV-0001,
L09,PR-0003,TORQUE FASTENING,S03,000130000052,MER-VEH-EV-0001,
L10,PR-0118,SEAL APPLICATION - TRUNK LID,S01,000130000053,MER-VEH-EV-0001,MER-WHEELS-0014
L10,PR-0054,VERIFICATION - CHASSIS FRAME,S01,000130000054,MER-VEH-EV-0001,
L10,PR-0019,TRIM AND PIERCE OPERATION,S01,,MER-VEH-EV-0001,
L10,PR-0007,COLOUR COAT APPLICATION,S02,000130000055,MER-VEH-EV-0001,MER-DASHBOARD-0017
L10,PR-0120,REAR AXLE PACKAGING,S03,000130000056,MER-VEH-EV-0001,MER-BATTERY-CELL-MOD-0027
L10,PR-0045,STAMPING - CENTER CONSOLE,S03,000130000057,MER-VEH-EV-0001,MER-LOW-VOLTAGE-BATT-0023
L10,PR-0007,COLOUR COAT APPLICATION,S04,000130000058,MER-VEH-EV-0001,MER-MOTOR-HOUSING-0033
L10,PR-0010,CABLE ROUTING,S04,000130000059,MER-VEH-EV-0001,MER-ROTOR-0032
L10,PR-0001,DISPENSING SEALING COMPOUND,S04,000130000060,MER-VEH-EV-0001,MER-CHARGE-PORT-0039
L11,PR-0066,CUTTING OPERATION - RADIATOR CORE,S01,000130000061,MER-VEH-EV-0001,
L11,PR-0079,BUILD - TRUNK LID,S02,000130000062,MER-VEH-EV-0001,MER-ONBOARD-CHARGER-0037
L11,PR-0005,LEAK TEST,S03,000130000063,MER-VEH-EV-0001,
L11,PR-0003,TORQUE FASTENING,S03,000130000064,MER-VEH-EV-0001,
L11,PR-0002,SPOT WELD,S04,000130000065,MER-VEH-EV-0001,MER-INFOTAINMENT-UNI-0025
L11,PR-0002,SPOT WELD,S04,000130000066,MER-VEH-EV-0001,MER-LOW-VOLTAGE-BATT-0023
L11,PR-0148,STAMPING - FENDER PANEL,S04,000130000067,MER-VEH-EV-0001,MER-DOOR-PANELS-0019
L12,PR-0049,ABRASIVE FINISHING - DOOR MODULE,S01,000130000068,MER-VEH-EV-0001,
L12,PR-0007,COLOUR COAT APPLICATION,S01,,MER-VEH-EV-0001,MER-BATTERY-CELL-MOD-0027
L12,PR-0001,DISPENSING SEALING COMPOUND,S02,000130000069,MER-VEH-EV-0001,MER-DOORS-0004
L13,PR-0001,DISPENSING SEALING COMPOUND,S01,000130000070,MER-VEH-EV-0001,MER-DASHBOARD-0017
L13,PR-0036,MOLDING - HOOD PANEL,S01,000130000071,MER-VEH-EV-0001,MER-BRAKE-SYSTEM-0012
L13,PR-0002,SPOT WELD,S02,000130000072,MER-VEH-EV-0001,MER-LOW-VOLTAGE-BATT-0023
L13,PR-0004,CAMERA INSPECTION,S02,000130000073,MER-VEH-EV-0001,
L14,PR-0156,WHEEL HUB PACKAGING,S01,000130000074,MER-VEH-EV-0001,MER-ONBOARD-CHARGER-0037
L14,PR-0017,BLANK CUTTING,S02,,MER-VEH-EV-0001,
L14,PR-0065,BAKING - SEAT FRAME,S02,000130000075,MER-VEH-EV-0001,
L14,PR-0001,DISPENSING SEALING COMPOUND,S02,000130000076,MER-VEH-EV-0001,MER-DOOR-PANELS-0019
L14,PR-0004,CAMERA INSPECTION,S03,000130000077,MER-VEH-EV-0001,
L15,PR-0109,FUSING - WHEEL HUB,S01,000130000078,MER-VEH-EV-0001,MER-LIGHTING-SYSTEM-0024
L15,PR-0066,CUTTING OPERATION - RADIATOR CORE,S02,000130000079,MER-VEH-EV-0001,
L15,PR-0039,COATING - HOOD PANEL,S02,000130000080,MER-VEH-EV-0001,MER-DASHBOARD-0017
L15,PR-0018,DEEP DRAWING,S02,000130000081,MER-VEH-EV-0001,MER-WHEELS-0014
L15,PR-0003,TORQUE FASTENING,S03,000130000082,MER-VEH-EV-0001,
L15,PR-0018,DEEP DRAWING,S03,000130000083,MER-VEH-EV-0001,MER-BATTERY-MANAGEME-0028
L15,PR-0001,DISPENSING SEALING COMPOUND,S04,000130000084,MER-VEH-EV-0001,MER-REAR-SUSPENSION-0011
L15,PR-0002,SPOT WELD,S04,000130000086,MER-VEH-EV-0001,MER-DC-DC-CONVERTER-0036
L16,PR-0012,CHASSIS SEALING,S01,000130000087,MER-VEH-EV-0001,MER-BUMPER-FRONT-0006
L16,PR-0001,DISPENSING SEALING COMPOUND,S01,000130000088,MER-VEH-EV-0001,MER-FRONT-SUSPENSION-0010
L16,PR-0002,SPOT WELD,S01,000130000089,MER-VEH-EV-0001,MER-STATOR-0031
L16,PR-0001,DISPENSING SEALING COMPOUND,S02,000130000090,MER-VEH-EV-0001,MER-HOOD-0005
L17,PR-0004,CAMERA INSPECTION,S01,000130000091,MER-VEH-EV-0001,
L17,PR-0087,REAR AXLE CUTTING,S01,000130000092,MER-VEH-EV-0001,
L17,PR-0147,TRIMMING - BATTERY MODULE,S01,000130000093,MER-VEH-EV-0001,
L17,PR-0001,DISPENSING SEALING COMPOUND,S02,000130000094,MER-VEH-EV-0001,MER-DASHBOARD-0017
L17,PR-0002,SPOT WELD,S02,000130000095,MER-VEH-EV-0001,MER-SEATS-0016
L17,PR-0082,CURING - STEERING COLUMN,S02,,MER-VEH-EV-0001,
L17,PR-0002,SPOT WELD,S03,,MER-VEH-EV-0001,MER-CHARGE-PORT-0039
L17,PR-0044,MILLING - WHEEL HUB,S03,000130000096,MER-VEH-EV-0001,
L17,PR-0001,DISPENSING SEALING COMPOUND,S03,000130000097,MER-VEH-EV-0001,MER-BUMPER-REAR-0007
L18,PR-0025,CELL FORMATION,S01,000130000098,MER-VEH-EV-0001,
L18,PR-0003,TORQUE FASTENING,S01,000130000099,MER-VEH-EV-0001,
L18,PR-0046,RADIATOR CORE PACKAGING,S01,000130000100,MER-VEH-EV-0001,MER-DOOR-PANELS-0019
L18,PR-0012,CHASSIS SEALING,S02,000130000101,MER-VEH-EV-0001,MER-DOOR-PANELS-0019
L18,PR-0002,SPOT WELD,S02,000130000102,MER-VEH-EV-0001,MER-MOTOR-HOUSING-0033
L18,PR-0006,ELECTROCOAT DIP,S02,000130000103,MER-VEH-EV-0001,MER-WIRING-HARNESS-0022
L19,PR-0012,CHASSIS SEALING,S01,000130000104,MER-VEH-EV-0001,MER-BUMPER-REAR-0007
L19,PR-0196,FUEL RAIL ASSEMBLY,S02,000130000105,MER-VEH-EV-0001,MER-INVERTER-0035
L19,PR-0009,STACKING OPERATION,S02,000130000106,MER-VEH-EV-0001,MER-BUMPER-REAR-0007
L19,PR-0001,DISPENSING SEALING COMPOUND,S02,,MER-VEH-EV-0001,MER-BATTERY-MANAGEME-0028
L20,PR-0015,WINDING OPERATION,S01,000130000107,MER-VEH-EV-0001,MER-BRAKE-SYSTEM-0012
L20,PR-0002,SPOT WELD,S01,000130000108,MER-VEH-EV-0001,MER-BUMPER-FRONT-0006
L20,PR-0099,QC REVIEW - BUMPER FASCIA,S02,000130000109,MER-VEH-EV-0001,
L21,PR-0076,CUTTING - CENTER CONSOLE,S01,000130000110,MER-VEH-EV-0001,
L21,PR-0001,DISPENSING SEALING COMPOUND,S01,000130000111,MER-VEH-EV-0001,MER-FENDERS-0008
L21,PR-0018,DEEP DRAWING,S01,000130000112,MER-VEH-EV-0001,MER-CHARGE-PORT-0039
L21,PR-0034,CHASSIS FRAME MOLDING,S02,000130000113,MER-VEH-EV-0001,MER-CHARGING-CABLE-0040
L22,PR-0002,SPOT WELD,S01,000130000114,MER-VEH-EV-0001,MER-LIGHTING-SYSTEM-0024
L22,PR-0022,COVER STITCHING,S01,000130000115,MER-VEH-EV-0001,MER-MOTOR-HOUSING-0033
L22,PR-0009,STACKING OPERATION,S01,000130000116,MER-VEH-EV-0001,MER-DC-DC-CONVERTER-0036
L22,PR-0010,CABLE ROUTING,S02,000130000117,MER-VEH-EV-0001,MER-WHEELS-0014
L22,PR-0014,ALIGNMENT CHECK,S03,000130000118,MER-VEH-EV-0001,
L22,PR-0016,SHEET METAL FORMING,S04,000130000119,MER-VEH-EV-0001,MER-STATOR-0031
L22,PR-0036,MOLDING - HOOD PANEL,S04,000130000120,MER-VEH-EV-0001,MER-WIRING-HARNESS-0022
L22,PR-0008,CLEAR COAT SPRAY,S04,000130000121,MER-VEH-EV-0001,MER-FENDERS-0008
L23,PR-0039,COATING - HOOD PANEL,S01,000130000122,MER-VEH-EV-0001,MER-WIRING-HARNESS-0022
L23,PR-0010,CABLE ROUTING,S02,000130000123,MER-VEH-EV-0001,MER-DOORS-0004
L23,PR-0028,GEAR CUTTING OPERATION,S02,000130000124,MER-VEH-EV-0001,
L23,PR-0003,TORQUE FASTENING,S02,000130000125,MER-VEH-EV-0001,
L23,PR-0014,ALIGNMENT CHECK,S03,000130000126,MER-VEH-EV-0001,
L24,PR-0009,STACKING OPERATION,S01,000130000127,MER-VEH-EV-0001,MER-LIGHTING-SYSTEM-0024
L24,PR-0003,TORQUE FASTENING,S01,000130000128,MER-VEH-EV-0001,
L24,PR-0001,DISPENSING SEALING COMPOUND,S01,000130000129,MER-VEH-EV-0001,MER-BRAKE-SYSTEM-0012
L24,PR-0011,EOL FUNCTIONAL CHECK,S02,000130000130,MER-VEH-EV-0001,
L25,PR-0001,DISPENSING SEALING COMPOUND,S01,000130000131,MER-VEH-EV-0001,MER-BUMPER-FRONT-0006
L25,PR-0006,ELECTROCOAT DIP,S01,000130000132,MER-VEH-EV-0001,MER-BATTERY-MANAGEME-0028
L25,PR-0005,LEAK TEST,S01,000130000133,MER-VEH-EV-0001,
L25,PR-0023,TRIM FITMENT,S02,000130000134,MER-VEH-EV-0001,MER-WHEELS-0014
L25,PR-0186,GLASS PANEL COATING,S02,000130000135,MER-VEH-EV-0001,MER-CENTER-CONSOLE-0018
L25,PR-0087,REAR AXLE CUTTING,S03,000130000136,MER-VEH-EV-0001,
L25,PR-0173,FASTENING - TRANSMISSION HOUSING,S03,000130000137,MER-VEH-EV-0001,MER-HOOD-0005
L26,PR-0150,PACKAGING - SEAT FRAME,S01,000130000138,MER-VEH-EV-0001,MER-HOOD-0005
L26,PR-0001,DISPENSING SEALING COMPOUND,S02,000130000140,MER-VEH-EV-0001,MER-ONBOARD-CHARGER-0037
L26,PR-0003,TORQUE FASTENING,S02,000130000141,MER-VEH-EV-0001,
L26,PR-0003,TORQUE FASTENING,S03,000130000142,MER-VEH-EV-0001,
L26,PR-0001,DISPENSING SEALING COMPOUND,S03,000130000143,MER-VEH-EV-0001,MER-LIGHTING-SYSTEM-0024
L26,PR-0081,DISPENSING - STEERING COLUMN,S03,000130000144,MER-VEH-EV-0001,MER-DASHBOARD-0017
L27,PR-0108,SEAT FRAME FORMING,S01,000130000145,MER-VEH-EV-0001,MER-BATTERY-CELL-MOD-0027
L27,PR-0020,WIRE CRIMPING,S01,,MER-VEH-EV-0001,MER-BATTERY-HOUSING-0029
L27,PR-0106,FASTENING - BRAKE CALIPER,S01,000130000146,MER-VEH-EV-0001,MER-BUMPER-FRONT-0006
L27,PR-0037,INSPECTION - GLASS PANEL,S02,000130000147,MER-VEH-EV-0001,
L27,PR-0007,COLOUR COAT APPLICATION,S02,000130000148,MER-VEH-EV-0001,MER-ONBOARD-CHARGER-0037
L28,PR-0001,DISPENSING SEALING COMPOUND,S01,000130000149,MER-VEH-EV-0001,MER-BATTERY-CELL-MOD-0027
L28,PR-0157,CUTTING - FUEL RAIL,S02,000130000150,MER-VEH-EV-0001,
L28,PR-0033,CUTTING OPERATION - GLASS PANEL,S02,000130000151,MER-VEH-EV-0001,
L28,PR-0004,CAMERA INSPECTION,S03,000130000152,MER-VEH-EV-0001,
L29,PR-0001,DISPENSING SEALING COMPOUND,S01,000130000153,MER-VEH-EV-0001,MER-STEERING-SYSTEM-0013
L29,PR-0062,TRIMMING - WHEEL HUB,S01,000130000154,MER-VEH-EV-0001,
L29,PR-0063,GRINDING - BODY PANEL,S01,000130000155,MER-VEH-EV-0001,
L29,PR-0014,ALIGNMENT CHECK,S02,000130000156,MER-VEH-EV-0001,
L30,PR-0200,GLASS PANEL ALIGNMENT,S01,000130000157,MER-VEH-EV-0001,
L30,PR-0005,LEAK TEST,S01,,MER-VEH-EV-0001,
L30,PR-0143,CUTTING - HOOD PANEL,S02,000130000158,MER-VEH-EV-0001,
L30,PR-0023,TRIM FITMENT,S03,000130000159,MER-VEH-EV-0001,MER-BRAKE-SYSTEM-0012
L31,PR-0043,INSPECTION - DOOR MODULE,S01,000130000160,MER-VEH-EV-0001,
L31,PR-0123,TRIMMING - DOOR MODULE,S01,,MER-VEH-EV-0001,
L31,PR-0074,SETTING - RADIATOR CORE,S02,000130000161,MER-VEH-EV-0001,
L31,PR-0003,TORQUE FASTENING,S02,,MER-VEH-EV-0001,
L31,PR-0092,DRILLING - FENDER PANEL,S02,000130000162,MER-VEH-EV-0001,
L31,PR-0013,DOOR FITMENT,S03,000130000163,MER-VEH-EV-0001,MER-HOOD-0005
L31,PR-0001,DISPENSING SEALING COMPOUND,S03,000130000164,MER-VEH-EV-0001,MER-REAR-SUSPENSION-0011
L31,PR-0029,CONNECTOR FITMENT,S03,000130000165,MER-VEH-EV-0001,MER-WHEELS-0014
L32,PR-0011,EOL FUNCTIONAL CHECK,S01,000130000166,MER-VEH-EV-0001,
L32,PR-0013,DOOR FITMENT,S02,000130000167,MER-VEH-EV-0001,MER-FRONT-SUSPENSION-0010
L33,PR-0006,ELECTROCOAT DIP,S01,000130000168,MER-VEH-EV-0001,MER-BATTERY-CELL-MOD-0027
L33,PR-0001,DISPENSING SEALING COMPOUND,S02,000130000169,MER-VEH-EV-0001,MER-REAR-SUSPENSION-0011
L33,PR-0002,SPOT WELD,S03,000130000170,MER-VEH-EV-0001,MER-HEADLINER-0020
L33,PR-0048,GRINDING - TRUNK LID,S03,000130000171,MER-VEH-EV-0001,
L33,PR-0002,SPOT WELD,S03,000130000172,MER-VEH-EV-0001,MER-LOW-VOLTAGE-BATT-0023
L34,PR-0022,COVER STITCHING,S01,000130000173,MER-VEH-EV-0001,MER-HOOD-0005
L34,PR-0014,ALIGNMENT CHECK,S01,000130000174,MER-VEH-EV-0001,
L34,PR-0002,SPOT WELD,S01,000130000175,MER-VEH-EV-0001,MER-FENDERS-0008
L34,PR-0003,TORQUE FASTENING,S02,000130000176,MER-VEH-EV-0001,
L34,PR-0005,LEAK TEST,S03,000130000177,MER-VEH-EV-0001,
L34,PR-0099,QC REVIEW - BUMPER FASCIA,S03,000130000178,MER-VEH-EV-0001,
L34,PR-0142,BODY PANEL FASTENING,S04,000130000179,MER-VEH-EV-0001,MER-HOOD-0005
L34,PR-0005,LEAK TEST,S04,000130000180,MER-VEH-EV-0001,
L35,PR-0001,DISPENSING SEALING COMPOUND,S01,000130000181,MER-VEH-EV-0001,MER-BATTERY-MANAGEME-0028
L35,PR-0019,TRIM AND PIERCE OPERATION,S01,000130000182,MER-VEH-EV-0001,
L35,PR-0007,COLOUR COAT APPLICATION,S02,000130000183,MER-VEH-EV-0001,MER-BATTERY-MANAGEME-0028
L35,PR-0010,CABLE ROUTING,S02,000130000184,MER-VEH-EV-0001,MER-BUMPER-REAR-0007
L36,PR-0008,CLEAR COAT SPRAY,S01,,MER-VEH-EV-0001,MER-BATTERY-HOUSING-0029
L36,PR-0026,CAMSHAFT FITTING,S01,000130000185,MER-VEH-EV-0001,MER-MOTOR-HOUSING-0033
L36,PR-0003,TORQUE FASTENING,S01,000130000186,MER-VEH-EV-0001,
L36,PR-0107,PACKING - FUEL RAIL,S02,000130000187,MER-VEH-EV-0001,MER-BUMPER-FRONT-0006
L36,PR-0007,COLOUR COAT APPLICATION,S02,000130000188,MER-VEH-EV-0001,MER-BUMPER-FRONT-0006
L36,PR-0004,CAMERA INSPECTION,S02,,MER-VEH-EV-0001,
L36,PR-0127,WELDING - REAR AXLE,S03,000130000189,MER-VEH-EV-0001,MER-ROTOR-0032
L36,PR-0005,LEAK TEST,S03,000130000190,MER-VEH-EV-0001,
L37,PR-0001,DISPENSING SEALING COMPOUND,S01,000130000191,MER-VEH-EV-0001,MER-STEERING-SYSTEM-0013
L37,PR-0001,DISPENSING SEALING COMPOUND,S01,000130000192,MER-VEH-EV-0001,MER-WHEELS-0014
L37,PR-0037,INSPECTION - GLASS PANEL,S01,000130000193,MER-VEH-EV-0001,
L37,PR-0015,WINDING OPERATION,S02,000130000194,MER-VEH-EV-0001,MER-LIGHTING-SYSTEM-0024
L37,PR-0013,DOOR FITMENT,S02,000130000195,MER-VEH-EV-0001,MER-HOOD-0005
L37,PR-0001,DISPENSING SEALING COMPOUND,S03,000130000196,MER-VEH-EV-0001,MER-CENTER-CONSOLE-0018
L37,PR-0001,DISPENSING SEALING COMPOUND,S04,000130000197,MER-VEH-EV-0001,MER-WHEELS-0014
L37,PR-0006,ELECTROCOAT DIP,S04,000130000198,MER-VEH-EV-0001,MER-MOTOR-HOUSING-0033
L37,PR-0008,CLEAR COAT SPRAY,S04,000130000199,MER-VEH-EV-0001,MER-BATTERY-HOUSING-0029
L38,PR-0005,LEAK TEST,S01,000130000200,MER-VEH-EV-0001,
L38,PR-0011,EOL FUNCTIONAL CHECK,S01,000130000201,MER-VEH-EV-0001,
L38,PR-0042,ASSEMBLY - WIRE HARNESS,S01,000130000203,MER-VEH-EV-0001,MER-BRAKE-SYSTEM-0012
L38,PR-0024,PCBA OPERATION,S02,000130000204,MER-VEH-EV-0001,MER-BATTERY-CELL-MOD-0027
L38,PR-0020,WIRE CRIMPING,S03,000130000205,MER-VEH-EV-0001,MER-DASHBOARD-0017
L38,PR-0015,WINDING OPERATION,S03,000130000206,MER-VEH-EV-0001,MER-DOOR-PANELS-0019
L38,PR-0002,SPOT WELD,S04,000130000207,MER-VEH-EV-0001,MER-BATTERY-HOUSING-0029
L38,PR-0020,WIRE CRIMPING,S04,000130000208,MER-VEH-EV-0001,MER-BRAKE-SYSTEM-0012
L38,PR-0001,DISPENSING SEALING COMPOUND,S04,000130000209,MER-VEH-EV-0001,MER-LOW-VOLTAGE-BATT-0023
L39,PR-0037,INSPECTION - GLASS PANEL,S01,000130000210,MER-VEH-EV-0001,
L39,PR-0008,CLEAR COAT SPRAY,S01,000130000211,MER-VEH-EV-0001,MER-DASHBOARD-0017
L39,PR-0017,BLANK CUTTING,S01,000130000212,MER-VEH-EV-0001,
L39,PR-0090,TESTING - WIRE HARNESS,S02,000130000213,MER-VEH-EV-0001,
L39,PR-0005,LEAK TEST,S03,000130000214,MER-VEH-EV-0001,
L40,PR-0001,DISPENSING SEALING COMPOUND,S01,000130000215,MER-VEH-EV-0001,MER-BATTERY-CELL-MOD-0027
L40,PR-0106,FASTENING - BRAKE CALIPER,S01,000130000216,MER-VEH-EV-0001,MER-SEATS-0016
L40,PR-0005,LEAK TEST,S02,000130000217,MER-VEH-EV-0001,
L40,PR-0006,ELECTROCOAT DIP,S02,,MER-VEH-EV-0001,MER-ONBOARD-CHARGER-0037
L40,PR-0003,TORQUE FASTENING,S03,000130000218,MER-VEH-EV-0001,
L40,PR-0007,COLOUR COAT APPLICATION,S03,000130000220,MER-VEH-EV-0001,MER-DASHBOARD-0017
L40,PR-0012,CHASSIS SEALING,S04,000130000221,MER-VEH-EV-0001,MER-BUMPER-FRONT-0006
L40,PR-0080,SEALING - DASHBOARD ASSEMBLY,S04,,MER-VEH-EV-0001,MER-HEADLINER-0020
L41,PR-0039,COATING - HOOD PANEL,S01,000130000222,MER-VEH-EV-0001,MER-REAR-SUSPENSION-0011
L41,PR-0011,EOL FUNCTIONAL CHECK,S02,000130000223,MER-VEH-EV-0001,
L41,PR-0050,QC REVIEW - STEERING COLUMN,S02,,MER-VEH-EV-0001,
L41,PR-0082,CURING - STEERING COLUMN,S02,000130000224,MER-VEH-EV-0001,
L41,PR-0001,DISPENSING SEALING COMPOUND,S03,000130000225,MER-VEH-EV-0001,MER-DOOR-PANELS-0019
L41,PR-0018,DEEP DRAWING,S03,000130000226,MER-VEH-EV-0001,MER-ONBOARD-CHARGER-0037
L41,PR-0001,DISPENSING SEALING COMPOUND,S03,000130000227,MER-VEH-EV-0001,MER-BUMPER-FRONT-0006
L41,PR-0003,TORQUE FASTENING,S04,000130000228,MER-VEH-EV-0001,
L41,PR-0050,QC REVIEW - STEERING COLUMN,S04,000130000229,MER-VEH-EV-0001,
L42,PR-0059,DRILLING - TRUNK LID,S01,,MER-VEH-EV-0001,
L42,PR-0101,SEALING - REAR AXLE,S02,000130000230,MER-VEH-EV-0001,MER-DOORS-0004
L42,PR-0010,CABLE ROUTING,S02,000130000231,MER-VEH-EV-0001,MER-BRAKE-SYSTEM-0012
L42,PR-0001,DISPENSING SEALING COMPOUND,S02,000130000232,MER-VEH-EV-0001,MER-CENTER-CONSOLE-0018
L42,PR-0001,DISPENSING SEALING COMPOUND,S03,000130000233,MER-VEH-EV-0001,MER-BUMPER-REAR-0007
L42,PR-0002,SPOT WELD,S03,000130000234,MER-VEH-EV-0001,MER-BATTERY-MANAGEME-0028
L43,PR-0005,LEAK TEST,S01,000130000235,MER-VEH-EV-0001,
L43,PR-0012,CHASSIS SEALING,S01,000130000236,MER-VEH-EV-0001,MER-LIGHTING-SYSTEM-0024
L43,PR-0025,CELL FORMATION,S02,000130000237,MER-VEH-EV-0001,
L43,PR-0001,DISPENSING SEALING COMPOUND,S02,,MER-VEH-EV-0001,MER-BATTERY-MANAGEME-0028
L43,PR-0002,SPOT WELD,S02,000130000238,MER-VEH-EV-0001,MER-CENTER-CONSOLE-0018
L44,PR-0002,SPOT WELD,S01,000130000239,MER-VEH-EV-0001,MER-ONBOARD-CHARGER-0037
L44,PR-0047,SEALING - ENGINE BLOCK,S02,000130000240,MER-VEH-EV-0001,MER-BATTERY-CELL-MOD-0027
L44,PR-0003,TORQUE FASTENING,S02,,MER-VEH-EV-0001,
L44,PR-0001,DISPENSING SEALING COMPOUND,S02,000130000241,MER-VEH-EV-0001,MER-ONBOARD-CHARGER-0037
