CharID,Station,Reading,USL,LSL
K1060,S03,112.769,114.215,112.215
K1060,S03,112.828,114.215,112.215
K1060,S03,112.902,114.215,112.215
K1060,S03,113.438,114.215,112.215
K1061,S01,99.744,102.55,96.698
K1061,S01,99.826,102.55,96.698
K1061,S01,100.071,102.55,96.698
K1062,S01,19.495,22.349,14.903
K1062,S01,20.484,22.349,14.903
K1063,S01,19.371,22.027,16.743
K1063,S01,19.514,22.027,16.743
K1063,S01,19.375,22.027,16.743
K1063,S01,19.78,22.027,16.743
K1064,S02,20.137,20.943,18.984
K1064,S02,19.947,20.943,18.984
K1064,S02,19.701,20.943,18.984
K1064,S02,19.765,20.943,18.984
K1065,S03,134.04,136.853,132.72
K1065,S03,134.532,136.853,132.72
K1065,S03,134.285,136.853,132.72
K1066,S04,102.298,108.11,99.681
K1066,S04,103.669,108.11,99.681
K1067,S04,88.369,93.096,84.884
K1067,S04,89.142,93.096,84.884
K1068,S04,81.408,85.018,79.557
K1068,S04,83.196,85.018,79.557
K1068,S04,81.718,85.018,79.557
K1068,S04,81.632,85.018,79.557
K1069,S01,72.132,73.955,69.58
K1069,S01,71.957,73.955,69.58
K1069,S01,71.562,73.955,69.58
K1069,S01,71.954,73.955,69.58
K1070,S01,77.835,80.164,76.779
K1070,S01,77.747,80.164,76.779
K1070,S01,78.38,80.164,76.779
K1070,S01,79.147,80.164,76.779
K1070,S01,77.702,80.164,76.779
K1071,S02,186.482,192.389,183.061
K1071,S02,188.452,192.389,183.061
K1072,S02,35.008,37.129,33.031
K1072,S02,35.483,37.129,33.031
K1072,S02,35.43,37.129,33.031
K1072,S02,34.802,37.129,33.031
K1072,S02,35.299,37.129,33.031
K1073,S02,110.117,113.245,108.956
K1073,S02,111.938,113.245,108.956
K1073,S02,109.878,113.245,108.956
K1073,S02,110.661,113.245,108.956
K1074,S03,52.126,54.926,46.925
K1074,S03,49.073,54.926,46.925
K1074,S03,51.265,54.926,46.925
K1075,S03,129.645,131.061,125.188
K1075,S03,129.503,131.061,125.188
K1075,S03,127.08,131.061,125.188
K1075,S03,128.502,131.061,125.188
K1075,S03,127.228,131.061,125.188
K1076,S04,30.235,31.113,28.707
K1076,S04,30.069,31.113,28.707
K1076,S04,30.374,31.113,28.707
K1077,S04,148.434,150.549,145.659
K1077,S04,149.03,150.549,145.659
K1078,S04,21.09,25.724,15.912
K1078,S04,21.773,25.724,15.912
K1079,S01,193.668,196.815,190.508
K1079,S01,193.958,196.815,190.508
K1079,S01,194.732,196.815,190.508
K1079,S01,193.527,196.815,190.508
K1080,S02,66.74,68.452,64.314
K1080,S02,65.955,68.452,64.314
K1080,S02,66.427,68.452,64.314
K1080,S02,66.225,68.452,64.314
K1080,S02,66.844,68.452,64.314
K1081,S02,129.302,132.492,126.496
K1081,S02,129.487,132.492,126.496
K1081,S02,129.479,132.492,126.496
K1082,S02,142.6,145.51,139.923
K1082,S02,142.208,145.51,139.923
K1082,S02,143.168,145.51,139.923
K1082,S02,144.253,145.51,139.923
K1083,S01,119.969,121.207,118.576
K1083,S01,119.542,121.207,118.576
K1083,S01,119.82,121.207,118.576
K1083,S01,120.093,121.207,118.576
K1083,S01,119.969,121.207,118.576
K1084,S01,36.342,39.879,33.185
K1084,S01,36.336,39.879,33.185
K1084,S01,36.793,39.879,33.185
K1084,S01,36.454,39.879,33.185
K1085,S02,137.459,140.156,132.361
K1085,S02,135.915,140.156,132.361
K1085,S02,136.289,140.156,132.361
K1085,S02,136.555,140.156,132.361
K1086,S02,28.67,34.87,27.249
K1086,S02,30.88,34.87,27.249
K1087,S01,75.754,79.663,74.986
K1087,S01,77.648,79.663,74.986
K1088,S01,32.411,34.615,30.689
K1088,S01,32.528,34.615,30.689
K1088,S01,32.122,34.615,30.689
K1089,S02,40.471,42.113,39.568
K1089,S02,40.9,42.113,39.568
K1089,S02,40.613,42.113,39.568
K1090,S03,17.992,22.618,14.391
K1090,S03,17.433,22.618,14.391
K1090,S03,18.584,22.618,14.391
K1090,S03,18.255,22.618,14.391
K1091,S03,21.523,23.115,19.564
K1091,S03,21.057,23.115,19.564
K1091,S03,21.569,23.115,19.564
K1092,S01,197.503,200.76,195.525
K1092,S01,197.692,200.76,195.525
K1092,S01,197.987,200.76,195.525
K1092,S01,197.636,200.76,195.525
K1092,S01,198.533,200.76,195.525
K1093,S01,118.068,122.356,114.328
K1093,S01,118.031,122.356,114.328
K1093,S01,115.971,122.356,114.328
K1093,S01,119.062,122.356,114.328
K1093,S01,120.188,122.356,114.328
K1094,S02,33.439,35.698,32.495
K1094,S02,34.374,35.698,32.495
K1095,S02,161.962,164.675,158.757
K1095,S02,160.9,164.675,158.757
K1095,S02,160.604,164.675,158.757
K1095,S02,162.725,164.675,158.757
K1095,S02,161.511,164.675,158.757
K1096,S03,102.367,106.931,98.603
K1096,S03,101.286,106.931,98.603
K1097,S03,134.171,137.252,127.894
K1097,S03,130.875,137.252,127.894
K1098,S03,89.98,92.339,87.76
K1098,S03,91.087,92.339,87.76
K1099,S04,42.752,43.904,40.939
K1099,S04,42.35,43.904,40.939
K1100,S04,50.451,52.768,45.797
K1100,S04,48.553,52.768,45.797
K1100,S04,50.844,52.768,45.797
K1101,S01,134.794,137.346,133.489
K1101,S01,135.73,137.346,133.489
K1101,S01,137.451,137.346,133.489
K1102,S01,83.47,86.078,79.291
K1102,S01,82.711,86.078,79.291
K1102,S01,85.024,86.078,79.291
K1103,S02,24.822,26.373,23.651
K1103,S02,24.713,26.373,23.651
K1104,S02,53.733,55.688,51.593
K1104,S02,53.199,55.688,51.593
K1105,S01,45.382,46.653,43.771
K1105,S01,44.57,46.653,43.771
K1105,S01,45.61,46.653,43.771
K1105,S01,45.298,46.653,43.771
K1105,S01,45.461,46.653,43.771
K1106,S01,169.934,173.137,164.251
K1106,S01,170.033,173.137,164.251
K1106,S01,168.976,173.137,164.251
K1107,S02,117.234,117.667,116.061
K1107,S02,116.965,117.667,116.061
K1108,S02,125.457,127.723,121.571
K1108,S02,124.335,127.723,121.571
K1108,S02,125.77,127.723,121.571
K1108,S02,124.852,127.723,121.571
K1108,S02,124.09,127.723,121.571
K1109,S02,130.4,131.968,129.594
K1109,S02,130.57,131.968,129.594
K1109,S02,131.076,131.968,129.594
K1109,S02,130.544,131.968,129.594
K1109,S02,130.753,131.968,129.594
K1110,S03,176.832,178.449,174.946
K1110,S03,175.125,178.449,174.946
K1110,S03,177.277,178.449,174.946
K1111,S03,70.906,72.779,68.987
K1111,S03,70.918,72.779,68.987
K1111,S03,71.069,72.779,68.987
K1111,S03,70.334,72.779,68.987
K1111,S03,70.655,72.779,68.987
K1112,S01,102.99,105.428,101.541
K1112,S01,102.878,105.428,101.541
K1113,S02,20.047,21.044,19.017
K1113,S02,20.397,21.044,19.017
K1113,S02,20.047,21.044,19.017
K1114,S02,72.93,75.062,70.879
K1114,S02,72.659,75.062,70.879
K1114,S02,72.847,75.062,70.879
K1114,S02,73.078,75.062,70.879
K1114,S02,72.116,75.062,70.879
K1115,S02,13.511,18.133,9.129
K1115,S02,15.758,18.133,9.129
K1116,S01,145.573,147.765,143.673
K1116,S01,146.011,147.765,143.673
K1116,S01,145.662,147.765,143.673
K1116,S01,146.259,147.765,143.673
K1116,S01,145.558,147.765,143.673
K1117,S01,100.222,102.666,98.953
K1117,S01,101.45,102.666,98.953
K1117,S01,101.462,102.666,98.953
K1117,S01,101.093,102.666,98.953
K1118,S02,195.34,202.048,192.402
K1118,S02,195.048,202.048,192.402
K1118,S02,197.932,202.048,192.402
K1119,S02,77.262,77.641,74.959
K1119,S02,76.405,77.641,74.959
K1120,S01,77.675,81.776,74.164
K1120,S01,76.358,81.776,74.164
K1120,S01,77.094,81.776,74.164
K1120,S01,76.505,81.776,74.164
K1121,S02,47.897,52.012,42.636
K1121,S02,46.378,52.012,42.636
K1121,S02,46.087,52.012,42.636
K1121,S02,48.176,52.012,42.636
K1122,S01,121.279,126.069,116.32
K1122,S01,121.686,126.069,116.32
K1122,S01,121.831,126.069,116.32
K1122,S01,120.858,126.069,116.32
K1123,S01,12.427,13.182,11.898
K1123,S01,12.398,13.182,11.898
K1124,S01,80.826,82.968,76.243
K1124,S01,79.382,82.968,76.243
K1124,S01,79.724,82.968,76.243
K1125,S02,90.165,92.785,88.974
K1125,S02,90.661,92.785,88.974
K1126,S02,190.598,191.703,186.451
K1126,S02,189.143,191.703,186.451
K1126,S02,189.373,191.703,186.451
K1126,S02,189.337,191.703,186.451
K1127,S02,53.319,55.601,51.73
K1127,S02,53.191,55.601,51.73
K1128,S01,184.878,185.496,184.137
K1128,S01,185.084,185.496,184.137
K1128,S01,184.957,185.496,184.137
K1129,S02,196.591,200.152,194.133
K1129,S02,196.771,200.152,194.133
K1129,S02,197.031,200.152,194.133
K1129,S02,197.023,200.152,194.133
K1130,S02,150.524,154.602,148.374
K1130,S02,152.36,154.602,148.374
K1130,S02,152.119,154.602,148.374
K1131,S03,23.875,26.458,22.264
K1131,S03,25.022,26.458,22.264
K1131,S03,24.741,26.458,22.264
K1131,S03,24.7,26.458,22.264
K1131,S03,23.942,26.458,22.264
K1132,S03,192.302,195.086,186.217
K1132,S03,189.911,195.086,186.217
K1132,S03,190.902,195.086,186.217
K1132,S03,192.637,195.086,186.217
K1133,S04,169.189,172.067,166.844
K1133,S04,169.36,172.067,166.844
K1134,S04,176.8,178.163,173.885
K1134,S04,175.24,178.163,173.885
K1134,S04,175.909,178.163,173.885
K1135,S01,92.879,93.447,92.31
K1135,S01,92.88,93.447,92.31
K1135,S01,92.86,93.447,92.31
K1135,S01,92.847,93.447,92.31
K1135,S01,92.848,93.447,92.31
K1136,S02,95.056,98.09,92.477
K1136,S02,95.707,98.09,92.477
K1136,S02,95.77,98.09,92.477
K1137,S02,81.634,83.533,78.219
K1137,S02,81.476,83.533,78.219
K1137,S02,81.258,83.533,78.219
K1138,S03,65.319,68.674,62.183
K1138,S03,65.075,68.674,62.183
K1138,S03,65.895,68.674,62.183
K1138,S03,65.496,68.674,62.183
K1139,S03,164.822,166.533,161.245
K1139,S03,164.436,166.533,161.245
K1139,S03,163.457,166.533,161.245
K1139,S03,163.874,166.533,161.245
K1139,S03,164.448,166.533,161.245
K1140,S03,82.526,84.302,79.468
K1140,S03,82.609,84.302,79.468
K1141,S01,46.48,47.66,45.311
K1141,S01,46.6,47.66,45.311
K1141,S01,46.532,47.66,45.311
K1141,S01,46.636,47.66,45.311
K1141,S01,46.68,47.66,45.311
K1142,S01,170.664,174.824,167.108
K1142,S01,170.88,174.824,167.108
K1142,S01,171.185,174.824,167.108
K1142,S01,170.209,174.824,167.108
K1143,S01,144.091,145.156,143.415
K1143,S01,144.213,145.156,143.415
K1144,S02,159.799,160.913,157.702
K1144,S02,158.898,160.913,157.702
K1144,S02,158.766,160.913,157.702
K1144,S02,159.715,160.913,157.702
K1144,S02,159.476,160.913,157.702
K1145,S01,163.747,166.438,161.877
K1145,S01,163.368,166.438,161.877
K1145,S01,163.695,166.438,161.877
K1145,S01,163.934,166.438,161.877
K1146,S01,64.036,66.578,57.627
K1146,S01,61.406,66.578,57.627
K1147,S02,26.898,29.961,25.243
K1147,S02,26.767,29.961,25.243
K1147,S02,27.801,29.961,25.243
K1148,S02,131.335,138.618,129.731
K1148,S02,133.304,138.618,129.731
K1148,S02,136.219,138.618,129.731
K1149,S03,130.121,133.562,126.546
K1149,S03,130.263,133.562,126.546
K1149,S03,129.749,133.562,126.546
K1150,S01,108.097,113.06,103.417
K1150,S01,108.5,113.06,103.417
K1150,S01,108.4,113.06,103.417
K1150,S01,108.231,113.06,103.417
K1151,S02,197.455,202.262,193.509
K1151,S02,197.777,202.262,193.509
K1151,S02,198.742,202.262,193.509
K1152,S03,197.32,199.519,192.157
K1152,S03,194.227,199.519,192.157
K1152,S03,194.448,199.519,192.157
K1152,S03,195.669,199.519,192.157
K1153,S01,189.044,192.2,185.846
K1153,S01,188.632,192.2,185.846
K1153,S01,188.509,192.2,185.846
K1154,S02,133.531,138.71,129.924
K1154,S02,132.446,138.71,129.924
K1155,S02,38.115,40.591,36.42
K1155,S02,38.73,40.591,36.42
K1156,S02,160.07,163.876,156.158
K1156,S02,159.501,163.876,156.158
K1156,S02,160.337,163.876,156.158
K1157,S01,9.55,14.726,6.273
K1157,S01,10.052,14.726,6.273
K1158,S01,46.848,49.784,41.765
K1158,S01,45.309,49.784,41.765
K1158,S01,46.33,49.784,41.765
K1159,S02,67.278,68.72,63.781
K1159,S02,65.76,68.72,63.781
K1160,S03,96.839,101.199,91.905
K1160,S03,97.717,101.199,91.905
K1161,S03,95.85,100.693,93.079
K1161,S03,97.137,100.693,93.079
K1161,S03,96.32,100.693,93.079
K1161,S03,97.663,100.693,93.079
K1161,S03,97.354,100.693,93.079
K1162,S01,72.965,75.329,69.227
K1162,S01,72.986,75.329,69.227
K1162,S01,71.953,75.329,69.227
K1162,S01,73.018,75.329,69.227
K1162,S01,70.847,75.329,69.227
K1163,S01,32.796,34.314,31.498
K1163,S01,32.712,34.314,31.498
K1163,S01,33.229,34.314,31.498
K1164,S02,60.551,64.768,54.892
K1164,S02,60.15,64.768,54.892
K1164,S02,59.592,64.768,54.892
K1164,S02,59.097,64.768,54.892
K1164,S02,58.964,64.768,54.892
K1165,S02,17.812,20.1,15.238
K1165,S02,18.136,20.1,15.238
K1165,S02,18.454,20.1,15.238
K1166,S02,191.244,193.945,186.971
K1166,S02,189.477,193.945,186.971
K1167,S01,15.481,17.593,14.516
K1167,S01,15.678,17.593,14.516
K1167,S01,15.908,17.593,14.516
K1167,S01,16.266,17.593,14.516
K1168,S01,165.844,168.469,161.5
K1168,S01,165.499,168.469,161.5
K1168,S01,164.586,168.469,161.5
K1168,S01,164.338,168.469,161.5
K1169,S01,111.463,115.187,109.669
K1169,S01,110.067,115.187,109.669
K1169,S01,112.375,115.187,109.669
K1170,S02,86.511,87.684,83.308
K1170,S02,85.858,87.684,83.308
K1170,S02,84.179,87.684,83.308
K1170,S02,86.829,87.684,83.308
K1171,S03,17.801,18.818,16.242
K1171,S03,17.02,18.818,16.242
K1172,S01,198.146,201.204,194.791
K1172,S01,197.143,201.204,194.791
K1172,S01,198.617,201.204,194.791
K1172,S01,199.02,201.204,194.791
K1172,S01,198.012,201.204,194.791
K1173,S01,82.684,85.376,79.443
K1173,S01,82.789,85.376,79.443
K1174,S01,25.581,27.818,22.694
K1174,S01,25.26,27.818,22.694
K1174,S01,25.48,27.818,22.694
K1175,S02,125.558,127.337,123.183
K1175,S02,124.912,127.337,123.183
K1175,S02,125.624,127.337,123.183
K1176,S03,139.898,143.459,137.456
K1176,S03,141.443,143.459,137.456
K1176,S03,139.527,143.459,137.456
K1176,S03,141.887,143.459,137.456
K1176,S03,139.226,143.459,137.456
K1177,S03,62.117,63.764,60.526
K1177,S03,62.668,63.764,60.526
K1177,S03,62.47,63.764,60.526
K1177,S03,62.419,63.764,60.526
K1178,S01,143.878,144.829,142.707
K1178,S01,144.226,144.829,142.707
K1178,S01,143.795,144.829,142.707
K1178,S01,143.854,144.829,142.707
K1178,S01,143.742,144.829,142.707
K1179,S02,46.23,48.132,44.226
K1179,S02,46.301,48.132,44.226
K1179,S02,45.624,48.132,44.226
K1180,S01,85.135,85.336,83.874
K1180,S01,84.423,85.336,83.874
K1180,S01,84.038,85.336,83.874
K1180,S01,84.882,85.336,83.874
K1181,S02,52.323,57.061,47.295
K1181,S02,51.998,57.061,47.295
K1181,S02,52.829,57.061,47.295
K1182,S02,199.142,201.61,195.19
K1182,S02,198.305,201.61,195.19
K1182,S02,197.096,201.61,195.19
K1183,S02,152.462,156.777,148.287
K1183,S02,151.217,156.777,148.287
K1183,S02,152.965,156.777,148.287
K1184,S03,46.877,51.523,43.242
K1184,S03,48.388,51.523,43.242
K1184,S03,47.409,51.523,43.242
K1184,S03,47.73,51.523,43.242
K1184,S03,48.112,51.523,43.242
K1185,S03,186.756,190.169,185.542
K1185,S03,187.986,190.169,185.542
K1185,S03,187.7,190.169,185.542
K1185,S03,187.779,190.169,185.542
K1186,S03,50.42,50.824,49.819
K1186,S03,50.301,50.824,49.819
K1186,S03,50.284,50.824,49.819
K1186,S03,50.212,50.824,49.819
K1186,S03,50.104,50.824,49.819
K1187,S01,89.636,93.593,85.378
K1187,S01,89.489,93.593,85.378
K1187,S01,90.656,93.593,85.378
K1187,S01,89.938,93.593,85.378
K1188,S01,107.134,111.421,102.785
K1188,S01,106.99,111.421,102.785
K1188,S01,106.941,111.421,102.785
K1189,S02,12.115,16.338,7.425
K1189,S02,9.309,16.338,7.425
K1189,S02,12.466,16.338,7.425
K1189,S02,13.838,16.338,7.425
K1189,S02,13.425,16.338,7.425
K1190,S03,122.743,127.824,118.64
K1190,S03,124.616,127.824,118.64
K1190,S03,122.775,127.824,118.64
K1191,S03,162.555,164.482,162.134
K1191,S03,162.782,164.482,162.134
K1191,S03,163.071,164.482,162.134
K1192,S04,89.17,95.693,87.452
K1192,S04,90.578,95.693,87.452
K1192,S04,92.164,95.693,87.452
K1192,S04,93.729,95.693,87.452
K1193,S04,99.424,102.538,95.768
K1193,S04,99.024,102.538,95.768
K1193,S04,98.851,102.538,95.768
K1194,S04,119.545,123.939,116.902
K1194,S04,121.052,123.939,116.902
K1195,S01,59.544,63.617,54.49
K1195,S01,58.696,63.617,54.49
K1196,S01,151.487,153.23,147.704
K1196,S01,149.963,153.23,147.704
K1196,S01,150.892,153.23,147.704
K1197,S02,71.545,72.391,71.315
K1197,S02,71.626,72.391,71.315
K1197,S02,71.41,72.391,71.315
K1198,S02,163.716,167.048,161.07
K1198,S02,163.921,167.048,161.07
K1198,S02,164.51,167.048,161.07
K1199,S02,166.796,167.635,165.65
K1199,S02,167.171,167.635,165.65
K1199,S02,166.753,167.635,165.65
K1199,S02,166.287,167.635,165.65
K1200,S01,116.243,121.142,112.875
K1200,S01,117.049,121.142,112.875
K1200,S01,117.2,121.142,112.875
K1200,S01,117.437,121.142,112.875
K1200,S01,116.024,121.142,112.875
K1201,S02,110.283,113.96,105.288
K1201,S02,108.876,113.96,105.288
K1201,S02,110.236,113.96,105.288
K1201,S02,109.234,113.96,105.288
K1201,S02,110.326,113.96,105.288
K1202,S02,82.564,86.445,80.288
K1202,S02,83.084,86.445,80.288
K1203,S03,97.261,98.89,95.727
K1203,S03,97.513,98.89,95.727
K1203,S03,97.373,98.89,95.727
K1204,S01,42.524,44.757,38.971
K1204,S01,40.989,44.757,38.971
K1204,S01,41.537,44.757,38.971
K1205,S02,174.105,177.396,171.386
K1205,S02,174.031,177.396,171.386
K1206,S02,120.077,121.335,117.638
K1206,S02,119.73,121.335,117.638
K1206,S02,119.624,121.335,117.638
K1206,S02,119.229,121.335,117.638
K1207,S02,185.264,186.309,184.004
K1207,S02,185.428,186.309,184.004
K1207,S02,185.23,186.309,184.004
K1207,S02,184.732,186.309,184.004
K1208,S03,19.129,24.678,16.009
K1208,S03,19.704,24.678,16.009
K1208,S03,21.741,24.678,16.009
K1208,S03,20.84,24.678,16.009
K1209,S04,37.488,44.008,35.426
K1209,S04,40.463,44.008,35.426
K1209,S04,40.073,44.008,35.426
K1209,S04,39.767,44.008,35.426
