OrderRef,EquipID,Type,DowntimeMinutes,MTBFHours,LinkedAssetRef
WO-2130045,ASSET-00009,Corrective,59,1663,000130000009
WO-2130046,ASSET-00009,Preventive,0,,000130000009
WO-2130047,ASSET-00009,Preventive,0,,000130000009
WO-2130048,ASSET-00009,Emergency,502,234,000130000009
WO-2130049,ASSET-00009,Preventive,0,,000130000009
WO-2130050,ASSET-00009,Corrective,235,267,000130000009
WO-2130051,ASSET-00010,Preventive,0,,000130000010
WO-2130052,ASSET-00010,Corrective,34,696,000130000010
WO-2130053,ASSET-00010,Preventive,0,,000130000010
WO-2130054,ASSET-00010,Corrective,40,1926,000130000010
WO-2130055,ASSET-00011,Preventive,0,,000130000011
WO-2130056,ASSET-00011,Corrective,155,1006,000130000011
WO-2130057,ASSET-00011,Corrective,69,1140,000130000011
WO-2130058,ASSET-00011,Preventive,0,,000130000011
WO-2130059,ASSET-00011,Corrective,76,1767,000130000011
WO-2130060,ASSET-00012,Preventive,0,,000130000012
WO-2130061,ASSET-00012,Preventive,0,,000130000012
WO-2130062,ASSET-00012,Preventive,0,,000130000012
WO-2130063,ASSET-00012,Preventive,0,,000130000012
WO-2130064,ASSET-00012,Corrective,41,689,000130000012
WO-2130065,ASSET-00012,Corrective,76,410,000130000012
WO-2130066,ASSET-00013,Preventive,0,,000130000013
WO-2130067,ASSET-00013,Corrective,44,787,000130000013
WO-2130068,ASSET-00013,Preventive,0,,000130000013
WO-2130069,ASSET-00013,Preventive,0,,000130000013
WO-2130070,ASSET-00013,Corrective,45,693,000130000013
WO-2130071,ASSET-00013,Corrective,207,1830,000130000013
WO-2130072,ASSET-00013,Corrective,198,512,000130000013
WO-2130073,ASSET-00014,Preventive,0,,000130000014
WO-2130074,ASSET-00014,Corrective,70,525,000130000014
WO-2130075,ASSET-00015,Preventive,0,,000130000015
WO-2130076,ASSET-00015,Preventive,0,,000130000015
WO-2130077,ASSET-00015,Preventive,0,,000130000015
WO-2130078,ASSET-00015,Corrective,89,1703,000130000015
WO-2130079,ASSET-00015,Preventive,0,,000130000015
WO-2130080,ASSET-00015,Corrective,137,769,000130000015
WO-2130081,ASSET-00016,Preventive,0,,000130000016
WO-2130082,ASSET-00016,Preventive,0,,000130000016
WO-2130083,ASSET-00016,Corrective,38,727,000130000016
WO-2130084,ASSET-00016,Corrective,123,1726,000130000016
WO-2130085,ASSET-00016,Preventive,0,,000130000016
WO-2130086,ASSET-00016,Corrective,188,1061,000130000016
WO-2130087,ASSET-00016,Preventive,0,,000130000016
WO-2130088,ASSET-00017,Corrective,158,1949,000130000017
WO-2130089,ASSET-00017,Preventive,0,,000130000017
WO-2130090,ASSET-00017,Corrective,172,776,000130000017
WO-2130091,ASSET-00018,Corrective,40,1729,
WO-2130092,ASSET-00018,Preventive,0,,
WO-2130093,ASSET-00018,Emergency,89,1022,
WO-2130094,ASSET-00018,Corrective,57,1523,
WO-2130095,ASSET-00018,Emergency,89,1698,
WO-2130096,ASSET-00018,Corrective,211,710,
WO-2130097,ASSET-00018,Emergency,190,1636,
WO-2130098,ASSET-00018,Corrective,190,1699,
WO-2130099,ASSET-00019,Preventive,0,,000130000018
WO-2130100,ASSET-00019,Preventive,0,,000130000018
WO-2130101,ASSET-00019,Preventive,0,,000130000018
WO-2130102,ASSET-00019,Preventive,0,,000130000018
WO-2130103,ASSET-00019,Corrective,136,1956,000130000018
WO-2130104,ASSET-00019,Corrective,160,1148,000130000018
WO-2130105,ASSET-00019,Corrective,206,1438,000130000018
WO-2130106,ASSET-00020,Corrective,74,1752,000130000019
WO-2130107,ASSET-00020,Preventive,0,,000130000019
WO-2130108,ASSET-00020,Corrective,59,623,000130000019
WO-2130109,ASSET-00020,Preventive,0,,000130000019
WO-2130110,ASSET-00020,Corrective,154,522,000130000019
WO-2130111,ASSET-00021,Preventive,0,,000130000020
WO-2130112,ASSET-00021,Preventive,0,,000130000020
WO-2130113,ASSET-00021,Preventive,0,,000130000020
WO-2130114,ASSET-00021,Preventive,0,,000130000020
WO-2130115,ASSET-00021,Emergency,137,1141,000130000020
WO-2130116,ASSET-00021,Corrective,228,601,000130000020
WO-2130117,ASSET-00022,Preventive,0,,000130000021
WO-2130118,ASSET-00022,Preventive,0,,000130000021
WO-2130119,ASSET-00022,Preventive,0,,000130000021
WO-2130120,ASSET-00023,Corrective,227,573,000130000022
WO-2130121,ASSET-00023,Preventive,0,,000130000022
WO-2130122,ASSET-00024,Preventive,0,,000130000023
WO-2130123,ASSET-00024,Preventive,0,,000130000023
WO-2130124,ASSET-00024,Preventive,0,,000130000023
WO-2130125,ASSET-00025,Preventive,0,,000130000024
WO-2130126,ASSET-00025,Preventive,0,,000130000024
WO-2130127,ASSET-00025,Preventive,0,,000130000024
WO-2130128,ASSET-00025,Corrective,209,1266,000130000024
WO-2130129,ASSET-00025,Preventive,0,,000130000024
WO-2130130,ASSET-00025,Preventive,0,,000130000024
WO-2130131,ASSET-00026,Corrective,84,395,000130000025
WO-2130132,ASSET-00026,Preventive,0,,000130000025
WO-2130133,ASSET-00026,Preventive,0,,000130000025
WO-2130134,ASSET-00026,Preventive,0,,000130000025
WO-2130135,ASSET-00027,Preventive,0,,000130000026
WO-2130136,ASSET-00027,Corrective,145,484,000130000026
WO-2130137,ASSET-00027,Preventive,0,,000130000026
WO-2130138,ASSET-00027,Preventive,0,,000130000026
WO-2130139,ASSET-00027,Preventive,0,,000130000026
WO-2130140,ASSET-00028,Preventive,0,,000130000027
WO-2130141,ASSET-00028,Corrective,109,1837,000130000027
WO-2130142,ASSET-00029,Corrective,84,645,000130000028
WO-2130143,ASSET-00029,Preventive,0,,000130000028
WO-2130144,ASSET-00029,Preventive,0,,000130000028
WO-2130145,ASSET-00029,Corrective,148,1563,000130000028
WO-2130146,ASSET-00029,Corrective,229,1237,000130000028
WO-2130147,ASSET-00030,Preventive,0,,000130000029
WO-2130148,ASSET-00030,Corrective,69,1594,000130000029
WO-2130149,ASSET-00031,Preventive,0,,000130000030
WO-2130150,ASSET-00031,Corrective,232,1727,000130000030
WO-2130151,ASSET-00031,Preventive,0,,000130000030
WO-2130152,ASSET-00031,Emergency,222,1408,000130000030
WO-2130153,ASSET-00032,Corrective,225,618,000130000031
WO-2130154,ASSET-00032,Corrective,225,1539,000130000031
WO-2130155,ASSET-00032,Corrective,127,317,000130000031
WO-2130156,ASSET-00032,Preventive,0,,000130000031
WO-2130157,ASSET-00032,Corrective,80,1309,000130000031
WO-2130158,ASSET-00033,Emergency,65,922,000130000032
WO-2130159,ASSET-00033,Corrective,160,1404,000130000032
WO-2130160,ASSET-00033,Preventive,0,,000130000032
WO-2130161,ASSET-00033,Corrective,118,236,000130000032
WO-2130162,ASSET-00034,Corrective,185,1690,000130000033
WO-2130163,ASSET-00034,Corrective,37,1629,000130000033
WO-2130164,ASSET-00034,Preventive,0,,000130000033
WO-2130165,ASSET-00034,Preventive,0,,000130000033
WO-2130166,ASSET-00034,Preventive,0,,000130000033
WO-2130167,ASSET-00034,Preventive,0,,000130000033
WO-2130168,ASSET-00034,Corrective,175,1340,000130000033
WO-2130169,ASSET-00035,Preventive,0,,000130000034
WO-2130170,ASSET-00035,Preventive,0,,000130000034
WO-2130171,ASSET-00035,Emergency,160,502,000130000034
WO-2130172,ASSET-00035,Corrective,104,660,000130000034
WO-2130173,ASSET-00035,Preventive,0,,000130000034
WO-2130174,ASSET-00036,Corrective,130,827,000130000035
WO-2130175,ASSET-00036,Corrective,156,713,000130000035
WO-2130176,ASSET-00036,Preventive,0,,000130000035
WO-2130177,ASSET-00036,Corrective,86,465,000130000035
WO-2130178,ASSET-00036,Corrective,69,959,000130000035
WO-2130179,ASSET-00037,Emergency,109,1452,000130000036
WO-2130180,ASSET-00037,Corrective,144,1339,000130000036
WO-2130181,ASSET-00037,Preventive,0,,000130000036
WO-2130182,ASSET-00037,Corrective,69,1512,000130000036
WO-2130183,ASSET-00037,Corrective,156,1013,000130000036
WO-2130184,ASSET-00037,Preventive,0,,000130000036
WO-2130185,ASSET-00037,Preventive,0,,000130000036
WO-2130186,ASSET-00038,Corrective,70,1668,000130000037
WO-2130187,ASSET-00038,Corrective,164,473,000130000037
WO-2130188,ASSET-00038,Preventive,0,,000130000037
WO-2130189,ASSET-00038,Corrective,213,1521,000130000037
WO-2130190,ASSET-00038,Corrective,134,1601,000130000037
WO-2130191,ASSET-00038,Corrective,202,1904,000130000037
WO-2130192,ASSET-00039,Preventive,0,,000130000038
WO-2130193,ASSET-00039,Corrective,188,1477,000130000038
WO-2130194,ASSET-00040,Preventive,0,,000130000039
WO-2130195,ASSET-00040,Preventive,0,,000130000039
WO-2130196,ASSET-00040,Preventive,0,,000130000039
WO-2130197,ASSET-00040,Preventive,0,,000130000039
WO-2130198,ASSET-00040,Preventive,0,,000130000039
WO-2130199,ASSET-00041,Emergency,258,1608,000130000040
WO-2130200,ASSET-00041,Corrective,68,959,000130000040
WO-2130201,ASSET-00041,Corrective,116,856,000130000040
WO-2130202,ASSET-00041,Corrective,164,1535,000130000040
WO-2130203,ASSET-00041,Preventive,0,,000130000040
WO-2130204,ASSET-00041,Preventive,0,,000130000040
WO-2130205,ASSET-00041,Preventive,0,,000130000040
WO-2130206,ASSET-00042,Preventive,0,,000130000041
WO-2130207,ASSET-00042,Preventive,0,,000130000041
WO-2130208,ASSET-00042,Preventive,0,,000130000041
WO-2130209,ASSET-00042,Preventive,0,,000130000041
WO-2130210,ASSET-00042,Preventive,0,,000130000041
WO-2130211,ASSET-00042,Corrective,55,1868,000130000041
WO-2130212,ASSET-00042,Preventive,0,,000130000041
WO-2130213,ASSET-00043,Emergency,555,1727,000130000042
WO-2130214,ASSET-00043,Corrective,209,850,000130000042
WO-2130215,ASSET-00043,Preventive,0,,000130000042
WO-2130216,ASSET-00043,Preventive,0,,000130000042
WO-2130217,ASSET-00043,Preventive,0,,000130000042
WO-2130218,ASSET-00044,Preventive,0,,000130000043
WO-2130219,ASSET-00044,Corrective,176,646,000130000043
WO-2130220,ASSET-00044,Preventive,0,,000130000043
WO-2130221,ASSET-00044,Preventive,0,,000130000043
WO-2130222,ASSET-00045,Corrective,195,1817,
WO-2130223,ASSET-00045,Preventive,0,,
WO-2130224,ASSET-00045,Corrective,78,1217,
WO-2130225,ASSET-00046,Preventive,0,,000130000044
WO-2130226,ASSET-00046,Preventive,0,,000130000044
WO-2130227,ASSET-00046,Preventive,0,,000130000044
WO-2130228,ASSET-00047,Corrective,49,472,000130000045
WO-2130229,ASSET-00047,Preventive,0,,000130000045
WO-2130230,ASSET-00047,Preventive,0,,000130000045
WO-2130231,ASSET-00047,Corrective,114,884,000130000045
WO-2130232,ASSET-00047,Corrective,199,1651,000130000045
WO-2130233,ASSET-00047,Preventive,0,,000130000045
WO-2130234,ASSET-00047,Preventive,0,,000130000045
WO-2130235,ASSET-00047,Corrective,36,1634,000130000045
WO-2130236,ASSET-00047,Corrective,45,1590,000130000045
WO-2130237,ASSET-00047,Corrective,67,473,000130000045
WO-2130238,ASSET-00048,Preventive,0,,000130000046
WO-2130239,ASSET-00048,Corrective,64,1149,000130000046
WO-2130240,ASSET-00048,Preventive,0,,000130000046
WO-2130241,ASSET-00048,Corrective,44,1010,000130000046
WO-2130242,ASSET-00048,Emergency,275,842,000130000046
WO-2130243,ASSET-00049,Corrective,95,472,000130000047
WO-2130244,ASSET-00049,Preventive,0,,000130000047
WO-2130245,ASSET-00049,Preventive,0,,000130000047
WO-2130246,ASSET-00050,Preventive,0,,000130000048
WO-2130247,ASSET-00050,Corrective,144,1016,000130000048
WO-2130248,ASSET-00050,Emergency,249,1111,000130000048
WO-2130249,ASSET-00050,Preventive,0,,000130000048
WO-2130250,ASSET-00050,Corrective,236,621,000130000048
WO-2130251,ASSET-00051,Corrective,175,1189,
WO-2130252,ASSET-00051,Preventive,0,,
WO-2130253,ASSET-00051,Corrective,35,1793,
WO-2130254,ASSET-00051,Preventive,0,,
WO-2130255,ASSET-00051,Preventive,0,,
WO-2130256,ASSET-00051,Preventive,0,,
WO-2130257,ASSET-00052,Corrective,166,1192,000130000049
WO-2130258,ASSET-00052,Preventive,0,,000130000049
WO-2130259,ASSET-00052,Preventive,0,,000130000049
WO-2130260,ASSET-00052,Corrective,206,1219,000130000049
WO-2130261,ASSET-00052,Preventive,0,,000130000049
WO-2130262,ASSET-00053,Corrective,168,592,000130000050
WO-2130263,ASSET-00053,Preventive,0,,000130000050
WO-2130264,ASSET-00054,Emergency,313,589,000130000051
WO-2130265,ASSET-00054,Corrective,134,599,000130000051
WO-2130266,ASSET-00054,Emergency,163,788,000130000051
WO-2130267,ASSET-00054,Preventive,0,,000130000051
WO-2130268,ASSET-00055,Preventive,0,,000130000052
WO-2130269,ASSET-00055,Corrective,180,596,000130000052
WO-2130270,ASSET-00055,Preventive,0,,000130000052
WO-2130271,ASSET-00055,Corrective,115,1568,000130000052
WO-2130272,ASSET-00055,Preventive,0,,000130000052
WO-2130273,ASSET-00055,Preventive,0,,000130000052
WO-2130274,ASSET-00055,Preventive,0,,000130000052
WO-2130275,ASSET-00056,Preventive,0,,000130000053
WO-2130276,ASSET-00056,Corrective,151,1158,000130000053
WO-2130277,ASSET-00056,Corrective,121,902,000130000053
WO-2130278,ASSET-00057,Preventive,0,,000130000054
WO-2130279,ASSET-00057,Emergency,124,724,000130000054
WO-2130280,ASSET-00057,Preventive,0,,000130000054
WO-2130281,ASSET-00057,Preventive,0,,000130000054
WO-2130282,ASSET-00057,Emergency,573,1837,000130000054
WO-2130283,ASSET-00058,Corrective,66,272,
WO-2130284,ASSET-00058,Emergency,230,1277,
WO-2130285,ASSET-00058,Preventive,0,,
WO-2130286,ASSET-00058,Preventive,0,,
WO-2130287,ASSET-00058,Preventive,0,,
WO-2130288,ASSET-00059,Emergency,163,1136,000130000055
WO-2130289,ASSET-00059,Emergency,498,688,000130000055
WO-2130290,ASSET-00059,Preventive,0,,000130000055
WO-2130291,ASSET-00059,Corrective,36,1014,000130000055
WO-2130292,ASSET-00059,Preventive,0,,000130000055
WO-2130293,ASSET-00059,Corrective,56,598,000130000055
WO-2130294,ASSET-00060,Corrective,155,1399,000130000056
WO-2130295,ASSET-00060,Corrective,108,638,000130000056
WO-2130296,ASSET-00060,Emergency,276,1779,000130000056
WO-2130297,ASSET-00060,Corrective,186,1911,000130000056
WO-2130298,ASSET-00060,Corrective,70,1679,000130000056
WO-2130299,ASSET-00061,Preventive,0,,000130000057
WO-2130300,ASSET-00061,Preventive,0,,000130000057
WO-2130301,ASSET-00061,Preventive,0,,000130000057
WO-2130302,ASSET-00061,Preventive,0,,000130000057
WO-2130303,ASSET-00061,Preventive,0,,000130000057
WO-2130304,ASSET-00062,Corrective,78,217,000130000058
WO-2130305,ASSET-00062,Preventive,0,,000130000058
WO-2130306,ASSET-00063,Preventive,0,,000130000059
WO-2130307,ASSET-00063,Corrective,171,628,000130000059
WO-2130308,ASSET-00063,Preventive,0,,000130000059
WO-2130309,ASSET-00063,Corrective,233,1555,000130000059
WO-2130310,ASSET-00064,Preventive,0,,000130000060
WO-2130311,ASSET-00064,Preventive,0,,000130000060
WO-2130312,ASSET-00064,Corrective,182,396,000130000060
WO-2130313,ASSET-00064,Corrective,154,855,000130000060
WO-2130314,ASSET-00064,Corrective,148,1691,000130000060
WO-2130315,ASSET-00065,Preventive,0,,000130000061
WO-2130316,ASSET-00065,Corrective,162,725,000130000061
WO-2130317,ASSET-00065,Corrective,83,1995,000130000061
WO-2130318,ASSET-00065,Preventive,0,,000130000061
WO-2130319,ASSET-00065,Preventive,0,,000130000061
WO-2130320,ASSET-00066,Emergency,150,1822,000130000062
WO-2130321,ASSET-00066,Corrective,209,555,000130000062
WO-2130322,ASSET-00066,Emergency,372,1281,000130000062
WO-2130323,ASSET-00067,Corrective,214,847,000130000063
WO-2130324,ASSET-00067,Corrective,223,327,000130000063
WO-2130325,ASSET-00067,Preventive,0,,000130000063
WO-2130326,ASSET-00067,Preventive,0,,000130000063
WO-2130327,ASSET-00068,Emergency,86,1136,000130000064
WO-2130328,ASSET-00068,Preventive,0,,000130000064
WO-2130329,ASSET-00068,Preventive,0,,000130000064
WO-2130330,ASSET-00069,Corrective,39,375,000130000065
WO-2130331,ASSET-00069,Preventive,0,,000130000065
WO-2130332,ASSET-00069,Preventive,0,,000130000065
WO-2130333,ASSET-00070,Preventive,0,,000130000066
WO-2130334,ASSET-00070,Preventive,0,,000130000066
WO-2130335,ASSET-00070,Corrective,34,314,000130000066
WO-2130336,ASSET-00070,Preventive,0,,000130000066
WO-2130337,ASSET-00070,Preventive,0,,000130000066
WO-2130338,ASSET-00070,Preventive,0,,000130000066
WO-2130339,ASSET-00071,Preventive,0,,000130000067
WO-2130340,ASSET-00071,Preventive,0,,000130000067
WO-2130341,ASSET-00071,Preventive,0,,000130000067
WO-2130342,ASSET-00071,Corrective,191,1778,000130000067
WO-2130343,ASSET-00071,Preventive,0,,000130000067
WO-2130344,ASSET-00072,Preventive,0,,000130000068
WO-2130345,ASSET-00072,Preventive,0,,000130000068
WO-2130346,ASSET-00073,Preventive,0,,
WO-2130347,ASSET-00073,Emergency,597,1843,
WO-2130348,ASSET-00073,Preventive,0,,
WO-2130349,ASSET-00074,Preventive,0,,000130000069
WO-2130350,ASSET-00074,Preventive,0,,000130000069
WO-2130351,ASSET-00074,Corrective,121,618,000130000069
WO-2130352,ASSET-00074,Corrective,58,512,000130000069
WO-2130353,ASSET-00074,Corrective,85,282,000130000069
WO-2130354,ASSET-00075,Preventive,0,,000130000070
WO-2130355,ASSET-00075,Corrective,122,457,000130000070
WO-2130356,ASSET-00075,Preventive,0,,000130000070
WO-2130357,ASSET-00076,Preventive,0,,000130000071
WO-2130358,ASSET-00076,Preventive,0,,000130000071
WO-2130359,ASSET-00076,Corrective,96,837,000130000071
WO-2130360,ASSET-00076,Preventive,0,,000130000071
WO-2130361,ASSET-00076,Preventive,0,,000130000071
WO-2130362,ASSET-00076,Corrective,106,1830,000130000071
WO-2130363,ASSET-00076,Corrective,33,1741,000130000071
WO-2130364,ASSET-00076,Preventive,0,,000130000071
WO-2130365,ASSET-00077,Corrective,118,1490,000130000072
WO-2130366,ASSET-00077,Preventive,0,,000130000072
WO-2130367,ASSET-00077,Corrective,215,1289,000130000072
WO-2130368,ASSET-00078,Corrective,186,1069,000130000073
WO-2130369,ASSET-00078,Preventive,0,,000130000073
WO-2130370,ASSET-00078,Corrective,65,228,000130000073
WO-2130371,ASSET-00078,Preventive,0,,000130000073
WO-2130372,ASSET-00079,Corrective,134,665,000130000074
WO-2130373,ASSET-00079,Corrective,30,1121,000130000074
WO-2130374,ASSET-00079,Preventive,0,,000130000074
WO-2130375,ASSET-00079,Preventive,0,,000130000074
WO-2130376,ASSET-00080,Corrective,98,969,
WO-2130377,ASSET-00080,Preventive,0,,
WO-2130378,ASSET-00080,Preventive,0,,
WO-2130379,ASSET-00081,Corrective,87,1601,000130000075
WO-2130380,ASSET-00081,Preventive,0,,000130000075
WO-2130381,ASSET-00081,Emergency,419,1942,000130000075
WO-2130382,ASSET-00081,Preventive,0,,000130000075
WO-2130383,ASSET-00081,Preventive,0,,000130000075
WO-2130384,ASSET-00081,Corrective,210,1537,000130000075
WO-2130385,ASSET-00081,Preventive,0,,000130000075
WO-2130386,ASSET-00081,Preventive,0,,000130000075
WO-2130387,ASSET-00082,Preventive,0,,000130000076
WO-2130388,ASSET-00082,Preventive,0,,000130000076
WO-2130389,ASSET-00082,Corrective,149,1103,000130000076
WO-2130390,ASSET-00082,Emergency,245,1006,000130000076
WO-2130391,ASSET-00082,Preventive,0,,000130000076
WO-2130392,ASSET-00082,Corrective,50,534,000130000076
WO-2130393,ASSET-00083,Preventive,0,,000130000077
WO-2130394,ASSET-00083,Preventive,0,,000130000077
WO-2130395,ASSET-00083,Preventive,0,,000130000077
WO-2130396,ASSET-00084,Preventive,0,,000130000078
WO-2130397,ASSET-00084,Preventive,0,,000130000078
WO-2130398,ASSET-00084,Corrective,103,1586,000130000078
WO-2130399,ASSET-00084,Preventive,0,,000130000078
WO-2130400,ASSET-00084,Preventive,0,,000130000078
WO-2130401,ASSET-00085,Preventive,0,,000130000079
WO-2130402,ASSET-00085,Preventive,0,,000130000079
WO-2130403,ASSET-00085,Corrective,69,1764,000130000079
WO-2130404,ASSET-00085,Preventive,0,,000130000079
WO-2130405,ASSET-00085,Preventive,0,,000130000079
WO-2130406,ASSET-00086,Corrective,172,946,000130000080
WO-2130407,ASSET-00086,Emergency,384,1139,000130000080
WO-2130408,ASSET-00086,Corrective,117,1221,000130000080
WO-2130409,ASSET-00086,Corrective,36,1677,000130000080
WO-2130410,ASSET-00087,Emergency,401,1947,000130000081
WO-2130411,ASSET-00087,Preventive,0,,000130000081
WO-2130412,ASSET-00087,Emergency,506,1921,000130000081
WO-2130413,ASSET-00087,Preventive,0,,000130000081
WO-2130414,ASSET-00087,Corrective,52,1604,000130000081
WO-2130415,ASSET-00087,Preventive,0,,000130000081
WO-2130416,ASSET-00087,Preventive,0,,000130000081
WO-2130417,ASSET-00087,Corrective,200,1026,000130000081
WO-2130418,ASSET-00088,Corrective,229,836,000130000082
WO-2130419,ASSET-00088,Corrective,239,1251,000130000082
WO-2130420,ASSET-00088,Corrective,53,1162,000130000082
WO-2130421,ASSET-00088,Preventive,0,,000130000082
WO-2130422,ASSET-00088,Corrective,89,655,000130000082
WO-2130423,ASSET-00088,Corrective,127,336,000130000082
WO-2130424,ASSET-00089,Preventive,0,,000130000083
WO-2130425,ASSET-00089,Corrective,172,695,000130000083
WO-2130426,ASSET-00089,Preventive,0,,000130000083
WO-2130427,ASSET-00089,Corrective,102,1204,000130000083
WO-2130428,ASSET-00089,Preventive,0,,000130000083
WO-2130429,ASSET-00090,Preventive,0,,000130000084
WO-2130430,ASSET-00090,Preventive,0,,000130000084
WO-2130431,ASSET-00090,Corrective,43,1509,000130000084
WO-2130432,ASSET-00090,Corrective,139,521,000130000084
WO-2130433,ASSET-00090,Preventive,0,,000130000084
WO-2130434,ASSET-00090,Corrective,164,653,000130000084
WO-2130435,ASSET-00091,Preventive,0,,000130000086
WO-2130436,ASSET-00091,Corrective,235,1749,000130000086
WO-2130437,ASSET-00091,Preventive,0,,000130000086
WO-2130438,ASSET-00091,Preventive,0,,000130000086
WO-2130439,ASSET-00091,Preventive,0,,000130000086
WO-2130440,ASSET-00091,Preventive,0,,000130000086
WO-2130441,ASSET-00092,Preventive,0,,000130000087
WO-2130442,ASSET-00092,Preventive,0,,000130000087
WO-2130443,ASSET-00092,Emergency,117,214,000130000087
WO-2130444,ASSET-00092,Corrective,114,929,000130000087
WO-2130445,ASSET-00092,Corrective,150,1120,000130000087
WO-2130446,ASSET-00092,Preventive,0,,000130000087
WO-2130447,ASSET-00092,Preventive,0,,000130000087
WO-2130448,ASSET-00093,Corrective,55,1472,000130000088
WO-2130449,ASSET-00093,Preventive,0,,000130000088
WO-2130450,ASSET-00093,Preventive,0,,000130000088
WO-2130451,ASSET-00093,Preventive,0,,000130000088
WO-2130452,ASSET-00093,Preventive,0,,000130000088
WO-2130453,ASSET-00093,Corrective,153,1593,000130000088
WO-2130454,ASSET-00093,Corrective,148,1348,000130000088
WO-2130455,ASSET-00094,Corrective,145,1385,000130000089
WO-2130456,ASSET-00094,Corrective,234,523,000130000089
WO-2130457,ASSET-00094,Corrective,142,1662,000130000089
WO-2130458,ASSET-00094,Preventive,0,,000130000089
WO-2130459,ASSET-00094,Corrective,95,1880,000130000089
WO-2130460,ASSET-00094,Emergency,430,1838,000130000089
WO-2130461,ASSET-00094,Preventive,0,,000130000089
WO-2130462,ASSET-00095,Preventive,0,,000130000090
WO-2130463,ASSET-00095,Corrective,193,1614,000130000090
WO-2130464,ASSET-00095,Emergency,265,345,000130000090
WO-2130465,ASSET-00095,Corrective,78,1630,000130000090
WO-2130466,ASSET-00096,Preventive,0,,000130000091
WO-2130467,ASSET-00096,Preventive,0,,000130000091
WO-2130468,ASSET-00096,Emergency,162,620,000130000091
WO-2130469,ASSET-00096,Corrective,83,1947,000130000091
WO-2130470,ASSET-00096,Preventive,0,,000130000091
WO-2130471,ASSET-00096,Preventive,0,,000130000091
WO-2130472,ASSET-00096,Preventive,0,,000130000091
WO-2130473,ASSET-00097,Corrective,36,1002,000130000092
WO-2130474,ASSET-00097,Corrective,173,760,000130000092
WO-2130475,ASSET-00097,Preventive,0,,000130000092
WO-2130476,ASSET-00097,Corrective,85,1463,000130000092
WO-2130477,ASSET-00098,Corrective,69,1338,000130000093
WO-2130478,ASSET-00098,Preventive,0,,000130000093
WO-2130479,ASSET-00098,Preventive,0,,000130000093
WO-2130480,ASSET-00098,Corrective,76,1042,000130000093
WO-2130481,ASSET-00099,Preventive,0,,000130000094
WO-2130482,ASSET-00099,Emergency,336,1251,000130000094
WO-2130483,ASSET-00099,Preventive,0,,000130000094
WO-2130484,ASSET-00099,Preventive,0,,000130000094
WO-2130485,ASSET-00100,Corrective,110,313,000130000095
WO-2130486,ASSET-00100,Corrective,98,1186,000130000095
WO-2130487,ASSET-00100,Preventive,0,,000130000095
WO-2130488,ASSET-00100,Corrective,187,1049,000130000095
