PartNo,Bin,OnHandQty,IssuingPlant,ReceivingPlant
MAT-441839,C-25-2,1724,Battery & eDrive Plant PL,Assembly Plant DE
MAT-979006,H-12-2,1567,Battery & eDrive Plant PL,Assembly Plant DE
MAT-794578,F-25-2,3276,Battery & eDrive Plant PL,Assembly Plant DE
MAT-403695,G-15-3,429,Battery & eDrive Plant PL,Assembly Plant DE
MAT-960238,B-14-5,3024,Battery & eDrive Plant PL,Assembly Plant DE
MAT-265444,F-12-3,4169,Battery & eDrive Plant PL,Assembly Plant DE
MAT-953490,H-10-3,4645,Battery & eDrive Plant PL,Assembly Plant DE
MAT-552661,C-24-4,2606,Battery & eDrive Plant PL,Assembly Plant DE
MAT-896795,C-19-2,3046,Battery & eDrive Plant PL,Assembly Plant DE
MAT-977817,H-05-4,1008,Battery & eDrive Plant PL,Assembly Plant DE
MAT-376556,H-03-3,3798,Battery & eDrive Plant PL,Assembly Plant DE
MAT-938850,F-07-4,3771,Battery & eDrive Plant PL,Assembly Plant DE
MAT-479359,E-03-4,2132,Battery & eDrive Plant PL,Assembly Plant DE
MAT-447562,G-15-1,2982,Battery & eDrive Plant PL,Assembly Plant DE
MAT-232804,C-24-1,4210,Battery & eDrive Plant PL,Assembly Plant DE
MAT-638207,G-20-2,1592,Battery & eDrive Plant PL,Assembly Plant DE
MAT-671433,B-09-1,2885,Battery & eDrive Plant PL,Assembly Plant DE
MAT-365722,E-25-3,3853,Battery & eDrive Plant PL,Assembly Plant DE
MAT-598811,E-25-5,3452,Battery & eDrive Plant PL,Assembly Plant DE
MAT-794567,C-24-3,3232,Battery & eDrive Plant PL,Assembly Plant DE
MAT-715442,E-10-5,2871,Battery & eDrive Plant PL,Assembly Plant DE
MAT-517591,E-02-1,4999,Battery & eDrive Plant PL,Assembly Plant DE
MAT-900007,H-08-2,4529,Battery & eDrive Plant PL,Assembly Plant DE
MAT-687603,D-09-3,898,Battery & eDrive Plant PL,Assembly Plant DE
MAT-562512,G-09-2,2929,Battery & eDrive Plant PL,Assembly Plant DE
MAT-109031,E-21-5,3919,Battery & eDrive Plant PL,Assembly Plant DE
MAT-104932,E-22-4,4426,Battery & eDrive Plant PL,Assembly Plant DE
MAT-701504,F-23-2,2672,Battery & eDrive Plant PL,Assembly Plant DE
MAT-404030,A-09-5,1943,Battery & eDrive Plant PL,Assembly Plant DE
MAT-620078,A-18-4,1254,Battery & eDrive Plant PL,Assembly Plant DE
MAT-540117,E-03-1,1020,Battery & eDrive Plant PL,Assembly Plant DE
MAT-782650,D-03-5,1551,Battery & eDrive Plant PL,Assembly Plant DE
MAT-113633,A-19-1,761,Battery & eDrive Plant PL,Assembly Plant DE
MAT-810582,F-17-1,293,Battery & eDrive Plant PL,Assembly Plant DE
MAT-688545,C-02-5,2843,Battery & eDrive Plant PL,Assembly Plant DE
MAT-904303,C-16-3,2240,Battery & eDrive Plant PL,Assembly Plant DE
MAT-140691,A-04-4,1466,Battery & eDrive Plant PL,Assembly Plant DE
MAT-739755,A-07-4,1397,Battery & eDrive Plant PL,Assembly Plant DE
MAT-364610,G-03-3,1823,Battery & eDrive Plant PL,Assembly Plant DE
MAT-986076,E-04-5,4242,Battery & eDrive Plant PL,Assembly Plant DE
MAT-552751,D-01-2,2338,Battery & eDrive Plant PL,Assembly Plant DE
MAT-123414,B-04-2,2653,Battery & eDrive Plant PL,Assembly Plant DE
MAT-838998,F-10-3,4907,Battery & eDrive Plant PL,Assembly Plant DE
MAT-864831,E-12-1,1980,Battery & eDrive Plant PL,Assembly Plant DE
MAT-961372,H-17-1,4997,Battery & eDrive Plant PL,Assembly Plant DE
MAT-165989,C-12-3,2234,Battery & eDrive Plant PL,Assembly Plant DE
MAT-806534,A-08-4,2225,Battery & eDrive Plant PL,Assembly Plant DE
MAT-874722,G-15-5,408,Battery & eDrive Plant PL,Assembly Plant DE
MAT-490752,D-15-5,4292,Battery & eDrive Plant PL,Assembly Plant DE
MAT-414583,B-27-5,2989,Battery & eDrive Plant PL,Assembly Plant DE
MAT-841379,G-25-1,1848,Battery & eDrive Plant PL,Assembly Plant DE
MAT-872711,B-15-1,1233,Battery & eDrive Plant PL,Assembly Plant DE
MAT-677478,B-02-5,1576,Battery & eDrive Plant PL,Assembly Plant DE
MAT-430862,B-24-2,2168,Battery & eDrive Plant PL,Assembly Plant DE
MAT-738983,E-11-3,4986,Battery & eDrive Plant PL,Assembly Plant DE
MAT-899728,G-10-1,1703,Battery & eDrive Plant PL,Assembly Plant DE
MAT-408618,F-18-3,362,Battery & eDrive Plant PL,Assembly Plant DE
MAT-117485,E-23-1,2716,Battery & eDrive Plant PL,Assembly Plant DE
MAT-313065,A-15-1,934,Battery & eDrive Plant PL,Assembly Plant DE
MAT-826564,B-03-4,3015,Battery & eDrive Plant PL,Assembly Plant DE
MAT-660932,B-03-3,1884,Battery & eDrive Plant PL,Assembly Plant DE
MAT-762329,H-02-5,4030,Battery & eDrive Plant PL,Assembly Plant DE
MAT-390639,F-02-5,4013,Paint Shop DE,Assembly Plant DE
MAT-603694,H-04-3,4894,Paint Shop DE,Assembly Plant DE
MAT-847525,H-19-2,1323,Paint Shop DE,Assembly Plant DE
MAT-187653,C-11-5,3482,Paint Shop DE,Assembly Plant DE
MAT-395220,A-10-1,3083,Paint Shop DE,Assembly Plant DE
MAT-751573,D-10-5,852,Paint Shop DE,Assembly Plant DE
MAT-386447,H-25-1,3992,Paint Shop DE,Assembly Plant DE
MAT-120592,G-19-2,344,Paint Shop DE,Assembly Plant DE
MAT-878778,E-25-4,4352,Paint Shop DE,Assembly Plant DE
MAT-599124,F-12-4,1893,Paint Shop DE,Assembly Plant DE
MAT-939331,F-17-1,1005,Paint Shop DE,Assembly Plant DE
MAT-443402,H-03-1,1799,Paint Shop DE,Assembly Plant DE
MAT-951266,B-18-2,1582,Paint Shop DE,Assembly Plant DE
MAT-719125,B-11-4,3883,Paint Shop DE,Assembly Plant DE
MAT-782502,G-07-1,4090,Paint Shop DE,Assembly Plant DE
MAT-842486,B-18-4,3830,Paint Shop DE,Assembly Plant DE
MAT-432669,A-15-5,3907,Paint Shop DE,Assembly Plant DE
MAT-790083,F-06-2,2768,Paint Shop DE,Assembly Plant DE
MAT-287972,C-18-4,3985,Paint Shop DE,Assembly Plant DE
MAT-867923,F-08-3,1831,Paint Shop DE,Assembly Plant DE
MAT-693054,B-07-2,3978,Paint Shop DE,Assembly Plant DE
MAT-737313,F-19-4,2607,Paint Shop DE,Assembly Plant DE
MAT-104801,A-27-3,588,Paint Shop DE,Assembly Plant DE
MAT-867901,G-08-5,4862,Paint Shop DE,Assembly Plant DE
MAT-805783,F-09-2,4908,Paint Shop DE,Assembly Plant DE
MAT-929085,A-05-1,4808,Paint Shop DE,Assembly Plant DE
MAT-916343,B-27-2,169,Paint Shop DE,Assembly Plant DE
MAT-572725,G-02-5,2810,Paint Shop DE,Assembly Plant DE
MAT-819261,E-28-1,2863,Paint Shop DE,Assembly Plant DE
MAT-390144,G-20-4,4903,Paint Shop DE,Assembly Plant DE
MAT-735508,F-01-1,3923,Paint Shop DE,Assembly Plant DE
MAT-492731,E-22-4,4904,Paint Shop DE,Assembly Plant DE
MAT-553064,E-12-3,1345,Paint Shop DE,Assembly Plant DE
MAT-995843,D-09-4,688,Paint Shop DE,Assembly Plant DE
MAT-497035,F-13-1,2193,Paint Shop DE,Assembly Plant DE
MAT-556192,F-22-1,3564,Paint Shop DE,Assembly Plant DE
MAT-335577,A-07-1,4678,Paint Shop DE,Assembly Plant DE
MAT-932729,F-19-2,1883,Paint Shop DE,Assembly Plant DE
MAT-171855,B-20-2,3874,Paint Shop DE,Assembly Plant DE
MAT-805505,C-18-3,4600,Paint Shop DE,Assembly Plant DE
MAT-145647,F-28-4,4066,Paint Shop DE,Assembly Plant DE
MAT-381555,G-04-5,1529,Paint Shop DE,Assembly Plant DE
MAT-560305,E-13-2,4966,Paint Shop DE,Assembly Plant DE
MAT-209167,A-01-3,2434,Paint Shop DE,Assembly Plant DE
MAT-796868,A-23-5,3413,Paint Shop DE,Assembly Plant DE
MAT-499218,D-23-4,3296,Paint Shop DE,Assembly Plant DE
MAT-765599,F-27-1,3247,Paint Shop DE,Assembly Plant DE
MAT-706063,E-05-3,1572,Paint Shop DE,Assembly Plant DE
MAT-436976,B-08-5,2010,Paint Shop DE,Assembly Plant DE
MAT-725387,A-14-2,3400,Paint Shop DE,Assembly Plant DE
MAT-876446,F-03-1,3182,Paint Shop DE,Assembly Plant DE
MAT-535754,A-15-5,1594,Paint Shop DE,Assembly Plant DE
MAT-514745,C-15-5,4371,Paint Shop DE,Assembly Plant DE
MAT-344329,F-25-2,1956,Paint Shop DE,Assembly Plant DE
MAT-471603,A-25-4,621,Paint Shop DE,Assembly Plant DE
MAT-222165,D-22-1,3375,Paint Shop DE,Assembly Plant DE
MAT-520370,B-16-4,1472,Paint Shop DE,Assembly Plant DE
MAT-685062,E-26-4,4690,Paint Shop DE,Assembly Plant DE
MAT-410626,B-19-2,339,Paint Shop DE,Assembly Plant DE
MAT-786834,H-03-5,4498,Paint Shop DE,Assembly Plant DE
MAT-108236,F-17-2,1398,Paint Shop DE,Assembly Plant DE
MAT-800679,C-10-1,830,Paint Shop DE,Assembly Plant DE
MAT-199281,D-14-3,1851,Paint Shop DE,Assembly Plant DE
MAT-418824,E-07-2,4061,Paint Shop DE,Assembly Plant DE
MAT-784716,E-29-5,1933,Paint Shop DE,Assembly Plant DE
MAT-626399,C-17-3,1175,Paint Shop DE,Assembly Plant DE
MAT-535340,C-06-3,4794,Paint Shop DE,Assembly Plant DE
MAT-422857,A-04-4,3211,Paint Shop DE,Assembly Plant DE
MAT-825632,G-25-5,3523,Paint Shop DE,Assembly Plant DE
MAT-714184,C-09-1,2009,Paint Shop DE,Assembly Plant DE
MAT-948883,E-20-5,2422,Paint Shop DE,Assembly Plant DE
MAT-687327,A-23-4,3294,Paint Shop DE,Assembly Plant DE
MAT-565443,G-04-4,2986,Paint Shop DE,Assembly Plant DE
MAT-392647,H-13-4,3357,Paint Shop DE,Assembly Plant DE
MAT-885029,C-02-3,4789,Paint Shop DE,Assembly Plant DE
MAT-227359,E-09-2,3972,Paint Shop DE,Assembly Plant DE
MAT-547704,A-21-3,1065,Paint Shop DE,Assembly Plant DE
MAT-444500,B-06-3,4004,Paint Shop DE,Assembly Plant DE
MAT-559258,D-27-5,4754,Paint Shop DE,Assembly Plant DE
MAT-373775,E-10-5,1939,Paint Shop DE,Assembly Plant DE
MAT-829814,A-24-4,2853,Paint Shop DE,Assembly Plant DE
MAT-843222,E-21-2,935,Paint Shop DE,Assembly Plant DE
MAT-652026,H-23-2,4528,Paint Shop DE,Assembly Plant DE
MAT-583658,C-15-5,1861,Paint Shop DE,Assembly Plant DE
MAT-883511,G-09-5,3873,Paint Shop DE,Assembly Plant DE
MAT-662261,A-12-3,528,Paint Shop DE,Assembly Plant DE
MAT-647409,G-10-3,4722,Paint Shop DE,Assembly Plant DE
MAT-996662,C-01-4,4064,Paint Shop DE,Assembly Plant DE
MAT-602039,A-20-2,1161,Paint Shop DE,Assembly Plant DE
MAT-622612,A-16-4,2605,Paint Shop DE,Assembly Plant DE
MAT-614600,E-08-2,1603,Paint Shop DE,Assembly Plant DE
MAT-236624,H-16-3,965,Paint Shop DE,Assembly Plant DE
MAT-915469,F-28-2,1603,Paint Shop DE,Assembly Plant DE
MAT-353134,B-16-3,2667,Paint Shop DE,Assembly Plant DE
MAT-760000,H-03-4,2318,Paint Shop DE,Assembly Plant DE
MAT-138978,E-08-5,1837,Paint Shop DE,Assembly Plant DE
MAT-110450,H-27-5,2469,Paint Shop DE,Assembly Plant DE
MAT-790437,F-20-4,1203,Paint Shop DE,Assembly Plant DE
MAT-685551,H-08-4,2816,Paint Shop DE,Assembly Plant DE
MAT-672528,B-13-2,1987,Paint Shop DE,Assembly Plant DE
MAT-329662,A-01-4,931,Paint Shop DE,Assembly Plant DE
MAT-385500,G-05-3,2520,Paint Shop DE,Assembly Plant DE
MAT-928948,B-23-1,1745,Paint Shop DE,Assembly Plant DE
MAT-880912,D-20-5,4627,Paint Shop DE,Assembly Plant DE
MAT-385694,F-18-2,3535,Paint Shop DE,Assembly Plant DE
MAT-852134,G-14-1,667,Paint Shop DE,Assembly Plant DE
MAT-594888,H-17-1,1784,Paint Shop DE,Assembly Plant DE
MAT-484281,E-10-5,287,Paint Shop DE,Assembly Plant DE
MAT-614650,H-12-1,4205,Paint Shop DE,Assembly Plant DE
MAT-349667,B-20-5,3882,Paint Shop DE,Assembly Plant DE
MAT-419929,A-07-3,4674,Paint Shop DE,Assembly Plant DE
MAT-974851,E-02-2,398,Paint Shop DE,Assembly Plant DE
MAT-164396,A-13-1,3942,Paint Shop DE,Assembly Plant DE
MAT-709397,B-26-5,1918,Paint Shop DE,Assembly Plant DE
MAT-460214,G-12-1,782,Paint Shop DE,Assembly Plant DE
MAT-259669,A-24-3,4107,Paint Shop DE,Assembly Plant DE
MAT-945620,D-05-4,4447,Paint Shop DE,Assembly Plant DE
MAT-771597,G-04-2,2352,Paint Shop DE,Assembly Plant DE
MAT-925339,C-07-3,1844,Paint Shop DE,Assembly Plant DE
MAT-913110,G-15-5,1090,Paint Shop DE,Assembly Plant DE
MAT-676310,E-07-1,4493,Paint Shop DE,Assembly Plant DE
MAT-250778,F-05-1,4182,Paint Shop DE,Assembly Plant DE
MAT-539923,H-14-4,367,Paint Shop DE,Assembly Plant DE
MAT-172295,G-07-3,1991,Paint Shop DE,Assembly Plant DE
MAT-281765,C-06-2,4261,Paint Shop DE,Assembly Plant DE
MAT-355691,C-29-3,3109,Paint Shop DE,Assembly Plant DE
MAT-588449,C-25-4,4367,Paint Shop DE,Assembly Plant DE
MAT-854210,F-24-1,804,Paint Shop DE,Assembly Plant DE
MAT-503991,E-23-2,2716,Paint Shop DE,Assembly Plant DE
MAT-581671,H-12-4,139,Paint Shop DE,Assembly Plant DE
MAT-895114,C-17-5,1865,Paint Shop DE,Assembly Plant DE
MAT-860752,G-25-4,4923,Paint Shop DE,Assembly Plant DE
MAT-390364,F-01-5,3706,Paint Shop DE,Assembly Plant DE
MAT-528911,D-21-3,3530,Paint Shop DE,Assembly Plant DE
MAT-284889,C-08-3,2623,Paint Shop DE,Assembly Plant DE
MAT-152988,B-09-4,1658,Paint Shop DE,Assembly Plant DE
MAT-157825,A-23-3,1946,Paint Shop DE,Assembly Plant DE
MAT-629574,D-11-1,3467,Paint Shop DE,Assembly Plant DE
MAT-115379,B-05-5,634,Paint Shop DE,Assembly Plant DE
MAT-886258,G-14-3,2893,Paint Shop DE,Assembly Plant DE
MAT-207454,G-21-3,3714,Seating & Interior Plant PL,Assembly Plant DE
MAT-830694,C-10-5,465,Seating & Interior Plant PL,Assembly Plant DE
MAT-852055,C-27-1,2949,Seating & Interior Plant PL,Assembly Plant DE
MAT-304928,D-20-3,2477,Seating & Interior Plant PL,Assembly Plant DE
MAT-824107,E-09-2,4499,Seating & Interior Plant PL,Assembly Plant DE
MAT-992170,C-21-3,4697,Seating & Interior Plant PL,Assembly Plant DE
MAT-917470,G-17-3,4350,Seating & Interior Plant PL,Assembly Plant DE
MAT-717073,A-08-2,2886,Seating & Interior Plant PL,Assembly Plant DE
MAT-291739,F-13-4,2593,Seating & Interior Plant PL,Assembly Plant DE
MAT-544664,D-05-5,56,Seating & Interior Plant PL,Assembly Plant DE
MAT-489793,H-17-5,3913,Seating & Interior Plant PL,Assembly Plant DE
MAT-801667,C-01-1,2578,Seating & Interior Plant PL,Assembly Plant DE
MAT-334504,H-23-4,3043,Seating & Interior Plant PL,Assembly Plant DE
MAT-963743,H-07-1,2475,Seating & Interior Plant PL,Assembly Plant DE
MAT-999274,G-13-4,2664,Seating & Interior Plant PL,Assembly Plant DE
MAT-589565,G-03-5,3336,Seating & Interior Plant PL,Assembly Plant DE
MAT-970020,E-18-4,1982,Seating & Interior Plant PL,Assembly Plant DE
MAT-667130,G-14-3,810,Seating & Interior Plant PL,Assembly Plant DE
MAT-928752,E-15-2,1934,Seating & Interior Plant PL,Assembly Plant DE
MAT-221709,A-24-3,2219,Seating & Interior Plant PL,Assembly Plant DE
MAT-374907,A-22-3,1434,Seating & Interior Plant PL,Assembly Plant DE
MAT-838406,F-16-1,4498,Seating & Interior Plant PL,Assembly Plant DE
MAT-694612,G-24-1,4812,Seating & Interior Plant PL,Assembly Plant DE
MAT-192665,D-05-3,479,Seating & Interior Plant PL,Assembly Plant DE
MAT-377541,G-29-2,4850,Seating & Interior Plant PL,Assembly Plant DE
MAT-656867,D-22-3,881,Seating & Interior Plant PL,Assembly Plant DE
MAT-418358,H-08-4,762,Seating & Interior Plant PL,Assembly Plant DE
MAT-314240,A-13-4,1942,Seating & Interior Plant PL,Assembly Plant DE
MAT-129751,A-27-5,3794,Seating & Interior Plant PL,Assembly Plant DE
MAT-762489,G-27-2,4223,Seating & Interior Plant PL,Assembly Plant DE
MAT-242164,F-01-4,2952,Seating & Interior Plant PL,Assembly Plant DE
MAT-888989,A-06-2,4061,Seating & Interior Plant PL,Assembly Plant DE
MAT-267615,E-07-1,2016,Seating & Interior Plant PL,Assembly Plant DE
MAT-504734,A-29-5,4770,Seating & Interior Plant PL,Assembly Plant DE
MAT-318012,A-05-1,1892,Seating & Interior Plant PL,Assembly Plant DE
MAT-818920,F-02-1,2958,Seating & Interior Plant PL,Assembly Plant DE
MAT-204517,F-13-1,4027,Seating & Interior Plant PL,Assembly Plant DE
MAT-406828,C-27-1,789,Seating & Interior Plant PL,Assembly Plant DE
MAT-303838,C-16-4,1799,Seating & Interior Plant PL,Assembly Plant DE
MAT-368733,H-03-1,896,Seating & Interior Plant PL,Assembly Plant DE
MAT-690070,B-14-1,3723,Seating & Interior Plant PL,Assembly Plant DE
MAT-777257,E-18-5,2072,Seating & Interior Plant PL,Assembly Plant DE
MAT-296458,A-13-3,4508,Seating & Interior Plant PL,Assembly Plant DE
MAT-448962,A-27-3,2701,Seating & Interior Plant PL,Assembly Plant DE
MAT-611073,G-10-2,3121,Seating & Interior Plant PL,Assembly Plant DE
MAT-254706,G-24-4,2715,Seating & Interior Plant PL,Assembly Plant DE
MAT-467723,F-29-2,660,Seating & Interior Plant PL,Assembly Plant DE
MAT-126965,A-25-2,829,Seating & Interior Plant PL,Assembly Plant DE
MAT-791202,B-14-4,3521,Seating & Interior Plant PL,Assembly Plant DE
MAT-252729,A-17-3,648,Seating & Interior Plant PL,Assembly Plant DE
MAT-458013,H-15-3,3259,Seating & Interior Plant PL,Assembly Plant DE
MAT-818479,G-02-4,1746,Seating & Interior Plant PL,Assembly Plant DE
MAT-442418,G-09-3,4438,Seating & Interior Plant PL,Assembly Plant DE
MAT-487298,F-18-2,933,Seating & Interior Plant PL,Assembly Plant DE
MAT-155740,E-29-4,2066,Seating & Interior Plant PL,Assembly Plant DE
MAT-692847,F-24-4,3829,Seating & Interior Plant PL,Assembly Plant DE
MAT-497738,H-15-5,2200,Seating & Interior Plant PL,Assembly Plant DE
MAT-368105,F-11-2,1890,Seating & Interior Plant PL,Assembly Plant DE
MAT-774919,F-28-3,4341,Seating & Interior Plant PL,Assembly Plant DE
MAT-397594,E-04-4,4774,Seating & Interior Plant PL,Assembly Plant DE
MAT-589752,E-19-4,4858,Seating & Interior Plant PL,Assembly Plant DE
MAT-707213,B-23-2,342,Seating & Interior Plant PL,Assembly Plant DE
MAT-853342,F-11-3,4100,Seating & Interior Plant PL,Assembly Plant DE
MAT-149359,C-12-3,3758,Seating & Interior Plant PL,Assembly Plant DE
MAT-405987,B-09-4,1627,Seating & Interior Plant PL,Assembly Plant DE
MAT-604641,H-24-1,4233,Seating & Interior Plant PL,Assembly Plant DE
MAT-276914,D-18-4,785,Seating & Interior Plant PL,Assembly Plant DE
MAT-612533,C-20-1,3166,Seating & Interior Plant PL,Assembly Plant DE
MAT-855251,A-07-1,276,Seating & Interior Plant PL,Assembly Plant DE
MAT-537820,C-16-5,4867,Seating & Interior Plant PL,Assembly Plant DE
MAT-309895,D-22-2,1585,Seating & Interior Plant PL,Assembly Plant DE
MAT-910105,F-10-4,4452,Seating & Interior Plant PL,Assembly Plant DE
MAT-786950,F-06-4,558,Seating & Interior Plant PL,Assembly Plant DE
MAT-206799,D-26-4,2929,Seating & Interior Plant PL,Assembly Plant DE
MAT-598129,H-08-4,2037,Seating & Interior Plant PL,Assembly Plant DE
MAT-410752,C-12-3,143,Seating & Interior Plant PL,Assembly Plant DE
MAT-819975,B-14-4,3860,Seating & Interior Plant PL,Assembly Plant DE
MAT-922960,A-24-2,2192,Seating & Interior Plant PL,Assembly Plant DE
MAT-436377,A-23-1,3571,Seating & Interior Plant PL,Assembly Plant DE
MAT-827849,F-28-1,1614,Seating & Interior Plant PL,Assembly Plant DE
MAT-577242,A-01-5,4518,Seating & Interior Plant PL,Assembly Plant DE
MAT-490692,G-25-3,3533,Seating & Interior Plant PL,Assembly Plant DE
MAT-180383,G-09-4,1743,Seating & Interior Plant PL,Assembly Plant DE
MAT-163614,B-09-4,3589,Seating & Interior Plant PL,Assembly Plant DE
MAT-916998,H-21-2,3256,Seating & Interior Plant PL,Assembly Plant DE
MAT-424412,D-11-1,2622,Seating & Interior Plant PL,Assembly Plant DE
MAT-652063,G-05-2,4805,Seating & Interior Plant PL,Assembly Plant DE
MAT-714745,F-22-1,3020,Seating & Interior Plant PL,Assembly Plant DE
MAT-462130,B-16-5,1508,Seating & Interior Plant PL,Assembly Plant DE
MAT-680357,A-08-5,3271,Seating & Interior Plant PL,Assembly Plant DE
MAT-925193,D-05-1,1523,Seating & Interior Plant PL,Assembly Plant DE
MAT-930178,G-02-1,2196,Seating & Interior Plant PL,Assembly Plant DE
MAT-355363,C-23-3,3004,Seating & Interior Plant PL,Assembly Plant DE
MAT-526740,F-25-4,647,Seating & Interior Plant PL,Assembly Plant DE
MAT-211938,D-10-1,4213,Seating & Interior Plant PL,Assembly Plant DE
MAT-430613,H-14-5,1526,Seating & Interior Plant PL,Assembly Plant DE
MAT-239228,E-08-3,2689,Seating & Interior Plant PL,Assembly Plant DE
MAT-294731,D-05-4,2264,Seating & Interior Plant PL,Assembly Plant DE
MAT-111384,A-03-3,702,Seating & Interior Plant PL,Assembly Plant DE
MAT-722849,A-19-1,4332,Seating & Interior Plant PL,Assembly Plant DE
MAT-772266,E-14-5,3167,Seating & Interior Plant PL,Assembly Plant DE
MAT-241456,A-23-3,438,Seating & Interior Plant PL,Assembly Plant DE
MAT-778443,F-28-4,2988,Seating & Interior Plant PL,Assembly Plant DE
MAT-969822,B-17-1,1844,Seating & Interior Plant PL,Assembly Plant DE
MAT-589501,B-14-1,776,Seating & Interior Plant PL,Assembly Plant DE
MAT-588377,A-23-3,3144,Seating & Interior Plant PL,Assembly Plant DE
