QualityRecordID,Part_No,Defect_Type,Station_Ref,DispositionCode,PPM,EightD_Stage
NCR-DE-00098,MER-SEATS-0016,SURFACE-SCRATCH,ASY-S01,Use-As-Is,32,Open-D6
NCR-DE-00099,MER-FRONT-SUSPENSION-0010,PAINT-BLISTER,ASY-S01,Scrap,264,Closed
NCR-DE-00100,MER-BATTERY-CELL-MOD-0027,ASSY-WRONG-PART,ASY-S01,Rework,489,Open-D1
NCR-DE-00101,MER-CHARGE-PORT-0039,PAINT-ORANGE-PEEL,ASY-S02,Use-As-Is,414,Open-D3
NCR-DE-00102,MER-STATOR-0031,ELEC-SHORT-CIRCUIT,ASY-S01,Scrap,485,Closed
NCR-DE-00103,MER-LOW-VOLTAGE-BATT-0023,ASSY-CROSS-THREAD,ASY-S01,Rework,185,Closed
NCR-DE-00104,MER-FRONT-SUSPENSION-0010,ELEC-OPEN-CIRCUIT,ASY-S03,Scrap,412,Open-D4
NCR-DE-00105,MER-VEH-EV-0001,ELEC-CONNECTOR-MISMATE,ASY-S04,Rework,56,Open-D1
NCR-DE-00106,MER-INVERTER-0035,MATERIAL-CONTAMINATION,ASY-S03,Rework,386,Closed
NCR-DE-00107,MER-INFOTAINMENT-UNI-0025,PAINT-ORANGE-PEEL,ASY-S01,Rework,301,Open-D8
NCR-DE-00108,MER-REAR-SUSPENSION-0011,PAINT-ORANGE-PEEL,ASY-S04,Use-As-Is,296,Closed
NCR-DE-00109,MER-INFOTAINMENT-UNI-0025,WELD-UNDERCUT,ASY-S01,Scrap,313,Open-D8
NCR-DE-00110,MER-SEATS-0016,ASSY-CROSS-THREAD,ASY-S03,Rework,357,Open-D3
NCR-DE-00111,MER-WHEELS-0014,SEAL-LEAK,ASY-S02,Use-As-Is,135,Closed
NCR-DE-00112,MER-BATTERY-HOUSING-0029,ASSY-WRONG-PART,ASY-S02,Scrap,211,Closed
NCR-DE-00113,MER-STATOR-0031,DIM-OUT-OF-TOLERANCE,ASY-S01,Use-As-Is,61,Closed
NCR-DE-00114,MER-DASHBOARD-0017,DIM-GAP-FLUSH,ASY-S02,Rework,208,Open-D3
NCR-DE-00115,MER-MOTOR-HOUSING-0033,SURFACE-SCRATCH,ASY-S01,Scrap,288,Closed
NCR-DE-00116,MER-BRAKE-SYSTEM-0012,MATERIAL-CONTAMINATION,ASY-S02,Scrap,125,Open-D6
NCR-DE-00117,MER-HOOD-0005,MATERIAL-CONTAMINATION,ASY-S02,Scrap,34,Closed
NCR-DE-00118,MER-CENTER-CONSOLE-0018,ELEC-OPEN-CIRCUIT,ASY-S03,Scrap,127,Open-D1
NCR-DE-00119,MER-DC-DC-CONVERTER-0036,ELEC-OPEN-CIRCUIT,ASY-S02,Rework,391,Closed
NCR-DE-00120,MER-DOORS-0004,SURFACE-SCRATCH,ASY-S02,Scrap,294,Closed
NCR-DE-00121,MER-DOORS-0004,PAINT-ORANGE-PEEL,ASY-S04,Scrap,479,Open-D7
NCR-DE-00122,MER-WIRING-HARNESS-0022,ASSY-WRONG-PART,ASY-S02,Rework,157,Open-D3
NCR-DE-00123,MER-MOTOR-HOUSING-0033,ELEC-OPEN-CIRCUIT,ASY-S02,Use-As-Is,174,Closed
NCR-DE-00124,MER-HOOD-0005,WELD-MISALIGN,ASY-S02,Rework,89,Closed
NCR-DE-00125,MER-INVERTER-0035,WELD-MISALIGN,ASY-S04,Rework,415,Closed
NCR-DE-00126,MER-DOOR-PANELS-0019,SURFACE-SCRATCH,ASY-S01,Rework,455,Closed
NCR-DE-00127,MER-REAR-SUSPENSION-0011,WELD-UNDERCUT,ASY-S02,Scrap,316,Open-D8
NCR-DE-00128,MER-HOOD-0005,ASSY-WRONG-PART,ASY-S02,Rework,404,Closed
NCR-DE-00129,MER-BODY-SHELL-0003,ASSY-WRONG-PART,ASY-S01,Scrap,486,Open-D6
NCR-DE-00130,MER-BUMPER-REAR-0007,MATERIAL-CONTAMINATION,ASY-S02,Rework,287,Closed
NCR-DE-00131,MER-LOW-VOLTAGE-BATT-0023,DIM-GAP-FLUSH,ASY-S02,Scrap,105,Open-D2
NCR-DE-00132,MER-SEATS-0016,WELD-UNDERCUT,ASY-S01,Rework,452,Closed
NCR-DE-00133,MER-ONBOARD-CHARGER-0037,ELEC-SHORT-CIRCUIT,ASY-S04,Use-As-Is,46,Closed
NCR-DE-00134,MER-VEH-EV-0001,WELD-POROSITY,ASY-S01,Rework,187,Open-D5
NCR-DE-00135,MER-LIGHTING-SYSTEM-0024,MATERIAL-CONTAMINATION,ASY-S01,Rework,443,Closed
NCR-DE-00136,MER-ONBOARD-CHARGER-0037,MATERIAL-CONTAMINATION,ASY-S03,Rework,474,Open-D5
NCR-DE-00137,MER-REAR-SUSPENSION-0011,WELD-UNDERCUT,ASY-S02,Rework,22,Open-D7
NCR-DE-00138,MER-WIRING-HARNESS-0022,DIM-OUT-OF-TOLERANCE,ASY-S01,Rework,98,Closed
NCR-DE-00139,MER-DASHBOARD-0017,ELEC-OPEN-CIRCUIT,ASY-S01,Scrap,67,Closed
NCR-DE-00140,MER-WHEELS-0014,ELEC-CONNECTOR-MISMATE,ASY-S04,Scrap,160,Closed
NCR-DE-00141,MER-FENDERS-0008,SEAL-LEAK,ASY-S03,Rework,20,Open-D1
NCR-DE-00142,MER-DOOR-PANELS-0019,WELD-POROSITY,ASY-S03,Rework,304,Closed
NCR-DE-00143,MER-DASHBOARD-0017,ELEC-OPEN-CIRCUIT,ASY-S04,Scrap,223,Closed
NCR-DE-00144,MER-BODY-SHELL-0003,ASSY-MISSING-FASTENER,ASY-S01,Use-As-Is,166,Open-D3
NCR-DE-00145,MER-WHEELS-0014,PAINT-BLISTER,ASY-S01,Rework,404,Closed
NCR-DE-00146,MER-ROTOR-0032,ASSY-WRONG-PART,ASY-S02,Use-As-Is,215,Closed
NCR-DE-00147,MER-INVERTER-0035,WELD-UNDERCUT,ASY-S03,Rework,372,Open-D3
NCR-DE-00148,MER-LIGHTING-SYSTEM-0024,WELD-POROSITY,ASY-S01,Rework,401,Open-D1
NCR-DE-00149,MER-DC-DC-CONVERTER-0036,DIM-OUT-OF-TOLERANCE,ASY-S02,Rework,403,Closed
NCR-DE-00150,MER-HEADLINER-0020,MATERIAL-CONTAMINATION,ASY-S02,Use-As-Is,383,Closed
NCR-DE-00151,MER-INFOTAINMENT-UNI-0025,ELEC-SHORT-CIRCUIT,ASY-S02,Rework,116,Closed
NCR-DE-00152,MER-BATTERY-HOUSING-0029,ASSY-MISSING-FASTENER,ASY-S01,Scrap,327,Open-D5
NCR-DE-00153,MER-WHEELS-0014,PAINT-BLISTER,ASY-S04,Rework,298,Closed
NCR-DE-00154,MER-VEH-EV-0001,ELEC-OPEN-CIRCUIT,ASY-S04,Rework,398,Closed
NCR-DE-00155,MER-STATOR-0031,ELEC-OPEN-CIRCUIT,ASY-S01,Rework,378,Open-D5
NCR-DE-00156,MER-ROTOR-0032,ASSY-WRONG-PART,ASY-S02,Scrap,215,Open-D8
NCR-DE-00157,MER-CHARGE-PORT-0039,DIM-OUT-OF-TOLERANCE,ASY-S03,Rework,258,Closed
NCR-DE-00158,MER-BATTERY-MANAGEME-0028,PAINT-RUNS,ASY-S01,Scrap,351,Closed
NCR-DE-00159,MER-ONBOARD-CHARGER-0037,PAINT-RUNS,ASY-S03,Use-As-Is,105,Open-D3
NCR-DE-00160,MER-INFOTAINMENT-UNI-0025,SURFACE-SCRATCH,ASY-S03,Rework,174,Open-D1
NCR-DE-00161,MER-VEH-EV-0001,WELD-POROSITY,ASY-S02,Use-As-Is,97,Closed
NCR-DE-00162,MER-BUMPER-REAR-0007,PAINT-RUNS,ASY-S02,Rework,80,Closed
NCR-DE-00163,MER-DC-DC-CONVERTER-0036,DIM-GAP-FLUSH,ASY-S02,Rework,486,Closed
NCR-DE-00164,MER-SEATS-0016,MATERIAL-CONTAMINATION,ASY-S04,Rework,87,Open-D6
NCR-DE-00165,MER-WHEELS-0014,WELD-MISALIGN,ASY-S01,Rework,470,Closed
NCR-DE-00166,MER-INVERTER-0035,ELEC-OPEN-CIRCUIT,ASY-S03,Rework,138,Closed
NCR-DE-00167,MER-BATTERY-HOUSING-0029,ASSY-WRONG-PART,ASY-S02,Use-As-Is,425,Closed
NCR-DE-00168,MER-LOW-VOLTAGE-BATT-0023,SURFACE-SCRATCH,ASY-S02,Scrap,51,Open-D3
NCR-DE-00169,MER-BODY-SHELL-0003,WELD-MISALIGN,ASY-S01,Rework,220,Open-D5
NCR-DE-00170,MER-DC-DC-CONVERTER-0036,PAINT-BLISTER,ASY-S04,Scrap,332,Closed
NCR-DE-00171,MER-HEADLINER-0020,ASSY-MISSING-FASTENER,ASY-S01,Rework,476,Closed
NCR-DE-00172,MER-HOOD-0005,SEAL-LEAK,ASY-S03,Rework,276,Closed
NCR-DE-00173,MER-BATTERY-CELL-MOD-0027,ELEC-OPEN-CIRCUIT,ASY-S01,Use-As-Is,486,Closed
NCR-DE-00174,MER-HEADLINER-0020,ASSY-MISSING-FASTENER,ASY-S03,Rework,286,Open-D6
NCR-DE-00175,MER-CHARGE-PORT-0039,ASSY-CROSS-THREAD,ASY-S01,Rework,408,Closed
NCR-DE-00176,MER-VEH-EV-0001,ELEC-SHORT-CIRCUIT,ASY-S01,Scrap,254,Closed
NCR-DE-00177,MER-CENTER-CONSOLE-0018,WELD-UNDERCUT,ASY-S03,Scrap,108,Closed
NCR-DE-00178,MER-STATOR-0031,PAINT-RUNS,ASY-S04,Scrap,174,Closed
NCR-DE-00179,MER-BUMPER-FRONT-0006,ELEC-CONNECTOR-MISMATE,ASY-S04,Scrap,421,Closed
NCR-DE-00180,MER-SEATS-0016,WELD-POROSITY,ASY-S03,Rework,362,Closed
NCR-DE-00181,MER-WHEELS-0014,ELEC-SHORT-CIRCUIT,ASY-S02,Use-As-Is,266,Closed
NCR-DE-00182,MER-FENDERS-0008,PAINT-BLISTER,ASY-S03,Rework,409,Closed
NCR-DE-00183,MER-DC-DC-CONVERTER-0036,ELEC-CONNECTOR-MISMATE,ASY-S03,Rework,359,Closed
NCR-DE-00184,MER-CENTER-CONSOLE-0018,WELD-UNDERCUT,ASY-S02,Rework,254,Open-D5
NCR-DE-00185,MER-FRONT-SUSPENSION-0010,ELEC-SHORT-CIRCUIT,ASY-S02,Rework,146,Closed
NCR-DE-00186,MER-REAR-SUSPENSION-0011,SURFACE-SCRATCH,ASY-S03,Rework,252,Open-D2
NCR-DE-00187,MER-BODY-SHELL-0003,MATERIAL-CONTAMINATION,ASY-S03,Rework,31,Closed
NCR-DE-00188,MER-INVERTER-0035,MATERIAL-CONTAMINATION,ASY-S02,Rework,286,Open-D3
NCR-DE-00189,MER-HEADLINER-0020,SURFACE-SCRATCH,ASY-S02,Rework,211,Closed
NCR-DE-00190,MER-CHARGING-CABLE-0040,WELD-UNDERCUT,ASY-S01,Rework,498,Open-D8
NCR-DE-00191,MER-STEERING-SYSTEM-0013,ASSY-WRONG-PART,ASY-S01,Use-As-Is,344,Closed
NCR-DE-00192,MER-ONBOARD-CHARGER-0037,MATERIAL-CONTAMINATION,ASY-S02,Scrap,332,Open-D3
NCR-DE-00193,MER-FRONT-SUSPENSION-0010,SEAL-LEAK,ASY-S02,Rework,459,Open-D1
NCR-DE-00194,MER-BUMPER-FRONT-0006,MATERIAL-CONTAMINATION,ASY-S02,Scrap,324,Open-D8
NCR-DE-00195,MER-BATTERY-CELL-MOD-0027,SEAL-LEAK,ASY-S03,Use-As-Is,57,Open-D3
NCR-DE-00196,MER-CHARGE-PORT-0039,SEAL-LEAK,ASY-S03,Rework,94,Closed
NCR-DE-00197,MER-INVERTER-0035,ELEC-OPEN-CIRCUIT,ASY-S01,Rework,322,Open-D2
NCR-DE-00198,MER-REAR-SUSPENSION-0011,PAINT-BLISTER,ASY-S01,Scrap,116,Closed
