NCRNumber,Component,FailureMode,DetectionPoint,Disposition,PPMRate
NCR-PL-00039,MER-MOTOR-HOUSING-0033,ELEC-OPEN-CIRCUIT,BAT-S01,Rework,362
NCR-PL-00040,MER-DASHBOARD-0017,MATERIAL-CONTAMINATION,BAT-S01,Rework,141
NCR-PL-00041,MER-DOOR-PANELS-0019,ASSY-CROSS-THREAD,BAT-S03,Scrap,441
NCR-PL-00042,MER-STEERING-SYSTEM-0013,PAINT-ORANGE-PEEL,BAT-S02,Rework,441
NCR-PL-00043,MER-CENTER-CONSOLE-0018,WELD-MISALIGN,BAT-S02,Rework,449
NCR-PL-00044,MER-INFOTAINMENT-UNI-0025,PAINT-ORANGE-PEEL,BAT-S02,Rework,462
NCR-PL-00045,MER-CENTER-CONSOLE-0018,MATERIAL-CONTAMINATION,BAT-S02,Rework,52
NCR-PL-00046,MER-FENDERS-0008,ASSY-CROSS-THREAD,BAT-S04,Rework,184
NCR-PL-00047,MER-INFOTAINMENT-UNI-0025,ELEC-SHORT-CIRCUIT,BAT-S04,Rework,140
NCR-PL-00048,MER-BUMPER-REAR-0007,DIM-GAP-FLUSH,BAT-S03,Rework,354
NCR-PL-00049,MER-STEERING-SYSTEM-0013,WELD-MISALIGN,BAT-S02,Rework,391
NCR-PL-00050,MER-DOOR-PANELS-0019,SEAL-LEAK,BAT-S01,Rework,134
NCR-PL-00051,MER-SEATS-0016,ELEC-CONNECTOR-MISMATE,BAT-S01,Scrap,169
NCR-PL-00052,MER-BRAKE-SYSTEM-0012,ELEC-SHORT-CIRCUIT,BAT-S02,Scrap,438
NCR-PL-00053,MER-WIRING-HARNESS-0022,WELD-UNDERCUT,BAT-S02,Rework,319
NCR-PL-00054,MER-CENTER-CONSOLE-0018,ELEC-OPEN-CIRCUIT,BAT-S03,Rework,217
NCR-PL-00055,MER-INVERTER-0035,PAINT-BLISTER,BAT-S02,Rework,69
NCR-PL-00056,MER-BATTERY-HOUSING-0029,ASSY-MISSING-FASTENER,BAT-S02,Scrap,464
NCR-PL-00057,MER-STEERING-SYSTEM-0013,DIM-GAP-FLUSH,BAT-S02,Rework,455
NCR-PL-00058,MER-FENDERS-0008,SEAL-LEAK,BAT-S02,Rework,483
NCR-PL-00059,MER-WIRING-HARNESS-0022,ELEC-CONNECTOR-MISMATE,BAT-S01,Rework,309
NCR-PL-00060,MER-BATTERY-CELL-MOD-0027,DIM-OUT-OF-TOLERANCE,BAT-S04,Rework,438
NCR-PL-00061,MER-CHARGE-PORT-0039,ELEC-CONNECTOR-MISMATE,BAT-S02,Scrap,493
NCR-PL-00062,MER-DOOR-PANELS-0019,ELEC-CONNECTOR-MISMATE,BAT-S02,Scrap,455
NCR-PL-00063,MER-STEERING-SYSTEM-0013,DIM-GAP-FLUSH,BAT-S02,Rework,410
NCR-PL-00064,MER-REAR-SUSPENSION-0011,DIM-GAP-FLUSH,BAT-S01,Use-As-Is,160
NCR-PL-00065,MER-LIGHTING-SYSTEM-0024,PAINT-RUNS,BAT-S03,Scrap,392
NCR-PL-00066,MER-STATOR-0031,ASSY-CROSS-THREAD,BAT-S02,Scrap,172
NCR-PL-00067,MER-CHARGING-CABLE-0040,SURFACE-SCRATCH,BAT-S04,Rework,271
NCR-PL-00068,MER-BATTERY-CELL-MOD-0027,WELD-MISALIGN,BAT-S01,Scrap,194
NCR-PL-00069,MER-LIGHTING-SYSTEM-0024,PAINT-ORANGE-PEEL,BAT-S02,Use-As-Is,43
NCR-PL-00070,MER-WIRING-HARNESS-0022,ELEC-SHORT-CIRCUIT,BAT-S04,Scrap,85
NCR-PL-00071,MER-BUMPER-FRONT-0006,ASSY-MISSING-FASTENER,BAT-S01,Rework,37
NCR-PL-00072,MER-DASHBOARD-0017,SEAL-LEAK,BAT-S04,Scrap,406
NCR-PL-00073,MER-HOOD-0005,WELD-UNDERCUT,BAT-S02,Rework,168
NCR-PL-00074,MER-DOORS-0004,WELD-MISALIGN,BAT-S02,Rework,270
NCR-PL-00075,MER-DASHBOARD-0017,ELEC-SHORT-CIRCUIT,BAT-S03,Use-As-Is,38
NCR-PL-00076,MER-HEADLINER-0020,SEAL-LEAK,BAT-S04,Rework,76
NCR-PL-00077,MER-BODY-SHELL-0003,MATERIAL-CONTAMINATION,BAT-S02,Rework,171
NCR-PL-00078,MER-REAR-SUSPENSION-0011,SURFACE-SCRATCH,BAT-S02,Scrap,107
NCR-PL-00079,MER-INFOTAINMENT-UNI-0025,ASSY-WRONG-PART,BAT-S01,Rework,452
NCR-PL-00080,MER-VEH-EV-0001,ELEC-OPEN-CIRCUIT,BAT-S03,Scrap,117
NCR-PL-00081,MER-INFOTAINMENT-UNI-0025,ELEC-SHORT-CIRCUIT,BAT-S02,Rework,322
NCR-PL-00082,MER-INVERTER-0035,ELEC-SHORT-CIRCUIT,BAT-S03,Rework,131
NCR-PL-00083,MER-BODY-SHELL-0003,ASSY-WRONG-PART,BAT-S03,Rework,344
NCR-PL-00084,MER-ROTOR-0032,ASSY-CROSS-THREAD,BAT-S02,Rework,141
NCR-PL-00085,MER-STEERING-SYSTEM-0013,ASSY-CROSS-THREAD,BAT-S02,Rework,54
NCR-PL-00086,MER-DASHBOARD-0017,MATERIAL-CONTAMINATION,BAT-S04,Rework,56
NCR-PL-00087,MER-INFOTAINMENT-UNI-0025,ASSY-WRONG-PART,BAT-S03,Rework,443
NCR-PL-00088,MER-LOW-VOLTAGE-BATT-0023,ASSY-MISSING-FASTENER,BAT-S03,Rework,54
NCR-PL-00089,MER-MOTOR-HOUSING-0033,ASSY-WRONG-PART,BAT-S01,Rework,327
NCR-PL-00090,MER-CHARGING-CABLE-0040,ASSY-WRONG-PART,BAT-S01,Rework,167
NCR-PL-00091,MER-BUMPER-FRONT-0006,DIM-GAP-FLUSH,BAT-S03,Rework,291
NCR-PL-00092,MER-DC-DC-CONVERTER-0036,PAINT-BLISTER,BAT-S03,Scrap,253
NCR-PL-00093,MER-MOTOR-HOUSING-0033,ELEC-SHORT-CIRCUIT,BAT-S04,Rework,327
NCR-PL-00094,MER-WIRING-HARNESS-0022,DIM-GAP-FLUSH,BAT-S02,Rework,137
NCR-PL-00095,MER-ONBOARD-CHARGER-0037,PAINT-RUNS,BAT-S03,Scrap,268
NCR-PL-00096,MER-BATTERY-MANAGEME-0028,ASSY-CROSS-THREAD,BAT-S03,Scrap,224
NCR-PL-00097,MER-CENTER-CONSOLE-0018,SEAL-LEAK,BAT-S03,Scrap,240
NCR-PL-00098,MER-BRAKE-SYSTEM-0012,ELEC-SHORT-CIRCUIT,BAT-S02,Scrap,100
NCR-PL-00099,MER-HEADLINER-0020,SEAL-LEAK,BAT-S02,Rework,428
NCR-PL-00100,MER-INFOTAINMENT-UNI-0025,DIM-OUT-OF-TOLERANCE,BAT-S03,Use-As-Is,226
NCR-PL-00101,MER-STEERING-SYSTEM-0013,PAINT-RUNS,BAT-S01,Rework,420
NCR-PL-00102,MER-INFOTAINMENT-UNI-0025,ELEC-OPEN-CIRCUIT,BAT-S02,Use-As-Is,228
NCR-PL-00103,MER-ONBOARD-CHARGER-0037,WELD-UNDERCUT,BAT-S03,Scrap,138
NCR-PL-00104,MER-SEATS-0016,PAINT-ORANGE-PEEL,BAT-S02,Use-As-Is,65
NCR-PL-00105,MER-WHEELS-0014,PAINT-RUNS,BAT-S04,Rework,486
NCR-PL-00106,MER-ROTOR-0032,PAINT-RUNS,BAT-S02,Rework,350
NCR-PL-00107,MER-INVERTER-0035,PAINT-BLISTER,BAT-S02,Rework,322
NCR-PL-00108,MER-VEH-EV-0001,PAINT-RUNS,BAT-S01,Rework,180
NCR-PL-00109,MER-FRONT-SUSPENSION-0010,PAINT-ORANGE-PEEL,BAT-S01,Rework,31
NCR-PL-00110,MER-BATTERY-HOUSING-0029,PAINT-RUNS,BAT-S01,Rework,39
NCR-PL-00111,MER-SEATS-0016,SURFACE-SCRATCH,BAT-S01,Scrap,86
NCR-PL-00112,MER-CENTER-CONSOLE-0018,WELD-UNDERCUT,BAT-S03,Rework,44
NCR-PL-00113,MER-HOOD-0005,ELEC-OPEN-CIRCUIT,BAT-S02,Rework,210
NCR-PL-00114,MER-BODY-SHELL-0003,ELEC-OPEN-CIRCUIT,BAT-S03,Rework,105
NCR-PL-00115,MER-INVERTER-0035,WELD-POROSITY,BAT-S01,Rework,176
NCR-PL-00116,MER-DOOR-PANELS-0019,PAINT-RUNS,BAT-S01,Scrap,121
NCR-PL-00117,MER-STATOR-0031,ELEC-CONNECTOR-MISMATE,BAT-S02,Rework,68
NCR-PL-00118,MER-DOOR-PANELS-0019,WELD-POROSITY,BAT-S03,Use-As-Is,35
NCR-PL-00119,MER-BUMPER-REAR-0007,ASSY-WRONG-PART,BAT-S02,Use-As-Is,121
NCR-PL-00120,MER-BUMPER-REAR-0007,WELD-MISALIGN,BAT-S02,Rework,238
NCR-PL-00121,MER-STEERING-SYSTEM-0013,PAINT-RUNS,BAT-S01,Scrap,73
NCR-PL-00122,MER-WIRING-HARNESS-0022,ASSY-WRONG-PART,BAT-S02,Rework,355
NCR-PL-00123,MER-BRAKE-SYSTEM-0012,SURFACE-SCRATCH,BAT-S03,Rework,179
NCR-PL-00124,MER-FENDERS-0008,ELEC-OPEN-CIRCUIT,BAT-S02,Scrap,483
NCR-PL-00125,MER-HEADLINER-0020,WELD-MISALIGN,BAT-S02,Use-As-Is,84
NCR-PL-00126,MER-CHARGING-CABLE-0040,PAINT-RUNS,BAT-S03,Rework,86
NCR-PL-00127,MER-BUMPER-FRONT-0006,WELD-POROSITY,BAT-S01,Scrap,328
NCR-PL-00128,MER-VEH-EV-0001,DIM-GAP-FLUSH,BAT-S02,Rework,482
NCR-PL-00129,MER-VEH-EV-0001,WELD-POROSITY,BAT-S04,Rework,77
NCR-PL-00130,MER-LIGHTING-SYSTEM-0024,PAINT-RUNS,BAT-S03,Rework,156
NCR-PL-00131,MER-FRONT-SUSPENSION-0010,ELEC-OPEN-CIRCUIT,BAT-S02,Rework,192
NCR-PL-00132,MER-BUMPER-FRONT-0006,PAINT-RUNS,BAT-S03,Rework,209
NCR-PL-00133,MER-REAR-SUSPENSION-0011,MATERIAL-CONTAMINATION,BAT-S02,Use-As-Is,335
NCR-PL-00134,MER-LIGHTING-SYSTEM-0024,WELD-MISALIGN,BAT-S02,Scrap,251
NCR-PL-00135,MER-DOOR-PANELS-0019,DIM-OUT-OF-TOLERANCE,BAT-S02,Use-As-Is,104
NCR-PL-00136,MER-VEH-EV-0001,PAINT-BLISTER,BAT-S01,Rework,177
NCR-PL-00137,MER-BRAKE-SYSTEM-0012,PAINT-ORANGE-PEEL,BAT-S02,Rework,83
NCR-PL-00138,MER-FENDERS-0008,MATERIAL-CONTAMINATION,BAT-S04,Rework,181
NCR-PL-00139,MER-BRAKE-SYSTEM-0012,WELD-UNDERCUT,BAT-S02,Rework,252
NCR-PL-00140,MER-DC-DC-CONVERTER-0036,DIM-GAP-FLUSH,BAT-S03,Rework,416
NCR-PL-00141,MER-STEERING-SYSTEM-0013,PAINT-ORANGE-PEEL,BAT-S02,Rework,288
NCR-PL-00142,MER-BATTERY-CELL-MOD-0027,SEAL-LEAK,BAT-S03,Rework,380
NCR-PL-00143,MER-INVERTER-0035,DIM-OUT-OF-TOLERANCE,BAT-S03,Use-As-Is,490
NCR-PL-00144,MER-CHARGING-CABLE-0040,WELD-MISALIGN,BAT-S02,Rework,399
NCR-PL-00145,MER-WHEELS-0014,ASSY-WRONG-PART,BAT-S02,Use-As-Is,66
NCR-PL-00146,MER-DOORS-0004,ASSY-CROSS-THREAD,BAT-S03,Rework,416
NCR-PL-00147,MER-INFOTAINMENT-UNI-0025,MATERIAL-CONTAMINATION,BAT-S04,Rework,462
NCR-PL-00148,MER-FENDERS-0008,PAINT-ORANGE-PEEL,BAT-S02,Rework,159
NCR-PL-00149,MER-BATTERY-HOUSING-0029,ELEC-CONNECTOR-MISMATE,BAT-S02,Rework,208
NCR-PL-00150,MER-BUMPER-REAR-0007,WELD-UNDERCUT,BAT-S01,Rework,429
NCR-PL-00151,MER-BATTERY-MANAGEME-0028,ELEC-OPEN-CIRCUIT,BAT-S03,Scrap,184
NCR-PL-00152,MER-FENDERS-0008,ASSY-WRONG-PART,BAT-S02,Rework,460
NCR-PL-00153,MER-VEH-EV-0001,DIM-OUT-OF-TOLERANCE,BAT-S02,Use-As-Is,214
NCR-PL-00154,MER-HOOD-0005,PAINT-ORANGE-PEEL,BAT-S04,Use-As-Is,264
NCR-PL-00155,MER-INVERTER-0035,WELD-POROSITY,BAT-S01,Scrap,315
NCR-PL-00156,MER-BUMPER-FRONT-0006,PAINT-RUNS,BAT-S03,Rework,409
NCR-PL-00157,MER-CENTER-CONSOLE-0018,ASSY-MISSING-FASTENER,BAT-S03,Scrap,441
NCR-PL-00158,MER-LIGHTING-SYSTEM-0024,ASSY-CROSS-THREAD,BAT-S02,Use-As-Is,52
NCR-PL-00159,MER-INVERTER-0035,WELD-MISALIGN,BAT-S03,Rework,229
NCR-PL-00160,MER-SEATS-0016,ASSY-MISSING-FASTENER,BAT-S03,Use-As-Is,185
NCR-PL-00161,MER-STEERING-SYSTEM-0013,SEAL-LEAK,BAT-S02,Rework,378
NCR-PL-00162,MER-HEADLINER-0020,MATERIAL-CONTAMINATION,BAT-S02,Scrap,222
NCR-PL-00163,MER-BATTERY-CELL-MOD-0027,MATERIAL-CONTAMINATION,BAT-S01,Scrap,493
