MaterialNumber,StorageBin,QtyOnHand,KanbanCardID,IssuingPlant,ReceivingPlant
MAT-178850,D-14-3,333,KANBAN-00034,Battery & eDrive Plant PL,Assembly Plant DE
MAT-644466,F-13-1,2250,KANBAN-00035,Battery & eDrive Plant PL,Assembly Plant DE
MAT-475087,A-17-2,3845,KANBAN-00036,Battery & eDrive Plant PL,Assembly Plant DE
MAT-122869,C-03-5,1608,KANBAN-00037,Battery & eDrive Plant PL,Assembly Plant DE
MAT-525862,G-17-2,2112,KANBAN-00038,Battery & eDrive Plant PL,Assembly Plant DE
MAT-158861,D-29-2,803,KANBAN-00039,Battery & eDrive Plant PL,Assembly Plant DE
MAT-193894,H-19-3,3881,KANBAN-00040,Battery & eDrive Plant PL,Assembly Plant DE
MAT-394349,B-23-4,2892,KANBAN-00041,Battery & eDrive Plant PL,Assembly Plant DE
MAT-303861,F-13-5,4894,KANBAN-00042,Battery & eDrive Plant PL,Assembly Plant DE
MAT-337571,G-13-4,3330,KANBAN-00043,Battery & eDrive Plant PL,Assembly Plant DE
MAT-866070,A-07-1,832,KANBAN-00044,Battery & eDrive Plant PL,Assembly Plant DE
MAT-324347,H-18-4,131,KANBAN-00045,Battery & eDrive Plant PL,Assembly Plant DE
MAT-753932,F-16-1,1196,KANBAN-00046,Battery & eDrive Plant PL,Assembly Plant DE
MAT-429501,F-11-2,630,KANBAN-00047,Battery & eDrive Plant PL,Assembly Plant DE
MAT-856656,B-18-2,1248,KANBAN-00048,Battery & eDrive Plant PL,Assembly Plant DE
MAT-769084,F-16-3,4320,KANBAN-00049,Battery & eDrive Plant PL,Assembly Plant DE
MAT-536756,C-03-4,3895,KANBAN-00050,Battery & eDrive Plant PL,Assembly Plant DE
MAT-530428,G-27-1,3673,KANBAN-00051,Battery & eDrive Plant PL,Assembly Plant DE
MAT-562992,E-07-1,4302,KANBAN-00052,Battery & eDrive Plant PL,Assembly Plant DE
MAT-508339,A-03-2,1777,KANBAN-00053,Battery & eDrive Plant PL,Assembly Plant DE
MAT-681179,A-16-2,341,KANBAN-00054,Battery & eDrive Plant PL,Assembly Plant DE
MAT-548229,E-16-4,1743,KANBAN-00055,Battery & eDrive Plant PL,Assembly Plant DE
MAT-562156,H-05-2,187,KANBAN-00056,Battery & eDrive Plant PL,Assembly Plant DE
MAT-103294,F-05-4,721,KANBAN-00057,Battery & eDrive Plant PL,Assembly Plant DE
MAT-990656,F-23-5,724,KANBAN-00058,Battery & eDrive Plant PL,Assembly Plant DE
MAT-669508,H-27-3,2873,KANBAN-00059,Battery & eDrive Plant PL,Assembly Plant DE
MAT-457679,G-29-5,3383,KANBAN-00060,Battery & eDrive Plant PL,Assembly Plant DE
MAT-841488,E-04-3,902,KANBAN-00061,Battery & eDrive Plant PL,Assembly Plant DE
MAT-993337,H-19-2,3613,KANBAN-00062,Battery & eDrive Plant PL,Assembly Plant DE
MAT-218707,F-12-3,3507,KANBAN-00063,Battery & eDrive Plant PL,Assembly Plant DE
MAT-755659,F-28-2,2609,KANBAN-00064,Battery & eDrive Plant PL,Assembly Plant DE
MAT-339793,H-22-1,4836,KANBAN-00065,Battery & eDrive Plant PL,Assembly Plant DE
MAT-862262,H-20-2,2985,KANBAN-00066,Battery & eDrive Plant PL,Assembly Plant DE
MAT-159159,G-24-3,1722,KANBAN-00067,Battery & eDrive Plant PL,Assembly Plant DE
MAT-128756,F-28-1,4855,KANBAN-00068,Battery & eDrive Plant PL,Assembly Plant DE
MAT-467883,A-28-2,94,KANBAN-00069,Battery & eDrive Plant PL,Assembly Plant DE
MAT-905126,D-02-1,4863,KANBAN-00070,Battery & eDrive Plant PL,Assembly Plant DE
MAT-554889,B-20-5,4484,KANBAN-00071,Battery & eDrive Plant PL,Assembly Plant DE
MAT-966433,H-01-3,3800,KANBAN-00072,Battery & eDrive Plant PL,Assembly Plant DE
MAT-864177,F-29-5,1882,KANBAN-00073,Battery & eDrive Plant PL,Assembly Plant DE
MAT-930113,A-08-4,986,KANBAN-00074,Battery & eDrive Plant PL,Assembly Plant DE
MAT-433165,B-01-4,2372,KANBAN-00075,Battery & eDrive Plant PL,Assembly Plant DE
MAT-843115,G-12-5,1499,KANBAN-00076,Battery & eDrive Plant PL,Assembly Plant DE
MAT-620572,B-29-2,754,KANBAN-00077,Battery & eDrive Plant PL,Assembly Plant DE
MAT-203523,E-23-4,442,KANBAN-00078,Battery & eDrive Plant PL,Assembly Plant DE
MAT-471684,D-26-1,563,KANBAN-00079,Battery & eDrive Plant PL,Assembly Plant DE
MAT-193525,F-23-2,2914,KANBAN-00080,Battery & eDrive Plant PL,Assembly Plant DE
MAT-430185,G-09-1,4095,KANBAN-00081,Battery & eDrive Plant PL,Assembly Plant DE
MAT-631665,H-28-2,2290,KANBAN-00082,Battery & eDrive Plant PL,Assembly Plant DE
MAT-888811,A-21-4,3065,KANBAN-00083,Battery & eDrive Plant PL,Assembly Plant DE
MAT-842760,H-08-4,1470,KANBAN-00084,Battery & eDrive Plant PL,Assembly Plant DE
MAT-275035,A-08-4,1331,KANBAN-00085,Battery & eDrive Plant PL,Assembly Plant DE
MAT-879896,A-13-3,746,KANBAN-00086,Battery & eDrive Plant PL,Assembly Plant DE
MAT-922653,E-13-4,932,KANBAN-00087,Battery & eDrive Plant PL,Assembly Plant DE
MAT-664078,A-14-2,3492,KANBAN-00088,Battery & eDrive Plant PL,Assembly Plant DE
MAT-767446,H-16-2,2110,KANBAN-00089,Battery & eDrive Plant PL,Assembly Plant DE
MAT-248411,G-28-2,1075,KANBAN-00090,Battery & eDrive Plant PL,Assembly Plant DE
MAT-275210,C-26-5,3763,KANBAN-00091,Battery & eDrive Plant PL,Assembly Plant DE
MAT-396096,D-02-1,3410,KANBAN-00092,Battery & eDrive Plant PL,Assembly Plant DE
MAT-418167,F-20-2,3544,KANBAN-00093,Battery & eDrive Plant PL,Assembly Plant DE
