PROD_LINE,PROC_NUMBER,PROC_NAME_LOCAL,STATION_ID,EQUIP_REF,PRODUCT_REF,MATERIAL_REF
L37,PR-0001,Dispensing Sealing Compound,S03,000030000191,,
L37,PR-0096,Steering Column Alignment,S03,000030000192,,
L38,PR-0003,Torque Tightening,S01,000030000193,,
L38,PR-0008,Clearcoat Application,S01,000030000194,,
L38,PR-0002,RSW Operation,S02,,,
L38,PR-0097,Die Stamping - Rear Axle,S02,000030000195,,
L38,PR-0005,Leak Test,S03,000030000196,,
L38,PR-0002,RSW Operation,S03,,,
L38,PR-0020,Crimp Termination,S04,000030000197,,
L38,PR-0002,RSW Operation,S04,000030000198,,
L38,PR-0003,Torque Tightening,S04,,,
L39,PR-0029,Connector Fitment,S01,000030000199,,
L39,PR-0158,Trimming Operation - Brake Caliper,S02,000030000200,,
L39,PR-0047,Sealing - Engine Block,S02,,,
L39,PR-0001,Dispensing Sealing Compound,S03,000030000201,,
L39,PR-0004,AOI Check,S04,000030000202,,
L40,PR-0061,Suspension Arm Cutting,S01,000030000203,,
L40,PR-0003,Torque Tightening,S02,000030000204,,
L40,PR-0044,Milling - Wheel Hub,S02,000030000205,,
L40,PR-0009,Stacking Operation,S02,,,
L40,PR-0102,Coating - Seat Frame,S03,000030000206,,
L40,PR-0005,Leak Test,S03,000030000207,,
L40,PR-0136,Dispensing - Fender Panel,S04,000030000208,,
L41,PR-0006,Electrocoat Dip,S01,000030000209,,
L41,PR-0040,Shaping - Glass Panel,S01,000030000210,,
L41,PR-0002,RSW Operation,S02,000030000211,,
L41,PR-0013,Door Fitment,S02,000030000212,,
L41,PR-0003,Torque Tightening,S02,000030000213,,
L41,PR-0001,Dispensing Sealing Compound,S03,000030000214,,
L41,PR-0007,Base Coat Spray,S03,000030000215,,
L42,PR-0002,RSW Operation,S01,000030000216,,
L42,PR-0157,Cutting - Fuel Rail,S01,000030000217,,
L42,PR-0065,Seat Frame Curing,S01,000030000218,,
L42,PR-0043,Inspection - Door Module,S02,000030000219,,
L42,PR-0008,Clearcoat Application,S02,000030000220,,
L42,PR-0003,Torque Tightening,S02,000030000221,,
L42,PR-0004,AOI Check,S03,000030000222,,
L42,PR-0002,RSW Operation,S03,000030000223,,
L42,PR-0014,Toe & Camber Setting,S04,000030000224,,
L43,PR-0066,Radiator Core Machining,S01,000030000225,,
L43,PR-0002,RSW Operation,S02,000030000226,,
L43,PR-0001,Dispensing Sealing Compound,S02,000030000227,,
L43,PR-0001,Dispensing Sealing Compound,S03,000030000228,,
L43,PR-0008,Clearcoat Application,S03,,,
L43,PR-0001,Dispensing Sealing Compound,S03,000030000229,,
L44,PR-0006,Electrocoat Dip,S01,000030000230,,
L44,PR-0001,Dispensing Sealing Compound,S02,000030000231,,
L44,PR-0001,Dispensing Sealing Compound,S02,000030000232,,
L44,PR-0037,Inspection - Glass Panel,S03,000030000233,,
L44,PR-0200,Glass Panel Alignment,S03,000030000234,,
L44,PR-0002,RSW Operation,S03,000030000235,,
L45,PR-0002,RSW Operation,S01,000030000236,,
L45,PR-0003,Torque Tightening,S02,000030000237,,
L45,PR-0057,Deflashing - Transmission Housing,S02,000030000238,,
L45,PR-0011,EOL Functional Check,S03,000030000239,,
L45,PR-0016,Sheet Metal Forming,S03,000030000240,,
L45,PR-0014,Toe & Camber Setting,S04,000030000241,,
L46,PR-0139,Trimming - Bumper Fascia,S01,000030000242,,
L46,PR-0001,Dispensing Sealing Compound,S02,000030000243,,
L46,PR-0001,Dispensing Sealing Compound,S02,000030000244,,
L46,PR-0005,Leak Test,S02,000030000245,,
