PlantCode,FixedAssetNo,AssetDesc,AcqValue,Manufacturer
P1020,000030000098,Battery Pack Assembly Cell,232471.22,Atlas Copco
P1020,000030000099,Robotic Welding Cell,267465.58,DMG MORI
P1020,000030000100,Palletizing Robot,154618.89,haas automation
P1020,000030000101,Automated Guided Vehicle,60676.09,Yaskawa Motoman
P1020,000030000102,Hydraulic Press,114399.64,ABB Robotics
P1020,000030000103,CNC Machining Center,311053.83,KUKA AG
P1020,000030000104,Wheel Alignment Rig,34438.48,ABB Robotics
P1020,000030000105,Wheel Alignment Rig,84485.98,ABB Robotics
P1020,000030000106,Battery Pack Assembly Cell,459598.98,KUKA AG
P1020,000030000107,Stamping Press,1193108.39,Yaskawa Motoman
P1020,000030000108,Overhead Gantry Loader,169646.37,ABB Robotics
P1020,000030000109,Stamping Press,593841.86,KUKA AG
P1020,000030000110,Conveyor System,139917.69,abb robotics
P1020,000030000111,Conveyor System,81673.37,Haas Automation
P1020,000030000112,Adhesive Dispensing Unit,76612.22,Haas
P1020,000030000113,Dimensional Measurement Arm,55046.12,Miller Electric
P1020,000030000114,Assembly Torque Wrench Station,17651.02,Miller Electric
P1020,000030000115,CNC Machining Center,388213.71,KUKA
P1020,000030000116,Torque Application Unit,30048.40,Dematic
P1020,000030000117,Hydraulic Press,325788.60,KUKA AG
P1020,000030000118,Injection Molding Machine,481809.77,DMG MORI
P1020,000030000119,Palletizing Robot,126770.28,Ingersoll Rand
P1020,000030000120,Battery Pack Assembly Cell,218105.18,Abb Robotics
P1020,000030000121,Leak Test Station,23143.18,Kuka Ag
P1020,000030000122,Palletizing Robot,105112.43,KUKA AG
P1020,000030000123,Overhead Gantry Loader,109387.12,KUKA AG
P1020,000030000124,Wheel Alignment Rig,89926.44,AIDA
P1020,000030000125,Automated Guided Vehicle,80254.59,Fives Group
P1020,000030000126,Robotic Welding Cell,272535.58,Schuler
P1020,000030000127,Robotic Welding Cell,150997.28,carl zeiss industrial metrology
P1020,000030000128,Dimensional Measurement Arm,63525.87,Durr AG
P1020,000030000129,Final Functional Test Bench,140848.66,Yaskawa Motoman
P1020,000030000130,Battery Pack Assembly Cell,378197.98,KUKA
P1020,000030000131,Screw Fastening Station,16997.46,KUKA AG
P1020,000030000132,Coil Winding Machine,172343.06,FANUC Corporation
P1020,000030000133,Automated Guided Vehicle,79292.16,carl zeiss industrial metrology
P1020,000030000134,Assembly Torque Wrench Station,33137.59,Haas
P1020,000030000135,Wheel Alignment Rig,48555.93,ABB Robotics
P1020,000030000136,,119639.81,KUKA AG
P1020,000030000137,Stamping Press,730309.12,Comau
P1020,000030000138,Robotic Welding Cell,148225.95,ABB
P1020,000030000139,Palletizing Robot,79603.38,FANUC Corporation
P1020,000030000140,Laser Welding Cell,333382.34,Yaskawa Motoman
P1020,000030000141,Induction Heating Unit,79905.37,Hexagon AB
P1020,000030000142,Vision Inspection Station,27944.65,Mazak Corporation
P1020,000030000143,Coil Winding Machine,187747.69,ABB
P1020,000030000144,Hydraulic Press,396460.83,FANUC Corporation
P1020,000030000145,Overhead Gantry Loader,74394.07,ABB
P1020,000030000146,Dimensional Measurement Arm,63255.97,KUKA
P1020,000030000147,Paint Application Robot,336514.13,Lincoln Electric
P1020,000030000148,Laser Welding Cell,185309.54,KUKA AG
P1020,000030000149,CNC Machining Center,218873.91,kuka ag
P1020,000030000150,Adhesive Dispensing Unit,51734.49,KUKA AG
P1020,000030000151,Overhead Gantry Loader,80051.45,Schneider Electric
P1020,000030000152,Induction Heating Unit,37320.67,KUKA AG
P1020,000030000153,Conveyor System,88892.18,FANUC Corporation
P1020,000030000154,Coil Winding Machine,169308.54,Dematic
P1020,000030000155,Automated Guided Vehicle,115196.09,KUKA AG
P1020,000030000156,Final Functional Test Bench,156109.32,KUKA
P1020,000030000157,Leak Test Station,60289.82,KUKA AG
P1020,000030000158,Battery Pack Assembly Cell,572917.54,Carl
P1020,000030000159,Battery Pack Assembly Cell,202296.45,KUKA
P1020,000030000160,Automated Guided Vehicle,93677.03,FANUC Corporation
P1020,000030000161,Overhead Gantry Loader,141574.68,ABB
P1020,000030000162,Final Functional Test Bench,86915.31,ABB
P1020,000030000163,CNC Machining Center,238109.83,ABB Robotics
P1020,000030000164,CNC Machining Center,383348.25,kuka ag
P1020,000030000165,Overhead Gantry Loader,148226.74,KUKA
P1020,000030000166,Adhesive Dispensing Unit,54174.03,KUKA AG
P1020,000030000167,Ultrasonic Welding Station,78982.93,Miller Electric
P1020,000030000168,CNC Machining Center,296737.82,Abb Robotics
P1020,000030000169,Battery Pack Assembly Cell,235626.50,FANUC Corporation
P1020,000030000170,CNC Machining Center,423532.67,Miller Electric
P1020,000030000171,,401263.17,KUKA
P1020,000030000172,Battery Pack Assembly Cell,253084.45,Atlas Copco
P1020,000030000173,Battery Pack Assembly Cell,246552.77,Haas Automation
P1020,000030000174,,85503.86,FANUC Corporation
P1020,000030000175,Conveyor System,142299.56,FANUC Corporation
P1020,000030000176,Coil Winding Machine,211083.18,AIDA
P1020,000030000177,Ultrasonic Welding Station,78734.12,FANUC Corporation
P1020,000030000178,Vision Inspection Station,70332.81,ABB Robotics
P1020,000030000179,Palletizing Robot,77144.57,ABB Robotics
P1020,000030000180,Battery Pack Assembly Cell,539133.49,FANUC Corporation
P1020,000030000181,,125478.18,ABB
P1020,000030000182,Vision Inspection Station,45096.63,KUKA
P1020,000030000183,Battery Pack Assembly Cell,355679.63,Eisenmann
P1020,000030000184,Dimensional Measurement Arm,106568.23,KUKA
P1020,000030000185,Robotic Welding Cell,197063.23,DMG MORI
P1020,000030000186,Battery Pack Assembly Cell,441913.32,KUKA AG
P1020,000030000187,Induction Heating Unit,41060.17,Yaskawa Motoman
P1020,000030000188,Ultrasonic Welding Station,70594.29,Mazak
P1020,000030000189,Overhead Gantry Loader,106161.52,ABB Robotics
P1020,000030000190,Robotic Welding Cell,151535.36,KUKA AG
P1020,000030000191,Paint Application Robot,256595.56,FANUC
P1020,000030000192,Stamping Press,326004.66,Carl Zeiss Industrial Metrology
P1020,000030000193,Screw Fastening Station,32195.61,KUKA AG
P1020,000030000194,Induction Heating Unit,54459.43,Miller Electric
P1020,000030000195,,41115.11,Mazak
P1020,000030000196,Coil Winding Machine,169174.35,KUKA
P1020,000030000197,Laser Welding Cell,258192.99,kuka ag
P1020,000030000198,Assembly Torque Wrench Station,33226.95,Mazak Corporation
P1020,000030000199,CNC Machining Center,434069.01,Yaskawa Motoman
P1020,000030000200,Palletizing Robot,168885.19,FANUC
P1020,000030000201,Battery Pack Assembly Cell,413665.31,Schneider Electric
P1020,000030000202,Adhesive Dispensing Unit,42411.86,Hexagon AB
P1020,000030000203,Injection Molding Machine,175333.63,Yaskawa
P1020,000030000204,Paint Application Robot,279599.38,Yaskawa Motoman
P1020,000030000205,Laser Welding Cell,380642.87,ABB Robotics
P1020,000030000206,Robotic Welding Cell,270823.36,Lincoln Electric
P1020,000030000207,Automated Guided Vehicle,83519.51,fanuc corporation
P1020,000030000208,Wheel Alignment Rig,63327.68,FANUC
P1020,000030000209,Injection Molding Machine,450939.01,KUKA AG
P1020,000030000210,Induction Heating Unit,53630.29,KUKA AG
P1020,000030000211,Laser Welding Cell,284613.35,Haas Automation
P1020,000030000212,Wheel Alignment Rig,57801.01,Schneider Electric
P1020,000030000213,Assembly Torque Wrench Station,28636.41,DMG MORI
P1020,000030000214,Paint Application Robot,347244.91,Ingersoll
P1020,000030000215,Adhesive Dispensing Unit,35666.46,Schuler Group
P1020,000030000216,Coil Winding Machine,147280.46,Haas Automation
P1020,000030000217,Induction Heating Unit,51076.66,KUKA
P1020,000030000218,Injection Molding Machine,171796.54,Rockwell Automation
P1020,000030000219,Final Functional Test Bench,114098.58,KUKA
P1020,000030000220,Automated Guided Vehicle,56910.78,FANUC Corporation
P1020,000030000221,,48815.72,Schuler Group
P1020,000030000222,Battery Pack Assembly Cell,295932.63,KUKA AG
P1020,000030000223,Coil Winding Machine,218562.49,FANUC CORPORATION
P1020,000030000224,Robotic Welding Cell,125909.59,Miller Electric
P1020,000030000225,Coil Winding Machine,95484.95,DMG MORI
P1020,000030000226,Paint Application Robot,318515.12,DMG
P1020,000030000227,Dimensional Measurement Arm,128306.63,haas automation
P1020,000030000228,Automated Guided Vehicle,93889.03,SIEMENS AG
P1020,000030000229,Final Functional Test Bench,103739.97,Yaskawa Motoman
P1020,000030000230,Adhesive Dispensing Unit,78302.40,DMG MORI
P1020,000030000231,Coil Winding Machine,152065.49,Abb Robotics
P1020,000030000232,Final Functional Test Bench,99775.51,Lincoln Electric
P1020,000030000233,Palletizing Robot,73406.40,FANUC Corporation
P1020,000030000234,Dimensional Measurement Arm,68795.88,FANUC Corporation
P1020,000030000235,Paint Application Robot,296582.68,Eisenmann
P1020,000030000236,Robotic Welding Cell,156115.18,ABB Robotics
P1020,000030000237,Paint Application Robot,207207.76,miller electric
P1020,000030000238,Screw Fastening Station,25954.85,Bosch Rexroth
P1020,000030000239,Palletizing Robot,77840.33,KUKA AG
P1020,000030000240,CNC Machining Center,335641.43,KUKA
P1020,000030000241,Automated Guided Vehicle,118969.88,FANUC Corporation
P1020,000030000242,Vision Inspection Station,73111.93,Fanuc Corporation
P1020,000030000243,Riveting Station,35721.75,ABB Robotics
P1020,000030000244,Battery Pack Assembly Cell,274028.16,Haas Automation
P1020,000030000245,CNC Machining Center,280628.08,Schuler
P1020,000030000246,Robotic Welding Cell,158556.03,Miller Electric
P1020,000030000247,Dimensional Measurement Arm,101160.53,kuka ag
P1020,000030000248,Injection Molding Machine,175243.71,Siemens AG
P1020,000030000249,Hydraulic Press,375094.23,Mazak
P1020,000030000250,Palletizing Robot,142255.51,ABB Robotics
P1020,000030000251,Leak Test Station,55602.56,Durr
P1020,000030000252,Dimensional Measurement Arm,96988.03,Schuler Group
P1020,000030000253,Riveting Station,62948.73,KUKA AG
P1020,000030000254,Conveyor System,104396.63,KUKA
P1020,000030000255,Adhesive Dispensing Unit,50260.61,Mazak Corporation
P1020,000030000256,Laser Welding Cell,259755.05,KUKA AG
P1020,000030000257,Overhead Gantry Loader,158676.06,dmg mori
P1020,000030000258,Ultrasonic Welding Station,43496.08,DMG MORI
P1020,000030000259,Adhesive Dispensing Unit,43929.88,Haas Automation
P1020,000030000260,Riveting Station,40007.17,ABB Robotics
P1020,000030000261,Ultrasonic Welding Station,37113.50,Dmg Mori
P1020,000030000262,Overhead Gantry Loader,140590.32,ABB Robotics
P1020,000030000263,Palletizing Robot,162047.51,Atlas
P1020,000030000264,Dimensional Measurement Arm,130969.81,Lincoln Electric
P1020,000030000265,Adhesive Dispensing Unit,36501.20,Schneider Electric
P1020,000030000266,Coil Winding Machine,114379.84,ABB Robotics
P1020,000030000267,Automated Guided Vehicle,83978.22,ABB Robotics
P1020,000030000268,Robotic Welding Cell,212343.64,FANUC
P1020,000030000269,Hydraulic Press,346214.58,Yaskawa Motoman
P1020,000030000270,Overhead Gantry Loader,90758.25,AIDA Engineering
P1020,000030000271,Screw Fastening Station,13534.95,ABB ROBOTICS
P1020,000030000272,Stamping Press,1119739.28,Ingersoll Rand
P1020,000030000273,Adhesive Dispensing Unit,82917.29,DMG MORI
P1020,000030000274,Vision Inspection Station,63259.43,KUKA AG
P1020,000030000275,Ultrasonic Welding Station,60347.06,Kuka Ag
P1020,000030000276,CNC Machining Center,252814.63,fanuc corporation
P1020,000030000277,Dimensional Measurement Arm,144052.92,siemens ag
P1020,000030000278,Assembly Torque Wrench Station,22959.75,Dematic
P1020,000030000279,Riveting Station,33153.09,Haas Automation
P1020,000030000280,Final Functional Test Bench,147304.44,FANUC Corporation
P1020,000030000281,Induction Heating Unit,87284.01,KUKA AG
P1020,000030000282,Automated Guided Vehicle,99785.96,Durr AG
P1020,000030000283,Dimensional Measurement Arm,75071.77,ABB
P1020,000030000284,Adhesive Dispensing Unit,58716.49,FANUC Corporation
P1020,000030000285,Laser Welding Cell,296016.28,ABB Robotics
P1020,000030000286,Automated Guided Vehicle,119810.85,Mazak Corporation
P1020,000030000287,Injection Molding Machine,257497.60,KUKA
P1020,000030000288,Ultrasonic Welding Station,67490.53,KUKA AG
P1020,000030000289,Final Functional Test Bench,77020.65,miller electric
P1020,000030000290,Assembly Torque Wrench Station,32112.35,KUKA
P1020,000030000291,Vision Inspection Station,35387.74,KUKA
P1020,000030000292,Wheel Alignment Rig,89643.00,Fives
P1020,000030000293,Robotic Welding Cell,154773.53,Dematic
P1020,000030000294,Palletizing Robot,137261.90,AIDA Engineering
P1020,000030000295,Riveting Station,25819.29,Lincoln Electric
P1020,000030000296,Hydraulic Press,200350.59,Miller Electric
P1020,000030000297,Hydraulic Press,308965.00,Fives Group
P1020,000030000298,Battery Pack Assembly Cell,251269.89,KUKA
P1020,000030000299,Torque Application Unit,23862.15,kuka ag
P1020,000030000300,Conveyor System,69207.24,Lincoln Electric
P1020,000030000301,Robotic Welding Cell,188881.72,KUKA
P1020,000030000302,Conveyor System,100812.98,KUKA
P1020,000030000303,CNC Machining Center,392871.77,KUKA AG
P1020,000030000304,Riveting Station,51177.24,ABB Robotics
P1020,000030000305,Riveting Station,66354.57,Mazak Corporation
P1020,000030000306,Paint Application Robot,239340.64,KUKA
P1020,000030000307,Screw Fastening Station,16677.13,Ingersoll Rand
P1020,000030000308,Robotic Welding Cell,242563.42,FANUC Corporation
P1020,000030000309,Ultrasonic Welding Station,53190.00,KUKA AG
P1020,000030000310,Torque Application Unit,30308.07,carl zeiss industrial metrology
P1020,000030000311,Automated Guided Vehicle,68210.13,KUKA
P1020,000030000312,Vision Inspection Station,76702.26,KUKA AG
P1020,000030000313,Hydraulic Press,380155.61,ABB
P1020,000030000314,Conveyor System,113726.14,KUKA AG
P1020,000030000315,Coil Winding Machine,109850.79,KUKA AG
P1020,000030000316,Vision Inspection Station,68316.74,Atlas Copco
P1020,000030000317,Automated Guided Vehicle,45841.38,ABB
P1020,000030000318,Screw Fastening Station,29998.35,Kuka Ag
P1020,000030000319,Final Functional Test Bench,137043.85,FANUC Corporation
P1020,000030000320,Adhesive Dispensing Unit,81995.52,Mazak
P1020,000030000321,Vision Inspection Station,44525.93,Haas Automation
P1020,000030000322,Wheel Alignment Rig,51872.38,KUKA AG
P1020,000030000323,Automated Guided Vehicle,109859.28,FANUC Corporation
P1020,000030000324,Dimensional Measurement Arm,82638.65,Haas
P1020,000030000325,Conveyor System,98420.67,FANUC
P1020,000030000326,,242866.14,Yaskawa Motoman
P1020,000030000327,Induction Heating Unit,68742.38,Miller Electric
P1020,000030000328,Dimensional Measurement Arm,84691.80,ABB Robotics
P1020,000030000329,Injection Molding Machine,345183.45,Yaskawa Motoman
P1020,000030000330,Riveting Station,44823.97,FANUC Corporation
P1020,000030000331,Laser Welding Cell,287365.12,Bosch Rexroth
P1020,000030000332,Adhesive Dispensing Unit,49744.89,Mazak Corporation
P1020,000030000333,,51556.07,Mazak Corporation
P1020,000030000334,Induction Heating Unit,63555.88,ABB Robotics
P1020,000030000335,Torque Application Unit,33901.95,KUKA AG
P1020,000030000336,Robotic Welding Cell,279295.47,Atlas Copco
P1020,000030000337,Leak Test Station,60209.09,Yaskawa Motoman
P1020,000030000338,Assembly Torque Wrench Station,14430.37,KUKA
P1020,000030000339,Riveting Station,47607.95,KUKA AG
P1020,000030000340,Stamping Press,1035207.12,Schuler Group
P1020,000030000341,Paint Application Robot,209202.20,KUKA AG
P1020,000030000342,Battery Pack Assembly Cell,260426.35,FANUC Corporation
P1020,000030000343,Riveting Station,59388.05,Schneider Electric
P1020,000030000344,Final Functional Test Bench,114514.62,Bosch
P1020,000030000345,Palletizing Robot,122517.01,Fives Group
P1020,000030000346,Injection Molding Machine,429021.36,FANUC
P1020,000030000347,Laser Welding Cell,371872.46,KUKA AG
P1020,000030000348,Robotic Welding Cell,156550.04,ABB
P1020,000030000349,Final Functional Test Bench,150146.78,Yaskawa Motoman
P1020,000030000350,Laser Welding Cell,272298.43,KUKA AG
P1020,000030000351,Screw Fastening Station,30994.72,kuka ag
P1020,000030000352,Conveyor System,81236.11,KUKA
P1020,000030000353,Final Functional Test Bench,125997.62,Yaskawa
P1020,000030000354,Assembly Torque Wrench Station,17572.91,Abb Robotics
P1020,000030000355,Assembly Torque Wrench Station,18242.75,Yaskawa Motoman
P1020,000030000356,Conveyor System,112915.34,ABB Robotics
P1020,000030000357,Riveting Station,66388.75,Yaskawa Motoman
P1020,000030000358,Assembly Torque Wrench Station,25173.95,kuka ag
P1020,000030000359,Torque Application Unit,20222.53,KUKA AG
P1020,000030000360,Dimensional Measurement Arm,99788.07,Lincoln Electric
P1020,000030000361,Battery Pack Assembly Cell,516980.82,DMG MORI
P1020,000030000362,Dimensional Measurement Arm,96616.17,KUKA AG
P1020,000030000363,Injection Molding Machine,270727.77,FANUC CORPORATION
P1020,000030000364,Induction Heating Unit,84997.78,FANUC Corporation
P1020,000030000365,Palletizing Robot,140153.77,ABB
P1020,000030000366,Palletizing Robot,116915.22,Schuler
P1020,000030000367,Torque Application Unit,37579.12,ABB ROBOTICS
P1020,000030000368,CNC Machining Center,406380.66,Dmg Mori
P1020,000030000369,Hydraulic Press,300490.07,Mazak Corporation
P1020,000030000370,Conveyor System,45295.36,Ingersoll Rand
P1020,000030000371,Automated Guided Vehicle,69454.95,ABB Robotics
P1020,000030000372,Induction Heating Unit,43285.93,Mazak Corporation
P1020,000030000373,Dimensional Measurement Arm,118624.15,FANUC Corporation
P1020,000030000374,Riveting Station,63094.85,ABB Robotics
P1020,000030000375,Adhesive Dispensing Unit,88916.41,Bosch
P1020,000030000376,Induction Heating Unit,31412.86,Mazak Corporation
P1020,000030000377,,33414.52,Hexagon AB
P1020,000030000378,Paint Application Robot,349566.16,Hexagon
P1020,000030000379,Wheel Alignment Rig,36750.62,Schuler
P1020,000030000380,Overhead Gantry Loader,166413.31,Yaskawa
P1020,000030000381,Torque Application Unit,44434.14,ABB Robotics
P1020,000030000382,Ultrasonic Welding Station,38094.81,DMG MORI
P1020,000030000383,Automated Guided Vehicle,102220.35,KUKA AG
P1020,000030000384,Ultrasonic Welding Station,40318.73,KUKA AG
P1020,000030000385,Paint Application Robot,171410.50,Comau
P1020,000030000386,Automated Guided Vehicle,102800.10,KUKA
P1020,000030000387,Adhesive Dispensing Unit,88948.02,FANUC Corporation
P1020,000030000388,Laser Welding Cell,382798.41,Yaskawa Motoman
P1020,000030000389,Dimensional Measurement Arm,102958.38,KUKA AG
P1020,000030000390,Overhead Gantry Loader,122910.44,Atlas Copco
P1020,000030000391,,61808.60,DMG
P1020,000030000392,Vision Inspection Station,26226.21,Hexagon AB
P1020,000030000393,Robotic Welding Cell,279888.53,Bosch Rexroth
P1020,000030000394,Riveting Station,58009.44,FANUC Corporation
P1020,000030000395,Robotic Welding Cell,162236.49,ABB Robotics
P1020,000030000396,Final Functional Test Bench,184525.21,KUKA
P1020,000030000397,Torque Application Unit,30742.64,KUKA
P1020,000030000398,Battery Pack Assembly Cell,424617.06,KUKA AG
P1020,000030000399,Leak Test Station,26201.25,Dmg Mori
P1020,000030000400,Final Functional Test Bench,105367.71,abb robotics
P1020,000030000401,Injection Molding Machine,394084.84,Hexagon
P1020,000030000402,Hydraulic Press,394299.81,FANUC Corporation
P1020,000030000403,Injection Molding Machine,377464.21,Miller Electric
P1020,000030000404,Vision Inspection Station,54874.13,Miller Electric
P1020,000030000405,Vision Inspection Station,40386.77,Miller Electric
P1020,000030000406,Automated Guided Vehicle,87812.89,ABB
P1020,000030000407,Overhead Gantry Loader,103681.59,Mazak Corporation
P1020,000030000408,Induction Heating Unit,41543.89,KUKA AG
P1020,000030000409,Vision Inspection Station,60091.88,KUKA AG
P1020,000030000410,CNC Machining Center,402119.92,KUKA
P1020,000030000411,Coil Winding Machine,163886.40,Yaskawa Motoman
P1020,000030000412,Riveting Station,41547.50,ABB Robotics
P1020,000030000413,Adhesive Dispensing Unit,32199.73,Haas
P1020,000030000414,Adhesive Dispensing Unit,64451.36,Ingersoll Rand
P1020,000030000415,Coil Winding Machine,193187.57,Yaskawa Motoman
P1020,000030000416,Induction Heating Unit,65892.56,DMG
P1020,000030000417,Induction Heating Unit,75531.69,Haas Automation
P1020,000030000418,Torque Application Unit,29814.93,Haas Automation
P1020,000030000419,Automated Guided Vehicle,93044.65,Comau
P1020,000030000420,Induction Heating Unit,77634.02,ABB ROBOTICS
P1020,000030000421,Final Functional Test Bench,71108.68,Yaskawa Motoman
P1020,000030000422,Palletizing Robot,100916.44,KUKA AG
P1020,000030000423,Assembly Torque Wrench Station,28432.09,FANUC
P1020,000030000424,Final Functional Test Bench,103104.96,KUKA
P1020,000030000425,Stamping Press,1193635.41,Hexagon
P1020,000030000426,Screw Fastening Station,21794.73,KUKA AG
P1020,000030000427,Stamping Press,506970.24,KUKA AG
P1020,000030000428,Leak Test Station,53199.29,Carl Zeiss Industrial Metrology
P1020,000030000429,Vision Inspection Station,65553.82,FANUC
P1020,000030000430,Adhesive Dispensing Unit,74185.88,KUKA
P1020,000030000431,Injection Molding Machine,309873.48,KUKA
P1020,000030000432,Dimensional Measurement Arm,122292.40,DMG MORI
P1020,000030000433,Battery Pack Assembly Cell,227887.31,KUKA AG
P1020,000030000434,Wheel Alignment Rig,30248.85,FANUC Corporation
P1020,000030000435,Adhesive Dispensing Unit,40402.05,KUKA AG
P1020,000030000436,Final Functional Test Bench,150376.20,KUKA
P1020,000030000437,Conveyor System,81625.68,Carl Zeiss Industrial Metrology
P1020,000030000438,Ultrasonic Welding Station,36122.20,FANUC Corporation
