WorkOrderID,EquipmentID,WOType,FailureCode,DowntimeMinutes,MTBF_Hours,ERPAssetRef
WO-2030093,ASSET-00018,Corrective,BELT-FAILURE,117,496,000030000016
WO-2030094,ASSET-00018,Corrective,DIE-WEAR,156,1174,000030000016
WO-2030095,ASSET-00018,Corrective,BEARING-FAILURE,58,1194,000030000016
WO-2030096,ASSET-00018,Corrective,HYDRAULIC-LEAK,213,802,000030000016
WO-2030097,ASSET-00018,Preventive,,0,,000030000016
WO-2030098,ASSET-00019,Preventive,,0,,000030000017
WO-2030099,ASSET-00019,Corrective,DIE-WEAR,75,608,000030000017
WO-2030100,ASSET-00019,Preventive,,0,,000030000017
WO-2030101,ASSET-00019,Corrective,MOTOR-BURNOUT,173,1773,000030000017
WO-2030102,ASSET-00019,Preventive,,0,,000030000017
WO-2030103,ASSET-00019,Preventive,,0,,000030000017
WO-2030104,ASSET-00019,Corrective,SPINDLE-SEIZURE,91,1183,000030000017
WO-2030105,ASSET-00020,Corrective,BEARING-FAILURE,151,1690,000030000018
WO-2030106,ASSET-00020,Corrective,DIE-WEAR,55,470,000030000018
WO-2030107,ASSET-00020,Preventive,,0,,000030000018
WO-2030108,ASSET-00020,Preventive,,0,,000030000018
WO-2030109,ASSET-00020,Emergency,CONTROLLER-FAULT,285,1105,000030000018
WO-2030110,ASSET-00020,Corrective,HYDRAULIC-LEAK,140,917,000030000018
WO-2030111,ASSET-00020,Corrective,BEARING-FAILURE,72,1024,000030000018
WO-2030112,ASSET-00020,Preventive,,0,,000030000018
WO-2030113,ASSET-00020,Emergency,SPINDLE-SEIZURE,372,506,000030000018
WO-2030114,ASSET-00020,Preventive,,0,,000030000018
WO-2030115,ASSET-00021,Preventive,,0,,000030000019
WO-2030116,ASSET-00021,Preventive,,0,,000030000019
WO-2030117,ASSET-00022,Emergency,MOTOR-BURNOUT,548,462,000030000020
WO-2030118,ASSET-00022,Corrective,CALIBRATION-DRIFT,85,1714,000030000020
WO-2030119,ASSET-00022,Corrective,CALIBRATION-DRIFT,107,350,000030000020
WO-2030120,ASSET-00023,Preventive,,0,,000030000021
WO-2030121,ASSET-00023,Corrective,DIE-WEAR,89,706,000030000021
WO-2030122,ASSET-00023,Preventive,,0,,000030000021
WO-2030123,ASSET-00023,Preventive,,0,,000030000021
WO-2030124,ASSET-00023,Corrective,DIE-WEAR,142,1904,000030000021
WO-2030125,ASSET-00023,Preventive,,0,,000030000021
WO-2030126,ASSET-00024,Preventive,,0,,000030000022
WO-2030127,ASSET-00024,Corrective,SPINDLE-SEIZURE,231,1749,000030000022
WO-2030128,ASSET-00024,Preventive,,0,,000030000022
WO-2030129,ASSET-00024,Preventive,,0,,000030000022
WO-2030130,ASSET-00024,Emergency,DIE-WEAR,363,413,000030000022
WO-2030131,ASSET-00025,Corrective,SPINDLE-SEIZURE,129,1528,000030000023
WO-2030132,ASSET-00025,Corrective,CONTROLLER-FAULT,53,1375,000030000023
WO-2030133,ASSET-00025,Preventive,,0,,000030000023
WO-2030134,ASSET-00026,Emergency,BEARING-FAILURE,109,1983,000030000024
WO-2030135,ASSET-00026,Preventive,,0,,000030000024
WO-2030136,ASSET-00026,Preventive,,0,,000030000024
WO-2030137,ASSET-00027,Corrective,SPINDLE-SEIZURE,219,828,000030000025
WO-2030138,ASSET-00027,Preventive,,0,,000030000025
WO-2030139,ASSET-00027,Preventive,,0,,000030000025
WO-2030140,ASSET-00027,Preventive,,0,,000030000025
WO-2030141,ASSET-00027,Corrective,DIE-WEAR,191,1140,000030000025
WO-2030142,ASSET-00027,Emergency,PNEUMATIC-LEAK,444,1893,000030000025
WO-2030143,ASSET-00028,Preventive,,0,,000030000026
WO-2030144,ASSET-00028,Preventive,,0,,000030000026
WO-2030145,ASSET-00028,Emergency,SPINDLE-SEIZURE,576,1054,000030000026
WO-2030146,ASSET-00029,Preventive,,0,,000030000027
WO-2030147,ASSET-00029,Preventive,,0,,000030000027
WO-2030148,ASSET-00029,Preventive,,0,,000030000027
WO-2030149,ASSET-00029,Corrective,BEARING-FAILURE,130,1653,000030000027
WO-2030150,ASSET-00029,Preventive,,0,,000030000027
WO-2030151,ASSET-00029,Preventive,,0,,000030000027
WO-2030152,ASSET-00029,Preventive,,0,,000030000027
WO-2030153,ASSET-00030,Preventive,,0,,000030000028
WO-2030154,ASSET-00030,Preventive,,0,,000030000028
WO-2030155,ASSET-00030,Preventive,,0,,000030000028
WO-2030156,ASSET-00030,Corrective,CONTROLLER-FAULT,137,1845,000030000028
WO-2030157,ASSET-00031,Corrective,BELT-FAILURE,161,1741,000030000029
WO-2030158,ASSET-00031,Corrective,PNEUMATIC-LEAK,180,1090,000030000029
WO-2030159,ASSET-00031,Preventive,,0,,000030000029
WO-2030160,ASSET-00032,Corrective,SENSOR-FAULT,159,940,000030000030
WO-2030161,ASSET-00032,Preventive,,0,,000030000030
WO-2030162,ASSET-00032,Preventive,,0,,000030000030
WO-2030163,ASSET-00032,Preventive,,0,,000030000030
WO-2030164,ASSET-00032,Preventive,,0,,000030000030
WO-2030165,ASSET-00033,Preventive,,0,,000030000031
WO-2030166,ASSET-00033,Emergency,BEARING-FAILURE,257,566,000030000031
WO-2030167,ASSET-00033,Corrective,BEARING-FAILURE,102,389,000030000031
WO-2030168,ASSET-00033,Corrective,CALIBRATION-DRIFT,73,935,000030000031
WO-2030169,ASSET-00033,Corrective,MOTOR-BURNOUT,106,750,000030000031
WO-2030170,ASSET-00033,Emergency,CONTROLLER-FAULT,367,1082,000030000031
WO-2030171,ASSET-00033,Preventive,,0,,000030000031
WO-2030172,ASSET-00034,Preventive,,0,,000030000032
WO-2030173,ASSET-00034,Corrective,DIE-WEAR,151,1561,000030000032
WO-2030174,ASSET-00034,Preventive,,0,,000030000032
WO-2030175,ASSET-00034,Corrective,CALIBRATION-DRIFT,134,1080,000030000032
WO-2030176,ASSET-00034,Preventive,,0,,000030000032
WO-2030177,ASSET-00034,Preventive,,0,,000030000032
WO-2030178,ASSET-00035,Preventive,,0,,000030000033
WO-2030179,ASSET-00035,Emergency,CALIBRATION-DRIFT,597,1371,000030000033
WO-2030180,ASSET-00035,Preventive,,0,,000030000033
WO-2030181,ASSET-00035,Preventive,,0,,000030000033
WO-2030182,ASSET-00035,Preventive,,0,,000030000033
WO-2030183,ASSET-00035,Corrective,CONTROLLER-FAULT,33,1413,000030000033
WO-2030184,ASSET-00036,Corrective,CALIBRATION-DRIFT,75,1337,000030000034
WO-2030185,ASSET-00036,Preventive,,0,,000030000034
WO-2030186,ASSET-00036,Corrective,BEARING-FAILURE,220,517,000030000034
WO-2030187,ASSET-00036,Preventive,,0,,000030000034
WO-2030188,ASSET-00037,Preventive,,0,,
WO-2030189,ASSET-00037,Preventive,,0,,
WO-2030190,ASSET-00037,Preventive,,0,,
WO-2030191,ASSET-00037,Preventive,,0,,
WO-2030192,ASSET-00037,Preventive,,0,,
WO-2030193,ASSET-00037,Preventive,,0,,
WO-2030194,ASSET-00037,Preventive,,0,,
WO-2030195,ASSET-00038,Corrective,CONTROLLER-FAULT,56,1353,000030000035
WO-2030196,ASSET-00038,Corrective,PNEUMATIC-LEAK,71,633,000030000035
WO-2030197,ASSET-00038,Emergency,BEARING-FAILURE,512,1395,000030000035
WO-2030198,ASSET-00038,Corrective,SENSOR-FAULT,59,1129,000030000035
WO-2030199,ASSET-00038,Preventive,,0,,000030000035
WO-2030200,ASSET-00038,Corrective,HYDRAULIC-LEAK,52,421,000030000035
WO-2030201,ASSET-00038,Preventive,,0,,000030000035
WO-2030202,ASSET-00039,Corrective,CONTROLLER-FAULT,155,896,000030000036
WO-2030203,ASSET-00039,Corrective,HYDRAULIC-LEAK,87,1744,000030000036
WO-2030204,ASSET-00039,Preventive,,0,,000030000036
WO-2030205,ASSET-00039,Corrective,CONTROLLER-FAULT,223,1306,000030000036
WO-2030206,ASSET-00039,Preventive,,0,,000030000036
WO-2030207,ASSET-00039,Preventive,,0,,000030000036
WO-2030208,ASSET-00040,Corrective,HYDRAULIC-LEAK,65,1239,000030000037
WO-2030209,ASSET-00040,Corrective,BELT-FAILURE,170,1539,000030000037
WO-2030210,ASSET-00040,Preventive,,0,,000030000037
WO-2030211,ASSET-00041,Preventive,,0,,000030000038
WO-2030212,ASSET-00041,Preventive,,0,,000030000038
WO-2030213,ASSET-00041,Corrective,BEARING-FAILURE,159,482,000030000038
WO-2030214,ASSET-00042,Corrective,HYDRAULIC-LEAK,207,378,000030000039
WO-2030215,ASSET-00042,Preventive,,0,,000030000039
WO-2030216,ASSET-00042,Preventive,,0,,000030000039
WO-2030217,ASSET-00042,Emergency,SPINDLE-SEIZURE,365,485,000030000039
WO-2030218,ASSET-00042,Preventive,,0,,000030000039
WO-2030219,ASSET-00043,Preventive,,0,,000030000040
WO-2030220,ASSET-00043,Preventive,,0,,000030000040
WO-2030221,ASSET-00044,Preventive,,0,,000030000041
WO-2030222,ASSET-00044,Corrective,SENSOR-FAULT,108,1334,000030000041
WO-2030223,ASSET-00044,Preventive,,0,,000030000041
WO-2030224,ASSET-00045,Corrective,BELT-FAILURE,153,1164,000030000043
WO-2030225,ASSET-00045,Corrective,DIE-WEAR,225,1247,000030000043
WO-2030226,ASSET-00045,Preventive,,0,,000030000043
WO-2030227,ASSET-00045,Preventive,,0,,000030000043
WO-2030228,ASSET-00045,Preventive,,0,,000030000043
WO-2030229,ASSET-00045,Emergency,BEARING-FAILURE,105,1962,000030000043
WO-2030230,ASSET-00046,Preventive,,0,,000030000044
WO-2030231,ASSET-00046,Preventive,,0,,000030000044
WO-2030232,ASSET-00046,Preventive,,0,,000030000044
WO-2030233,ASSET-00046,Preventive,,0,,000030000044
WO-2030234,ASSET-00046,Preventive,,0,,000030000044
WO-2030235,ASSET-00046,Corrective,SENSOR-FAULT,166,1674,000030000044
WO-2030236,ASSET-00046,Corrective,DIE-WEAR,145,1286,000030000044
WO-2030237,ASSET-00047,Preventive,,0,,000030000045
WO-2030238,ASSET-00047,Preventive,,0,,000030000045
WO-2030239,ASSET-00047,Corrective,CALIBRATION-DRIFT,161,768,000030000045
WO-2030240,ASSET-00047,Corrective,SENSOR-FAULT,126,202,000030000045
WO-2030241,ASSET-00047,Corrective,CALIBRATION-DRIFT,110,1801,000030000045
WO-2030242,ASSET-00047,Corrective,HYDRAULIC-LEAK,219,504,000030000045
WO-2030243,ASSET-00047,Corrective,SPINDLE-SEIZURE,210,1727,000030000045
WO-2030244,ASSET-00048,Preventive,,0,,000030000046
WO-2030245,ASSET-00048,Corrective,SPINDLE-SEIZURE,95,238,000030000046
WO-2030246,ASSET-00048,Corrective,HYDRAULIC-LEAK,30,1014,000030000046
WO-2030247,ASSET-00048,Emergency,MOTOR-BURNOUT,419,273,000030000046
WO-2030248,ASSET-00048,Corrective,HYDRAULIC-LEAK,46,1661,000030000046
WO-2030249,ASSET-00048,Preventive,,0,,000030000046
WO-2030250,ASSET-00048,Corrective,BEARING-FAILURE,57,1245,000030000046
WO-2030251,ASSET-00049,Preventive,,0,,000030000047
WO-2030252,ASSET-00049,Corrective,BEARING-FAILURE,122,1408,000030000047
WO-2030253,ASSET-00049,Corrective,HYDRAULIC-LEAK,141,1507,000030000047
WO-2030254,ASSET-00049,Corrective,SENSOR-FAULT,198,1792,000030000047
WO-2030255,ASSET-00049,Preventive,,0,,000030000047
WO-2030256,ASSET-00049,Preventive,,0,,000030000047
WO-2030257,ASSET-00049,Preventive,,0,,000030000047
WO-2030258,ASSET-00050,Preventive,,0,,000030000048
WO-2030259,ASSET-00051,Preventive,,0,,000030000049
WO-2030260,ASSET-00051,Preventive,,0,,000030000049
WO-2030261,ASSET-00051,Preventive,,0,,000030000049
WO-2030262,ASSET-00051,Emergency,SPINDLE-SEIZURE,325,1307,000030000049
WO-2030263,ASSET-00051,Preventive,,0,,000030000049
WO-2030264,ASSET-00051,Preventive,,0,,000030000049
WO-2030265,ASSET-00051,Corrective,CALIBRATION-DRIFT,73,1393,000030000049
WO-2030266,ASSET-00051,Preventive,,0,,000030000049
WO-2030267,ASSET-00052,Emergency,CONTROLLER-FAULT,476,309,000030000050
WO-2030268,ASSET-00052,Preventive,,0,,000030000050
WO-2030269,ASSET-00052,Preventive,,0,,000030000050
WO-2030270,ASSET-00053,Emergency,BELT-FAILURE,347,701,000030000051
WO-2030271,ASSET-00053,Corrective,SPINDLE-SEIZURE,177,1974,000030000051
WO-2030272,ASSET-00053,Preventive,,0,,000030000051
WO-2030273,ASSET-00053,Corrective,SENSOR-FAULT,36,535,000030000051
WO-2030274,ASSET-00053,Preventive,,0,,000030000051
WO-2030275,ASSET-00053,Corrective,DIE-WEAR,118,1366,000030000051
WO-2030276,ASSET-00054,Preventive,,0,,000030000052
WO-2030277,ASSET-00054,Preventive,,0,,000030000052
WO-2030278,ASSET-00054,Corrective,BELT-FAILURE,52,943,000030000052
WO-2030279,ASSET-00055,Corrective,BEARING-FAILURE,136,578,
WO-2030280,ASSET-00055,Preventive,,0,,
WO-2030281,ASSET-00055,Corrective,PNEUMATIC-LEAK,44,733,
WO-2030282,ASSET-00055,Preventive,,0,,
WO-2030283,ASSET-00055,Preventive,,0,,
WO-2030284,ASSET-00055,Preventive,,0,,
WO-2030285,ASSET-00056,Preventive,,0,,000030000053
WO-2030286,ASSET-00056,Corrective,SENSOR-FAULT,193,857,000030000053
WO-2030287,ASSET-00056,Corrective,MOTOR-BURNOUT,213,761,000030000053
WO-2030288,ASSET-00056,Preventive,,0,,000030000053
WO-2030289,ASSET-00056,Preventive,,0,,000030000053
WO-2030290,ASSET-00056,Corrective,MOTOR-BURNOUT,36,1031,000030000053
WO-2030291,ASSET-00056,Preventive,,0,,000030000053
WO-2030292,ASSET-00057,Corrective,SENSOR-FAULT,237,1380,000030000054
WO-2030293,ASSET-00057,Preventive,,0,,000030000054
WO-2030294,ASSET-00057,Emergency,SPINDLE-SEIZURE,120,1689,000030000054
WO-2030295,ASSET-00057,Corrective,CALIBRATION-DRIFT,210,1322,000030000054
WO-2030296,ASSET-00057,Corrective,DIE-WEAR,40,1111,000030000054
WO-2030297,ASSET-00057,Preventive,,0,,000030000054
WO-2030298,ASSET-00058,Corrective,PNEUMATIC-LEAK,218,292,000030000055
WO-2030299,ASSET-00058,Corrective,SPINDLE-SEIZURE,235,404,000030000055
WO-2030300,ASSET-00058,Emergency,SENSOR-FAULT,341,1447,000030000055
WO-2030301,ASSET-00058,Corrective,HYDRAULIC-LEAK,190,698,000030000055
WO-2030302,ASSET-00059,Preventive,,0,,000030000056
WO-2030303,ASSET-00059,Corrective,CONTROLLER-FAULT,219,547,000030000056
WO-2030304,ASSET-00059,Corrective,CALIBRATION-DRIFT,48,1026,000030000056
WO-2030305,ASSET-00059,Preventive,,0,,000030000056
WO-2030306,ASSET-00060,Corrective,PNEUMATIC-LEAK,168,854,000030000057
WO-2030307,ASSET-00060,Corrective,CONTROLLER-FAULT,209,615,000030000057
WO-2030308,ASSET-00061,Preventive,,0,,000030000058
WO-2030309,ASSET-00061,Corrective,BEARING-FAILURE,89,1573,000030000058
WO-2030310,ASSET-00061,Corrective,HYDRAULIC-LEAK,177,916,000030000058
WO-2030311,ASSET-00061,Preventive,,0,,000030000058
WO-2030312,ASSET-00061,Corrective,CALIBRATION-DRIFT,75,945,000030000058
WO-2030313,ASSET-00062,Preventive,,0,,000030000059
WO-2030314,ASSET-00062,Preventive,,0,,000030000059
WO-2030315,ASSET-00062,Emergency,CONTROLLER-FAULT,190,1118,000030000059
WO-2030316,ASSET-00062,Corrective,BELT-FAILURE,87,1717,000030000059
WO-2030317,ASSET-00062,Corrective,BEARING-FAILURE,211,1457,000030000059
WO-2030318,ASSET-00063,Emergency,SENSOR-FAULT,542,1571,000030000060
WO-2030319,ASSET-00063,Preventive,,0,,000030000060
WO-2030320,ASSET-00063,Preventive,,0,,000030000060
WO-2030321,ASSET-00063,Preventive,,0,,000030000060
WO-2030322,ASSET-00063,Emergency,CONTROLLER-FAULT,213,651,000030000060
WO-2030323,ASSET-00064,Corrective,PNEUMATIC-LEAK,121,1896,000030000061
WO-2030324,ASSET-00064,Emergency,BEARING-FAILURE,324,984,000030000061
WO-2030325,ASSET-00064,Preventive,,0,,000030000061
WO-2030326,ASSET-00064,Corrective,SENSOR-FAULT,126,526,000030000061
WO-2030327,ASSET-00064,Corrective,MOTOR-BURNOUT,223,736,000030000061
WO-2030328,ASSET-00064,Emergency,SENSOR-FAULT,335,770,000030000061
WO-2030329,ASSET-00064,Corrective,SPINDLE-SEIZURE,112,998,000030000061
WO-2030330,ASSET-00064,Corrective,SPINDLE-SEIZURE,70,869,000030000061
WO-2030331,ASSET-00064,Preventive,,0,,000030000061
WO-2030332,ASSET-00065,Corrective,HYDRAULIC-LEAK,123,1513,000030000062
WO-2030333,ASSET-00065,Preventive,,0,,000030000062
WO-2030334,ASSET-00065,Preventive,,0,,000030000062
WO-2030335,ASSET-00065,Preventive,,0,,000030000062
WO-2030336,ASSET-00065,Corrective,CALIBRATION-DRIFT,51,591,000030000062
WO-2030337,ASSET-00065,Preventive,,0,,000030000062
WO-2030338,ASSET-00065,Preventive,,0,,000030000062
WO-2030339,ASSET-00066,Preventive,,0,,000030000063
WO-2030340,ASSET-00066,Corrective,HYDRAULIC-LEAK,63,226,000030000063
WO-2030341,ASSET-00066,Preventive,,0,,000030000063
WO-2030342,ASSET-00066,Preventive,,0,,000030000063
WO-2030343,ASSET-00066,Preventive,,0,,000030000063
WO-2030344,ASSET-00066,Preventive,,0,,000030000063
WO-2030345,ASSET-00066,Preventive,,0,,000030000063
WO-2030346,ASSET-00066,Preventive,,0,,000030000063
WO-2030347,ASSET-00067,Preventive,,0,,000030000064
WO-2030348,ASSET-00067,Corrective,CALIBRATION-DRIFT,80,1565,000030000064
WO-2030349,ASSET-00067,Corrective,CALIBRATION-DRIFT,60,828,000030000064
WO-2030350,ASSET-00067,Preventive,,0,,000030000064
WO-2030351,ASSET-00067,Corrective,PNEUMATIC-LEAK,239,1408,000030000064
WO-2030352,ASSET-00067,Corrective,PNEUMATIC-LEAK,167,287,000030000064
WO-2030353,ASSET-00068,Corrective,BELT-FAILURE,84,1639,000030000065
WO-2030354,ASSET-00068,Corrective,SPINDLE-SEIZURE,203,277,000030000065
WO-2030355,ASSET-00068,Emergency,BELT-FAILURE,179,1485,000030000065
WO-2030356,ASSET-00068,Preventive,,0,,000030000065
WO-2030357,ASSET-00068,Preventive,,0,,000030000065
WO-2030358,ASSET-00068,Corrective,SPINDLE-SEIZURE,179,351,000030000065
WO-2030359,ASSET-00068,Corrective,SPINDLE-SEIZURE,189,1579,000030000065
WO-2030360,ASSET-00068,Preventive,,0,,000030000065
WO-2030361,ASSET-00069,Preventive,,0,,000030000066
WO-2030362,ASSET-00069,Preventive,,0,,000030000066
WO-2030363,ASSET-00069,Corrective,CONTROLLER-FAULT,175,1247,000030000066
WO-2030364,ASSET-00069,Corrective,MOTOR-BURNOUT,72,1908,000030000066
WO-2030365,ASSET-00070,Preventive,,0,,000030000067
WO-2030366,ASSET-00070,Preventive,,0,,000030000067
WO-2030367,ASSET-00070,Preventive,,0,,000030000067
WO-2030368,ASSET-00070,Preventive,,0,,000030000067
WO-2030369,ASSET-00071,Emergency,BELT-FAILURE,579,1860,
WO-2030370,ASSET-00071,Emergency,MOTOR-BURNOUT,567,1260,
WO-2030371,ASSET-00071,Corrective,SENSOR-FAULT,232,721,
WO-2030372,ASSET-00071,Preventive,,0,,
WO-2030373,ASSET-00071,Corrective,SPINDLE-SEIZURE,238,1654,
WO-2030374,ASSET-00071,Preventive,,0,,
WO-2030375,ASSET-00071,Corrective,PNEUMATIC-LEAK,212,646,
WO-2030376,ASSET-00072,Preventive,,0,,000030000068
WO-2030377,ASSET-00072,Corrective,BEARING-FAILURE,47,684,000030000068
WO-2030378,ASSET-00072,Preventive,,0,,000030000068
WO-2030379,ASSET-00072,Preventive,,0,,000030000068
WO-2030380,ASSET-00072,Corrective,CONTROLLER-FAULT,39,1637,000030000068
WO-2030381,ASSET-00072,Preventive,,0,,000030000068
WO-2030382,ASSET-00072,Corrective,SPINDLE-SEIZURE,41,1032,000030000068
WO-2030383,ASSET-00073,Preventive,,0,,000030000069
WO-2030384,ASSET-00073,Preventive,,0,,000030000069
WO-2030385,ASSET-00073,Preventive,,0,,000030000069
WO-2030386,ASSET-00073,Corrective,MOTOR-BURNOUT,231,1660,000030000069
WO-2030387,ASSET-00073,Preventive,,0,,000030000069
WO-2030388,ASSET-00073,Emergency,CALIBRATION-DRIFT,192,1442,000030000069
WO-2030389,ASSET-00073,Preventive,,0,,000030000069
WO-2030390,ASSET-00073,Corrective,BELT-FAILURE,156,618,000030000069
WO-2030391,ASSET-00074,Corrective,HYDRAULIC-LEAK,48,998,
WO-2030392,ASSET-00074,Preventive,,0,,
WO-2030393,ASSET-00074,Corrective,CALIBRATION-DRIFT,106,843,
WO-2030394,ASSET-00074,Preventive,,0,,
WO-2030395,ASSET-00074,Preventive,,0,,
WO-2030396,ASSET-00074,Corrective,BELT-FAILURE,185,1365,
WO-2030397,ASSET-00074,Corrective,SPINDLE-SEIZURE,99,1159,
