CharacteristicID,StationID,MeasuredValue,USL,LSL,Cpk
K1017,S01,44.27,46.694,42.712,1.67
K1017,S01,44.981,46.694,42.712,1.67
K1018,S02,137.695,141.666,132.158,1.92
K1018,S02,137.116,141.666,132.158,1.92
K1018,S02,136.985,141.666,132.158,1.92
K1018,S02,135.618,141.666,132.158,1.92
K1018,S02,135.499,141.666,132.158,1.92
K1019,S02,151.854,156.387,147.631,0.63
K1019,S02,149.869,156.387,147.631,0.63
K1019,S02,150.201,156.387,147.631,0.63
K1019,S02,151.87,156.387,147.631,0.63
K1020,S03,23.618,24.85,15.305,0.92
K1020,S03,19.158,24.85,15.305,0.92
K1021,S01,29.534,32.71,23.891,1.8
K1021,S01,29.411,32.71,23.891,1.8
K1021,S01,29.33,32.71,23.891,1.8
K1021,S01,28.506,32.71,23.891,1.8
K1021,S01,28.975,32.71,23.891,1.8
K1022,S02,101.247,102.8,99.684,2.07
K1022,S02,101.266,102.8,99.684,2.07
K1022,S02,101.443,102.8,99.684,2.07
K1023,S02,52.537,53.22,51.843,0.84
K1023,S02,52.578,53.22,51.843,0.84
K1023,S02,52.881,53.22,51.843,0.84
K1024,S03,171.827,174.388,169.224,2.12
K1024,S03,172.104,174.388,169.224,2.12
K1024,S03,171.684,174.388,169.224,2.12
K1024,S03,171.927,174.388,169.224,2.12
K1025,S03,24.031,26.643,21.59,1.96
K1025,S03,23.074,26.643,21.59,1.96
K1025,S03,24.534,26.643,21.59,1.96
K1025,S03,24.244,26.643,21.59,1.96
K1025,S03,23.975,26.643,21.59,1.96
K1026,S01,111.901,114.718,108.908,1.82
K1026,S01,111.883,114.718,108.908,1.82
K1026,S01,111.365,114.718,108.908,1.82
K1026,S01,111.523,114.718,108.908,1.82
K1026,S01,111.307,114.718,108.908,1.82
K1027,S02,60.235,61.647,58.519,1.78
K1027,S02,59.968,61.647,58.519,1.78
K1027,S02,60.007,61.647,58.519,1.78
K1028,S02,14.839,15.104,12.425,0.96
K1028,S02,13.734,15.104,12.425,0.96
K1028,S02,13.073,15.104,12.425,0.96
K1029,S03,80.395,84.181,76.508,1.6
K1029,S03,79.964,84.181,76.508,1.6
K1030,S04,189.053,190.688,184.884,1.71
K1030,S04,188.075,190.688,184.884,1.71
K1030,S04,187.613,190.688,184.884,1.71
K1030,S04,187.838,190.688,184.884,1.71
K1031,S04,182.444,186.584,180.184,2.03
K1031,S04,184.042,186.584,180.184,2.03
K1032,S01,182.327,183.873,181.026,0.89
K1032,S01,181.321,183.873,181.026,0.89
K1032,S01,183.044,183.873,181.026,0.89
K1032,S01,182.085,183.873,181.026,0.89
K1032,S01,182.096,183.873,181.026,0.89
K1033,S02,125.135,130.543,121.237,1.4
K1033,S02,126.725,130.543,121.237,1.4
K1033,S02,126.983,130.543,121.237,1.4
K1033,S02,126.542,130.543,121.237,1.4
K1034,S02,156.376,161.559,152.985,1.74
K1034,S02,157.941,161.559,152.985,1.74
K1034,S02,158.035,161.559,152.985,1.74
K1035,S02,150.156,152.105,147.487,0.99
K1035,S02,148.558,152.105,147.487,0.99
K1035,S02,149.089,152.105,147.487,0.99
K1035,S02,149.164,152.105,147.487,0.99
K1036,S01,109.259,113.775,106.588,1.94
K1036,S01,109.888,113.775,106.588,1.94
K1036,S01,111.099,113.775,106.588,1.94
K1036,S01,110.47,113.775,106.588,1.94
K1036,S01,110.062,113.775,106.588,1.94
K1037,S01,67.665,72.233,64.243,1.2
K1037,S01,69.16,72.233,64.243,1.2
K1037,S01,67.519,72.233,64.243,1.2
K1037,S01,67.1,72.233,64.243,1.2
K1038,S01,89.802,91.715,88.182,1.87
K1038,S01,89.48,91.715,88.182,1.87
K1038,S01,89.847,91.715,88.182,1.87
K1039,S02,108.81,112.912,105.496,1.9
K1039,S02,108.603,112.912,105.496,1.9
K1039,S02,109.898,112.912,105.496,1.9
K1039,S02,109.823,112.912,105.496,1.9
K1040,S03,51.51,54.544,48.554,1.62
K1040,S03,51.962,54.544,48.554,1.62
K1040,S03,51.389,54.544,48.554,1.62
K1040,S03,51.372,54.544,48.554,1.62
K1040,S03,51.594,54.544,48.554,1.62
K1041,S04,45.019,47.347,42.232,2.04
K1041,S04,45.178,47.347,42.232,2.04
K1041,S04,44.724,47.347,42.232,2.04
K1042,S01,59.724,60.276,58.225,0.86
K1042,S01,59.392,60.276,58.225,0.86
K1042,S01,59.418,60.276,58.225,0.86
K1042,S01,59.344,60.276,58.225,0.86
K1042,S01,58.923,60.276,58.225,0.86
K1043,S02,182.563,185.633,179.914,0.95
K1043,S02,183.584,185.633,179.914,0.95
K1043,S02,181.625,185.633,179.914,0.95
K1043,S02,184.641,185.633,179.914,0.95
K1043,S02,181.731,185.633,179.914,0.95
K1044,S02,61.457,69.301,59.381,1.04
K1044,S02,63.164,69.301,59.381,1.04
K1045,S02,61.263,61.957,60.201,2.13
K1045,S02,61.037,61.957,60.201,2.13
K1046,S03,84.509,87.255,83.474,1.18
K1046,S03,85.26,87.255,83.474,1.18
K1046,S03,86.051,87.255,83.474,1.18
K1046,S03,85.805,87.255,83.474,1.18
K1046,S03,85.199,87.255,83.474,1.18
K1047,S03,18.998,22.722,12.987,1.48
K1047,S03,17.294,22.722,12.987,1.48
K1048,S04,153.372,155.433,152.044,2.02
K1048,S04,153.278,155.433,152.044,2.02
K1048,S04,153.296,155.433,152.044,2.02
K1049,S04,76.633,83.308,74.76,0.84
K1049,S04,78.959,83.308,74.76,0.84
K1049,S04,76.566,83.308,74.76,0.84
K1049,S04,80.945,83.308,74.76,0.84
K1050,S04,66.666,68.223,65.151,1.76
K1050,S04,66.121,68.223,65.151,1.76
K1050,S04,67.051,68.223,65.151,1.76
K1051,S01,135.7,138.123,132.574,1.12
K1051,S01,134.216,138.123,132.574,1.12
K1051,S01,134.76,138.123,132.574,1.12
K1052,S01,37.373,38.12,36.732,1.7
K1052,S01,37.12,38.12,36.732,1.7
K1052,S01,37.52,38.12,36.732,1.7
K1052,S01,37.729,38.12,36.732,1.7
K1053,S01,173.023,178.509,169.421,1.94
K1053,S01,173.666,178.509,169.421,1.94
K1054,S02,43.616,49.474,40.81,0.82
K1054,S02,45.737,49.474,40.81,0.82
K1054,S02,45.769,49.474,40.81,0.82
K1054,S02,46.065,49.474,40.81,0.82
K1055,S03,36.236,37.208,35.487,1.85
K1055,S03,36.507,37.208,35.487,1.85
K1056,S04,146.747,153.659,144.221,1.48
K1056,S04,147.486,153.659,144.221,1.48
K1056,S04,148.399,153.659,144.221,1.48
K1057,S04,96.346,97.689,94.95,1.45
K1057,S04,96.351,97.689,94.95,1.45
K1058,S01,113.157,118.236,108.621,0.8
K1058,S01,114.967,118.236,108.621,0.8
K1059,S01,17.677,22.569,14.214,0.94
K1059,S01,15.852,22.569,14.214,0.94
K1060,S01,28.977,32.205,27.815,0.84
K1060,S01,30.626,32.205,27.815,0.84
K1060,S01,28.972,32.205,27.815,0.84
K1060,S01,31.224,32.205,27.815,0.84
K1061,S02,66.164,67.973,63.432,2.08
K1061,S02,65.718,67.973,63.432,2.08
K1061,S02,65.549,67.973,63.432,2.08
K1061,S02,65.773,67.973,63.432,2.08
K1062,S02,99.211,103.918,96.983,0.91
K1062,S02,100.837,103.918,96.983,0.91
K1062,S02,101.852,103.918,96.983,0.91
K1063,S02,75.453,78.491,72.564,2.19
K1063,S02,75.352,78.491,72.564,2.19
K1064,S01,73.94,76.651,70.323,0.74
K1064,S01,72.979,76.651,70.323,0.74
K1064,S01,73.666,76.651,70.323,0.74
K1064,S01,72.179,76.651,70.323,0.74
K1064,S01,74.674,76.651,70.323,0.74
K1065,S02,81.238,84.648,76.561,1.91
K1065,S02,80.839,84.648,76.561,1.91
K1065,S02,79.708,84.648,76.561,1.91
K1066,S03,113.744,117.073,110.147,2.03
K1066,S03,114.136,117.073,110.147,2.03
K1066,S03,115.685,117.073,110.147,2.03
K1066,S03,113.536,117.073,110.147,2.03
K1067,S01,87.683,89.742,83.129,0.89
K1067,S01,88.528,89.742,83.129,0.89
K1067,S01,85.579,89.742,83.129,0.89
K1067,S01,85.161,89.742,83.129,0.89
K1068,S02,93.18,95.389,89.838,1.64
K1068,S02,93.409,95.389,89.838,1.64
K1068,S02,91.789,95.389,89.838,1.64
K1069,S02,21.385,28.115,18.392,1.61
K1069,S02,24.68,28.115,18.392,1.61
K1069,S02,22.265,28.115,18.392,1.61
K1069,S02,22.689,28.115,18.392,1.61
K1070,S02,68.759,69.288,68.066,0.87
K1070,S02,68.83,69.288,68.066,0.87
K1070,S02,68.755,69.288,68.066,0.87
K1070,S02,68.59,69.288,68.066,0.87
K1071,S01,188.7,190.008,186.928,0.77
K1071,S01,188.914,190.008,186.928,0.77
K1071,S01,187.93,190.008,186.928,0.77
K1071,S01,188.476,190.008,186.928,0.77
K1071,S01,188.543,190.008,186.928,0.77
K1072,S02,199.641,204.038,194.167,0.71
K1072,S02,200.709,204.038,194.167,0.71
K1072,S02,202.269,204.038,194.167,0.71
K1072,S02,202.174,204.038,194.167,0.71
K1072,S02,196.86,204.038,194.167,0.71
K1073,S02,158.722,162.97,156.911,1.46
K1073,S02,159.82,162.97,156.911,1.46
K1073,S02,159.902,162.97,156.911,1.46
K1073,S02,160.22,162.97,156.911,1.46
K1074,S03,108.09,110.215,106.383,1.29
K1074,S03,108.108,110.215,106.383,1.29
K1074,S03,108.318,110.215,106.383,1.29
K1074,S03,109.275,110.215,106.383,1.29
K1075,S03,170.748,172.022,170.125,1.55
K1075,S03,171.152,172.022,170.125,1.55
K1075,S03,170.928,172.022,170.125,1.55
K1076,S03,134.69,135.281,134.224,2.11
K1076,S03,134.887,135.281,134.224,2.11
K1076,S03,134.863,135.281,134.224,2.11
K1076,S03,134.702,135.281,134.224,2.11
K1077,S01,190.987,191.33,190.306,0.97
K1077,S01,191.054,191.33,190.306,0.97
K1077,S01,190.947,191.33,190.306,0.97
K1077,S01,190.825,191.33,190.306,0.97
K1077,S01,190.878,191.33,190.306,0.97
K1078,S02,112.014,112.761,111.005,1.59
K1078,S02,112.123,112.761,111.005,1.59
K1078,S02,111.912,112.761,111.005,1.59
K1079,S03,52.062,52.999,49.374,0.86
K1079,S03,51.88,52.999,49.374,0.86
K1079,S03,52.012,52.999,49.374,0.86
K1079,S03,51.465,52.999,49.374,0.86
K1079,S03,51.189,52.999,49.374,0.86
K1080,S03,180.717,181.455,179.747,2.15
K1080,S03,180.496,181.455,179.747,2.15
K1080,S03,180.86,181.455,179.747,2.15
K1080,S03,180.648,181.455,179.747,2.15
K1081,S03,124.171,125.378,122.515,1.11
K1081,S03,123.11,125.378,122.515,1.11
K1081,S03,123.279,125.378,122.515,1.11
K1081,S03,123.786,125.378,122.515,1.11
K1082,S01,69.558,70.339,68.677,0.8
K1082,S01,69.389,70.339,68.677,0.8
K1082,S01,69.987,70.339,68.677,0.8
K1083,S02,98.246,99.714,96.651,1.76
K1083,S02,98.201,99.714,96.651,1.76
K1083,S02,98.493,99.714,96.651,1.76
K1083,S02,98.069,99.714,96.651,1.76
K1083,S02,97.853,99.714,96.651,1.76
K1084,S03,17.53,18.831,16.231,2.09
K1084,S03,17.515,18.831,16.231,2.09
K1084,S03,17.368,18.831,16.231,2.09
K1085,S03,148.818,153.093,145.89,1.47
K1085,S03,150.19,153.093,145.89,1.47
K1085,S03,148.608,153.093,145.89,1.47
K1086,S03,130.651,131.986,129.604,1.56
K1086,S03,130.889,131.986,129.604,1.56
K1086,S03,131.119,131.986,129.604,1.56
K1086,S03,130.885,131.986,129.604,1.56
K1087,S04,100.293,102.191,99.058,1.54
K1087,S04,100.619,102.191,99.058,1.54
K1087,S04,100.499,102.191,99.058,1.54
K1087,S04,100.855,102.191,99.058,1.54
K1088,S01,23.273,25.856,21.004,2.0
K1088,S01,23.868,25.856,21.004,2.0
K1088,S01,23.056,25.856,21.004,2.0
K1088,S01,23.728,25.856,21.004,2.0
K1088,S01,23.252,25.856,21.004,2.0
K1089,S01,50.976,53.465,48.303,1.14
K1089,S01,51.469,53.465,48.303,1.14
K1089,S01,50.756,53.465,48.303,1.14
K1089,S01,50.978,53.465,48.303,1.14
K1089,S01,50.377,53.465,48.303,1.14
K1090,S01,55.046,60.276,51.774,0.97
K1090,S01,57.89,60.276,51.774,0.97
K1090,S01,56.317,60.276,51.774,0.97
K1090,S01,55.517,60.276,51.774,0.97
K1090,S01,57.068,60.276,51.774,0.97
K1091,S02,15.107,16.113,7.367,0.73
K1091,S02,12.947,16.113,7.367,0.73
K1091,S02,11.179,16.113,7.367,0.73
K1092,S03,54.605,56.448,48.34,0.67
K1092,S03,53.302,56.448,48.34,0.67
K1093,S03,88.031,93.786,84.312,0.7
K1093,S03,89.563,93.786,84.312,0.7
K1093,S03,88.575,93.786,84.312,0.7
K1093,S03,91.17,93.786,84.312,0.7
K1094,S03,77.27,77.844,76.713,1.09
K1094,S03,77.234,77.844,76.713,1.09
K1094,S03,77.312,77.844,76.713,1.09
K1094,S03,77.433,77.844,76.713,1.09
K1094,S03,77.267,77.844,76.713,1.09
K1095,S04,130.526,132.076,129.476,1.25
K1095,S04,130.927,132.076,129.476,1.25
K1095,S04,131.035,132.076,129.476,1.25
K1095,S04,130.624,132.076,129.476,1.25
K1095,S04,130.871,132.076,129.476,1.25
K1096,S01,161.577,162.829,158.93,0.62
K1096,S01,160.864,162.829,158.93,0.62
K1096,S01,160.791,162.829,158.93,0.62
K1096,S01,159.295,162.829,158.93,0.62
K1097,S01,97.72,99.614,93.671,1.82
K1097,S01,97.007,99.614,93.671,1.82
K1097,S01,96.541,99.614,93.671,1.82
K1097,S01,96.522,99.614,93.671,1.82
K1098,S01,95.312,97.339,93.676,0.87
K1098,S01,96.454,97.339,93.676,0.87
K1098,S01,96.246,97.339,93.676,0.87
K1098,S01,96.232,97.339,93.676,0.87
K1098,S01,95.789,97.339,93.676,0.87
K1099,S02,193.886,197.038,192.77,1.09
K1099,S02,194.612,197.038,192.77,1.09
K1099,S02,194.895,197.038,192.77,1.09
K1099,S02,194.607,197.038,192.77,1.09
K1099,S02,194.996,197.038,192.77,1.09
K1100,S02,42.93,44.806,40.065,1.32
K1100,S02,42.176,44.806,40.065,1.32
K1101,S01,22.501,24.663,20.593,1.24
K1101,S01,23.206,24.663,20.593,1.24
K1101,S01,22.389,24.663,20.593,1.24
K1101,S01,23.964,24.663,20.593,1.24
K1101,S01,22.751,24.663,20.593,1.24
K1102,S01,54.141,56.187,52.505,1.06
K1102,S01,54.579,56.187,52.505,1.06
K1102,S01,54.298,56.187,52.505,1.06
K1103,S02,154.821,158.777,150.275,1.47
K1103,S02,154.367,158.777,150.275,1.47
K1103,S02,154.655,158.777,150.275,1.47
K1103,S02,153.406,158.777,150.275,1.47
K1104,S03,103.304,105.232,98.196,1.04
K1104,S03,101.686,105.232,98.196,1.04
K1104,S03,99.986,105.232,98.196,1.04
K1105,S03,103.448,104.038,102.91,0.71
K1105,S03,103.031,104.038,102.91,0.71
K1106,S04,197.65,201.213,194.018,1.78
K1106,S04,197.525,201.213,194.018,1.78
K1107,S04,175.027,177.146,173.719,0.92
K1107,S04,176.346,177.146,173.719,0.92
K1107,S04,176.071,177.146,173.719,0.92
K1107,S04,175.74,177.146,173.719,0.92
K1108,S04,168.558,171.994,163.572,1.66
K1108,S04,167.321,171.994,163.572,1.66
K1108,S04,166.029,171.994,163.572,1.66
K1108,S04,169.3,171.994,163.572,1.66
K1108,S04,166.103,171.994,163.572,1.66
K1109,S01,28.21,31.221,24.064,2.13
K1109,S01,28.446,31.221,24.064,2.13
K1109,S01,27.774,31.221,24.064,2.13
K1109,S01,28.167,31.221,24.064,2.13
K1110,S02,36.809,37.533,35.983,0.72
K1110,S02,37.25,37.533,35.983,0.72
K1110,S02,36.475,37.533,35.983,0.72
K1111,S02,164.015,169.26,159.67,0.92
K1111,S02,166.139,169.26,159.67,0.92
K1111,S02,165.546,169.26,159.67,0.92
K1112,S02,130.848,134.142,124.348,0.78
K1112,S02,133.937,134.142,124.348,0.78
K1113,S03,177.088,179.105,175.244,2.19
K1113,S03,177.004,179.105,175.244,2.19
K1113,S03,177.125,179.105,175.244,2.19
K1113,S03,176.911,179.105,175.244,2.19
K1114,S04,33.772,34.259,31.562,0.65
K1114,S04,32.719,34.259,31.562,0.65
K1115,S01,159.814,163.162,156.869,2.04
K1115,S01,159.869,163.162,156.869,2.04
K1115,S01,159.391,163.162,156.869,2.04
K1115,S01,161.283,163.162,156.869,2.04
K1115,S01,159.563,163.162,156.869,2.04
K1116,S01,101.192,104.159,98.314,2.18
K1116,S01,101.608,104.159,98.314,2.18
K1116,S01,100.958,104.159,98.314,2.18
K1116,S01,100.666,104.159,98.314,2.18
K1117,S01,192.32,193.571,191.864,1.5
K1117,S01,192.572,193.571,191.864,1.5
K1117,S01,192.504,193.571,191.864,1.5
K1118,S02,63.81,65.491,61.699,1.94
K1118,S02,64.134,65.491,61.699,1.94
K1118,S02,63.694,65.491,61.699,1.94
K1118,S02,63.596,65.491,61.699,1.94
K1119,S02,148.491,151.211,145.33,1.24
K1119,S02,147.751,151.211,145.33,1.24
K1119,S02,147.89,151.211,145.33,1.24
K1119,S02,148.309,151.211,145.33,1.24
K1119,S02,147.881,151.211,145.33,1.24
K1120,S01,190.675,192.539,189.36,1.63
K1120,S01,190.988,192.539,189.36,1.63
K1120,S01,190.931,192.539,189.36,1.63
K1121,S02,182.215,183.21,181.737,1.09
K1121,S02,182.71,183.21,181.737,1.09
K1121,S02,182.703,183.21,181.737,1.09
K1121,S02,182.609,183.21,181.737,1.09
K1122,S02,164.987,165.576,164.272,1.03
K1122,S02,164.709,165.576,164.272,1.03
K1122,S02,165.228,165.576,164.272,1.03
K1123,S02,129.081,129.671,128.265,1.68
K1123,S02,128.999,129.671,128.265,1.68
K1123,S02,128.927,129.671,128.265,1.68
K1123,S02,128.916,129.671,128.265,1.68
K1124,S01,42.613,46.133,38.966,0.66
K1124,S01,44.519,46.133,38.966,0.66
K1124,S01,42.022,46.133,38.966,0.66
K1125,S02,13.922,15.446,11.91,2.09
K1125,S02,13.655,15.446,11.91,2.09
K1125,S02,13.839,15.446,11.91,2.09
K1126,S02,147.965,148.537,147.299,1.01
K1126,S02,147.814,148.537,147.299,1.01
K1126,S02,148.116,148.537,147.299,1.01
K1126,S02,147.578,148.537,147.299,1.01
K1126,S02,148.172,148.537,147.299,1.01
K1127,S02,19.756,23.974,14.678,2.16
K1127,S02,20.228,23.974,14.678,2.16
K1128,S03,71.957,72.648,70.54,0.85
K1128,S03,72.314,72.648,70.54,0.85
K1128,S03,71.708,72.648,70.54,0.85
K1129,S04,81.248,83.707,76.771,1.38
K1129,S04,80.047,83.707,76.771,1.38
K1129,S04,79.609,83.707,76.771,1.38
K1129,S04,79.348,83.707,76.771,1.38
K1130,S04,128.212,129.897,125.7,1.0
K1130,S04,127.629,129.897,125.7,1.0
K1130,S04,127.8,129.897,125.7,1.0
K1130,S04,127.599,129.897,125.7,1.0
K1131,S01,36.372,40.496,33.194,1.74
K1131,S01,36.924,40.496,33.194,1.74
K1131,S01,37.276,40.496,33.194,1.74
K1132,S01,37.831,40.274,31.151,1.04
K1132,S01,34.786,40.274,31.151,1.04
K1132,S01,33.397,40.274,31.151,1.04
K1132,S01,35.467,40.274,31.151,1.04
K1133,S02,197.852,202.645,194.622,1.61
K1133,S02,199.809,202.645,194.622,1.61
K1133,S02,199.068,202.645,194.622,1.61
K1133,S02,198.978,202.645,194.622,1.61
K1134,S01,17.579,23.801,14.083,0.87
K1134,S01,21.987,23.801,14.083,0.87
K1134,S01,18.436,23.801,14.083,0.87
K1134,S01,20.859,23.801,14.083,0.87
K1134,S01,17.987,23.801,14.083,0.87
K1135,S01,12.806,17.863,9.041,2.01
K1135,S01,13.264,17.863,9.041,2.01
K1135,S01,12.223,17.863,9.041,2.01
K1136,S02,120.629,121.188,120.164,0.65
K1136,S02,121.065,121.188,120.164,0.65
K1137,S02,13.956,16.234,11.73,2.04
K1137,S02,13.857,16.234,11.73,2.04
K1137,S02,14.076,16.234,11.73,2.04
K1137,S02,14.429,16.234,11.73,2.04
K1137,S02,14.536,16.234,11.73,2.04
K1138,S03,82.304,83.764,80.329,1.91
K1138,S03,81.736,83.764,80.329,1.91
K1138,S03,82.485,83.764,80.329,1.91
K1138,S03,81.875,83.764,80.329,1.91
K1138,S03,81.631,83.764,80.329,1.91
K1139,S03,12.452,15.164,6.388,1.21
K1139,S03,10.077,15.164,6.388,1.21
K1139,S03,12.333,15.164,6.388,1.21
K1140,S01,98.849,103.935,93.953,0.91
K1140,S01,98.33,103.935,93.953,0.91
K1141,S01,146.235,151.855,145.002,0.7
K1141,S01,147.59,151.855,145.002,0.7
K1141,S01,151.479,151.855,145.002,0.7
K1141,S01,148.652,151.855,145.002,0.7
K1142,S02,128.737,134.914,126.351,0.88
K1142,S02,128.239,134.914,126.351,0.88
K1142,S02,131.714,134.914,126.351,0.88
K1142,S02,131.226,134.914,126.351,0.88
K1142,S02,128.37,134.914,126.351,0.88
K1143,S03,51.155,52.546,49.476,2.17
K1143,S03,50.897,52.546,49.476,2.17
K1143,S03,50.727,52.546,49.476,2.17
K1143,S03,51.195,52.546,49.476,2.17
K1144,S03,176.417,179.36,172.421,1.4
K1144,S03,175.962,179.36,172.421,1.4
K1144,S03,178.27,179.36,172.421,1.4
K1145,S03,55.228,56.785,52.851,1.4
K1145,S03,55.077,56.785,52.851,1.4
K1145,S03,55.247,56.785,52.851,1.4
K1145,S03,54.359,56.785,52.851,1.4
K1146,S01,140.902,145.125,137.541,1.92
K1146,S01,140.854,145.125,137.541,1.92
K1147,S01,84.21,87.976,80.909,1.95
K1147,S01,85.683,87.976,80.909,1.95
K1147,S01,84.387,87.976,80.909,1.95
K1147,S01,84.374,87.976,80.909,1.95
K1147,S01,84.789,87.976,80.909,1.95
K1148,S02,50.362,52.668,48.946,1.77
K1148,S02,51.228,52.668,48.946,1.77
K1149,S02,164.655,167.096,158.85,1.32
K1149,S02,164.548,167.096,158.85,1.32
K1149,S02,161.205,167.096,158.85,1.32
K1150,S03,48.541,51.623,46.849,1.32
K1150,S03,49.756,51.623,46.849,1.32
K1150,S03,49.513,51.623,46.849,1.32
K1150,S03,49.971,51.623,46.849,1.32
K1150,S03,48.675,51.623,46.849,1.32
K1151,S03,23.984,26.356,22.122,1.19
K1151,S03,23.52,26.356,22.122,1.19
K1151,S03,23.929,26.356,22.122,1.19
K1151,S03,25.217,26.356,22.122,1.19
K1152,S03,172.156,176.166,168.035,1.61
K1152,S03,171.327,176.166,168.035,1.61
K1153,S01,61.725,63.562,60.928,0.95
K1153,S01,62.52,63.562,60.928,0.95
K1153,S01,61.848,63.562,60.928,0.95
K1154,S01,62.434,63.113,61.335,1.26
K1154,S01,61.818,63.113,61.335,1.26
K1155,S01,93.252,94.857,92.191,1.7
K1155,S01,93.687,94.857,92.191,1.7
K1156,S02,169.802,170.1,168.222,0.8
K1156,S02,169.074,170.1,168.222,0.8
K1156,S02,169.363,170.1,168.222,0.8
K1157,S02,90.491,92.806,88.558,1.61
K1157,S02,91.063,92.806,88.558,1.61
K1157,S02,89.995,92.806,88.558,1.61
K1157,S02,90.377,92.806,88.558,1.61
K1158,S02,27.197,30.083,25.659,0.85
K1158,S02,28.647,30.083,25.659,0.85
K1158,S02,28.275,30.083,25.659,0.85
K1158,S02,28.23,30.083,25.659,0.85
K1158,S02,28.871,30.083,25.659,0.85
K1159,S01,109.093,110.101,106.604,0.93
K1159,S01,107.794,110.101,106.604,0.93
K1159,S01,109.258,110.101,106.604,0.93
K1160,S01,152.542,156.697,149.303,2.02
K1160,S01,152.642,156.697,149.303,2.02
K1160,S01,152.648,156.697,149.303,2.02
K1161,S01,38.336,41.23,37.342,1.01
K1161,S01,38.981,41.23,37.342,1.01
K1161,S01,38.617,41.23,37.342,1.01
K1161,S01,38.532,41.23,37.342,1.01
K1161,S01,40.074,41.23,37.342,1.01
K1162,S02,66.317,72.213,62.49,2.04
K1162,S02,66.468,72.213,62.49,2.04
K1162,S02,68.755,72.213,62.49,2.04
K1162,S02,66.812,72.213,62.49,2.04
K1162,S02,67.664,72.213,62.49,2.04
K1163,S02,159.856,166.246,157.632,1.9
K1163,S02,162.478,166.246,157.632,1.9
K1163,S02,162.257,166.246,157.632,1.9
K1163,S02,162.358,166.246,157.632,1.9
K1163,S02,161.572,166.246,157.632,1.9
K1164,S02,185.5,188.489,182.897,1.64
K1164,S02,185.466,188.489,182.897,1.64
K1165,S01,108.03,111.052,105.485,1.09
K1165,S01,107.517,111.052,105.485,1.09
K1166,S01,55.507,59.666,51.503,1.62
K1166,S01,55.779,59.666,51.503,1.62
K1166,S01,56.895,59.666,51.503,1.62
K1166,S01,55.469,59.666,51.503,1.62
K1166,S01,55.144,59.666,51.503,1.62
K1167,S02,13.512,17.028,10.549,1.65
K1167,S02,13.706,17.028,10.549,1.65
K1167,S02,13.849,17.028,10.549,1.65
K1167,S02,13.726,17.028,10.549,1.65
