NCR_ID,PartNumber,DefectCode,DetectedAtStation,Disposition,PPM_Rate,EightD_Status
NCR-US-00043,MER-FRONT-SUSPENSION-0010,WELD-UNDERCUT,EN-S02,Rework,265,Closed
NCR-US-00044,MER-DOOR-PANELS-0019,DIM-GAP-FLUSH,EN-S03,Scrap,160,Closed
NCR-US-00045,MER-CENTER-CONSOLE-0018,WELD-POROSITY,EN-S01,Rework,74,Closed
NCR-US-00046,MER-BUMPER-REAR-0007,DIM-GAP-FLUSH,EN-S01,Rework,400,Open-D6
NCR-US-00047,MER-EXHAUST-PIPE-0042,ASSY-MISSING-FASTENER,EN-S02,Rework,482,Closed
NCR-US-00048,MER-FUEL-INJECTOR-0038,WELD-UNDERCUT,EN-S03,Rework,395,Closed
NCR-US-00049,MER-BUMPER-FRONT-0006,WELD-UNDERCUT,EN-S01,Rework,340,Closed
NCR-US-00050,MER-GEARBOX-HOUSING-0032,MATERIAL-CONTAMINATION,EN-S01,Use-As-Is,360,Closed
NCR-US-00051,MER-FENDERS-0008,PAINT-ORANGE-PEEL,EN-S02,Scrap,71,Open-D3
NCR-US-00052,MER-FENDERS-0008,PAINT-ORANGE-PEEL,EN-S02,Scrap,219,Open-D7
NCR-US-00053,MER-FENDERS-0008,WELD-POROSITY,EN-S01,Rework,170,Open-D8
NCR-US-00054,MER-DOORS-0004,DIM-GAP-FLUSH,EN-S03,Rework,403,Closed
NCR-US-00055,MER-FUEL-TANK-0036,DIM-OUT-OF-TOLERANCE,EN-S02,Rework,166,Open-D7
NCR-US-00056,MER-HOOD-0005,SEAL-LEAK,EN-S01,Rework,64,Closed
NCR-US-00057,MER-CRANKSHAFT-0029,ELEC-CONNECTOR-MISMATE,EN-S02,Rework,41,Closed
NCR-US-00058,MER-WHEELS-0014,WELD-UNDERCUT,EN-S01,Rework,218,Open-D2
NCR-US-00059,MER-DASHBOARD-0017,SEAL-LEAK,EN-S03,Use-As-Is,461,Open-D5
NCR-US-00060,MER-WIRING-HARNESS-0022,SEAL-LEAK,EN-S02,Rework,450,Open-D5
NCR-US-00061,MER-CLUTCH-ASSEMBLY-0033,SEAL-LEAK,EN-S03,Use-As-Is,98,Closed
NCR-US-00062,MER-DASHBOARD-0017,ASSY-MISSING-FASTENER,EN-S01,Rework,150,Open-D2
NCR-US-00063,MER-BUMPER-REAR-0007,MATERIAL-CONTAMINATION,EN-S01,Scrap,340,Closed
NCR-US-00064,MER-SEATS-0016,ASSY-CROSS-THREAD,EN-S02,Scrap,276,Closed
NCR-US-00065,MER-PISTONS-0030,WELD-UNDERCUT,EN-S01,Rework,204,Closed
NCR-US-00066,MER-EXHAUST-PIPE-0042,ELEC-SHORT-CIRCUIT,EN-S01,Rework,95,Open-D5
NCR-US-00067,MER-CATALYTIC-CONVER-0040,DIM-OUT-OF-TOLERANCE,EN-S01,Rework,442,Closed
NCR-US-00068,MER-BRAKE-SYSTEM-0012,ASSY-MISSING-FASTENER,EN-S03,Rework,320,Closed
NCR-US-00069,MER-FUEL-PUMP-0037,PAINT-ORANGE-PEEL,EN-S03,Use-As-Is,69,Open-D1
NCR-US-00070,MER-GEAR-SET-0034,ELEC-CONNECTOR-MISMATE,EN-S01,Rework,190,Open-D2
NCR-US-00071,MER-FUEL-TANK-0036,PAINT-ORANGE-PEEL,EN-S01,Rework,220,Closed
NCR-US-00072,MER-CYLINDER-BLOCK-0027,ASSY-MISSING-FASTENER,EN-S03,Rework,484,Open-D7
NCR-US-00073,MER-FENDERS-0008,SEAL-LEAK,EN-S01,Rework,431,Closed
NCR-US-00074,MER-MUFFLER-0041,PAINT-ORANGE-PEEL,EN-S02,Scrap,308,Closed
NCR-US-00075,MER-EXHAUST-PIPE-0042,WELD-UNDERCUT,EN-S02,Use-As-Is,20,Open-D3
NCR-US-00076,MER-DOORS-0004,PAINT-RUNS,EN-S02,Scrap,56,Open-D3
NCR-US-00077,MER-BODY-SHELL-0003,PAINT-ORANGE-PEEL,EN-S02,Scrap,393,Open-D4
NCR-US-00078,MER-EXHAUST-PIPE-0042,WELD-POROSITY,EN-S02,Scrap,422,Closed
NCR-US-00079,MER-CLUTCH-ASSEMBLY-0033,ELEC-SHORT-CIRCUIT,EN-S02,Rework,476,Closed
NCR-US-00080,MER-PISTONS-0030,SEAL-LEAK,EN-S01,Rework,115,Closed
NCR-US-00081,MER-BUMPER-REAR-0007,WELD-UNDERCUT,EN-S02,Scrap,186,Closed
NCR-US-00082,MER-BUMPER-FRONT-0006,SEAL-LEAK,EN-S01,Rework,45,Closed
NCR-US-00083,MER-FUEL-PUMP-0037,PAINT-ORANGE-PEEL,EN-S01,Rework,161,Closed
NCR-US-00084,MER-SEATS-0016,ASSY-WRONG-PART,EN-S02,Scrap,240,Closed
NCR-US-00085,MER-BODY-SHELL-0003,DIM-OUT-OF-TOLERANCE,EN-S02,Rework,483,Open-D6
NCR-US-00086,MER-BODY-SHELL-0003,ELEC-OPEN-CIRCUIT,EN-S02,Rework,338,Open-D3
NCR-US-00087,MER-DOOR-PANELS-0019,DIM-GAP-FLUSH,EN-S01,Rework,242,Open-D2
NCR-US-00088,MER-CYLINDER-BLOCK-0027,DIM-OUT-OF-TOLERANCE,EN-S02,Rework,388,Open-D7
NCR-US-00089,MER-CYLINDER-BLOCK-0027,ELEC-SHORT-CIRCUIT,EN-S01,Use-As-Is,21,Closed
NCR-US-00090,MER-GEARBOX-HOUSING-0032,ASSY-MISSING-FASTENER,EN-S01,Scrap,105,Closed
NCR-US-00091,MER-VEH-SUV-0001,ELEC-CONNECTOR-MISMATE,EN-S03,Scrap,302,Open-D5
NCR-US-00092,MER-FUEL-PUMP-0037,PAINT-RUNS,EN-S02,Use-As-Is,96,Open-D7
NCR-US-00093,MER-BUMPER-FRONT-0006,ASSY-WRONG-PART,EN-S02,Rework,64,Open-D4
NCR-US-00094,MER-DASHBOARD-0017,DIM-OUT-OF-TOLERANCE,EN-S02,Use-As-Is,293,Closed
NCR-US-00095,MER-WIRING-HARNESS-0022,PAINT-BLISTER,EN-S03,Rework,243,Open-D4
NCR-US-00096,MER-CLUTCH-ASSEMBLY-0033,ELEC-SHORT-CIRCUIT,EN-S02,Use-As-Is,319,Closed
NCR-US-00097,MER-BRAKE-SYSTEM-0012,DIM-GAP-FLUSH,EN-S03,Scrap,48,Closed
NCR-US-00098,MER-FUEL-PUMP-0037,MATERIAL-CONTAMINATION,EN-S01,Rework,442,Open-D8
NCR-US-00099,MER-FUEL-INJECTOR-0038,PAINT-RUNS,EN-S01,Rework,23,Closed
NCR-US-00100,MER-CYLINDER-BLOCK-0027,ELEC-SHORT-CIRCUIT,EN-S01,Scrap,370,Open-D2
NCR-US-00101,MER-VEH-COMPACT-0001,WELD-UNDERCUT,EN-S01,Rework,57,Closed
NCR-US-00102,MER-CENTER-CONSOLE-0018,ELEC-CONNECTOR-MISMATE,EN-S01,Rework,37,Open-D2
NCR-US-00103,MER-BUMPER-FRONT-0006,ASSY-MISSING-FASTENER,EN-S01,Rework,154,Open-D3
NCR-US-00104,MER-HOOD-0005,DIM-GAP-FLUSH,EN-S04,Rework,203,Open-D1
NCR-US-00105,MER-DASHBOARD-0017,DIM-OUT-OF-TOLERANCE,EN-S03,Scrap,130,Closed
NCR-US-00106,MER-INFOTAINMENT-UNI-0025,SEAL-LEAK,EN-S02,Scrap,390,Closed
NCR-US-00107,MER-CYLINDER-HEAD-0028,PAINT-RUNS,EN-S01,Scrap,64,Open-D6
NCR-US-00108,MER-FUEL-TANK-0036,PAINT-BLISTER,EN-S01,Scrap,425,Closed
NCR-US-00109,MER-BRAKE-SYSTEM-0012,DIM-GAP-FLUSH,EN-S02,Rework,217,Closed
NCR-US-00110,MER-FUEL-INJECTOR-0038,WELD-UNDERCUT,EN-S02,Rework,430,Open-D1
NCR-US-00111,MER-MUFFLER-0041,DIM-GAP-FLUSH,EN-S03,Use-As-Is,310,Closed
NCR-US-00112,MER-BUMPER-FRONT-0006,WELD-UNDERCUT,EN-S01,Scrap,408,Closed
NCR-US-00113,MER-VEH-COMPACT-0001,MATERIAL-CONTAMINATION,EN-S02,Scrap,121,Closed
NCR-US-00114,MER-DOOR-PANELS-0019,PAINT-RUNS,EN-S04,Rework,439,Closed
NCR-US-00115,MER-STEERING-SYSTEM-0013,ELEC-OPEN-CIRCUIT,EN-S03,Rework,343,Closed
NCR-US-00116,MER-FUEL-PUMP-0037,ASSY-CROSS-THREAD,EN-S01,Use-As-Is,464,Closed
NCR-US-00117,MER-WHEELS-0014,SURFACE-SCRATCH,EN-S02,Rework,405,Closed
NCR-US-00118,MER-GEAR-SET-0034,ELEC-SHORT-CIRCUIT,EN-S03,Rework,322,Closed
NCR-US-00119,MER-SEATS-0016,PAINT-RUNS,EN-S01,Rework,242,Closed
NCR-US-00120,MER-LOW-VOLTAGE-BATT-0023,PAINT-RUNS,EN-S03,Use-As-Is,299,Open-D3
NCR-US-00121,MER-SEATS-0016,ASSY-WRONG-PART,EN-S02,Scrap,120,Open-D4
NCR-US-00122,MER-CATALYTIC-CONVER-0040,SURFACE-SCRATCH,EN-S03,Scrap,337,Open-D5
NCR-US-00123,MER-EXHAUST-PIPE-0042,MATERIAL-CONTAMINATION,EN-S02,Scrap,98,Open-D2
NCR-US-00124,MER-LIGHTING-SYSTEM-0024,ELEC-OPEN-CIRCUIT,EN-S03,Rework,127,Closed
NCR-US-00125,MER-MUFFLER-0041,DIM-OUT-OF-TOLERANCE,EN-S01,Rework,30,Open-D2
NCR-US-00126,MER-BUMPER-FRONT-0006,PAINT-BLISTER,EN-S01,Rework,433,Closed
NCR-US-00127,MER-BODY-SHELL-0003,ASSY-MISSING-FASTENER,EN-S03,Rework,204,Closed
NCR-US-00128,MER-MUFFLER-0041,PAINT-RUNS,EN-S02,Use-As-Is,38,Closed
NCR-US-00129,MER-CENTER-CONSOLE-0018,PAINT-ORANGE-PEEL,EN-S03,Scrap,386,Closed
NCR-US-00130,MER-BRAKE-SYSTEM-0012,WELD-MISALIGN,EN-S01,Rework,100,Closed
NCR-US-00131,MER-FUEL-TANK-0036,ELEC-OPEN-CIRCUIT,EN-S02,Use-As-Is,276,Open-D7
NCR-US-00132,MER-LIGHTING-SYSTEM-0024,PAINT-BLISTER,EN-S03,Scrap,252,Open-D3
NCR-US-00133,MER-STEERING-SYSTEM-0013,ELEC-CONNECTOR-MISMATE,EN-S02,Rework,434,Closed
NCR-US-00134,MER-WHEELS-0014,WELD-UNDERCUT,EN-S03,Rework,393,Closed
NCR-US-00135,MER-FUEL-PUMP-0037,ELEC-CONNECTOR-MISMATE,EN-S01,Scrap,381,Open-D6
NCR-US-00136,MER-GEARBOX-HOUSING-0032,ELEC-OPEN-CIRCUIT,EN-S01,Rework,20,Open-D8
NCR-US-00137,MER-DASHBOARD-0017,ASSY-CROSS-THREAD,EN-S02,Rework,366,Open-D8
NCR-US-00138,MER-WHEELS-0014,ASSY-WRONG-PART,EN-S01,Rework,149,Open-D2
NCR-US-00139,MER-GEAR-SET-0034,WELD-UNDERCUT,EN-S03,Scrap,237,Closed
NCR-US-00140,MER-EXHAUST-PIPE-0042,WELD-UNDERCUT,EN-S01,Use-As-Is,364,Closed
NCR-US-00141,MER-INFOTAINMENT-UNI-0025,ASSY-MISSING-FASTENER,EN-S01,Rework,243,Closed
NCR-US-00142,MER-STEERING-SYSTEM-0013,WELD-UNDERCUT,EN-S02,Rework,249,Open-D1
NCR-US-00143,MER-DOOR-PANELS-0019,DIM-GAP-FLUSH,EN-S04,Rework,324,Open-D1
NCR-US-00144,MER-GEARBOX-HOUSING-0032,PAINT-ORANGE-PEEL,EN-S02,Rework,26,Closed
NCR-US-00145,MER-SEATS-0016,SURFACE-SCRATCH,EN-S02,Rework,491,Open-D5
NCR-US-00146,MER-CATALYTIC-CONVER-0040,DIM-GAP-FLUSH,EN-S03,Use-As-Is,474,Open-D5
NCR-US-00147,MER-SEATS-0016,ELEC-OPEN-CIRCUIT,EN-S04,Scrap,209,Open-D7
NCR-US-00148,MER-MUFFLER-0041,ELEC-SHORT-CIRCUIT,EN-S02,Scrap,143,Closed
NCR-US-00149,MER-CENTER-CONSOLE-0018,DIM-GAP-FLUSH,EN-S01,Rework,375,Open-D5
NCR-US-00150,MER-LIGHTING-SYSTEM-0024,ASSY-CROSS-THREAD,EN-S03,Rework,192,Open-D5
NCR-US-00151,MER-CYLINDER-HEAD-0028,DIM-OUT-OF-TOLERANCE,EN-S01,Rework,425,Closed
NCR-US-00152,MER-FENDERS-0008,DIM-OUT-OF-TOLERANCE,EN-S01,Use-As-Is,331,Open-D2
NCR-US-00153,MER-LOW-VOLTAGE-BATT-0023,MATERIAL-CONTAMINATION,EN-S02,Scrap,368,Closed
NCR-US-00154,MER-STEERING-SYSTEM-0013,MATERIAL-CONTAMINATION,EN-S02,Scrap,157,Open-D8
