LineID,ProcessNo,ProcessName,WorkCenterID,StationID,AssetRef,ProductRef,MaterialRef
L13,PR-0001,Dispensing Sealing Compound,WU73,S01,,,
L13,PR-0001,Dispensing Sealing Compound,WU74,S01,000020000066,,
L13,PR-0003,Bolt Torquing,WU75,S02,000020000067,,
L14,PR-0080,Sealing - Dashboard Assembly,WU76,S01,000020000068,,
L14,PR-0176,Dashboard Assembly Coating,WU77,S01,000020000069,,
L14,PR-0001,Dispensing Sealing Compound,WU78,S01,000020000070,,
L14,PR-0006,Cathodic Dip Coating,WU79,S02,000020000071,,
L14,PR-0042,Assembly - Wire Harness,WU80,S02,000020000072,,
L14,PR-0025,Cell Formation,WU81,S03,000020000073,,
L14,PR-0002,RSW Operation,WU82,S03,000020000074,,
L14,PR-0004,Camera Inspection,WU83,S03,000020000075,,
L15,PR-0018,Deep Drawing,WU84,S01,000020000076,,
L15,PR-0001,Dispensing Sealing Compound,WU85,S01,,,
L15,PR-0048,Grinding - Trunk Lid,WU86,S01,000020000077,,
L15,PR-0003,Bolt Torquing,WU87,S02,000020000078,,
L15,PR-0073,Seal Application - Battery Module,WU88,S02,000020000079,,
L15,PR-0031,Transmission Housing Stamping,WU89,S03,000020000080,,
L16,PR-0025,Cell Formation,WU90,S01,000020000081,,
L16,PR-0051,Battery Module Dispensing,WU91,S01,000020000082,,
L16,PR-0001,Dispensing Sealing Compound,WU92,S01,000020000083,,
L16,PR-0003,Bolt Torquing,WU93,S02,000020000084,,
L16,PR-0012,Chassis Sealing,WU94,S03,000020000085,,
L16,PR-0054,Test - Chassis Frame,WU95,S03,000020000086,,
L16,PR-0083,Engine Block Stamping,WU96,S03,000020000087,,
L16,PR-0005,Pressure Decay Test,WU97,S04,000020000088,,
L17,PR-0060,Grinding - Rear Axle,WU98,S01,000020000089,,
L17,PR-0002,RSW Operation,WU99,S01,000020000090,,
L17,PR-0001,Dispensing Sealing Compound,WU100,S01,000020000091,,
L17,PR-0002,RSW Operation,WU101,S02,000020000092,,
L17,PR-0113,Trimming Operation - Body Panel,WU102,S02,000020000093,,
L17,PR-0014,Alignment Check,WU103,S03,000020000094,,
L17,PR-0010,Cable Routing,WU104,S03,000020000095,,
L17,PR-0044,Milling - Wheel Hub,WU105,S03,000020000096,,
L17,PR-0001,Dispensing Sealing Compound,WU106,S04,000020000097,,
L18,PR-0001,Dispensing Sealing Compound,WU107,S01,000020000098,,
L18,PR-0001,Dispensing Sealing Compound,WU108,S02,000020000099,,
L18,PR-0001,Dispensing Sealing Compound,WU109,S02,000020000100,,
L19,PR-0008,Clearcoat Application,WU110,S01,000020000101,,
L19,PR-0003,Bolt Torquing,WU111,S02,000020000102,,
L19,PR-0057,Transmission Housing Trimming,WU112,S02,000020000103,,
L19,PR-0078,Assembly - Floor Pan,WU113,S03,000020000104,,
L19,PR-0129,Seat Frame Calibration,WU114,S03,000020000105,,
L19,PR-0002,RSW Operation,WU115,S03,000020000106,,
L19,PR-0011,EOL Functional Check,WU116,S04,000020000107,,
L20,PR-0001,Dispensing Sealing Compound,WU117,S01,000020000108,,
L20,PR-0002,RSW Operation,WU118,S02,000020000109,,
L20,PR-0021,Cushion Molding,WU119,S02,000020000110,,
L20,PR-0007,Base Coat Spray,WU120,S02,000020000111,,
L20,PR-0033,Glass Panel Machining,WU121,S03,000020000112,,
L20,PR-0078,Assembly - Floor Pan,WU122,S03,000020000113,,
L20,PR-0001,Dispensing Sealing Compound,WU123,S04,000020000114,,
L20,PR-0140,Machining - Seat Frame,WU124,S04,000020000115,,
L21,PR-0001,Dispensing Sealing Compound,WU125,S01,000020000116,,
L21,PR-0180,Boring - Wheel Hub,WU126,S01,000020000117,,
L21,PR-0024,Circuit Board Assembly,WU127,S02,000020000118,,
L21,PR-0001,Dispensing Sealing Compound,WU128,S02,000020000119,,
L21,PR-0006,Cathodic Dip Coating,WU129,S02,000020000120,,
L22,PR-0003,Bolt Torquing,WU130,S01,000020000121,,
L22,PR-0061,Suspension Arm Cutting,WU131,S01,000020000122,,
L22,PR-0002,RSW Operation,WU132,S01,000020000123,,
L22,PR-0072,Calibration - Battery Module,WU133,S02,000020000124,,
L22,PR-0004,Camera Inspection,WU134,S02,000020000125,,
L23,PR-0188,Inspection - Floor Pan,WU135,S01,000020000126,,
L23,PR-0003,Bolt Torquing,WU136,S01,000020000127,,
L23,PR-0031,Transmission Housing Stamping,WU137,S02,000020000128,,
L23,PR-0062,Trimming - Wheel Hub,WU138,S02,000020000129,,
L23,PR-0002,RSW Operation,WU139,S03,000020000130,,
L23,PR-0001,Dispensing Sealing Compound,WU140,S04,000020000131,,
L23,PR-0014,Alignment Check,WU141,S04,000020000132,,
L24,PR-0030,Block Machining,WU142,S01,000020000133,,
L24,PR-0068,Packaging - Dashboard Assembly,WU143,S01,000020000134,,
L24,PR-0003,Bolt Torquing,WU144,S02,000020000135,,
L25,PR-0095,Dispensing - Floor Pan,WU145,S01,000020000136,,
L25,PR-0122,Securing - Hood Panel,WU146,S01,000020000137,,
L25,PR-0055,Engine Block Calibration,WU147,S02,000020000138,,
L25,PR-0001,Dispensing Sealing Compound,WU148,S03,000020000139,,
L25,PR-0001,Dispensing Sealing Compound,WU149,S03,000020000140,,
L25,PR-0198,Baking - Transmission Housing,WU150,S03,000020000141,,
L26,PR-0042,Assembly - Wire Harness,WU151,S01,000020000142,,
L26,PR-0022,Cover Stitching,WU152,S01,000020000143,,
L26,PR-0112,Molding - Glass Panel,WU153,S01,000020000144,,
L26,PR-0001,Dispensing Sealing Compound,WU154,S02,000020000145,,
L26,PR-0048,Grinding - Trunk Lid,WU155,S03,000020000146,,
L27,PR-0026,Cam Assembly,WU156,S01,,,
L27,PR-0082,Curing - Steering Column,WU157,S02,000020000147,,
L27,PR-0054,Test - Chassis Frame,WU158,S03,000020000148,,
L27,PR-0010,Cable Routing,WU159,S03,000020000149,,
L28,PR-0001,Dispensing Sealing Compound,WU160,S01,000020000150,,
L28,PR-0118,Trunk Lid Sealing,WU161,S01,000020000151,,
L28,PR-0050,Check - Steering Column,WU162,S01,000020000152,,
L28,PR-0005,Pressure Decay Test,WU163,S02,000020000153,,
L29,PR-0182,Securing - Roof Rail,WU164,S01,000020000154,,
L29,PR-0003,Bolt Torquing,WU165,S01,000020000155,,
L29,PR-0005,Pressure Decay Test,WU166,S02,000020000156,,
L29,PR-0173,Fastening - Transmission Housing,WU167,S02,000020000157,,
L29,PR-0029,Connector Fitment,WU168,S02,000020000158,,
L30,PR-0099,Check - Bumper Fascia,WU169,S01,000020000159,,
L30,PR-0104,Welding - Dashboard Assembly,WU170,S02,000020000160,,
L30,PR-0013,Door Mounting,WU171,S02,000020000161,,
L30,PR-0003,Bolt Torquing,WU172,S02,,,
L31,PR-0082,Curing - Steering Column,WU173,S01,000020000162,,
L31,PR-0011,EOL Functional Check,WU174,S01,,,
L31,PR-0015,Motor Coil Winding,WU175,S02,000020000163,,
L31,PR-0014,Alignment Check,WU176,S02,000020000164,,
L31,PR-0001,Dispensing Sealing Compound,WU177,S03,000020000165,,
L31,PR-0001,Dispensing Sealing Compound,WU178,S03,000020000166,,
L31,PR-0021,Cushion Molding,WU179,S04,000020000167,,
L31,PR-0060,Grinding - Rear Axle,WU180,S04,000020000168,,
L32,PR-0008,Clearcoat Application,WU181,S01,000020000169,,
L32,PR-0002,RSW Operation,WU182,S02,000020000170,,
L32,PR-0006,Cathodic Dip Coating,WU183,S03,,,
L33,PR-0051,Battery Module Dispensing,WU184,S01,000020000171,,
L33,PR-0001,Dispensing Sealing Compound,WU185,S01,000020000172,,
L33,PR-0015,Motor Coil Winding,WU186,S02,000020000173,,
L33,PR-0035,Transmission Housing Sealing,WU187,S02,,,
L33,PR-0006,Cathodic Dip Coating,WU188,S03,000020000174,,
L33,PR-0019,Trim and Pierce Operation,WU189,S03,,,
L33,PR-0101,Sealing - Rear Axle,WU190,S04,000020000175,,
L33,PR-0002,RSW Operation,WU191,S04,000020000176,,
L33,PR-0001,Dispensing Sealing Compound,WU192,S04,000020000177,,
L34,PR-0001,Dispensing Sealing Compound,WU193,S01,000020000178,,
L34,PR-0040,Shaping - Glass Panel,WU194,S02,000020000179,,
L35,PR-0112,Molding - Glass Panel,WU195,S01,000020000180,,
L35,PR-0032,Testing - Fuel Rail,WU196,S01,000020000181,,
L35,PR-0175,Radiator Core Sealing,WU197,S01,000020000182,,
L35,PR-0036,Molding - Hood Panel,WU198,S02,000020000183,,
L35,PR-0003,Bolt Torquing,WU199,S02,000020000184,,
L35,PR-0003,Bolt Torquing,WU200,S03,000020000185,,
L35,PR-0028,Gear Cutting Operation,WU201,S03,000020000186,,
L36,PR-0030,Block Machining,WU202,S01,000020000187,,
L36,PR-0012,Chassis Sealing,WU203,S02,000020000188,,
L36,PR-0012,Chassis Sealing,WU204,S02,000020000189,,
L36,PR-0006,Cathodic Dip Coating,WU205,S03,000020000190,,
L36,PR-0004,Camera Inspection,WU206,S03,,,
L36,PR-0023,Interior Fitting,WU207,S04,000020000191,,
L36,PR-0045,Stamping - Center Console,WU208,S04,000020000192,,
L37,PR-0067,Engine Block Forming,WU209,S01,000020000193,,
L37,PR-0003,Bolt Torquing,WU210,S02,,,
L37,PR-0087,Rear Axle Cutting,WU211,S02,000020000194,,
L37,PR-0003,Bolt Torquing,WU212,S02,000020000195,,
L37,PR-0003,Bolt Torquing,WU213,S03,,,
L37,PR-0064,Center Console Trimming,WU214,S04,000020000196,,
L37,PR-0167,Deflashing - Wire Harness,WU215,S04,000020000197,,
L38,PR-0135,Securing - Door Module,WU216,S01,000020000198,,
L38,PR-0001,Dispensing Sealing Compound,WU217,S01,000020000199,,
L38,PR-0003,Bolt Torquing,WU218,S01,000020000200,,
L38,PR-0049,Abrasive Finishing - Door Module,WU219,S02,,,
L38,PR-0064,Center Console Trimming,WU220,S02,000020000201,,
L38,PR-0011,EOL Functional Check,WU221,S03,000020000203,,
L39,PR-0001,Dispensing Sealing Compound,WU222,S01,000020000204,,
L39,PR-0011,EOL Functional Check,WU223,S01,000020000205,,
L39,PR-0001,Dispensing Sealing Compound,WU224,S02,,,
L39,PR-0003,Bolt Torquing,WU225,S02,000020000206,,
L39,PR-0027,Crank Grinding,WU226,S02,,,
L40,PR-0001,Dispensing Sealing Compound,WU227,S01,000020000207,,
L40,PR-0037,Inspection - Glass Panel,WU228,S01,000020000208,,
L40,PR-0022,Cover Stitching,WU229,S01,000020000209,,
L40,PR-0007,Base Coat Spray,WU230,S02,000020000210,,
L40,PR-0005,Pressure Decay Test,WU231,S02,000020000211,,
L41,PR-0121,Fastening - Fuel Rail,WU232,S01,000020000212,,
L41,PR-0014,Alignment Check,WU233,S02,000020000213,,
L41,PR-0104,Welding - Dashboard Assembly,WU234,S02,000020000214,,
L42,PR-0006,Cathodic Dip Coating,WU235,S01,000020000215,,
L42,PR-0019,Trim and Pierce Operation,WU236,S02,000020000216,,
L42,PR-0154,Milling - Roof Rail,WU237,S02,000020000217,,
L43,PR-0001,Dispensing Sealing Compound,WU238,S01,000020000218,,
L43,PR-0003,Bolt Torquing,WU239,S02,000020000219,,
L43,PR-0123,Trimming - Door Module,WU240,S03,000020000220,,
L43,PR-0007,Base Coat Spray,WU241,S04,000020000221,,
L43,PR-0003,Bolt Torquing,WU242,S04,000020000222,,
L44,PR-0197,Stamping - Roof Rail,WU243,S01,000020000223,,
L44,PR-0001,Dispensing Sealing Compound,WU244,S01,000020000224,,
L44,PR-0020,Crimp Termination,WU245,S01,000020000225,,
L44,PR-0058,Moulding - Transmission Housing,WU246,S02,000020000226,,
L44,PR-0057,Transmission Housing Trimming,WU247,S02,000020000227,,
L44,PR-0008,Clearcoat Application,WU248,S02,000020000228,,
L44,PR-0001,Dispensing Sealing Compound,WU249,S03,000020000229,,
L44,PR-0079,Fitting - Trunk Lid,WU250,S03,000020000230,,
L44,PR-0063,Grinding - Body Panel,WU251,S03,,,
L44,PR-0002,RSW Operation,WU252,S04,000020000231,,
L45,PR-0004,Camera Inspection,WU253,S01,,,
L45,PR-0011,EOL Functional Check,WU254,S01,000020000232,,
L45,PR-0001,Dispensing Sealing Compound,WU255,S02,000020000233,,
L45,PR-0070,Deposition - Seat Frame,WU256,S02,000020000234,,
L45,PR-0127,Welding - Rear Axle,WU257,S02,000020000235,,
