OrderRef,EquipID,Type,DowntimeMinutes,MTBFHours,LinkedAssetRef
WO-2020214,ASSET-00044,Preventive,0,,
WO-2020215,ASSET-00044,Emergency,438,1593,
WO-2020216,ASSET-00044,Preventive,0,,
WO-2020217,ASSET-00044,Corrective,126,704,
WO-2020218,ASSET-00044,Preventive,0,,
WO-2020219,ASSET-00044,Corrective,65,1204,
WO-2020220,ASSET-00044,Preventive,0,,
WO-2020221,ASSET-00044,Preventive,0,,
WO-2020222,ASSET-00044,Preventive,0,,
WO-2020223,ASSET-00045,Corrective,30,1767,000020000041
WO-2020224,ASSET-00045,Corrective,86,1258,000020000041
WO-2020225,ASSET-00045,Corrective,151,1178,000020000041
WO-2020226,ASSET-00045,Corrective,170,1489,000020000041
WO-2020227,ASSET-00046,Corrective,147,213,000020000042
WO-2020228,ASSET-00046,Preventive,0,,000020000042
WO-2020229,ASSET-00046,Preventive,0,,000020000042
WO-2020230,ASSET-00047,Corrective,216,1992,000020000043
WO-2020231,ASSET-00047,Preventive,0,,000020000043
WO-2020232,ASSET-00047,Preventive,0,,000020000043
WO-2020233,ASSET-00047,Emergency,526,437,000020000043
WO-2020234,ASSET-00047,Corrective,84,1721,000020000043
WO-2020235,ASSET-00047,Corrective,216,1327,000020000043
WO-2020236,ASSET-00047,Preventive,0,,000020000043
WO-2020237,ASSET-00047,Preventive,0,,000020000043
WO-2020238,ASSET-00047,Preventive,0,,000020000043
WO-2020239,ASSET-00048,Preventive,0,,000020000044
WO-2020240,ASSET-00048,Preventive,0,,000020000044
WO-2020241,ASSET-00048,Corrective,210,1251,000020000044
WO-2020242,ASSET-00048,Emergency,501,1896,000020000044
WO-2020243,ASSET-00048,Preventive,0,,000020000044
WO-2020244,ASSET-00048,Corrective,112,1878,000020000044
WO-2020245,ASSET-00048,Corrective,167,1498,000020000044
WO-2020246,ASSET-00049,Preventive,0,,000020000045
WO-2020247,ASSET-00049,Corrective,127,463,000020000045
WO-2020248,ASSET-00049,Corrective,34,364,000020000045
WO-2020249,ASSET-00049,Corrective,200,285,000020000045
WO-2020250,ASSET-00049,Preventive,0,,000020000045
WO-2020251,ASSET-00049,Preventive,0,,000020000045
WO-2020252,ASSET-00049,Preventive,0,,000020000045
WO-2020253,ASSET-00050,Corrective,66,1101,000020000046
WO-2020254,ASSET-00050,Preventive,0,,000020000046
WO-2020255,ASSET-00050,Preventive,0,,000020000046
WO-2020256,ASSET-00051,Preventive,0,,000020000047
WO-2020257,ASSET-00051,Emergency,356,366,000020000047
WO-2020258,ASSET-00051,Preventive,0,,000020000047
WO-2020259,ASSET-00051,Preventive,0,,000020000047
WO-2020260,ASSET-00051,Corrective,201,1084,000020000047
WO-2020261,ASSET-00052,Corrective,89,849,000020000048
WO-2020262,ASSET-00052,Preventive,0,,000020000048
WO-2020263,ASSET-00052,Emergency,595,1750,000020000048
WO-2020264,ASSET-00052,Preventive,0,,000020000048
WO-2020265,ASSET-00052,Preventive,0,,000020000048
WO-2020266,ASSET-00053,Corrective,206,674,000020000049
WO-2020267,ASSET-00053,Emergency,96,925,000020000049
WO-2020268,ASSET-00053,Preventive,0,,000020000049
WO-2020269,ASSET-00053,Preventive,0,,000020000049
WO-2020270,ASSET-00054,Preventive,0,,000020000050
WO-2020271,ASSET-00054,Corrective,117,755,000020000050
WO-2020272,ASSET-00054,Corrective,188,1503,000020000050
WO-2020273,ASSET-00054,Corrective,40,1303,000020000050
WO-2020274,ASSET-00054,Preventive,0,,000020000050
WO-2020275,ASSET-00054,Corrective,50,1755,000020000050
WO-2020276,ASSET-00054,Corrective,208,1100,000020000050
WO-2020277,ASSET-00054,Corrective,114,224,000020000050
WO-2020278,ASSET-00054,Emergency,499,1587,000020000050
WO-2020279,ASSET-00054,Corrective,38,599,000020000050
WO-2020280,ASSET-00055,Corrective,223,902,000020000051
WO-2020281,ASSET-00055,Preventive,0,,000020000051
WO-2020282,ASSET-00055,Corrective,56,951,000020000051
WO-2020283,ASSET-00055,Emergency,433,1831,000020000051
WO-2020284,ASSET-00055,Preventive,0,,000020000051
WO-2020285,ASSET-00055,Preventive,0,,000020000051
WO-2020286,ASSET-00056,Corrective,65,487,000020000052
WO-2020287,ASSET-00056,Preventive,0,,000020000052
WO-2020288,ASSET-00056,Preventive,0,,000020000052
WO-2020289,ASSET-00057,Corrective,211,859,000020000053
WO-2020290,ASSET-00057,Preventive,0,,000020000053
WO-2020291,ASSET-00057,Emergency,488,1552,000020000053
WO-2020292,ASSET-00057,Corrective,214,1802,000020000053
WO-2020293,ASSET-00057,Preventive,0,,000020000053
WO-2020294,ASSET-00058,Preventive,0,,000020000054
WO-2020295,ASSET-00058,Preventive,0,,000020000054
WO-2020296,ASSET-00058,Corrective,75,1488,000020000054
WO-2020297,ASSET-00058,Preventive,0,,000020000054
WO-2020298,ASSET-00058,Corrective,96,730,000020000054
WO-2020299,ASSET-00059,Corrective,157,1635,000020000055
WO-2020300,ASSET-00059,Preventive,0,,000020000055
WO-2020301,ASSET-00059,Preventive,0,,000020000055
WO-2020302,ASSET-00059,Emergency,581,938,000020000055
WO-2020303,ASSET-00059,Emergency,292,1839,000020000055
WO-2020304,ASSET-00059,Preventive,0,,000020000055
WO-2020305,ASSET-00059,Corrective,65,946,000020000055
WO-2020306,ASSET-00059,Preventive,0,,000020000055
WO-2020307,ASSET-00060,Corrective,31,896,000020000056
WO-2020308,ASSET-00060,Corrective,133,1622,000020000056
WO-2020309,ASSET-00060,Preventive,0,,000020000056
WO-2020310,ASSET-00060,Preventive,0,,000020000056
WO-2020311,ASSET-00061,Corrective,30,689,000020000057
WO-2020312,ASSET-00061,Corrective,31,1537,000020000057
WO-2020313,ASSET-00061,Preventive,0,,000020000057
WO-2020314,ASSET-00061,Preventive,0,,000020000057
WO-2020315,ASSET-00062,Preventive,0,,000020000058
WO-2020316,ASSET-00062,Preventive,0,,000020000058
WO-2020317,ASSET-00062,Preventive,0,,000020000058
WO-2020318,ASSET-00062,Preventive,0,,000020000058
WO-2020319,ASSET-00062,Emergency,290,660,000020000058
WO-2020320,ASSET-00062,Preventive,0,,000020000058
WO-2020321,ASSET-00062,Preventive,0,,000020000058
WO-2020322,ASSET-00062,Preventive,0,,000020000058
WO-2020323,ASSET-00062,Corrective,133,811,000020000058
WO-2020324,ASSET-00063,Preventive,0,,000020000059
WO-2020325,ASSET-00063,Preventive,0,,000020000059
WO-2020326,ASSET-00063,Preventive,0,,000020000059
WO-2020327,ASSET-00063,Preventive,0,,000020000059
WO-2020328,ASSET-00063,Preventive,0,,000020000059
WO-2020329,ASSET-00063,Preventive,0,,000020000059
WO-2020330,ASSET-00063,Preventive,0,,000020000059
WO-2020331,ASSET-00063,Preventive,0,,000020000059
WO-2020332,ASSET-00063,Preventive,0,,000020000059
WO-2020333,ASSET-00064,Preventive,0,,
WO-2020334,ASSET-00064,Corrective,233,1301,
WO-2020335,ASSET-00064,Emergency,573,863,
WO-2020336,ASSET-00065,Preventive,0,,000020000060
WO-2020337,ASSET-00065,Corrective,154,1319,000020000060
WO-2020338,ASSET-00065,Preventive,0,,000020000060
WO-2020339,ASSET-00065,Corrective,124,1457,000020000060
WO-2020340,ASSET-00065,Preventive,0,,000020000060
WO-2020341,ASSET-00065,Preventive,0,,000020000060
WO-2020342,ASSET-00065,Preventive,0,,000020000060
WO-2020343,ASSET-00066,Emergency,587,857,000020000061
WO-2020344,ASSET-00066,Preventive,0,,000020000061
WO-2020345,ASSET-00066,Emergency,259,1340,000020000061
WO-2020346,ASSET-00067,Corrective,107,742,000020000062
WO-2020347,ASSET-00067,Corrective,67,920,000020000062
WO-2020348,ASSET-00067,Corrective,226,1043,000020000062
WO-2020349,ASSET-00067,Preventive,0,,000020000062
WO-2020350,ASSET-00067,Preventive,0,,000020000062
WO-2020351,ASSET-00067,Preventive,0,,000020000062
WO-2020352,ASSET-00068,Corrective,66,918,000020000063
WO-2020353,ASSET-00068,Corrective,97,1724,000020000063
WO-2020354,ASSET-00069,Emergency,475,1062,000020000064
WO-2020355,ASSET-00069,Emergency,263,481,000020000064
WO-2020356,ASSET-00069,Corrective,67,1591,000020000064
WO-2020357,ASSET-00069,Corrective,71,894,000020000064
WO-2020358,ASSET-00069,Preventive,0,,000020000064
WO-2020359,ASSET-00070,Emergency,189,734,
WO-2020360,ASSET-00070,Preventive,0,,
WO-2020361,ASSET-00070,Emergency,589,960,
WO-2020362,ASSET-00070,Corrective,86,530,
WO-2020363,ASSET-00070,Preventive,0,,
WO-2020364,ASSET-00070,Corrective,123,1036,
WO-2020365,ASSET-00070,Preventive,0,,
WO-2020366,ASSET-00070,Preventive,0,,
WO-2020367,ASSET-00070,Preventive,0,,
WO-2020368,ASSET-00071,Emergency,436,1229,000020000065
WO-2020369,ASSET-00071,Preventive,0,,000020000065
WO-2020370,ASSET-00071,Corrective,158,1846,000020000065
WO-2020371,ASSET-00071,Corrective,64,1375,000020000065
WO-2020372,ASSET-00072,Corrective,102,500,
WO-2020373,ASSET-00072,Corrective,179,565,
WO-2020374,ASSET-00073,Corrective,188,1310,
WO-2020375,ASSET-00073,Preventive,0,,
WO-2020376,ASSET-00073,Emergency,422,683,
WO-2020377,ASSET-00074,Corrective,148,1539,000020000066
WO-2020378,ASSET-00074,Preventive,0,,000020000066
WO-2020379,ASSET-00075,Preventive,0,,000020000067
WO-2020380,ASSET-00075,Preventive,0,,000020000067
WO-2020381,ASSET-00075,Corrective,76,1158,000020000067
WO-2020382,ASSET-00075,Preventive,0,,000020000067
WO-2020383,ASSET-00075,Preventive,0,,000020000067
WO-2020384,ASSET-00075,Preventive,0,,000020000067
WO-2020385,ASSET-00076,Corrective,95,430,000020000068
WO-2020386,ASSET-00076,Preventive,0,,000020000068
WO-2020387,ASSET-00077,Preventive,0,,000020000069
WO-2020388,ASSET-00077,Corrective,43,1246,000020000069
WO-2020389,ASSET-00077,Corrective,104,1670,000020000069
WO-2020390,ASSET-00077,Preventive,0,,000020000069
WO-2020391,ASSET-00077,Preventive,0,,000020000069
WO-2020392,ASSET-00077,Emergency,443,1282,000020000069
WO-2020393,ASSET-00077,Preventive,0,,000020000069
WO-2020394,ASSET-00077,Preventive,0,,000020000069
WO-2020395,ASSET-00078,Preventive,0,,000020000070
WO-2020396,ASSET-00078,Preventive,0,,000020000070
WO-2020397,ASSET-00078,Preventive,0,,000020000070
WO-2020398,ASSET-00078,Preventive,0,,000020000070
WO-2020399,ASSET-00078,Corrective,85,1797,000020000070
WO-2020400,ASSET-00079,Corrective,192,1297,000020000071
WO-2020401,ASSET-00079,Preventive,0,,000020000071
WO-2020402,ASSET-00079,Preventive,0,,000020000071
WO-2020403,ASSET-00080,Preventive,0,,000020000072
WO-2020404,ASSET-00080,Preventive,0,,000020000072
WO-2020405,ASSET-00080,Preventive,0,,000020000072
WO-2020406,ASSET-00080,Preventive,0,,000020000072
WO-2020407,ASSET-00081,Corrective,150,1586,000020000073
WO-2020408,ASSET-00081,Preventive,0,,000020000073
WO-2020409,ASSET-00081,Corrective,128,1057,000020000073
WO-2020410,ASSET-00081,Preventive,0,,000020000073
WO-2020411,ASSET-00081,Corrective,233,1635,000020000073
WO-2020412,ASSET-00081,Preventive,0,,000020000073
WO-2020413,ASSET-00082,Corrective,163,1717,000020000074
WO-2020414,ASSET-00082,Emergency,546,548,000020000074
WO-2020415,ASSET-00082,Preventive,0,,000020000074
WO-2020416,ASSET-00082,Corrective,175,911,000020000074
WO-2020417,ASSET-00082,Preventive,0,,000020000074
WO-2020418,ASSET-00083,Corrective,153,480,000020000075
WO-2020419,ASSET-00083,Corrective,139,1998,000020000075
WO-2020420,ASSET-00083,Preventive,0,,000020000075
WO-2020421,ASSET-00083,Preventive,0,,000020000075
WO-2020422,ASSET-00083,Preventive,0,,000020000075
WO-2020423,ASSET-00083,Preventive,0,,000020000075
WO-2020424,ASSET-00083,Emergency,169,661,000020000075
WO-2020425,ASSET-00084,Corrective,151,811,000020000076
WO-2020426,ASSET-00084,Preventive,0,,000020000076
WO-2020427,ASSET-00084,Preventive,0,,000020000076
WO-2020428,ASSET-00085,Corrective,80,1751,
WO-2020429,ASSET-00085,Preventive,0,,
WO-2020430,ASSET-00085,Corrective,69,1584,
WO-2020431,ASSET-00085,Preventive,0,,
WO-2020432,ASSET-00085,Corrective,153,896,
WO-2020433,ASSET-00086,Emergency,595,623,000020000077
WO-2020434,ASSET-00086,Preventive,0,,000020000077
WO-2020435,ASSET-00086,Corrective,219,425,000020000077
WO-2020436,ASSET-00086,Preventive,0,,000020000077
WO-2020437,ASSET-00086,Preventive,0,,000020000077
WO-2020438,ASSET-00087,Corrective,97,1175,000020000078
WO-2020439,ASSET-00087,Preventive,0,,000020000078
WO-2020440,ASSET-00087,Preventive,0,,000020000078
WO-2020441,ASSET-00087,Corrective,84,1412,000020000078
WO-2020442,ASSET-00088,Preventive,0,,000020000079
WO-2020443,ASSET-00088,Preventive,0,,000020000079
WO-2020444,ASSET-00088,Preventive,0,,000020000079
WO-2020445,ASSET-00088,Preventive,0,,000020000079
WO-2020446,ASSET-00088,Corrective,57,1656,000020000079
WO-2020447,ASSET-00088,Corrective,32,891,000020000079
WO-2020448,ASSET-00089,Preventive,0,,000020000080
WO-2020449,ASSET-00089,Preventive,0,,000020000080
WO-2020450,ASSET-00089,Preventive,0,,000020000080
WO-2020451,ASSET-00089,Preventive,0,,000020000080
WO-2020452,ASSET-00089,Corrective,172,784,000020000080
WO-2020453,ASSET-00089,Preventive,0,,000020000080
WO-2020454,ASSET-00089,Corrective,69,1141,000020000080
WO-2020455,ASSET-00089,Preventive,0,,000020000080
WO-2020456,ASSET-00090,Corrective,206,1866,000020000081
WO-2020457,ASSET-00090,Corrective,167,1478,000020000081
WO-2020458,ASSET-00090,Preventive,0,,000020000081
WO-2020459,ASSET-00091,Corrective,157,1124,000020000082
WO-2020460,ASSET-00091,Preventive,0,,000020000082
WO-2020461,ASSET-00091,Preventive,0,,000020000082
WO-2020462,ASSET-00092,Corrective,160,1074,000020000083
WO-2020463,ASSET-00092,Corrective,162,1973,000020000083
WO-2020464,ASSET-00092,Corrective,106,898,000020000083
WO-2020465,ASSET-00092,Corrective,144,1425,000020000083
WO-2020466,ASSET-00092,Preventive,0,,000020000083
WO-2020467,ASSET-00092,Corrective,78,1548,000020000083
WO-2020468,ASSET-00092,Preventive,0,,000020000083
WO-2020469,ASSET-00092,Emergency,190,502,000020000083
WO-2020470,ASSET-00093,Preventive,0,,000020000084
WO-2020471,ASSET-00093,Preventive,0,,000020000084
WO-2020472,ASSET-00093,Preventive,0,,000020000084
WO-2020473,ASSET-00093,Corrective,50,1958,000020000084
WO-2020474,ASSET-00094,Preventive,0,,000020000085
WO-2020475,ASSET-00094,Corrective,186,780,000020000085
WO-2020476,ASSET-00094,Corrective,133,980,000020000085
WO-2020477,ASSET-00094,Preventive,0,,000020000085
WO-2020478,ASSET-00095,Corrective,47,1527,000020000086
WO-2020479,ASSET-00095,Preventive,0,,000020000086
WO-2020480,ASSET-00095,Preventive,0,,000020000086
WO-2020481,ASSET-00095,Corrective,121,890,000020000086
WO-2020482,ASSET-00095,Corrective,88,917,000020000086
WO-2020483,ASSET-00096,Preventive,0,,000020000087
WO-2020484,ASSET-00096,Preventive,0,,000020000087
WO-2020485,ASSET-00097,Preventive,0,,000020000088
WO-2020486,ASSET-00097,Emergency,67,254,000020000088
WO-2020487,ASSET-00097,Preventive,0,,000020000088
WO-2020488,ASSET-00097,Corrective,157,689,000020000088
WO-2020489,ASSET-00097,Preventive,0,,000020000088
WO-2020490,ASSET-00098,Preventive,0,,000020000089
