Werk,Anlagennummer,Anlagenbezeichnung,Kostenstelle,Anschaffungswert,Hersteller
P1160,000170000127,Conveyor System,CC-4836,46724.63,DEMATIC
P1160,000170000128,Paint Application Robot,CC-4837,330409.35,ABB Robotics
P1160,000170000129,Hydraulic Press,CC-4838,250057.62,Yaskawa
P1160,000170000130,Stamping Press,CC-4838,616988.74,Mazak Corporation
P1160,000170000131,CNC Machining Center,CC-4839,243586.71,LINCOLN ELECTRIC
P1160,000170000132,Adhesive Dispensing Unit,CC-4836,78950.87,FANUC Corporation
P1160,000170000133,Assembly Torque Wrench Station,CC-4839,19193.88,Dematic
P1160,000170000134,Hydraulic Press,CC-4839,328210.67,Ingersoll Rand
P1160,000170000135,Induction Heating Unit,CC-4839,48209.40,Miller Electric
P1160,000170000136,Leak Test Station,CC-4836,48279.61,KUKA
P1160,000170000137,Torque Application Unit,CC-4836,31134.48,FANUC Corporation
P1160,000170000138,Torque Application Unit,CC-4839,40032.98,Yaskawa
P1160,000170000139,Palletizing Robot,CC-4838,157394.71,Atlas Copco
P1160,000170000140,Conveyor System,CC-4837,74362.88,Durr
P1160,000170000141,CNC Machining Center,CC-4837,348338.12,Bosch Rexroth
P1160,000170000142,Leak Test Station,CC-4836,56750.45,Atlas Copco
P1160,000170000143,Laser Welding Cell,CC-4836,300587.21,Haas Automation
P1160,000170000144,Automated Guided Vehicle,CC-4836,87731.15,ABB
P1160,000170000145,Conveyor System,CC-4838,122893.78,KUKA AG
P1160,000170000146,CNC Machining Center,CC-4836,287201.17,FANUC Corporation
P1160,000170000147,Vision Inspection Station,CC-4839,42757.96,Durr
P1160,000170000148,Overhead Gantry Loader,CC-4838,68959.81,Atlas Copco
P1160,000170000149,Final Functional Test Bench,CC-4838,171350.17,KUKA AG
P1160,000170000150,Final Functional Test Bench,CC-4838,146226.77,KUKA AG
P1160,000170000151,Riveting Station,CC-4838,54765.47,atlas copco
P1160,000170000152,Dimensional Measurement Arm,CC-4836,93666.80,Lincoln Electric
P1160,000170000153,CNC Machining Center,CC-4838,251871.42,Atlas Copco
P1160,000170000154,Leak Test Station,CC-4836,36427.47,KUKA AG
P1160,000170000155,Final Functional Test Bench,CC-4838,105036.66,Schneider
P1160,000170000156,Overhead Gantry Loader,CC-4839,70820.05,Mazak Corporation
P1160,000170000157,Dimensional Measurement Arm,CC-4838,92884.06,Ingersoll Rand
P1160,000170000158,Dimensional Measurement Arm,CC-4839,67346.86,Ingersoll Rand
P1160,000170000159,Robotic Welding Cell,CC-4837,128030.57,AIDA
P1160,000170000160,Ultrasonic Welding Station,CC-4837,42375.72,KUKA
P1160,000170000161,Overhead Gantry Loader,CC-4839,76148.03,Yaskawa Motoman
P1160,000170000162,Overhead Gantry Loader,CC-4836,156878.84,ABB Robotics
P1160,000170000163,Final Functional Test Bench,CC-4836,152315.20,KUKA AG
P1160,000170000164,Palletizing Robot,CC-4839,117783.91,Yaskawa
P1160,000170000165,Injection Molding Machine,CC-4838,439662.93,fanuc corporation
P1160,000170000166,Final Functional Test Bench,CC-4837,90954.92,Yaskawa Motoman
P1160,000170000167,Induction Heating Unit,CC-4839,48613.98,Abb Robotics
P1160,000170000168,Overhead Gantry Loader,CC-4836,158816.97,Bosch
P1160,000170000169,Ultrasonic Welding Station,CC-4838,39413.17,KUKA AG
P1160,000170000170,Riveting Station,CC-4836,52613.39,DMG MORI
P1160,000170000171,CNC Machining Center,CC-4839,364075.52,Schuler Group
P1160,000170000172,Overhead Gantry Loader,CC-4836,143822.37,KUKA AG
P1160,000170000173,,CC-4838,156387.92,DMG MORI
P1160,000170000174,CNC Machining Center,CC-4838,322369.31,Schuler Group
P1160,000170000175,Screw Fastening Station,CC-4839,16778.11,Haas Automation
P1160,000170000176,,CC-4838,153115.54,ABB Robotics
P1160,000170000177,Vision Inspection Station,CC-4839,72650.63,KUKA AG
P1160,000170000178,Leak Test Station,CC-4839,60321.65,Schuler Group
P1160,000170000179,Dimensional Measurement Arm,CC-4837,72279.28,Dematic
P1160,000170000180,Palletizing Robot,CC-4837,117438.89,Schuler Group
P1160,000170000181,CNC Machining Center,CC-4839,252586.82,Rockwell Automation
P1160,000170000182,Overhead Gantry Loader,CC-4837,177338.23,AIDA Engineering
P1160,000170000183,Stamping Press,CC-4839,483772.19,KUKA AG
P1160,000170000184,Coil Winding Machine,CC-4837,187956.09,FANUC
P1160,000170000185,Automated Guided Vehicle,CC-4837,77412.84,ABB Robotics
P1160,000170000186,Robotic Welding Cell,CC-4838,243392.37,Fives
P1160,000170000187,Overhead Gantry Loader,CC-4836,60420.24,DMG MORI
P1160,000170000188,Induction Heating Unit,CC-4837,85112.43,DMG MORI
P1160,000170000189,Battery Pack Assembly Cell,CC-4837,321022.45,KUKA AG
P1160,000170000190,Vision Inspection Station,,36924.89,Schuler Group
P1160,000170000191,CNC Machining Center,CC-4839,290038.29,FANUC Corporation
P1160,000170000192,Coil Winding Machine,,169849.79,ABB Robotics
P1160,000170000193,Laser Welding Cell,CC-4839,319720.80,Fives Group
P1160,000170000194,Coil Winding Machine,CC-4839,191243.25,AIDA Engineering
P1160,000170000195,Riveting Station,CC-4836,29429.01,ABB
P1160,000170000196,Palletizing Robot,CC-4837,145144.85,Miller Electric
P1160,000170000197,Dimensional Measurement Arm,CC-4837,56891.82,KUKA
P1160,000170000198,Conveyor System,CC-4837,94663.91,DMG MORI
P1160,000170000199,CNC Machining Center,CC-4837,201413.35,DMG
P1160,000170000200,,CC-4836,994769.98,Schuler Group
P1160,000170000201,Coil Winding Machine,CC-4839,96398.37,ABB
P1160,000170000202,Dimensional Measurement Arm,CC-4836,109816.86,Siemens AG
P1160,000170000203,,CC-4839,147120.60,Comau
P1160,000170000204,Paint Application Robot,CC-4838,323732.19,FANUC Corporation
P1160,000170000205,Hydraulic Press,CC-4837,333366.51,KUKA AG
P1160,000170000206,Conveyor System,CC-4836,88372.94,KUKA AG
P1160,000170000207,Final Functional Test Bench,CC-4838,151906.87,Kuka Ag
P1160,000170000208,Vision Inspection Station,CC-4837,68348.72,ABB Robotics
P1160,000170000209,,CC-4838,74560.59,Abb Robotics
P1160,000170000210,Screw Fastening Station,CC-4839,31194.39,ABB ROBOTICS
P1160,000170000211,Adhesive Dispensing Unit,CC-4836,69209.45,Mazak
P1160,000170000212,Adhesive Dispensing Unit,CC-4839,32839.43,Mazak Corporation
P1160,000170000213,Leak Test Station,CC-4839,65409.83,Dematic
P1160,000170000214,Leak Test Station,CC-4836,66909.64,Bosch Rexroth
P1160,000170000215,Ultrasonic Welding Station,CC-4839,74231.34,Dematic
P1160,000170000216,Coil Winding Machine,CC-4839,185583.01,Yaskawa Motoman
P1160,000170000217,Torque Application Unit,CC-4838,26600.65,Yaskawa Motoman
P1160,000170000218,Conveyor System,CC-4839,75551.48,FANUC Corporation
P1160,000170000219,Stamping Press,CC-4839,525036.60,Yaskawa Motoman
P1160,000170000220,Hydraulic Press,CC-4838,301588.28,Mazak Corporation
P1160,000170000221,Coil Winding Machine,CC-4838,217873.54,carl zeiss industrial metrology
P1160,000170000222,Induction Heating Unit,CC-4839,87093.26,Mazak Corporation
P1160,000170000223,Ultrasonic Welding Station,CC-4838,25054.74,Mazak Corporation
P1160,000170000224,Riveting Station,CC-4836,43642.50,Mazak
P1160,000170000225,Riveting Station,CC-4839,69073.25,DMG MORI
P1160,000170000226,Induction Heating Unit,CC-4836,73070.06,Carl Zeiss Industrial Metrology
P1160,000170000227,Robotic Welding Cell,CC-4837,142206.40,KUKA AG
P1160,000170000228,Stamping Press,CC-4838,907887.77,Ingersoll Rand
P1160,000170000229,Robotic Welding Cell,CC-4836,258790.86,Lincoln Electric
P1160,000170000230,Laser Welding Cell,CC-4839,201098.74,FANUC
P1160,000170000231,Battery Pack Assembly Cell,CC-4839,370439.83,DMG
P1160,000170000232,Overhead Gantry Loader,CC-4837,99462.38,Kuka Ag
P1160,000170000233,Wheel Alignment Rig,,41748.33,KUKA AG
P1160,000170000234,Coil Winding Machine,CC-4837,185275.15,KUKA
P1160,000170000235,Conveyor System,CC-4836,138619.78,FANUC Corporation
P1160,000170000236,Ultrasonic Welding Station,CC-4838,45703.44,KUKA
P1160,000170000237,Vision Inspection Station,CC-4837,87980.22,Dematic
P1160,000170000238,Torque Application Unit,CC-4836,43931.51,ABB
P1160,000170000239,Hydraulic Press,CC-4836,257657.45,KUKA AG
P1160,000170000240,Stamping Press,CC-4839,301934.20,FANUC
P1160,000170000241,Conveyor System,CC-4838,142716.39,Dematic
P1160,000170000242,Vision Inspection Station,CC-4839,51658.09,fanuc corporation
P1160,000170000243,Induction Heating Unit,CC-4838,45528.93,Rockwell Automation
P1160,000170000244,Final Functional Test Bench,CC-4838,185945.92,Schneider Electric
P1160,000170000245,Vision Inspection Station,CC-4837,47248.39,KUKA AG
P1160,000170000246,Dimensional Measurement Arm,CC-4836,66276.52,KUKA
P1160,000170000247,Vision Inspection Station,CC-4836,49224.49,ABB Robotics
P1160,000170000248,Riveting Station,CC-4838,31711.67,Yaskawa Motoman
P1160,000170000249,Leak Test Station,,23819.41,Schuler
P1160,000170000250,,CC-4837,39194.54,ABB Robotics
P1160,000170000251,Automated Guided Vehicle,CC-4839,104102.39,Dematic
P1160,000170000252,Battery Pack Assembly Cell,CC-4838,319352.60,Yaskawa Motoman
P1160,000170000253,Induction Heating Unit,,64220.10,FANUC Corporation
P1160,000170000254,Overhead Gantry Loader,CC-4838,121489.35,Ingersoll Rand
P1160,000170000255,Final Functional Test Bench,CC-4836,174782.76,Dematic
P1160,000170000256,Assembly Torque Wrench Station,CC-4838,25729.75,DMG MORI
P1160,000170000257,Hydraulic Press,CC-4837,271268.42,FANUC Corporation
P1160,000170000258,Dimensional Measurement Arm,CC-4837,66119.43,Miller Electric
P1160,000170000259,Ultrasonic Welding Station,CC-4839,29529.68,ABB Robotics
P1160,000170000260,Ultrasonic Welding Station,CC-4838,77797.18,haas automation
P1160,000170000261,Injection Molding Machine,CC-4839,390220.69,fanuc corporation
P1160,000170000262,Dimensional Measurement Arm,CC-4836,63787.73,KUKA AG
P1160,000170000263,Coil Winding Machine,CC-4838,150483.54,Ingersoll Rand
P1160,000170000264,Vision Inspection Station,CC-4837,53964.84,Hexagon Ab
P1160,000170000265,CNC Machining Center,CC-4837,222143.73,Miller Electric
P1160,000170000266,Paint Application Robot,,181610.92,Haas Automation
P1160,000170000267,Paint Application Robot,CC-4837,342651.97,Haas Automation
P1160,000170000268,Paint Application Robot,CC-4836,255361.54,KUKA AG
P1160,000170000269,Ultrasonic Welding Station,CC-4838,44382.77,Yaskawa
P1160,000170000270,Leak Test Station,CC-4838,43150.10,KUKA AG
P1160,000170000271,Battery Pack Assembly Cell,CC-4839,410836.52,carl zeiss industrial metrology
P1160,000170000272,Conveyor System,CC-4836,123838.75,ABB Robotics
P1160,000170000273,Overhead Gantry Loader,CC-4837,63041.98,Mazak Corporation
P1160,000170000274,Injection Molding Machine,CC-4838,452457.22,Carl Zeiss Industrial Metrology
P1160,000170000275,Injection Molding Machine,CC-4837,240986.18,ABB Robotics
P1160,000170000276,Paint Application Robot,CC-4838,324560.73,ABB Robotics
P1160,000170000277,Conveyor System,CC-4836,97102.59,comau
P1160,000170000278,Automated Guided Vehicle,CC-4836,119431.60,ABB Robotics
P1160,000170000279,Overhead Gantry Loader,CC-4836,167935.47,FANUC Corporation
P1160,000170000280,Adhesive Dispensing Unit,CC-4837,87223.83,FANUC Corporation
P1160,000170000281,Vision Inspection Station,CC-4836,68252.58,Lincoln Electric
P1160,000170000282,Wheel Alignment Rig,CC-4838,82398.39,Yaskawa Motoman
P1160,000170000283,Injection Molding Machine,CC-4838,404494.86,Yaskawa Motoman
P1160,000170000284,Hydraulic Press,CC-4838,237323.34,hexagon ab
P1160,000170000285,Screw Fastening Station,CC-4838,14158.67,Schuler
P1160,000170000286,Vision Inspection Station,CC-4836,35161.26,Atlas
P1160,000170000287,Injection Molding Machine,CC-4838,316033.45,ABB ROBOTICS
P1160,000170000288,Robotic Welding Cell,CC-4837,125256.93,DMG
P1160,000170000289,Assembly Torque Wrench Station,CC-4838,27046.01,KUKA
P1160,000170000290,Stamping Press,CC-4837,854457.55,FANUC CORPORATION
P1160,000170000291,Ultrasonic Welding Station,CC-4839,71886.59,Schuler
P1160,000170000292,,CC-4836,15418.88,YASKAWA MOTOMAN
P1160,000170000293,Robotic Welding Cell,,260193.39,DMG MORI
P1160,000170000294,Ultrasonic Welding Station,CC-4836,63937.18,HAAS AUTOMATION
P1160,000170000295,Leak Test Station,CC-4837,56343.07,FANUC
P1160,000170000296,Conveyor System,CC-4839,104750.25,DMG MORI
P1160,000170000297,Vision Inspection Station,CC-4837,44642.08,FANUC Corporation
P1160,000170000298,Battery Pack Assembly Cell,CC-4839,477491.59,Eisenmann SE
P1160,000170000299,Battery Pack Assembly Cell,CC-4838,469136.45,Yaskawa
P1160,000170000300,Wheel Alignment Rig,CC-4837,58094.93,Haas Automation
P1160,000170000301,Injection Molding Machine,CC-4838,291119.92,Fives
P1160,000170000302,Screw Fastening Station,CC-4837,39772.41,Haas Automation
P1160,000170000303,Final Functional Test Bench,CC-4839,135312.64,KUKA AG
P1160,000170000304,Robotic Welding Cell,CC-4839,205983.96,ABB
P1160,000170000305,CNC Machining Center,CC-4839,414558.09,Mazak Corporation
P1160,000170000306,Stamping Press,CC-4838,965723.75,Haas
P1160,000170000307,Conveyor System,CC-4839,101185.63,KUKA AG
P1160,000170000308,Screw Fastening Station,CC-4838,27444.64,kuka ag
P1160,000170000309,Assembly Torque Wrench Station,CC-4839,20449.36,Mazak
P1160,000170000310,Induction Heating Unit,CC-4838,37633.44,dmg mori
P1160,000170000311,Final Functional Test Bench,,126103.99,Durr AG
P1160,000170000312,,CC-4836,117894.20,FANUC
P1160,000170000313,Robotic Welding Cell,CC-4837,203617.03,Miller Electric
P1160,000170000314,CNC Machining Center,CC-4838,367507.25,FANUC Corporation
P1160,000170000315,Palletizing Robot,CC-4839,165265.11,Haas
P1160,000170000316,Assembly Torque Wrench Station,CC-4839,23657.63,Carl Zeiss Industrial Metrology
P1160,000170000317,Vision Inspection Station,CC-4839,50916.33,FANUC Corporation
P1160,000170000318,Induction Heating Unit,CC-4837,52588.31,Haas Automation
P1160,000170000319,Induction Heating Unit,CC-4836,57043.74,Haas Automation
P1160,000170000320,Paint Application Robot,CC-4839,276373.12,Yaskawa Motoman
P1160,000170000321,Overhead Gantry Loader,CC-4836,147605.50,FANUC Corporation
P1160,000170000322,Paint Application Robot,CC-4836,251529.38,Yaskawa Motoman
P1160,000170000323,Ultrasonic Welding Station,CC-4837,61915.39,ROCKWELL AUTOMATION
P1160,000170000324,,CC-4838,264403.77,Lincoln Electric
P1160,000170000325,Hydraulic Press,CC-4838,119614.37,KUKA
P1160,000170000326,Paint Application Robot,CC-4839,205803.59,kuka ag
P1160,000170000327,CNC Machining Center,CC-4839,191029.96,Miller Electric
P1160,000170000328,Injection Molding Machine,CC-4836,188811.93,Yaskawa Motoman
P1160,000170000329,Overhead Gantry Loader,,158858.40,ABB
P1160,000170000330,Robotic Welding Cell,CC-4836,251002.48,KUKA AG
P1160,000170000331,Conveyor System,CC-4839,143987.09,durr ag
P1160,000170000332,CNC Machining Center,CC-4837,348882.42,Lincoln Electric
P1160,000170000333,CNC Machining Center,CC-4837,295929.83,Lincoln Electric
P1160,000170000334,Coil Winding Machine,CC-4837,165875.45,Haas Automation
P1160,000170000335,Riveting Station,CC-4837,46721.50,DMG MORI
P1160,000170000336,Stamping Press,CC-4839,482530.02,FANUC CORPORATION
P1160,000170000337,,CC-4836,85766.27,ABB Robotics
P1160,000170000338,Paint Application Robot,CC-4839,194718.68,Bosch
P1160,000170000339,Paint Application Robot,CC-4836,332166.75,ABB Robotics
P1160,000170000340,Automated Guided Vehicle,,65096.96,Siemens AG
P1160,000170000341,Automated Guided Vehicle,CC-4839,107506.79,KUKA AG
P1160,000170000342,Adhesive Dispensing Unit,CC-4837,86018.53,FANUC
P1160,000170000343,Automated Guided Vehicle,CC-4836,40685.25,Mazak
P1160,000170000344,Conveyor System,CC-4837,101642.71,Schuler Group
P1160,000170000345,Paint Application Robot,CC-4839,295889.59,Yaskawa Motoman
P1160,000170000346,CNC Machining Center,CC-4837,305767.48,Dematic
P1160,000170000347,Coil Winding Machine,CC-4838,168329.80,Dematic
P1160,000170000348,Coil Winding Machine,CC-4836,192838.68,KUKA AG
P1160,000170000349,Robotic Welding Cell,CC-4836,196903.45,FANUC
P1160,000170000350,Final Functional Test Bench,CC-4836,113348.93,Siemens
P1160,000170000351,Conveyor System,CC-4837,103927.90,KUKA
P1160,000170000352,Induction Heating Unit,CC-4836,33117.04,Yaskawa Motoman
P1160,000170000353,Induction Heating Unit,CC-4836,46003.59,KUKA AG
P1160,000170000354,,CC-4838,220406.39,ABB Robotics
P1160,000170000355,Assembly Torque Wrench Station,CC-4838,23134.98,KUKA AG
P1160,000170000356,Automated Guided Vehicle,CC-4836,65188.99,Mazak Corporation
P1160,000170000357,Vision Inspection Station,CC-4839,52212.81,ABB
P1160,000170000358,Conveyor System,CC-4839,51022.03,KUKA AG
P1160,000170000359,Paint Application Robot,CC-4836,232611.04,Yaskawa
P1160,000170000360,Dimensional Measurement Arm,CC-4838,130180.36,KUKA
P1160,000170000361,Torque Application Unit,CC-4836,16252.19,Dematic
P1160,000170000362,Screw Fastening Station,CC-4836,38811.70,Dmg Mori
P1160,000170000363,Hydraulic Press,CC-4836,175621.44,ABB Robotics
P1160,000170000364,Robotic Welding Cell,CC-4836,237721.31,ABB Robotics
P1160,000170000365,Adhesive Dispensing Unit,CC-4836,45354.71,ABB Robotics
P1160,000170000366,Adhesive Dispensing Unit,CC-4839,41752.78,Carl Zeiss Industrial Metrology
P1160,000170000367,Palletizing Robot,CC-4837,115632.66,KUKA AG
P1160,000170000368,Wheel Alignment Rig,CC-4837,60418.30,KUKA AG
P1160,000170000369,Dimensional Measurement Arm,CC-4836,106853.25,KUKA AG
P1160,000170000370,Torque Application Unit,CC-4838,35936.63,KUKA AG
P1160,000170000371,Hydraulic Press,CC-4839,330714.30,Mazak Corporation
P1160,000170000372,Injection Molding Machine,CC-4839,159815.11,ABB Robotics
P1160,000170000373,Battery Pack Assembly Cell,CC-4836,368657.77,Lincoln Electric
