MaterialNumber,StorageBin,QtyOnHand,KanbanCardID,IssuingPlant,ReceivingPlant
MAT-633309,C-04-5,4120,KANBAN-00041,Battery & eDrive Plant CN,Assembly Plant CN
MAT-877469,E-13-3,2236,KANBAN-00042,Battery & eDrive Plant CN,Assembly Plant CN
MAT-243393,D-01-1,4795,KANBAN-00043,Battery & eDrive Plant CN,Assembly Plant CN
MAT-814486,G-05-1,3653,KANBAN-00044,Battery & eDrive Plant CN,Assembly Plant CN
MAT-260455,C-26-3,443,KANBAN-00045,Battery & eDrive Plant CN,Assembly Plant CN
MAT-322254,A-18-1,1626,KANBAN-00046,Battery & eDrive Plant CN,Assembly Plant CN
MAT-249578,F-13-3,1188,KANBAN-00047,Battery & eDrive Plant CN,Assembly Plant CN
MAT-963166,D-11-4,3349,KANBAN-00048,Battery & eDrive Plant CN,Assembly Plant CN
MAT-293742,D-17-5,61,KANBAN-00049,Battery & eDrive Plant CN,Assembly Plant CN
MAT-200696,C-10-5,3572,KANBAN-00050,Battery & eDrive Plant CN,Assembly Plant CN
MAT-557170,H-23-4,1593,KANBAN-00051,Battery & eDrive Plant CN,Assembly Plant CN
MAT-670001,F-15-4,4765,KANBAN-00052,Battery & eDrive Plant CN,Assembly Plant CN
MAT-774019,G-04-2,558,KANBAN-00053,Battery & eDrive Plant CN,Assembly Plant CN
MAT-514576,F-23-3,3650,KANBAN-00054,Battery & eDrive Plant CN,Assembly Plant CN
MAT-866778,C-12-3,2955,KANBAN-00055,Battery & eDrive Plant CN,Assembly Plant CN
MAT-713065,B-05-1,736,KANBAN-00056,Battery & eDrive Plant CN,Assembly Plant CN
MAT-544529,H-04-4,3258,KANBAN-00057,Battery & eDrive Plant CN,Assembly Plant CN
MAT-431698,A-26-5,353,KANBAN-00058,Battery & eDrive Plant CN,Assembly Plant CN
MAT-939584,D-08-1,4207,KANBAN-00059,Battery & eDrive Plant CN,Assembly Plant CN
MAT-185148,D-06-5,1992,KANBAN-00060,Battery & eDrive Plant CN,Assembly Plant CN
MAT-921719,B-17-1,2829,KANBAN-00061,Battery & eDrive Plant CN,Assembly Plant CN
MAT-703671,G-03-4,3393,KANBAN-00062,Battery & eDrive Plant CN,Assembly Plant CN
MAT-457509,H-12-4,2352,KANBAN-00063,Battery & eDrive Plant CN,Assembly Plant CN
MAT-712483,B-12-2,3032,KANBAN-00064,Battery & eDrive Plant CN,Assembly Plant CN
MAT-113164,A-09-3,559,KANBAN-00065,Battery & eDrive Plant CN,Assembly Plant CN
MAT-106341,E-24-5,376,KANBAN-00066,Battery & eDrive Plant CN,Assembly Plant CN
MAT-273105,H-06-4,1727,KANBAN-00067,Battery & eDrive Plant CN,Assembly Plant CN
MAT-443518,F-06-4,1334,KANBAN-00068,Battery & eDrive Plant CN,Assembly Plant CN
MAT-658094,C-11-4,4545,KANBAN-00069,Battery & eDrive Plant CN,Assembly Plant CN
MAT-556882,D-13-1,1759,KANBAN-00070,Battery & eDrive Plant CN,Assembly Plant CN
MAT-915779,H-09-3,677,KANBAN-00071,Battery & eDrive Plant CN,Assembly Plant CN
MAT-747876,C-25-1,3727,KANBAN-00072,Battery & eDrive Plant CN,Assembly Plant CN
MAT-829413,C-13-5,1719,KANBAN-00073,Battery & eDrive Plant CN,Assembly Plant CN
MAT-775696,E-12-4,1332,KANBAN-00074,Battery & eDrive Plant CN,Assembly Plant CN
MAT-542884,A-14-4,2530,KANBAN-00075,Battery & eDrive Plant CN,Assembly Plant CN
MAT-851672,H-03-5,3828,KANBAN-00076,Battery & eDrive Plant CN,Assembly Plant CN
MAT-999788,E-11-4,411,KANBAN-00077,Battery & eDrive Plant CN,Assembly Plant CN
MAT-742508,H-06-4,3605,KANBAN-00078,Battery & eDrive Plant CN,Assembly Plant CN
MAT-975133,C-22-4,3473,KANBAN-00079,Battery & eDrive Plant CN,Assembly Plant CN
MAT-966368,H-18-4,4105,KANBAN-00080,Battery & eDrive Plant CN,Assembly Plant CN
MAT-750520,H-17-5,3135,KANBAN-00081,Battery & eDrive Plant CN,Assembly Plant CN
MAT-800763,B-17-4,1729,KANBAN-00082,Battery & eDrive Plant CN,Assembly Plant CN
MAT-355846,G-02-1,359,KANBAN-00083,Battery & eDrive Plant CN,Assembly Plant CN
MAT-297102,C-13-5,3675,KANBAN-00084,Battery & eDrive Plant CN,Assembly Plant CN
MAT-968759,A-08-4,1162,KANBAN-00085,Battery & eDrive Plant CN,Assembly Plant CN
MAT-313244,B-13-3,3642,KANBAN-00086,Battery & eDrive Plant CN,Assembly Plant CN
MAT-239945,H-17-4,2942,KANBAN-00087,Battery & eDrive Plant CN,Assembly Plant CN
MAT-102771,B-01-4,365,KANBAN-00088,Battery & eDrive Plant CN,Assembly Plant CN
MAT-549121,H-16-1,434,KANBAN-00089,Battery & eDrive Plant CN,Assembly Plant CN
MAT-353469,C-02-1,2458,KANBAN-00090,Battery & eDrive Plant CN,Assembly Plant CN
MAT-468266,H-18-3,3852,KANBAN-00091,Battery & eDrive Plant CN,Assembly Plant CN
MAT-264623,G-03-1,4421,KANBAN-00092,Battery & eDrive Plant CN,Assembly Plant CN
MAT-380894,D-19-3,2232,KANBAN-00093,Battery & eDrive Plant CN,Assembly Plant CN
MAT-853834,C-04-4,4174,KANBAN-00094,Battery & eDrive Plant CN,Assembly Plant CN
MAT-875274,B-17-5,4949,KANBAN-00095,Battery & eDrive Plant CN,Assembly Plant CN
MAT-433259,C-06-3,3507,KANBAN-00096,Battery & eDrive Plant CN,Assembly Plant CN
MAT-375523,H-15-5,3681,KANBAN-00097,Battery & eDrive Plant CN,Assembly Plant CN
MAT-774473,G-06-3,3729,KANBAN-00098,Battery & eDrive Plant CN,Assembly Plant CN
MAT-329275,D-20-5,3911,KANBAN-00099,Battery & eDrive Plant CN,Assembly Plant CN
MAT-905409,E-05-4,188,KANBAN-00100,Battery & eDrive Plant CN,Assembly Plant CN
MAT-768160,E-27-2,4471,KANBAN-00101,Battery & eDrive Plant CN,Assembly Plant CN
MAT-367200,H-20-4,786,KANBAN-00102,Battery & eDrive Plant CN,Assembly Plant CN
MAT-369500,F-13-1,3676,KANBAN-00103,Battery & eDrive Plant CN,Assembly Plant CN
MAT-803014,A-22-3,3838,KANBAN-00104,Battery & eDrive Plant CN,Assembly Plant CN
MAT-503831,C-12-3,268,KANBAN-00105,Battery & eDrive Plant CN,Assembly Plant CN
MAT-716086,H-03-1,1062,KANBAN-00106,Battery & eDrive Plant CN,Assembly Plant CN
MAT-662236,C-08-4,2713,KANBAN-00107,Battery & eDrive Plant CN,Assembly Plant CN
MAT-561290,G-19-1,1425,KANBAN-00108,Battery & eDrive Plant CN,Assembly Plant CN
MAT-908447,E-04-4,4099,KANBAN-00109,Battery & eDrive Plant CN,Assembly Plant CN
MAT-649854,A-05-2,521,KANBAN-00110,Battery & eDrive Plant CN,Assembly Plant CN
MAT-320551,F-23-4,2936,KANBAN-00111,Battery & eDrive Plant CN,Assembly Plant CN
MAT-527743,F-02-3,975,KANBAN-00112,Battery & eDrive Plant CN,Assembly Plant CN
MAT-105089,E-04-2,3641,KANBAN-00113,Battery & eDrive Plant CN,Assembly Plant CN
MAT-717951,H-07-2,1394,KANBAN-00114,Battery & eDrive Plant CN,Assembly Plant CN
MAT-579595,E-06-4,3687,KANBAN-00115,Battery & eDrive Plant CN,Assembly Plant CN
MAT-692944,C-08-2,1155,KANBAN-00116,Battery & eDrive Plant CN,Assembly Plant CN
MAT-134654,B-03-1,1422,KANBAN-00117,Battery & eDrive Plant CN,Assembly Plant CN
MAT-761006,A-29-3,1011,KANBAN-00118,Battery & eDrive Plant CN,Assembly Plant CN
MAT-955143,H-08-5,1638,KANBAN-00119,Battery & eDrive Plant CN,Assembly Plant CN
MAT-246229,C-20-2,909,KANBAN-00120,Battery & eDrive Plant CN,Assembly Plant CN
MAT-982436,A-18-1,2813,KANBAN-00121,Battery & eDrive Plant CN,Assembly Plant CN
MAT-488706,E-21-4,3172,KANBAN-00122,Battery & eDrive Plant CN,Assembly Plant CN
MAT-901108,B-03-1,2897,KANBAN-00123,Battery & eDrive Plant CN,Assembly Plant CN
MAT-779800,H-06-2,4276,KANBAN-00124,Battery & eDrive Plant CN,Assembly Plant CN
MAT-466714,A-29-5,2599,KANBAN-00125,Battery & eDrive Plant CN,Assembly Plant CN
MAT-279801,C-13-3,3473,KANBAN-00126,Battery & eDrive Plant CN,Assembly Plant CN
MAT-633414,F-03-4,4693,KANBAN-00127,Battery & eDrive Plant CN,Assembly Plant CN
MAT-401537,D-03-3,4543,KANBAN-00128,Battery & eDrive Plant CN,Assembly Plant CN
MAT-367611,D-12-2,841,KANBAN-00129,Battery & eDrive Plant CN,Assembly Plant CN
MAT-592700,E-15-3,1145,KANBAN-00130,Battery & eDrive Plant CN,Assembly Plant CN
MAT-354132,D-27-2,2105,KANBAN-00131,Battery & eDrive Plant CN,Assembly Plant CN
MAT-533855,C-09-5,817,KANBAN-00132,Battery & eDrive Plant CN,Assembly Plant CN
MAT-975338,B-26-1,4457,KANBAN-00133,Battery & eDrive Plant CN,Assembly Plant CN
MAT-319254,E-13-3,1201,KANBAN-00001,Paint Shop DE,Assembly Plant CN
MAT-445207,A-09-4,3698,KANBAN-00002,Paint Shop DE,Assembly Plant CN
MAT-814647,D-01-1,1329,KANBAN-00003,Paint Shop DE,Assembly Plant CN
MAT-149244,C-10-1,4554,KANBAN-00004,Paint Shop DE,Assembly Plant CN
MAT-398465,G-27-5,2415,KANBAN-00005,Paint Shop DE,Assembly Plant CN
MAT-716506,D-28-3,428,KANBAN-00006,Paint Shop DE,Assembly Plant CN
MAT-399457,A-06-5,3426,KANBAN-00007,Paint Shop DE,Assembly Plant CN
MAT-711853,B-21-5,2048,KANBAN-00008,Paint Shop DE,Assembly Plant CN
MAT-211364,H-23-3,1469,KANBAN-00009,Paint Shop DE,Assembly Plant CN
MAT-505937,B-05-2,4121,KANBAN-00010,Paint Shop DE,Assembly Plant CN
MAT-160817,C-28-2,1118,KANBAN-00011,Paint Shop DE,Assembly Plant CN
MAT-490794,B-09-1,767,KANBAN-00012,Paint Shop DE,Assembly Plant CN
MAT-315691,A-17-2,2424,KANBAN-00013,Paint Shop DE,Assembly Plant CN
MAT-216952,G-24-3,2409,KANBAN-00014,Paint Shop DE,Assembly Plant CN
MAT-945780,C-17-5,2253,KANBAN-00015,Paint Shop DE,Assembly Plant CN
MAT-795730,B-20-4,2034,KANBAN-00016,Paint Shop DE,Assembly Plant CN
MAT-133903,F-01-3,3802,KANBAN-00017,Paint Shop DE,Assembly Plant CN
MAT-477030,C-28-5,231,KANBAN-00018,Paint Shop DE,Assembly Plant CN
MAT-424853,A-09-1,1507,KANBAN-00019,Paint Shop DE,Assembly Plant CN
MAT-628080,G-24-4,407,KANBAN-00020,Paint Shop DE,Assembly Plant CN
MAT-163547,A-09-5,2318,KANBAN-00021,Paint Shop DE,Assembly Plant CN
MAT-865440,G-12-4,715,KANBAN-00022,Paint Shop DE,Assembly Plant CN
MAT-649511,A-05-5,2835,KANBAN-00023,Paint Shop DE,Assembly Plant CN
MAT-195099,F-08-2,813,KANBAN-00024,Paint Shop DE,Assembly Plant CN
MAT-312781,H-16-4,2840,KANBAN-00025,Paint Shop DE,Assembly Plant CN
MAT-601191,E-07-2,4918,KANBAN-00026,Paint Shop DE,Assembly Plant CN
MAT-930784,F-22-1,2104,KANBAN-00027,Paint Shop DE,Assembly Plant CN
MAT-210934,D-10-2,3134,KANBAN-00028,Paint Shop DE,Assembly Plant CN
MAT-926664,B-24-5,1768,KANBAN-00029,Paint Shop DE,Assembly Plant CN
MAT-448651,H-19-3,3489,KANBAN-00030,Paint Shop DE,Assembly Plant CN
MAT-120884,A-03-3,1598,KANBAN-00031,Paint Shop DE,Assembly Plant CN
MAT-935370,F-03-2,2436,KANBAN-00032,Paint Shop DE,Assembly Plant CN
MAT-776553,G-29-4,4467,KANBAN-00033,Paint Shop DE,Assembly Plant CN
MAT-988482,A-23-5,2207,KANBAN-00034,Paint Shop DE,Assembly Plant CN
MAT-805887,H-02-4,2885,KANBAN-00035,Paint Shop DE,Assembly Plant CN
MAT-357488,D-22-1,2248,KANBAN-00036,Paint Shop DE,Assembly Plant CN
MAT-555696,H-28-1,3359,KANBAN-00037,Paint Shop DE,Assembly Plant CN
MAT-787610,B-22-1,1722,KANBAN-00038,Paint Shop DE,Assembly Plant CN
MAT-961342,D-20-5,3663,KANBAN-00039,Paint Shop DE,Assembly Plant CN
MAT-705755,B-20-2,162,KANBAN-00040,Paint Shop DE,Assembly Plant CN
MAT-858255,G-08-3,2449,KANBAN-00041,Paint Shop DE,Assembly Plant CN
MAT-477365,D-08-1,2807,KANBAN-00042,Paint Shop DE,Assembly Plant CN
MAT-442917,D-06-5,4870,KANBAN-00043,Paint Shop DE,Assembly Plant CN
MAT-609277,E-01-3,4653,KANBAN-00044,Paint Shop DE,Assembly Plant CN
MAT-356817,C-23-1,3961,KANBAN-00045,Paint Shop DE,Assembly Plant CN
MAT-936290,C-08-2,1722,KANBAN-00046,Paint Shop DE,Assembly Plant CN
MAT-201524,D-19-4,1837,KANBAN-00047,Paint Shop DE,Assembly Plant CN
MAT-152695,H-22-2,3159,KANBAN-00048,Paint Shop DE,Assembly Plant CN
MAT-183254,F-05-3,1720,KANBAN-00049,Paint Shop DE,Assembly Plant CN
MAT-864355,G-06-5,2694,KANBAN-00050,Paint Shop DE,Assembly Plant CN
MAT-137309,B-05-5,4754,KANBAN-00051,Paint Shop DE,Assembly Plant CN
MAT-379521,A-12-1,969,KANBAN-00052,Paint Shop DE,Assembly Plant CN
MAT-834218,C-27-3,193,KANBAN-00053,Paint Shop DE,Assembly Plant CN
MAT-579943,C-21-4,3400,KANBAN-00054,Paint Shop DE,Assembly Plant CN
MAT-759100,H-11-4,4422,KANBAN-00055,Paint Shop DE,Assembly Plant CN
MAT-812328,A-07-2,2647,KANBAN-00056,Paint Shop DE,Assembly Plant CN
MAT-707084,F-07-5,151,KANBAN-00057,Paint Shop DE,Assembly Plant CN
MAT-231204,D-12-2,1548,KANBAN-00058,Paint Shop DE,Assembly Plant CN
MAT-984591,C-21-5,2938,KANBAN-00059,Paint Shop DE,Assembly Plant CN
MAT-195864,G-02-4,825,KANBAN-00060,Paint Shop DE,Assembly Plant CN
MAT-686922,D-20-2,4952,KANBAN-00061,Paint Shop DE,Assembly Plant CN
MAT-703782,D-09-1,724,KANBAN-00062,Paint Shop DE,Assembly Plant CN
MAT-762214,B-10-3,574,KANBAN-00063,Paint Shop DE,Assembly Plant CN
MAT-767699,D-11-2,4230,KANBAN-00064,Paint Shop DE,Assembly Plant CN
MAT-857132,D-04-5,1107,KANBAN-00065,Paint Shop DE,Assembly Plant CN
MAT-936301,D-24-5,261,KANBAN-00066,Paint Shop DE,Assembly Plant CN
MAT-218299,B-04-4,4616,KANBAN-00067,Paint Shop DE,Assembly Plant CN
MAT-479062,C-09-5,1777,KANBAN-00068,Paint Shop DE,Assembly Plant CN
MAT-662044,H-17-5,3124,KANBAN-00069,Paint Shop DE,Assembly Plant CN
MAT-624907,A-09-2,312,KANBAN-00070,Paint Shop DE,Assembly Plant CN
MAT-993761,F-06-2,4977,KANBAN-00071,Paint Shop DE,Assembly Plant CN
MAT-461838,E-23-1,4851,KANBAN-00072,Paint Shop DE,Assembly Plant CN
MAT-258777,G-29-2,2985,KANBAN-00073,Paint Shop DE,Assembly Plant CN
MAT-197817,B-09-2,4010,KANBAN-00074,Paint Shop DE,Assembly Plant CN
MAT-499716,F-15-3,3033,KANBAN-00075,Paint Shop DE,Assembly Plant CN
MAT-631433,B-04-5,4458,KANBAN-00076,Paint Shop DE,Assembly Plant CN
MAT-967265,A-19-1,767,KANBAN-00077,Paint Shop DE,Assembly Plant CN
MAT-750329,G-29-2,2708,KANBAN-00078,Paint Shop DE,Assembly Plant CN
MAT-577510,B-29-3,3587,KANBAN-00079,Paint Shop DE,Assembly Plant CN
MAT-751394,F-26-4,1640,KANBAN-00080,Paint Shop DE,Assembly Plant CN
MAT-265383,F-03-3,3077,KANBAN-00081,Paint Shop DE,Assembly Plant CN
MAT-517725,A-05-5,1452,KANBAN-00082,Paint Shop DE,Assembly Plant CN
MAT-520196,D-23-2,4421,KANBAN-00083,Paint Shop DE,Assembly Plant CN
MAT-486683,G-21-2,936,KANBAN-00084,Paint Shop DE,Assembly Plant CN
MAT-694752,G-04-3,1953,KANBAN-00085,Paint Shop DE,Assembly Plant CN
MAT-325263,E-12-5,4439,KANBAN-00086,Paint Shop DE,Assembly Plant CN
MAT-636740,C-19-2,3998,KANBAN-00087,Paint Shop DE,Assembly Plant CN
MAT-703008,F-16-3,1141,KANBAN-00088,Paint Shop DE,Assembly Plant CN
MAT-896113,G-22-3,1439,KANBAN-00089,Paint Shop DE,Assembly Plant CN
MAT-301276,C-17-3,4790,KANBAN-00090,Paint Shop DE,Assembly Plant CN
MAT-800035,A-03-2,1626,KANBAN-00091,Paint Shop DE,Assembly Plant CN
MAT-309456,D-21-3,4246,KANBAN-00092,Paint Shop DE,Assembly Plant CN
MAT-140714,F-02-2,3058,KANBAN-00093,Paint Shop DE,Assembly Plant CN
MAT-594442,E-22-4,2319,KANBAN-00094,Paint Shop DE,Assembly Plant CN
MAT-987884,E-22-2,4808,KANBAN-00095,Paint Shop DE,Assembly Plant CN
MAT-603412,D-29-2,2463,KANBAN-00096,Paint Shop DE,Assembly Plant CN
MAT-754601,F-06-5,3532,KANBAN-00097,Paint Shop DE,Assembly Plant CN
MAT-750754,E-09-5,507,KANBAN-00098,Paint Shop DE,Assembly Plant CN
MAT-830745,G-04-3,4030,KANBAN-00099,Paint Shop DE,Assembly Plant CN
MAT-585590,E-27-1,4094,KANBAN-00100,Paint Shop DE,Assembly Plant CN
MAT-676335,B-23-3,3261,KANBAN-00101,Paint Shop DE,Assembly Plant CN
MAT-718099,F-17-5,3851,KANBAN-00102,Paint Shop DE,Assembly Plant CN
MAT-867428,D-18-2,3703,KANBAN-00103,Paint Shop DE,Assembly Plant CN
MAT-377107,C-19-3,120,KANBAN-00104,Paint Shop DE,Assembly Plant CN
MAT-226811,D-25-1,4560,KANBAN-00105,Paint Shop DE,Assembly Plant CN
MAT-511937,B-23-5,3558,KANBAN-00106,Paint Shop DE,Assembly Plant CN
MAT-554817,E-11-4,1872,KANBAN-00107,Paint Shop DE,Assembly Plant CN
MAT-712119,C-08-4,666,KANBAN-00108,Paint Shop DE,Assembly Plant CN
MAT-899382,A-24-3,1334,KANBAN-00109,Paint Shop DE,Assembly Plant CN
MAT-318316,A-10-5,1374,KANBAN-00110,Paint Shop DE,Assembly Plant CN
MAT-391134,F-22-4,1067,KANBAN-00111,Paint Shop DE,Assembly Plant CN
MAT-576718,C-19-2,1489,KANBAN-00112,Paint Shop DE,Assembly Plant CN
MAT-828742,F-27-4,2320,KANBAN-00113,Paint Shop DE,Assembly Plant CN
MAT-358125,F-16-4,2206,KANBAN-00114,Paint Shop DE,Assembly Plant CN
MAT-737169,F-27-1,439,KANBAN-00115,Paint Shop DE,Assembly Plant CN
MAT-498819,F-17-3,1272,KANBAN-00116,Paint Shop DE,Assembly Plant CN
MAT-610637,B-17-4,2767,KANBAN-00117,Paint Shop DE,Assembly Plant CN
MAT-622015,B-16-4,4505,KANBAN-00118,Paint Shop DE,Assembly Plant CN
MAT-940362,F-03-3,2089,KANBAN-00119,Paint Shop DE,Assembly Plant CN
MAT-313315,C-20-3,3368,KANBAN-00120,Paint Shop DE,Assembly Plant CN
MAT-464513,E-01-1,1696,KANBAN-00121,Paint Shop DE,Assembly Plant CN
MAT-746397,D-16-5,1024,KANBAN-00122,Paint Shop DE,Assembly Plant CN
MAT-146621,E-18-2,3149,KANBAN-00123,Paint Shop DE,Assembly Plant CN
MAT-674932,G-20-2,2183,KANBAN-00124,Paint Shop DE,Assembly Plant CN
MAT-103435,A-22-5,2550,KANBAN-00125,Paint Shop DE,Assembly Plant CN
MAT-453757,A-02-4,588,KANBAN-00126,Paint Shop DE,Assembly Plant CN
MAT-173626,G-05-5,1278,KANBAN-00127,Paint Shop DE,Assembly Plant CN
MAT-624598,H-15-4,279,KANBAN-00128,Paint Shop DE,Assembly Plant CN
MAT-772105,H-17-5,1602,KANBAN-00129,Paint Shop DE,Assembly Plant CN
MAT-871428,B-17-4,3209,KANBAN-00130,Paint Shop DE,Assembly Plant CN
MAT-854397,H-05-2,2876,KANBAN-00131,Paint Shop DE,Assembly Plant CN
MAT-261862,D-22-5,3956,KANBAN-00132,Paint Shop DE,Assembly Plant CN
MAT-500115,C-17-1,2445,KANBAN-00133,Paint Shop DE,Assembly Plant CN
MAT-626077,B-22-4,493,KANBAN-00134,Paint Shop DE,Assembly Plant CN
MAT-688080,A-23-4,329,KANBAN-00135,Paint Shop DE,Assembly Plant CN
MAT-652094,E-25-5,4094,KANBAN-00136,Paint Shop DE,Assembly Plant CN
MAT-795222,C-29-3,1370,KANBAN-00137,Paint Shop DE,Assembly Plant CN
MAT-175034,B-27-1,3316,KANBAN-00138,Paint Shop DE,Assembly Plant CN
MAT-262088,B-06-3,3673,KANBAN-00139,Paint Shop DE,Assembly Plant CN
MAT-737469,A-21-1,3334,KANBAN-00140,Paint Shop DE,Assembly Plant CN
MAT-312247,F-08-1,2037,KANBAN-00141,Paint Shop DE,Assembly Plant CN
MAT-954539,G-22-3,2104,KANBAN-00142,Paint Shop DE,Assembly Plant CN
MAT-667280,E-03-1,4041,KANBAN-00143,Paint Shop DE,Assembly Plant CN
MAT-201766,D-05-4,3384,KANBAN-00144,Paint Shop DE,Assembly Plant CN
MAT-974157,E-16-1,3338,KANBAN-00145,Paint Shop DE,Assembly Plant CN
MAT-658807,B-24-5,2171,KANBAN-00146,Paint Shop DE,Assembly Plant CN
MAT-444080,F-04-3,3785,KANBAN-00147,Paint Shop DE,Assembly Plant CN
MAT-704586,G-02-3,2514,KANBAN-00148,Paint Shop DE,Assembly Plant CN
MAT-325175,C-12-5,2921,KANBAN-00149,Paint Shop DE,Assembly Plant CN
MAT-709559,F-11-5,1041,KANBAN-00150,Paint Shop DE,Assembly Plant CN
MAT-410334,F-21-1,177,KANBAN-00151,Paint Shop DE,Assembly Plant CN
MAT-899086,A-28-2,4908,KANBAN-00152,Paint Shop DE,Assembly Plant CN
MAT-114993,G-03-1,4434,KANBAN-00153,Paint Shop DE,Assembly Plant CN
MAT-169598,H-05-4,867,KANBAN-00154,Paint Shop DE,Assembly Plant CN
MAT-895856,E-15-2,2111,KANBAN-00155,Paint Shop DE,Assembly Plant CN
MAT-131889,A-27-5,454,KANBAN-00156,Paint Shop DE,Assembly Plant CN
MAT-725985,A-11-4,4178,KANBAN-00157,Paint Shop DE,Assembly Plant CN
MAT-347215,B-25-1,1435,KANBAN-00158,Paint Shop DE,Assembly Plant CN
MAT-846565,E-27-3,2456,KANBAN-00159,Paint Shop DE,Assembly Plant CN
MAT-897041,D-26-2,3919,KANBAN-00160,Paint Shop DE,Assembly Plant CN
MAT-910537,F-22-5,3019,KANBAN-00161,Paint Shop DE,Assembly Plant CN
MAT-855351,A-06-4,4157,KANBAN-00162,Paint Shop DE,Assembly Plant CN
MAT-316676,G-14-1,3847,KANBAN-00163,Paint Shop DE,Assembly Plant CN
MAT-201723,H-10-1,3599,KANBAN-00164,Paint Shop DE,Assembly Plant CN
MAT-519309,G-10-4,3065,KANBAN-00165,Paint Shop DE,Assembly Plant CN
MAT-314068,G-12-1,1306,KANBAN-00166,Paint Shop DE,Assembly Plant CN
MAT-410204,C-01-3,3535,KANBAN-00167,Paint Shop DE,Assembly Plant CN
MAT-740181,G-05-5,3698,KANBAN-00168,Paint Shop DE,Assembly Plant CN
MAT-513421,C-08-3,1809,KANBAN-00169,Paint Shop DE,Assembly Plant CN
