PROD_LINE,PROC_NUMBER,PROC_NAME_LOCAL,STATION_ID,EQUIP_REF,PRODUCT_REF,MATERIAL_REF
L07,PR-0097,PRESS FORMING - REAR AXLE,S03,000170000045,MER-VEH-EV-0001,MER-ONBOARD-CHARGER-0037
L07,PR-0003,TORQUE TIGHTENING,S03,000170000046,MER-VEH-EV-0001,
L07,PR-0002,RESISTANCE WELDING,S03,000170000047,MER-VEH-EV-0001,MER-STATOR-0031
L07,PR-0130,REAR AXLE FORMING,S04,000170000048,MER-VEH-EV-0001,MER-WIRING-HARNESS-0022
L07,PR-0037,INSPECTION - GLASS PANEL,S04,000170000049,MER-VEH-EV-0001,
L07,PR-0169,ADJUSTMENT - WIRE HARNESS,S04,000170000050,MER-VEH-EV-0001,
L08,PR-0010,HARNESS ROUTING,S01,000170000051,MER-VEH-EV-0001,MER-ROTOR-0032
L08,PR-0161,GLASS PANEL FASTENING,S01,000170000052,MER-VEH-EV-0001,MER-CHARGE-PORT-0039
L08,PR-0001,DISPENSING SEALING COMPOUND,S01,000170000053,MER-VEH-EV-0001,MER-LOW-VOLTAGE-BATT-0023
L08,PR-0018,DRAW FORMING,S02,000170000054,MER-VEH-EV-0001,MER-BUMPER-FRONT-0006
L09,PR-0010,HARNESS ROUTING,S01,000170000055,MER-VEH-EV-0001,MER-CENTER-CONSOLE-0018
L09,PR-0001,DISPENSING SEALING COMPOUND,S02,000170000056,MER-VEH-EV-0001,MER-REAR-SUSPENSION-0011
L09,PR-0002,RESISTANCE WELDING,S02,000170000057,MER-VEH-EV-0001,MER-BATTERY-MANAGEME-0028
L10,PR-0001,DISPENSING SEALING COMPOUND,S01,000170000058,MER-VEH-EV-0001,MER-HOOD-0005
L10,PR-0001,DISPENSING SEALING COMPOUND,S02,000170000059,MER-VEH-EV-0001,MER-DOOR-PANELS-0019
L10,PR-0148,STAMPING - FENDER PANEL,S02,000170000060,MER-VEH-EV-0001,MER-CENTER-CONSOLE-0018
L10,PR-0164,TRUNK LID CUTTING,S02,000170000061,MER-VEH-EV-0001,
L10,PR-0106,FASTENING - BRAKE CALIPER,S03,000170000062,MER-VEH-EV-0001,MER-SEATS-0016
L10,PR-0188,INSPECTION - FLOOR PAN,S03,000170000063,MER-VEH-EV-0001,
L10,PR-0074,SETTING - RADIATOR CORE,S04,000170000064,MER-VEH-EV-0001,
L10,PR-0135,SECURING - DOOR MODULE,S04,000170000065,MER-VEH-EV-0001,MER-INFOTAINMENT-UNI-0025
L11,PR-0002,RESISTANCE WELDING,S01,000170000067,MER-VEH-EV-0001,MER-WIRING-HARNESS-0022
L11,PR-0003,TORQUE TIGHTENING,S01,000170000068,MER-VEH-EV-0001,
L11,PR-0089,ASSEMBLY - WHEEL HUB,S02,000170000069,MER-VEH-EV-0001,MER-FRONT-SUSPENSION-0010
L11,PR-0009,CELL STACK ASSEMBLY,S02,000170000070,MER-VEH-EV-0001,MER-ROTOR-0032
L11,PR-0038,SETTING - BODY PANEL,S03,000170000071,MER-VEH-EV-0001,
L11,PR-0015,WINDING OPERATION,S03,000170000072,MER-VEH-EV-0001,MER-CENTER-CONSOLE-0018
L11,PR-0003,TORQUE TIGHTENING,S03,000170000073,MER-VEH-EV-0001,
L11,PR-0003,TORQUE TIGHTENING,S04,000170000074,MER-VEH-EV-0001,
L11,PR-0046,PACKING - RADIATOR CORE,S04,000170000075,MER-VEH-EV-0001,MER-BUMPER-REAR-0007
L12,PR-0013,DOOR FITMENT,S01,000170000076,MER-VEH-EV-0001,MER-BATTERY-MANAGEME-0028
L12,PR-0005,LEAK TEST,S02,000170000077,MER-VEH-EV-0001,
L12,PR-0021,FOAM MOLDING,S03,000170000078,MER-VEH-EV-0001,MER-DASHBOARD-0017
L13,PR-0007,BASE COAT SPRAY,S01,000170000079,MER-VEH-EV-0001,MER-INFOTAINMENT-UNI-0025
L13,PR-0009,CELL STACK ASSEMBLY,S02,000170000080,MER-VEH-EV-0001,MER-STATOR-0031
L13,PR-0030,CYLINDER BORING,S02,000170000081,MER-VEH-EV-0001,
L13,PR-0008,CLEARCOAT APPLICATION,S02,,MER-VEH-EV-0001,MER-INFOTAINMENT-UNI-0025
L14,PR-0149,BATTERY MODULE MOLDING,S01,000170000082,MER-VEH-EV-0001,MER-CHARGE-PORT-0039
L14,PR-0010,HARNESS ROUTING,S01,,MER-VEH-EV-0001,MER-LIGHTING-SYSTEM-0024
L14,PR-0160,SHAPING - RADIATOR CORE,S02,,MER-VEH-EV-0001,MER-SEATS-0016
L14,PR-0082,CURING - STEERING COLUMN,S02,000170000083,MER-VEH-EV-0001,
L14,PR-0106,FASTENING - BRAKE CALIPER,S02,000170000084,MER-VEH-EV-0001,MER-CHARGING-CABLE-0040
L15,PR-0050,QC REVIEW - STEERING COLUMN,S01,000170000085,MER-VEH-EV-0001,
L15,PR-0020,CRIMP TERMINATION,S01,000170000086,MER-VEH-EV-0001,MER-HEADLINER-0020
L15,PR-0013,DOOR FITMENT,S02,000170000087,MER-VEH-EV-0001,MER-BATTERY-HOUSING-0029
L15,PR-0014,ALIGNMENT CHECK,S03,000170000088,MER-VEH-EV-0001,
L15,PR-0002,RESISTANCE WELDING,S03,000170000089,MER-VEH-EV-0001,MER-WHEELS-0014
L15,PR-0002,RESISTANCE WELDING,S03,000170000090,MER-VEH-EV-0001,MER-ONBOARD-CHARGER-0037
L15,PR-0001,DISPENSING SEALING COMPOUND,S04,000170000091,MER-VEH-EV-0001,MER-CHARGE-PORT-0039
L16,PR-0045,STAMPING - CENTER CONSOLE,S01,000170000092,MER-VEH-EV-0001,MER-CHARGE-PORT-0039
L16,PR-0001,DISPENSING SEALING COMPOUND,S01,000170000093,MER-VEH-EV-0001,MER-DASHBOARD-0017
L16,PR-0017,BLANKING OPERATION,S01,,MER-VEH-EV-0001,
L16,PR-0001,DISPENSING SEALING COMPOUND,S02,000170000094,MER-VEH-EV-0001,MER-INVERTER-0035
L16,PR-0001,DISPENSING SEALING COMPOUND,S03,000170000095,MER-VEH-EV-0001,MER-BATTERY-CELL-MOD-0027
L16,PR-0013,DOOR FITMENT,S03,000170000096,MER-VEH-EV-0001,MER-HOOD-0005
L16,PR-0095,DISPENSING - FLOOR PAN,S03,000170000097,MER-VEH-EV-0001,MER-ONBOARD-CHARGER-0037
L16,PR-0005,LEAK TEST,S04,000170000098,MER-VEH-EV-0001,
L17,PR-0125,PACKAGING - BRAKE CALIPER,S01,000170000099,MER-VEH-EV-0001,MER-WIRING-HARNESS-0022
L17,PR-0001,DISPENSING SEALING COMPOUND,S01,000170000100,MER-VEH-EV-0001,MER-WIRING-HARNESS-0022
L17,PR-0009,CELL STACK ASSEMBLY,S01,000170000101,MER-VEH-EV-0001,MER-SEATS-0016
L17,PR-0001,DISPENSING SEALING COMPOUND,S02,000170000102,MER-VEH-EV-0001,MER-INVERTER-0035
L17,PR-0004,AOI CHECK,S02,000170000103,MER-VEH-EV-0001,
L17,PR-0001,DISPENSING SEALING COMPOUND,S02,000170000104,MER-VEH-EV-0001,MER-BUMPER-FRONT-0006
L18,PR-0001,DISPENSING SEALING COMPOUND,S01,000170000105,MER-VEH-EV-0001,MER-SEATS-0016
L18,PR-0037,INSPECTION - GLASS PANEL,S01,,MER-VEH-EV-0001,
L18,PR-0026,CAMSHAFT FITTING,S01,000170000106,MER-VEH-EV-0001,MER-LOW-VOLTAGE-BATT-0023
L18,PR-0002,RESISTANCE WELDING,S02,000170000107,MER-VEH-EV-0001,MER-FRONT-SUSPENSION-0010
L18,PR-0112,MOLDING - GLASS PANEL,S02,000170000108,MER-VEH-EV-0001,MER-FRONT-SUSPENSION-0010
L18,PR-0032,TESTING - FUEL RAIL,S02,000170000109,MER-VEH-EV-0001,
L19,PR-0004,AOI CHECK,S01,000170000110,MER-VEH-EV-0001,
L19,PR-0006,ELECTROCOAT DIP,S02,000170000111,MER-VEH-EV-0001,MER-INFOTAINMENT-UNI-0025
L19,PR-0003,TORQUE TIGHTENING,S03,000170000112,MER-VEH-EV-0001,
L19,PR-0074,SETTING - RADIATOR CORE,S03,000170000113,MER-VEH-EV-0001,
L19,PR-0010,HARNESS ROUTING,S03,000170000114,MER-VEH-EV-0001,MER-LIGHTING-SYSTEM-0024
L19,PR-0001,DISPENSING SEALING COMPOUND,S04,000170000115,MER-VEH-EV-0001,MER-MOTOR-HOUSING-0033
L19,PR-0002,RESISTANCE WELDING,S04,000170000116,MER-VEH-EV-0001,MER-MOTOR-HOUSING-0033
L19,PR-0003,TORQUE TIGHTENING,S04,000170000117,MER-VEH-EV-0001,
L20,PR-0006,ELECTROCOAT DIP,S01,,MER-VEH-EV-0001,MER-BODY-SHELL-0003
L20,PR-0018,DRAW FORMING,S01,000170000118,MER-VEH-EV-0001,MER-DASHBOARD-0017
L20,PR-0162,FUSING - CENTER CONSOLE,S02,000170000119,MER-VEH-EV-0001,MER-INVERTER-0035
L20,PR-0003,TORQUE TIGHTENING,S03,000170000120,MER-VEH-EV-0001,
L20,PR-0004,AOI CHECK,S03,000170000121,MER-VEH-EV-0001,
L20,PR-0001,DISPENSING SEALING COMPOUND,S03,000170000122,MER-VEH-EV-0001,MER-CHARGE-PORT-0039
L20,PR-0005,LEAK TEST,S04,000170000123,MER-VEH-EV-0001,
L21,PR-0030,CYLINDER BORING,S01,000170000124,MER-VEH-EV-0001,
L21,PR-0161,GLASS PANEL FASTENING,S01,000170000125,MER-VEH-EV-0001,MER-HOOD-0005
L21,PR-0044,CUTTING OPERATION - WHEEL HUB,S01,000170000126,MER-VEH-EV-0001,
L21,PR-0001,DISPENSING SEALING COMPOUND,S02,000170000127,MER-VEH-EV-0001,MER-STATOR-0031
L21,PR-0105,EXHAUST MANIFOLD FORMING,S02,000170000128,MER-VEH-EV-0001,MER-REAR-SUSPENSION-0011
L21,PR-0078,ASSEMBLY - FLOOR PAN,S03,000170000129,MER-VEH-EV-0001,MER-ROTOR-0032
L22,PR-0002,RESISTANCE WELDING,S01,000170000130,MER-VEH-EV-0001,MER-CENTER-CONSOLE-0018
L22,PR-0136,DISPENSING - FENDER PANEL,S01,,MER-VEH-EV-0001,MER-BUMPER-FRONT-0006
L22,PR-0037,INSPECTION - GLASS PANEL,S02,000170000131,MER-VEH-EV-0001,
L22,PR-0056,BUMPER FASCIA CURING,S02,000170000132,MER-VEH-EV-0001,
L22,PR-0008,CLEARCOAT APPLICATION,S02,000170000133,MER-VEH-EV-0001,MER-FRONT-SUSPENSION-0010
L23,PR-0002,RESISTANCE WELDING,S01,000170000134,MER-VEH-EV-0001,MER-CHARGE-PORT-0039
L23,PR-0062,TRIMMING - WHEEL HUB,S01,000170000135,MER-VEH-EV-0001,
L23,PR-0009,CELL STACK ASSEMBLY,S01,000170000136,MER-VEH-EV-0001,MER-STATOR-0031
L23,PR-0166,ALIGNMENT - FUEL RAIL,S02,,MER-VEH-EV-0001,
L23,PR-0001,DISPENSING SEALING COMPOUND,S03,000170000137,MER-VEH-EV-0001,MER-DOORS-0004
L23,PR-0005,LEAK TEST,S03,000170000138,MER-VEH-EV-0001,
L23,PR-0042,ASSEMBLY - WIRE HARNESS,S03,000170000139,MER-VEH-EV-0001,MER-CHARGE-PORT-0039
L24,PR-0016,SHEET METAL FORMING,S01,000170000140,MER-VEH-EV-0001,MER-INVERTER-0035
L24,PR-0007,BASE COAT SPRAY,S01,000170000141,MER-VEH-EV-0001,MER-WIRING-HARNESS-0022
L24,PR-0035,SEAL APPLICATION - TRANSMISSION HOUSING,S02,000170000142,MER-VEH-EV-0001,MER-BODY-SHELL-0003
L24,PR-0042,ASSEMBLY - WIRE HARNESS,S02,000170000143,MER-VEH-EV-0001,MER-CENTER-CONSOLE-0018
L24,PR-0017,BLANKING OPERATION,S02,000170000144,MER-VEH-EV-0001,
L24,PR-0004,AOI CHECK,S03,000170000145,MER-VEH-EV-0001,
L24,PR-0021,FOAM MOLDING,S03,000170000146,MER-VEH-EV-0001,MER-FENDERS-0008
L24,PR-0014,ALIGNMENT CHECK,S04,000170000147,MER-VEH-EV-0001,
L24,PR-0061,TRIMMING OPERATION - SUSPENSION ARM,S04,000170000148,MER-VEH-EV-0001,
L25,PR-0026,CAMSHAFT FITTING,S01,000170000149,MER-VEH-EV-0001,MER-SEATS-0016
L25,PR-0010,HARNESS ROUTING,S01,000170000151,MER-VEH-EV-0001,MER-STEERING-SYSTEM-0013
L25,PR-0001,DISPENSING SEALING COMPOUND,S01,000170000152,MER-VEH-EV-0001,MER-BATTERY-HOUSING-0029
L25,PR-0001,DISPENSING SEALING COMPOUND,S02,,MER-VEH-EV-0001,MER-BATTERY-HOUSING-0029
L25,PR-0004,AOI CHECK,S02,,MER-VEH-EV-0001,
L25,PR-0019,PIERCING STATION,S02,000170000153,MER-VEH-EV-0001,
L25,PR-0059,DRILLING - TRUNK LID,S03,000170000154,MER-VEH-EV-0001,
L25,PR-0158,BRAKE CALIPER CUTTING,S04,000170000155,MER-VEH-EV-0001,
L25,PR-0019,PIERCING STATION,S04,000170000156,MER-VEH-EV-0001,
L25,PR-0041,BODY PANEL COATING,S04,000170000157,MER-VEH-EV-0001,MER-FENDERS-0008
L26,PR-0022,COVER STITCHING,S01,000170000159,MER-VEH-EV-0001,MER-DC-DC-CONVERTER-0036
L26,PR-0007,BASE COAT SPRAY,S01,000170000160,MER-VEH-EV-0001,MER-BATTERY-CELL-MOD-0027
L26,PR-0020,CRIMP TERMINATION,S02,000170000161,MER-VEH-EV-0001,MER-BATTERY-CELL-MOD-0027
L26,PR-0006,ELECTROCOAT DIP,S02,000170000162,MER-VEH-EV-0001,MER-ROTOR-0032
L27,PR-0008,CLEARCOAT APPLICATION,S01,000170000163,MER-VEH-EV-0001,MER-BATTERY-HOUSING-0029
L27,PR-0119,FENDER PANEL TRIMMING,S01,000170000164,MER-VEH-EV-0001,
L27,PR-0015,WINDING OPERATION,S01,000170000165,MER-VEH-EV-0001,MER-ROTOR-0032
L27,PR-0001,DISPENSING SEALING COMPOUND,S02,000170000166,MER-VEH-EV-0001,MER-BRAKE-SYSTEM-0012
L27,PR-0012,UNDERBODY SEAM SEALING,S02,000170000167,MER-VEH-EV-0001,MER-BATTERY-MANAGEME-0028
L27,PR-0152,STAMPING - BATTERY MODULE,S02,000170000168,MER-VEH-EV-0001,MER-CHARGING-CABLE-0040
L27,PR-0001,DISPENSING SEALING COMPOUND,S03,000170000169,MER-VEH-EV-0001,MER-STATOR-0031
L28,PR-0169,ADJUSTMENT - WIRE HARNESS,S01,000170000170,MER-VEH-EV-0001,
L28,PR-0186,GLASS PANEL COATING,S02,000170000171,MER-VEH-EV-0001,MER-DASHBOARD-0017
L28,PR-0015,WINDING OPERATION,S02,000170000172,MER-VEH-EV-0001,MER-INFOTAINMENT-UNI-0025
L28,PR-0004,AOI CHECK,S02,000170000173,MER-VEH-EV-0001,
L29,PR-0001,DISPENSING SEALING COMPOUND,S01,000170000174,MER-VEH-EV-0001,MER-ONBOARD-CHARGER-0037
L29,PR-0001,DISPENSING SEALING COMPOUND,S01,000170000175,MER-VEH-EV-0001,MER-BATTERY-CELL-MOD-0027
L29,PR-0005,LEAK TEST,S01,000170000176,MER-VEH-EV-0001,
L29,PR-0056,BUMPER FASCIA CURING,S02,000170000177,MER-VEH-EV-0001,
L29,PR-0143,CUTTING - HOOD PANEL,S02,,MER-VEH-EV-0001,
L29,PR-0001,DISPENSING SEALING COMPOUND,S02,000170000178,MER-VEH-EV-0001,MER-ROTOR-0032
L29,PR-0010,HARNESS ROUTING,S03,000170000179,MER-VEH-EV-0001,MER-DC-DC-CONVERTER-0036
L29,PR-0011,EOL FUNCTIONAL CHECK,S03,000170000180,MER-VEH-EV-0001,
L29,PR-0005,LEAK TEST,S03,000170000181,MER-VEH-EV-0001,
L30,PR-0013,DOOR FITMENT,S01,000170000182,MER-VEH-EV-0001,MER-SEATS-0016
L30,PR-0129,ADJUSTMENT - SEAT FRAME,S02,000170000183,MER-VEH-EV-0001,
L30,PR-0007,BASE COAT SPRAY,S02,000170000184,MER-VEH-EV-0001,MER-WHEELS-0014
L31,PR-0001,DISPENSING SEALING COMPOUND,S01,000170000185,MER-VEH-EV-0001,MER-WHEELS-0014
L31,PR-0028,GEAR CUTTING OPERATION,S01,000170000186,MER-VEH-EV-0001,
L31,PR-0001,DISPENSING SEALING COMPOUND,S01,,MER-VEH-EV-0001,MER-SEATS-0016
L31,PR-0141,SECURING - SUSPENSION ARM,S02,000170000187,MER-VEH-EV-0001,MER-BATTERY-MANAGEME-0028
L31,PR-0141,SECURING - SUSPENSION ARM,S03,000170000188,MER-VEH-EV-0001,MER-HEADLINER-0020
L31,PR-0001,DISPENSING SEALING COMPOUND,S03,000170000189,MER-VEH-EV-0001,MER-CHARGE-PORT-0039
L32,PR-0014,ALIGNMENT CHECK,S01,000170000190,MER-VEH-EV-0001,
L32,PR-0061,TRIMMING OPERATION - SUSPENSION ARM,S02,,MER-VEH-EV-0001,
L33,PR-0009,CELL STACK ASSEMBLY,S01,000170000191,MER-VEH-EV-0001,MER-BATTERY-MANAGEME-0028
L33,PR-0009,CELL STACK ASSEMBLY,S01,000170000192,MER-VEH-EV-0001,MER-BATTERY-CELL-MOD-0027
L33,PR-0168,WELD - TRUNK LID,S02,000170000193,MER-VEH-EV-0001,MER-CHARGE-PORT-0039
L33,PR-0002,RESISTANCE WELDING,S02,000170000194,MER-VEH-EV-0001,MER-INVERTER-0035
L34,PR-0012,UNDERBODY SEAM SEALING,S01,000170000195,MER-VEH-EV-0001,MER-DOORS-0004
L34,PR-0001,DISPENSING SEALING COMPOUND,S01,000170000196,MER-VEH-EV-0001,MER-CHARGE-PORT-0039
L34,PR-0003,TORQUE TIGHTENING,S02,000170000197,MER-VEH-EV-0001,
L34,PR-0083,PRESS FORMING - ENGINE BLOCK,S02,000170000198,MER-VEH-EV-0001,MER-DC-DC-CONVERTER-0036
L34,PR-0038,SETTING - BODY PANEL,S02,000170000199,MER-VEH-EV-0001,
L34,PR-0020,CRIMP TERMINATION,S03,000170000200,MER-VEH-EV-0001,MER-WHEELS-0014
L34,PR-0001,DISPENSING SEALING COMPOUND,S03,000170000201,MER-VEH-EV-0001,MER-REAR-SUSPENSION-0011
L34,PR-0083,PRESS FORMING - ENGINE BLOCK,S03,000170000202,MER-VEH-EV-0001,MER-WIRING-HARNESS-0022
L35,PR-0003,TORQUE TIGHTENING,S01,000170000203,MER-VEH-EV-0001,
L35,PR-0013,DOOR FITMENT,S01,000170000204,MER-VEH-EV-0001,MER-CHARGING-CABLE-0040
L35,PR-0002,RESISTANCE WELDING,S02,000170000205,MER-VEH-EV-0001,MER-LIGHTING-SYSTEM-0024
L35,PR-0012,UNDERBODY SEAM SEALING,S02,000170000206,MER-VEH-EV-0001,MER-LOW-VOLTAGE-BATT-0023
L35,PR-0015,WINDING OPERATION,S02,000170000207,MER-VEH-EV-0001,MER-FRONT-SUSPENSION-0010
L35,PR-0004,AOI CHECK,S03,000170000208,MER-VEH-EV-0001,
L35,PR-0011,EOL FUNCTIONAL CHECK,S03,000170000209,MER-VEH-EV-0001,
L35,PR-0006,ELECTROCOAT DIP,S03,000170000210,MER-VEH-EV-0001,MER-DC-DC-CONVERTER-0036
L36,PR-0034,MOULDING - CHASSIS FRAME,S01,000170000211,MER-VEH-EV-0001,MER-ROTOR-0032
L36,PR-0014,ALIGNMENT CHECK,S01,000170000213,MER-VEH-EV-0001,
L36,PR-0098,DRILLING - BATTERY MODULE,S01,000170000214,MER-VEH-EV-0001,
L36,PR-0001,DISPENSING SEALING COMPOUND,S02,,MER-VEH-EV-0001,MER-DOORS-0004
L37,PR-0001,DISPENSING SEALING COMPOUND,S01,000170000215,MER-VEH-EV-0001,MER-BRAKE-SYSTEM-0012
L37,PR-0002,RESISTANCE WELDING,S01,000170000216,MER-VEH-EV-0001,MER-DC-DC-CONVERTER-0036
L37,PR-0001,DISPENSING SEALING COMPOUND,S02,000170000217,MER-VEH-EV-0001,MER-BATTERY-MANAGEME-0028
L37,PR-0012,UNDERBODY SEAM SEALING,S02,000170000218,MER-VEH-EV-0001,MER-DASHBOARD-0017
L37,PR-0002,RESISTANCE WELDING,S03,000170000219,MER-VEH-EV-0001,MER-WIRING-HARNESS-0022
L38,PR-0001,DISPENSING SEALING COMPOUND,S01,000170000220,MER-VEH-EV-0001,MER-BUMPER-FRONT-0006
L38,PR-0003,TORQUE TIGHTENING,S02,,MER-VEH-EV-0001,
L38,PR-0011,EOL FUNCTIONAL CHECK,S03,000170000221,MER-VEH-EV-0001,
L38,PR-0037,INSPECTION - GLASS PANEL,S03,000170000222,MER-VEH-EV-0001,
L38,PR-0007,BASE COAT SPRAY,S03,000170000223,MER-VEH-EV-0001,MER-MOTOR-HOUSING-0033
L38,PR-0161,GLASS PANEL FASTENING,S04,000170000224,MER-VEH-EV-0001,MER-INFOTAINMENT-UNI-0025
L38,PR-0002,RESISTANCE WELDING,S04,000170000225,MER-VEH-EV-0001,MER-HEADLINER-0020
L38,PR-0012,UNDERBODY SEAM SEALING,S04,000170000226,MER-VEH-EV-0001,MER-LIGHTING-SYSTEM-0024
L39,PR-0002,RESISTANCE WELDING,S01,000170000227,MER-VEH-EV-0001,MER-LIGHTING-SYSTEM-0024
L39,PR-0064,CENTER CONSOLE TRIMMING,S01,,MER-VEH-EV-0001,
L39,PR-0002,RESISTANCE WELDING,S01,000170000228,MER-VEH-EV-0001,MER-CENTER-CONSOLE-0018
L39,PR-0160,SHAPING - RADIATOR CORE,S02,000170000229,MER-VEH-EV-0001,MER-FENDERS-0008
L39,PR-0038,SETTING - BODY PANEL,S02,000170000230,MER-VEH-EV-0001,
L39,PR-0015,WINDING OPERATION,S02,000170000231,MER-VEH-EV-0001,MER-DOOR-PANELS-0019
L40,PR-0013,DOOR FITMENT,S01,000170000232,MER-VEH-EV-0001,MER-MOTOR-HOUSING-0033
L40,PR-0005,LEAK TEST,S01,000170000233,MER-VEH-EV-0001,
L40,PR-0001,DISPENSING SEALING COMPOUND,S02,000170000234,MER-VEH-EV-0001,MER-DOORS-0004
L40,PR-0122,HOOD PANEL FASTENING,S02,000170000235,MER-VEH-EV-0001,MER-DASHBOARD-0017
L41,PR-0060,GRINDING - REAR AXLE,S01,000170000236,MER-VEH-EV-0001,
L41,PR-0001,DISPENSING SEALING COMPOUND,S02,000170000237,MER-VEH-EV-0001,MER-MOTOR-HOUSING-0033
L42,PR-0001,DISPENSING SEALING COMPOUND,S01,000170000238,MER-VEH-EV-0001,MER-LOW-VOLTAGE-BATT-0023
