PlantCode,FixedAssetNo,AssetDesc,AcqValue,Manufacturer
P1070,000080000169,Final Functional Test Bench,126045.60,Eisenmann
P1070,000080000170,Leak Test Station,21985.47,Lincoln Electric
P1070,000080000171,Leak Test Station,24704.45,Durr
P1070,000080000172,Battery Pack Assembly Cell,484949.97,Abb Robotics
P1070,000080000173,Screw Fastening Station,24576.97,Bosch Rexroth
P1070,000080000174,Final Functional Test Bench,102870.77,KUKA AG
P1070,000080000175,Vision Inspection Station,77761.02,ABB Robotics
P1070,000080000176,Battery Pack Assembly Cell,402387.50,FANUC Corporation
P1070,000080000177,Leak Test Station,61684.65,AIDA Engineering
P1070,000080000178,Dimensional Measurement Arm,116063.85,DMG MORI
P1070,000080000179,Adhesive Dispensing Unit,61552.79,KUKA AG
P1070,000080000180,Stamping Press,481091.76,Miller Electric
P1070,000080000181,Coil Winding Machine,90821.04,KUKA AG
P1070,000080000182,Final Functional Test Bench,191788.46,haas automation
P1070,000080000183,Dimensional Measurement Arm,144926.93,FANUC Corporation
P1070,000080000184,Wheel Alignment Rig,74426.32,KUKA
P1070,000080000185,Paint Application Robot,285138.16,Durr
P1070,000080000186,Screw Fastening Station,25805.20,Yaskawa
P1070,000080000187,Stamping Press,1061887.27,ABB Robotics
P1070,000080000188,Induction Heating Unit,59463.48,atlas copco
P1070,000080000189,Adhesive Dispensing Unit,86538.96,Kuka Ag
P1070,000080000190,Automated Guided Vehicle,104106.56,Miller Electric
P1070,000080000191,Battery Pack Assembly Cell,418967.15,DMG MORI
P1070,000080000192,Final Functional Test Bench,179612.45,KUKA AG
P1070,000080000193,Riveting Station,46777.57,Mazak Corporation
P1070,000080000194,Laser Welding Cell,209796.93,Ingersoll
P1070,000080000195,Hydraulic Press,117891.25,Yaskawa
P1070,000080000196,Stamping Press,369614.36,Lincoln Electric
P1070,000080000197,Stamping Press,564318.70,KUKA
P1070,000080000198,Injection Molding Machine,191796.28,DMG MORI
P1070,000080000199,Final Functional Test Bench,164323.73,Lincoln Electric
P1070,000080000200,Dimensional Measurement Arm,76782.94,ABB Robotics
P1070,000080000201,Injection Molding Machine,245991.05,comau
P1070,000080000202,Battery Pack Assembly Cell,451580.93,Dematic
P1070,000080000203,Laser Welding Cell,226591.95,KUKA AG
P1070,000080000204,Riveting Station,54058.49,KUKA AG
P1070,000080000205,CNC Machining Center,307038.79,KUKA
P1070,000080000206,Paint Application Robot,265138.82,ABB Robotics
P1070,000080000207,Screw Fastening Station,31383.00,ABB Robotics
P1070,000080000208,Dimensional Measurement Arm,136310.58,DMG MORI
P1070,000080000209,CNC Machining Center,217386.34,KUKA AG
P1070,000080000210,Wheel Alignment Rig,74947.72,DMG MORI
P1070,000080000211,Wheel Alignment Rig,39239.81,ABB Robotics
P1070,000080000212,Overhead Gantry Loader,104154.85,Schuler Group
P1070,000080000213,Final Functional Test Bench,134694.28,KUKA AG
P1070,000080000214,Wheel Alignment Rig,50516.73,Abb Robotics
P1070,000080000215,Palletizing Robot,122507.23,Yaskawa Motoman
P1070,000080000216,Riveting Station,25374.55,ABB Robotics
P1070,000080000217,Palletizing Robot,175930.71,KUKA AG
P1070,000080000218,Injection Molding Machine,224528.68,DMG
P1070,000080000219,Induction Heating Unit,36307.47,FANUC
P1070,000080000220,Overhead Gantry Loader,156858.61,fanuc corporation
P1070,000080000221,Automated Guided Vehicle,103061.51,Haas Automation
P1070,000080000222,Overhead Gantry Loader,137267.77,Bosch Rexroth
P1070,000080000223,Automated Guided Vehicle,92886.66,Kuka Ag
P1070,000080000224,Conveyor System,60239.31,AIDA Engineering
P1070,000080000225,Battery Pack Assembly Cell,393048.08,Yaskawa Motoman
P1070,000080000226,Final Functional Test Bench,150556.45,kuka ag
P1070,000080000227,CNC Machining Center,417223.49,KUKA AG
P1070,000080000228,Vision Inspection Station,26546.59,Miller Electric
P1070,000080000229,Ultrasonic Welding Station,63314.30,dmg mori
P1070,000080000230,Vision Inspection Station,64547.36,Yaskawa Motoman
P1070,000080000231,CNC Machining Center,342686.93,Haas Automation
P1070,000080000232,Hydraulic Press,162664.62,KUKA AG
P1070,000080000233,Palletizing Robot,163087.40,Schuler Group
P1070,000080000234,Leak Test Station,27722.90,Mazak Corporation
P1070,000080000235,Hydraulic Press,373819.29,KUKA AG
P1070,000080000236,Paint Application Robot,228507.71,Haas Automation
P1070,000080000237,Wheel Alignment Rig,65543.68,DMG MORI
P1070,000080000238,Riveting Station,67672.49,Mazak Corporation
P1070,000080000239,Coil Winding Machine,137575.52,KUKA AG
P1070,000080000240,Assembly Torque Wrench Station,22880.42,Eisenmann SE
P1070,000080000241,Palletizing Robot,138120.54,Hexagon AB
P1070,000080000242,Stamping Press,1006086.41,Yaskawa
P1070,000080000243,Riveting Station,36136.55,KUKA
P1070,000080000244,Conveyor System,102666.41,aida engineering
P1070,000080000245,Automated Guided Vehicle,80066.19,mazak corporation
P1070,000080000246,Vision Inspection Station,38811.75,Yaskawa
P1070,000080000247,CNC Machining Center,197121.63,KUKA AG
P1070,000080000248,,485150.73,ABB Robotics
P1070,000080000249,Final Functional Test Bench,133935.37,Fanuc Corporation
P1070,000080000250,Torque Application Unit,26999.55,KUKA AG
P1070,000080000251,Torque Application Unit,31177.69,KUKA AG
P1070,000080000252,Induction Heating Unit,45984.00,KUKA AG
P1070,000080000253,Paint Application Robot,294086.72,FANUC Corporation
P1070,000080000254,Vision Inspection Station,35780.35,Mazak
P1070,000080000255,Injection Molding Machine,407781.88,KUKA AG
P1070,000080000256,Ultrasonic Welding Station,55765.49,FANUC
P1070,000080000257,Hydraulic Press,303186.55,KUKA AG
P1070,000080000258,Hydraulic Press,101321.24,ABB Robotics
P1070,000080000259,Injection Molding Machine,374768.82,ABB Robotics
P1070,000080000260,Final Functional Test Bench,110367.42,Kuka Ag
P1070,000080000261,Screw Fastening Station,37985.09,Carl Zeiss Industrial Metrology
P1070,000080000262,Battery Pack Assembly Cell,434580.25,ABB Robotics
P1070,000080000263,Assembly Torque Wrench Station,19880.18,schneider electric
P1070,000080000264,Hydraulic Press,366880.83,Yaskawa
P1070,000080000265,CNC Machining Center,238313.73,Atlas Copco
P1070,000080000266,Torque Application Unit,44342.95,Kuka Ag
P1070,000080000267,Vision Inspection Station,37161.02,FANUC Corporation
P1070,000080000268,Screw Fastening Station,35223.99,AIDA Engineering
P1070,000080000269,Paint Application Robot,196776.81,ABB Robotics
P1070,000080000270,Ultrasonic Welding Station,76726.57,Yaskawa Motoman
P1070,000080000271,Paint Application Robot,229897.92,ABB Robotics
P1070,000080000272,Hydraulic Press,179105.80,Comau
P1070,000080000273,Automated Guided Vehicle,110201.92,KUKA
P1070,000080000274,Overhead Gantry Loader,150041.15,Kuka Ag
P1070,000080000275,Dimensional Measurement Arm,71444.92,ABB
P1070,000080000276,,196527.69,Fanuc Corporation
P1070,000080000277,Vision Inspection Station,47290.22,KUKA
P1070,000080000278,Riveting Station,61104.09,Schuler
P1070,000080000279,Palletizing Robot,132945.53,FANUC Corporation
P1070,000080000280,Robotic Welding Cell,160527.62,FANUC
P1070,000080000281,Battery Pack Assembly Cell,524956.74,KUKA AG
P1070,000080000282,Screw Fastening Station,37129.82,Comau
P1070,000080000283,Robotic Welding Cell,266264.88,AIDA Engineering
P1070,000080000284,Automated Guided Vehicle,66972.47,KUKA AG
P1070,000080000285,Hydraulic Press,187886.08,KUKA
P1070,000080000286,Robotic Welding Cell,246195.17,Schneider Electric
P1070,000080000287,Hydraulic Press,114994.59,KUKA AG
P1070,000080000288,Coil Winding Machine,123944.89,Siemens
P1070,000080000289,Battery Pack Assembly Cell,456985.54,Eisenmann SE
P1070,000080000290,Dimensional Measurement Arm,66934.80,ABB ROBOTICS
P1070,000080000291,Overhead Gantry Loader,88263.46,haas automation
P1070,000080000292,Ultrasonic Welding Station,55751.53,ABB
P1070,000080000293,Robotic Welding Cell,142674.96,kuka ag
P1070,000080000294,Hydraulic Press,129748.38,Schuler
P1070,000080000295,Induction Heating Unit,87890.87,dmg mori
P1070,000080000296,Torque Application Unit,18698.70,KUKA AG
P1070,000080000297,Ultrasonic Welding Station,59809.48,Yaskawa Motoman
P1070,000080000298,Ultrasonic Welding Station,36639.46,KUKA AG
P1070,000080000299,Battery Pack Assembly Cell,318673.99,Carl Zeiss Industrial Metrology
P1070,000080000300,Battery Pack Assembly Cell,297781.60,Carl Zeiss Industrial Metrology
P1070,000080000301,Paint Application Robot,151292.85,kuka ag
P1070,000080000302,Automated Guided Vehicle,50843.17,DMG
P1070,000080000303,Wheel Alignment Rig,78765.71,Eisenmann SE
P1070,000080000304,Induction Heating Unit,62647.27,KUKA AG
P1070,000080000305,Injection Molding Machine,393687.26,eisenmann se
P1070,000080000306,Battery Pack Assembly Cell,279315.25,Rockwell
P1070,000080000307,Automated Guided Vehicle,83535.96,KUKA AG
P1070,000080000308,Injection Molding Machine,245776.38,Lincoln Electric
P1070,000080000309,Robotic Welding Cell,191593.47,ABB Robotics
P1070,000080000310,Overhead Gantry Loader,144744.29,KUKA AG
P1070,000080000311,Adhesive Dispensing Unit,31284.12,lincoln electric
P1070,000080000312,Ultrasonic Welding Station,39729.61,Yaskawa Motoman
P1070,000080000313,Wheel Alignment Rig,43270.91,Carl
P1070,000080000314,Coil Winding Machine,96569.22,KUKA AG
P1070,000080000315,Ultrasonic Welding Station,70590.91,KUKA AG
P1070,000080000316,Dimensional Measurement Arm,141785.92,DMG MORI
P1070,000080000317,,21043.57,DMG MORI
P1070,000080000318,Laser Welding Cell,238447.15,Carl Zeiss Industrial Metrology
P1070,000080000319,Conveyor System,56972.09,Hexagon AB
P1070,000080000320,CNC Machining Center,429744.15,Schuler Group
P1070,000080000321,Screw Fastening Station,30440.28,ABB Robotics
P1070,000080000322,Robotic Welding Cell,169957.23,Dematic
P1070,000080000323,Dimensional Measurement Arm,123080.16,ABB
P1070,000080000324,Injection Molding Machine,188728.78,Dematic
P1070,000080000325,Paint Application Robot,215764.76,Mazak Corporation
P1070,000080000326,Battery Pack Assembly Cell,332822.08,KUKA
P1070,000080000327,Palletizing Robot,89779.51,Abb Robotics
P1070,000080000328,Wheel Alignment Rig,38414.16,DMG MORI
P1070,000080000329,Injection Molding Machine,223238.28,FANUC Corporation
P1070,000080000330,Battery Pack Assembly Cell,280806.82,Dematic
P1070,000080000331,Automated Guided Vehicle,64542.90,SCHULER GROUP
P1070,000080000332,Battery Pack Assembly Cell,328020.18,KUKA AG
P1070,000080000333,Torque Application Unit,18967.99,AIDA Engineering
P1070,000080000334,Battery Pack Assembly Cell,219337.78,Yaskawa Motoman
P1070,000080000335,Coil Winding Machine,171829.43,FANUC
P1070,000080000336,Overhead Gantry Loader,119628.39,Mazak Corporation
P1070,000080000337,Final Functional Test Bench,105130.28,KUKA
P1070,000080000338,Riveting Station,51737.51,KUKA
P1070,000080000339,Palletizing Robot,174732.88,Mazak Corporation
P1070,000080000340,Battery Pack Assembly Cell,471859.27,Dematic
P1070,000080000341,Coil Winding Machine,84304.76,KUKA
P1070,000080000342,Coil Winding Machine,208761.14,KUKA AG
P1070,000080000343,Screw Fastening Station,34579.54,Miller Electric
P1070,000080000344,Ultrasonic Welding Station,78479.71,Ingersoll
P1070,000080000345,Ultrasonic Welding Station,42635.24,FANUC Corporation
P1070,000080000346,Torque Application Unit,27864.29,ABB Robotics
P1070,000080000347,Wheel Alignment Rig,54193.68,Siemens AG
P1070,000080000348,Ultrasonic Welding Station,64848.93,kuka ag
P1070,000080000349,Paint Application Robot,187179.32,DURR AG
P1070,000080000350,Stamping Press,787592.88,DMG MORI
P1070,000080000351,Assembly Torque Wrench Station,11376.50,ABB Robotics
P1070,000080000352,Automated Guided Vehicle,104893.42,Rockwell Automation
P1070,000080000353,Ultrasonic Welding Station,56657.84,Yaskawa
P1070,000080000354,Coil Winding Machine,167209.71,Eisenmann
P1070,000080000355,Riveting Station,57405.16,Yaskawa Motoman
P1070,000080000356,Overhead Gantry Loader,71734.56,KUKA
P1070,000080000357,Robotic Welding Cell,127373.37,Atlas Copco
P1070,000080000358,Hydraulic Press,389076.56,kuka ag
P1070,000080000359,Leak Test Station,65368.74,Schneider
P1070,000080000360,Hydraulic Press,315828.82,Mazak
P1070,000080000361,Robotic Welding Cell,201213.23,Comau
P1070,000080000362,Screw Fastening Station,22959.30,Yaskawa Motoman
P1070,000080000363,Leak Test Station,43404.72,Lincoln Electric
P1070,000080000364,Palletizing Robot,123597.05,AIDA Engineering
P1070,000080000365,Final Functional Test Bench,100604.04,Mazak Corporation
P1070,000080000366,Adhesive Dispensing Unit,81147.80,Yaskawa Motoman
P1070,000080000367,Palletizing Robot,147731.59,ABB
P1070,000080000368,Conveyor System,43192.00,Miller Electric
P1070,000080000369,Coil Winding Machine,143413.02,Dematic
P1070,000080000370,Stamping Press,773523.17,ABB Robotics
P1070,000080000371,Vision Inspection Station,56387.25,Lincoln Electric
P1070,000080000372,Induction Heating Unit,82356.25,FANUC
P1070,000080000373,Coil Winding Machine,108033.82,KUKA
P1070,000080000374,Overhead Gantry Loader,70533.02,Schneider Electric
P1070,000080000375,Ultrasonic Welding Station,73954.41,KUKA AG
P1070,000080000376,Hydraulic Press,180739.09,ABB Robotics
P1070,000080000377,CNC Machining Center,330367.80,KUKA
P1070,000080000378,Torque Application Unit,28627.18,KUKA
P1070,000080000379,Ultrasonic Welding Station,64628.18,ABB Robotics
P1070,000080000380,Induction Heating Unit,33573.53,Siemens AG
P1070,000080000381,Riveting Station,56939.55,FANUC
P1070,000080000382,Induction Heating Unit,57872.86,KUKA AG
P1070,000080000383,Battery Pack Assembly Cell,244133.73,Yaskawa Motoman
P1070,000080000384,Palletizing Robot,161101.42,Dematic
P1070,000080000385,Dimensional Measurement Arm,126479.84,Lincoln
P1070,000080000386,Laser Welding Cell,278366.68,BOSCH REXROTH
P1070,000080000387,Dimensional Measurement Arm,103871.58,FANUC
P1070,000080000388,Final Functional Test Bench,83555.64,Ingersoll Rand
P1070,000080000389,Injection Molding Machine,215244.79,KUKA AG
P1070,000080000390,Conveyor System,107614.25,AIDA Engineering
P1070,000080000391,Torque Application Unit,42290.25,FANUC Corporation
P1070,000080000392,Hydraulic Press,343109.93,Ingersoll
P1070,000080000393,Dimensional Measurement Arm,148258.70,Schuler
P1070,000080000394,Battery Pack Assembly Cell,463999.38,KUKA
P1070,000080000395,Automated Guided Vehicle,92534.45,KUKA AG
P1070,000080000396,Riveting Station,36187.42,Fives Group
P1070,000080000397,Laser Welding Cell,265513.69,Mazak
P1070,000080000398,Automated Guided Vehicle,118059.00,Bosch Rexroth
P1070,000080000399,Battery Pack Assembly Cell,333941.25,Yaskawa Motoman
P1070,000080000400,Paint Application Robot,163065.49,Mazak Corporation
P1070,000080000401,Leak Test Station,44384.07,Yaskawa
P1070,000080000402,Ultrasonic Welding Station,67714.08,KUKA AG
P1070,000080000403,Riveting Station,40059.61,KUKA
P1070,000080000404,Vision Inspection Station,57329.18,KUKA AG
P1070,000080000405,Paint Application Robot,286197.68,Fives
P1070,000080000406,Final Functional Test Bench,144993.73,Miller Electric
P1070,000080000407,Hydraulic Press,240769.15,AIDA Engineering
P1070,000080000408,Screw Fastening Station,26518.01,Yaskawa Motoman
P1070,000080000409,CNC Machining Center,431420.91,Lincoln
P1070,000080000410,Final Functional Test Bench,107965.00,KUKA AG
P1070,000080000411,Coil Winding Machine,204425.55,ABB Robotics
P1070,000080000412,Assembly Torque Wrench Station,23610.71,Miller Electric
P1070,000080000413,Assembly Torque Wrench Station,19189.85,Siemens AG
P1070,000080000414,Ultrasonic Welding Station,75464.90,KUKA AG
P1070,000080000415,Palletizing Robot,105254.43,Schuler Group
