WorkOrderID,EquipmentID,WOType,FailureCode,DowntimeMinutes,MTBF_Hours,ERPAssetRef
WO-2080045,ASSET-00010,Preventive,,0,,000080000011
WO-2080046,ASSET-00010,Preventive,,0,,000080000011
WO-2080047,ASSET-00010,Preventive,,0,,000080000011
WO-2080048,ASSET-00010,Emergency,HYDRAULIC-LEAK,374,1561,000080000011
WO-2080049,ASSET-00010,Preventive,,0,,000080000011
WO-2080050,ASSET-00011,Preventive,,0,,000080000012
WO-2080051,ASSET-00011,Corrective,BEARING-FAILURE,106,1247,000080000012
WO-2080052,ASSET-00011,Preventive,,0,,000080000012
WO-2080053,ASSET-00011,Preventive,,0,,000080000012
WO-2080054,ASSET-00012,Emergency,HYDRAULIC-LEAK,481,957,
WO-2080055,ASSET-00012,Preventive,,0,,
WO-2080056,ASSET-00012,Emergency,PNEUMATIC-LEAK,121,236,
WO-2080057,ASSET-00012,Preventive,,0,,
WO-2080058,ASSET-00012,Corrective,MOTOR-BURNOUT,151,612,
WO-2080059,ASSET-00013,Corrective,CALIBRATION-DRIFT,118,1785,000080000013
WO-2080060,ASSET-00013,Preventive,,0,,000080000013
WO-2080061,ASSET-00013,Preventive,,0,,000080000013
WO-2080062,ASSET-00013,Corrective,DIE-WEAR,221,830,000080000013
WO-2080063,ASSET-00013,Emergency,SENSOR-FAULT,463,806,000080000013
WO-2080064,ASSET-00013,Corrective,PNEUMATIC-LEAK,68,1740,000080000013
WO-2080065,ASSET-00014,Preventive,,0,,000080000014
WO-2080066,ASSET-00014,Corrective,SENSOR-FAULT,208,1685,000080000014
WO-2080067,ASSET-00014,Corrective,PNEUMATIC-LEAK,238,1562,000080000014
WO-2080068,ASSET-00014,Emergency,CONTROLLER-FAULT,556,1063,000080000014
WO-2080069,ASSET-00014,Preventive,,0,,000080000014
WO-2080070,ASSET-00014,Preventive,,0,,000080000014
WO-2080071,ASSET-00014,Preventive,,0,,000080000014
WO-2080072,ASSET-00015,Preventive,,0,,000080000015
WO-2080073,ASSET-00015,Corrective,CONTROLLER-FAULT,63,1069,000080000015
WO-2080074,ASSET-00015,Corrective,HYDRAULIC-LEAK,149,831,000080000015
WO-2080075,ASSET-00015,Corrective,SENSOR-FAULT,202,241,000080000015
WO-2080076,ASSET-00015,Preventive,,0,,000080000015
WO-2080077,ASSET-00015,Preventive,,0,,000080000015
WO-2080078,ASSET-00015,Corrective,DIE-WEAR,152,417,000080000015
WO-2080079,ASSET-00015,Corrective,BELT-FAILURE,87,1544,000080000015
WO-2080080,ASSET-00015,Corrective,SENSOR-FAULT,34,1700,000080000015
WO-2080081,ASSET-00015,Preventive,,0,,000080000015
WO-2080082,ASSET-00016,Emergency,CONTROLLER-FAULT,210,1967,000080000017
WO-2080083,ASSET-00016,Emergency,BEARING-FAILURE,593,1097,000080000017
WO-2080084,ASSET-00016,Corrective,CONTROLLER-FAULT,92,903,000080000017
WO-2080085,ASSET-00016,Preventive,,0,,000080000017
WO-2080086,ASSET-00017,Corrective,CONTROLLER-FAULT,88,726,000080000018
WO-2080087,ASSET-00017,Emergency,CONTROLLER-FAULT,473,544,000080000018
WO-2080088,ASSET-00017,Preventive,,0,,000080000018
WO-2080089,ASSET-00018,Corrective,BEARING-FAILURE,87,523,000080000019
WO-2080090,ASSET-00018,Preventive,,0,,000080000019
WO-2080091,ASSET-00018,Corrective,HYDRAULIC-LEAK,130,1926,000080000019
WO-2080092,ASSET-00018,Corrective,BEARING-FAILURE,71,1118,000080000019
WO-2080093,ASSET-00018,Preventive,,0,,000080000019
WO-2080094,ASSET-00018,Preventive,,0,,000080000019
WO-2080095,ASSET-00018,Preventive,,0,,000080000019
WO-2080096,ASSET-00018,Preventive,,0,,000080000019
WO-2080097,ASSET-00018,Emergency,MOTOR-BURNOUT,345,1064,000080000019
WO-2080098,ASSET-00019,Preventive,,0,,000080000020
WO-2080099,ASSET-00019,Preventive,,0,,000080000020
WO-2080100,ASSET-00019,Preventive,,0,,000080000020
WO-2080101,ASSET-00019,Preventive,,0,,000080000020
WO-2080102,ASSET-00020,Preventive,,0,,000080000021
WO-2080103,ASSET-00020,Corrective,CALIBRATION-DRIFT,80,1018,000080000021
WO-2080104,ASSET-00020,Preventive,,0,,000080000021
WO-2080105,ASSET-00020,Preventive,,0,,000080000021
WO-2080106,ASSET-00020,Corrective,SENSOR-FAULT,150,490,000080000021
WO-2080107,ASSET-00021,Preventive,,0,,
WO-2080108,ASSET-00021,Preventive,,0,,
WO-2080109,ASSET-00021,Preventive,,0,,
WO-2080110,ASSET-00021,Corrective,DIE-WEAR,102,1033,
WO-2080111,ASSET-00021,Corrective,MOTOR-BURNOUT,193,1469,
WO-2080112,ASSET-00021,Emergency,DIE-WEAR,598,1865,
WO-2080113,ASSET-00021,Corrective,MOTOR-BURNOUT,229,1663,
WO-2080114,ASSET-00021,Corrective,BEARING-FAILURE,198,680,
WO-2080115,ASSET-00022,Corrective,DIE-WEAR,139,577,000080000022
WO-2080116,ASSET-00022,Preventive,,0,,000080000022
WO-2080117,ASSET-00022,Corrective,SENSOR-FAULT,120,369,000080000022
WO-2080118,ASSET-00022,Preventive,,0,,000080000022
WO-2080119,ASSET-00022,Preventive,,0,,000080000022
WO-2080120,ASSET-00022,Preventive,,0,,000080000022
WO-2080121,ASSET-00023,Corrective,BEARING-FAILURE,163,1174,000080000023
WO-2080122,ASSET-00023,Preventive,,0,,000080000023
WO-2080123,ASSET-00023,Preventive,,0,,000080000023
WO-2080124,ASSET-00023,Corrective,DIE-WEAR,54,1521,000080000023
WO-2080125,ASSET-00023,Corrective,DIE-WEAR,130,1154,000080000023
WO-2080126,ASSET-00024,Corrective,BEARING-FAILURE,215,1460,000080000024
WO-2080127,ASSET-00024,Corrective,CALIBRATION-DRIFT,238,847,000080000024
WO-2080128,ASSET-00024,Preventive,,0,,000080000024
WO-2080129,ASSET-00024,Corrective,CONTROLLER-FAULT,133,710,000080000024
WO-2080130,ASSET-00025,Preventive,,0,,000080000025
WO-2080131,ASSET-00025,Preventive,,0,,000080000025
WO-2080132,ASSET-00025,Corrective,DIE-WEAR,229,1077,000080000025
WO-2080133,ASSET-00025,Corrective,SPINDLE-SEIZURE,176,567,000080000025
WO-2080134,ASSET-00025,Preventive,,0,,000080000025
WO-2080135,ASSET-00025,Preventive,,0,,000080000025
WO-2080136,ASSET-00025,Emergency,BEARING-FAILURE,343,383,000080000025
WO-2080137,ASSET-00026,Preventive,,0,,000080000026
WO-2080138,ASSET-00026,Preventive,,0,,000080000026
WO-2080139,ASSET-00027,Preventive,,0,,000080000027
WO-2080140,ASSET-00027,Emergency,DIE-WEAR,442,1637,000080000027
WO-2080141,ASSET-00028,Emergency,DIE-WEAR,274,463,000080000028
WO-2080142,ASSET-00028,Preventive,,0,,000080000028
WO-2080143,ASSET-00028,Corrective,SPINDLE-SEIZURE,131,202,000080000028
WO-2080144,ASSET-00028,Preventive,,0,,000080000028
WO-2080145,ASSET-00028,Emergency,CALIBRATION-DRIFT,205,1198,000080000028
WO-2080146,ASSET-00028,Preventive,,0,,000080000028
WO-2080147,ASSET-00028,Corrective,SENSOR-FAULT,131,1308,000080000028
WO-2080148,ASSET-00028,Corrective,BEARING-FAILURE,112,1591,000080000028
WO-2080149,ASSET-00029,Corrective,MOTOR-BURNOUT,46,321,000080000029
WO-2080150,ASSET-00029,Emergency,PNEUMATIC-LEAK,114,1619,000080000029
WO-2080151,ASSET-00029,Corrective,HYDRAULIC-LEAK,73,1658,000080000029
WO-2080152,ASSET-00029,Emergency,MOTOR-BURNOUT,137,1854,000080000029
WO-2080153,ASSET-00029,Corrective,CONTROLLER-FAULT,188,1397,000080000029
WO-2080154,ASSET-00029,Corrective,HYDRAULIC-LEAK,214,1929,000080000029
WO-2080155,ASSET-00030,Preventive,,0,,000080000030
WO-2080156,ASSET-00030,Corrective,SPINDLE-SEIZURE,165,1309,000080000030
WO-2080157,ASSET-00031,Preventive,,0,,000080000031
WO-2080158,ASSET-00031,Preventive,,0,,000080000031
WO-2080159,ASSET-00032,Emergency,CONTROLLER-FAULT,61,1192,000080000032
WO-2080160,ASSET-00032,Preventive,,0,,000080000032
WO-2080161,ASSET-00032,Preventive,,0,,000080000032
WO-2080162,ASSET-00032,Preventive,,0,,000080000032
WO-2080163,ASSET-00032,Preventive,,0,,000080000032
WO-2080164,ASSET-00033,Preventive,,0,,000080000033
WO-2080165,ASSET-00033,Emergency,SPINDLE-SEIZURE,457,620,000080000033
WO-2080166,ASSET-00033,Emergency,PNEUMATIC-LEAK,519,1379,000080000033
WO-2080167,ASSET-00033,Preventive,,0,,000080000033
WO-2080168,ASSET-00034,Preventive,,0,,000080000034
WO-2080169,ASSET-00034,Corrective,CONTROLLER-FAULT,48,1708,000080000034
WO-2080170,ASSET-00034,Corrective,PNEUMATIC-LEAK,120,933,000080000034
WO-2080171,ASSET-00034,Preventive,,0,,000080000034
WO-2080172,ASSET-00034,Emergency,DIE-WEAR,425,986,000080000034
WO-2080173,ASSET-00035,Preventive,,0,,000080000035
WO-2080174,ASSET-00035,Preventive,,0,,000080000035
WO-2080175,ASSET-00035,Preventive,,0,,000080000035
WO-2080176,ASSET-00035,Corrective,SPINDLE-SEIZURE,126,770,000080000035
WO-2080177,ASSET-00036,Corrective,SPINDLE-SEIZURE,100,1127,000080000036
WO-2080178,ASSET-00036,Corrective,BELT-FAILURE,81,1621,000080000036
WO-2080179,ASSET-00036,Preventive,,0,,000080000036
WO-2080180,ASSET-00036,Corrective,MOTOR-BURNOUT,195,1883,000080000036
WO-2080181,ASSET-00036,Corrective,BEARING-FAILURE,215,423,000080000036
WO-2080182,ASSET-00036,Preventive,,0,,000080000036
WO-2080183,ASSET-00037,Corrective,HYDRAULIC-LEAK,45,795,000080000037
WO-2080184,ASSET-00037,Corrective,SPINDLE-SEIZURE,182,1387,000080000037
WO-2080185,ASSET-00037,Preventive,,0,,000080000037
WO-2080186,ASSET-00037,Preventive,,0,,000080000037
WO-2080187,ASSET-00038,Preventive,,0,,
WO-2080188,ASSET-00038,Preventive,,0,,
WO-2080189,ASSET-00038,Preventive,,0,,
WO-2080190,ASSET-00038,Preventive,,0,,
WO-2080191,ASSET-00039,Preventive,,0,,000080000038
WO-2080192,ASSET-00039,Preventive,,0,,000080000038
WO-2080193,ASSET-00039,Preventive,,0,,000080000038
WO-2080194,ASSET-00040,Preventive,,0,,
WO-2080195,ASSET-00040,Corrective,CALIBRATION-DRIFT,207,708,
WO-2080196,ASSET-00040,Preventive,,0,,
WO-2080197,ASSET-00040,Corrective,BEARING-FAILURE,86,1794,
WO-2080198,ASSET-00040,Preventive,,0,,
WO-2080199,ASSET-00040,Preventive,,0,,
WO-2080200,ASSET-00041,Emergency,BEARING-FAILURE,69,264,
WO-2080201,ASSET-00041,Preventive,,0,,
WO-2080202,ASSET-00042,Preventive,,0,,000080000039
WO-2080203,ASSET-00042,Corrective,MOTOR-BURNOUT,235,437,000080000039
WO-2080204,ASSET-00042,Corrective,SPINDLE-SEIZURE,156,1154,000080000039
WO-2080205,ASSET-00042,Preventive,,0,,000080000039
WO-2080206,ASSET-00042,Emergency,CONTROLLER-FAULT,477,1897,000080000039
WO-2080207,ASSET-00042,Emergency,CONTROLLER-FAULT,560,1900,000080000039
WO-2080208,ASSET-00043,Preventive,,0,,000080000040
WO-2080209,ASSET-00043,Corrective,CALIBRATION-DRIFT,162,1141,000080000040
WO-2080210,ASSET-00043,Preventive,,0,,000080000040
WO-2080211,ASSET-00043,Preventive,,0,,000080000040
WO-2080212,ASSET-00043,Corrective,CONTROLLER-FAULT,181,818,000080000040
WO-2080213,ASSET-00043,Preventive,,0,,000080000040
WO-2080214,ASSET-00043,Preventive,,0,,000080000040
WO-2080215,ASSET-00044,Preventive,,0,,000080000041
WO-2080216,ASSET-00044,Preventive,,0,,000080000041
WO-2080217,ASSET-00044,Corrective,BELT-FAILURE,169,1672,000080000041
WO-2080218,ASSET-00044,Corrective,BELT-FAILURE,208,1504,000080000041
WO-2080219,ASSET-00045,Preventive,,0,,000080000042
WO-2080220,ASSET-00045,Corrective,PNEUMATIC-LEAK,167,1555,000080000042
WO-2080221,ASSET-00045,Preventive,,0,,000080000042
WO-2080222,ASSET-00045,Corrective,SPINDLE-SEIZURE,214,889,000080000042
WO-2080223,ASSET-00046,Preventive,,0,,000080000043
WO-2080224,ASSET-00046,Corrective,MOTOR-BURNOUT,160,1704,000080000043
WO-2080225,ASSET-00046,Corrective,CALIBRATION-DRIFT,169,202,000080000043
WO-2080226,ASSET-00046,Corrective,PNEUMATIC-LEAK,70,314,000080000043
WO-2080227,ASSET-00046,Preventive,,0,,000080000043
WO-2080228,ASSET-00046,Preventive,,0,,000080000043
WO-2080229,ASSET-00046,Corrective,PNEUMATIC-LEAK,122,1238,000080000043
WO-2080230,ASSET-00047,Corrective,SPINDLE-SEIZURE,151,1107,000080000044
WO-2080231,ASSET-00047,Preventive,,0,,000080000044
WO-2080232,ASSET-00047,Emergency,PNEUMATIC-LEAK,396,1661,000080000044
WO-2080233,ASSET-00047,Corrective,HYDRAULIC-LEAK,195,798,000080000044
WO-2080234,ASSET-00047,Emergency,SPINDLE-SEIZURE,228,1824,000080000044
WO-2080235,ASSET-00048,Preventive,,0,,000080000045
WO-2080236,ASSET-00048,Preventive,,0,,000080000045
WO-2080237,ASSET-00048,Corrective,PNEUMATIC-LEAK,51,1102,000080000045
WO-2080238,ASSET-00049,Preventive,,0,,000080000046
WO-2080239,ASSET-00049,Preventive,,0,,000080000046
WO-2080240,ASSET-00049,Corrective,MOTOR-BURNOUT,46,295,000080000046
WO-2080241,ASSET-00049,Preventive,,0,,000080000046
WO-2080242,ASSET-00049,Preventive,,0,,000080000046
WO-2080243,ASSET-00049,Preventive,,0,,000080000046
WO-2080244,ASSET-00050,Emergency,MOTOR-BURNOUT,397,1009,000080000047
WO-2080245,ASSET-00050,Preventive,,0,,000080000047
WO-2080246,ASSET-00050,Corrective,SPINDLE-SEIZURE,167,868,000080000047
WO-2080247,ASSET-00050,Preventive,,0,,000080000047
WO-2080248,ASSET-00050,Preventive,,0,,000080000047
WO-2080249,ASSET-00050,Preventive,,0,,000080000047
WO-2080250,ASSET-00050,Corrective,CONTROLLER-FAULT,39,229,000080000047
WO-2080251,ASSET-00050,Corrective,MOTOR-BURNOUT,66,1590,000080000047
WO-2080252,ASSET-00051,Corrective,MOTOR-BURNOUT,154,1905,000080000048
WO-2080253,ASSET-00051,Preventive,,0,,000080000048
WO-2080254,ASSET-00052,Preventive,,0,,000080000049
WO-2080255,ASSET-00052,Corrective,SENSOR-FAULT,194,1425,000080000049
WO-2080256,ASSET-00052,Emergency,PNEUMATIC-LEAK,594,1392,000080000049
WO-2080257,ASSET-00052,Corrective,SPINDLE-SEIZURE,133,589,000080000049
WO-2080258,ASSET-00052,Preventive,,0,,000080000049
WO-2080259,ASSET-00052,Preventive,,0,,000080000049
WO-2080260,ASSET-00053,Preventive,,0,,000080000050
WO-2080261,ASSET-00053,Preventive,,0,,000080000050
WO-2080262,ASSET-00053,Preventive,,0,,000080000050
WO-2080263,ASSET-00053,Preventive,,0,,000080000050
WO-2080264,ASSET-00053,Corrective,BELT-FAILURE,108,512,000080000050
WO-2080265,ASSET-00053,Preventive,,0,,000080000050
WO-2080266,ASSET-00053,Corrective,BELT-FAILURE,178,1704,000080000050
WO-2080267,ASSET-00053,Preventive,,0,,000080000050
WO-2080268,ASSET-00053,Preventive,,0,,000080000050
WO-2080269,ASSET-00054,Preventive,,0,,000080000051
WO-2080270,ASSET-00054,Preventive,,0,,000080000051
WO-2080271,ASSET-00054,Preventive,,0,,000080000051
WO-2080272,ASSET-00054,Preventive,,0,,000080000051
WO-2080273,ASSET-00054,Preventive,,0,,000080000051
WO-2080274,ASSET-00054,Preventive,,0,,000080000051
WO-2080275,ASSET-00055,Preventive,,0,,000080000052
WO-2080276,ASSET-00055,Corrective,DIE-WEAR,57,1451,000080000052
WO-2080277,ASSET-00056,Preventive,,0,,000080000053
WO-2080278,ASSET-00056,Corrective,BEARING-FAILURE,62,1330,000080000053
WO-2080279,ASSET-00056,Preventive,,0,,000080000053
WO-2080280,ASSET-00056,Preventive,,0,,000080000053
WO-2080281,ASSET-00057,Corrective,BELT-FAILURE,73,1730,000080000054
WO-2080282,ASSET-00057,Preventive,,0,,000080000054
WO-2080283,ASSET-00057,Corrective,DIE-WEAR,99,774,000080000054
WO-2080284,ASSET-00057,Corrective,SPINDLE-SEIZURE,124,967,000080000054
WO-2080285,ASSET-00057,Emergency,BELT-FAILURE,494,1418,000080000054
WO-2080286,ASSET-00057,Corrective,SENSOR-FAULT,158,1863,000080000054
WO-2080287,ASSET-00058,Corrective,MOTOR-BURNOUT,164,1854,000080000055
WO-2080288,ASSET-00058,Corrective,PNEUMATIC-LEAK,95,1371,000080000055
WO-2080289,ASSET-00058,Preventive,,0,,000080000055
WO-2080290,ASSET-00058,Preventive,,0,,000080000055
WO-2080291,ASSET-00058,Corrective,HYDRAULIC-LEAK,92,368,000080000055
WO-2080292,ASSET-00059,Corrective,MOTOR-BURNOUT,230,403,000080000056
WO-2080293,ASSET-00059,Preventive,,0,,000080000056
WO-2080294,ASSET-00059,Corrective,HYDRAULIC-LEAK,100,754,000080000056
WO-2080295,ASSET-00059,Preventive,,0,,000080000056
WO-2080296,ASSET-00059,Preventive,,0,,000080000056
WO-2080297,ASSET-00059,Preventive,,0,,000080000056
WO-2080298,ASSET-00059,Emergency,CONTROLLER-FAULT,250,623,000080000056
WO-2080299,ASSET-00060,Emergency,PNEUMATIC-LEAK,561,1721,
WO-2080300,ASSET-00060,Preventive,,0,,
WO-2080301,ASSET-00060,Corrective,HYDRAULIC-LEAK,125,923,
WO-2080302,ASSET-00060,Corrective,SENSOR-FAULT,225,204,
WO-2080303,ASSET-00060,Corrective,MOTOR-BURNOUT,123,597,
WO-2080304,ASSET-00060,Corrective,BELT-FAILURE,156,1274,
WO-2080305,ASSET-00061,Corrective,HYDRAULIC-LEAK,222,1716,000080000057
WO-2080306,ASSET-00061,Corrective,PNEUMATIC-LEAK,190,1348,000080000057
WO-2080307,ASSET-00061,Emergency,SENSOR-FAULT,410,622,000080000057
WO-2080308,ASSET-00061,Preventive,,0,,000080000057
WO-2080309,ASSET-00061,Corrective,DIE-WEAR,236,1634,000080000057
WO-2080310,ASSET-00062,Preventive,,0,,000080000058
WO-2080311,ASSET-00062,Preventive,,0,,000080000058
WO-2080312,ASSET-00062,Preventive,,0,,000080000058
WO-2080313,ASSET-00063,Emergency,SPINDLE-SEIZURE,356,1617,000080000059
WO-2080314,ASSET-00063,Preventive,,0,,000080000059
WO-2080315,ASSET-00063,Preventive,,0,,000080000059
WO-2080316,ASSET-00063,Preventive,,0,,000080000059
WO-2080317,ASSET-00063,Emergency,PNEUMATIC-LEAK,413,470,000080000059
WO-2080318,ASSET-00063,Preventive,,0,,000080000059
WO-2080319,ASSET-00063,Corrective,CONTROLLER-FAULT,203,601,000080000059
WO-2080320,ASSET-00063,Corrective,CALIBRATION-DRIFT,150,827,000080000059
WO-2080321,ASSET-00064,Corrective,CALIBRATION-DRIFT,39,339,000080000060
WO-2080322,ASSET-00064,Preventive,,0,,000080000060
WO-2080323,ASSET-00064,Preventive,,0,,000080000060
WO-2080324,ASSET-00065,Preventive,,0,,000080000061
WO-2080325,ASSET-00065,Preventive,,0,,000080000061
WO-2080326,ASSET-00065,Preventive,,0,,000080000061
WO-2080327,ASSET-00065,Corrective,DIE-WEAR,81,1706,000080000061
WO-2080328,ASSET-00065,Corrective,CONTROLLER-FAULT,231,803,000080000061
WO-2080329,ASSET-00065,Corrective,HYDRAULIC-LEAK,160,1285,000080000061
WO-2080330,ASSET-00065,Emergency,CONTROLLER-FAULT,530,1265,000080000061
WO-2080331,ASSET-00065,Corrective,BELT-FAILURE,225,1111,000080000061
WO-2080332,ASSET-00065,Corrective,BELT-FAILURE,117,1452,000080000061
WO-2080333,ASSET-00065,Preventive,,0,,000080000061
WO-2080334,ASSET-00066,Corrective,DIE-WEAR,103,615,000080000062
WO-2080335,ASSET-00066,Preventive,,0,,000080000062
WO-2080336,ASSET-00066,Preventive,,0,,000080000062
WO-2080337,ASSET-00066,Corrective,PNEUMATIC-LEAK,34,644,000080000062
WO-2080338,ASSET-00066,Preventive,,0,,000080000062
WO-2080339,ASSET-00066,Corrective,MOTOR-BURNOUT,154,590,000080000062
WO-2080340,ASSET-00067,Preventive,,0,,000080000063
WO-2080341,ASSET-00067,Corrective,SPINDLE-SEIZURE,148,1098,000080000063
WO-2080342,ASSET-00067,Preventive,,0,,000080000063
WO-2080343,ASSET-00067,Preventive,,0,,000080000063
WO-2080344,ASSET-00067,Corrective,MOTOR-BURNOUT,164,1394,000080000063
WO-2080345,ASSET-00067,Preventive,,0,,000080000063
WO-2080346,ASSET-00067,Preventive,,0,,000080000063
WO-2080347,ASSET-00067,Emergency,HYDRAULIC-LEAK,406,1223,000080000063
WO-2080348,ASSET-00068,Preventive,,0,,000080000064
WO-2080349,ASSET-00068,Preventive,,0,,000080000064
WO-2080350,ASSET-00068,Corrective,MOTOR-BURNOUT,164,1245,000080000064
WO-2080351,ASSET-00068,Preventive,,0,,000080000064
WO-2080352,ASSET-00068,Corrective,CALIBRATION-DRIFT,211,1553,000080000064
WO-2080353,ASSET-00069,Corrective,MOTOR-BURNOUT,125,1695,000080000065
WO-2080354,ASSET-00069,Preventive,,0,,000080000065
WO-2080355,ASSET-00069,Corrective,DIE-WEAR,92,1502,000080000065
WO-2080356,ASSET-00070,Emergency,BELT-FAILURE,69,1533,000080000066
WO-2080357,ASSET-00070,Corrective,BELT-FAILURE,77,477,000080000066
WO-2080358,ASSET-00070,Preventive,,0,,000080000066
WO-2080359,ASSET-00070,Preventive,,0,,000080000066
WO-2080360,ASSET-00070,Corrective,HYDRAULIC-LEAK,236,906,000080000066
WO-2080361,ASSET-00070,Preventive,,0,,000080000066
WO-2080362,ASSET-00070,Preventive,,0,,000080000066
WO-2080363,ASSET-00070,Preventive,,0,,000080000066
WO-2080364,ASSET-00071,Corrective,BELT-FAILURE,69,638,000080000067
WO-2080365,ASSET-00071,Preventive,,0,,000080000067
WO-2080366,ASSET-00071,Corrective,BELT-FAILURE,177,1712,000080000067
WO-2080367,ASSET-00072,Preventive,,0,,000080000068
WO-2080368,ASSET-00072,Preventive,,0,,000080000068
WO-2080369,ASSET-00072,Corrective,BELT-FAILURE,224,1083,000080000068
WO-2080370,ASSET-00072,Preventive,,0,,000080000068
WO-2080371,ASSET-00072,Preventive,,0,,000080000068
WO-2080372,ASSET-00072,Preventive,,0,,000080000068
WO-2080373,ASSET-00072,Preventive,,0,,000080000068
WO-2080374,ASSET-00072,Corrective,PNEUMATIC-LEAK,213,851,000080000068
WO-2080375,ASSET-00072,Corrective,CONTROLLER-FAULT,72,1039,000080000068
WO-2080376,ASSET-00073,Preventive,,0,,000080000069
WO-2080377,ASSET-00073,Corrective,BELT-FAILURE,236,1596,000080000069
WO-2080378,ASSET-00073,Preventive,,0,,000080000069
WO-2080379,ASSET-00073,Preventive,,0,,000080000069
WO-2080380,ASSET-00073,Corrective,PNEUMATIC-LEAK,30,507,000080000069
WO-2080381,ASSET-00073,Corrective,PNEUMATIC-LEAK,71,1331,000080000069
WO-2080382,ASSET-00074,Preventive,,0,,000080000070
WO-2080383,ASSET-00074,Emergency,DIE-WEAR,599,622,000080000070
WO-2080384,ASSET-00074,Emergency,DIE-WEAR,341,207,000080000070
WO-2080385,ASSET-00074,Preventive,,0,,000080000070
WO-2080386,ASSET-00074,Corrective,CONTROLLER-FAULT,73,1999,000080000070
WO-2080387,ASSET-00075,Emergency,DIE-WEAR,458,1310,000080000071
WO-2080388,ASSET-00075,Corrective,MOTOR-BURNOUT,226,441,000080000071
WO-2080389,ASSET-00075,Preventive,,0,,000080000071
WO-2080390,ASSET-00075,Emergency,DIE-WEAR,571,1563,000080000071
WO-2080391,ASSET-00075,Preventive,,0,,000080000071
WO-2080392,ASSET-00076,Preventive,,0,,000080000072
WO-2080393,ASSET-00076,Corrective,SPINDLE-SEIZURE,51,803,000080000072
WO-2080394,ASSET-00076,Preventive,,0,,000080000072
WO-2080395,ASSET-00076,Preventive,,0,,000080000072
WO-2080396,ASSET-00076,Corrective,SPINDLE-SEIZURE,197,1999,000080000072
WO-2080397,ASSET-00076,Emergency,CONTROLLER-FAULT,531,1520,000080000072
WO-2080398,ASSET-00077,Preventive,,0,,000080000073
WO-2080399,ASSET-00077,Preventive,,0,,000080000073
WO-2080400,ASSET-00078,Preventive,,0,,000080000074
