PartNo,Bin,OnHandQty,IssuingPlant,ReceivingPlant
MAT-980360,D-02-4,3185,Transmission Plant PL,Assembly Plant IN
MAT-397259,E-12-1,2782,Transmission Plant PL,Assembly Plant IN
MAT-370397,B-11-5,552,Transmission Plant PL,Assembly Plant IN
MAT-733739,G-24-1,4474,Transmission Plant PL,Assembly Plant IN
MAT-667161,H-03-1,3978,Transmission Plant PL,Assembly Plant IN
MAT-379753,G-01-2,408,Transmission Plant PL,Assembly Plant IN
MAT-667219,F-20-1,4411,Transmission Plant PL,Assembly Plant IN
MAT-866738,A-05-2,422,Transmission Plant PL,Assembly Plant IN
MAT-988813,D-21-5,553,Transmission Plant PL,Assembly Plant IN
MAT-939502,F-24-3,3603,Transmission Plant PL,Assembly Plant IN
MAT-479097,C-06-2,2201,Transmission Plant PL,Assembly Plant IN
MAT-504376,G-06-5,4856,Transmission Plant PL,Assembly Plant IN
MAT-260693,B-05-2,3644,Transmission Plant PL,Assembly Plant IN
MAT-240757,H-15-5,3518,Transmission Plant PL,Assembly Plant IN
MAT-398587,C-01-5,2548,Transmission Plant PL,Assembly Plant IN
MAT-284162,A-10-2,1652,Transmission Plant PL,Assembly Plant IN
MAT-944841,D-03-1,4416,Transmission Plant PL,Assembly Plant IN
MAT-418854,F-04-2,3046,Transmission Plant PL,Assembly Plant IN
MAT-919404,G-12-5,3054,Transmission Plant PL,Assembly Plant IN
MAT-910805,H-20-1,4267,Transmission Plant PL,Assembly Plant IN
MAT-297120,C-21-3,716,Transmission Plant PL,Assembly Plant IN
MAT-523951,E-05-2,625,Transmission Plant PL,Assembly Plant IN
MAT-818227,D-22-4,3507,Transmission Plant PL,Assembly Plant IN
MAT-523657,F-28-1,641,Transmission Plant PL,Assembly Plant IN
MAT-579102,E-23-5,1799,Transmission Plant PL,Assembly Plant IN
MAT-112595,C-15-1,2263,Transmission Plant PL,Assembly Plant IN
MAT-135587,E-10-5,1722,Transmission Plant PL,Assembly Plant IN
MAT-467452,E-18-1,4302,Transmission Plant PL,Assembly Plant IN
MAT-936523,G-11-2,3387,Transmission Plant PL,Assembly Plant IN
MAT-544082,F-25-3,1764,Transmission Plant PL,Assembly Plant IN
MAT-999187,G-02-2,3058,Transmission Plant PL,Assembly Plant IN
MAT-245738,B-05-3,2528,Transmission Plant PL,Assembly Plant IN
MAT-776140,C-23-1,2663,Transmission Plant PL,Assembly Plant IN
MAT-416092,B-03-4,2722,Transmission Plant PL,Assembly Plant IN
MAT-411616,E-24-1,3806,Transmission Plant PL,Assembly Plant IN
MAT-181623,G-12-5,1146,Transmission Plant PL,Assembly Plant IN
MAT-235040,G-18-2,939,Transmission Plant PL,Assembly Plant IN
MAT-148511,H-22-5,423,Transmission Plant PL,Assembly Plant IN
MAT-167540,B-08-4,4045,Transmission Plant PL,Assembly Plant IN
MAT-559319,C-03-2,1873,Transmission Plant PL,Assembly Plant IN
MAT-680125,G-14-1,3321,Transmission Plant PL,Assembly Plant IN
MAT-875908,E-28-5,4641,Transmission Plant PL,Assembly Plant IN
MAT-543515,C-16-4,1345,Transmission Plant PL,Assembly Plant IN
MAT-355186,C-17-5,2803,Transmission Plant PL,Assembly Plant IN
MAT-361242,D-24-5,4629,Transmission Plant PL,Assembly Plant IN
MAT-924589,B-08-3,2394,Transmission Plant PL,Assembly Plant IN
MAT-134458,G-09-3,3286,Transmission Plant PL,Assembly Plant IN
MAT-433873,D-24-1,1999,Transmission Plant PL,Assembly Plant IN
MAT-788107,B-13-4,4724,Transmission Plant PL,Assembly Plant IN
MAT-766674,A-10-1,2681,Transmission Plant PL,Assembly Plant IN
MAT-351658,H-02-3,3164,Transmission Plant PL,Assembly Plant IN
MAT-305240,E-12-4,3105,Transmission Plant PL,Assembly Plant IN
MAT-547945,F-17-4,4577,Transmission Plant PL,Assembly Plant IN
MAT-109497,B-08-1,3961,Transmission Plant PL,Assembly Plant IN
MAT-303296,H-14-4,705,Transmission Plant PL,Assembly Plant IN
MAT-604762,A-17-1,2034,Transmission Plant PL,Assembly Plant IN
MAT-272207,D-26-2,4512,Transmission Plant PL,Assembly Plant IN
MAT-773595,F-07-3,1511,Transmission Plant PL,Assembly Plant IN
MAT-645997,B-19-5,2375,Transmission Plant PL,Assembly Plant IN
MAT-507802,G-26-3,4185,Transmission Plant PL,Assembly Plant IN
MAT-140836,D-13-4,2202,Transmission Plant PL,Assembly Plant IN
MAT-541328,E-02-5,2484,Transmission Plant PL,Assembly Plant IN
MAT-506206,A-22-3,564,Transmission Plant PL,Assembly Plant IN
MAT-431874,F-23-3,2356,Transmission Plant PL,Assembly Plant IN
MAT-420218,H-18-3,3772,Transmission Plant PL,Assembly Plant IN
MAT-523140,G-22-1,527,Transmission Plant PL,Assembly Plant IN
MAT-899534,D-12-1,838,Transmission Plant PL,Assembly Plant IN
MAT-876248,A-16-4,1713,Transmission Plant PL,Assembly Plant IN
MAT-949016,D-28-5,3444,Transmission Plant PL,Assembly Plant IN
MAT-207223,C-28-1,1520,Transmission Plant PL,Assembly Plant IN
MAT-920612,G-16-4,268,Transmission Plant PL,Assembly Plant IN
MAT-875606,C-14-2,2397,Transmission Plant PL,Assembly Plant IN
MAT-265844,H-06-4,2352,Transmission Plant PL,Assembly Plant IN
MAT-571917,B-25-3,1923,Transmission Plant PL,Assembly Plant IN
MAT-994783,F-16-4,2052,Transmission Plant PL,Assembly Plant IN
MAT-302683,H-20-3,985,Transmission Plant PL,Assembly Plant IN
MAT-850581,G-10-3,4639,Transmission Plant PL,Assembly Plant IN
MAT-698643,A-13-5,901,Transmission Plant PL,Assembly Plant IN
MAT-909716,B-27-3,2162,Transmission Plant PL,Assembly Plant IN
MAT-863817,E-20-4,3506,Transmission Plant PL,Assembly Plant IN
MAT-606151,G-22-1,692,Transmission Plant PL,Assembly Plant IN
MAT-818317,C-26-3,4280,Transmission Plant PL,Assembly Plant IN
MAT-611669,D-09-5,4149,Transmission Plant PL,Assembly Plant IN
MAT-784881,B-19-1,2742,Transmission Plant PL,Assembly Plant IN
MAT-457882,B-21-1,1980,Transmission Plant PL,Assembly Plant IN
MAT-640184,H-25-1,2572,Transmission Plant PL,Assembly Plant IN
MAT-658872,F-04-3,4446,Transmission Plant PL,Assembly Plant IN
MAT-458362,D-22-3,3688,Transmission Plant PL,Assembly Plant IN
MAT-979009,H-28-4,915,Transmission Plant PL,Assembly Plant IN
MAT-665579,F-10-3,4975,Transmission Plant PL,Assembly Plant IN
MAT-656227,H-26-4,3358,Transmission Plant PL,Assembly Plant IN
MAT-293076,G-03-5,1561,Transmission Plant PL,Assembly Plant IN
MAT-804279,D-24-1,975,Transmission Plant PL,Assembly Plant IN
MAT-701046,G-21-1,810,Transmission Plant PL,Assembly Plant IN
MAT-798226,D-17-2,4839,Transmission Plant PL,Assembly Plant IN
MAT-288838,H-03-4,3022,Transmission Plant PL,Assembly Plant IN
MAT-222867,D-20-5,2901,Transmission Plant PL,Assembly Plant IN
MAT-597094,E-28-1,3812,Transmission Plant PL,Assembly Plant IN
MAT-538332,G-24-4,4457,Transmission Plant PL,Assembly Plant IN
MAT-418830,F-28-5,2286,Transmission Plant PL,Assembly Plant IN
MAT-965623,D-07-2,2380,Transmission Plant PL,Assembly Plant IN
MAT-370611,A-07-3,471,Transmission Plant PL,Assembly Plant IN
MAT-629742,B-19-2,113,Transmission Plant PL,Assembly Plant IN
MAT-210856,D-08-5,4143,Transmission Plant PL,Assembly Plant IN
MAT-106508,E-05-5,4732,Transmission Plant PL,Assembly Plant IN
MAT-916114,A-11-2,2835,Transmission Plant PL,Assembly Plant MX
MAT-221319,G-10-4,1817,Transmission Plant PL,Assembly Plant MX
MAT-132665,A-20-2,3113,Transmission Plant PL,Assembly Plant MX
MAT-901205,H-26-2,3419,Transmission Plant PL,Assembly Plant MX
MAT-440191,E-04-1,2587,Transmission Plant PL,Assembly Plant MX
MAT-470063,H-17-1,930,Transmission Plant PL,Assembly Plant MX
MAT-624036,A-11-5,2299,Transmission Plant PL,Assembly Plant MX
MAT-443263,E-18-5,2136,Transmission Plant PL,Assembly Plant MX
MAT-515078,H-02-4,1172,Transmission Plant PL,Assembly Plant MX
MAT-786775,A-21-3,2635,Transmission Plant PL,Assembly Plant MX
MAT-194702,B-26-1,2296,Transmission Plant PL,Assembly Plant MX
MAT-471162,F-27-5,1439,Transmission Plant PL,Assembly Plant MX
MAT-864318,D-10-3,205,Transmission Plant PL,Assembly Plant MX
MAT-885540,F-08-3,1678,Transmission Plant PL,Assembly Plant MX
MAT-986222,B-16-4,2223,Transmission Plant PL,Assembly Plant MX
MAT-655462,C-08-3,957,Transmission Plant PL,Assembly Plant MX
MAT-296180,H-17-2,3499,Transmission Plant PL,Assembly Plant MX
MAT-985145,B-27-5,854,Transmission Plant PL,Assembly Plant MX
MAT-511942,B-10-1,1472,Transmission Plant PL,Assembly Plant MX
MAT-992173,F-04-2,601,Transmission Plant PL,Assembly Plant MX
MAT-374306,B-19-1,4047,Transmission Plant PL,Assembly Plant MX
MAT-611490,A-01-5,2873,Transmission Plant PL,Assembly Plant MX
MAT-597593,E-27-4,3777,Transmission Plant PL,Assembly Plant MX
MAT-567157,A-19-2,258,Transmission Plant PL,Assembly Plant MX
MAT-379016,F-13-3,2867,Transmission Plant PL,Assembly Plant MX
MAT-640962,E-26-2,99,Transmission Plant PL,Assembly Plant MX
MAT-261618,E-08-4,4326,Transmission Plant PL,Assembly Plant MX
MAT-320127,B-01-5,1863,Transmission Plant PL,Assembly Plant MX
MAT-130508,A-07-1,2132,Transmission Plant PL,Assembly Plant MX
MAT-203525,E-10-3,1289,Transmission Plant PL,Assembly Plant MX
MAT-418663,D-12-5,729,Transmission Plant PL,Assembly Plant MX
MAT-458650,A-01-2,4784,Transmission Plant PL,Assembly Plant MX
MAT-518058,D-16-4,3288,Transmission Plant PL,Assembly Plant MX
MAT-148288,D-22-5,286,Transmission Plant PL,Assembly Plant MX
MAT-483251,A-24-3,430,Transmission Plant PL,Assembly Plant MX
MAT-208214,H-15-3,4807,Transmission Plant PL,Assembly Plant MX
MAT-843492,C-08-3,1465,Transmission Plant PL,Assembly Plant MX
MAT-902506,G-18-5,3359,Transmission Plant PL,Assembly Plant MX
MAT-151781,H-06-2,890,Transmission Plant PL,Assembly Plant MX
MAT-222320,F-05-2,141,Transmission Plant PL,Assembly Plant MX
MAT-796026,D-05-5,254,Transmission Plant PL,Assembly Plant MX
MAT-399044,B-05-5,90,Transmission Plant PL,Assembly Plant MX
MAT-494489,F-05-1,3627,Transmission Plant PL,Assembly Plant MX
MAT-505984,D-09-1,3550,Transmission Plant PL,Assembly Plant MX
MAT-894978,E-06-4,1375,Transmission Plant PL,Assembly Plant MX
MAT-677224,C-21-4,4381,Transmission Plant PL,Assembly Plant MX
MAT-251360,D-21-2,1567,Transmission Plant PL,Assembly Plant MX
MAT-714501,E-15-4,4939,Transmission Plant PL,Assembly Plant MX
MAT-760204,D-16-5,966,Transmission Plant PL,Assembly Plant MX
MAT-720215,A-05-4,424,Transmission Plant PL,Assembly Plant MX
MAT-172135,F-12-4,3768,Transmission Plant PL,Assembly Plant MX
MAT-890643,E-14-4,243,Transmission Plant PL,Assembly Plant MX
MAT-779994,E-18-2,2630,Transmission Plant PL,Assembly Plant MX
MAT-862752,F-15-5,4338,Transmission Plant PL,Assembly Plant MX
MAT-669704,D-10-4,2119,Transmission Plant PL,Assembly Plant MX
MAT-483948,E-19-3,4349,Transmission Plant PL,Assembly Plant MX
MAT-860012,G-09-1,2645,Transmission Plant PL,Assembly Plant MX
MAT-339933,B-01-2,4625,Transmission Plant PL,Assembly Plant MX
MAT-557469,D-02-4,2241,Transmission Plant PL,Assembly Plant MX
MAT-818505,B-25-2,3707,Transmission Plant PL,Assembly Plant MX
MAT-939366,F-01-4,2711,Transmission Plant PL,Assembly Plant MX
MAT-769548,C-23-5,3816,Transmission Plant PL,Assembly Plant MX
MAT-881221,G-10-3,1498,Transmission Plant PL,Assembly Plant MX
MAT-420552,H-15-3,4658,Transmission Plant PL,Assembly Plant MX
MAT-384955,E-06-5,2467,Transmission Plant PL,Assembly Plant MX
MAT-670969,D-14-3,1882,Transmission Plant PL,Assembly Plant MX
MAT-678220,A-14-5,3042,Transmission Plant PL,Assembly Plant MX
MAT-782750,B-28-2,4005,Transmission Plant PL,Assembly Plant MX
MAT-927758,C-08-3,2871,Transmission Plant PL,Assembly Plant MX
MAT-583626,C-01-4,1211,Transmission Plant PL,Assembly Plant MX
MAT-285788,C-23-5,2729,Transmission Plant PL,Assembly Plant MX
MAT-129867,G-04-4,4518,Transmission Plant PL,Assembly Plant MX
MAT-234417,D-09-3,4885,Transmission Plant PL,Assembly Plant MX
MAT-701600,H-23-1,2555,Transmission Plant PL,Assembly Plant MX
MAT-893339,E-26-4,1973,Transmission Plant PL,Assembly Plant MX
MAT-154789,C-13-5,4749,Transmission Plant PL,Assembly Plant MX
MAT-295531,H-23-5,1534,Transmission Plant PL,Assembly Plant MX
MAT-443820,A-21-2,2047,Transmission Plant PL,Assembly Plant MX
MAT-803811,A-15-1,2520,Transmission Plant PL,Assembly Plant MX
MAT-586964,E-13-4,790,Transmission Plant PL,Assembly Plant MX
MAT-930234,B-18-3,1445,Transmission Plant PL,Assembly Plant MX
MAT-316128,E-04-3,2081,Transmission Plant PL,Assembly Plant MX
MAT-637746,E-15-5,4026,Transmission Plant PL,Assembly Plant MX
MAT-339180,E-04-4,2880,Transmission Plant PL,Assembly Plant MX
MAT-872460,H-07-4,4633,Transmission Plant PL,Assembly Plant MX
MAT-392257,H-19-5,4913,Transmission Plant PL,Assembly Plant MX
MAT-824393,F-11-1,4757,Transmission Plant PL,Assembly Plant MX
MAT-962464,F-25-5,4068,Transmission Plant PL,Assembly Plant MX
MAT-908382,G-16-5,4049,Transmission Plant PL,Assembly Plant MX
MAT-989805,D-28-1,3776,Transmission Plant PL,Assembly Plant MX
MAT-718847,F-16-3,305,Transmission Plant PL,Assembly Plant MX
MAT-673205,A-08-2,3574,Transmission Plant PL,Assembly Plant MX
MAT-816553,D-09-1,1837,Transmission Plant PL,Assembly Plant MX
MAT-734477,E-05-1,100,Transmission Plant PL,Assembly Plant MX
MAT-527053,H-25-3,3294,Transmission Plant PL,Assembly Plant MX
MAT-287545,D-06-1,3888,Transmission Plant PL,Assembly Plant MX
MAT-810362,A-25-2,3468,Transmission Plant PL,Assembly Plant MX
MAT-708702,D-07-4,1523,Transmission Plant PL,Assembly Plant MX
MAT-677338,A-20-2,4600,Transmission Plant PL,Assembly Plant MX
MAT-345757,H-26-4,1824,Transmission Plant PL,Assembly Plant MX
MAT-935581,H-01-1,1693,Transmission Plant PL,Assembly Plant MX
MAT-741232,B-19-2,4437,Transmission Plant PL,Assembly Plant MX
MAT-366879,F-28-4,333,Transmission Plant PL,Assembly Plant MX
MAT-824270,F-28-2,1249,Transmission Plant PL,Assembly Plant MX
MAT-680250,F-23-1,3639,Transmission Plant PL,Assembly Plant MX
MAT-988048,D-22-2,1023,Transmission Plant PL,Assembly Plant MX
MAT-103947,A-28-5,1079,Transmission Plant PL,Assembly Plant MX
MAT-986338,H-28-3,2032,Transmission Plant PL,Assembly Plant MX
MAT-217844,F-26-2,2680,Transmission Plant PL,Assembly Plant MX
MAT-758512,H-19-2,4363,Transmission Plant PL,Assembly Plant US
MAT-325606,F-06-2,4374,Transmission Plant PL,Assembly Plant US
MAT-136617,A-05-1,909,Transmission Plant PL,Assembly Plant US
MAT-434717,C-24-1,4368,Transmission Plant PL,Assembly Plant US
MAT-265560,G-26-3,1009,Transmission Plant PL,Assembly Plant US
MAT-279680,B-27-1,2888,Transmission Plant PL,Assembly Plant US
MAT-797323,A-24-2,4287,Transmission Plant PL,Assembly Plant US
MAT-542833,H-26-1,4615,Transmission Plant PL,Assembly Plant US
MAT-442132,A-20-5,2745,Transmission Plant PL,Assembly Plant US
MAT-119514,H-26-1,966,Transmission Plant PL,Assembly Plant US
MAT-448659,B-19-2,711,Transmission Plant PL,Assembly Plant US
MAT-538348,B-13-1,2154,Transmission Plant PL,Assembly Plant US
MAT-865998,A-17-5,1183,Transmission Plant PL,Assembly Plant US
MAT-100741,H-01-3,4607,Transmission Plant PL,Assembly Plant US
MAT-984348,G-05-2,4030,Transmission Plant PL,Assembly Plant US
MAT-771931,B-04-2,1350,Transmission Plant PL,Assembly Plant US
MAT-680943,C-05-3,916,Transmission Plant PL,Assembly Plant US
MAT-320942,F-13-1,3460,Transmission Plant PL,Assembly Plant US
MAT-453297,C-21-1,356,Transmission Plant PL,Assembly Plant US
MAT-676594,C-03-2,3487,Transmission Plant PL,Assembly Plant US
MAT-717826,F-10-3,1491,Transmission Plant PL,Assembly Plant US
MAT-283957,A-10-5,2314,Transmission Plant PL,Assembly Plant US
MAT-822087,G-19-4,1898,Transmission Plant PL,Assembly Plant US
MAT-927315,F-25-1,4202,Transmission Plant PL,Assembly Plant US
MAT-683504,C-05-2,1915,Transmission Plant PL,Assembly Plant US
MAT-725061,G-23-2,4966,Transmission Plant PL,Assembly Plant US
MAT-809386,A-11-2,4526,Transmission Plant PL,Assembly Plant US
MAT-578001,A-05-5,2525,Transmission Plant PL,Assembly Plant US
MAT-702808,D-20-2,1583,Transmission Plant PL,Assembly Plant US
MAT-471197,A-06-2,3635,Transmission Plant PL,Assembly Plant US
MAT-662969,H-26-3,3531,Transmission Plant PL,Assembly Plant US
MAT-814339,C-14-5,3994,Transmission Plant PL,Assembly Plant US
MAT-667901,A-15-3,2280,Transmission Plant PL,Assembly Plant US
MAT-626751,D-22-5,4598,Transmission Plant PL,Assembly Plant US
MAT-534078,D-05-3,1193,Transmission Plant PL,Assembly Plant US
MAT-217261,D-01-4,4622,Transmission Plant PL,Assembly Plant US
MAT-584221,A-18-2,3674,Transmission Plant PL,Assembly Plant US
MAT-146277,C-08-5,3128,Transmission Plant PL,Assembly Plant US
MAT-771198,H-20-2,2725,Transmission Plant PL,Assembly Plant US
MAT-598778,A-02-1,636,Transmission Plant PL,Assembly Plant US
MAT-937072,D-24-2,202,Transmission Plant PL,Assembly Plant US
MAT-179056,F-15-1,4986,Transmission Plant PL,Assembly Plant US
MAT-754043,D-05-1,4909,Transmission Plant PL,Assembly Plant US
MAT-759432,D-04-5,1781,Transmission Plant PL,Assembly Plant US
MAT-763990,H-17-1,2651,Transmission Plant PL,Assembly Plant US
MAT-977681,G-06-4,3322,Transmission Plant PL,Assembly Plant US
MAT-400677,C-15-1,3468,Transmission Plant PL,Assembly Plant US
MAT-274513,E-26-2,2079,Transmission Plant PL,Assembly Plant US
MAT-267094,A-07-5,1868,Transmission Plant PL,Assembly Plant US
MAT-115480,G-27-4,3045,Transmission Plant PL,Assembly Plant US
MAT-532866,C-04-3,4927,Transmission Plant PL,Assembly Plant US
MAT-444649,A-01-3,1300,Transmission Plant PL,Assembly Plant US
MAT-685222,F-09-5,1855,Transmission Plant PL,Assembly Plant US
MAT-554854,C-15-5,4278,Transmission Plant PL,Assembly Plant US
MAT-435773,F-07-4,1427,Transmission Plant PL,Assembly Plant US
MAT-631765,F-23-3,4780,Transmission Plant PL,Assembly Plant US
MAT-835941,B-26-3,3101,Transmission Plant PL,Assembly Plant US
MAT-923197,B-28-5,2279,Transmission Plant PL,Assembly Plant US
MAT-541894,A-26-1,3399,Transmission Plant PL,Assembly Plant US
MAT-588541,G-01-5,1147,Transmission Plant PL,Assembly Plant US
MAT-499130,E-27-4,479,Transmission Plant PL,Assembly Plant US
MAT-357086,C-09-2,3992,Transmission Plant PL,Assembly Plant US
MAT-531075,F-13-2,3703,Transmission Plant PL,Assembly Plant US
MAT-430924,E-22-5,1874,Transmission Plant PL,Assembly Plant US
MAT-318186,C-16-3,912,Transmission Plant PL,Assembly Plant US
MAT-939874,D-24-3,2342,Transmission Plant PL,Assembly Plant US
MAT-263747,B-22-3,748,Transmission Plant PL,Assembly Plant US
MAT-627042,E-02-4,1770,Transmission Plant PL,Assembly Plant US
MAT-585132,C-27-3,1546,Transmission Plant PL,Assembly Plant US
MAT-100699,G-06-4,3076,Transmission Plant PL,Assembly Plant US
MAT-745799,F-02-5,4626,Transmission Plant PL,Assembly Plant US
MAT-464211,G-14-3,1712,Transmission Plant PL,Assembly Plant US
MAT-530518,C-04-3,4484,Transmission Plant PL,Assembly Plant US
MAT-881149,F-01-3,3538,Transmission Plant PL,Assembly Plant US
MAT-574739,F-27-3,2671,Transmission Plant PL,Assembly Plant US
MAT-804084,E-29-5,2365,Transmission Plant PL,Assembly Plant US
MAT-385651,C-10-4,2058,Transmission Plant PL,Assembly Plant US
MAT-902398,E-13-4,3012,Transmission Plant PL,Assembly Plant US
MAT-890450,C-29-1,2568,Transmission Plant PL,Assembly Plant US
MAT-533291,G-17-5,3765,Transmission Plant PL,Assembly Plant US
MAT-966598,C-19-5,4734,Transmission Plant PL,Assembly Plant US
MAT-742714,A-18-2,1669,Transmission Plant PL,Assembly Plant US
MAT-688749,G-15-5,3176,Transmission Plant PL,Assembly Plant US
MAT-597934,H-15-4,3415,Transmission Plant PL,Assembly Plant US
MAT-206139,C-09-3,1791,Transmission Plant PL,Assembly Plant US
MAT-932227,H-22-5,4196,Transmission Plant PL,Assembly Plant US
MAT-449686,A-18-2,3800,Transmission Plant PL,Assembly Plant US
MAT-831813,D-18-4,652,Transmission Plant PL,Assembly Plant US
MAT-684679,D-22-2,3669,Transmission Plant PL,Assembly Plant US
MAT-885268,E-07-4,1739,Transmission Plant PL,Assembly Plant US
MAT-659715,A-25-5,3961,Transmission Plant PL,Assembly Plant US
MAT-725085,B-14-5,2707,Transmission Plant PL,Assembly Plant US
MAT-909939,G-14-4,4190,Transmission Plant PL,Assembly Plant US
MAT-659881,D-03-5,2687,Transmission Plant PL,Assembly Plant US
MAT-176444,F-10-2,3968,Transmission Plant PL,Assembly Plant US
MAT-955888,B-27-4,735,Transmission Plant PL,Assembly Plant US
MAT-636568,F-22-1,3434,Transmission Plant PL,Assembly Plant US
MAT-894745,B-19-2,1484,Transmission Plant PL,Assembly Plant US
MAT-232017,D-21-1,1215,Transmission Plant PL,Assembly Plant US
MAT-306462,B-03-3,1038,Transmission Plant PL,Assembly Plant US
MAT-387510,A-21-4,4219,Transmission Plant PL,Assembly Plant US
MAT-515178,E-03-1,4825,Transmission Plant PL,Assembly Plant US
MAT-482156,F-08-3,1893,Transmission Plant PL,Assembly Plant US
MAT-545091,A-08-1,1809,Transmission Plant PL,Assembly Plant US
MAT-879385,D-22-2,3755,Transmission Plant PL,Assembly Plant US
MAT-325099,E-15-4,572,Transmission Plant PL,Assembly Plant US
MAT-918808,H-20-5,4704,Transmission Plant PL,Assembly Plant US
MAT-868184,D-10-5,4514,Transmission Plant PL,Assembly Plant US
MAT-187333,F-22-4,4834,Transmission Plant PL,Assembly Plant US
MAT-480880,A-01-4,4507,Transmission Plant PL,Assembly Plant US
MAT-966435,E-10-4,840,Transmission Plant PL,Assembly Plant US
MAT-292896,A-17-5,2277,Transmission Plant PL,Assembly Plant US
MAT-595637,A-26-5,2485,Transmission Plant PL,Assembly Plant US
MAT-536136,C-09-3,2393,Transmission Plant PL,Assembly Plant US
MAT-432384,D-04-2,2548,Transmission Plant PL,Assembly Plant US
MAT-855098,F-12-4,374,Transmission Plant PL,Assembly Plant US
MAT-157962,E-05-3,1130,Transmission Plant PL,Assembly Plant US
MAT-896568,E-02-4,3925,Transmission Plant PL,Assembly Plant US
MAT-955597,H-28-3,1359,Transmission Plant PL,Assembly Plant US
MAT-711971,H-18-1,1856,Transmission Plant PL,Assembly Plant US
MAT-342889,B-03-3,2291,Transmission Plant PL,Assembly Plant US
MAT-251211,C-09-5,3421,Transmission Plant PL,Assembly Plant US
MAT-334489,D-04-3,4968,Transmission Plant PL,Assembly Plant US
MAT-205895,F-19-1,1231,Transmission Plant PL,Assembly Plant US
MAT-122006,G-07-1,2707,Transmission Plant PL,Assembly Plant US
MAT-241423,E-11-1,258,Transmission Plant PL,Assembly Plant US
MAT-725956,H-20-2,3929,Transmission Plant PL,Assembly Plant US
MAT-115378,F-18-5,3517,Transmission Plant PL,Assembly Plant US
MAT-743210,H-19-2,2395,Transmission Plant PL,Assembly Plant US
MAT-410551,G-13-1,2707,Transmission Plant PL,Assembly Plant US
MAT-837633,E-09-5,4459,Transmission Plant PL,Assembly Plant US
MAT-784316,A-25-5,1066,Transmission Plant PL,Assembly Plant US
